sequence,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBmiBUlBF?nBClBzsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBVnBaoBz?kBGlB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBFhBRnBm?nBipB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFzfBFhBXiBS?qBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBUhBRiBi?pBmsBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBzkBUnBa?tBGlBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhFxgBXiBllBi?pBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeUBJvhFRiBOpBTlB/?sBatBlpB
SZTLIOJ,X,O,O,X,O,O,X,O
SZTLJIO,O,O,O,X,O,X,X,X
SZTLJOI,X,O,O,X,O,X,X,X
SZTLOIJ,X,O,O,X,O,O,X,O
SZTLOJI,X,O,O,X,O,X,X,O
SZTJILO,O,O,O,X,O,X,X,X
SZTJIOL,O,O,X,X,X,X,X,X
SZTJLIO,O,O,O,X,O,X,X,X
SZTJLOI,X,O,O,X,O,X,X,X
SZTJOIL,O,O,X,X,X,X,X,X
SZTJOLI,X,O,X,X,X,X,X,X
SZTOILJ,O,O,O,X,X,O,X,X
SZTOIJL,O,O,X,X,X,X,X,X
SZTOLIJ,O,O,O,X,X,O,X,O
SZTOLJI,O,O,O,X,X,X,X,O
SZTOJIL,O,O,X,X,X,X,X,X
SZTOJLI,O,O,X,X,X,X,X,O
SZITLJO,O,O,O,X,X,X,X,X
SZITLOJ,X,O,O,X,O,O,X,X
SZITJLO,O,O,O,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X
SZITOLJ,O,O,O,X,X,O,X,X
SZITOJL,O,O,X,X,X,X,X,X
SZILTJO,O,O,O,X,X,X,X,X
SZILTOJ,X,O,O,X,O,O,X,O
SZILJTO,X,X,O,X,O,X,X,X
SZILJOT,X,X,O,X,O,O,X,O
SZILOTJ,O,O,O,X,O,O,X,O
SZILOJT,X,X,O,X,O,O,X,O
SZIJTLO,O,O,O,X,O,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X
SZIJLTO,X,X,O,X,O,X,X,X
SZIJLOT,X,X,O,X,O,O,X,X
SZIJOTL,O,O,X,X,X,X,X,X
SZIJOLT,X,X,X,X,O,O,X,X
SZIOTLJ,O,O,O,X,X,O,X,X
SZIOTJL,O,O,X,X,X,X,X,X
SZIOLTJ,O,O,O,X,O,O,X,O
SZIOLJT,X,X,O,X,O,O,X,O
SZIOJTL,O,O,X,X,X,X,X,X
SZIOJLT,X,X,X,X,X,O,X,O
SZLTIJO,O,O,O,X,X,X,X,X
SZLTIOJ,X,O,O,X,O,O,X,O
SZLTJIO,O,O,O,X,O,X,X,X
SZLTJOI,X,O,O,X,O,X,X,X
SZLTOIJ,X,O,O,X,O,O,X,O
SZLTOJI,X,O,O,X,O,X,X,O
SZLITJO,O,O,O,X,X,X,X,X
SZLITOJ,X,O,O,X,O,O,X,O
SZLIJTO,X,X,O,X,O,X,X,X
SZLIJOT,X,X,O,X,O,O,X,O
SZLIOTJ,O,O,O,X,O,O,X,O
SZLIOJT,X,X,O,X,O,O,X,O
SZLJTIO,X,X,O,X,O,X,X,X
SZLJTOI,X,X,O,X,O,X,X,X
SZLJITO,X,X,O,X,O,X,X,X
SZLJIOT,X,X,O,X,O,O,X,O
SZLJOTI,X,X,O,X,O,X,X,O
SZLJOIT,X,X,O,X,O,O,X,O
SZLOTIJ,O,O,O,X,O,O,X,O
SZLOTJI,O,O,O,X,O,X,X,O
SZLOITJ,O,O,O,X,O,O,X,O
SZLOIJT,X,X,O,X,O,O,X,O
SZLOJTI,X,X,O,X,O,X,X,O
SZLOJIT,X,X,O,X,O,O,X,O
SZJTILO,O,O,O,X,O,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X
SZJTLIO,O,O,O,X,O,X,X,X
SZJTLOI,X,O,O,X,O,X,X,X
SZJTOIL,O,O,X,X,X,X,X,X
SZJTOLI,X,O,X,X,X,X,X,X
SZJITLO,O,O,O,X,O,X,X,X
SZJITOL,O,O,X,X,X,X,X,X
SZJILTO,X,X,O,X,O,X,X,X
SZJILOT,X,X,O,X,O,O,X,X
SZJIOTL,O,O,X,X,X,X,X,X
SZJIOLT,X,X,X,X,O,O,X,X
SZJLTIO,X,X,O,X,O,X,X,X
SZJLTOI,X,X,O,X,O,X,X,X
SZJLITO,X,X,O,X,O,X,X,X
SZJLIOT,X,X,O,X,O,O,X,O
SZJLOTI,X,X,O,X,O,X,X,O
SZJLOIT,X,X,O,X,O,O,X,O
SZJOTIL,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,O
SZJOITL,O,O,X,X,X,X,X,X
SZJOILT,X,X,X,X,O,O,X,O
SZJOLTI,X,X,X,X,O,X,X,O
SZJOLIT,X,X,X,X,O,O,X,O
SZOTILJ,O,O,O,X,X,O,X,X
SZOTIJL,O,O,X,X,X,X,X,X
SZOTLIJ,O,O,O,X,X,O,X,O
SZOTLJI,O,O,O,X,X,X,X,O
SZOTJIL,O,O,X,X,X,X,X,X
SZOTJLI,O,O,X,X,X,X,X,O
SZOITLJ,O,O,O,X,X,O,X,X
SZOITJL,O,O,X,X,X,X,X,X
SZOILTJ,O,O,O,X,O,O,X,O
SZOILJT,X,X,O,X,O,O,X,O
SZOIJTL,O,O,X,X,X,X,X,X
SZOIJLT,X,X,X,X,X,O,X,O
SZOLTIJ,O,O,O,X,O,O,X,O
SZOLTJI,O,O,O,X,O,X,X,O
SZOLITJ,O,O,O,X,O,O,X,O
SZOLIJT,X,X,O,X,O,O,X,O
SZOLJTI,X,X,O,X,O,X,X,O
SZOLJIT,X,X,O,X,O,O,X,O
SZOJTIL,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,O
SZOJITL,O,O,X,X,X,X,X,X
SZOJILT,X,X,X,X,O,O,X,O
SZOJLTI,X,X,X,X,O,X,X,O
SZOJLIT,X,X,X,X,O,O,X,O
SOTILJZ,O,O,O,X,X,X,X,X
SOTILZJ,O,O,O,X,X,O,X,X
SOTIJLZ,O,O,X,X,X,X,X,X
SOTIJZL,O,O,X,X,X,X,X,X
SOTIZLJ,O,O,X,X,X,O,X,X
SOTIZJL,O,O,X,X,X,X,X,X
SOTLIJZ,O,O,O,X,X,X,X,O
SOTLIZJ,O,O,O,X,X,O,X,O
SOTLJIZ,O,O,O,X,X,X,X,O
SOTLJZI,O,X,O,X,X,X,X,O
SOTLZIJ,O,O,O,X,X,O,X,O
SOTLZJI,O,O,O,X,X,X,X,O
SOTJILZ,O,O,X,X,X,X,X,X
SOTJIZL,O,O,X,X,X,X,X,X
SOTJLIZ,O,O,X,X,X,X,X,O
SOTJLZI,O,X,X,X,X,X,X,O
SOTJZIL,O,O,X,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X,O
SOTZILJ,O,O,O,X,X,O,X,X
SOTZIJL,O,O,X,X,X,X,X,X
SOTZLIJ,O,O,O,X,X,O,X,O
SOTZLJI,O,O,O,X,X,X,X,O
SOTZJIL,O,O,X,X,X,X,X,X
SOTZJLI,O,O,X,X,X,X,X,O
SOITLJZ,O,O,O,X,X,X,X,X
SOITLZJ,O,O,O,X,X,O,X,X
SOITJLZ,O,O,X,X,X,X,X,X
SOITJZL,O,O,X,X,X,X,X,X
SOITZLJ,O,O,X,X,X,O,X,X
SOITZJL,O,O,X,X,X,X,X,X
SOILTJZ,O,O,O,X,X,X,X,O
SOILTZJ,O,O,O,X,X,O,X,O
SOILJTZ,X,X,O,X,X,X,X,O
SOILJZT,X,X,X,X,X,O,X,O
SOILZTJ,O,O,O,X,X,O,X,O
SOILZJT,X,X,X,X,X,O,X,O
SOIJTLZ,O,O,X,X,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X,X
SOIJLTZ,X,X,X,X,X,X,X,O
SOIJLZT,X,X,X,X,X,O,X,O
SOIJZTL,O,O,X,X,X,X,X,X
SOIJZLT,X,X,X,X,X,O,X,O
SOIZTLJ,O,O,X,X,X,O,X,X
SOIZTJL,O,O,X,X,X,X,X,X
SOIZLTJ,O,O,X,X,X,O,X,O
SOIZLJT,X,X,X,X,X,O,X,O
SOIZJTL,O,O,X,X,X,X,X,X
SOIZJLT,X,X,X,X,X,O,X,O
SOLTIJZ,O,O,O,X,X,X,X,O
SOLTIZJ,O,O,O,X,X,O,X,O
SOLTJIZ,O,O,O,X,O,X,X,O
SOLTJZI,O,X,O,X,O,X,X,O
SOLTZIJ,O,O,O,X,O,O,X,O
SOLTZJI,O,O,O,X,O,X,X,O
SOLITJZ,O,O,O,X,X,X,X,O
SOLITZJ,O,O,O,X,X,O,X,O
SOLIJTZ,X,X,O,X,O,X,X,O
SOLIJZT,X,X,X,X,O,O,X,O
SOLIZTJ,O,O,O,X,O,O,X,O
SOLIZJT,X,X,O,X,O,O,X,O
SOLJTIZ,X,X,O,X,O,X,X,O
SOLJTZI,X,X,O,X,O,X,X,O
SOLJITZ,X,X,O,X,O,X,X,O
SOLJIZT,X,X,X,X,O,O,X,O
SOLJZTI,X,X,O,X,O,X,X,O
SOLJZIT,X,X,O,X,O,O,X,O
SOLZTIJ,O,O,O,X,O,O,X,O
SOLZTJI,O,O,O,X,O,X,X,O
SOLZITJ,O,O,O,X,O,O,X,O
SOLZIJT,X,X,O,X,O,O,X,O
SOLZJTI,X,X,O,X,O,X,X,O
SOLZJIT,X,X,O,X,O,O,X,O
SOJTILZ,O,O,X,X,X,X,X,X
SOJTIZL,O,O,X,X,X,X,X,X
SOJTLIZ,O,O,X,X,X,X,X,O
SOJTLZI,O,X,X,X,X,X,X,O
SOJTZIL,O,O,X,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,X,O
SOJITLZ,O,O,X,X,X,X,X,X
SOJITZL,O,O,X,X,X,X,X,X
SOJILTZ,X,X,X,X,X,X,X,O
SOJILZT,X,X,X,X,X,O,X,O
SOJIZTL,O,O,X,X,X,X,X,X
SOJIZLT,X,X,X,X,X,O,X,O
SOJLTIZ,X,X,X,X,O,X,X,O
SOJLTZI,X,X,X,X,O,X,X,O
SOJLITZ,X,X,X,X,O,X,X,O
SOJLIZT,X,X,X,X,O,O,X,O
SOJLZTI,X,X,X,X,O,X,X,O
SOJLZIT,X,X,X,X,O,O,X,O
SOJZTIL,O,O,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X,O
SOJZITL,O,O,X,X,X,X,X,X
SOJZILT,X,X,X,X,O,O,X,O
SOJZLTI,X,X,X,X,O,X,X,O
SOJZLIT,X,X,X,X,O,O,X,O
SOZTILJ,O,O,O,X,X,O,X,X
SOZTIJL,O,O,X,X,X,X,X,X
SOZTLIJ,O,O,O,X,X,O,X,O
SOZTLJI,O,O,O,X,X,X,X,O
SOZTJIL,O,O,X,X,X,X,X,X
SOZTJLI,O,O,X,X,X,X,X,O
SOZITLJ,O,O,O,X,X,O,X,X
SOZITJL,O,O,X,X,X,X,X,X
SOZILTJ,O,O,O,X,O,O,X,O
SOZILJT,X,X,O,X,O,O,X,O
SOZIJTL,O,O,X,X,X,X,X,X
SOZIJLT,X,X,X,X,X,O,X,O
SOZLTIJ,O,O,O,X,O,O,X,O
SOZLTJI,O,O,O,X,O,X,X,O
SOZLITJ,O,O,O,X,O,O,X,O
SOZLIJT,X,X,O,X,O,O,X,O
SOZLJTI,X,X,O,X,O,X,X,O
SOZLJIT,X,X,O,X,O,O,X,O
SOZJTIL,O,O,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,O
SOZJITL,O,O,X,X,X,X,X,X
SOZJILT,X,X,X,X,O,O,X,O
SOZJLTI,X,X,X,X,O,X,X,O
SOZJLIT,X,X,X,X,O,O,X,O
ZTILJSO,O,O,X,O,X,X,O,X
ZTILJOS,X,O,X,O,X,X,O,X
ZTILSJO,O,O,O,X,X,X,X,X
ZTILSOJ,X,O,O,X,X,O,X,X
ZTILOJS,X,O,X,O,X,X,O,X
ZTILOSJ,X,O,O,X,X,O,X,X
ZTIJLSO,O,O,X,O,X,X,O,X
ZTIJLOS,X,O,X,O,X,X,O,X
ZTIJSLO,O,O,O,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,X,X,X
ZTIJOLS,X,O,X,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X,X,X
ZTISLJO,O,O,O,X,X,X,X,X
ZTISLOJ,X,O,O,X,O,O,X,X
ZTISJLO,O,O,O,X,X,X,X,X
ZTISJOL,O,O,X,X,X,X,X,X
ZTISOLJ,O,O,O,X,X,O,X,X
ZTISOJL,O,O,X,X,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,X,X
ZTIOLSJ,O,O,X,X,X,O,X,X
ZTIOJLS,O,O,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,X
ZTIOSLJ,O,O,O,X,X,O,X,X
ZTIOSJL,O,O,X,X,X,X,X,X
ZTLIJSO,O,O,X,O,X,X,O,X
ZTLIJOS,X,O,X,O,X,X,O,X
ZTLISJO,O,O,O,X,X,X,X,X
ZTLISOJ,X,O,O,X,X,O,X,X
ZTLIOJS,X,O,X,O,X,X,O,X
ZTLIOSJ,X,O,O,X,X,O,X,X
ZTLJISO,O,O,X,O,X,X,O,X
ZTLJIOS,X,O,X,O,X,X,O,X
ZTLJSIO,O,O,X,X,X,X,O,X
ZTLJSOI,X,O,X,X,X,X,O,X
ZTLJOIS,X,O,X,O,X,X,O,X
ZTLJOSI,X,O,X,X,X,X,O,X
ZTLSIJO,O,O,O,X,X,X,X,X
ZTLSIOJ,X,O,O,X,X,O,X,X
ZTLSJIO,O,O,O,X,X,X,X,X
ZTLSJOI,X,O,O,X,X,X,X,X
ZTLSOIJ,X,O,O,X,X,O,X,X
ZTLSOJI,X,O,O,X,X,X,X,X
ZTLOIJS,X,O,X,O,X,X,O,X
ZTLOISJ,X,O,O,X,X,O,X,X
ZTLOJIS,X,O,X,O,X,X,O,X
ZTLOJSI,X,O,X,X,X,X,O,X
ZTLOSIJ,X,O,O,X,X,O,X,X
ZTLOSJI,X,O,O,X,X,X,X,X
ZTJILSO,O,O,X,O,X,X,O,X
ZTJILOS,X,O,X,O,X,X,O,X
ZTJISLO,O,O,O,X,O,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X
ZTJIOLS,X,O,X,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,X,X,X
ZTJLISO,O,O,X,O,X,X,O,X
ZTJLIOS,X,O,X,O,X,X,O,X
ZTJLSIO,O,O,X,X,X,X,O,X
ZTJLSOI,X,O,X,X,X,X,O,X
ZTJLOIS,X,O,X,O,X,X,O,X
ZTJLOSI,X,O,X,X,X,X,O,X
ZTJSILO,O,O,O,X,O,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X
ZTJSLIO,O,O,O,X,O,X,X,X
ZTJSLOI,X,O,O,X,O,X,X,X
ZTJSOIL,O,O,X,X,X,X,X,X
ZTJSOLI,X,O,X,X,X,X,X,X
ZTJOILS,X,O,X,X,X,X,X,X
ZTJOISL,O,O,X,X,X,X,X,X
ZTJOLIS,X,O,X,X,X,X,X,X
ZTJOLSI,X,O,X,X,X,X,X,X
ZTJOSIL,O,O,X,X,X,X,X,X
ZTJOSLI,X,O,X,X,X,X,X,X
ZTSILJO,O,O,O,X,X,X,X,X
ZTSILOJ,X,O,O,X,O,O,X,X
ZTSIJLO,O,O,O,X,X,X,X,X
ZTSIJOL,O,O,X,X,X,X,X,X
ZTSIOLJ,O,O,O,X,X,O,X,X
ZTSIOJL,O,O,X,X,X,X,X,X
ZTSLIJO,O,O,O,X,X,X,X,X
ZTSLIOJ,X,O,O,X,O,O,X,O
ZTSLJIO,O,O,O,X,O,X,X,X
ZTSLJOI,X,O,O,X,O,X,X,X
ZTSLOIJ,X,O,O,X,O,O,X,O
ZTSLOJI,X,O,O,X,O,X,X,O
ZTSJILO,O,O,O,X,O,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X
ZTSJLIO,O,O,O,X,O,X,X,X
ZTSJLOI,X,O,O,X,O,X,X,X
ZTSJOIL,O,O,X,X,X,X,X,X
ZTSJOLI,X,O,X,X,X,X,X,X
ZTSOILJ,O,O,O,X,X,O,X,X
ZTSOIJL,O,O,X,X,X,X,X,X
ZTSOLIJ,O,O,O,X,X,O,X,O
ZTSOLJI,O,O,O,X,X,X,X,O
ZTSOJIL,O,O,X,X,X,X,X,X
ZTSOJLI,O,O,X,X,X,X,X,O
ZTOILJS,O,O,X,X,X,X,X,X
ZTOILSJ,O,O,X,X,X,O,X,X
ZTOIJLS,O,O,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X
ZTOISLJ,O,O,O,X,X,O,X,X
ZTOISJL,O,O,X,X,X,X,X,X
ZTOLIJS,O,O,X,X,X,X,X,X
ZTOLISJ,O,O,X,X,X,O,X,X
ZTOLJIS,O,O,X,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X
ZTOLSIJ,O,O,X,X,X,O,X,X
ZTOLSJI,O,O,X,X,X,X,X,X
ZTOJILS,O,O,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X,X,X
ZTOJSLI,O,O,X,X,X,X,X,O
ZTOSILJ,O,O,O,X,X,O,X,X
ZTOSIJL,O,O,X,X,X,X,X,X
ZTOSLIJ,O,O,O,X,X,O,X,O
ZTOSLJI,O,O,O,X,X,X,X,O
ZTOSJIL,O,O,X,X,X,X,X,X
ZTOSJLI,O,O,X,X,X,X,X,O
ZITLJSO,O,O,X,O,X,X,X,X
ZITLJOS,X,O,X,O,X,X,X,X
ZITLSJO,O,O,O,X,X,X,X,X
ZITLSOJ,X,O,O,X,X,O,X,X
ZITLOJS,X,O,X,O,X,X,X,X
ZITLOSJ,X,O,O,X,X,O,X,X
ZITJLSO,O,O,X,O,X,X,X,X
ZITJLOS,X,O,X,O,X,X,X,X
ZITJSLO,O,O,O,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X
ZITJOLS,X,O,X,X,X,X,X,X
ZITJOSL,O,O,X,X,X,X,X,X
ZITSLJO,O,O,O,X,X,X,X,X
ZITSLOJ,X,O,O,X,O,O,X,X
ZITSJLO,O,O,O,X,X,X,X,X
ZITSJOL,O,O,X,X,X,X,X,X
ZITSOLJ,O,O,O,X,X,O,X,X
ZITSOJL,O,O,X,X,X,X,X,X
ZITOLJS,O,O,X,X,X,X,X,X
ZITOLSJ,O,O,X,X,X,O,X,X
ZITOJLS,O,O,X,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X,X,X
ZITOSLJ,O,O,O,X,X,O,X,X
ZITOSJL,O,O,X,X,X,X,X,X
ZILTJSO,O,O,X,O,X,X,X,X
ZILTJOS,X,O,X,O,X,X,X,X
ZILTSJO,O,O,O,X,X,X,X,X
ZILTSOJ,X,O,O,X,X,O,X,X
ZILTOJS,X,O,X,O,X,X,X,X
ZILTOSJ,X,O,O,X,X,O,X,X
ZILJTSO,X,O,X,O,X,X,X,X
ZILJTOS,X,O,X,O,X,X,X,X
ZILJSTO,X,X,O,O,X,X,X,X
ZILJSOT,X,X,O,O,X,O,X,X
ZILJOTS,X,O,X,O,X,X,X,X
ZILJOST,X,X,O,O,X,O,X,X
ZILSTJO,O,O,O,X,X,X,X,X
ZILSTOJ,X,O,O,X,O,O,X,X
ZILSJTO,X,X,O,X,X,X,X,X
ZILSJOT,X,X,O,X,O,O,X,X
ZILSOTJ,O,O,O,X,O,O,X,X
ZILSOJT,X,X,O,X,O,O,X,X
ZILOTJS,O,O,X,O,X,X,X,X
ZILOTSJ,O,O,O,X,X,O,X,X
ZILOJTS,X,O,X,O,X,X,X,X
ZILOJST,X,X,O,O,X,O,X,X
ZILOSTJ,O,O,O,X,X,O,X,X
ZILOSJT,X,X,O,X,X,O,X,X
ZIJTLSO,O,O,X,O,X,X,X,X
ZIJTLOS,X,O,X,O,X,X,X,X
ZIJTSLO,O,O,O,X,O,X,X,X
ZIJTSOL,O,O,X,X,X,X,X,X
ZIJTOLS,X,O,X,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X,X,X
ZIJLTSO,X,O,X,O,X,X,X,X
ZIJLTOS,X,O,X,O,X,X,X,X
ZIJLSTO,X,X,O,O,O,X,X,X
ZIJLSOT,X,X,O,O,O,O,X,X
ZIJLOTS,X,O,X,O,X,X,X,X
ZIJLOST,X,X,O,O,X,O,X,X
ZIJSTLO,O,O,O,X,O,X,X,X
ZIJSTOL,O,O,X,X,X,X,X,X
ZIJSLTO,X,X,O,X,O,X,X,X
ZIJSLOT,X,X,O,X,O,O,X,X
ZIJSOTL,O,O,X,X,X,X,X,X
ZIJSOLT,X,X,X,X,O,O,X,X
ZIJOTLS,O,O,X,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X,X,X
ZIJOLTS,X,O,X,X,X,X,X,X
ZIJOLST,X,X,X,X,X,O,X,X
ZIJOSTL,O,O,X,X,X,X,X,X
ZIJOSLT,X,X,X,X,O,O,X,X
ZISTLJO,O,O,O,X,X,X,X,X
ZISTLOJ,X,O,O,X,O,O,X,X
ZISTJLO,O,O,O,X,X,X,X,X
ZISTJOL,O,O,X,X,X,X,X,X
ZISTOLJ,O,O,O,X,X,O,X,X
ZISTOJL,O,O,X,X,X,X,X,X
ZISLTJO,O,O,O,X,X,X,X,X
ZISLTOJ,X,O,O,X,O,O,X,O
ZISLJTO,X,X,O,X,O,X,X,X
ZISLJOT,X,X,O,X,O,O,X,O
ZISLOTJ,O,O,O,X,O,O,X,O
ZISLOJT,X,X,O,X,O,O,X,O
ZISJTLO,O,O,O,X,O,X,X,X
ZISJTOL,O,O,X,X,X,X,X,X
ZISJLTO,X,X,O,X,O,X,X,X
ZISJLOT,X,X,O,X,O,O,X,X
ZISJOTL,O,O,X,X,X,X,X,X
ZISJOLT,X,X,X,X,O,O,X,X
ZISOTLJ,O,O,O,X,X,O,X,X
ZISOTJL,O,O,X,X,X,X,X,X
ZISOLTJ,O,O,O,X,O,O,X,O
ZISOLJT,X,X,O,X,O,O,X,O
ZISOJTL,O,O,X,X,X,X,X,X
ZISOJLT,X,X,X,X,X,O,X,O
ZIOTLJS,O,O,X,X,X,X,X,X
ZIOTLSJ,O,O,X,X,X,O,X,X
ZIOTJLS,O,O,X,X,X,X,X,X
ZIOTJSL,O,O,X,X,X,X,X,X
ZIOTSLJ,O,O,O,X,X,O,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,O,O,X,X,X,X,X,X
ZIOLTSJ,O,O,O,X,X,O,X,X
ZIOLJTS,X,O,X,X,X,X,X,X
ZIOLJST,X,X,O,X,X,O,X,X
ZIOLSTJ,O,O,O,X,X,O,X,X
ZIOLSJT,X,X,O,X,X,O,X,X
ZIOJTLS,O,O,X,X,X,X,X,X
ZIOJTSL,O,O,X,X,X,X,X,X
ZIOJLTS,X,O,X,X,X,X,X,X
ZIOJLST,X,X,X,X,X,O,X,X
ZIOJSTL,O,O,X,X,X,X,X,X
ZIOJSLT,X,X,X,X,X,O,X,O
ZIOSTLJ,O,O,O,X,X,O,X,X
ZIOSTJL,O,O,X,X,X,X,X,X
ZIOSLTJ,O,O,O,X,O,O,X,O
ZIOSLJT,X,X,O,X,O,O,X,O
ZIOSJTL,O,O,X,X,X,X,X,X
ZIOSJLT,X,X,X,X,X,O,X,O
ZLTIJSO,O,O,X,O,X,X,O,X
ZLTIJOS,X,O,X,O,X,X,O,X
ZLTISJO,O,O,O,X,X,X,X,X
ZLTISOJ,X,O,O,X,X,O,X,X
ZLTIOJS,X,O,X,O,X,X,O,X
ZLTIOSJ,X,O,O,X,X,O,X,X
ZLTJISO,O,O,X,O,X,X,O,X
ZLTJIOS,X,O,X,O,X,X,O,X
ZLTJSIO,O,O,X,X,X,X,O,X
ZLTJSOI,X,O,X,X,X,X,O,X
ZLTJOIS,X,O,X,O,X,X,O,X
ZLTJOSI,X,O,X,X,X,X,O,X
ZLTSIJO,O,O,O,X,X,X,X,X
ZLTSIOJ,X,O,O,X,X,O,X,X
ZLTSJIO,O,O,O,X,X,X,X,X
ZLTSJOI,X,O,O,X,X,X,X,X
ZLTSOIJ,X,O,O,X,X,O,X,X
ZLTSOJI,X,O,O,X,X,X,X,X
ZLTOIJS,X,O,X,O,X,X,O,X
ZLTOISJ,X,O,O,X,X,O,X,X
ZLTOJIS,X,O,X,O,X,X,O,X
ZLTOJSI,X,O,X,X,X,X,O,X
ZLTOSIJ,X,O,O,X,X,O,X,X
ZLTOSJI,X,O,O,X,X,X,X,X
ZLITJSO,O,O,X,O,X,X,X,X
ZLITJOS,X,O,X,O,X,X,X,X
ZLITSJO,O,O,O,X,X,X,X,X
ZLITSOJ,X,O,O,X,X,O,X,X
ZLITOJS,X,O,X,O,X,X,X,X
ZLITOSJ,X,O,O,X,X,O,X,X
ZLIJTSO,X,O,X,O,X,X,X,X
ZLIJTOS,X,O,X,O,X,X,X,X
ZLIJSTO,X,X,O,O,X,X,X,X
ZLIJSOT,X,X,O,O,X,O,X,X
ZLIJOTS,X,O,X,O,X,X,X,X
ZLIJOST,X,X,O,O,X,O,X,X
ZLISTJO,O,O,O,X,X,X,X,X
ZLISTOJ,X,O,O,X,O,O,X,X
ZLISJTO,X,X,O,X,X,X,X,X
ZLISJOT,X,X,O,X,O,O,X,X
ZLISOTJ,O,O,O,X,O,O,X,X
ZLISOJT,X,X,O,X,O,O,X,X
ZLIOTJS,O,O,X,O,X,X,X,X
ZLIOTSJ,O,O,O,X,X,O,X,X
ZLIOJTS,X,O,X,O,X,X,X,X
ZLIOJST,X,X,O,O,X,O,X,X
ZLIOSTJ,O,O,O,X,X,O,X,X
ZLIOSJT,X,X,O,X,X,O,X,X
ZLJTISO,X,O,X,O,X,X,O,X
ZLJTIOS,X,O,X,O,X,X,O,X
ZLJTSIO,X,O,X,X,X,X,O,X
ZLJTSOI,X,O,X,X,X,X,O,X
ZLJTOIS,X,O,X,O,X,X,O,X
ZLJTOSI,X,O,X,X,X,X,O,X
ZLJITSO,X,O,X,O,X,X,X,X
ZLJITOS,X,O,X,O,X,X,X,X
ZLJISTO,X,X,O,O,O,X,X,X
ZLJISOT,X,X,O,O,O,O,X,X
ZLJIOTS,X,O,X,O,X,X,X,X
ZLJIOST,X,X,O,O,X,O,X,X
ZLJSTIO,X,X,O,X,O,X,X,X
ZLJSTOI,X,X,O,X,O,X,X,X
ZLJSITO,X,X,O,X,O,X,X,X
ZLJSIOT,X,X,O,X,O,O,X,X
ZLJSOTI,X,X,O,X,O,X,X,X
ZLJSOIT,X,X,O,X,O,O,X,X
ZLJOTIS,X,O,X,O,X,X,O,X
ZLJOTSI,X,O,X,X,X,X,O,X
ZLJOITS,X,O,X,O,X,X,X,X
ZLJOIST,X,X,O,O,X,O,X,X
ZLJOSTI,X,X,O,X,O,X,X,X
ZLJOSIT,X,X,O,X,O,O,X,X
ZLSTIJO,O,O,O,X,X,X,X,X
ZLSTIOJ,X,O,O,X,O,O,X,O
ZLSTJIO,O,O,O,X,O,X,X,X
ZLSTJOI,X,O,O,X,O,X,X,X
ZLSTOIJ,X,O,O,X,O,O,X,O
ZLSTOJI,X,O,O,X,O,X,X,O
ZLSITJO,O,O,O,X,X,X,X,X
ZLSITOJ,X,O,O,X,O,O,X,O
ZLSIJTO,X,X,O,X,O,X,X,X
