sequence,v115@HhA8FeA8BeA8FeF8DeC8Je6EJvhFxgBOnBTjB/qB0r?BFrB,v115@HhA8FeA8BeA8FeF8DeC8Jel/IvhFUhBOnBTjBXlBSr?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Je0/IvhFmgBTjBSqB3mBFn?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Je6EJvhFOlB8lBTjB3mBFn?BRwB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhFFiBTjBClB0qBmr?B/rB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhFXiBTjBWqBirBlq?B0rB,v115@HhA8FeA8BeA8FeF8DeC8Jel/IvhFOnBTjBxlBSqB0r?BXrB,v115@HhA8FeA8BeA8FeF8DeC8Jex/IvhF0hBTjBWqBirBlq?BXsB
JOIZSLT,O,O,O,O,O,X,X,X
JOLTISZ,X,X,O,X,X,O,X,O
JOLTIZS,X,X,O,O,X,O,X,O
JOLTSIZ,O,X,X,X,X,O,X,O
JOLTSZI,O,X,X,X,X,O,X,O
JOLTZIS,X,X,O,X,X,O,O,O
JOLTZSI,O,X,X,X,X,O,X,O
JOLITSZ,X,X,O,X,X,O,X,O
JOLITZS,X,X,O,O,X,O,X,O
JOLISTZ,O,X,O,X,X,O,X,X
JOLISZT,O,X,O,O,X,X,X,X
JOLIZTS,X,X,O,O,O,X,X,X
JOLIZST,O,X,O,O,O,X,X,X
JOLSTIZ,O,X,X,X,X,O,X,O
JOLSTZI,O,X,X,X,X,O,X,O
JOLSITZ,O,X,O,X,X,O,X,X
JOLSIZT,O,X,O,O,X,X,X,X
JOLSZTI,O,X,X,X,X,O,X,X
JOLSZIT,O,X,O,X,X,X,X,X
JOLZTIS,X,X,O,X,O,O,O,O
JOLZTSI,O,X,X,X,O,O,X,O
JOLZITS,X,X,O,O,O,X,O,O
JOLZIST,O,X,O,O,O,X,X,X
JOLZSTI,O,X,X,X,O,O,X,O
JOLZSIT,O,X,O,X,O,X,X,X
JOSTILZ,O,O,X,X,X,X,X,X
JOSTIZL,X,O,X,X,X,X,X,X
JOSTLIZ,O,X,X,X,X,O,X,X
JOSTLZI,O,X,X,X,X,O,X,X
JOSTZIL,O,O,X,X,X,X,O,X
JOSTZLI,O,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X
JOSITZL,X,O,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,O,X,X
JOSILZT,O,O,X,O,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X
JOSIZLT,O,O,X,O,X,X,X,X
JOSLTIZ,O,X,X,X,X,O,X,O
JOSLTZI,O,X,X,X,X,O,X,O
JOSLITZ,O,X,X,X,X,O,X,X
JOSLIZT,O,X,X,O,X,X,X,X
JOSLZTI,O,X,X,X,X,O,X,X
JOSLZIT,O,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,O,X
JOSZTLI,O,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,O,X
JOSZILT,O,O,X,X,O,X,X,X
JOSZLTI,O,X,X,X,O,O,X,X
JOSZLIT,O,X,X,X,O,X,X,X
JOZTILS,X,X,X,X,O,X,O,X
JOZTISL,X,X,X,X,X,X,O,X
JOZTLIS,X,X,X,X,O,X,O,X
JOZTLSI,O,X,X,X,O,X,X,X
JOZTSIL,O,X,X,X,X,X,O,X
JOZTSLI,O,X,X,X,X,X,X,X
JOZITLS,X,X,X,O,O,X,O,X
JOZITSL,X,X,X,O,X,X,O,X
JOZILTS,X,X,O,O,O,X,O,X
JOZILST,O,X,O,O,O,X,X,X
JOZISTL,O,X,X,O,X,X,O,X
JOZISLT,O,X,O,O,O,X,X,X
JOZLTIS,X,X,O,X,O,O,O,O
JOZLTSI,O,X,X,X,O,O,X,O
JOZLITS,X,X,O,O,O,X,O,X
JOZLIST,O,X,O,O,O,X,X,X
JOZLSTI,O,X,X,X,O,O,X,X
JOZLSIT,O,X,O,X,O,X,X,X
JOZSTIL,O,X,X,X,X,X,O,X
JOZSTLI,O,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,X,O,X
JOZSILT,O,X,X,X,O,X,X,X
JOZSLTI,O,X,X,X,O,O,X,X
JOZSLIT,O,X,X,X,O,X,X,X
STILJZO,X,O,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X
STILZJO,X,O,X,X,X,X,X,X
STILZOJ,X,O,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X
STILOZJ,X,O,X,X,X,X,X,X
STIJLZO,X,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,X
STIZLJO,X,O,X,X,X,X,X,X
STIZLOJ,X,O,X,X,X,X,X,X
STIZJLO,X,O,X,X,X,X,X,X
STIZJOL,X,O,X,X,X,X,X,X
STIZOLJ,X,O,X,X,X,X,X,X
STIZOJL,X,O,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X
STIOLZJ,X,O,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X
STIOZLJ,X,O,X,X,X,X,X,X
STIOZJL,X,O,X,X,X,X,X,X
STLIJZO,X,O,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X
STLIZJO,X,O,X,X,X,X,X,X
STLIZOJ,X,O,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X
STLIOZJ,X,O,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,O,X,X
STLJIOZ,O,X,X,X,X,O,X,X
STLJZIO,O,X,X,X,X,O,X,X
STLJZOI,O,X,X,X,X,O,X,X
STLJOIZ,O,X,X,X,X,O,X,X
STLJOZI,O,X,X,X,X,O,X,X
STLZIJO,O,O,X,X,X,X,X,X
STLZIOJ,O,O,X,X,X,X,X,X
STLZJIO,O,X,X,X,X,X,X,X
STLZJOI,O,X,X,X,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X
STLOIZJ,X,O,X,X,X,X,X,X
STLOJIZ,O,X,X,X,X,O,X,X
STLOJZI,O,X,X,X,X,O,X,X
STLOZIJ,O,O,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,X,X,X
STJILZO,X,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X
STJIOZL,X,O,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,O,X,X
STJLIOZ,O,X,X,X,X,O,X,X
STJLZIO,O,X,X,X,X,O,X,X
STJLZOI,O,X,X,X,X,O,X,X
STJLOIZ,O,X,X,X,X,O,X,X
STJLOZI,O,X,X,X,X,O,X,X
STJZILO,O,O,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,X,O,X
STJZLIO,O,X,X,X,X,X,X,X
STJZLOI,O,X,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,O,X
STJZOLI,O,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X
STJOIZL,X,O,X,X,X,X,X,X
STJOLIZ,O,X,X,X,X,O,X,X
STJOLZI,O,X,X,X,X,O,X,X
STJOZIL,O,O,X,X,X,X,O,X
STJOZLI,O,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,O,X
STZIOLJ,O,O,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,O,X
STZLIJO,O,O,X,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,X,X
STZLJIO,O,X,X,X,X,X,X,X
STZLJOI,O,X,X,X,X,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,X,O,X
STZJLIO,O,X,X,X,X,X,X,X
STZJLOI,O,X,X,X,X,X,X,X
STZJOIL,O,O,X,X,X,X,O,X
STZJOLI,O,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,O,X
STZOLIJ,O,O,X,X,X,X,X,X
STZOLJI,O,X,X,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,O,X
STZOJLI,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,X,X
STOIZJL,X,O,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X
STOLIZJ,X,O,X,X,X,X,X,X
STOLJIZ,O,X,X,X,X,O,X,X
STOLJZI,O,X,X,X,X,O,X,X
STOLZIJ,O,O,X,X,X,X,X,X
STOLZJI,O,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X
STOJIZL,X,O,X,X,X,X,X,X
STOJLIZ,O,X,X,X,X,O,X,X
STOJLZI,O,X,X,X,X,O,X,X
STOJZIL,O,O,X,X,X,X,O,X
STOJZLI,O,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,O,X
STOZLIJ,O,O,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,O,X
STOZJLI,O,X,X,X,X,X,X,X
SITLJZO,X,O,O,X,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X,X
SITLZJO,X,O,O,O,X,X,X,X
SITLZOJ,X,O,O,O,X,X,X,X
SITLOJZ,O,O,O,X,X,X,X,X
SITLOZJ,X,O,O,O,X,X,X,X
SITJLZO,X,O,O,X,X,X,X,X
SITJLOZ,O,O,O,X,X,X,X,X
SITJZLO,X,O,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X
SITJOLZ,O,O,O,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X
SITZLJO,X,O,O,O,X,X,X,X
SITZLOJ,X,O,O,O,X,X,X,X
SITZJLO,X,O,X,O,X,X,X,X
SITZJOL,X,O,X,O,X,X,X,X
SITZOLJ,X,O,O,O,X,X,X,X
SITZOJL,X,O,X,O,X,X,X,X
SITOLJZ,O,O,O,X,X,X,X,X
SITOLZJ,X,O,O,O,X,X,X,X
SITOJLZ,O,O,O,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X
SITOZLJ,X,O,O,O,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X
SILTJZO,X,O,O,X,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,X,X
SILTZOJ,X,O,O,O,X,X,X,X
SILTOJZ,O,O,O,X,X,X,X,X
SILTOZJ,X,O,O,O,X,X,X,X
SILJTZO,X,O,O,X,X,O,X,X
SILJTOZ,O,O,O,X,X,O,X,X
SILJZTO,O,O,O,O,X,X,X,X
SILJZOT,O,O,O,O,X,X,X,X
SILJOTZ,O,O,O,X,X,O,X,X
SILJOZT,O,O,O,O,X,X,X,X
SILZTJO,O,O,O,O,X,X,X,X
SILZTOJ,O,O,O,O,X,X,X,X
SILZJTO,O,O,O,O,O,X,X,X
SILZJOT,O,O,O,O,O,X,X,X
SILZOTJ,O,O,O,O,X,X,X,X
SILZOJT,O,O,O,O,O,X,X,X
SILOTJZ,O,O,O,X,X,X,X,X
SILOTZJ,X,O,O,O,X,X,X,X
SILOJTZ,O,O,O,X,X,O,X,X
SILOJZT,O,O,O,O,X,X,X,X
SILOZTJ,O,O,O,O,X,X,X,X
SILOZJT,O,O,O,O,O,X,X,X
SIJTLZO,X,O,O,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,X,X,X
SIJTZLO,X,O,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,X
SIJLTZO,X,O,O,X,X,O,X,X
SIJLTOZ,O,O,O,X,X,O,X,X
SIJLZTO,O,O,O,O,X,X,X,X
SIJLZOT,O,O,O,O,X,X,X,X
SIJLOTZ,O,O,O,X,X,O,X,X
SIJLOZT,O,O,O,O,X,X,X,X
SIJZTLO,O,O,X,O,X,X,X,X
SIJZTOL,O,O,X,O,X,X,X,X
SIJZLTO,O,O,O,O,X,X,X,X
SIJZLOT,O,O,O,O,X,X,X,X
SIJZOTL,O,O,X,O,X,X,X,X
SIJZOLT,O,O,O,O,X,X,X,X
SIJOTLZ,O,O,O,X,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,O,X,X
SIJOLZT,O,O,O,O,X,X,X,X
SIJOZTL,O,O,X,O,X,X,X,X
SIJOZLT,O,O,O,O,X,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X
SIZTLOJ,O,O,O,O,X,X,X,X
SIZTJLO,O,O,X,O,X,X,X,X
SIZTJOL,O,O,X,O,X,X,X,X
SIZTOLJ,O,O,O,O,X,X,X,X
SIZTOJL,O,O,X,O,X,X,X,X
SIZLTJO,O,O,O,O,X,X,X,X
SIZLTOJ,O,O,O,O,X,X,X,X
SIZLJTO,O,O,O,O,O,X,X,X
SIZLJOT,O,O,O,O,O,X,X,X
SIZLOTJ,O,O,O,O,X,X,X,X
SIZLOJT,O,O,O,O,O,X,X,X
SIZJTLO,O,O,X,O,X,X,X,X
SIZJTOL,O,O,X,O,X,X,X,X
SIZJLTO,O,O,O,O,O,X,X,X
SIZJLOT,O,O,O,O,O,X,X,X
SIZJOTL,O,O,X,O,X,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X
SIZOTLJ,O,O,O,O,X,X,X,X
SIZOTJL,O,O,X,O,X,X,X,X
SIZOLTJ,O,O,O,O,X,X,X,X
SIZOLJT,O,O,O,O,O,X,X,X
SIZOJTL,O,O,X,O,X,X,X,X
SIZOJLT,O,O,O,O,O,X,X,X
SIOTLJZ,O,O,O,X,X,X,X,X
SIOTLZJ,X,O,O,O,X,X,X,X
SIOTJLZ,O,O,O,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X
SIOTZLJ,X,O,O,O,X,X,X,X
SIOTZJL,X,O,X,O,X,X,X,X
SIOLTJZ,O,O,O,X,X,X,X,X
SIOLTZJ,X,O,O,O,X,X,X,X
SIOLJTZ,O,O,O,X,X,O,X,X
SIOLJZT,O,O,O,O,X,X,X,X
SIOLZTJ,O,O,O,O,X,X,X,X
SIOLZJT,O,O,O,O,O,X,X,X
SIOJTLZ,O,O,O,X,X,X,X,X
SIOJTZL,X,O,X,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,O,X,X
SIOJLZT,O,O,O,O,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X
SIOJZLT,O,O,O,O,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,X,X
SIOZTJL,O,O,X,O,X,X,X,X
SIOZLTJ,O,O,O,O,X,X,X,X
SIOZLJT,O,O,O,O,O,X,X,X
SIOZJTL,O,O,X,O,X,X,X,X
SIOZJLT,O,O,O,O,O,X,X,X
SLTIJZO,X,O,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,X
SLTIZJO,X,O,X,X,X,X,X,X
SLTIZOJ,X,O,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,O,X,X
SLTJIOZ,O,X,X,X,X,O,X,X
SLTJZIO,O,X,X,X,X,O,X,X
SLTJZOI,O,X,X,X,X,O,X,X
SLTJOIZ,O,X,X,X,X,O,X,X
SLTJOZI,O,X,X,X,X,O,X,X
SLTZIJO,O,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,X,X,X,X
SLTZOJI,O,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,X,X,X,X
SLTOJIZ,O,X,X,X,X,O,X,X
SLTOJZI,O,X,X,X,X,O,X,X
SLTOZIJ,O,O,X,X,X,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X
SLITJZO,X,O,O,X,X,X,X,X
SLITJOZ,O,O,O,X,X,X,X,X
SLITZJO,X,O,O,O,X,X,X,X
SLITZOJ,X,O,O,O,X,X,X,X
SLITOJZ,O,O,O,X,X,X,X,X
SLITOZJ,X,O,O,O,X,X,X,X
SLIJTZO,X,O,O,X,X,O,X,X
SLIJTOZ,O,O,O,X,X,O,X,X
SLIJZTO,O,O,O,O,X,X,X,X
SLIJZOT,O,O,O,O,X,X,X,X
SLIJOTZ,O,O,O,X,X,O,X,X
SLIJOZT,O,O,O,O,X,X,X,X
SLIZTJO,O,O,O,O,X,X,X,X
SLIZTOJ,O,O,O,O,X,X,X,X
SLIZJTO,O,O,O,O,O,X,X,X
SLIZJOT,O,O,O,O,O,X,X,X
SLIZOTJ,O,O,O,O,X,X,X,X
SLIZOJT,O,O,O,O,O,X,X,X
SLIOTJZ,O,O,O,X,X,X,X,X
SLIOTZJ,X,O,O,O,X,X,X,X
SLIOJTZ,O,O,O,X,X,O,X,X
SLIOJZT,O,O,O,O,X,X,X,X
SLIOZTJ,O,O,O,O,X,X,X,X
SLIOZJT,O,O,O,O,O,X,X,X
SLJTIZO,X,X,X,X,X,O,X,O
SLJTIOZ,O,X,X,X,X,O,X,O
SLJTZIO,O,X,X,X,X,O,X,O
SLJTZOI,O,X,X,X,X,O,X,O
SLJTOIZ,O,X,X,X,X,O,X,O
SLJTOZI,O,X,X,X,X,O,X,O
SLJITZO,X,X,O,X,X,O,X,X
SLJITOZ,O,X,O,X,X,O,X,X
SLJIZTO,O,X,O,O,X,X,X,X
SLJIZOT,O,X,O,O,X,X,X,X
SLJIOTZ,O,X,O,X,X,O,X,X
SLJIOZT,O,X,O,O,X,X,X,X
SLJZTIO,O,X,X,X,X,O,X,X
SLJZTOI,O,X,X,X,X,O,X,X
SLJZITO,O,X,O,X,X,X,X,X
SLJZIOT,O,X,O,X,X,X,X,X
SLJZOTI,O,X,X,X,X,O,X,X
SLJZOIT,O,X,O,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,O,X,O
SLJOTZI,O,X,X,X,X,O,X,O
SLJOITZ,O,X,O,X,X,O,X,X
SLJOIZT,O,X,O,O,X,X,X,X
SLJOZTI,O,X,X,X,X,O,X,X
SLJOZIT,O,X,O,X,X,X,X,X
SLZTIJO,O,O,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,X,X
SLZTJIO,O,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X
SLZTOIJ,O,O,X,X,X,X,X,X
SLZTOJI,O,X,X,X,X,X,X,X
SLZITJO,O,O,O,X,X,X,X,X
SLZITOJ,O,O,O,X,X,X,X,X
SLZIJTO,O,O,O,X,O,X,X,X
SLZIJOT,O,O,O,X,O,X,X,X
SLZIOTJ,O,O,O,X,X,X,X,X
SLZIOJT,O,O,O,X,O,X,X,X
SLZJTIO,O,X,X,X,O,O,X,O
SLZJTOI,O,X,X,X,O,O,X,O
SLZJITO,O,X,O,X,O,X,X,X
SLZJIOT,O,X,O,X,O,X,X,X
SLZJOTI,O,X,X,X,O,O,X,O
SLZJOIT,O,X,O,X,O,X,X,X
SLZOTIJ,O,O,X,X,X,X,X,X
SLZOTJI,O,X,X,X,X,X,X,X
SLZOITJ,O,O,O,X,X,X,X,X
SLZOIJT,O,O,O,X,O,X,X,X
SLZOJTI,O,X,X,X,O,O,X,O
SLZOJIT,O,X,O,X,O,X,X,X
SLOTIJZ,O,O,X,X,X,X,X,X
SLOTIZJ,X,O,X,X,X,X,X,X
SLOTJIZ,O,X,X,X,X,O,X,X
SLOTJZI,O,X,X,X,X,O,X,X
SLOTZIJ,O,O,X,X,X,X,X,X
SLOTZJI,O,X,X,X,X,X,X,X
SLOITJZ,O,O,O,X,X,X,X,X
SLOITZJ,X,O,O,O,X,X,X,X
SLOIJTZ,O,O,O,X,X,O,X,X
SLOIJZT,O,O,O,O,X,X,X,X
SLOIZTJ,O,O,O,O,X,X,X,X
SLOIZJT,O,O,O,O,O,X,X,X
SLOJTIZ,O,X,X,X,X,O,X,O
SLOJTZI,O,X,X,X,X,O,X,O
SLOJITZ,O,X,O,X,X,O,X,X
SLOJIZT,O,X,O,O,X,X,X,X
SLOJZTI,O,X,X,X,X,O,X,X
SLOJZIT,O,X,O,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,X,X
SLOZTJI,O,X,X,X,X,X,X,X
SLOZITJ,O,O,O,X,X,X,X,X
SLOZIJT,O,O,O,X,O,X,X,X
SLOZJTI,O,X,X,X,O,O,X,O
SLOZJIT,O,X,O,X,O,X,X,X
SJTILZO,X,O,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X
SJTIZLO,X,O,X,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X
SJTIOZL,X,O,X,X,X,X,X,X
SJTLIZO,X,X,X,X,X,O,X,X
SJTLIOZ,O,X,X,X,X,O,X,X
SJTLZIO,O,X,X,X,X,O,X,X
SJTLZOI,O,X,X,X,X,O,X,X
SJTLOIZ,O,X,X,X,X,O,X,X
SJTLOZI,O,X,X,X,X,O,X,X
SJTZILO,O,O,X,X,X,X,X,X
SJTZIOL,O,O,X,X,X,X,O,X
SJTZLIO,O,X,X,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X,X
SJTZOIL,O,O,X,X,X,X,O,X
SJTZOLI,O,X,X,X,X,X,X,X
SJTOILZ,O,O,X,X,X,X,X,X
SJTOIZL,X,O,X,X,X,X,X,X
SJTOLIZ,O,X,X,X,X,O,X,X
SJTOLZI,O,X,X,X,X,O,X,X
SJTOZIL,O,O,X,X,X,X,O,X
SJTOZLI,O,X,X,X,X,X,X,X
SJITLZO,X,O,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X
SJITZLO,X,O,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X,X
SJITOZL,X,O,X,X,X,X,X,X
SJILTZO,X,O,X,X,X,O,X,X
SJILTOZ,O,O,X,X,X,O,X,X
SJILZTO,O,O,X,O,X,X,X,X
SJILZOT,O,O,X,O,X,X,X,X
SJILOTZ,O,O,X,X,X,O,X,X
SJILOZT,O,O,X,O,X,X,X,X
SJIZTLO,O,O,X,O,X,X,X,X
SJIZTOL,O,O,X,O,X,X,X,X
SJIZLTO,O,O,X,O,X,X,X,X
SJIZLOT,O,O,X,O,X,X,X,X
SJIZOTL,O,O,X,O,X,X,X,X
SJIZOLT,O,O,X,O,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X
SJIOTZL,X,O,X,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,O,X,X
SJIOLZT,O,O,X,O,X,X,X,X
SJIOZTL,O,O,X,O,X,X,X,X
SJIOZLT,O,O,X,O,X,X,X,X
SJLTIZO,X,X,X,X,X,O,X,O
SJLTIOZ,O,X,X,X,X,O,X,O
SJLTZIO,O,X,X,X,X,O,X,O
SJLTZOI,O,X,X,X,X,O,X,O
SJLTOIZ,O,X,X,X,X,O,X,O
SJLTOZI,O,X,X,X,X,O,X,O
SJLITZO,X,X,X,X,X,O,X,X
SJLITOZ,O,X,X,X,X,O,X,X
SJLIZTO,O,X,X,O,X,X,X,X
SJLIZOT,O,X,X,O,X,X,X,X
SJLIOTZ,O,X,X,X,X,O,X,X
SJLIOZT,O,X,X,O,X,X,X,X
SJLZTIO,O,X,X,X,X,O,X,X
SJLZTOI,O,X,X,X,X,O,X,X
SJLZITO,O,X,X,X,X,X,X,X
SJLZIOT,O,X,X,X,X,X,X,X
SJLZOTI,O,X,X,X,X,O,X,X
SJLZOIT,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,X,O,X,O
SJLOTZI,O,X,X,X,X,O,X,O
SJLOITZ,O,X,X,X,X,O,X,X
SJLOIZT,O,X,X,O,X,X,X,X
SJLOZTI,O,X,X,X,X,O,X,X
SJLOZIT,O,X,X,X,X,X,X,X
SJZTILO,O,O,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,O,X
SJZTLIO,O,X,X,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X,X,X
SJZTOIL,O,O,X,X,X,X,O,X
SJZTOLI,O,X,X,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,O,X
SJZILTO,O,O,X,X,O,X,X,X
SJZILOT,O,O,X,X,O,X,X,X
SJZIOTL,O,O,X,X,X,X,O,X
SJZIOLT,O,O,X,X,O,X,X,X
SJZLTIO,O,X,X,X,O,O,X,X
SJZLTOI,O,X,X,X,O,O,X,X
SJZLITO,O,X,X,X,O,X,X,X
SJZLIOT,O,X,X,X,O,X,X,X
SJZLOTI,O,X,X,X,O,O,X,X
SJZLOIT,O,X,X,X,O,X,X,X
SJZOTIL,O,O,X,X,X,X,O,X
SJZOTLI,O,X,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,O,X
SJZOILT,O,O,X,X,O,X,X,X
SJZOLTI,O,X,X,X,O,O,X,X
SJZOLIT,O,X,X,X,O,X,X,X
SJOTILZ,O,O,X,X,X,X,X,X
SJOTIZL,X,O,X,X,X,X,X,X
SJOTLIZ,O,X,X,X,X,O,X,X
SJOTLZI,O,X,X,X,X,O,X,X
SJOTZIL,O,O,X,X,X,X,O,X
SJOTZLI,O,X,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X,X
SJOITZL,X,O,X,X,X,X,X,X
SJOILTZ,O,O,X,X,X,O,X,X
SJOILZT,O,O,X,O,X,X,X,X
SJOIZTL,O,O,X,O,X,X,X,X
SJOIZLT,O,O,X,O,X,X,X,X
SJOLTIZ,O,X,X,X,X,O,X,O
SJOLTZI,O,X,X,X,X,O,X,O
SJOLITZ,O,X,X,X,X,O,X,X
SJOLIZT,O,X,X,O,X,X,X,X
SJOLZTI,O,X,X,X,X,O,X,X
SJOLZIT,O,X,X,X,X,X,X,X
SJOZTIL,O,O,X,X,X,X,O,X
SJOZTLI,O,X,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,O,X
SJOZILT,O,O,X,X,O,X,X,X
SJOZLTI,O,X,X,X,O,O,X,X
SJOZLIT,O,X,X,X,O,X,X,X
SZTILJO,O,O,X,X,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,O,X
SZTIOLJ,O,O,X,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,O,X
SZTLIJO,O,O,X,X,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,X,X
SZTLJIO,O,X,X,X,X,X,X,X
SZTLJOI,O,X,X,X,X,X,X,X
SZTLOIJ,O,O,X,X,X,X,X,X
SZTLOJI,O,X,X,X,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X,O,X
SZTJLIO,O,X,X,X,X,X,X,X
SZTJLOI,O,X,X,X,X,X,X,X
SZTJOIL,O,O,X,X,X,X,O,X
