sequence,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFTiB6oB/qB8?sBmrBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFOmBxiBfsBS?tB0qBlsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFVnBilBXoBG?oBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFihB1rBxnBG?oB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF0iB6oBTlBX?rBlsBmrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF8mBSoBlqBx?sBOrB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JelAJvhFziB+oB/qBx?rBirBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF0iB6oBxqBl?sBmrBXrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeGDJvhFxlBXnBVtBi?lBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF8mBfoB6oBm?qBTsBlqB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFBJvhFxiBSsBToBm?qB/qBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeyGJvhFGjBUoBxqBT?sB/qBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFXiB+oBilBz?qBFsB8sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFlhB2rBxnBS?tB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFDJvhFxlBXnBStBT?lBerBUsB
TJZSILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
TJZSLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X
TJZSOLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
TJZOISL,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TJZOLIS,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
TJZOLSI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOSIL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
TJZOSLI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TJOILZS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJOISLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOISZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOIZLS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TJOIZSL,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TJOLISZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TJOLIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOLSIZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TJOLSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TJOLZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TJOLZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TJOSILZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOSIZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOSLIZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
TJOSLZI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJOSZIL,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
TJOSZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZILS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TJOZISL,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X
TJOZLIS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TJOZLSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOZSIL,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
TJOZSLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSILJZO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TSILJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
TSILZJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O
TSILZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O
TSILOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
TSILOZJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O
TSIJLZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIJLOZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSIJZLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSIJZOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSIJOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSIJOZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSIZLJO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TSIZLOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TSIZJLO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSIZJOL,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TSIZOLJ,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TSIZOJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSIOLJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TSIOLZJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSIOJLZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSIOJZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSIOZLJ,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TSIOZJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TSLIJZO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TSLIJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
TSLIZJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
TSLIZOJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TSLIOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
TSLIOZJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O
TSLJIZO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
TSLJIOZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O
TSLJZIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLJOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
TSLZIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O
TSLZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLZOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
TSLOIZJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
TSLOJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSLOJZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSLOZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJILOZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJIZLO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJIZOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSJIOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJIOZL,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSJLIZO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJLIOZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSJLZIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TSJLOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSJZIOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSJZLIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSJZOLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TSJOILZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSJOIZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSJOLIZ,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
TSJOLZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TSJOZIL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSJOZLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TSZILOJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSZIJLO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TSZIJOL,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TSZIOLJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSZIOJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSZLIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZLOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSZJIOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TSZJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
TSZJOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSZOIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TSZOLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZOLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TSZOJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOILZJ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOIJLZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSOIJZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSOIZLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSOIZJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TSOLIJZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
TSOLIZJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
TSOLJZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TSOLZIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOLZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOJILZ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSOJIZL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSOJLIZ,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X
TSOJLZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TSOJZIL,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSOJZLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOZILJ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOZIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TSOZLIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOZLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TSOZJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZILJSO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TZILJOS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZILSJO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TZILSOJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TZILOJS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZILOSJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZIJLSO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZIJLOS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIJSLO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIJSOL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIJOLS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIJOSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZISLJO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZISLOJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TZISJLO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZISJOL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZISOLJ,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TZISOJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZIOLJS,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZIOLSJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZIOJLS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIOJSL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZIOSLJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZIOSJL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLIJSO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TZLIJOS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZLISJO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TZLISOJ,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TZLIOJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZLIOSJ,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TZLJISO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZLJIOS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TZLJSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLJOIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLJOSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZLSIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZLSJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLSOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLSOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLOIJS,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TZLOISJ,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TZLOJIS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZLOSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJILSO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZJILOS,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
TZJISLO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJISOL,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJIOLS,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
TZJIOSL,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJLISO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJLIOS,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TZJLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJLOIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TZJLOSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSIOL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
TZJSLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJSOIL,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X
TZJSOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZJOILS,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
TZJOISL,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZJOLIS,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X
TZJOLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJOSIL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
TZJOSLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSILJO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZSILOJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TZSIJLO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TZSIJOL,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TZSIOLJ,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TZSIOJL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TZSLIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TZSLIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSLOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSJIOL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TZSJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSJOIL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TZSJOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSOILJ,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZSOIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TZSOLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSOLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TZSOJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZOILJS,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZOILSJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZOIJLS,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOIJSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TZOISLJ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZOISJL,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
TZOLIJS,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X
TZOLISJ,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
TZOLJIS,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZOLJSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZOLSIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZOLSJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZOJILS,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
TZOJISL,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZOJLIS,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X
TZOJLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TZOJSIL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
TZOJSLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZOSILJ,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TZOSIJL,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
TZOSLIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZOSLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TZOSJIL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TZOSJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TOILJSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
TOILJZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TOILSJZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
TOILSZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TOILZJS,X,X,X,O,X,O,X,O,X,X,X,O,O,X,X
TOILZSJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
TOIJLSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
TOIJLZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TOIJSLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOIJSZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOIJZLS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TOIJZSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TOISLJZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TOISLZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TOISJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOISJZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOISZLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TOISZJL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TOIZLJS,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
TOIZLSJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
TOIZJLS,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
TOIZJSL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TOIZSLJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
TOIZSJL,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
TOLIJSZ,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
TOLIJZS,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TOLISJZ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TOLISZJ,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TOLIZJS,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X
TOLIZSJ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TOLJISZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TOLJIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TOLJSIZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TOLJSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOLJZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOLJZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOLSIJZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
TOLSIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLSJIZ,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
TOLSJZI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
TOLSZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLSZJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLZIJS,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X
TOLZISJ,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X
TOLZJIS,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X
TOLZJSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TOLZSIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TOLZSJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJILSZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TOJILZS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TOJISLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJISZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJIZLS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TOJIZSL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TOJLISZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TOJLIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TOJLSIZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TOJLSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOJLZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOJLZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOJSILZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJSIZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJSLIZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TOJSLZI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TOJSZIL,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TOJSZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TOJZILS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TOJZISL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TOJZLIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TOJZLSI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
