sequence,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBRlBznBF?mB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBFlB8qBz?nBGmBxwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeCBJvhFxiBUlB+sBT?oBXrBlrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeTCJvhF6oBFlBXmB8?sBGmBRwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFGjBUlB3mBV?tBzqBSxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFFjBUlBStBX?rBGrBTsB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhFRlBCoBFmBT?oB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je3BJvhFFjBStBxqBG?qBTsBUrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFTjBFlBGrBC?tBcsBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je8GJvhFziB+oBRlB1?qBSxBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhF+oBUlBlnBT?rBCrB3sB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je1GJvhFXjBStBxqBG?qBUrBTsB
LOTSIJZ,O,O,X,X,X,X,X,X,X,X,X,O
LOTSIZJ,O,O,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,O,X,X,X
LOTSJZI,O,O,X,X,X,X,X,X,O,X,X,X
LOTSZIJ,O,O,X,X,X,O,X,X,X,X,X,X
LOTSZJI,X,O,X,X,X,O,X,X,X,X,X,X
LOTZIJS,O,O,X,X,X,X,X,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X,X,X,X,X
LOTZJIS,O,X,X,X,X,X,X,X,O,X,X,X
LOTZJSI,O,O,X,X,X,X,X,X,O,X,X,X
LOTZSIJ,O,O,X,X,X,O,X,X,X,X,X,X
LOTZSJI,X,O,X,X,X,O,X,X,X,X,X,X
LOITJSZ,O,O,X,X,X,X,X,O,O,X,X,X
LOITJZS,X,O,X,X,X,X,X,O,O,X,X,X
LOITSJZ,O,O,X,X,X,X,X,O,X,X,X,X
LOITSZJ,O,O,X,O,X,X,X,O,X,X,X,X
LOITZJS,O,O,X,O,X,X,X,O,X,X,X,X
LOITZSJ,O,O,X,O,X,X,X,O,X,X,X,X
LOIJTSZ,O,O,X,X,X,X,X,O,X,X,X,X
LOIJTZS,X,O,X,X,X,X,X,O,X,O,X,X
LOIJSTZ,O,O,X,X,X,X,X,O,X,X,X,X
LOIJSZT,O,X,O,X,X,X,X,O,X,O,X,X
LOIJZTS,O,X,O,X,X,X,X,O,X,O,X,X
LOIJZST,O,X,O,X,X,X,X,O,X,O,X,X
LOISTJZ,O,O,X,X,X,X,X,O,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X,O,X,X,X,X
LOISJTZ,O,O,X,X,X,X,X,O,X,X,X,X
LOISJZT,O,X,X,X,X,X,X,O,X,X,X,X
LOISZTJ,O,O,X,X,X,X,X,O,X,X,X,X
LOISZJT,O,X,X,X,X,X,X,O,X,X,X,X
LOIZTJS,O,O,O,O,X,X,X,O,X,X,X,X
LOIZTSJ,O,O,X,O,X,X,X,O,X,X,X,X
LOIZJTS,O,X,O,O,X,X,X,O,X,O,X,X
LOIZJST,O,X,O,X,X,X,X,O,X,O,X,X
LOIZSTJ,O,O,X,O,X,X,X,O,X,X,X,X
LOIZSJT,O,X,O,X,X,X,X,O,X,X,X,X
LOJTISZ,O,O,X,X,X,X,X,X,O,X,X,X
LOJTIZS,X,O,X,X,X,X,X,X,O,O,X,X
LOJTSIZ,O,O,X,X,X,X,X,X,O,X,X,X
LOJTSZI,O,O,X,X,X,X,X,X,O,X,X,X
LOJTZIS,O,X,X,X,X,X,X,X,O,O,O,X
LOJTZSI,O,O,X,X,X,X,X,X,O,X,O,X
LOJITSZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJITZS,X,O,X,X,X,X,X,X,X,O,X,X
LOJISTZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,O,X,O,X,X,X,X,X,X,O,X,X
LOJIZTS,O,X,O,X,X,X,X,X,X,O,X,X
LOJIZST,O,X,O,X,X,X,X,X,X,O,X,X
LOJSTIZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJSTZI,O,O,X,X,X,X,X,X,X,X,X,X
LOJSITZ,O,O,X,X,X,X,X,X,X,X,X,X
LOJSIZT,O,X,O,X,X,X,X,X,X,O,X,X
LOJSZTI,O,X,O,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,O,X,X,X,X,X,X,O,X,X
LOJZTIS,O,X,O,X,X,X,X,X,X,O,O,X
LOJZTSI,O,X,X,X,X,X,X,X,X,X,O,X
LOJZITS,O,X,O,X,X,X,X,X,X,O,X,X
LOJZIST,O,X,O,X,X,X,X,X,X,O,X,X
LOJZSTI,O,X,O,X,X,X,X,X,X,X,X,X
LOJZSIT,O,X,O,X,X,X,X,X,X,O,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X,X,O
LOSTIZJ,O,O,X,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,X,X,X,O,X,X,X
LOSTJZI,O,O,X,X,X,X,X,X,O,X,X,X
LOSTZIJ,O,O,X,X,X,O,X,X,X,X,X,X
LOSTZJI,X,O,X,X,X,O,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LOSIZJT,O,X,X,X,X,X,X,X,X,X,X,X
LOSJTIZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSJTZI,O,O,X,X,X,X,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,O,X,X,X,X,X,X
LOSZTJI,X,O,X,X,X,O,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,O,X,X,X,X,X,X
LOSZIJT,O,X,X,X,X,O,X,X,X,X,X,X
LOSZJTI,O,X,X,X,X,O,X,X,X,X,X,X
LOSZJIT,O,X,X,X,X,O,X,X,X,X,X,X
LOZTIJS,O,O,O,O,X,X,X,X,X,X,X,X
LOZTISJ,O,O,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,X,X,X,X,X,X,X,O,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X,O,X,X,X
LOZTSIJ,O,O,X,X,X,O,X,X,X,X,X,X
LOZTSJI,X,O,X,X,X,O,X,X,X,X,X,X
LOZITJS,O,O,O,O,X,X,X,X,X,X,X,X
LOZITSJ,O,O,X,O,X,X,X,X,X,X,X,X
LOZIJTS,O,X,O,O,X,X,X,X,X,O,X,X
LOZIJST,O,X,O,X,X,X,X,X,X,O,X,X
LOZISTJ,O,O,X,O,X,X,X,X,X,X,X,X
LOZISJT,O,X,O,X,X,X,X,X,X,X,X,X
LOZJTIS,O,X,O,X,X,X,X,X,X,O,O,X
LOZJTSI,O,X,X,X,X,X,X,X,X,X,O,X
LOZJITS,O,X,O,O,X,X,X,X,X,O,X,X
LOZJIST,O,X,O,X,X,X,X,X,X,O,X,X
LOZJSTI,O,X,O,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,O,X,X,X,X,X,X,O,X,X
LOZSTIJ,O,O,X,X,X,O,X,X,X,X,X,X
LOZSTJI,X,O,X,X,X,O,X,X,X,X,X,X
LOZSITJ,O,O,X,O,X,O,X,X,X,X,X,X
LOZSIJT,O,X,O,X,X,O,X,X,X,X,X,X
LOZSJTI,O,X,X,X,X,O,X,X,X,X,X,X
LOZSJIT,O,X,X,X,X,O,X,X,X,X,X,X
JTILSZO,X,X,X,O,X,X,O,X,O,X,X,O
JTILSOZ,X,X,X,X,X,X,O,X,O,X,X,O
JTILZSO,X,X,X,O,X,X,X,X,O,X,X,O
JTILZOS,X,X,X,O,X,X,X,X,O,O,X,X
JTILOSZ,X,X,X,X,X,X,X,X,O,X,X,O
JTILOZS,X,X,X,X,X,X,X,X,O,O,X,X
JTISLZO,X,X,X,O,O,X,O,X,X,X,X,X
JTISLOZ,X,X,X,X,X,X,O,X,X,X,X,X
JTISZLO,X,X,O,O,O,X,X,X,X,X,X,X
JTISZOL,X,O,X,O,O,X,X,X,X,X,X,X
JTISOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JTISOZL,X,O,X,X,O,X,X,X,X,X,X,X
JTIZLSO,X,X,O,O,X,X,X,X,X,X,X,X
JTIZLOS,X,X,O,O,X,X,X,X,X,X,X,X
JTIZSLO,X,X,O,O,O,X,X,X,X,X,X,X
JTIZSOL,X,O,X,O,O,X,X,X,X,X,X,X
JTIZOLS,X,O,X,O,X,X,X,X,X,X,O,X
JTIZOSL,X,O,X,O,X,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,X,X,X,X,X,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X,X,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X,X,X,O,X
JTIOZSL,X,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,X,X,X,O,X,X,O,X,O,X,X,O
JTLISOZ,X,X,X,X,X,X,O,X,O,X,X,O
JTLIZSO,X,X,X,O,X,X,X,X,O,X,X,O
JTLIZOS,X,X,X,O,X,X,X,X,O,O,X,X
JTLIOSZ,X,X,X,X,X,X,X,X,O,X,X,O
JTLIOZS,X,X,X,X,X,X,X,X,O,O,X,X
JTLSIZO,X,X,X,X,O,X,O,X,O,X,X,O
JTLSIOZ,X,X,X,X,X,X,O,X,O,X,X,O
JTLSZIO,X,X,X,X,O,X,O,X,O,X,X,X
JTLSZOI,X,X,X,X,O,X,X,X,O,X,X,X
JTLSOIZ,X,X,X,X,X,X,X,X,O,X,X,X
JTLSOZI,X,X,X,X,X,X,X,X,O,X,X,X
JTLZISO,X,X,X,X,X,X,O,X,O,X,X,X
JTLZIOS,X,X,X,X,X,X,X,X,O,O,X,X
JTLZSIO,X,X,X,X,O,X,O,X,O,X,X,X
JTLZSOI,X,X,X,X,O,X,X,X,O,X,X,X
JTLZOIS,X,X,X,X,X,X,X,X,O,O,O,X
JTLZOSI,X,X,X,X,X,X,X,X,O,X,O,X
JTLOISZ,X,X,X,X,X,X,X,X,O,X,X,X
JTLOIZS,X,X,X,X,X,X,X,X,O,O,X,X
JTLOSIZ,X,X,X,X,X,X,X,X,O,X,X,X
JTLOSZI,X,X,X,X,X,X,X,X,O,X,X,X
JTLOZIS,X,X,X,X,X,X,X,X,O,O,O,X
JTLOZSI,X,X,X,X,X,X,X,X,O,X,O,X
JTSILZO,X,X,X,X,O,X,O,X,X,X,X,X
JTSILOZ,X,X,X,X,X,X,O,X,X,X,X,X
JTSIZLO,X,X,O,X,O,X,X,X,X,X,X,X
JTSIZOL,X,O,X,X,O,X,X,X,X,X,X,X
JTSIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JTSIOZL,X,O,X,X,O,X,X,X,X,X,X,X
JTSLIZO,X,X,X,X,O,X,O,X,O,X,X,X
JTSLIOZ,X,X,X,X,X,X,O,X,O,X,X,X
JTSLZIO,X,X,X,X,O,X,O,X,O,X,X,X
JTSLZOI,X,X,X,X,O,X,X,X,O,X,X,X
JTSLOIZ,X,X,X,X,X,X,X,X,O,X,X,X
JTSLOZI,X,X,X,X,X,X,X,X,O,X,X,X
JTSZILO,X,X,O,X,O,X,O,X,X,X,X,X
JTSZIOL,O,X,X,X,O,X,X,X,X,X,X,X
JTSZLIO,X,X,O,X,O,X,O,X,X,X,X,X
JTSZLOI,X,X,O,X,O,X,X,X,X,X,X,X
JTSZOIL,O,X,O,X,O,X,X,X,X,X,X,X
JTSZOLI,O,O,O,X,O,X,X,X,X,X,O,X
JTSOILZ,O,O,X,X,X,X,X,X,X,X,X,X
JTSOIZL,X,O,O,X,O,X,X,X,X,X,X,X
JTSOLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X,X,X,X,X
JTSOZIL,O,X,O,X,O,X,X,X,X,X,X,X
JTSOZLI,O,O,O,X,O,X,X,X,X,X,O,X
JTZILSO,X,X,O,X,X,X,O,X,X,X,X,X
JTZILOS,X,X,O,X,X,X,X,X,X,X,X,X
JTZISLO,X,X,O,X,O,X,O,X,X,X,X,X
JTZISOL,O,O,X,X,O,X,X,X,X,X,X,X
JTZIOLS,O,O,X,X,X,X,X,X,X,X,O,X
JTZIOSL,O,O,X,X,X,X,X,X,X,X,X,X
JTZLISO,X,X,O,X,X,X,O,X,O,X,X,X
JTZLIOS,X,X,O,X,X,X,X,X,O,X,X,X
JTZLSIO,X,X,X,X,O,X,O,X,O,X,X,X
JTZLSOI,X,X,X,X,O,X,X,X,O,X,X,X
JTZLOIS,X,X,O,X,X,X,X,X,O,X,O,X
JTZLOSI,X,X,X,X,X,X,X,X,O,X,O,X
JTZSILO,X,X,O,X,O,X,O,X,X,X,X,X
JTZSIOL,O,X,X,X,O,X,X,X,X,X,X,X
JTZSLIO,X,X,O,X,O,X,O,X,X,X,X,X
JTZSLOI,X,X,O,X,O,X,X,X,X,X,X,X
JTZSOIL,O,X,O,X,O,X,X,X,X,X,X,X
JTZSOLI,O,O,O,X,O,X,X,X,X,X,O,X
JTZOILS,O,X,O,X,X,X,X,X,X,X,O,X
JTZOISL,O,X,O,X,X,X,X,X,X,X,X,X
JTZOLIS,O,X,O,X,X,X,X,X,X,X,O,X
JTZOLSI,O,O,X,X,X,X,X,X,X,X,O,X
JTZOSIL,O,X,O,X,O,X,X,X,X,X,X,X
JTZOSLI,O,O,O,X,O,X,X,X,X,X,O,X
JTOILSZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOISZL,X,O,O,X,X,X,X,X,X,X,X,X
JTOIZLS,X,O,O,X,X,X,X,X,X,X,O,X
JTOIZSL,X,O,O,X,X,X,X,X,X,X,X,X
JTOLISZ,O,O,X,X,X,X,X,X,O,X,X,X
JTOLIZS,X,O,X,X,X,X,X,X,O,O,X,X
JTOLSIZ,O,O,X,X,X,X,X,X,O,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X,O,X,X,X
JTOLZIS,O,X,X,X,X,X,X,X,O,O,O,X
JTOLZSI,O,O,X,X,X,X,X,X,O,X,O,X
JTOSILZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOSIZL,X,O,O,X,O,X,X,X,X,X,X,X
JTOSLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JTOSLZI,O,O,X,X,X,X,X,X,X,X,X,X
JTOSZIL,O,X,O,X,O,X,X,X,X,X,X,X
JTOSZLI,O,O,O,X,O,X,X,X,X,X,O,X
JTOZILS,O,X,O,X,X,X,X,X,X,X,O,X
JTOZISL,O,X,O,X,X,X,X,X,X,X,X,X
JTOZLIS,O,X,O,X,X,X,X,X,X,X,O,X
JTOZLSI,O,O,X,X,X,X,X,X,X,X,O,X
JTOZSIL,O,X,O,X,O,X,X,X,X,X,X,X
JTOZSLI,O,O,O,X,O,X,X,X,X,X,O,X
JITLSZO,X,X,X,O,X,X,O,X,X,X,X,O
JITLSOZ,X,X,X,X,X,X,O,X,X,X,X,O
JITLZSO,X,X,X,O,X,X,X,X,X,X,X,O
JITLZOS,X,X,X,O,X,X,X,X,X,O,X,X
JITLOSZ,X,X,X,X,X,X,X,X,X,X,X,O
JITLOZS,X,X,X,X,X,X,X,X,X,O,X,X
JITSLZO,X,X,X,O,X,X,O,X,X,X,X,X
JITSLOZ,X,X,X,X,X,X,O,X,X,X,X,X
JITSZLO,X,X,O,O,X,X,X,X,X,X,X,X
JITSZOL,X,O,X,O,X,X,X,X,X,X,X,X
JITSOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JITSOZL,X,O,X,X,X,X,X,X,X,X,X,X
JITZLSO,X,X,O,O,X,X,X,X,X,X,X,X
JITZLOS,X,X,O,O,X,X,X,X,X,X,X,X
JITZSLO,X,X,O,O,X,X,X,X,X,X,X,X
JITZSOL,X,O,X,O,X,X,X,X,X,X,X,X
JITZOLS,X,O,X,O,X,X,X,X,X,X,O,X
JITZOSL,X,O,X,O,X,X,X,X,X,X,X,X
JITOLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JITOLZS,X,O,X,X,X,X,X,X,X,X,X,X
JITOSLZ,O,O,X,X,X,X,X,X,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,X,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,X,X,X,O,X
JITOZSL,X,O,X,X,X,X,X,X,X,X,X,X
JILTSZO,X,X,X,O,X,X,O,X,X,X,X,X
JILTSOZ,X,X,X,X,X,X,O,O,X,X,X,X
JILTZSO,X,X,X,O,X,X,X,X,X,X,X,X
JILTZOS,X,X,X,O,X,X,X,O,X,O,X,X
JILTOSZ,X,X,X,X,X,X,X,O,X,X,X,X
JILTOZS,X,X,X,X,X,X,X,O,X,O,X,X
JILSTZO,X,X,X,X,X,X,O,X,X,X,X,X
JILSTOZ,X,X,X,X,X,X,O,O,X,X,X,X
JILSZTO,X,X,O,X,X,X,O,X,X,X,X,X
JILSZOT,X,X,O,X,X,X,O,X,X,O,X,X
JILSOTZ,O,X,X,X,X,X,O,O,X,X,X,X
JILSOZT,O,X,X,X,X,X,O,O,X,O,X,X
JILZTSO,X,X,O,O,X,X,O,X,X,X,X,X
JILZTOS,X,X,O,O,X,X,X,O,X,O,X,X
JILZSTO,X,X,O,X,X,X,O,X,X,X,X,X
JILZSOT,X,X,O,X,X,X,O,X,X,O,X,X
JILZOTS,X,X,O,O,X,X,X,O,X,O,X,X
JILZOST,X,X,O,X,X,X,O,O,X,O,X,X
JILOTSZ,O,X,X,X,X,X,X,O,X,X,X,X
JILOTZS,X,X,X,X,X,X,X,O,X,O,X,X
JILOSTZ,O,X,X,X,X,X,O,O,X,X,X,X
JILOSZT,O,X,X,X,X,X,O,O,X,O,X,X
JILOZTS,X,X,X,X,X,X,X,O,X,O,X,X
JILOZST,O,X,X,X,X,X,X,O,X,O,X,X
JISTLZO,X,X,X,X,X,X,O,X,X,X,X,X
JISTLOZ,X,X,X,X,X,X,O,X,X,X,X,X
JISTZLO,X,X,O,X,X,X,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,X,X,O,X,X,X,X,X
JISLTOZ,X,X,X,X,X,X,O,X,X,X,X,X
JISLZTO,X,X,O,X,X,X,O,X,X,X,X,X
JISLZOT,X,X,O,X,X,X,O,X,X,O,X,X
JISLOTZ,O,X,X,X,X,X,O,X,X,X,X,X
JISLOZT,O,X,X,X,X,X,O,X,X,O,X,X
JISZTLO,X,X,O,X,X,X,O,X,X,X,X,X
JISZTOL,O,X,X,X,X,X,X,X,X,X,X,X
JISZLTO,X,X,O,X,X,X,O,X,X,X,X,X
JISZLOT,O,X,O,X,X,X,O,X,X,X,X,X
JISZOTL,O,X,O,X,X,X,X,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,O,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,X,X,X,X,X,X
JISOTZL,X,O,O,X,X,X,X,X,X,X,X,X
JISOLTZ,O,O,X,X,X,X,O,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,O,X,X,X,X,X
JISOZTL,O,X,O,X,X,X,X,X,X,X,X,X
JISOZLT,O,X,O,X,X,X,X,X,X,X,X,X
JIZTLSO,X,X,O,O,X,X,O,X,X,X,X,X
JIZTLOS,X,X,O,O,X,X,X,X,X,X,X,X
JIZTSLO,X,X,O,O,X,X,O,X,X,X,X,X
JIZTSOL,O,X,X,O,X,X,X,X,X,X,X,X
JIZTOLS,O,X,X,O,X,X,X,X,X,X,O,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X,X,X
JIZLTSO,X,X,O,O,X,X,O,X,X,X,X,X
JIZLTOS,X,X,O,O,X,X,X,X,X,O,X,X
JIZLSTO,X,X,O,X,X,X,O,X,X,X,X,X
JIZLSOT,O,X,O,X,X,X,O,X,X,O,X,X
JIZLOTS,O,X,O,O,X,X,X,X,X,O,X,X
JIZLOST,O,X,O,X,X,X,O,X,X,O,X,X
JIZSTLO,X,X,O,X,X,X,O,X,X,X,X,X
JIZSTOL,O,X,X,X,X,X,X,X,X,X,X,X
JIZSLTO,X,X,O,X,X,X,O,X,X,X,X,X
JIZSLOT,O,X,O,X,X,X,O,X,X,X,X,X
JIZSOTL,O,X,O,X,X,X,X,X,X,X,X,X
JIZSOLT,O,X,O,X,X,X,O,X,X,X,X,X
JIZOTLS,O,X,O,O,X,X,X,X,X,X,O,X
JIZOTSL,O,X,O,O,X,X,X,X,X,X,X,X
JIZOLTS,O,X,O,O,X,X,X,X,X,X,X,X
JIZOLST,O,X,O,X,X,X,O,X,X,X,X,X
JIZOSTL,O,X,O,X,X,X,X,X,X,X,X,X
JIZOSLT,O,X,O,X,X,X,O,X,X,X,X,X
JIOTLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOTSZL,X,O,O,X,X,X,X,X,X,X,X,X
JIOTZLS,X,O,O,X,X,X,X,X,X,X,O,X
JIOTZSL,X,O,O,X,X,X,X,X,X,X,X,X
JIOLTSZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,X,O,X,X
JIOLSTZ,O,O,X,X,X,X,O,X,X,X,X,X
JIOLSZT,O,X,O,X,X,X,O,X,X,O,X,X
JIOLZTS,O,X,O,X,X,X,X,X,X,O,X,X
JIOLZST,O,X,O,X,X,X,X,X,X,O,X,X
JIOSTLZ,O,O,X,X,X,X,X,X,X,X,X,X
JIOSTZL,X,O,O,X,X,X,X,X,X,X,X,X
JIOSLTZ,O,O,X,X,X,X,O,X,X,X,X,X
JIOSLZT,O,X,O,X,X,X,O,X,X,X,X,X
JIOSZTL,O,X,O,X,X,X,X,X,X,X,X,X
JIOSZLT,O,X,O,X,X,X,X,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X,X,X,O,X
JIOZTSL,O,X,O,X,X,X,X,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,X,X,X,X,X,X
JIOZLST,O,X,O,X,X,X,X,X,X,X,X,X
JIOZSTL,O,X,O,X,X,X,X,X,X,X,X,X
JIOZSLT,O,X,O,X,X,X,X,X,X,X,X,X
JLTISZO,X,X,X,O,X,X,O,X,O,X,X,O
JLTISOZ,X,X,X,X,X,X,O,O,O,X,X,O
JLTIZSO,X,X,X,O,X,X,X,X,O,X,X,O
JLTIZOS,X,X,X,O,X,X,X,O,O,O,X,X
JLTIOSZ,X,X,X,X,X,X,X,O,O,X,X,O
JLTIOZS,X,X,X,X,X,X,X,O,O,O,X,X
JLTSIZO,X,X,X,X,X,X,O,X,O,X,X,O
JLTSIOZ,X,X,X,X,X,X,O,X,O,X,X,O
JLTSZIO,X,X,X,X,X,O,O,X,O,X,X,X
JLTSZOI,X,X,X,X,X,O,X,X,O,X,X,X
JLTSOIZ,X,X,X,X,X,X,X,X,O,X,X,X
JLTSOZI,X,X,X,X,X,X,X,X,O,X,X,X
JLTZISO,X,X,X,X,X,X,O,X,O,X,X,X
JLTZIOS,X,X,X,X,X,X,X,X,O,O,X,X
JLTZSIO,X,X,X,X,X,O,O,X,O,X,X,X
JLTZSOI,X,X,X,X,X,O,X,X,O,X,X,X
JLTZOIS,X,X,X,X,X,X,X,X,O,O,O,X
JLTZOSI,X,X,X,X,X,X,X,X,O,X,O,X
JLTOISZ,X,X,X,X,X,X,X,X,O,X,X,X
JLTOIZS,X,X,X,X,X,X,X,X,O,O,X,X
JLTOSIZ,X,X,X,X,X,X,X,X,O,X,X,X
JLTOSZI,X,X,X,X,X,X,X,X,O,X,X,X
JLTOZIS,X,X,X,X,X,X,X,X,O,O,O,X
JLTOZSI,X,X,X,X,X,X,X,X,O,X,O,X
JLITSZO,X,X,X,O,X,X,O,X,X,X,X,X
JLITSOZ,X,X,X,X,X,X,O,O,X,X,X,X
JLITZSO,X,X,X,O,X,X,X,X,X,X,X,X
JLITZOS,X,X,X,O,X,X,X,O,X,O,X,X
JLITOSZ,X,X,X,X,X,X,X,O,X,X,X,X
JLITOZS,X,X,X,X,X,X,X,O,X,O,X,X
JLISTZO,X,X,X,X,X,X,O,X,X,X,X,X
JLISTOZ,X,X,X,X,X,X,O,O,X,X,X,X
JLISZTO,X,X,O,X,X,X,O,X,X,X,X,X
JLISZOT,X,X,O,X,X,X,O,X,X,O,X,X
JLISOTZ,O,X,X,X,X,X,O,O,X,X,X,X
JLISOZT,O,X,X,X,X,X,O,O,X,O,X,X
JLIZTSO,X,X,O,O,X,X,O,X,X,X,X,X
JLIZTOS,X,X,O,O,X,X,X,O,X,O,X,X
JLIZSTO,X,X,O,X,X,X,O,X,X,X,X,X
JLIZSOT,X,X,O,X,X,X,O,X,X,O,X,X
JLIZOTS,X,X,O,O,X,X,X,O,X,O,X,X
JLIZOST,X,X,O,X,X,X,O,O,X,O,X,X
JLIOTSZ,O,X,X,X,X,X,X,O,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X,O,X,O,X,X
JLIOSTZ,O,X,X,X,X,X,O,O,X,X,X,X
JLIOSZT,O,X,X,X,X,X,O,O,X,O,X,X
JLIOZTS,X,X,X,X,X,X,X,O,X,O,X,X
JLIOZST,O,X,X,X,X,X,X,O,X,O,X,X
JLSTIZO,X,X,X,X,X,X,O,X,X,X,X,O
JLSTIOZ,X,X,X,X,X,X,O,X,X,X,X,O
JLSTZIO,X,X,X,X,X,O,O,X,X,X,X,X
JLSTZOI,X,X,X,X,X,O,X,X,X,X,X,X
JLSTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,X,X,X,X,X,X,X,X
JLSITZO,X,X,X,X,X,X,O,X,X,X,X,X
JLSITOZ,X,X,X,X,X,X,O,X,X,X,X,X
JLSIZTO,X,X,O,X,X,X,O,X,X,X,X,X
JLSIZOT,X,X,O,X,X,X,O,X,X,O,X,X
JLSIOTZ,O,X,X,X,X,X,O,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,O,X,X,O,X,X
JLSZTIO,X,X,O,X,X,O,O,X,X,X,X,X
JLSZTOI,X,X,O,X,X,O,X,X,X,X,X,X
JLSZITO,X,X,O,X,X,O,O,X,X,X,X,X
JLSZIOT,O,X,O,X,X,O,O,X,X,O,X,X
JLSZOTI,O,X,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,X,O,X,X,O,O,X,X,O,X,X
JLSOTIZ,O,X,X,X,X,X,X,X,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X,X,X,X
JLSOITZ,O,X,X,X,X,X,O,X,X,X,X,X
JLSOIZT,O,X,O,X,X,X,O,X,X,O,X,X
