sequence,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFCgBmiB?/qBFmB0nBTrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBfmB?aoBGnB0qBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBGhB?/nBaoBlqBUrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflBlgB?cmBiiBznBWwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB0gB?aoBGnBzqBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBmiB?0nBlqBfrB6rB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB6lB?ThBmiB0nBVwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFThB/nB?aoBFlBUrBGqB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8Jex/IvhFynBOpB?/qBFmB0nBTrB
SIZJTOL,O,O,O,O,X,O,O,O,X
SIZJLTO,O,O,O,O,X,X,O,O,X
SIZJLOT,O,O,O,O,O,X,X,O,X
SIZJOTL,O,O,X,O,O,O,O,O,X
SIZJOLT,O,O,O,O,O,X,X,O,X
SIZOTLJ,O,X,O,O,X,O,O,O,X
SIZOTJL,O,O,O,O,O,O,O,O,X
SIZOLTJ,O,X,O,O,X,X,X,O,X
SIZOLJT,O,O,O,O,O,X,X,O,X
SIZOJTL,O,O,X,O,O,O,O,O,X
SIZOJLT,O,O,O,O,O,X,X,O,X
SIOTLJZ,X,X,O,O,O,X,O,X,X
SIOTLZJ,O,X,O,O,X,X,O,O,X
SIOTJLZ,X,X,O,O,O,X,O,X,X
SIOTJZL,X,X,O,O,O,X,O,X,X
SIOTZLJ,O,X,O,O,X,O,O,O,X
SIOTZJL,O,X,O,O,O,O,O,O,X
SIOLTJZ,X,X,O,O,O,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X,O,X
SIOLJTZ,X,X,O,O,O,X,X,X,X
SIOLJZT,X,O,O,O,O,X,X,O,X
SIOLZTJ,O,X,O,O,X,X,X,O,X
SIOLZJT,O,O,O,O,O,X,X,O,X
SIOJTLZ,X,X,O,O,O,X,X,X,X
SIOJTZL,X,X,O,O,O,X,X,X,X
SIOJLTZ,X,X,O,O,O,X,X,X,X
SIOJLZT,X,O,O,O,O,X,X,O,X
SIOJZTL,X,O,X,O,O,X,X,O,X
SIOJZLT,X,O,O,O,O,X,X,O,X
SIOZTLJ,O,X,O,O,X,O,O,O,X
SIOZTJL,O,O,O,O,O,O,O,O,X
SIOZLTJ,O,X,O,O,X,X,X,O,X
SIOZLJT,O,O,O,O,O,X,X,O,X
SIOZJTL,O,O,X,O,O,O,O,O,X
SIOZJLT,O,O,O,O,O,X,X,O,X
SLTIJZO,O,X,O,O,X,X,O,O,O
SLTIJOZ,X,X,O,X,O,X,O,X,O
SLTIZJO,O,X,O,O,X,X,O,O,X
SLTIZOJ,O,X,O,O,X,X,O,O,X
SLTIOJZ,X,X,O,X,O,X,O,X,X
SLTIOZJ,O,X,O,X,X,X,O,O,X
SLTJIZO,O,X,O,O,X,X,O,O,O
SLTJIOZ,X,X,O,X,O,X,O,X,O
SLTJZIO,O,X,O,O,X,X,O,O,O
SLTJZOI,O,X,O,O,X,X,O,O,O
SLTJOIZ,X,X,O,X,O,X,O,X,O
SLTJOZI,X,X,O,X,O,X,O,X,O
SLTZIJO,O,X,O,O,X,X,O,O,X
SLTZIOJ,O,X,O,O,X,X,O,O,X
SLTZJIO,O,X,O,O,X,X,O,O,O
SLTZJOI,O,X,O,X,X,X,O,O,O
SLTZOIJ,O,X,O,O,X,X,O,O,X
SLTZOJI,O,X,O,X,X,X,O,O,X
SLTOIJZ,X,X,O,X,O,X,O,X,X
SLTOIZJ,O,X,O,X,X,X,O,O,X
SLTOJIZ,X,X,O,X,O,X,O,X,O
SLTOJZI,X,X,O,X,O,X,O,X,O
SLTOZIJ,O,X,O,X,X,X,O,O,X
SLTOZJI,O,X,O,X,X,X,O,O,X
SLITJZO,O,X,O,O,X,X,O,O,O
SLITJOZ,X,X,O,X,O,X,O,X,O
SLITZJO,O,X,O,O,X,X,O,O,X
SLITZOJ,O,X,O,O,X,X,O,O,X
SLITOJZ,X,X,O,X,O,X,O,X,X
SLITOZJ,O,X,O,X,X,X,O,O,X
SLIJTZO,O,X,O,O,X,X,X,O,O
SLIJTOZ,X,X,O,X,O,X,X,X,O
SLIJZTO,O,O,O,O,X,X,X,O,O
SLIJZOT,O,O,O,O,O,X,X,O,X
SLIJOTZ,X,X,O,O,O,X,X,X,O
SLIJOZT,X,O,O,O,O,X,X,O,X
SLIZTJO,O,X,O,O,X,X,O,O,X
SLIZTOJ,O,X,O,O,X,X,O,O,X
SLIZJTO,O,O,O,O,X,X,O,O,X
SLIZJOT,O,O,O,O,O,X,X,O,X
SLIZOTJ,O,X,O,O,X,X,X,O,X
SLIZOJT,O,O,O,O,O,X,X,O,X
SLIOTJZ,X,X,O,O,O,X,X,X,X
SLIOTZJ,O,X,O,O,X,X,X,O,X
SLIOJTZ,X,X,O,O,O,X,X,X,X
SLIOJZT,X,O,O,O,O,X,X,O,X
SLIOZTJ,O,X,O,O,X,X,X,O,X
SLIOZJT,O,O,O,O,O,X,X,O,X
SLJTIZO,O,X,O,O,X,X,X,O,O
SLJTIOZ,X,X,O,X,O,X,X,X,O
SLJTZIO,O,X,O,O,X,X,X,O,O
SLJTZOI,O,X,O,O,X,X,X,O,O
SLJTOIZ,X,X,O,X,O,X,X,X,O
SLJTOZI,X,X,O,X,O,X,X,X,O
SLJITZO,O,X,O,O,X,X,X,O,O
SLJITOZ,X,X,O,X,O,X,X,X,O
SLJIZTO,O,O,O,O,X,X,X,O,O
SLJIZOT,O,O,O,O,O,X,X,O,X
SLJIOTZ,X,X,O,O,O,X,X,X,O
SLJIOZT,X,O,O,O,O,X,X,O,X
SLJZTIO,O,O,O,O,X,X,X,O,O
SLJZTOI,O,O,O,O,X,X,X,O,O
SLJZITO,O,O,O,O,X,X,X,O,O
SLJZIOT,O,O,O,O,O,X,X,O,X
SLJZOTI,O,O,X,O,O,X,X,O,X
SLJZOIT,O,O,O,O,O,X,X,O,X
SLJOTIZ,X,X,O,O,O,X,X,X,O
SLJOTZI,X,X,O,O,O,X,X,X,O
SLJOITZ,X,X,O,O,O,X,X,X,O
SLJOIZT,X,O,O,O,O,X,X,O,X
SLJOZTI,X,O,X,O,O,X,X,O,X
SLJOZIT,X,O,O,O,O,X,X,O,X
SLZTIJO,O,X,O,O,X,X,O,O,X
SLZTIOJ,O,X,O,O,X,X,O,O,X
SLZTJIO,O,X,O,O,X,X,O,O,O
SLZTJOI,O,X,O,X,X,X,O,O,O
SLZTOIJ,O,X,O,O,X,X,O,O,X
SLZTOJI,O,X,O,O,X,X,O,O,X
SLZITJO,O,X,O,O,X,X,O,O,X
SLZITOJ,O,X,O,O,X,X,O,O,X
SLZIJTO,O,O,O,O,X,X,O,O,X
SLZIJOT,O,O,O,O,O,X,X,O,X
SLZIOTJ,O,X,O,O,X,X,X,O,X
SLZIOJT,O,O,O,O,O,X,X,O,X
SLZJTIO,O,O,O,O,X,X,O,O,O
SLZJTOI,O,O,O,O,X,X,O,O,O
SLZJITO,O,O,O,O,X,X,O,O,O
SLZJIOT,O,O,O,O,O,X,X,O,X
SLZJOTI,O,O,X,O,O,X,X,O,X
SLZJOIT,O,O,O,O,O,X,X,O,X
SLZOTIJ,O,X,O,O,X,X,X,O,X
SLZOTJI,O,X,O,O,X,X,X,O,X
SLZOITJ,O,X,O,O,X,X,X,O,X
SLZOIJT,O,O,O,O,O,X,X,O,X
SLZOJTI,O,O,X,O,O,X,X,O,X
SLZOJIT,O,O,O,O,O,X,X,O,X
SLOTIJZ,X,X,O,O,O,X,X,X,X
SLOTIZJ,O,X,O,O,X,X,X,O,X
SLOTJIZ,X,X,O,O,O,X,X,X,O
SLOTJZI,X,X,O,O,O,X,X,X,O
SLOTZIJ,O,X,O,O,X,X,X,O,X
SLOTZJI,O,X,O,O,X,X,X,O,X
SLOITJZ,X,X,O,O,O,X,X,X,X
SLOITZJ,O,X,O,O,X,X,X,O,X
SLOIJTZ,X,X,O,O,O,X,X,X,X
SLOIJZT,X,O,O,O,O,X,X,O,X
SLOIZTJ,O,X,O,O,X,X,X,O,X
SLOIZJT,O,O,O,O,O,X,X,O,X
SLOJTIZ,X,X,O,O,O,X,X,X,O
SLOJTZI,X,X,O,O,O,X,X,X,O
SLOJITZ,X,X,O,O,O,X,X,X,O
SLOJIZT,X,O,O,O,O,X,X,O,X
SLOJZTI,X,O,X,O,O,X,X,O,X
SLOJZIT,X,O,O,O,O,X,X,O,X
SLOZTIJ,O,X,O,O,X,X,X,O,X
SLOZTJI,O,X,O,O,X,X,X,O,X
SLOZITJ,O,X,O,O,X,X,X,O,X
SLOZIJT,O,O,O,O,O,X,X,O,X
SLOZJTI,O,O,X,O,O,X,X,O,X
SLOZJIT,O,O,O,O,O,X,X,O,X
SJTILZO,O,X,O,O,X,X,O,O,O
SJTILOZ,X,X,O,X,O,X,O,X,O
SJTIZLO,O,X,O,O,X,X,O,O,O
SJTIZOL,O,X,O,O,X,X,O,O,X
SJTIOLZ,X,X,O,O,O,X,O,X,O
SJTIOZL,X,X,O,O,O,X,O,X,X
SJTLIZO,O,X,O,O,X,X,O,O,O
SJTLIOZ,X,X,O,X,O,X,O,X,O
SJTLZIO,O,X,O,O,X,X,O,O,O
SJTLZOI,O,X,O,O,X,X,O,O,O
SJTLOIZ,X,X,O,X,O,X,O,X,O
SJTLOZI,X,X,O,X,O,X,O,X,O
SJTZILO,O,X,O,O,X,X,O,O,O
SJTZIOL,O,X,O,O,X,X,O,O,X
SJTZLIO,O,X,O,O,X,X,O,O,O
SJTZLOI,O,X,O,O,X,X,O,O,O
SJTZOIL,O,X,O,O,X,X,O,O,X
SJTZOLI,O,X,O,O,X,X,O,O,X
SJTOILZ,X,X,O,O,O,X,O,X,O
SJTOIZL,X,X,O,O,O,X,O,X,X
SJTOLIZ,X,X,O,O,O,X,O,X,O
SJTOLZI,X,X,O,O,O,X,O,X,O
SJTOZIL,X,X,O,O,O,X,O,X,X
SJTOZLI,X,X,O,O,O,X,O,X,X
SJITLZO,O,X,O,O,X,X,O,O,O
SJITLOZ,X,X,O,X,O,X,O,X,O
SJITZLO,O,X,O,O,X,X,O,O,O
SJITZOL,O,X,O,O,X,X,O,O,X
SJITOLZ,X,X,O,O,O,X,O,X,O
SJITOZL,X,X,O,O,O,X,O,X,X
SJILTZO,O,X,O,O,X,X,X,O,O
SJILTOZ,X,X,O,X,O,X,X,X,O
SJILZTO,O,O,O,O,X,X,X,O,O
SJILZOT,O,O,O,O,O,X,X,O,X
SJILOTZ,X,X,O,O,O,X,X,X,O
SJILOZT,X,O,O,O,O,X,X,O,X
SJIZTLO,O,O,O,O,X,X,O,O,O
SJIZTOL,O,O,O,O,X,X,O,O,X
SJIZLTO,O,O,O,O,X,X,O,O,O
SJIZLOT,O,O,O,O,O,X,X,O,X
SJIZOTL,O,O,X,O,O,X,O,O,X
SJIZOLT,O,O,O,O,O,X,X,O,X
SJIOTLZ,X,X,O,O,O,X,X,X,O
SJIOTZL,X,X,O,O,O,X,X,X,X
SJIOLTZ,X,X,O,O,O,X,X,X,O
SJIOLZT,X,O,O,O,O,X,X,O,X
SJIOZTL,X,O,X,O,O,X,X,O,X
SJIOZLT,X,O,O,O,O,X,X,O,X
SJLTIZO,O,X,O,O,X,X,X,O,O
SJLTIOZ,X,X,O,X,O,X,X,X,O
SJLTZIO,O,X,O,O,X,X,X,O,O
SJLTZOI,O,X,O,O,X,X,X,O,O
SJLTOIZ,X,X,O,X,O,X,X,X,O
SJLTOZI,X,X,O,X,O,X,X,X,O
SJLITZO,O,X,O,O,X,X,X,O,O
SJLITOZ,X,X,O,X,O,X,X,X,O
SJLIZTO,O,O,O,O,X,X,X,O,O
SJLIZOT,O,O,O,O,O,X,X,O,X
SJLIOTZ,X,X,O,O,O,X,X,X,O
SJLIOZT,X,O,O,O,O,X,X,O,X
SJLZTIO,O,O,O,O,X,X,X,O,O
SJLZTOI,O,O,O,O,X,X,X,O,O
SJLZITO,O,O,O,O,X,X,X,O,O
SJLZIOT,O,O,O,O,O,X,X,O,X
SJLZOTI,O,O,X,O,O,X,X,O,X
SJLZOIT,O,O,O,O,O,X,X,O,X
SJLOTIZ,X,X,O,O,O,X,X,X,O
SJLOTZI,X,X,O,O,O,X,X,X,O
SJLOITZ,X,X,O,O,O,X,X,X,O
SJLOIZT,X,O,O,O,O,X,X,O,X
SJLOZTI,X,O,X,O,O,X,X,O,X
SJLOZIT,X,O,O,O,O,X,X,O,X
SJZTILO,O,O,O,O,X,X,O,O,O
SJZTIOL,O,O,O,O,X,X,O,O,X
SJZTLIO,O,O,O,O,X,X,O,O,O
SJZTLOI,O,O,O,O,X,X,O,O,O
SJZTOIL,O,O,O,O,X,X,O,O,X
SJZTOLI,O,O,O,O,X,X,O,O,X
SJZITLO,O,O,O,O,X,X,O,O,O
SJZITOL,O,O,O,O,X,X,O,O,X
SJZILTO,O,O,O,O,X,X,O,O,O
SJZILOT,O,O,O,O,O,X,X,O,X
SJZIOTL,O,O,X,O,O,X,O,O,X
SJZIOLT,O,O,O,O,O,X,X,O,X
SJZLTIO,O,O,O,O,X,X,O,O,O
SJZLTOI,O,O,O,O,X,X,O,O,O
SJZLITO,O,O,O,O,X,X,O,O,O
SJZLIOT,O,O,O,O,O,X,X,O,X
SJZLOTI,O,O,X,O,O,X,X,O,X
SJZLOIT,O,O,O,O,O,X,X,O,X
SJZOTIL,O,O,X,O,O,X,O,O,X
SJZOTLI,O,O,X,O,O,X,O,O,X
SJZOITL,O,O,X,O,O,X,O,O,X
SJZOILT,O,O,O,O,O,X,X,O,X
SJZOLTI,O,O,X,O,O,X,X,O,X
SJZOLIT,O,O,O,O,O,X,X,O,X
SJOTILZ,X,X,O,O,O,X,X,X,O
SJOTIZL,X,X,O,O,O,X,X,X,X
SJOTLIZ,X,X,O,O,O,X,X,X,O
SJOTLZI,X,X,O,O,O,X,X,X,O
SJOTZIL,X,X,O,O,O,X,X,X,X
SJOTZLI,X,X,O,O,O,X,X,X,X
SJOITLZ,X,X,O,O,O,X,X,X,O
SJOITZL,X,X,O,O,O,X,X,X,X
SJOILTZ,X,X,O,O,O,X,X,X,O
SJOILZT,X,O,O,O,O,X,X,O,X
SJOIZTL,X,O,X,O,O,X,X,O,X
SJOIZLT,X,O,O,O,O,X,X,O,X
SJOLTIZ,X,X,O,O,O,X,X,X,O
SJOLTZI,X,X,O,O,O,X,X,X,O
SJOLITZ,X,X,O,O,O,X,X,X,O
SJOLIZT,X,O,O,O,O,X,X,O,X
SJOLZTI,X,O,X,O,O,X,X,O,X
SJOLZIT,X,O,O,O,O,X,X,O,X
SJOZTIL,X,O,X,O,O,X,X,O,X
SJOZTLI,X,O,X,O,O,X,X,O,X
SJOZITL,X,O,X,O,O,X,X,O,X
SJOZILT,X,O,O,O,O,X,X,O,X
SJOZLTI,X,O,X,O,O,X,X,O,X
SJOZLIT,X,O,O,O,O,X,X,O,X
SZTILJO,O,X,O,O,X,O,O,O,X
SZTILOJ,O,X,O,O,X,O,O,O,X
SZTIJLO,O,O,O,O,X,O,O,O,X
SZTIJOL,O,O,O,O,X,O,O,O,X
SZTIOLJ,O,X,O,O,X,O,O,O,X
SZTIOJL,O,O,O,O,X,O,O,O,X
SZTLIJO,O,X,O,O,X,X,O,O,X
SZTLIOJ,O,X,O,O,X,X,O,O,X
SZTLJIO,O,X,O,O,X,X,O,O,O
SZTLJOI,O,X,O,X,X,X,O,O,O
SZTLOIJ,O,X,O,O,X,X,O,O,X
SZTLOJI,O,X,O,O,X,X,O,O,X
SZTJILO,O,O,O,O,X,O,O,O,O
SZTJIOL,O,O,O,O,X,O,O,O,X
SZTJLIO,O,O,O,O,X,X,O,O,O
SZTJLOI,O,O,O,X,X,X,O,O,O
SZTJOIL,O,O,O,O,X,O,O,O,X
SZTJOLI,O,O,O,O,X,X,O,O,X
SZTOILJ,O,X,O,O,X,O,O,O,X
SZTOIJL,O,O,O,O,X,O,O,O,X
SZTOLIJ,O,X,O,O,X,X,O,O,X
SZTOLJI,O,X,O,O,X,X,O,O,X
SZTOJIL,O,O,O,O,X,O,O,O,X
SZTOJLI,O,O,O,O,X,X,O,O,X
SZITLJO,O,X,O,O,X,O,O,O,X
SZITLOJ,O,X,O,O,X,O,O,O,X
SZITJLO,O,O,O,O,X,O,O,O,X
SZITJOL,O,O,O,O,X,O,O,O,X
SZITOLJ,O,X,O,O,X,O,O,O,X
SZITOJL,O,O,O,O,X,O,O,O,X
SZILTJO,O,X,O,O,X,X,O,O,X
SZILTOJ,O,X,O,O,X,X,O,O,X
SZILJTO,O,O,O,O,X,X,O,O,X
SZILJOT,O,O,O,O,O,X,X,O,X
SZILOTJ,O,X,O,O,X,X,X,O,X
SZILOJT,O,O,O,O,O,X,X,O,X
SZIJTLO,O,O,O,O,X,O,O,O,X
SZIJTOL,O,O,O,O,X,O,O,O,X
SZIJLTO,O,O,O,O,X,X,O,O,X
SZIJLOT,O,O,O,O,O,X,X,O,X
SZIJOTL,O,O,X,O,O,O,O,O,X
SZIJOLT,O,O,O,O,O,X,X,O,X
SZIOTLJ,O,X,O,O,X,O,O,O,X
SZIOTJL,O,O,O,O,O,O,O,O,X
SZIOLTJ,O,X,O,O,X,X,X,O,X
SZIOLJT,O,O,O,O,O,X,X,O,X
SZIOJTL,O,O,X,O,O,O,O,O,X
SZIOJLT,O,O,O,O,O,X,X,O,X
SZLTIJO,O,X,O,O,X,X,O,O,X
SZLTIOJ,O,X,O,O,X,X,O,O,X
SZLTJIO,O,X,O,O,X,X,O,O,O
SZLTJOI,O,X,O,X,X,X,O,O,O
SZLTOIJ,O,X,O,O,X,X,O,O,X
SZLTOJI,O,X,O,O,X,X,O,O,X
SZLITJO,O,X,O,O,X,X,O,O,X
SZLITOJ,O,X,O,O,X,X,O,O,X
SZLIJTO,O,O,O,O,X,X,O,O,X
SZLIJOT,O,O,O,O,O,X,X,O,X
SZLIOTJ,O,X,O,O,X,X,X,O,X
SZLIOJT,O,O,O,O,O,X,X,O,X
SZLJTIO,O,O,O,O,X,X,O,O,O
SZLJTOI,O,O,O,O,X,X,O,O,O
SZLJITO,O,O,O,O,X,X,O,O,O
SZLJIOT,O,O,O,O,O,X,X,O,X
SZLJOTI,O,O,X,O,O,X,X,O,X
SZLJOIT,O,O,O,O,O,X,X,O,X
SZLOTIJ,O,X,O,O,X,X,X,O,X
SZLOTJI,O,X,O,O,X,X,X,O,X
SZLOITJ,O,X,O,O,X,X,X,O,X
SZLOIJT,O,O,O,O,O,X,X,O,X
SZLOJTI,O,O,X,O,O,X,X,O,X
SZLOJIT,O,O,O,O,O,X,X,O,X
SZJTILO,O,O,O,O,X,O,O,O,O
SZJTIOL,O,O,O,O,X,O,O,O,X
SZJTLIO,O,O,O,O,X,X,O,O,O
SZJTLOI,O,O,O,O,X,X,O,O,O
SZJTOIL,O,O,O,O,X,O,O,O,X
SZJTOLI,O,O,O,O,X,X,O,O,X
SZJITLO,O,O,O,O,X,O,O,O,O
SZJITOL,O,O,O,O,X,O,O,O,X
SZJILTO,O,O,O,O,X,X,O,O,O
SZJILOT,O,O,O,O,O,X,X,O,X
SZJIOTL,O,O,X,O,O,O,O,O,X
SZJIOLT,O,O,O,O,O,X,X,O,X
SZJLTIO,O,O,O,O,X,X,O,O,O
SZJLTOI,O,O,O,O,X,X,O,O,O
SZJLITO,O,O,O,O,X,X,O,O,O
SZJLIOT,O,O,O,O,O,X,X,O,X
SZJLOTI,O,O,X,O,O,X,X,O,X
SZJLOIT,O,O,O,O,O,X,X,O,X
SZJOTIL,O,O,X,O,O,O,O,O,X
SZJOTLI,O,O,X,O,O,X,O,O,X
SZJOITL,O,O,X,O,O,O,O,O,X
SZJOILT,O,O,O,O,O,X,X,O,X
SZJOLTI,O,O,X,O,O,X,X,O,X
SZJOLIT,O,O,O,O,O,X,X,O,X
SZOTILJ,O,X,O,O,X,O,O,O,X
SZOTIJL,O,O,O,O,O,O,O,O,X
SZOTLIJ,O,X,O,O,X,X,O,O,X
SZOTLJI,O,X,O,O,X,X,O,O,X
SZOTJIL,O,O,O,O,O,O,O,O,X
SZOTJLI,O,O,O,O,O,X,O,O,X
SZOITLJ,O,X,O,O,X,O,O,O,X
SZOITJL,O,O,O,O,O,O,O,O,X
SZOILTJ,O,X,O,O,X,X,X,O,X
SZOILJT,O,O,O,O,O,X,X,O,X
SZOIJTL,O,O,X,O,O,O,O,O,X
SZOIJLT,O,O,O,O,O,X,X,O,X
SZOLTIJ,O,X,O,O,X,X,X,O,X
SZOLTJI,O,X,O,O,X,X,X,O,X
SZOLITJ,O,X,O,O,X,X,X,O,X
SZOLIJT,O,O,O,O,O,X,X,O,X
SZOLJTI,O,O,X,O,O,X,X,O,X
SZOLJIT,O,O,O,O,O,X,X,O,X
SZOJTIL,O,O,X,O,O,O,O,O,X
SZOJTLI,O,O,X,O,O,X,O,O,X
SZOJITL,O,O,X,O,O,O,O,O,X
SZOJILT,O,O,O,O,O,X,X,O,X
SZOJLTI,O,O,X,O,O,X,X,O,X
SZOJLIT,O,O,O,O,O,X,X,O,X
SOTILJZ,X,X,O,O,O,X,O,X,X
SOTILZJ,O,X,O,O,X,X,O,O,X
SOTIJLZ,X,X,O,O,O,X,O,X,X
SOTIJZL,X,X,O,O,O,X,O,X,X
SOTIZLJ,O,X,O,O,X,O,O,O,X
SOTIZJL,O,X,O,O,O,O,O,O,X
SOTLIJZ,X,X,O,O,O,X,O,X,X
SOTLIZJ,O,X,O,O,X,X,O,O,X
SOTLJIZ,X,X,O,O,O,X,O,X,O
SOTLJZI,X,X,O,O,O,X,O,X,O
SOTLZIJ,O,X,O,O,X,X,O,O,X
SOTLZJI,O,X,O,O,X,X,O,O,X
SOTJILZ,X,X,O,O,O,X,O,X,O
SOTJIZL,X,X,O,O,O,X,O,X,X
SOTJLIZ,X,X,O,O,O,X,O,X,O
SOTJLZI,X,X,O,O,O,X,O,X,O
SOTJZIL,X,X,O,O,O,X,O,X,X
SOTJZLI,X,X,O,O,O,X,O,X,X
SOTZILJ,O,X,O,O,X,O,O,O,X
SOTZIJL,O,X,O,O,O,O,O,O,X
SOTZLIJ,O,X,O,O,X,X,O,O,X
SOTZLJI,O,X,O,O,X,X,O,O,X
SOTZJIL,O,X,O,O,O,O,O,O,X
SOTZJLI,O,X,O,O,O,X,O,O,X
SOITLJZ,X,X,O,O,O,X,O,X,X
SOITLZJ,O,X,O,O,X,X,O,O,X
SOITJLZ,X,X,O,O,O,X,O,X,X
SOITJZL,X,X,O,O,O,X,O,X,X
SOITZLJ,O,X,O,O,X,O,O,O,X
SOITZJL,O,X,O,O,O,O,O,O,X
SOILTJZ,X,X,O,O,O,X,X,X,X
SOILTZJ,O,X,O,O,X,X,X,O,X
SOILJTZ,X,X,O,O,O,X,X,X,X
SOILJZT,X,O,O,O,O,X,X,O,X
SOILZTJ,O,X,O,O,X,X,X,O,X
SOILZJT,O,O,O,O,O,X,X,O,X
SOIJTLZ,X,X,O,O,O,X,X,X,X
SOIJTZL,X,X,O,O,O,X,X,X,X
SOIJLTZ,X,X,O,O,O,X,X,X,X
SOIJLZT,X,O,O,O,O,X,X,O,X
SOIJZTL,X,O,X,O,O,X,X,O,X
SOIJZLT,X,O,O,O,O,X,X,O,X
SOIZTLJ,O,X,O,O,X,O,O,O,X
SOIZTJL,O,O,O,O,O,O,O,O,X
SOIZLTJ,O,X,O,O,X,X,X,O,X
SOIZLJT,O,O,O,O,O,X,X,O,X
SOIZJTL,O,O,X,O,O,O,O,O,X
SOIZJLT,O,O,O,O,O,X,X,O,X
SOLTIJZ,X,X,O,O,O,X,X,X,X
SOLTIZJ,O,X,O,O,X,X,X,O,X
SOLTJIZ,X,X,O,O,O,X,X,X,O
SOLTJZI,X,X,O,O,O,X,X,X,O
SOLTZIJ,O,X,O,O,X,X,X,O,X
SOLTZJI,O,X,O,O,X,X,X,O,X
SOLITJZ,X,X,O,O,O,X,X,X,X
SOLITZJ,O,X,O,O,X,X,X,O,X
SOLIJTZ,X,X,O,O,O,X,X,X,X
SOLIJZT,X,O,O,O,O,X,X,O,X
SOLIZTJ,O,X,O,O,X,X,X,O,X
SOLIZJT,O,O,O,O,O,X,X,O,X
SOLJTIZ,X,X,O,O,O,X,X,X,O
SOLJTZI,X,X,O,O,O,X,X,X,O
SOLJITZ,X,X,O,O,O,X,X,X,O
SOLJIZT,X,O,O,O,O,X,X,O,X
SOLJZTI,X,O,X,O,O,X,X,O,X
SOLJZIT,X,O,O,O,O,X,X,O,X
SOLZTIJ,O,X,O,O,X,X,X,O,X
SOLZTJI,O,X,O,O,X,X,X,O,X
SOLZITJ,O,X,O,O,X,X,X,O,X
SOLZIJT,O,O,O,O,O,X,X,O,X
SOLZJTI,O,O,X,O,O,X,X,O,X
SOLZJIT,O,O,O,O,O,X,X,O,X
SOJTILZ,X,X,O,O,O,X,X,X,O
SOJTIZL,X,X,O,O,O,X,X,X,X
SOJTLIZ,X,X,O,O,O,X,X,X,O
SOJTLZI,X,X,O,O,O,X,X,X,O
SOJTZIL,X,X,O,O,O,X,X,X,X
SOJTZLI,X,X,O,O,O,X,X,X,X
SOJITLZ,X,X,O,O,O,X,X,X,O
SOJITZL,X,X,O,O,O,X,X,X,X
SOJILTZ,X,X,O,O,O,X,X,X,O
SOJILZT,X,O,O,O,O,X,X,O,X
SOJIZTL,X,O,X,O,O,X,X,O,X
SOJIZLT,X,O,O,O,O,X,X,O,X
SOJLTIZ,X,X,O,O,O,X,X,X,O
SOJLTZI,X,X,O,O,O,X,X,X,O
SOJLITZ,X,X,O,O,O,X,X,X,O
SOJLIZT,X,O,O,O,O,X,X,O,X
SOJLZTI,X,O,X,O,O,X,X,O,X
SOJLZIT,X,O,O,O,O,X,X,O,X
SOJZTIL,X,O,X,O,O,X,X,O,X
SOJZTLI,X,O,X,O,O,X,X,O,X
SOJZITL,X,O,X,O,O,X,X,O,X
SOJZILT,X,O,O,O,O,X,X,O,X
SOJZLTI,X,O,X,O,O,X,X,O,X
SOJZLIT,X,O,O,O,O,X,X,O,X
SOZTILJ,O,X,O,O,X,O,O,O,X
SOZTIJL,O,O,O,O,O,O,O,O,X
SOZTLIJ,O,X,O,O,X,X,O,O,X
SOZTLJI,O,X,O,O,X,X,O,O,X
SOZTJIL,O,O,O,O,O,O,O,O,X
SOZTJLI,O,O,O,O,O,X,O,O,X
SOZITLJ,O,X,O,O,X,O,O,O,X
SOZITJL,O,O,O,O,O,O,O,O,X
SOZILTJ,O,X,O,O,X,X,X,O,X
SOZILJT,O,O,O,O,O,X,X,O,X
SOZIJTL,O,O,X,O,O,O,O,O,X
SOZIJLT,O,O,O,O,O,X,X,O,X
SOZLTIJ,O,X,O,O,X,X,X,O,X
SOZLTJI,O,X,O,O,X,X,X,O,X
SOZLITJ,O,X,O,O,X,X,X,O,X
SOZLIJT,O,O,O,O,O,X,X,O,X
SOZLJTI,O,O,X,O,O,X,X,O,X
SOZLJIT,O,O,O,O,O,X,X,O,X
SOZJTIL,O,O,X,O,O,O,O,O,X
SOZJTLI,O,O,X,O,O,X,O,O,X
SOZJITL,O,O,X,O,O,O,O,O,X
SOZJILT,O,O,O,O,O,X,X,O,X
SOZJLTI,O,O,X,O,O,X,X,O,X
SOZJLIT,O,O,O,O,O,X,X,O,X
ZTILJSO,O,O,X,X,X,O,X,X,X
