sequence,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBmhBziB5?oBqrBlsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gB6mBTiBe?oB5oBVxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBlhBaoB5?oBTnBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFUiBGjBFlB6?rB/tBTsB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhFlgBiiB5oB0?mBznBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeRAJvhFTiBFlB0mB6?tBXoBWxB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KeWFJvhF1mB5oBznBi?lB8rB3sB,v115@9gA8IeA8IeB8AeB8EeE8CeA8KefFJvhF0gBaoB5oBz?mB+sBlrB
ZLJTISO,O,X,O,O,X,X,X,X
ZLJTIOS,O,X,X,X,X,O,X,X
ZLJTSIO,O,X,O,O,X,X,X,X
ZLJTSOI,O,X,O,O,X,X,X,X
ZLJTOIS,O,X,X,X,X,O,X,X
ZLJTOSI,O,X,X,X,X,O,X,X
ZLJITSO,O,X,O,X,X,X,X,X
ZLJITOS,O,X,X,X,X,X,X,X
ZLJISTO,O,X,O,O,X,X,X,O
ZLJISOT,O,X,O,O,X,X,X,O
ZLJIOTS,X,X,X,X,X,X,X,X
ZLJIOST,X,X,X,X,X,X,X,O
ZLJSTIO,O,X,O,O,X,X,X,O
ZLJSTOI,O,X,O,O,X,X,X,O
ZLJSITO,O,X,O,O,X,X,X,O
ZLJSIOT,O,X,O,O,X,X,X,O
ZLJSOTI,O,X,O,O,X,X,X,O
ZLJSOIT,O,X,O,O,X,X,X,O
ZLJOTIS,X,X,X,X,X,O,X,X
ZLJOTSI,X,X,X,X,X,O,X,X
ZLJOITS,X,X,X,X,X,X,X,X
ZLJOIST,X,X,X,X,X,X,X,O
ZLJOSTI,X,X,X,X,X,X,X,O
ZLJOSIT,X,X,X,X,X,X,X,O
ZLSTIJO,O,X,O,O,X,X,X,O
ZLSTIOJ,O,X,O,O,O,O,X,X
ZLSTJIO,O,X,O,O,X,X,X,O
ZLSTJOI,O,X,O,O,X,X,X,O
ZLSTOIJ,O,X,O,O,O,O,X,X
ZLSTOJI,O,X,X,O,O,O,X,X
ZLSITJO,O,X,O,O,X,X,X,O
ZLSITOJ,O,X,O,O,O,X,X,X
ZLSIJTO,O,X,O,O,X,X,X,O
ZLSIJOT,O,X,O,O,X,X,X,O
ZLSIOTJ,O,X,O,O,O,X,X,X
ZLSIOJT,O,X,O,O,O,X,X,O
ZLSJTIO,O,X,O,O,X,X,X,O
ZLSJTOI,O,X,O,O,X,X,X,O
ZLSJITO,O,X,O,O,X,X,X,O
ZLSJIOT,O,X,O,O,X,X,X,O
ZLSJOTI,O,X,O,O,X,X,X,O
ZLSJOIT,O,X,O,O,X,X,X,O
ZLSOTIJ,O,X,O,O,O,O,X,X
ZLSOTJI,O,X,X,O,O,O,X,X
ZLSOITJ,O,X,O,O,O,X,X,X
ZLSOIJT,O,X,O,O,O,X,X,O
ZLSOJTI,O,X,O,O,O,X,X,O
ZLSOJIT,O,X,O,O,O,X,X,O
ZLOTIJS,X,X,X,O,X,O,X,X
ZLOTISJ,X,X,X,O,O,O,X,X
ZLOTJIS,X,X,X,O,X,O,X,X
ZLOTJSI,X,X,X,O,X,O,X,X
ZLOTSIJ,X,X,X,O,O,O,X,X
ZLOTSJI,X,X,X,O,O,O,X,X
ZLOITJS,X,X,X,O,X,O,X,X
ZLOITSJ,X,X,X,O,O,O,X,X
ZLOIJTS,X,X,X,X,X,X,X,X
ZLOIJST,X,X,X,O,O,X,X,X
ZLOISTJ,X,X,X,O,O,X,X,X
ZLOISJT,X,X,X,O,O,X,X,X
ZLOJTIS,X,X,X,O,X,O,X,X
ZLOJTSI,X,X,X,O,X,O,X,X
ZLOJITS,X,X,X,X,X,X,X,X
ZLOJIST,X,X,X,O,O,X,X,X
ZLOJSTI,X,X,X,O,O,X,X,X
ZLOJSIT,X,X,X,O,O,X,X,X
ZLOSTIJ,X,X,X,O,O,O,X,X
ZLOSTJI,X,X,X,O,O,O,X,X
ZLOSITJ,X,X,X,O,O,X,X,X
ZLOSIJT,X,X,X,O,O,X,X,X
ZLOSJTI,X,X,X,O,O,X,X,X
ZLOSJIT,X,X,X,O,O,X,X,X
ZJTILSO,X,O,O,X,X,X,X,X
ZJTILOS,X,O,X,X,X,O,X,X
ZJTISLO,X,O,O,X,X,X,X,X
ZJTISOL,X,O,O,X,X,X,X,X
ZJTIOLS,X,O,O,X,X,O,O,X
ZJTIOSL,X,O,O,X,X,X,O,X
ZJTLISO,X,O,O,X,X,X,X,X
ZJTLIOS,X,O,X,X,X,O,X,X
ZJTLSIO,X,O,O,X,X,X,X,X
ZJTLSOI,X,O,O,X,X,X,X,X
ZJTLOIS,X,O,X,X,X,O,X,X
ZJTLOSI,X,O,X,X,X,O,X,X
ZJTSILO,X,O,O,X,X,X,X,X
ZJTSIOL,X,O,O,X,X,X,X,X
ZJTSLIO,X,O,O,X,X,X,X,X
ZJTSLOI,X,O,O,X,X,X,X,X
ZJTSOIL,X,O,O,X,X,X,X,X
ZJTSOLI,X,O,O,X,X,X,X,X
ZJTOILS,X,O,O,X,X,O,O,X
ZJTOISL,X,O,O,X,X,X,O,X
ZJTOLIS,X,O,O,X,X,O,X,X
ZJTOLSI,X,O,O,X,X,O,X,X
ZJTOSIL,X,O,O,X,X,X,X,X
ZJTOSLI,X,O,O,X,X,X,X,X
ZJITLSO,X,O,O,X,X,X,X,X
ZJITLOS,X,O,X,X,X,X,X,X
ZJITSLO,X,O,O,X,X,X,X,X
ZJITSOL,X,O,O,X,X,X,X,X
ZJITOLS,X,O,O,X,X,X,O,X
ZJITOSL,X,O,O,X,X,X,O,X
ZJILTSO,X,X,O,X,X,X,X,X
ZJILTOS,X,X,X,X,X,X,X,X
ZJILSTO,X,X,O,X,X,X,X,O
ZJILSOT,X,X,O,X,X,X,X,O
ZJILOTS,X,X,X,X,X,X,X,X
ZJILOST,X,X,X,X,X,X,X,O
ZJISTLO,X,O,O,X,X,X,X,O
ZJISTOL,X,O,O,X,O,X,X,O
ZJISLTO,X,O,O,X,X,X,X,O
ZJISLOT,X,X,O,X,X,X,X,O
ZJISOTL,X,O,O,X,O,X,X,O
ZJISOLT,X,X,O,X,O,X,X,O
ZJIOTLS,X,X,O,X,X,X,O,X
ZJIOTSL,X,X,O,X,X,X,O,X
ZJIOLTS,X,X,O,X,X,X,X,X
ZJIOLST,X,X,O,X,O,X,X,O
ZJIOSTL,X,X,O,X,O,X,X,O
ZJIOSLT,X,X,O,X,O,X,X,O
ZJLTISO,X,X,O,X,X,X,X,X
ZJLTIOS,X,X,X,X,X,O,X,X
ZJLTSIO,X,X,O,X,X,X,X,X
ZJLTSOI,X,X,O,X,X,X,X,X
ZJLTOIS,X,X,X,X,X,O,X,X
ZJLTOSI,X,X,X,X,X,O,X,X
ZJLITSO,X,X,O,X,X,X,X,X
ZJLITOS,X,X,X,X,X,X,X,X
ZJLISTO,X,X,O,X,X,X,X,O
ZJLISOT,X,X,O,X,X,X,X,O
ZJLIOTS,X,X,X,X,X,X,X,X
ZJLIOST,X,X,X,X,X,X,X,O
ZJLSTIO,X,X,O,X,X,X,X,O
ZJLSTOI,X,X,O,X,X,X,X,O
ZJLSITO,X,X,O,X,X,X,X,O
ZJLSIOT,X,X,O,X,X,X,X,O
ZJLSOTI,X,X,O,X,X,X,X,O
ZJLSOIT,X,X,O,X,X,X,X,O
ZJLOTIS,X,X,X,X,X,O,X,X
ZJLOTSI,X,X,X,X,X,O,X,X
ZJLOITS,X,X,X,X,X,X,X,X
ZJLOIST,X,X,X,X,X,X,X,O
ZJLOSTI,X,X,X,X,X,X,X,O
ZJLOSIT,X,X,X,X,X,X,X,O
ZJSTILO,X,O,O,X,X,X,X,O
ZJSTIOL,X,O,O,X,O,X,X,O
ZJSTLIO,X,O,O,X,X,X,X,O
ZJSTLOI,X,O,O,X,X,X,X,O
ZJSTOIL,X,O,O,X,O,X,X,O
ZJSTOLI,X,O,O,X,O,X,X,O
ZJSITLO,X,O,O,X,X,X,X,O
ZJSITOL,X,O,O,X,O,X,X,O
ZJSILTO,X,O,O,X,X,X,X,O
ZJSILOT,X,X,O,X,X,X,X,O
ZJSIOTL,X,O,O,X,O,X,X,O
ZJSIOLT,X,X,O,X,O,X,X,O
ZJSLTIO,X,O,O,X,X,X,X,O
ZJSLTOI,X,O,O,X,X,X,X,O
ZJSLITO,X,O,O,X,X,X,X,O
ZJSLIOT,X,X,O,X,X,X,X,O
ZJSLOTI,X,X,O,X,X,X,X,O
ZJSLOIT,X,X,O,X,X,X,X,O
ZJSOTIL,X,O,O,X,O,X,X,O
ZJSOTLI,X,O,O,X,O,X,X,O
ZJSOITL,X,O,O,X,O,X,X,O
ZJSOILT,X,X,O,X,O,X,X,O
ZJSOLTI,X,X,O,X,O,X,X,O
ZJSOLIT,X,X,O,X,O,X,X,O
ZJOTILS,X,X,O,X,X,O,O,X
ZJOTISL,X,X,O,X,X,X,O,X
ZJOTLIS,X,X,O,X,X,O,X,X
ZJOTLSI,X,X,O,X,X,O,X,X
ZJOTSIL,X,X,O,X,X,X,X,X
ZJOTSLI,X,X,O,X,X,X,X,X
ZJOITLS,X,X,O,X,X,X,O,X
ZJOITSL,X,X,O,X,X,X,O,X
ZJOILTS,X,X,O,X,X,X,X,X
ZJOILST,X,X,O,X,O,X,X,O
ZJOISTL,X,X,O,X,O,X,X,O
ZJOISLT,X,X,O,X,O,X,X,O
ZJOLTIS,X,X,O,X,X,O,X,X
ZJOLTSI,X,X,O,X,X,O,X,X
ZJOLITS,X,X,O,X,X,X,X,X
ZJOLIST,X,X,O,X,O,X,X,O
ZJOLSTI,X,X,O,X,O,X,X,O
ZJOLSIT,X,X,O,X,O,X,X,O
ZJOSTIL,X,X,O,X,O,X,X,O
ZJOSTLI,X,X,O,X,O,X,X,O
ZJOSITL,X,X,O,X,O,X,X,O
ZJOSILT,X,X,O,X,O,X,X,O
ZJOSLTI,X,X,O,X,O,X,X,O
ZJOSLIT,X,X,O,X,O,X,X,O
ZSTILJO,O,O,O,O,X,X,X,O
ZSTILOJ,O,O,O,O,O,O,X,X
ZSTIJLO,O,O,O,O,X,X,X,O
ZSTIJOL,X,O,O,O,O,X,X,O
ZSTIOLJ,O,O,O,O,O,O,X,X
ZSTIOJL,X,O,O,O,O,X,X,X
ZSTLIJO,O,O,O,O,X,X,X,O
ZSTLIOJ,O,O,O,O,O,O,X,X
ZSTLJIO,O,O,O,O,X,X,X,O
ZSTLJOI,O,O,O,O,X,X,X,O
ZSTLOIJ,O,O,O,O,O,O,X,X
ZSTLOJI,O,O,X,O,O,O,X,X
ZSTJILO,O,O,O,O,X,X,X,O
ZSTJIOL,X,O,O,O,O,X,X,O
ZSTJLIO,O,O,O,O,X,X,X,O
ZSTJLOI,O,O,O,O,X,X,X,O
ZSTJOIL,X,O,O,O,O,X,X,O
ZSTJOLI,X,O,O,O,O,X,X,O
ZSTOILJ,O,O,O,O,O,O,X,X
ZSTOIJL,X,O,O,O,O,X,X,X
ZSTOLIJ,O,O,O,O,O,O,X,X
ZSTOLJI,O,O,X,O,O,O,X,X
ZSTOJIL,X,O,O,O,O,X,X,X
ZSTOJLI,X,O,O,O,O,X,X,X
ZSITLJO,O,O,O,X,X,X,X,O
ZSITLOJ,O,O,O,X,O,X,X,X
ZSITJLO,O,O,O,X,X,X,X,O
ZSITJOL,X,O,O,X,O,X,X,O
ZSITOLJ,O,O,O,X,O,X,X,X
ZSITOJL,X,O,O,X,O,X,X,X
ZSILTJO,O,O,O,X,X,X,X,O
ZSILTOJ,O,O,O,X,O,X,X,X
ZSILJTO,O,O,O,X,X,X,X,O
ZSILJOT,O,X,O,X,X,X,X,O
ZSILOTJ,O,X,O,X,O,X,X,X
ZSILOJT,O,X,O,X,O,X,X,O
ZSIJTLO,O,O,O,X,X,X,X,O
ZSIJTOL,X,O,O,X,O,X,X,O
ZSIJLTO,O,O,O,X,X,X,X,O
ZSIJLOT,O,X,O,X,X,X,X,O
ZSIJOTL,X,O,O,X,O,X,X,O
ZSIJOLT,O,X,O,X,O,X,X,O
ZSIOTLJ,X,O,O,X,O,X,X,X
ZSIOTJL,X,O,O,X,O,X,X,X
ZSIOLTJ,O,X,O,X,O,X,X,X
ZSIOLJT,O,X,O,X,O,X,X,O
ZSIOJTL,X,O,O,X,O,X,X,O
ZSIOJLT,O,X,O,X,O,X,X,O
ZSLTIJO,O,O,O,O,X,X,X,O
ZSLTIOJ,O,O,O,O,O,O,X,X
ZSLTJIO,O,O,O,O,X,X,X,O
ZSLTJOI,O,O,O,O,X,X,X,O
ZSLTOIJ,O,O,O,O,O,O,X,X
ZSLTOJI,O,O,X,O,O,O,X,X
ZSLITJO,O,O,O,O,X,X,X,O
ZSLITOJ,O,O,O,O,O,X,X,X
ZSLIJTO,O,O,O,O,X,X,X,O
ZSLIJOT,O,X,O,O,X,X,X,O
ZSLIOTJ,O,X,O,O,O,X,X,X
ZSLIOJT,O,X,O,O,O,X,X,O
ZSLJTIO,O,O,O,O,X,X,X,O
ZSLJTOI,O,O,O,O,X,X,X,O
ZSLJITO,O,O,O,O,X,X,X,O
ZSLJIOT,O,X,O,O,X,X,X,O
ZSLJOTI,O,X,O,O,X,X,X,O
ZSLJOIT,O,X,O,O,X,X,X,O
ZSLOTIJ,O,X,O,O,O,O,X,X
ZSLOTJI,O,X,X,O,O,O,X,X
ZSLOITJ,O,X,O,O,O,X,X,X
ZSLOIJT,O,X,O,O,O,X,X,O
ZSLOJTI,O,X,O,O,O,X,X,O
ZSLOJIT,O,X,O,O,O,X,X,O
ZSJTILO,O,O,O,O,X,X,X,O
ZSJTIOL,X,O,O,O,O,X,X,O
ZSJTLIO,O,O,O,O,X,X,X,O
ZSJTLOI,O,O,O,O,X,X,X,O
ZSJTOIL,X,O,O,O,O,X,X,O
ZSJTOLI,X,O,O,O,O,X,X,O
ZSJITLO,O,O,O,X,X,X,X,O
ZSJITOL,X,O,O,X,O,X,X,O
ZSJILTO,O,O,O,X,X,X,X,O
ZSJILOT,O,X,O,X,X,X,X,O
ZSJIOTL,X,O,O,X,O,X,X,O
ZSJIOLT,O,X,O,X,O,X,X,O
ZSJLTIO,O,O,O,O,X,X,X,O
ZSJLTOI,O,O,O,O,X,X,X,O
ZSJLITO,O,O,O,O,X,X,X,O
ZSJLIOT,O,X,O,O,X,X,X,O
ZSJLOTI,O,X,O,O,X,X,X,O
ZSJLOIT,O,X,O,O,X,X,X,O
ZSJOTIL,X,O,O,O,O,X,X,O
ZSJOTLI,X,O,O,O,O,X,X,O
ZSJOITL,X,O,O,O,O,X,X,O
ZSJOILT,O,X,O,X,O,X,X,O
ZSJOLTI,O,X,O,O,O,X,X,O
ZSJOLIT,O,X,O,O,O,X,X,O
ZSOTILJ,X,O,O,O,O,O,X,X
ZSOTIJL,X,O,O,O,O,X,X,X
ZSOTLIJ,X,O,O,O,O,O,X,X
ZSOTLJI,X,O,X,O,O,O,X,X
ZSOTJIL,X,O,O,O,O,X,X,X
ZSOTJLI,X,O,O,O,O,X,X,X
ZSOITLJ,X,O,O,O,O,X,X,X
ZSOITJL,X,O,O,O,O,X,X,X
ZSOILTJ,O,X,O,X,O,X,X,X
ZSOILJT,O,X,O,X,O,X,X,O
ZSOIJTL,X,O,O,O,O,X,X,O
ZSOIJLT,O,X,O,X,O,X,X,O
ZSOLTIJ,O,X,O,O,O,O,X,X
ZSOLTJI,O,X,X,O,O,O,X,X
ZSOLITJ,O,X,O,O,O,X,X,X
ZSOLIJT,O,X,O,O,O,X,X,O
ZSOLJTI,O,X,O,O,O,X,X,O
ZSOLJIT,O,X,O,O,O,X,X,O
ZSOJTIL,X,O,O,O,O,X,X,O
ZSOJTLI,X,O,O,O,O,X,X,O
ZSOJITL,X,O,O,O,O,X,X,O
ZSOJILT,O,X,O,X,O,X,X,O
ZSOJLTI,O,X,O,O,O,X,X,O
ZSOJLIT,O,X,O,O,O,X,X,O
ZOTILJS,X,X,X,X,X,O,X,X
ZOTILSJ,X,X,X,O,O,O,X,X
ZOTIJLS,X,X,X,X,X,O,O,X
ZOTIJSL,X,X,X,O,X,X,O,X
ZOTISLJ,X,X,X,O,O,O,X,X
ZOTISJL,X,X,X,O,O,X,X,X
ZOTLIJS,X,X,X,O,X,O,X,X
ZOTLISJ,X,X,X,O,O,O,X,X
ZOTLJIS,X,X,X,O,X,O,X,X
ZOTLJSI,X,X,X,O,X,O,X,X
ZOTLSIJ,X,X,X,O,O,O,X,X
ZOTLSJI,X,X,X,O,O,O,X,X
ZOTJILS,X,X,X,X,X,O,O,X
ZOTJISL,X,X,X,O,X,X,O,X
ZOTJLIS,X,X,X,X,X,O,X,X
ZOTJLSI,X,X,X,X,X,O,X,X
ZOTJSIL,X,X,X,O,X,X,X,X
ZOTJSLI,X,X,X,O,X,X,X,X
ZOTSILJ,X,X,X,O,O,O,X,X
ZOTSIJL,X,X,X,O,O,X,X,X
ZOTSLIJ,X,X,X,O,O,O,X,X
ZOTSLJI,X,X,X,O,O,O,X,X
ZOTSJIL,X,X,X,O,O,X,X,X
ZOTSJLI,X,X,X,O,O,X,X,X
ZOITLJS,X,X,X,X,X,O,X,X
ZOITLSJ,X,X,X,O,O,O,X,X
ZOITJLS,X,X,X,X,X,O,O,X
ZOITJSL,X,X,X,O,X,X,O,X
ZOITSLJ,X,X,X,O,O,O,X,X
ZOITSJL,X,X,X,O,O,X,X,X
ZOILTJS,X,X,X,X,X,O,X,X
ZOILTSJ,X,X,X,X,O,O,X,X
ZOILJTS,X,X,X,X,X,X,X,X
ZOILJST,X,X,X,X,O,X,X,X
ZOILSTJ,X,X,X,X,O,X,X,X
ZOILSJT,X,X,X,X,O,X,X,X
ZOIJTLS,X,X,X,X,X,X,O,X
ZOIJTSL,X,X,X,X,X,X,O,X
ZOIJLTS,X,X,X,X,X,X,X,X
ZOIJLST,X,X,X,X,O,X,X,X
ZOIJSTL,X,X,X,X,O,X,X,X
ZOIJSLT,X,X,X,X,O,X,X,X
ZOISTLJ,X,X,X,O,O,X,X,X
ZOISTJL,X,X,X,O,O,X,X,X
ZOISLTJ,X,X,X,X,O,X,X,X
ZOISLJT,X,X,X,X,O,X,X,X
ZOISJTL,X,X,X,O,O,X,X,X
ZOISJLT,X,X,X,X,O,X,X,X
ZOLTIJS,X,X,X,O,X,O,X,X
ZOLTISJ,X,X,X,O,O,O,X,X
ZOLTJIS,X,X,X,O,X,O,X,X
ZOLTJSI,X,X,X,O,X,O,X,X
ZOLTSIJ,X,X,X,O,O,O,X,X
ZOLTSJI,X,X,X,O,O,O,X,X
ZOLITJS,X,X,X,O,X,O,X,X
ZOLITSJ,X,X,X,O,O,O,X,X
ZOLIJTS,X,X,X,X,X,X,X,X
ZOLIJST,X,X,X,O,O,X,X,X
ZOLISTJ,X,X,X,O,O,X,X,X
ZOLISJT,X,X,X,O,O,X,X,X
ZOLJTIS,X,X,X,O,X,O,X,X
ZOLJTSI,X,X,X,O,X,O,X,X
ZOLJITS,X,X,X,X,X,X,X,X
ZOLJIST,X,X,X,O,O,X,X,X
ZOLJSTI,X,X,X,O,O,X,X,X
ZOLJSIT,X,X,X,O,O,X,X,X
ZOLSTIJ,X,X,X,O,O,O,X,X
ZOLSTJI,X,X,X,O,O,O,X,X
ZOLSITJ,X,X,X,O,O,X,X,X
ZOLSIJT,X,X,X,O,O,X,X,X
ZOLSJTI,X,X,X,O,O,X,X,X
ZOLSJIT,X,X,X,O,O,X,X,X
ZOJTILS,X,X,X,X,X,O,O,X
ZOJTISL,X,X,X,O,X,X,O,X
ZOJTLIS,X,X,X,X,X,O,X,X
ZOJTLSI,X,X,X,X,X,O,X,X
ZOJTSIL,X,X,X,O,X,X,X,X
ZOJTSLI,X,X,X,O,X,X,X,X
ZOJITLS,X,X,X,X,X,X,O,X
ZOJITSL,X,X,X,X,X,X,O,X
ZOJILTS,X,X,X,X,X,X,X,X
ZOJILST,X,X,X,X,O,X,X,X
ZOJISTL,X,X,X,X,O,X,X,X
ZOJISLT,X,X,X,X,O,X,X,X
ZOJLTIS,X,X,X,X,X,O,X,X
ZOJLTSI,X,X,X,X,X,O,X,X
ZOJLITS,X,X,X,X,X,X,X,X
ZOJLIST,X,X,X,X,O,X,X,X
ZOJLSTI,X,X,X,X,O,X,X,X
ZOJLSIT,X,X,X,X,O,X,X,X
ZOJSTIL,X,X,X,O,O,X,X,X
ZOJSTLI,X,X,X,O,O,X,X,X
ZOJSITL,X,X,X,O,O,X,X,X
ZOJSILT,X,X,X,X,O,X,X,X
ZOJSLTI,X,X,X,O,O,X,X,X
ZOJSLIT,X,X,X,X,O,X,X,X
ZOSTILJ,X,X,X,O,O,O,X,X
ZOSTIJL,X,X,X,O,O,X,X,X
ZOSTLIJ,X,X,X,O,O,O,X,X
ZOSTLJI,X,X,X,O,O,O,X,X
ZOSTJIL,X,X,X,O,O,X,X,X
ZOSTJLI,X,X,X,O,O,X,X,X
ZOSITLJ,X,X,X,O,O,X,X,X
ZOSITJL,X,X,X,O,O,X,X,X
ZOSILTJ,X,X,X,X,O,X,X,X
ZOSILJT,X,X,X,X,O,X,X,X
ZOSIJTL,X,X,X,O,O,X,X,X
ZOSIJLT,X,X,X,X,O,X,X,X
ZOSLTIJ,X,X,X,O,O,O,X,X
ZOSLTJI,X,X,X,O,O,O,X,X
ZOSLITJ,X,X,X,O,O,X,X,X
ZOSLIJT,X,X,X,O,O,X,X,X
ZOSLJTI,X,X,X,O,O,X,X,X
ZOSLJIT,X,X,X,O,O,X,X,X
ZOSJTIL,X,X,X,O,O,X,X,X
ZOSJTLI,X,X,X,O,O,X,X,X
ZOSJITL,X,X,X,O,O,X,X,X
ZOSJILT,X,X,X,X,O,X,X,X
ZOSJLTI,X,X,X,O,O,X,X,X
ZOSJLIT,X,X,X,O,O,X,X,X
OTILJSZ,O,O,X,O,X,X,O,X
OTILJZS,O,O,X,O,X,X,O,X
OTILSJZ,O,O,X,O,X,X,X,X
OTILSZJ,O,O,X,O,X,X,X,X
OTILZJS,O,X,X,O,X,O,X,X
OTILZSJ,O,X,X,O,X,O,X,X
OTIJLSZ,O,O,X,X,X,X,O,X
OTIJLZS,O,O,X,X,X,X,O,X
OTIJSLZ,O,O,X,O,X,X,O,X
OTIJSZL,X,O,X,O,X,X,O,X
OTIJZLS,X,O,X,X,X,X,O,X
OTIJZSL,X,O,X,O,X,X,O,X
OTISLJZ,O,O,X,O,X,X,X,X
OTISLZJ,O,O,X,O,O,X,X,X
OTISJLZ,O,O,X,O,X,X,O,X
OTISJZL,X,O,X,O,O,X,O,X
OTISZLJ,O,O,X,O,O,X,X,X
OTISZJL,X,O,X,O,O,X,X,X
OTIZLJS,O,X,X,X,X,O,X,X
OTIZLSJ,O,X,X,O,O,O,X,X
OTIZJLS,X,X,X,X,X,O,O,X
OTIZJSL,X,X,X,O,X,X,O,X
OTIZSLJ,O,X,X,O,O,O,X,X
OTIZSJL,X,X,X,O,O,X,X,X
OTLIJSZ,O,O,X,O,X,X,O,X
OTLIJZS,O,O,X,O,X,X,O,X
OTLISJZ,O,O,X,O,X,X,X,X
OTLISZJ,O,O,X,O,X,X,X,X
OTLIZJS,O,X,X,O,X,O,X,X
OTLIZSJ,O,X,X,O,X,O,X,X
OTLJISZ,O,O,X,O,X,X,O,X
OTLJIZS,O,O,X,O,X,X,O,X
OTLJSIZ,O,O,X,O,X,X,X,X
OTLJSZI,O,O,X,O,X,X,X,X
OTLJZIS,O,O,X,O,X,X,X,X
OTLJZSI,O,O,X,O,X,X,X,X
OTLSIJZ,O,O,X,O,X,X,X,X
OTLSIZJ,O,O,X,O,X,X,X,X
OTLSJIZ,O,O,X,O,X,X,X,X
OTLSJZI,O,O,X,O,X,X,X,X
OTLSZIJ,O,O,X,O,X,X,X,X
OTLSZJI,O,O,X,O,X,X,X,X
OTLZIJS,O,X,X,O,X,O,X,X
OTLZISJ,O,X,X,O,X,O,X,X
OTLZJIS,O,O,X,O,X,O,X,X
OTLZJSI,O,O,X,O,X,O,X,X
OTLZSIJ,O,O,X,O,X,O,X,X
OTLZSJI,O,O,X,O,X,O,X,X
OTJILSZ,O,O,X,X,X,X,O,X
OTJILZS,O,O,X,X,X,X,O,X
OTJISLZ,O,O,X,O,X,X,O,X
OTJISZL,X,O,X,O,X,X,O,X
OTJIZLS,X,O,X,X,X,X,O,X
OTJIZSL,X,O,X,O,X,X,O,X
OTJLISZ,O,O,X,O,X,X,O,X
OTJLIZS,O,O,X,O,X,X,O,X
OTJLSIZ,O,O,X,O,X,X,X,X
OTJLSZI,O,O,X,O,X,X,X,X
OTJLZIS,O,O,X,O,X,X,X,X
OTJLZSI,O,O,X,O,X,X,X,X
OTJSILZ,O,O,X,O,X,X,O,X
OTJSIZL,X,O,X,O,X,X,O,X
OTJSLIZ,O,O,X,O,X,X,X,X
OTJSLZI,O,O,X,O,X,X,X,X
OTJSZIL,X,O,X,O,X,X,X,X
OTJSZLI,X,O,X,O,X,X,X,X
OTJZILS,X,O,X,X,X,X,O,X
OTJZISL,X,O,X,O,X,X,O,X
OTJZLIS,X,O,X,X,X,X,X,X
OTJZLSI,X,O,X,X,X,X,X,X
OTJZSIL,X,O,X,O,X,X,X,X
OTJZSLI,X,O,X,O,X,X,X,X
OTSILJZ,O,O,X,O,X,X,X,X
OTSILZJ,O,O,X,O,O,X,X,X
OTSIJLZ,O,O,X,O,X,X,O,X
OTSIJZL,X,O,X,O,O,X,O,X
OTSIZLJ,O,O,X,O,O,X,X,X
OTSIZJL,X,O,X,O,O,X,X,X
OTSLIJZ,O,O,X,O,X,X,X,X
OTSLIZJ,O,O,X,O,O,X,X,X
OTSLJIZ,O,O,X,O,X,X,X,X
OTSLJZI,O,O,X,O,X,X,X,X
OTSLZIJ,O,O,X,O,O,X,X,X
OTSLZJI,O,O,X,O,O,X,X,X
OTSJILZ,O,O,X,O,X,X,O,X
OTSJIZL,X,O,X,O,O,X,O,X
OTSJLIZ,O,O,X,O,X,X,X,X
OTSJLZI,O,O,X,O,X,X,X,X
OTSJZIL,X,O,X,O,O,X,X,X
OTSJZLI,X,O,X,O,O,X,X,X
OTSZILJ,O,O,X,O,O,X,X,X
OTSZIJL,X,O,X,O,O,X,X,X
OTSZLIJ,O,O,X,O,O,X,X,X
OTSZLJI,O,O,X,O,O,X,X,X
OTSZJIL,X,O,X,O,O,X,X,X
OTSZJLI,X,O,X,O,O,X,X,X
OTZILJS,O,X,X,X,X,O,X,X
OTZILSJ,O,X,X,O,O,O,X,X
OTZIJLS,X,X,X,X,X,O,O,X
OTZIJSL,X,X,X,O,X,X,O,X
OTZISLJ,O,X,X,O,O,O,X,X
OTZISJL,X,X,X,O,O,X,X,X
OTZLIJS,O,X,X,O,X,O,X,X
OTZLISJ,O,X,X,O,O,O,X,X
OTZLJIS,O,O,X,O,X,O,X,X
OTZLJSI,O,O,X,O,X,O,X,X
OTZLSIJ,O,O,X,O,O,O,X,X
OTZLSJI,O,O,X,O,O,O,X,X
OTZJILS,X,O,X,X,X,O,O,X
OTZJISL,X,O,X,O,X,X,O,X
OTZJLIS,X,O,X,X,X,O,X,X
OTZJLSI,X,O,X,X,X,O,X,X
OTZJSIL,X,O,X,O,X,X,X,X
OTZJSLI,X,O,X,O,X,X,X,X
OTZSILJ,O,O,X,O,O,O,X,X
OTZSIJL,X,O,X,O,O,X,X,X
OTZSLIJ,O,O,X,O,O,O,X,X
OTZSLJI,O,O,X,O,O,O,X,X
OTZSJIL,X,O,X,O,O,X,X,X
