sequence,v115@XhA8AeF8AeE8JeOEJvhF0hB6nBTjBRlBXlBFrB,v115@XhA8AeF8AeE8JeKEJvhFflB0gBxhBTjBGnBFrB,v115@XhA8AeF8AeE8Je0/IvhFxgB6nBTjB2pBfrBlrB,v115@XhA8AeF8AeE8JeKEJvhFzfBRhBGjB3lBcrBlsB,v115@XhA8AeF8AeE8Je3AJvhFTjB0kBxmBikBGnBFrB,v115@XhA8AeF8AeE8Jem/IvhFSoBTkBRmB3lBcrBlsB
SZLIOJT,X,X,O,O,O,X
SZLJTIO,O,X,O,O,X,X
SZLJTOI,O,X,O,O,X,X
SZLJITO,X,X,O,O,X,X
SZLJIOT,X,X,O,O,X,X
SZLJOTI,O,X,O,O,X,X
SZLJOIT,X,X,O,O,X,X
SZLOTIJ,O,X,O,O,X,X
SZLOTJI,O,X,O,O,X,X
SZLOITJ,X,X,X,O,O,X
SZLOIJT,X,X,O,O,O,X
SZLOJTI,O,X,O,O,X,X
SZLOJIT,X,X,O,O,X,X
SZJTILO,O,X,O,O,X,X
SZJTIOL,O,X,O,O,X,X
SZJTLIO,O,X,O,O,X,X
SZJTLOI,O,X,O,O,X,X
SZJTOIL,O,X,O,O,X,X
SZJTOLI,O,X,O,O,X,X
SZJITLO,X,X,O,O,X,X
SZJITOL,X,X,O,O,X,X
SZJILTO,X,X,O,O,X,X
SZJILOT,X,X,O,O,X,X
SZJIOTL,X,X,O,X,O,X
SZJIOLT,X,X,O,O,O,X
SZJLTIO,O,X,O,O,X,X
SZJLTOI,O,X,O,O,X,X
SZJLITO,X,X,O,O,X,X
SZJLIOT,X,X,O,O,X,X
SZJLOTI,O,X,O,O,X,X
SZJLOIT,X,X,O,O,X,X
SZJOTIL,O,X,O,X,X,X
SZJOTLI,O,X,O,X,X,X
SZJOITL,X,X,O,X,O,X
SZJOILT,X,X,O,O,O,X
SZJOLTI,O,X,O,O,X,X
SZJOLIT,X,X,O,O,X,X
SZOTILJ,O,X,O,O,O,X
SZOTIJL,O,X,O,O,O,X
SZOTLIJ,O,X,O,O,O,X
SZOTLJI,O,X,O,O,X,X
SZOTJIL,O,X,O,O,O,X
SZOTJLI,O,X,O,O,X,X
SZOITLJ,X,X,O,O,O,X
SZOITJL,X,X,O,O,O,X
SZOILTJ,X,X,X,O,O,X
SZOILJT,X,X,O,O,O,X
SZOIJTL,X,X,O,X,O,X
SZOIJLT,X,X,O,O,O,X
SZOLTIJ,O,X,O,O,X,X
SZOLTJI,O,X,O,O,X,X
SZOLITJ,X,X,X,O,O,X
SZOLIJT,X,X,O,O,O,X
SZOLJTI,O,X,O,O,X,X
SZOLJIT,X,X,O,O,X,X
SZOJTIL,O,X,O,X,X,X
SZOJTLI,O,X,O,X,X,X
SZOJITL,X,X,O,X,O,X
SZOJILT,X,X,O,O,O,X
SZOJLTI,O,X,O,O,X,X
SZOJLIT,X,X,O,O,X,X
SOTILJZ,O,X,O,X,X,X
SOTILZJ,O,X,O,X,O,X
SOTIJLZ,O,X,O,X,X,X
SOTIJZL,O,X,O,X,O,X
SOTIZLJ,O,X,O,X,O,X
SOTIZJL,O,X,O,X,O,X
SOTLIJZ,O,O,O,X,X,X
SOTLIZJ,O,O,O,X,O,X
SOTLJIZ,O,O,O,X,X,X
SOTLJZI,O,O,O,X,X,X
SOTLZIJ,O,O,O,X,O,X
SOTLZJI,O,O,O,X,X,X
SOTJILZ,O,O,O,X,X,X
SOTJIZL,O,X,O,X,O,X
SOTJLIZ,O,O,O,X,X,X
SOTJLZI,O,O,O,X,X,X
SOTJZIL,O,X,O,X,O,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,O,X,O,X,O,X
SOTZIJL,O,X,O,X,O,X
SOTZLIJ,O,X,O,X,O,X
SOTZLJI,O,X,O,X,X,X
SOTZJIL,O,X,O,X,O,X
SOTZJLI,O,X,O,X,X,X
SOITLJZ,X,X,O,X,X,X
SOITLZJ,X,X,O,X,X,X
SOITJLZ,X,X,O,X,X,X
SOITJZL,X,X,O,X,X,X
SOITZLJ,X,X,O,X,O,X
SOITZJL,X,X,O,X,O,X
SOILTJZ,X,X,O,X,X,X
SOILTZJ,X,X,O,X,X,X
SOILJTZ,X,X,O,X,X,O
SOILJZT,X,X,O,X,X,O
SOILZTJ,X,X,X,X,O,X
SOILZJT,X,X,O,X,O,X
SOIJTLZ,X,X,O,X,X,X
SOIJTZL,X,X,O,X,X,X
SOIJLTZ,X,X,O,X,X,O
SOIJLZT,X,X,O,X,X,O
SOIJZTL,X,X,O,X,O,X
SOIJZLT,X,X,O,X,O,X
SOIZTLJ,X,X,O,X,O,X
SOIZTJL,X,X,O,X,O,X
SOIZLTJ,X,X,X,X,O,X
SOIZLJT,X,X,O,X,O,X
SOIZJTL,X,X,O,X,O,X
SOIZJLT,X,X,O,X,O,X
SOLTIJZ,O,O,O,X,X,X
SOLTIZJ,O,O,O,X,X,X
SOLTJIZ,O,O,O,X,X,X
SOLTJZI,O,O,O,X,X,X
SOLTZIJ,O,O,O,X,X,X
SOLTZJI,O,O,O,X,X,X
SOLITJZ,X,O,O,X,X,X
SOLITZJ,X,O,O,X,X,X
SOLIJTZ,X,O,O,X,X,O
SOLIJZT,X,O,O,X,X,O
SOLIZTJ,X,O,X,X,X,X
SOLIZJT,X,O,O,X,X,X
SOLJTIZ,O,O,O,X,X,X
SOLJTZI,O,O,O,X,X,X
SOLJITZ,X,O,O,X,X,O
SOLJIZT,X,O,O,X,X,O
SOLJZTI,O,O,O,X,X,X
SOLJZIT,X,O,O,X,X,X
SOLZTIJ,O,O,O,X,X,X
SOLZTJI,O,O,O,X,X,X
SOLZITJ,X,O,X,X,X,X
SOLZIJT,X,O,O,X,X,X
SOLZJTI,O,O,O,X,X,X
SOLZJIT,X,O,O,X,X,X
SOJTILZ,O,O,O,X,X,X
SOJTIZL,O,X,O,X,X,X
SOJTLIZ,O,O,O,X,X,X
SOJTLZI,O,O,O,X,X,X
SOJTZIL,O,X,O,X,X,X
SOJTZLI,O,X,O,X,X,X
SOJITLZ,X,O,O,X,X,X
SOJITZL,X,X,O,X,X,X
SOJILTZ,X,O,O,X,X,O
SOJILZT,X,O,O,X,X,O
SOJIZTL,X,X,O,X,X,X
SOJIZLT,X,X,O,X,X,X
SOJLTIZ,O,O,O,X,X,X
SOJLTZI,O,O,O,X,X,X
SOJLITZ,X,O,O,X,X,O
SOJLIZT,X,O,O,X,X,O
SOJLZTI,O,O,O,X,X,X
SOJLZIT,X,O,O,X,X,X
SOJZTIL,O,X,O,X,X,X
SOJZTLI,O,X,O,X,X,X
SOJZITL,X,X,O,X,X,X
SOJZILT,X,X,O,X,X,X
SOJZLTI,O,X,O,X,X,X
SOJZLIT,X,X,O,X,X,X
SOZTILJ,O,X,O,X,O,X
SOZTIJL,O,X,O,X,O,X
SOZTLIJ,O,X,O,X,O,X
SOZTLJI,O,X,O,X,X,X
SOZTJIL,O,X,O,X,O,X
SOZTJLI,O,X,O,X,X,X
SOZITLJ,X,X,O,X,O,X
SOZITJL,X,X,O,X,O,X
SOZILTJ,X,X,X,X,O,X
SOZILJT,X,X,O,X,O,X
SOZIJTL,X,X,O,X,O,X
SOZIJLT,X,X,O,X,O,X
SOZLTIJ,O,X,O,X,X,X
SOZLTJI,O,X,O,X,X,X
SOZLITJ,X,X,X,X,O,X
SOZLIJT,X,X,O,X,O,X
SOZLJTI,O,X,O,X,X,X
SOZLJIT,X,X,O,X,X,X
SOZJTIL,O,X,O,X,X,X
SOZJTLI,O,X,O,X,X,X
SOZJITL,X,X,O,X,O,X
SOZJILT,X,X,O,X,O,X
SOZJLTI,O,X,O,X,X,X
SOZJLIT,X,X,O,X,X,X
ZTILJSO,O,X,X,O,X,X
ZTILJOS,O,X,X,O,X,X
ZTILSJO,O,X,X,O,X,X
ZTILSOJ,O,X,X,O,O,X
ZTILOJS,O,X,X,O,X,X
ZTILOSJ,O,X,X,O,O,X
ZTIJLSO,O,X,X,O,X,X
ZTIJLOS,O,X,X,O,X,X
ZTIJSLO,O,X,X,O,X,X
ZTIJSOL,O,X,X,O,O,X
ZTIJOLS,O,X,X,O,X,X
ZTIJOSL,O,X,X,O,O,X
ZTISLJO,O,X,X,O,X,X
ZTISLOJ,O,X,X,O,O,X
ZTISJLO,O,X,X,O,X,X
ZTISJOL,O,X,X,O,O,X
ZTISOLJ,O,X,X,O,O,X
ZTISOJL,O,X,X,O,O,X
ZTIOLJS,O,X,X,O,X,X
ZTIOLSJ,O,X,X,O,O,X
ZTIOJLS,O,X,X,O,X,X
ZTIOJSL,O,X,X,O,O,X
ZTIOSLJ,O,X,X,O,O,X
ZTIOSJL,O,X,X,O,O,X
ZTLIJSO,O,X,X,O,X,X
ZTLIJOS,O,X,X,O,X,X
ZTLISJO,O,X,X,O,X,X
ZTLISOJ,O,X,X,O,O,X
ZTLIOJS,O,X,X,O,X,X
ZTLIOSJ,O,X,X,O,O,X
ZTLJISO,O,O,X,O,X,X
ZTLJIOS,O,O,X,O,X,X
ZTLJSIO,O,O,X,O,X,X
ZTLJSOI,O,O,X,O,X,X
ZTLJOIS,O,O,X,O,X,X
ZTLJOSI,O,O,X,O,X,X
ZTLSIJO,O,O,X,O,X,X
ZTLSIOJ,O,O,X,O,O,X
ZTLSJIO,O,O,X,O,X,X
ZTLSJOI,O,O,X,O,X,X
ZTLSOIJ,O,O,X,O,O,X
ZTLSOJI,O,O,X,O,X,X
ZTLOIJS,O,X,X,O,X,X
ZTLOISJ,O,X,X,O,O,X
ZTLOJIS,O,O,X,O,X,X
ZTLOJSI,O,O,X,O,X,X
ZTLOSIJ,O,O,X,O,O,X
ZTLOSJI,O,O,X,O,X,X
ZTJILSO,O,O,X,O,X,X
ZTJILOS,O,O,X,O,X,X
ZTJISLO,O,X,X,O,X,X
ZTJISOL,O,X,X,O,O,X
ZTJIOLS,O,O,X,O,X,X
ZTJIOSL,O,X,X,O,O,X
ZTJLISO,O,O,X,O,X,X
ZTJLIOS,O,O,X,O,X,X
ZTJLSIO,O,O,X,O,X,X
ZTJLSOI,O,O,X,O,X,X
ZTJLOIS,O,O,X,O,X,X
ZTJLOSI,O,O,X,O,X,X
ZTJSILO,O,X,X,O,X,X
ZTJSIOL,O,X,X,O,O,X
ZTJSLIO,O,X,X,O,X,X
ZTJSLOI,O,X,X,O,X,X
ZTJSOIL,O,X,X,O,O,X
ZTJSOLI,O,X,X,O,X,X
ZTJOILS,O,O,X,O,X,X
ZTJOISL,O,X,X,O,O,X
ZTJOLIS,O,O,X,O,X,X
ZTJOLSI,O,O,X,O,X,X
ZTJOSIL,O,X,X,O,O,X
ZTJOSLI,O,X,X,O,X,X
ZTSILJO,O,X,X,O,X,X
ZTSILOJ,O,X,X,O,O,X
ZTSIJLO,O,X,X,O,X,X
ZTSIJOL,O,X,X,O,O,X
ZTSIOLJ,O,X,X,O,O,X
ZTSIOJL,O,X,X,O,O,X
ZTSLIJO,O,X,X,O,X,X
ZTSLIOJ,O,X,X,O,O,X
ZTSLJIO,O,X,X,O,X,X
ZTSLJOI,O,X,X,O,X,X
ZTSLOIJ,O,X,X,O,O,X
ZTSLOJI,O,X,X,O,X,X
ZTSJILO,O,X,X,O,X,X
ZTSJIOL,O,X,X,O,O,X
ZTSJLIO,O,X,X,O,X,X
ZTSJLOI,O,X,X,O,X,X
ZTSJOIL,O,X,X,O,O,X
ZTSJOLI,O,X,X,O,X,X
ZTSOILJ,O,X,X,O,O,X
ZTSOIJL,O,X,X,O,O,X
ZTSOLIJ,O,X,X,O,O,X
ZTSOLJI,O,X,X,O,X,X
ZTSOJIL,O,X,X,O,O,X
ZTSOJLI,O,X,X,O,X,X
ZTOILJS,O,X,X,O,X,X
ZTOILSJ,O,X,X,O,O,X
ZTOIJLS,O,X,X,O,X,X
ZTOIJSL,O,X,X,O,O,X
ZTOISLJ,O,X,X,O,O,X
ZTOISJL,O,X,X,O,O,X
ZTOLIJS,O,X,X,O,X,X
ZTOLISJ,O,X,X,O,O,X
ZTOLJIS,O,O,X,O,X,X
ZTOLJSI,O,O,X,O,X,X
ZTOLSIJ,O,O,X,O,O,X
ZTOLSJI,O,O,X,O,X,X
ZTOJILS,O,O,X,O,X,X
ZTOJISL,O,X,X,O,O,X
ZTOJLIS,O,O,X,O,X,X
ZTOJLSI,O,O,X,O,X,X
ZTOJSIL,O,X,X,O,O,X
ZTOJSLI,O,X,X,O,X,X
ZTOSILJ,O,X,X,O,O,X
ZTOSIJL,O,X,X,O,O,X
ZTOSLIJ,O,X,X,O,O,X
ZTOSLJI,O,X,X,O,X,X
ZTOSJIL,O,X,X,O,O,X
ZTOSJLI,O,X,X,O,X,X
ZITLJSO,O,X,X,O,X,X
ZITLJOS,O,X,X,O,X,X
ZITLSJO,O,X,X,O,X,X
ZITLSOJ,O,X,X,O,O,X
ZITLOJS,O,X,X,O,X,X
ZITLOSJ,O,X,X,O,O,X
ZITJLSO,O,X,X,O,X,X
ZITJLOS,O,X,X,O,X,X
ZITJSLO,O,X,X,O,X,X
ZITJSOL,O,X,X,O,O,X
ZITJOLS,O,X,X,O,X,X
ZITJOSL,O,X,X,O,O,X
ZITSLJO,O,X,X,O,X,X
ZITSLOJ,O,X,X,O,O,X
ZITSJLO,O,X,X,O,X,X
ZITSJOL,O,X,X,O,O,X
ZITSOLJ,O,X,X,O,O,X
ZITSOJL,O,X,X,O,O,X
ZITOLJS,O,X,X,O,X,X
ZITOLSJ,O,X,X,O,O,X
ZITOJLS,O,X,X,O,X,X
ZITOJSL,O,X,X,O,O,X
ZITOSLJ,O,X,X,O,O,X
ZITOSJL,O,X,X,O,O,X
ZILTJSO,O,X,X,O,X,X
ZILTJOS,O,X,X,O,X,X
ZILTSJO,O,X,X,O,X,X
ZILTSOJ,O,X,X,O,X,X
ZILTOJS,O,X,X,O,X,X
ZILTOSJ,O,X,X,O,X,X
ZILJTSO,O,X,X,O,X,X
ZILJTOS,O,X,X,O,X,X
ZILJSTO,X,X,X,O,X,X
ZILJSOT,X,X,X,O,X,X
ZILJOTS,O,X,X,O,X,X
ZILJOST,X,X,X,O,X,X
ZILSTJO,X,X,X,O,X,X
ZILSTOJ,X,X,X,O,X,X
ZILSJTO,X,X,X,O,X,X
ZILSJOT,X,X,X,O,X,X
ZILSOTJ,X,X,X,O,O,X
ZILSOJT,X,X,X,O,O,X
ZILOTJS,O,X,X,O,X,X
ZILOTSJ,O,X,X,O,X,X
ZILOJTS,O,X,X,O,X,O
ZILOJST,X,X,X,O,X,O
ZILOSTJ,X,X,X,O,O,X
ZILOSJT,X,X,X,O,O,X
ZIJTLSO,O,X,X,O,X,X
ZIJTLOS,O,X,X,O,X,X
ZIJTSLO,O,X,X,O,X,X
ZIJTSOL,O,X,X,O,X,X
ZIJTOLS,O,X,X,O,X,X
ZIJTOSL,O,X,X,O,X,X
ZIJLTSO,O,X,X,O,X,X
ZIJLTOS,O,X,X,O,X,X
ZIJLSTO,X,X,X,O,X,X
ZIJLSOT,X,X,X,O,X,X
ZIJLOTS,O,X,X,O,X,X
ZIJLOST,X,X,X,O,X,X
ZIJSTLO,X,X,X,O,X,X
ZIJSTOL,X,X,X,O,X,X
ZIJSLTO,X,X,X,O,X,X
ZIJSLOT,X,X,X,O,X,X
ZIJSOTL,X,X,X,X,O,X
ZIJSOLT,X,X,X,O,O,X
ZIJOTLS,O,X,X,X,X,X
ZIJOTSL,O,X,X,X,X,X
ZIJOLTS,O,X,X,O,X,X
ZIJOLST,X,X,X,O,X,X
ZIJOSTL,X,X,X,X,O,X
ZIJOSLT,X,X,X,O,O,X
ZISTLJO,X,X,X,O,X,X
ZISTLOJ,X,X,X,O,X,X
ZISTJLO,X,X,X,O,X,X
ZISTJOL,X,X,X,O,X,X
ZISTOLJ,X,X,X,O,O,X
ZISTOJL,X,X,X,O,O,X
ZISLTJO,X,X,X,O,X,X
ZISLTOJ,X,X,X,O,X,X
ZISLJTO,X,X,X,O,X,X
ZISLJOT,X,X,X,O,X,X
ZISLOTJ,X,X,X,O,O,X
ZISLOJT,X,X,X,O,O,X
ZISJTLO,X,X,X,O,X,X
ZISJTOL,X,X,X,O,X,X
ZISJLTO,X,X,X,O,X,X
ZISJLOT,X,X,X,O,X,X
ZISJOTL,X,X,X,X,O,X
ZISJOLT,X,X,X,O,O,X
ZISOTLJ,X,X,X,O,O,X
ZISOTJL,X,X,X,O,O,X
ZISOLTJ,X,X,X,O,O,X
ZISOLJT,X,X,X,O,O,X
ZISOJTL,X,X,X,X,O,X
ZISOJLT,X,X,X,O,O,X
ZIOTLJS,O,X,X,O,X,X
ZIOTLSJ,O,X,X,O,O,X
ZIOTJLS,O,X,X,O,X,X
ZIOTJSL,O,X,X,O,O,X
ZIOTSLJ,O,X,X,O,O,X
ZIOTSJL,O,X,X,O,O,X
ZIOLTJS,O,X,X,O,X,X
ZIOLTSJ,O,X,X,O,X,X
ZIOLJTS,O,X,X,O,X,O
ZIOLJST,X,X,X,O,X,O
ZIOLSTJ,X,X,X,O,O,X
ZIOLSJT,X,X,X,O,O,X
ZIOJTLS,O,X,X,X,X,X
ZIOJTSL,O,X,X,X,X,X
ZIOJLTS,O,X,X,O,X,O
ZIOJLST,X,X,X,O,X,O
ZIOJSTL,X,X,X,X,O,X
ZIOJSLT,X,X,X,O,O,X
ZIOSTLJ,X,X,X,O,O,X
ZIOSTJL,X,X,X,O,O,X
ZIOSLTJ,X,X,X,O,O,X
ZIOSLJT,X,X,X,O,O,X
ZIOSJTL,X,X,X,X,O,X
ZIOSJLT,X,X,X,O,O,X
ZLTIJSO,O,X,X,O,X,X
ZLTIJOS,O,X,X,O,X,X
ZLTISJO,O,X,X,O,X,X
ZLTISOJ,O,X,X,O,O,X
ZLTIOJS,O,X,X,O,X,X
ZLTIOSJ,O,X,X,O,O,X
ZLTJISO,O,O,X,O,X,X
ZLTJIOS,O,O,X,O,X,X
ZLTJSIO,O,O,X,O,X,X
ZLTJSOI,O,O,X,O,X,X
ZLTJOIS,O,O,X,O,X,X
ZLTJOSI,O,O,X,O,X,X
ZLTSIJO,O,O,X,O,X,X
ZLTSIOJ,O,O,X,O,O,X
ZLTSJIO,O,O,X,O,X,X
ZLTSJOI,O,O,X,O,X,X
ZLTSOIJ,O,O,X,O,O,X
ZLTSOJI,O,O,X,O,X,X
ZLTOIJS,O,X,X,O,X,X
ZLTOISJ,O,X,X,O,O,X
ZLTOJIS,O,O,X,O,X,X
ZLTOJSI,O,O,X,O,X,X
ZLTOSIJ,O,O,X,O,O,X
ZLTOSJI,O,O,X,O,X,X
ZLITJSO,O,X,X,O,X,X
ZLITJOS,O,X,X,O,X,X
ZLITSJO,O,X,X,O,X,X
ZLITSOJ,O,X,X,O,X,X
ZLITOJS,O,X,X,O,X,X
ZLITOSJ,O,X,X,O,X,X
ZLIJTSO,O,X,X,O,X,X
ZLIJTOS,O,X,X,O,X,X
ZLIJSTO,X,X,X,O,X,X
ZLIJSOT,X,X,X,O,X,X
ZLIJOTS,O,X,X,O,X,X
ZLIJOST,X,X,X,O,X,X
ZLISTJO,X,X,X,O,X,X
ZLISTOJ,X,X,X,O,X,X
ZLISJTO,X,X,X,O,X,X
ZLISJOT,X,X,X,O,X,X
ZLISOTJ,X,X,X,O,O,X
ZLISOJT,X,X,X,O,O,X
ZLIOTJS,O,X,X,O,X,X
ZLIOTSJ,O,X,X,O,X,X
ZLIOJTS,O,X,X,O,X,O
ZLIOJST,X,X,X,O,X,O
ZLIOSTJ,X,X,X,O,O,X
ZLIOSJT,X,X,X,O,O,X
ZLJTISO,O,O,X,O,X,X
ZLJTIOS,O,O,O,O,X,X
ZLJTSIO,O,O,O,O,X,X
ZLJTSOI,O,O,O,O,X,X
ZLJTOIS,O,O,O,O,X,X
ZLJTOSI,O,O,O,O,X,X
ZLJITSO,O,O,X,O,X,X
ZLJITOS,O,O,O,O,X,X
ZLJISTO,X,O,O,O,X,X
ZLJISOT,X,O,O,O,X,X
ZLJIOTS,O,O,O,O,X,X
ZLJIOST,X,O,O,O,X,X
ZLJSTIO,O,O,O,O,X,X
ZLJSTOI,O,O,O,O,X,X
ZLJSITO,X,O,O,O,X,X
ZLJSIOT,X,O,O,O,X,X
ZLJSOTI,O,O,O,O,X,X
ZLJSOIT,X,O,O,O,X,X
ZLJOTIS,O,O,O,O,X,X
ZLJOTSI,O,O,O,O,X,X
ZLJOITS,O,O,O,O,X,X
ZLJOIST,X,O,O,O,X,X
ZLJOSTI,O,O,O,O,X,X
ZLJOSIT,X,O,O,O,X,X
ZLSTIJO,O,O,O,O,X,X
ZLSTIOJ,O,O,O,O,X,X
ZLSTJIO,O,O,O,O,X,X
ZLSTJOI,O,O,O,O,X,X
ZLSTOIJ,O,O,O,O,X,X
ZLSTOJI,O,O,O,O,X,X
ZLSITJO,X,X,X,O,X,X
ZLSITOJ,X,O,X,O,X,X
ZLSIJTO,X,O,O,O,X,X
ZLSIJOT,X,O,O,O,X,X
ZLSIOTJ,X,O,X,O,O,X
ZLSIOJT,X,O,O,O,O,X
ZLSJTIO,O,O,O,O,X,X
ZLSJTOI,O,O,O,O,X,X
ZLSJITO,X,O,O,O,X,X
ZLSJIOT,X,O,O,O,X,X
ZLSJOTI,O,O,O,O,X,X
ZLSJOIT,X,O,O,O,X,X
ZLSOTIJ,O,O,O,O,X,X
ZLSOTJI,O,O,O,O,X,X
ZLSOITJ,X,O,X,O,O,X
ZLSOIJT,X,O,O,O,O,X
ZLSOJTI,O,O,O,O,X,X
ZLSOJIT,X,O,O,O,X,X
ZLOTIJS,O,X,X,O,X,X
ZLOTISJ,O,X,X,O,O,X
ZLOTJIS,O,O,X,O,X,X
ZLOTJSI,O,O,X,O,X,X
ZLOTSIJ,O,O,X,O,O,X
ZLOTSJI,O,O,X,O,X,X
ZLOITJS,O,X,X,O,X,X
ZLOITSJ,O,X,X,O,X,X
ZLOIJTS,O,X,X,O,X,O
ZLOIJST,X,X,X,O,X,O
ZLOISTJ,X,X,X,O,O,X
ZLOISJT,X,X,X,O,O,X
ZLOJTIS,O,O,O,O,X,X
ZLOJTSI,O,O,O,O,X,X
ZLOJITS,O,O,O,O,X,O
ZLOJIST,X,O,O,O,X,O
ZLOJSTI,O,O,O,O,X,X
ZLOJSIT,X,O,O,O,X,X
ZLOSTIJ,O,O,O,O,X,X
ZLOSTJI,O,O,O,O,X,X
ZLOSITJ,X,O,X,O,O,X
ZLOSIJT,X,O,O,O,O,X
ZLOSJTI,O,O,O,O,X,X
ZLOSJIT,X,O,O,O,X,X
ZJTILSO,O,O,X,O,X,X
ZJTILOS,O,O,O,O,X,X
ZJTISLO,O,X,X,O,X,X
ZJTISOL,O,X,X,O,O,X
ZJTIOLS,O,O,O,O,X,X
ZJTIOSL,O,X,X,O,O,X
ZJTLISO,O,O,X,O,X,X
ZJTLIOS,O,O,O,O,X,X
ZJTLSIO,O,O,O,O,X,X
ZJTLSOI,O,O,O,O,X,X
ZJTLOIS,O,O,O,O,X,X
ZJTLOSI,O,O,O,O,X,X
ZJTSILO,O,X,O,O,X,X
ZJTSIOL,O,X,O,O,O,X
ZJTSLIO,O,X,O,O,X,X
ZJTSLOI,O,X,O,O,X,X
ZJTSOIL,O,X,O,O,O,X
ZJTSOLI,O,X,O,O,X,X
ZJTOILS,O,O,O,O,X,X
ZJTOISL,O,X,X,O,O,X
ZJTOLIS,O,O,O,O,X,X
ZJTOLSI,O,O,O,O,X,X
ZJTOSIL,O,X,O,O,O,X
ZJTOSLI,O,X,O,O,X,X
ZJITLSO,O,O,X,O,X,X
ZJITLOS,O,O,O,O,X,X
ZJITSLO,O,X,X,O,X,X
ZJITSOL,O,X,X,O,X,X
ZJITOLS,O,O,O,O,X,X
ZJITOSL,O,X,X,O,X,X
ZJILTSO,O,O,X,O,X,X
ZJILTOS,O,O,O,O,X,X
ZJILSTO,X,O,O,O,X,X
ZJILSOT,X,O,O,O,X,X
ZJILOTS,O,O,O,O,X,X
ZJILOST,X,O,O,O,X,X
ZJISTLO,X,X,O,O,X,X
ZJISTOL,X,X,O,O,X,X
ZJISLTO,X,X,O,O,X,X
ZJISLOT,X,X,O,O,X,X
ZJISOTL,X,X,O,X,O,X
ZJISOLT,X,X,O,O,O,X
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,O,X,X,X,X,X
ZJIOLTS,O,O,O,O,X,X
ZJIOLST,X,O,O,O,X,X
ZJIOSTL,X,X,O,X,O,X
ZJIOSLT,X,X,O,O,O,X
ZJLTISO,O,O,X,O,X,X
ZJLTIOS,O,O,O,O,X,X
ZJLTSIO,O,O,O,O,X,X
ZJLTSOI,O,O,O,O,X,X
ZJLTOIS,O,O,O,O,X,X
ZJLTOSI,O,O,O,O,X,X
ZJLITSO,O,O,X,O,X,X
ZJLITOS,O,O,O,O,X,X
ZJLISTO,X,O,O,O,X,X
ZJLISOT,X,O,O,O,X,X
ZJLIOTS,O,O,O,O,X,X
ZJLIOST,X,O,O,O,X,X
ZJLSTIO,O,O,O,O,X,X
ZJLSTOI,O,O,O,O,X,X
ZJLSITO,X,O,O,O,X,X
ZJLSIOT,X,O,O,O,X,X
ZJLSOTI,O,O,O,O,X,X
ZJLSOIT,X,O,O,O,X,X
ZJLOTIS,O,O,O,O,X,X
ZJLOTSI,O,O,O,O,X,X
ZJLOITS,O,O,O,O,X,X
ZJLOIST,X,O,O,O,X,X
ZJLOSTI,O,O,O,O,X,X
ZJLOSIT,X,O,O,O,X,X
ZJSTILO,O,X,O,O,X,X
ZJSTIOL,O,X,O,O,X,X
ZJSTLIO,O,X,O,O,X,X
ZJSTLOI,O,X,O,O,X,X
ZJSTOIL,O,X,O,O,X,X
ZJSTOLI,O,X,O,O,X,X
ZJSITLO,X,X,O,O,X,X
ZJSITOL,X,X,O,O,X,X
ZJSILTO,X,X,O,O,X,X
ZJSILOT,X,X,O,O,X,X
ZJSIOTL,X,X,O,X,O,X
ZJSIOLT,X,X,O,O,O,X
ZJSLTIO,O,X,O,O,X,X
ZJSLTOI,O,X,O,O,X,X
ZJSLITO,X,X,O,O,X,X
ZJSLIOT,X,X,O,O,X,X
ZJSLOTI,O,X,O,O,X,X
ZJSLOIT,X,X,O,O,X,X
ZJSOTIL,O,X,O,X,X,X
ZJSOTLI,O,X,O,X,X,X
ZJSOITL,X,X,O,X,O,X
ZJSOILT,X,X,O,O,O,X
ZJSOLTI,O,X,O,O,X,X
ZJSOLIT,X,X,O,O,X,X
ZJOTILS,O,O,O,X,X,X
ZJOTISL,O,X,X,X,O,X
ZJOTLIS,O,O,O,X,X,X
ZJOTLSI,O,O,O,X,X,X
ZJOTSIL,O,X,O,X,O,X
ZJOTSLI,O,X,O,X,X,X
ZJOITLS,O,O,O,X,X,X
ZJOITSL,O,X,X,X,X,X
ZJOILTS,O,O,O,O,X,X
ZJOILST,X,O,O,O,X,X
ZJOISTL,X,X,O,X,O,X
ZJOISLT,X,X,O,O,O,X
ZJOLTIS,O,O,O,O,X,X
ZJOLTSI,O,O,O,X,X,X
ZJOLITS,O,O,O,O,X,X
ZJOLIST,X,O,O,O,X,X
ZJOLSTI,O,O,O,O,X,X
ZJOLSIT,X,O,O,O,X,X
ZJOSTIL,O,X,O,X,X,X
ZJOSTLI,O,X,O,X,X,X
ZJOSITL,X,X,O,X,O,X
ZJOSILT,X,X,O,O,O,X
ZJOSLTI,O,X,O,O,X,X
ZJOSLIT,X,X,O,O,X,X
ZSTILJO,O,X,O,O,X,X
ZSTILOJ,O,X,O,O,O,X
ZSTIJLO,O,X,O,O,X,X
ZSTIJOL,O,X,O,O,O,X
ZSTIOLJ,O,X,O,O,O,X
ZSTIOJL,O,X,O,O,O,X
ZSTLIJO,O,X,O,O,X,X
ZSTLIOJ,O,X,O,O,O,X
