sequence,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFihBziB5oB3?mB0qBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhF8mBziB5oBy?qBlsBXrB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KezAJvhFWnBxiB6tBU?lBXrBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFliB5oByqBz?mB8sBXrB,v115@9gA8IeC8GeB8HeC8BeB8AeA8Ke0BJvhF5oB3lBznBi?rBGqBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFxhBTmB/sBF?oB6tB0qB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KezAJvhFWnB5oBysBU?lBXrBlsB
SIZTOLJ,O,O,X,O,O,O,X
SIZTOJL,O,X,X,X,X,O,X
SIZLTJO,O,O,X,X,X,X,X
SIZLTOJ,O,O,X,X,O,X,X
SIZLJTO,O,O,X,X,X,X,X
SIZLJOT,O,X,X,O,O,X,O
SIZLOTJ,O,X,X,O,O,X,X
SIZLOJT,O,X,X,O,O,X,O
SIZJTLO,O,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,O,X
SIZJLTO,O,X,X,X,X,X,X
SIZJLOT,O,X,X,O,O,X,O
SIZJOTL,O,X,X,X,X,O,X
SIZJOLT,O,X,X,X,O,O,O
SIZOTLJ,O,X,X,O,O,O,X
SIZOTJL,O,X,X,X,X,O,X
SIZOLTJ,O,X,X,O,O,O,X
SIZOLJT,O,X,X,O,O,O,O
SIZOJTL,O,X,X,X,X,O,X
SIZOJLT,O,X,X,X,O,O,O
SIOTLJZ,O,X,O,X,X,O,O
SIOTLZJ,O,X,O,X,O,X,X
SIOTJLZ,O,X,O,X,X,O,O
SIOTJZL,O,X,X,X,X,O,X
SIOTZLJ,O,X,X,X,O,X,X
SIOTZJL,O,X,X,X,X,O,X
SIOLTJZ,O,X,O,X,X,O,O
SIOLTZJ,O,X,O,X,O,X,X
SIOLJTZ,O,X,O,X,X,O,O
SIOLJZT,X,X,O,O,O,X,O
SIOLZTJ,X,X,X,O,O,X,X
SIOLZJT,X,X,O,O,O,X,O
SIOJTLZ,O,X,O,X,X,O,O
SIOJTZL,O,X,X,X,X,O,X
SIOJLTZ,O,X,O,X,X,O,O
SIOJLZT,X,X,O,X,O,X,O
SIOJZTL,X,X,X,X,X,O,X
SIOJZLT,X,X,X,X,O,X,O
SIOZTLJ,O,X,X,O,O,X,X
SIOZTJL,O,X,X,X,X,O,X
SIOZLTJ,O,X,X,O,O,X,X
SIOZLJT,O,X,X,O,O,X,O
SIOZJTL,O,X,X,X,X,O,X
SIOZJLT,O,X,X,X,O,X,O
SLTIJZO,O,O,O,X,X,X,X
SLTIJOZ,O,O,O,X,X,X,O
SLTIZJO,O,O,O,X,X,X,X
SLTIZOJ,O,O,O,X,O,X,X
SLTIOJZ,O,O,O,X,X,X,O
SLTIOZJ,O,O,O,X,O,X,X
SLTJIZO,O,O,O,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,O
SLTJZIO,O,O,O,X,X,X,X
SLTJZOI,O,O,O,X,X,O,X
SLTJOIZ,O,O,O,X,X,O,O
SLTJOZI,O,O,O,X,X,O,X
SLTZIJO,O,O,O,X,X,X,X
SLTZIOJ,O,O,O,X,O,X,X
SLTZJIO,O,O,O,X,X,X,X
SLTZJOI,O,O,O,X,X,O,X
SLTZOIJ,O,O,O,X,O,O,X
SLTZOJI,O,O,O,X,X,O,X
SLTOIJZ,O,O,O,X,X,O,O
SLTOIZJ,O,O,O,X,O,X,X
SLTOJIZ,O,O,O,X,X,O,O
SLTOJZI,O,O,O,X,X,O,X
SLTOZIJ,O,O,O,X,O,X,X
SLTOZJI,O,O,O,X,X,X,X
SLITJZO,O,O,O,X,X,X,X
SLITJOZ,O,O,O,X,X,X,O
SLITZJO,O,O,O,X,X,X,X
SLITZOJ,O,O,O,X,O,X,X
SLITOJZ,O,O,O,X,X,X,O
SLITOZJ,O,O,O,X,O,X,X
SLIJTZO,O,O,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,O
SLIJZTO,O,O,X,X,X,X,X
SLIJZOT,X,X,O,O,O,X,O
SLIJOTZ,O,X,O,X,X,X,O
SLIJOZT,X,X,O,O,O,X,O
SLIZTJO,O,O,X,X,X,X,X
SLIZTOJ,O,O,X,X,O,X,X
SLIZJTO,O,O,X,X,X,X,X
SLIZJOT,O,X,O,O,O,X,O
SLIZOTJ,O,X,X,O,O,X,X
SLIZOJT,O,X,O,O,O,X,O
SLIOTJZ,O,X,O,X,X,X,O
SLIOTZJ,O,X,O,X,O,X,X
SLIOJTZ,O,X,O,X,X,X,O
SLIOJZT,X,X,O,O,O,X,O
SLIOZTJ,X,X,X,O,O,X,X
SLIOZJT,X,X,O,O,O,X,O
SLJTIZO,O,O,O,X,X,X,X
SLJTIOZ,O,O,O,X,X,X,O
SLJTZIO,O,O,O,X,X,X,X
SLJTZOI,O,O,O,X,X,O,X
SLJTOIZ,O,O,O,X,X,O,O
SLJTOZI,O,O,O,X,X,O,X
SLJITZO,O,O,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,O
SLJIZTO,O,O,X,X,X,X,X
SLJIZOT,X,X,O,O,O,X,O
SLJIOTZ,O,X,O,X,X,X,O
SLJIOZT,X,X,O,O,O,X,O
SLJZTIO,O,O,X,X,X,X,X
SLJZTOI,O,O,X,X,X,O,X
SLJZITO,O,O,X,X,X,X,X
SLJZIOT,X,X,O,O,O,X,O
SLJZOTI,X,X,O,O,X,O,X
SLJZOIT,X,X,O,O,O,O,O
SLJOTIZ,O,X,O,X,X,O,O
SLJOTZI,O,X,O,X,X,O,X
SLJOITZ,O,X,O,X,X,O,O
SLJOIZT,X,X,O,O,O,X,O
SLJOZTI,X,X,O,O,X,X,X
SLJOZIT,X,X,O,O,O,X,O
SLZTIJO,O,O,O,X,X,X,X
SLZTIOJ,O,O,O,X,O,X,X
SLZTJIO,O,O,O,X,X,X,X
SLZTJOI,O,O,O,X,X,O,X
SLZTOIJ,O,O,O,X,O,O,X
SLZTOJI,O,O,O,X,X,O,X
SLZITJO,O,O,X,X,X,X,X
SLZITOJ,O,O,X,X,O,X,X
SLZIJTO,O,O,X,X,X,X,X
SLZIJOT,O,X,O,O,O,X,O
SLZIOTJ,O,X,X,O,O,X,X
SLZIOJT,O,X,O,O,O,X,O
SLZJTIO,O,O,X,X,X,X,X
SLZJTOI,O,O,X,X,X,O,X
SLZJITO,O,O,X,X,X,X,X
SLZJIOT,O,X,O,O,O,X,O
SLZJOTI,O,X,O,O,X,O,X
SLZJOIT,O,X,O,O,O,O,O
SLZOTIJ,O,X,O,O,O,O,X
SLZOTJI,O,X,O,O,X,O,X
SLZOITJ,O,X,X,O,O,O,X
SLZOIJT,O,X,O,O,O,O,O
SLZOJTI,O,X,O,O,X,O,X
SLZOJIT,O,X,O,O,O,O,O
SLOTIJZ,O,X,O,X,X,O,O
SLOTIZJ,O,X,O,X,O,X,X
SLOTJIZ,O,X,O,X,X,O,O
SLOTJZI,O,X,O,X,X,O,X
SLOTZIJ,O,X,O,X,O,X,X
SLOTZJI,O,X,O,X,X,X,X
SLOITJZ,O,X,O,X,X,O,O
SLOITZJ,O,X,O,X,O,X,X
SLOIJTZ,O,X,O,X,X,O,O
SLOIJZT,X,X,O,O,O,X,O
SLOIZTJ,X,X,X,O,O,X,X
SLOIZJT,X,X,O,O,O,X,O
SLOJTIZ,O,X,O,X,X,O,O
SLOJTZI,O,X,O,X,X,O,X
SLOJITZ,O,X,O,X,X,O,O
SLOJIZT,X,X,O,O,O,X,O
SLOJZTI,X,X,O,O,X,X,X
SLOJZIT,X,X,O,O,O,X,O
SLOZTIJ,X,X,O,O,O,X,X
SLOZTJI,X,X,O,O,X,X,X
SLOZITJ,X,X,X,O,O,X,X
SLOZIJT,X,X,O,O,O,X,O
SLOZJTI,X,X,O,O,X,X,X
SLOZJIT,X,X,O,O,O,X,O
SJTILZO,O,X,O,X,X,X,X
SJTILOZ,O,X,O,X,X,X,O
SJTIZLO,O,X,X,X,X,X,X
SJTIZOL,O,X,X,X,X,O,X
SJTIOLZ,O,X,O,X,X,O,O
SJTIOZL,O,X,X,X,X,O,X
SJTLIZO,O,X,O,X,X,X,X
SJTLIOZ,O,X,O,X,X,X,O
SJTLZIO,O,X,O,X,X,X,X
SJTLZOI,O,X,O,X,X,O,X
SJTLOIZ,O,X,O,X,X,O,O
SJTLOZI,O,X,O,X,X,O,X
SJTZILO,O,X,X,X,X,X,X
SJTZIOL,O,X,X,X,X,O,X
SJTZLIO,O,X,O,X,X,X,X
SJTZLOI,O,X,O,X,X,O,X
SJTZOIL,O,X,X,X,X,O,X
SJTZOLI,O,X,O,X,X,O,X
SJTOILZ,O,X,O,X,X,O,O
SJTOIZL,O,X,X,X,X,O,X
SJTOLIZ,O,X,O,X,X,O,O
SJTOLZI,O,X,O,X,X,O,X
SJTOZIL,O,X,X,X,X,O,X
SJTOZLI,O,X,O,X,X,O,X
SJITLZO,O,X,O,X,X,X,X
SJITLOZ,O,X,O,X,X,X,O
SJITZLO,O,X,X,X,X,X,X
SJITZOL,O,X,X,X,X,O,X
SJITOLZ,O,X,O,X,X,O,O
SJITOZL,O,X,X,X,X,O,X
SJILTZO,O,O,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,O
SJILZTO,O,O,X,X,X,X,X
SJILZOT,X,X,O,O,O,X,O
SJILOTZ,O,X,O,X,X,X,O
SJILOZT,X,X,O,O,O,X,O
SJIZTLO,O,X,X,X,X,X,X
SJIZTOL,O,X,X,X,X,O,X
SJIZLTO,O,X,X,X,X,X,X
SJIZLOT,O,X,X,O,O,X,O
SJIZOTL,O,X,X,X,X,O,X
SJIZOLT,O,X,X,X,O,O,O
SJIOTLZ,O,X,O,X,X,O,O
SJIOTZL,O,X,X,X,X,O,X
SJIOLTZ,O,X,O,X,X,O,O
SJIOLZT,X,X,O,X,O,X,O
SJIOZTL,X,X,X,X,X,O,X
SJIOZLT,X,X,X,X,O,X,O
SJLTIZO,O,O,O,X,X,X,X
SJLTIOZ,O,O,O,X,X,X,O
SJLTZIO,O,O,O,X,X,X,X
SJLTZOI,O,O,O,X,X,O,X
SJLTOIZ,O,O,O,X,X,O,O
SJLTOZI,O,O,O,X,X,O,X
SJLITZO,O,O,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,O
SJLIZTO,O,O,X,X,X,X,X
SJLIZOT,X,X,O,O,O,X,O
SJLIOTZ,O,X,O,X,X,X,O
SJLIOZT,X,X,O,O,O,X,O
SJLZTIO,O,O,X,X,X,X,X
SJLZTOI,O,O,X,X,X,O,X
SJLZITO,O,O,X,X,X,X,X
SJLZIOT,X,X,O,O,O,X,O
SJLZOTI,X,X,O,O,X,O,X
SJLZOIT,X,X,O,O,O,O,O
SJLOTIZ,O,X,O,X,X,O,O
SJLOTZI,O,X,O,X,X,O,X
SJLOITZ,O,X,O,X,X,O,O
SJLOIZT,X,X,O,O,O,X,O
SJLOZTI,X,X,O,O,X,X,X
SJLOZIT,X,X,O,O,O,X,O
SJZTILO,O,X,X,X,X,X,X
SJZTIOL,O,X,X,X,X,O,X
SJZTLIO,O,X,O,X,X,X,X
SJZTLOI,O,X,O,X,X,O,X
SJZTOIL,O,X,X,X,X,O,X
SJZTOLI,O,X,O,X,X,O,X
SJZITLO,O,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,O,X
SJZILTO,O,X,X,X,X,X,X
SJZILOT,O,X,X,O,O,X,O
SJZIOTL,O,X,X,X,X,O,X
SJZIOLT,O,X,X,X,O,O,O
SJZLTIO,O,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,O,X
SJZLITO,O,X,X,X,X,X,X
SJZLIOT,O,X,O,O,O,X,O
SJZLOTI,O,X,O,O,X,O,X
SJZLOIT,O,X,O,O,O,O,O
SJZOTIL,O,X,X,X,X,O,X
SJZOTLI,O,X,O,X,X,O,X
SJZOITL,O,X,X,X,X,O,X
SJZOILT,O,X,X,X,O,O,O
SJZOLTI,O,X,O,X,X,O,X
SJZOLIT,O,X,O,X,X,O,O
SJOTILZ,O,X,O,X,X,O,O
SJOTIZL,O,X,X,X,X,O,X
SJOTLIZ,O,X,O,X,X,O,O
SJOTLZI,O,X,O,X,X,O,X
SJOTZIL,O,X,X,X,X,O,X
SJOTZLI,O,X,O,X,X,O,X
SJOITLZ,O,X,O,X,X,O,O
SJOITZL,O,X,X,X,X,O,X
SJOILTZ,O,X,O,X,X,O,O
SJOILZT,X,X,O,X,O,X,O
SJOIZTL,X,X,X,X,X,O,X
SJOIZLT,X,X,X,X,O,X,O
SJOLTIZ,O,X,O,X,X,O,O
SJOLTZI,O,X,O,X,X,O,X
SJOLITZ,O,X,O,X,X,O,O
SJOLIZT,X,X,O,X,O,X,O
SJOLZTI,X,X,O,X,X,X,X
SJOLZIT,X,X,O,X,O,X,O
SJOZTIL,X,X,X,X,X,O,X
SJOZTLI,X,X,O,X,X,O,X
SJOZITL,X,X,X,X,X,O,X
SJOZILT,X,X,X,X,O,O,O
SJOZLTI,X,X,O,X,X,O,X
SJOZLIT,X,X,O,X,X,O,O
SZTILJO,O,O,X,X,X,X,X
SZTILOJ,O,O,X,X,O,X,X
SZTIJLO,O,X,X,X,X,X,X
SZTIJOL,O,X,X,X,X,O,X
SZTIOLJ,O,O,X,O,O,O,X
SZTIOJL,O,X,X,X,X,O,X
SZTLIJO,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,O,X,X
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,X,O,X
SZTLOIJ,O,O,O,X,O,O,X
SZTLOJI,O,O,O,X,X,O,X
SZTJILO,O,X,X,X,X,X,X
SZTJIOL,O,X,X,X,X,O,X
SZTJLIO,O,X,O,X,X,X,X
SZTJLOI,O,X,O,X,X,O,X
SZTJOIL,O,X,X,X,X,O,X
SZTJOLI,O,X,O,X,X,O,X
SZTOILJ,O,O,X,O,O,O,X
SZTOIJL,O,X,X,X,X,O,X
SZTOLIJ,O,O,O,O,X,O,X
SZTOLJI,O,O,O,O,X,O,X
SZTOJIL,O,X,X,X,X,O,X
SZTOJLI,O,X,O,X,X,O,X
SZITLJO,O,O,X,X,X,X,X
SZITLOJ,O,O,X,X,O,X,X
SZITJLO,O,X,X,X,X,X,X
SZITJOL,O,X,X,X,X,O,X
SZITOLJ,O,O,X,O,O,O,X
SZITOJL,O,X,X,X,X,O,X
SZILTJO,O,O,X,X,X,X,X
SZILTOJ,O,O,X,X,O,X,X
SZILJTO,O,O,X,X,X,X,X
SZILJOT,O,X,X,O,O,X,O
SZILOTJ,O,X,X,O,O,X,X
SZILOJT,O,X,X,O,O,X,O
SZIJTLO,O,X,X,X,X,X,X
SZIJTOL,O,X,X,X,X,O,X
SZIJLTO,O,X,X,X,X,X,X
SZIJLOT,O,X,X,O,O,X,O
SZIJOTL,O,X,X,X,X,O,X
SZIJOLT,O,X,X,X,O,O,O
SZIOTLJ,O,X,X,O,O,O,X
SZIOTJL,O,X,X,X,X,O,X
SZIOLTJ,O,X,X,O,O,O,X
SZIOLJT,O,X,X,O,O,O,O
SZIOJTL,O,X,X,X,X,O,X
SZIOJLT,O,X,X,X,O,O,O
SZLTIJO,O,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,O,X,X
SZLTJIO,O,O,O,X,X,X,X
SZLTJOI,O,O,O,X,X,O,X
SZLTOIJ,O,O,O,X,O,O,X
SZLTOJI,O,O,O,X,X,O,X
SZLITJO,O,O,X,X,X,X,X
SZLITOJ,O,O,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X
SZLIJOT,O,X,O,O,O,X,O
SZLIOTJ,O,X,X,O,O,X,X
SZLIOJT,O,X,O,O,O,X,O
SZLJTIO,O,O,X,X,X,X,X
SZLJTOI,O,O,X,X,X,O,X
SZLJITO,O,O,X,X,X,X,X
SZLJIOT,O,X,O,O,O,X,O
SZLJOTI,O,X,O,O,X,O,X
SZLJOIT,O,X,O,O,O,O,O
SZLOTIJ,O,X,O,O,O,O,X
SZLOTJI,O,X,O,O,X,O,X
SZLOITJ,O,X,X,O,O,O,X
SZLOIJT,O,X,O,O,O,O,O
SZLOJTI,O,X,O,O,X,O,X
SZLOJIT,O,X,O,O,O,O,O
SZJTILO,O,X,X,X,X,X,X
SZJTIOL,O,X,X,X,X,O,X
SZJTLIO,O,X,O,X,X,X,X
SZJTLOI,O,X,O,X,X,O,X
SZJTOIL,O,X,X,X,X,O,X
SZJTOLI,O,X,O,X,X,O,X
SZJITLO,O,X,X,X,X,X,X
SZJITOL,O,X,X,X,X,O,X
SZJILTO,O,X,X,X,X,X,X
SZJILOT,O,X,X,O,O,X,O
SZJIOTL,O,X,X,X,X,O,X
SZJIOLT,O,X,X,X,O,O,O
SZJLTIO,O,X,X,X,X,X,X
SZJLTOI,O,X,X,X,X,O,X
SZJLITO,O,X,X,X,X,X,X
SZJLIOT,O,X,O,O,O,X,O
SZJLOTI,O,X,O,O,X,O,X
SZJLOIT,O,X,O,O,O,O,O
SZJOTIL,O,X,X,X,X,O,X
SZJOTLI,O,X,O,X,X,O,X
SZJOITL,O,X,X,X,X,O,X
SZJOILT,O,X,X,X,O,O,O
SZJOLTI,O,X,O,X,X,O,X
SZJOLIT,O,X,O,X,X,O,O
SZOTILJ,O,X,X,O,O,O,X
SZOTIJL,O,X,X,X,X,O,X
SZOTLIJ,O,X,O,O,X,O,X
SZOTLJI,O,X,O,O,X,O,X
SZOTJIL,O,X,X,X,X,O,X
SZOTJLI,O,X,O,X,X,O,X
SZOITLJ,O,X,X,O,O,O,X
SZOITJL,O,X,X,X,X,O,X
SZOILTJ,O,X,X,O,O,O,X
SZOILJT,O,X,X,O,O,O,O
SZOIJTL,O,X,X,X,X,O,X
SZOIJLT,O,X,X,X,O,O,O
SZOLTIJ,O,X,O,O,O,O,X
SZOLTJI,O,X,O,O,X,O,X
SZOLITJ,O,X,X,O,O,O,X
SZOLIJT,O,X,O,O,O,O,O
SZOLJTI,O,X,O,O,X,O,X
SZOLJIT,O,X,O,O,O,O,O
SZOJTIL,O,X,X,X,X,O,X
SZOJTLI,O,X,O,X,X,O,X
SZOJITL,O,X,X,X,X,O,X
SZOJILT,O,X,X,X,O,O,O
SZOJLTI,O,X,O,X,X,O,X
SZOJLIT,O,X,O,X,X,O,O
SOTILJZ,O,X,O,X,X,O,O
SOTILZJ,O,X,O,X,O,X,X
SOTIJLZ,O,X,O,X,X,O,O
SOTIJZL,O,X,X,X,X,O,X
SOTIZLJ,O,X,X,X,O,X,X
SOTIZJL,O,X,X,X,X,O,X
SOTLIJZ,O,X,O,X,X,O,O
SOTLIZJ,O,X,O,X,O,X,X
SOTLJIZ,O,X,O,X,X,O,O
SOTLJZI,O,X,O,X,X,O,X
SOTLZIJ,O,X,O,X,O,X,X
SOTLZJI,O,X,O,X,X,X,X
SOTJILZ,O,X,O,X,X,O,O
SOTJIZL,O,X,X,X,X,O,X
SOTJLIZ,O,X,O,X,X,O,O
SOTJLZI,O,X,O,X,X,O,X
SOTJZIL,O,X,X,X,X,O,X
SOTJZLI,O,X,O,X,X,O,X
SOTZILJ,O,X,X,X,O,O,X
SOTZIJL,O,X,X,X,X,O,X
SOTZLIJ,O,X,O,X,X,O,X
SOTZLJI,O,X,O,X,X,O,X
SOTZJIL,O,X,X,X,X,O,X
SOTZJLI,O,X,O,X,X,O,X
SOITLJZ,O,X,O,X,X,O,O
SOITLZJ,O,X,O,X,O,X,X
SOITJLZ,O,X,O,X,X,O,O
SOITJZL,O,X,X,X,X,O,X
SOITZLJ,O,X,X,X,O,X,X
SOITZJL,O,X,X,X,X,O,X
SOILTJZ,O,X,O,X,X,O,O
SOILTZJ,O,X,O,X,O,X,X
SOILJTZ,O,X,O,X,X,O,O
SOILJZT,X,X,O,O,O,X,O
SOILZTJ,X,X,X,O,O,X,X
SOILZJT,X,X,O,O,O,X,O
SOIJTLZ,O,X,O,X,X,O,O
SOIJTZL,O,X,X,X,X,O,X
SOIJLTZ,O,X,O,X,X,O,O
SOIJLZT,X,X,O,X,O,X,O
SOIJZTL,X,X,X,X,X,O,X
SOIJZLT,X,X,X,X,O,X,O
SOIZTLJ,O,X,X,O,O,X,X
SOIZTJL,O,X,X,X,X,O,X
SOIZLTJ,O,X,X,O,O,X,X
SOIZLJT,O,X,X,O,O,X,O
SOIZJTL,O,X,X,X,X,O,X
SOIZJLT,O,X,X,X,O,X,O
SOLTIJZ,O,X,O,X,X,O,O
SOLTIZJ,O,X,O,X,O,X,X
SOLTJIZ,O,X,O,X,X,O,O
SOLTJZI,O,X,O,X,X,O,X
SOLTZIJ,O,X,O,X,O,X,X
SOLTZJI,O,X,O,X,X,X,X
SOLITJZ,O,X,O,X,X,O,O
SOLITZJ,O,X,O,X,O,X,X
SOLIJTZ,O,X,O,X,X,O,O
SOLIJZT,X,X,O,O,O,X,O
SOLIZTJ,X,X,X,O,O,X,X
SOLIZJT,X,X,O,O,O,X,O
SOLJTIZ,O,X,O,X,X,O,O
SOLJTZI,O,X,O,X,X,O,X
SOLJITZ,O,X,O,X,X,O,O
SOLJIZT,X,X,O,O,O,X,O
SOLJZTI,X,X,O,O,X,X,X
SOLJZIT,X,X,O,O,O,X,O
SOLZTIJ,X,X,O,O,O,X,X
SOLZTJI,X,X,O,O,X,X,X
SOLZITJ,X,X,X,O,O,X,X
SOLZIJT,X,X,O,O,O,X,O
SOLZJTI,X,X,O,O,X,X,X
SOLZJIT,X,X,O,O,O,X,O
SOJTILZ,O,X,O,X,X,O,O
SOJTIZL,O,X,X,X,X,O,X
SOJTLIZ,O,X,O,X,X,O,O
SOJTLZI,O,X,O,X,X,O,X
SOJTZIL,O,X,X,X,X,O,X
SOJTZLI,O,X,O,X,X,O,X
SOJITLZ,O,X,O,X,X,O,O
SOJITZL,O,X,X,X,X,O,X
SOJILTZ,O,X,O,X,X,O,O
SOJILZT,X,X,O,X,O,X,O
SOJIZTL,X,X,X,X,X,O,X
SOJIZLT,X,X,X,X,O,X,O
SOJLTIZ,O,X,O,X,X,O,O
SOJLTZI,O,X,O,X,X,O,X
SOJLITZ,O,X,O,X,X,O,O
SOJLIZT,X,X,O,X,O,X,O
SOJLZTI,X,X,O,X,X,X,X
SOJLZIT,X,X,O,X,O,X,O
SOJZTIL,X,X,X,X,X,O,X
SOJZTLI,X,X,O,X,X,O,X
SOJZITL,X,X,X,X,X,O,X
SOJZILT,X,X,X,X,O,O,O
SOJZLTI,X,X,O,X,X,O,X
SOJZLIT,X,X,O,X,X,O,O
SOZTILJ,O,X,X,O,O,O,X
SOZTIJL,O,X,X,X,X,O,X
SOZTLIJ,O,X,O,O,X,O,X
SOZTLJI,O,X,O,O,X,O,X
SOZTJIL,O,X,X,X,X,O,X
SOZTJLI,O,X,O,X,X,O,X
SOZITLJ,O,X,X,O,O,O,X
SOZITJL,O,X,X,X,X,O,X
SOZILTJ,O,X,X,O,O,O,X
SOZILJT,O,X,X,O,O,O,O
SOZIJTL,O,X,X,X,X,O,X
SOZIJLT,O,X,X,X,O,O,O
SOZLTIJ,O,X,O,O,O,O,X
SOZLTJI,O,X,O,O,X,O,X
SOZLITJ,O,X,X,O,O,O,X
SOZLIJT,O,X,O,O,O,O,O
SOZLJTI,O,X,O,O,X,O,X
SOZLJIT,O,X,O,O,O,O,O
SOZJTIL,O,X,X,X,X,O,X
SOZJTLI,O,X,O,X,X,O,X
SOZJITL,O,X,X,X,X,O,X
SOZJILT,O,X,X,X,O,O,O
SOZJLTI,O,X,O,X,X,O,X
SOZJLIT,O,X,O,X,X,O,O
ZTILJSO,O,O,X,X,X,X,X
ZTILJOS,O,O,X,O,X,X,X
ZTILSJO,O,O,X,X,X,X,X
ZTILSOJ,O,O,X,X,X,X,X
ZTILOJS,O,O,X,O,X,X,X
ZTILOSJ,O,O,X,O,X,X,X
ZTIJLSO,O,O,X,X,X,X,X
ZTIJLOS,O,O,X,O,X,X,X
ZTIJSLO,O,X,X,X,X,X,X
ZTIJSOL,O,X,X,X,X,X,X
ZTIJOLS,O,O,X,O,X,X,X
ZTIJOSL,O,X,X,X,X,X,X
ZTISLJO,O,O,X,X,X,X,X
ZTISLOJ,O,O,X,X,X,X,X
ZTISJLO,O,X,X,X,X,X,X
ZTISJOL,O,X,X,X,X,X,X
ZTISOLJ,O,O,X,O,X,X,X
ZTISOJL,O,X,X,X,X,X,X
ZTIOLJS,O,O,X,O,X,X,X
ZTIOLSJ,O,O,X,O,X,X,X
ZTIOJLS,O,O,X,O,X,X,X
ZTIOJSL,O,X,X,X,X,X,X
ZTIOSLJ,O,O,X,O,X,X,X
ZTIOSJL,O,X,X,X,X,X,X
ZTLIJSO,O,O,O,X,X,X,X
ZTLIJOS,O,O,X,O,X,X,X
ZTLISJO,O,O,O,X,X,X,X
ZTLISOJ,O,O,O,X,X,X,X
ZTLIOJS,O,O,X,O,X,X,X
ZTLIOSJ,O,O,X,O,X,X,X
ZTLJISO,O,O,O,X,X,X,X
ZTLJIOS,O,O,X,O,X,X,X
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,X,X,X,X
ZTLJOIS,O,O,X,O,X,X,X
ZTLJOSI,O,O,X,O,X,X,X
ZTLSIJO,O,O,O,X,X,X,X
ZTLSIOJ,O,O,O,X,X,X,X
ZTLSJIO,O,O,O,X,X,X,X
ZTLSJOI,O,O,O,X,X,X,X
ZTLSOIJ,O,O,O,X,X,X,X
ZTLSOJI,O,O,O,X,X,X,X
ZTLOIJS,O,O,X,O,X,X,X
ZTLOISJ,O,O,X,O,X,X,X
ZTLOJIS,O,O,X,O,X,X,X
ZTLOJSI,O,O,X,O,X,X,X
ZTLOSIJ,O,O,X,O,X,X,X
ZTLOSJI,O,O,X,O,X,X,X
ZTJILSO,O,O,X,X,X,X,X
ZTJILOS,O,O,X,O,X,X,X
ZTJISLO,O,X,X,X,X,X,X
ZTJISOL,O,X,X,X,X,X,X
ZTJIOLS,O,O,X,O,X,X,X
ZTJIOSL,O,X,X,X,X,X,X
ZTJLISO,O,O,O,X,X,X,X
ZTJLIOS,O,O,X,O,X,X,X
ZTJLSIO,O,O,O,X,X,X,X
ZTJLSOI,O,O,O,X,X,X,X
ZTJLOIS,O,O,X,O,X,X,X
ZTJLOSI,O,O,X,O,X,X,X
ZTJSILO,O,X,X,X,X,X,X
ZTJSIOL,O,X,X,X,X,O,X
ZTJSLIO,O,X,O,X,X,X,X
ZTJSLOI,O,X,O,X,X,O,X
ZTJSOIL,O,X,X,X,X,O,X
ZTJSOLI,O,X,O,X,X,O,X
ZTJOILS,O,O,X,O,X,X,X
ZTJOISL,O,X,X,X,X,O,X
ZTJOLIS,O,O,X,O,X,X,X
ZTJOLSI,O,O,X,O,X,X,X
ZTJOSIL,O,X,X,X,X,O,X
ZTJOSLI,O,X,X,X,X,O,X
ZTSILJO,O,O,X,X,X,X,X
ZTSILOJ,O,O,X,X,X,X,X
ZTSIJLO,O,X,X,X,X,X,X
ZTSIJOL,O,X,X,X,X,O,X
ZTSIOLJ,O,O,X,O,X,O,X
ZTSIOJL,O,X,X,X,X,O,X
ZTSLIJO,O,O,O,X,X,X,X
ZTSLIOJ,O,O,O,X,X,X,X
ZTSLJIO,O,O,O,X,X,X,X
ZTSLJOI,O,O,O,X,X,O,X
ZTSLOIJ,O,O,O,X,X,O,X
ZTSLOJI,O,O,O,X,X,O,X
ZTSJILO,O,X,X,X,X,X,X
ZTSJIOL,O,X,X,X,X,O,X
ZTSJLIO,O,X,O,X,X,X,X
ZTSJLOI,O,X,O,X,X,O,X
ZTSJOIL,O,X,X,X,X,O,X
