sequence,v115@9gB8HeB8HeA8HeE8DeB8JeTAJvhFihBGjB8sBRqB3r?BFsB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFXiBTjBUmB1sBCm?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFRhBqnBTjBfrBUs?BlrB,v115@9gB8HeB8HeA8HeE8DeB8JeiAJvhFGiBTjB8rBRqB3s?BFrB,v115@9gB8HeB8HeA8HeE8DeB8JemAJvhFTjBXlBSrB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeeFJvhFqlB/mBTjB0nBFn?BxwB,v115@9gB8HeB8HeA8HeE8DeB8JeqHJvhFTjBVqBRmBmlBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeSIJvhFVqBRmBmlBznBUs?B3rB,v115@9gB8HeB8HeA8HeE8DeB8JeGDJvhFXlBxmB8sBllBas?BTrB
LOTSIJZ,X,O,X,X,X,X,O,X,X
LOTSIZJ,X,O,X,X,X,X,O,X,X
LOTSJIZ,X,O,O,X,X,X,X,X,X
LOTSJZI,X,X,O,X,X,X,X,X,X
LOTSZIJ,X,X,X,X,X,X,O,X,X
LOTSZJI,X,X,O,X,X,X,X,X,X
LOTZIJS,X,X,X,X,X,X,O,O,X
LOTZISJ,X,X,X,X,X,X,O,O,X
LOTZJIS,X,X,X,X,X,X,O,X,X
LOTZJSI,X,X,O,X,X,X,X,X,X
LOTZSIJ,X,X,X,X,X,X,O,X,X
LOTZSJI,X,X,O,X,X,X,X,X,X
LOITJSZ,X,O,X,X,X,X,O,X,X
LOITJZS,X,O,X,X,X,X,O,X,X
LOITSJZ,X,O,X,O,X,X,O,X,X
LOITSZJ,X,O,X,O,X,X,O,X,X
LOITZJS,X,O,X,X,X,X,O,X,X
LOITZSJ,X,O,X,X,X,X,O,X,X
LOIJTSZ,X,O,X,X,X,O,X,X,X
LOIJTZS,X,O,X,X,X,O,X,X,X
LOIJSTZ,X,X,O,O,X,O,X,X,X
LOIJSZT,X,X,O,O,X,O,X,X,X
LOIJZTS,X,X,X,X,X,O,X,X,X
LOIJZST,X,X,O,X,X,O,X,X,X
LOISTJZ,X,X,X,O,O,X,X,X,X
LOISTZJ,X,X,X,O,O,X,X,X,X
LOISJTZ,X,X,O,O,O,X,X,X,X
LOISJZT,X,X,O,O,O,X,X,X,X
LOISZTJ,X,X,X,O,O,X,X,X,X
LOISZJT,X,X,O,O,O,X,X,X,X
LOIZTJS,X,X,X,X,X,X,O,X,X
LOIZTSJ,X,X,X,X,X,X,O,X,X
LOIZJTS,X,X,X,X,X,O,X,X,X
LOIZJST,X,X,O,X,X,O,X,X,X
LOIZSTJ,X,X,X,O,O,X,X,X,X
LOIZSJT,X,X,O,O,O,X,X,X,X
LOJTISZ,X,O,X,X,X,O,O,X,X
LOJTIZS,X,O,X,X,X,O,O,X,X
LOJTSIZ,X,O,O,X,X,O,X,X,X
LOJTSZI,X,X,O,X,X,O,X,X,X
LOJTZIS,X,X,X,X,X,X,O,X,X
LOJTZSI,X,X,O,X,X,O,X,X,X
LOJITSZ,X,O,X,X,X,O,X,X,X
LOJITZS,X,O,X,X,X,O,X,X,X
LOJISTZ,X,X,O,X,X,O,X,X,X
LOJISZT,X,X,O,X,X,O,X,X,X
LOJIZTS,X,X,X,X,X,O,X,X,X
LOJIZST,X,X,O,X,X,O,X,X,X
LOJSTIZ,X,X,O,X,X,O,X,X,X
LOJSTZI,X,X,O,X,X,O,X,X,X
LOJSITZ,X,X,O,X,X,O,X,X,X
LOJSIZT,X,X,O,X,X,O,X,X,X
LOJSZTI,X,X,O,X,X,O,X,X,X
LOJSZIT,X,X,O,X,X,O,X,X,O
LOJZTIS,X,X,X,X,X,X,O,X,X
LOJZTSI,X,X,O,X,X,O,X,X,X
LOJZITS,X,X,X,X,X,O,X,X,X
LOJZIST,X,X,O,X,X,O,X,X,O
LOJZSTI,X,X,O,X,X,O,X,X,X
LOJZSIT,X,X,O,X,X,O,X,X,O
LOSTIJZ,X,X,X,X,O,X,O,X,X
LOSTIZJ,X,X,X,X,O,X,O,X,X
LOSTJIZ,X,X,O,X,O,X,X,X,X
LOSTJZI,X,X,O,X,O,X,X,X,X
LOSTZIJ,X,X,X,X,X,X,O,X,X
LOSTZJI,X,X,O,X,O,X,X,X,X
LOSITJZ,X,X,X,O,O,X,X,X,X
LOSITZJ,X,X,X,O,O,X,X,X,X
LOSIJTZ,X,X,O,O,O,X,X,X,X
LOSIJZT,X,X,O,O,O,X,X,X,X
LOSIZTJ,X,X,X,O,O,X,X,X,X
LOSIZJT,X,X,O,O,O,X,X,X,X
LOSJTIZ,X,X,O,X,O,X,X,X,X
LOSJTZI,X,X,O,X,O,X,X,X,X
LOSJITZ,X,X,O,O,O,X,X,X,X
LOSJIZT,X,X,O,O,O,X,X,X,X
LOSJZTI,X,X,O,X,O,X,X,X,X
LOSJZIT,X,X,O,O,O,X,X,X,O
LOSZTIJ,X,X,X,X,X,X,O,X,X
LOSZTJI,X,X,O,X,O,X,X,X,X
LOSZITJ,X,X,X,O,O,X,X,X,X
LOSZIJT,X,X,O,O,O,X,X,X,O
LOSZJTI,X,X,O,X,O,X,X,X,X
LOSZJIT,X,X,O,O,O,X,X,X,O
LOZTIJS,X,X,X,X,X,X,O,O,X
LOZTISJ,X,X,X,X,X,X,O,O,X
LOZTJIS,X,X,X,X,X,X,O,X,X
LOZTJSI,X,X,O,X,X,X,X,X,X
LOZTSIJ,X,X,X,X,X,X,O,X,X
LOZTSJI,X,X,O,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,O,X,X
LOZITSJ,X,X,X,X,X,X,O,X,X
LOZIJTS,X,X,X,X,X,O,X,X,X
LOZIJST,X,X,O,X,X,O,X,X,O
LOZISTJ,X,X,X,X,O,X,X,X,X
LOZISJT,X,X,O,X,O,X,X,X,O
LOZJTIS,X,X,X,X,X,X,O,X,X
LOZJTSI,X,X,O,X,X,O,X,X,X
LOZJITS,X,X,X,X,X,O,X,X,X
LOZJIST,X,X,O,X,X,O,X,X,O
LOZJSTI,X,X,O,X,X,O,X,X,X
LOZJSIT,X,X,O,X,X,O,X,X,O
LOZSTIJ,X,X,X,X,X,X,O,X,X
LOZSTJI,X,X,O,X,O,X,X,X,X
LOZSITJ,X,X,X,X,O,X,X,X,X
LOZSIJT,X,X,O,X,O,X,X,X,O
LOZSJTI,X,X,O,X,O,X,X,X,X
LOZSJIT,X,X,O,X,O,X,X,X,O
JTILSZO,X,O,X,X,X,O,X,O,X
JTILSOZ,X,O,X,X,X,O,X,O,X
JTILZSO,X,O,X,X,X,O,X,O,X
JTILZOS,X,O,X,X,X,O,X,O,X
JTILOSZ,O,O,X,X,X,O,O,O,X
JTILOZS,O,O,X,X,X,O,O,O,X
JTISLZO,X,O,X,X,X,X,X,X,X
JTISLOZ,O,O,X,X,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X,X,X
JTISZOL,X,O,X,X,X,X,X,X,X
JTISOLZ,O,O,X,X,X,X,X,X,X
JTISOZL,X,O,X,X,X,X,X,X,X
JTIZLSO,X,O,X,X,X,O,X,O,X
JTIZLOS,O,O,X,X,X,O,O,O,X
JTIZSLO,O,O,X,X,X,X,X,X,X
JTIZSOL,O,O,X,X,X,X,X,X,X
JTIZOLS,O,O,X,X,X,O,O,X,X
JTIZOSL,O,O,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,X,X,O,O,X,X
JTIOLZS,O,O,X,X,X,O,O,X,X
JTIOSLZ,O,O,X,X,X,X,X,X,X
JTIOSZL,X,O,X,X,X,X,X,X,X
JTIOZLS,O,O,X,X,X,O,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X,X
JTLISZO,X,O,X,X,X,O,X,O,X
JTLISOZ,X,O,X,X,X,O,X,O,X
JTLIZSO,X,O,X,X,X,O,X,O,X
JTLIZOS,X,O,X,X,X,O,X,O,X
JTLIOSZ,X,O,X,X,X,O,O,O,X
JTLIOZS,X,O,X,X,X,O,O,O,X
JTLSIZO,X,O,X,X,X,O,X,X,X
JTLSIOZ,X,O,O,X,X,O,X,X,X
JTLSZIO,X,X,O,X,X,X,X,X,X
JTLSZOI,X,X,O,X,X,O,X,X,X
JTLSOIZ,X,O,O,X,X,O,X,X,X
JTLSOZI,X,X,O,X,X,O,X,X,X
JTLZISO,X,X,X,X,X,X,X,O,X
JTLZIOS,X,X,X,X,X,X,O,O,X
JTLZSIO,X,X,O,X,X,X,X,X,X
JTLZSOI,X,X,O,X,X,O,X,X,X
JTLZOIS,X,X,X,X,X,X,O,X,X
JTLZOSI,X,X,O,X,X,O,X,X,X
JTLOISZ,X,O,X,X,X,O,O,X,X
JTLOIZS,X,O,X,X,X,O,O,X,X
JTLOSIZ,X,O,O,X,X,O,X,X,X
JTLOSZI,X,X,O,X,X,O,X,X,X
JTLOZIS,X,X,X,X,X,X,O,X,X
JTLOZSI,X,X,O,X,X,O,X,X,X
JTSILZO,X,O,X,X,X,X,X,X,X
JTSILOZ,X,O,O,X,X,X,X,X,X
JTSIZLO,X,O,O,X,X,X,X,X,X
JTSIZOL,X,O,X,X,X,X,X,X,X
JTSIOLZ,X,O,X,X,X,X,X,X,X
JTSIOZL,X,O,X,X,X,X,X,X,X
JTSLIZO,X,O,X,X,X,X,X,X,X
JTSLIOZ,X,O,O,X,X,X,X,X,X
JTSLZIO,X,X,O,X,X,X,X,X,X
JTSLZOI,X,X,O,X,X,X,X,X,X
JTSLOIZ,X,O,O,X,X,X,X,X,X
JTSLOZI,X,X,O,X,X,X,X,X,X
JTSZILO,X,O,O,X,X,X,X,X,O
JTSZIOL,X,O,X,X,X,X,X,X,O
JTSZLIO,X,X,O,X,X,X,X,X,X
JTSZLOI,X,X,O,X,X,X,X,X,X
JTSZOIL,X,O,X,X,X,X,X,X,O
JTSZOLI,X,X,O,X,X,X,X,X,X
JTSOILZ,X,O,X,X,X,X,X,X,X
JTSOIZL,X,O,X,X,X,X,X,X,X
JTSOLIZ,X,O,O,X,X,X,X,X,X
JTSOLZI,X,X,O,X,X,X,X,X,X
JTSOZIL,X,O,X,X,X,X,X,X,O
JTSOZLI,X,X,O,X,X,X,X,X,X
JTZILSO,X,O,X,X,X,O,X,O,X
JTZILOS,O,O,X,X,X,O,O,O,X
JTZISLO,O,O,X,X,X,X,X,X,O
JTZISOL,O,O,X,X,X,X,X,X,O
JTZIOLS,O,O,X,X,X,O,O,X,X
JTZIOSL,O,O,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,X,X,X,O,X
JTZLIOS,X,X,X,X,X,X,O,O,X
JTZLSIO,X,X,O,X,X,X,X,X,X
JTZLSOI,X,X,O,X,X,O,X,X,X
JTZLOIS,X,X,X,X,X,X,O,X,X
JTZLOSI,X,X,O,X,X,O,X,X,X
JTZSILO,X,O,O,X,X,X,X,X,O
JTZSIOL,X,O,X,X,X,X,X,X,O
JTZSLIO,X,X,O,X,X,X,X,X,X
JTZSLOI,X,X,O,X,X,X,X,X,X
JTZSOIL,X,O,X,X,X,X,X,X,O
JTZSOLI,X,X,O,X,X,X,X,X,X
JTZOILS,X,O,X,X,X,O,O,X,X
JTZOISL,X,O,X,X,X,X,X,X,O
JTZOLIS,X,X,X,X,X,X,O,X,X
JTZOLSI,X,X,O,X,X,O,X,X,X
JTZOSIL,X,O,X,X,X,X,X,X,O
JTZOSLI,X,X,O,X,X,X,X,X,X
JTOILSZ,X,O,X,X,X,O,O,X,X
JTOILZS,X,O,X,X,X,O,O,X,X
JTOISLZ,X,O,X,X,X,X,X,X,X
JTOISZL,X,O,X,X,X,X,X,X,X
JTOIZLS,X,O,X,X,X,O,X,X,X
JTOIZSL,X,O,X,X,X,X,X,X,X
JTOLISZ,X,O,X,X,X,O,O,X,X
JTOLIZS,X,O,X,X,X,O,O,X,X
JTOLSIZ,X,O,O,X,X,O,X,X,X
JTOLSZI,X,X,O,X,X,O,X,X,X
JTOLZIS,X,X,X,X,X,X,O,X,X
JTOLZSI,X,X,O,X,X,O,X,X,X
JTOSILZ,X,O,X,X,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X,X,X
JTOSLIZ,X,O,O,X,X,X,X,X,X
JTOSLZI,X,X,O,X,X,X,X,X,X
JTOSZIL,X,O,X,X,X,X,X,X,O
JTOSZLI,X,X,O,X,X,X,X,X,X
JTOZILS,X,O,X,X,X,O,O,X,X
JTOZISL,X,O,X,X,X,X,X,X,O
JTOZLIS,X,X,X,X,X,X,O,X,X
JTOZLSI,X,X,O,X,X,O,X,X,X
JTOZSIL,X,O,X,X,X,X,X,X,O
JTOZSLI,X,X,O,X,X,X,X,X,X
JITLSZO,X,O,X,X,X,O,X,X,X
JITLSOZ,X,O,X,X,X,O,X,X,X
JITLZSO,X,O,X,X,X,O,X,X,X
JITLZOS,X,O,X,X,X,O,X,X,X
JITLOSZ,O,O,X,X,X,O,X,X,X
JITLOZS,O,O,X,X,X,O,X,X,X
JITSLZO,X,O,X,X,X,X,X,X,X
JITSLOZ,O,O,X,X,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,X,X,X,X
JITSOLZ,O,O,X,X,X,X,X,X,X
JITSOZL,X,O,X,X,X,X,X,X,X
JITZLSO,X,O,X,X,X,O,X,X,X
JITZLOS,O,O,X,X,X,O,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,O,X,X,X
JITZOSL,O,O,X,X,X,X,X,X,X
JITOLSZ,O,O,X,X,X,O,X,X,X
JITOLZS,O,O,X,X,X,O,X,X,X
JITOSLZ,O,O,X,X,X,X,X,X,X
JITOSZL,X,O,X,X,X,X,X,X,X
JITOZLS,O,O,X,X,X,O,X,X,X
JITOZSL,O,O,X,X,X,X,X,X,X
JILTSZO,X,O,X,X,X,O,X,X,X
JILTSOZ,X,O,X,X,X,O,X,X,X
JILTZSO,X,O,X,X,X,O,X,X,X
JILTZOS,X,O,X,X,X,O,X,X,X
JILTOSZ,O,O,X,X,X,O,X,X,X
JILTOZS,O,O,X,X,X,O,X,X,X
JILSTZO,X,X,X,X,X,O,X,X,X
JILSTOZ,O,X,O,O,X,O,X,X,X
JILSZTO,O,X,O,O,X,O,X,X,X
JILSZOT,O,X,O,O,X,O,X,X,X
JILSOTZ,O,X,O,O,X,O,X,X,X
JILSOZT,O,X,O,O,X,O,X,X,X
JILZTSO,X,O,X,X,X,O,X,X,X
JILZTOS,O,O,X,X,X,O,X,X,X
JILZSTO,O,X,O,X,X,O,X,X,X
JILZSOT,O,X,O,X,X,O,X,X,X
JILZOTS,O,X,X,X,X,O,X,X,X
JILZOST,O,X,O,X,X,O,X,X,X
JILOTSZ,O,O,X,X,X,O,X,X,X
JILOTZS,O,O,X,X,X,O,X,X,X
JILOSTZ,O,X,O,O,X,O,X,X,X
JILOSZT,O,X,O,O,X,O,X,X,X
JILOZTS,O,X,X,X,X,O,X,X,X
JILOZST,O,X,O,X,X,O,X,X,X
JISTLZO,X,O,X,X,O,X,X,X,X
JISTLOZ,O,O,O,O,O,X,X,X,X
JISTZLO,X,O,O,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X,X
JISTOLZ,O,O,X,O,O,X,X,X,X
JISTOZL,X,O,X,X,X,X,X,X,X
JISLTZO,X,X,X,X,O,O,X,X,X
JISLTOZ,O,X,O,O,O,O,X,X,X
JISLZTO,O,X,O,O,O,O,X,X,X
JISLZOT,O,X,O,O,O,O,X,X,X
JISLOTZ,O,X,O,O,O,O,X,X,X
JISLOZT,O,X,O,O,O,O,X,X,X
JISZTLO,O,O,O,O,X,X,X,X,O
JISZTOL,O,O,X,O,X,X,X,X,O
JISZLTO,O,X,O,O,O,O,X,X,O
JISZLOT,O,X,O,O,O,O,X,X,O
JISZOTL,O,X,X,O,X,X,X,X,O
JISZOLT,O,X,O,O,O,O,X,X,O
JISOTLZ,O,O,X,O,O,X,X,X,X
JISOTZL,X,O,X,X,X,X,X,X,X
JISOLTZ,O,X,O,O,O,O,X,X,X
JISOLZT,O,X,O,O,O,O,X,X,X
JISOZTL,O,X,X,O,X,X,X,X,O
JISOZLT,O,X,O,O,O,O,X,X,O
JIZTLSO,X,O,X,X,X,O,X,X,X
JIZTLOS,O,O,X,X,X,O,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X,O
JIZTSOL,O,O,X,X,X,X,X,X,O
JIZTOLS,O,O,X,X,X,O,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,O,X,X,X
JIZLTOS,O,O,X,X,X,O,X,X,X
JIZLSTO,O,X,O,X,X,O,X,X,O
JIZLSOT,O,X,O,X,X,O,X,X,O
JIZLOTS,O,X,X,X,X,O,X,X,X
JIZLOST,O,X,O,X,X,O,X,X,X
JIZSTLO,O,O,O,X,X,X,X,X,O
JIZSTOL,O,O,X,X,X,X,X,X,O
JIZSLTO,O,X,O,X,O,O,X,X,O
JIZSLOT,O,X,O,X,O,O,X,X,O
JIZSOTL,O,X,X,X,X,X,X,X,O
JIZSOLT,O,X,O,X,O,O,X,X,O
JIZOTLS,O,O,X,X,X,O,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X,O
JIZOLTS,O,X,X,X,X,O,X,X,X
JIZOLST,O,X,O,X,X,O,X,X,O
JIZOSTL,O,X,X,X,X,X,X,X,O
JIZOSLT,O,X,O,X,O,O,X,X,O
JIOTLSZ,O,O,X,X,X,O,X,X,X
JIOTLZS,O,O,X,X,X,O,X,X,X
JIOTSLZ,O,O,X,X,X,X,X,X,X
JIOTSZL,X,O,X,X,X,X,X,X,X
JIOTZLS,O,O,X,X,X,O,X,X,X
JIOTZSL,O,O,X,X,X,X,X,X,X
JIOLTSZ,O,O,X,X,X,O,X,X,X
JIOLTZS,O,O,X,X,X,O,X,X,X
JIOLSTZ,O,X,O,O,X,O,X,X,X
JIOLSZT,O,X,O,O,X,O,X,X,X
JIOLZTS,O,X,X,X,X,O,X,X,X
JIOLZST,O,X,O,X,X,O,X,X,X
JIOSTLZ,O,O,X,O,O,X,X,X,X
JIOSTZL,X,O,X,X,X,X,X,X,X
JIOSLTZ,O,X,O,O,O,O,X,X,X
JIOSLZT,O,X,O,O,O,O,X,X,X
JIOSZTL,O,X,X,O,X,X,X,X,O
JIOSZLT,O,X,O,O,O,O,X,X,O
JIOZTLS,O,O,X,X,X,O,X,X,X
JIOZTSL,O,O,X,X,X,X,X,X,O
JIOZLTS,O,X,X,X,X,O,X,X,X
JIOZLST,O,X,O,X,X,O,X,X,O
JIOZSTL,O,X,X,X,X,X,X,X,O
JIOZSLT,O,X,O,X,O,O,X,X,O
JLTISZO,X,O,X,X,X,O,X,O,X
JLTISOZ,X,O,X,X,X,O,X,O,X
JLTIZSO,X,O,X,X,X,O,X,O,X
JLTIZOS,X,O,X,X,X,O,X,O,X
JLTIOSZ,X,O,X,X,X,O,O,O,X
JLTIOZS,X,O,X,X,X,O,O,O,X
JLTSIZO,X,O,X,X,X,O,X,X,X
JLTSIOZ,X,O,O,X,X,O,X,X,X
JLTSZIO,X,X,O,X,X,X,X,X,X
JLTSZOI,X,X,O,X,X,O,X,X,X
JLTSOIZ,X,O,O,X,X,O,X,X,X
JLTSOZI,X,X,O,X,X,O,X,X,X
JLTZISO,X,X,X,X,X,X,X,O,X
JLTZIOS,X,X,X,X,X,X,O,O,X
JLTZSIO,X,X,O,X,X,X,X,X,X
JLTZSOI,X,X,O,X,X,O,X,X,X
JLTZOIS,X,X,X,X,X,X,O,X,X
JLTZOSI,X,X,O,X,X,O,X,X,X
JLTOISZ,X,O,X,X,X,O,O,X,X
JLTOIZS,X,O,X,X,X,O,O,X,X
JLTOSIZ,X,O,O,X,X,O,X,X,X
JLTOSZI,X,X,O,X,X,O,X,X,X
JLTOZIS,X,X,X,X,X,X,O,X,X
JLTOZSI,X,X,O,X,X,O,X,X,X
JLITSZO,X,O,X,X,X,O,X,X,X
JLITSOZ,X,O,X,X,X,O,X,X,X
JLITZSO,X,O,X,X,X,O,X,X,X
JLITZOS,X,O,X,X,X,O,X,X,X
JLITOSZ,O,O,X,X,X,O,X,X,X
JLITOZS,O,O,X,X,X,O,X,X,X
JLISTZO,X,X,X,X,X,O,X,X,X
JLISTOZ,O,X,O,X,X,O,X,X,X
JLISZTO,X,X,O,X,X,O,X,X,X
JLISZOT,O,X,O,X,X,O,X,X,X
JLISOTZ,O,X,O,X,X,O,X,X,X
JLISOZT,O,X,O,X,X,O,X,X,X
JLIZTSO,X,O,X,X,X,O,X,X,X
JLIZTOS,O,O,X,X,X,O,X,X,X
JLIZSTO,O,X,O,X,X,O,X,X,X
JLIZSOT,O,X,O,X,X,O,X,X,X
JLIZOTS,O,X,X,X,X,O,X,X,X
JLIZOST,O,X,O,X,X,O,X,X,X
JLIOTSZ,O,O,X,X,X,O,X,X,X
JLIOTZS,O,O,X,X,X,O,X,X,X
JLIOSTZ,O,X,O,X,X,O,X,X,X
JLIOSZT,O,X,O,X,X,O,X,X,X
JLIOZTS,O,X,X,X,X,O,X,X,X
JLIOZST,O,X,O,X,X,O,X,X,X
JLSTIZO,X,X,X,X,X,O,X,X,X
JLSTIOZ,X,X,O,X,X,O,X,X,X
JLSTZIO,X,X,O,X,X,X,X,X,X
JLSTZOI,X,X,O,X,X,O,X,X,X
JLSTOIZ,X,X,O,X,X,O,X,X,X
JLSTOZI,X,X,O,X,X,O,X,X,X
JLSITZO,X,X,X,X,X,O,X,X,X
JLSITOZ,X,X,O,X,X,O,X,X,X
JLSIZTO,X,X,O,X,X,O,X,X,X
JLSIZOT,X,X,O,X,X,O,X,X,X
JLSIOTZ,X,X,O,X,X,O,X,X,X
JLSIOZT,X,X,O,X,X,O,X,X,X
JLSZTIO,X,X,O,X,X,X,X,X,X
JLSZTOI,X,X,O,X,X,O,X,X,X
JLSZITO,X,X,O,X,X,O,X,X,O
JLSZIOT,X,X,O,X,X,O,X,X,O
JLSZOTI,X,X,O,X,X,O,X,X,X
JLSZOIT,X,X,O,X,X,O,X,X,O
JLSOTIZ,X,X,O,X,X,O,X,X,X
JLSOTZI,X,X,O,X,X,O,X,X,X
JLSOITZ,X,X,O,X,X,O,X,X,X
JLSOIZT,X,X,O,X,X,O,X,X,X
JLSOZTI,X,X,O,X,X,O,X,X,X
JLSOZIT,X,X,O,X,X,O,X,X,O
JLZTISO,X,X,X,X,X,X,X,O,X
JLZTIOS,X,X,X,X,X,X,O,O,X
JLZTSIO,X,X,O,X,X,X,X,X,X
JLZTSOI,X,X,O,X,X,O,X,X,X
JLZTOIS,X,X,X,X,X,X,O,X,X
JLZTOSI,X,X,O,X,X,O,X,X,X
JLZITSO,X,X,X,X,X,O,X,X,X
JLZITOS,O,X,X,X,X,O,X,X,X
JLZISTO,O,X,O,X,X,O,X,X,O
JLZISOT,O,X,O,X,X,O,X,X,O
JLZIOTS,O,X,X,X,X,O,X,X,X
JLZIOST,O,X,O,X,X,O,X,X,X
JLZSTIO,X,X,O,X,X,X,X,X,X
JLZSTOI,X,X,O,X,X,O,X,X,X
JLZSITO,X,X,O,X,X,O,X,X,O
JLZSIOT,X,X,O,X,X,O,X,X,O
JLZSOTI,X,X,O,X,X,O,X,X,X
JLZSOIT,X,X,O,X,X,O,X,X,O
JLZOTIS,X,X,X,X,X,X,O,X,X
JLZOTSI,X,X,O,X,X,O,X,X,X
JLZOITS,X,X,X,X,X,O,X,X,X
JLZOIST,X,X,O,X,X,O,X,X,O
JLZOSTI,X,X,O,X,X,O,X,X,X
JLZOSIT,X,X,O,X,X,O,X,X,O
JLOTISZ,X,O,X,X,X,O,O,X,X
JLOTIZS,X,O,X,X,X,O,O,X,X
JLOTSIZ,X,O,O,X,X,O,X,X,X
JLOTSZI,X,X,O,X,X,O,X,X,X
JLOTZIS,X,X,X,X,X,X,O,X,X
JLOTZSI,X,X,O,X,X,O,X,X,X
JLOITSZ,X,O,X,X,X,O,X,X,X
JLOITZS,X,O,X,X,X,O,X,X,X
JLOISTZ,X,X,O,X,X,O,X,X,X
JLOISZT,X,X,O,X,X,O,X,X,X
JLOIZTS,X,X,X,X,X,O,X,X,X
JLOIZST,X,X,O,X,X,O,X,X,X
JLOSTIZ,X,X,O,X,X,O,X,X,X
JLOSTZI,X,X,O,X,X,O,X,X,X
JLOSITZ,X,X,O,X,X,O,X,X,X
JLOSIZT,X,X,O,X,X,O,X,X,X
JLOSZTI,X,X,O,X,X,O,X,X,X
JLOSZIT,X,X,O,X,X,O,X,X,O
JLOZTIS,X,X,X,X,X,X,O,X,X
JLOZTSI,X,X,O,X,X,O,X,X,X
JLOZITS,X,X,X,X,X,O,X,X,X
JLOZIST,X,X,O,X,X,O,X,X,O
JLOZSTI,X,X,O,X,X,O,X,X,X
JLOZSIT,X,X,O,X,X,O,X,X,O
JSTILZO,X,O,X,X,O,X,X,X,X
JSTILOZ,X,O,O,O,O,X,X,X,X
JSTIZLO,X,O,O,X,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X,X,X
JSTIOLZ,X,O,X,O,O,X,X,X,X
JSTIOZL,X,O,X,X,X,X,X,X,X
JSTLIZO,X,O,X,X,O,X,X,X,X
JSTLIOZ,X,O,O,X,O,X,X,X,X
JSTLZIO,X,X,O,X,X,X,X,X,X
JSTLZOI,X,X,O,X,O,X,X,X,X
JSTLOIZ,X,O,O,X,O,X,X,X,X
JSTLOZI,X,X,O,X,O,X,X,X,X
JSTZILO,X,O,O,O,X,X,X,X,O
JSTZIOL,X,O,X,O,X,X,X,X,O
JSTZLIO,X,X,O,X,X,X,X,X,X
JSTZLOI,X,X,O,X,X,X,X,X,X
JSTZOIL,X,O,X,O,X,X,X,X,O
JSTZOLI,X,X,O,X,X,X,X,X,X
JSTOILZ,X,O,X,O,O,X,X,X,X
JSTOIZL,X,O,X,X,X,X,X,X,X
JSTOLIZ,X,O,O,X,O,X,X,X,X
JSTOLZI,X,X,O,X,O,X,X,X,X
JSTOZIL,X,O,X,O,X,X,X,X,O
JSTOZLI,X,X,O,X,X,X,X,X,X
JSITLZO,X,O,X,X,O,X,X,X,X
JSITLOZ,O,O,O,O,O,X,X,X,X
JSITZLO,X,O,O,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,X,X
JSITOLZ,O,O,X,O,O,X,X,X,X
JSITOZL,X,O,X,X,X,X,X,X,X
JSILTZO,X,X,X,X,O,O,X,X,X
JSILTOZ,O,X,O,O,O,O,X,X,X
JSILZTO,X,X,O,O,O,O,X,X,X
JSILZOT,O,X,O,O,O,O,X,X,X
JSILOTZ,O,X,O,O,O,O,X,X,X
JSILOZT,O,X,O,O,O,O,X,X,X
JSIZTLO,O,O,O,O,X,X,X,X,O
JSIZTOL,O,O,X,O,X,X,X,X,O
JSIZLTO,O,X,O,O,O,O,X,X,O
JSIZLOT,O,X,O,O,O,O,X,X,O
JSIZOTL,O,X,X,O,X,X,X,X,O
JSIZOLT,O,X,O,O,O,O,X,X,O
JSIOTLZ,O,O,X,O,O,X,X,X,X
JSIOTZL,X,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,O,O,O,O,X,X,X
JSIOLZT,O,X,O,O,O,O,X,X,X
JSIOZTL,O,X,X,O,X,X,X,X,O
JSIOZLT,O,X,O,O,O,O,X,X,O
JSLTIZO,X,X,X,X,O,O,X,X,X
JSLTIOZ,X,X,O,X,O,O,X,X,X
JSLTZIO,X,X,O,X,X,X,X,X,X
JSLTZOI,X,X,O,X,O,O,X,X,X
JSLTOIZ,X,X,O,X,O,O,X,X,X
JSLTOZI,X,X,O,X,O,O,X,X,X
JSLITZO,X,X,X,X,O,O,X,X,X
