sequence,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBcnBTjBWx?BFtB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBFjBTnBct?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBziB+oB8r?B1xB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF3hBGjBVsBUoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeTDJvhFOpBxmB0kBFsBXt?BCsB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mBxiB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhFCjB0kBVsBToBOp?BRxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhF0kBxnBOpBzrBFt?BCtB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mB8nB+oBXnBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFFiB0mBGoBXoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFxiBlmB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkBGjB0mBlnBXt?BzrB,v115@/gC8GeB8IeB8FeD8DeA8Je1GJvhFxiBOpBCoB0kBzr?BXtB
LZTSIJO,O,O,O,X,X,O,X,X,X,O,O,O,X
LZTSIOJ,O,O,O,X,X,O,X,X,X,O,O,O,X
LZTSJIO,O,O,O,X,X,O,X,X,X,X,O,O,X
LZTSJOI,O,O,O,X,X,O,X,X,X,O,O,O,X
LZTSOIJ,O,O,O,X,X,O,X,X,X,O,O,O,X
LZTSOJI,O,X,O,X,X,O,X,X,X,O,O,O,X
LZTOIJS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZTOISJ,O,O,O,X,X,O,X,O,X,O,O,X,X
LZTOJIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZTOJSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LZTOSIJ,O,O,O,X,X,O,X,O,X,O,O,X,X
LZTOSJI,O,X,O,X,X,O,X,X,X,O,O,X,X
LZITJSO,O,O,O,O,X,O,X,X,O,O,X,X,X
LZITJOS,O,O,O,O,X,O,X,X,O,O,X,X,X
LZITSJO,O,O,O,O,X,O,X,X,X,O,O,O,X
LZITSOJ,O,O,O,O,X,O,O,X,X,O,O,O,X
LZITOJS,O,O,O,O,X,O,O,X,O,O,X,X,X
LZITOSJ,O,O,O,O,X,O,O,X,X,O,O,X,X
LZIJTSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LZIJTOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZIJSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LZIJSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LZIJOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZIJOST,O,O,X,X,X,X,X,X,O,O,X,X,X
LZISTJO,X,O,X,O,X,O,X,X,X,O,O,O,X
LZISTOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
LZISJTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LZISJOT,O,O,X,X,X,X,X,X,X,O,X,X,X
LZISOTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
LZISOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LZIOTJS,X,O,X,O,X,O,O,X,O,O,X,X,X
LZIOTSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
LZIOJTS,X,O,X,X,X,O,X,X,O,O,X,X,X
LZIOJST,X,O,X,X,X,X,X,X,O,O,X,X,X
LZIOSTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
LZIOSJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LZJTISO,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJTIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJTSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
LZJTSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
LZJTOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJTOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LZJITSO,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJITOS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJISTO,O,O,X,X,X,X,X,X,O,O,X,O,X
LZJISOT,O,O,X,X,X,X,X,X,O,O,X,X,X
LZJIOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJIOST,O,O,X,X,X,X,X,X,O,O,X,X,X
LZJSTIO,O,O,X,X,X,O,X,X,X,X,O,O,X
LZJSTOI,O,O,X,X,X,O,X,X,O,O,O,O,X
LZJSITO,O,O,X,X,X,X,X,X,O,X,X,O,X
LZJSIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZJSOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LZJSOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZJOTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJOTSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LZJOITS,O,O,O,X,X,O,X,X,O,O,X,X,X
LZJOIST,O,O,X,X,X,X,X,X,O,O,X,X,X
LZJOSTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LZJOSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSTIJO,X,O,X,X,X,O,X,X,X,O,O,O,X
LZSTIOJ,X,O,X,X,X,O,X,X,X,O,O,O,X
LZSTJIO,X,O,X,X,X,O,X,X,X,X,O,O,X
LZSTJOI,X,O,X,X,X,O,X,X,X,O,O,O,X
LZSTOIJ,X,O,X,X,X,O,X,X,X,O,O,O,X
LZSTOJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LZSITJO,X,O,X,O,X,O,X,X,X,O,O,O,X
LZSITOJ,X,O,X,O,X,O,O,X,X,O,O,O,X
LZSIJTO,O,O,X,X,X,X,X,X,X,O,X,O,X
LZSIJOT,O,O,X,X,X,X,X,X,X,O,X,X,X
LZSIOTJ,X,O,X,O,X,O,X,X,X,O,O,O,X
LZSIOJT,X,O,X,X,X,X,X,X,X,O,X,X,X
LZSJTIO,O,O,X,X,X,O,X,X,X,X,O,O,X
LZSJTOI,O,O,X,X,X,O,X,X,X,O,O,O,X
LZSJITO,O,O,X,X,X,X,X,X,X,X,X,O,X
LZSJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X
LZSJOTI,O,O,X,X,X,O,X,X,X,O,O,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X
LZSOTIJ,X,O,X,X,X,O,X,O,X,O,O,O,X
LZSOTJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LZSOITJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LZSOIJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LZSOJTI,X,O,X,X,X,O,X,X,X,O,O,X,X
LZSOJIT,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOTIJS,X,O,X,X,X,O,X,X,O,O,X,X,X
LZOTISJ,X,O,X,X,X,O,X,O,X,O,O,X,X
LZOTJIS,X,O,X,X,X,O,X,X,O,O,X,X,X
LZOTJSI,X,O,X,X,X,O,X,X,O,O,O,X,X
LZOTSIJ,X,O,X,X,X,O,X,O,X,O,O,X,X
LZOTSJI,X,X,X,X,X,O,X,X,X,O,O,X,X
LZOITJS,X,O,X,O,X,O,O,X,O,O,X,X,X
LZOITSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
LZOIJTS,X,O,X,X,X,O,X,X,O,O,X,X,X
LZOIJST,X,O,X,X,X,X,X,X,O,O,X,X,X
LZOISTJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LZOISJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LZOJTIS,X,O,X,X,X,O,X,X,O,O,X,X,X
LZOJTSI,X,O,X,X,X,O,X,X,O,O,O,X,X
LZOJITS,X,O,X,X,X,O,X,X,O,O,X,X,X
LZOJIST,X,O,X,X,X,X,X,X,O,O,X,X,X
LZOJSTI,X,O,X,X,X,O,X,X,O,O,O,X,X
LZOJSIT,X,O,X,X,X,X,X,X,O,X,X,X,X
LZOSTIJ,X,O,X,X,X,O,X,O,X,O,O,O,X
LZOSTJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LZOSITJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LZOSIJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LZOSJTI,X,O,X,X,X,O,X,X,X,O,O,X,X
LZOSJIT,X,O,X,X,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,X,O,O,X,O,X,X,O,X,X,X,X
LOTIJZS,O,X,O,O,X,O,X,X,O,O,X,X,X
LOTISJZ,O,X,X,O,X,O,X,X,O,X,X,X,X
LOTISZJ,O,X,X,O,X,O,X,O,X,X,X,X,X
LOTIZJS,O,X,O,O,X,O,X,X,O,O,X,X,X
LOTIZSJ,O,X,O,O,X,O,X,O,X,O,O,X,X
LOTJISZ,O,X,O,X,X,O,X,X,O,X,X,X,X
LOTJIZS,O,X,O,X,X,O,X,X,O,O,X,X,X
LOTJSIZ,O,X,O,X,X,O,X,X,X,X,X,X,O
LOTJSZI,O,X,O,X,X,O,X,X,O,X,X,X,O
LOTJZIS,O,X,O,X,X,O,X,X,O,O,X,X,X
LOTJZSI,O,X,O,X,X,O,X,X,O,O,O,X,X
LOTSIJZ,O,X,X,O,X,O,X,X,O,X,X,X,O
LOTSIZJ,O,X,X,O,X,O,X,O,X,X,X,X,O
LOTSJIZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LOTSJZI,O,X,X,X,X,O,X,X,O,X,X,X,O
LOTSZIJ,O,X,X,X,X,O,X,O,X,X,O,X,O
LOTSZJI,O,X,X,X,X,O,X,X,X,X,O,X,O
LOTZIJS,O,X,O,X,X,O,X,X,O,O,X,X,X
LOTZISJ,O,X,O,X,X,O,X,O,X,O,O,X,X
LOTZJIS,O,X,O,X,X,O,X,X,O,O,X,X,X
LOTZJSI,O,X,O,X,X,O,X,X,O,O,O,X,X
LOTZSIJ,O,X,O,X,X,O,X,O,X,O,O,X,X
LOTZSJI,O,X,O,X,X,O,X,X,X,O,O,X,X
LOITJSZ,O,X,O,O,X,O,O,X,O,X,X,X,X
LOITJZS,O,X,O,O,X,O,O,X,O,O,X,X,X
LOITSJZ,O,X,X,O,X,O,O,X,O,X,X,X,X
LOITSZJ,O,X,X,O,X,O,O,X,X,X,X,X,X
LOITZJS,O,X,O,O,X,O,O,X,O,O,X,X,X
LOITZSJ,O,X,O,O,X,O,O,X,X,O,O,X,X
LOIJTSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LOIJTZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LOIJSTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LOIJSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOIJZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LOIJZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LOISTJZ,X,X,X,O,X,X,X,X,O,X,X,O,X
LOISTZJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LOISJTZ,X,O,X,O,X,X,X,X,O,X,X,O,X
LOISJZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOISZTJ,X,O,X,O,X,X,X,O,X,O,X,O,X
LOISZJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LOIZTJS,X,O,X,O,X,O,O,X,O,O,X,X,X
LOIZTSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
LOIZJTS,X,O,X,X,X,O,X,X,O,O,X,X,X
LOIZJST,X,O,X,X,X,X,X,X,O,O,X,X,X
LOIZSTJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LOIZSJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LOJTISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
LOJTIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJTSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
LOJTSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
LOJTZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJTZSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LOJITSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
LOJITZS,O,O,O,O,X,O,X,X,O,O,X,X,X
LOJISTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LOJISZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJIZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJIZST,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJSTIZ,X,O,O,X,X,O,X,X,X,X,X,X,O
LOJSTZI,X,O,O,X,X,O,X,X,O,X,X,X,O
LOJSITZ,X,O,O,O,X,X,X,X,O,X,X,X,X
LOJSIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJSZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LOJSZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOJZTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJZTSI,O,O,O,X,X,O,X,X,O,O,O,X,X
LOJZITS,O,O,O,X,X,O,X,X,O,O,X,X,X
LOJZIST,O,O,X,X,X,X,X,X,O,O,X,X,X
LOJZSTI,O,O,X,X,X,O,X,X,O,O,O,X,X
LOJZSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOSTIJZ,X,X,X,O,X,O,X,X,O,X,X,O,O
LOSTIZJ,X,X,X,O,X,O,X,O,X,X,X,O,O
LOSTJIZ,X,X,X,X,X,O,X,X,X,X,X,O,O
LOSTJZI,X,X,X,X,X,O,X,X,O,X,X,O,O
LOSTZIJ,X,X,X,X,X,O,X,O,X,X,O,O,O
LOSTZJI,X,X,X,X,X,O,X,X,X,X,O,O,O
LOSITJZ,X,X,X,O,X,X,X,X,O,X,X,O,X
LOSITZJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LOSIJTZ,X,O,X,O,X,X,X,X,O,X,X,O,X
LOSIJZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOSIZTJ,X,O,X,O,X,X,X,O,X,O,X,O,X
LOSIZJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LOSJTIZ,X,O,X,X,X,O,X,X,X,X,X,O,O
LOSJTZI,X,O,X,X,X,O,X,X,O,X,X,O,O
LOSJITZ,X,O,X,O,X,X,X,X,O,X,X,O,X
LOSJIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
LOSJZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
LOSJZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOSZTIJ,X,O,X,X,X,O,X,O,X,O,O,O,X
LOSZTJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LOSZITJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LOSZIJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LOSZJTI,X,O,X,X,X,O,X,X,X,O,O,X,X
LOSZJIT,X,O,X,X,X,X,X,X,X,X,X,X,X
LOZTIJS,X,O,X,X,X,O,X,X,O,O,X,X,X
LOZTISJ,X,O,X,X,X,O,X,O,X,O,O,X,X
LOZTJIS,X,O,X,X,X,O,X,X,O,O,X,X,X
LOZTJSI,X,O,X,X,X,O,X,X,O,O,O,X,X
LOZTSIJ,X,O,X,X,X,O,X,O,X,O,O,X,X
LOZTSJI,X,X,X,X,X,O,X,X,X,O,O,X,X
LOZITJS,X,O,X,O,X,O,O,X,O,O,X,X,X
LOZITSJ,X,O,X,O,X,O,O,X,X,O,O,X,X
LOZIJTS,X,O,X,X,X,O,X,X,O,O,X,X,X
LOZIJST,X,O,X,X,X,X,X,X,O,O,X,X,X
LOZISTJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LOZISJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LOZJTIS,X,O,X,X,X,O,X,X,O,O,X,X,X
LOZJTSI,X,O,X,X,X,O,X,X,O,O,O,X,X
LOZJITS,X,O,X,X,X,O,X,X,O,O,X,X,X
LOZJIST,X,O,X,X,X,X,X,X,O,O,X,X,X
LOZJSTI,X,O,X,X,X,O,X,X,O,O,O,X,X
LOZJSIT,X,O,X,X,X,X,X,X,O,X,X,X,X
LOZSTIJ,X,O,X,X,X,O,X,O,X,O,O,O,X
LOZSTJI,X,X,X,X,X,O,X,X,X,O,O,O,X
LOZSITJ,X,O,X,O,X,O,X,O,X,O,O,O,X
LOZSIJT,X,O,X,X,X,X,X,O,X,O,X,X,X
LOZSJTI,X,O,X,X,X,O,X,X,X,O,O,X,X
LOZSJIT,X,O,X,X,X,X,X,X,X,X,X,X,X
JTILSZO,O,X,O,X,X,X,X,X,O,X,X,X,X
JTILSOZ,O,X,O,X,O,O,X,X,O,X,X,X,X
JTILZSO,O,X,O,X,X,O,X,X,O,O,X,X,X
JTILZOS,O,X,O,X,X,O,X,X,O,O,X,X,X
JTILOSZ,O,X,O,X,X,O,X,X,O,X,X,X,X
JTILOZS,O,X,O,X,X,O,X,X,O,O,X,X,X
JTISLZO,X,X,X,X,X,X,X,X,O,X,X,X,O
JTISLOZ,X,X,X,X,O,O,X,X,O,X,X,X,O
JTISZLO,X,X,X,X,X,X,X,X,O,X,X,X,X
JTISZOL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTISOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTISOZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTIZLSO,O,X,O,X,X,O,X,X,O,O,X,X,X
JTIZLOS,O,X,O,X,X,O,X,X,O,O,X,X,X
JTIZSLO,O,X,O,X,X,O,X,X,O,O,X,X,X
JTIZSOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTIZOLS,O,X,O,X,X,O,X,X,O,O,X,X,X
JTIZOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,X,X,O,X,X,O,X,X,X,X
JTIOLZS,O,X,O,X,X,O,X,X,O,X,X,X,X
JTIOSLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JTIOSZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTIOZLS,O,X,O,X,X,X,X,X,O,X,X,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,X,X,X,X,X,O,X,X,X,X
JTLISOZ,O,O,O,X,O,O,X,X,O,X,X,X,X
JTLIZSO,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLIZOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JTLIOZS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLSIZO,O,O,O,X,X,X,X,X,X,X,X,X,O
JTLSIOZ,O,O,O,X,O,O,X,X,X,X,X,X,O
JTLSZIO,O,O,O,X,X,O,X,X,X,X,X,X,O
JTLSZOI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTLSOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O
JTLSOZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTLZISO,O,O,O,X,X,O,X,X,O,X,X,X,X
JTLZIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLZSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JTLZSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTLZOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLZOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTLOISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JTLOIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLOSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JTLOSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTLOZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTLOZSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTSILZO,X,X,X,X,X,X,X,X,X,X,X,X,O
JTSILOZ,X,X,X,X,O,O,X,X,X,X,X,X,O
JTSIZLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JTSIZOL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSIOZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSLIZO,O,O,O,X,X,X,X,X,X,X,X,X,O
JTSLIOZ,O,O,O,X,O,O,X,X,X,X,X,X,O
JTSLZIO,O,O,O,X,X,O,X,X,X,X,X,X,O
JTSLZOI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTSLOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O
JTSLOZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTSZILO,O,O,O,X,X,O,X,X,X,X,X,X,X
JTSZIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTSZLIO,O,O,O,X,X,O,X,X,X,X,X,X,O
JTSZLOI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTSZOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTSZOLI,O,O,O,X,X,O,X,X,X,X,X,X,X
JTSOILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JTSOIZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,O,X,X,X,X,X,X,X,O
JTSOLZI,O,O,O,X,X,X,X,X,X,X,X,X,O
JTSOZIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X,X,X,X,X,X,O
JTZILSO,O,O,O,X,X,O,X,X,O,X,X,X,X
JTZILOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTZISLO,O,O,O,X,X,O,X,X,O,X,X,X,X
JTZISOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZIOLS,O,X,O,X,X,O,X,X,O,X,X,X,X
JTZIOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JTZLISO,O,O,O,X,X,O,X,X,O,X,X,X,X
JTZLIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTZLSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JTZLSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTZLOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTZLOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JTZSILO,O,O,O,X,X,O,X,X,X,X,O,X,X
JTZSIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZSLIO,O,O,O,X,X,O,X,X,X,X,O,X,O
JTZSLOI,O,O,O,X,X,O,X,X,O,O,O,X,O
JTZSOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
JTZSOLI,O,O,O,X,X,O,X,X,X,X,X,X,X
JTZOILS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTZOISL,O,O,O,X,X,X,X,O,X,X,X,X,X
JTZOLIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JTZOLSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JTZOSIL,O,O,O,X,X,O,X,O,X,X,X,X,X
JTZOSLI,O,O,O,X,X,O,X,X,X,X,X,X,O
JTOILSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,X,X,O,X,X,X,X,X,X,X
JTOISLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JTOISZL,X,X,X,X,O,X,X,O,X,X,X,X,X
JTOIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,X,X,O,X,X,X,X,X
JTOLISZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JTOLIZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JTOLSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JTOLSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JTOLZIS,O,O,O,X,X,O,X,X,O,X,X,X,X
JTOLZSI,O,O,O,X,X,O,X,X,O,X,X,X,X
JTOSILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JTOSIZL,X,X,X,X,O,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,O,X,O,X,X,X,X,X,X,X,O
JTOSLZI,O,O,O,X,X,X,X,X,X,X,X,X,O
JTOSZIL,O,O,O,X,O,X,X,O,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X,X,X,X,X,X,O
JTOZILS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTOZISL,O,O,O,X,X,X,X,O,X,X,X,X,X
JTOZLIS,O,O,O,X,X,O,X,X,O,X,X,X,X
JTOZLSI,O,O,O,X,X,O,X,X,O,X,X,X,X
JTOZSIL,O,O,O,X,X,O,X,O,X,X,X,X,X
JTOZSLI,O,O,O,X,X,O,X,X,X,X,X,X,O
JITLSZO,O,X,O,O,X,X,X,X,O,X,X,X,X
JITLSOZ,O,X,O,O,O,O,X,X,O,X,X,X,X
JITLZSO,O,X,O,O,X,O,X,X,O,O,X,X,X
JITLZOS,O,X,O,O,X,O,X,X,O,O,X,X,X
JITLOSZ,O,X,O,O,X,O,X,X,O,X,X,X,X
JITLOZS,O,X,O,O,X,O,X,X,O,O,X,X,X
JITSLZO,X,X,X,O,X,X,X,X,O,X,X,X,O
JITSLOZ,X,X,X,O,O,O,X,X,O,X,X,X,O
JITSZLO,X,X,X,O,X,X,X,X,O,X,X,X,X
JITSZOL,X,X,X,O,O,X,O,X,X,X,X,X,X
JITSOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JITSOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JITZLSO,O,X,O,O,X,O,X,X,O,O,X,X,X
JITZLOS,O,X,O,O,X,O,X,X,O,O,X,X,X
JITZSLO,O,X,O,O,X,O,X,X,O,O,X,X,X
JITZSOL,O,X,O,O,O,O,O,X,X,X,X,X,X
JITZOLS,O,X,O,O,X,O,O,X,O,O,X,X,X
JITZOSL,O,X,O,O,X,X,O,X,X,X,X,X,X
JITOLSZ,O,X,O,X,X,O,O,X,O,X,X,X,X
JITOLZS,O,X,O,X,X,O,O,X,O,X,X,X,X
JITOSLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
JITOSZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JITOZLS,O,X,O,X,X,X,O,X,O,X,X,X,X
JITOZSL,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTSZO,O,O,O,O,X,X,X,X,O,X,X,X,X
JILTSOZ,O,O,O,O,O,O,X,X,O,X,X,X,X
JILTZSO,O,O,O,O,X,O,X,X,O,O,X,X,X
JILTZOS,O,O,O,O,X,O,X,X,O,O,X,X,X
JILTOSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JILTOZS,O,O,O,O,X,O,X,X,O,O,X,X,X
JILSTZO,O,O,O,O,X,X,X,X,O,X,X,X,X
JILSTOZ,O,O,O,O,X,X,X,X,O,X,X,X,X
JILSZTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JILSZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JILSOTZ,X,O,O,O,O,X,X,X,O,X,X,X,X
JILSOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JILZTSO,O,O,O,X,X,O,X,X,O,O,X,X,X
JILZTOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JILZSTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JILZSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JILZOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JILZOST,O,O,X,X,X,X,X,X,O,O,X,X,X
JILOTSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JILOTZS,O,O,O,O,X,O,X,X,O,O,X,X,X
JILOSTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
JILOSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
