sequence,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBXjBUnBCnBlqBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBxiBTmB0qBXsBlsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFFiBXjBxqBTsBCrBUrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFjB2qBCnBTsB8qB3rB,v115@HhB8GeC8FeE8EeB8Jex/IvhF2nB/qBFmBCoBUsBTrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFymBXjBTlB0mB+sBVwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFXjBRmBFmB0qBCsBTsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnBCoBlqB3rBUsB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFiBXjBilB+rB8qBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBlqBCsBmqBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBmqBCsBlqBTsB,v115@HhB8GeC8FeE8EeB8Je3AJvhFFjBxmBmkBzqBCsBUsB,v115@HhB8GeC8FeE8EeB8Je1FJvhF0hBXjBmkBTnBCrBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnB3mBCoB0qBVxB,v115@HhB8GeC8FeE8EeB8Jex/IvhFzhBFjBilB+sB8qB3rB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBXjB0qBxrBlrBTsB
JOLISZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
JOLSTZI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
JOLSITZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X
JOLSIZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
JOLSZIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLZTSI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
JOLZITS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLZSTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
JOLZSIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,O,X,X,O,X,O,O,X,X,O,X,X,O,X
JOSTIZL,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
JOSTLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
JOSTLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
JOSTZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOSITLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,O,X
JOSITZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
JOSILTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
JOSILZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
JOSLTZI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
JOSLITZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X
JOSLIZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
JOSLZIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
JOSZITL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O
JOSZILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
JOSZLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZTISL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZTLIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZTLSI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZTSIL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZTSLI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZITLS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
JOZITSL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
JOZILTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
JOZILST,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
JOZISLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOZLTSI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLITS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
JOZLIST,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSTI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
JOZSTLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOZSITL,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
JOZSILT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSLIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
STILJOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STILZJO,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILOJZ,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STIJLZO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STIJOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STIOLJZ,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STIOLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLIZJO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
STLIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLIOJZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STLIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
STLJIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
STLJZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
STLJOIZ,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X
STLJOZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
STLZIJO,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X
STLZIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZJIO,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
STLZJOI,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
STLZOIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STLZOJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STLOIJZ,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X
STLOIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STLOJIZ,X,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
STLOJZI,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
STLOZIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STLOZJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STJILZO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
STJIZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STJIOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
STJIOZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
STJLZIO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
STJLOIZ,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X
STJLOZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
STJZILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STJZIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
STJZLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
STJZOIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
STJZOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STJOILZ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
STJOIZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
STJOLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
STJOZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STZILJO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STZILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIJLO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STZIJOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
STZIOLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIOJL,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O
STZLIJO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STZLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STZLJOI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZLOIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZJILO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STZJIOL,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
STZJLIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STZJOIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
STZJOLI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
STZOLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
STZOJLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
STOILZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STOIJLZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X
STOIJZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
STOIZLJ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STOIZJL,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STOLIJZ,X,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X
STOLIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STOLJIZ,X,X,O,O,X,O,X,O,O,O,X,X,X,X,O,X
STOLJZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
STOLZIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,O,X
STOJIZL,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
STOJLIZ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
STOJLZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
STOJZIL,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STOZILJ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STOZIJL,X,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STOZLIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SITLJOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITLZJO,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SITLZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLOJZ,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SITJOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SITZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SITOLJZ,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SITOLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SITOJZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SILTJOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTZJO,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SILTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILTOJZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJTZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
SILJTOZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
SILJZTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
SILJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
SILZTOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILZJTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
SILZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SILOJZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
SIJTZLO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SIJTOLZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIJTOZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
SIJLZTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
SIJLZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJLOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIJZTOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIJZLTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIJZLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIJZOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X
SIJOTZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SIJOLZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SIZTLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTJLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIZTJOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZTOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTOJL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZLTJO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
SIZLTOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZLJTO,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
SIZLJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZLOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIZJTOL,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZJLTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIZJLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZJOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZOTJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZOJLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SIOTLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
SIOTJZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOLJTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIOLJZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLZJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
SIOJTZL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIOJLZT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTIZJO,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTIOJZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLTJIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
SLTJZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
SLTJOIZ,X,X,O,X,X,O,X,O,X,O,O,X,X,X,O,X
SLTJOZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
SLTZIJO,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X
SLTZIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZJIO,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X,X
SLTZJOI,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X
SLTZOIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLTZOJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLTOIJZ,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X
SLTOIZJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SLTOJIZ,X,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
SLTOJZI,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
SLTOZIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLTOZJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLITJZO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SLITJOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLITZJO,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITOJZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIJTZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
