sequence,v115@PhC8FeE8DeD8JeT/IvhFcmBenBCjBXlBllBxvB,v115@PhC8FeE8DeD8JeT/IvhF/lBWnBxiBUqBlrBarB,v115@PhC8FeE8DeD8JeT/IvhFelBRhBCjB8rB3qBFrB,v115@PhC8FeE8DeD8Je/EJvhFzgBWnBxiB0qBlrBaqB,v115@PhC8FeE8DeD8Je/EJvhFUgBxiBKrBFnBGmBTqB,v115@PhC8FeE8DeD8JeyEJvhFXhBxiBFnB0kB+qBTrB,v115@PhC8FeE8DeD8Je2EJvhFXhBxiBFnBSqBTrBUqB
SIOTJZL,O,O,X,O,O,X,X
SIOTZLJ,X,O,X,O,O,X,X
SIOTZJL,O,O,X,O,O,X,X
SIOLTJZ,O,X,X,X,O,X,X
SIOLTZJ,X,X,X,X,O,X,X
SIOLJTZ,O,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X
SIOLZTJ,X,X,X,X,O,X,X
SIOLZJT,O,X,O,X,X,X,X
SIOJTLZ,O,X,X,X,O,X,X
SIOJTZL,O,O,X,O,O,X,X
SIOJLTZ,O,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X
SIOJZTL,O,O,O,X,O,X,X
SIOJZLT,O,X,O,X,X,X,X
SIOZTLJ,X,O,X,O,O,X,X
SIOZTJL,O,O,X,O,O,X,X
SIOZLTJ,X,O,X,X,O,X,X
SIOZLJT,O,X,O,X,X,X,X
SIOZJTL,O,O,O,X,O,X,X
SIOZJLT,O,X,O,X,X,X,X
SLTIJZO,O,X,X,O,O,O,X
SLTIJOZ,O,X,X,X,O,O,X
SLTIZJO,X,X,X,O,O,O,X
SLTIZOJ,X,X,X,O,O,X,X
SLTIOJZ,O,X,X,X,O,O,X
SLTIOZJ,X,X,X,X,O,O,X
SLTJIZO,X,X,X,O,O,O,X
SLTJIOZ,X,X,X,X,O,O,X
SLTJZIO,X,X,O,O,O,O,X
SLTJZOI,O,X,O,O,O,O,X
SLTJOIZ,X,X,X,X,O,O,X
SLTJOZI,O,X,O,X,O,O,X
SLTZIJO,X,X,O,O,O,O,X
SLTZIOJ,X,X,X,O,O,X,X
SLTZJIO,X,X,O,O,O,O,X
SLTZJOI,X,X,O,O,O,O,X
SLTZOIJ,X,X,X,O,O,X,X
SLTZOJI,X,X,O,O,O,X,X
SLTOIJZ,O,X,X,X,O,O,X
SLTOIZJ,X,X,X,X,O,O,X
SLTOJIZ,X,X,X,X,O,O,X
SLTOJZI,O,X,O,X,O,O,X
SLTOZIJ,X,X,X,X,O,O,X
SLTOZJI,X,X,O,X,O,O,X
SLITJZO,O,X,X,O,O,O,X
SLITJOZ,O,X,X,X,O,O,X
SLITZJO,X,X,X,O,O,O,X
SLITZOJ,X,X,X,O,O,X,X
SLITOJZ,O,X,X,X,O,O,X
SLITOZJ,X,X,X,X,O,O,X
SLIJTZO,O,X,X,O,X,X,X
SLIJTOZ,O,X,X,X,X,X,X
SLIJZTO,O,X,O,X,X,X,X
SLIJZOT,O,X,O,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X
SLIJOZT,O,X,O,X,X,X,X
SLIZTJO,X,X,O,O,O,X,X
SLIZTOJ,X,X,X,O,O,X,X
SLIZJTO,O,X,O,X,X,X,X
SLIZJOT,O,X,O,X,X,X,X
SLIZOTJ,X,X,X,X,O,X,X
SLIZOJT,O,X,O,X,X,X,X
SLIOTJZ,O,X,X,X,O,X,X
SLIOTZJ,X,X,X,X,O,X,X
SLIOJTZ,O,X,X,X,X,X,X
SLIOJZT,O,X,O,X,X,X,X
SLIOZTJ,X,X,X,X,O,X,X
SLIOZJT,O,X,O,X,X,X,X
SLJTIZO,X,X,X,O,O,X,X
SLJTIOZ,X,X,X,X,O,X,X
SLJTZIO,X,X,O,O,O,X,X
SLJTZOI,O,X,O,O,O,X,X
SLJTOIZ,X,X,X,X,O,X,X
SLJTOZI,O,X,O,X,O,X,X
SLJITZO,O,X,X,O,X,X,X
SLJITOZ,O,X,X,X,X,X,X
SLJIZTO,O,X,O,X,X,X,X
SLJIZOT,O,X,O,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X
SLJIOZT,O,X,O,X,X,X,X
SLJZTIO,X,X,O,X,O,X,X
SLJZTOI,O,X,O,X,O,X,X
SLJZITO,O,X,O,X,X,X,X
SLJZIOT,O,X,O,X,X,X,X
SLJZOTI,O,X,O,X,X,X,X
SLJZOIT,O,X,O,X,X,X,X
SLJOTIZ,X,X,X,X,O,X,X
SLJOTZI,O,X,O,X,O,X,X
SLJOITZ,O,X,X,X,X,X,X
SLJOIZT,O,X,O,X,X,X,X
SLJOZTI,O,X,O,X,O,X,X
SLJOZIT,O,X,O,X,X,X,X
SLZTIJO,X,X,O,O,O,X,X
SLZTIOJ,X,X,X,O,O,X,X
SLZTJIO,X,X,O,O,O,X,X
SLZTJOI,X,X,O,O,O,X,X
SLZTOIJ,X,X,X,O,O,X,X
SLZTOJI,X,X,O,O,O,X,X
SLZITJO,X,X,O,O,O,X,X
SLZITOJ,X,X,X,O,O,X,X
SLZIJTO,O,X,O,X,X,X,X
SLZIJOT,O,X,O,X,X,X,X
SLZIOTJ,X,X,X,X,O,X,X
SLZIOJT,O,X,O,X,X,X,X
SLZJTIO,X,X,O,X,O,X,X
SLZJTOI,O,X,O,X,O,X,X
SLZJITO,X,X,O,X,X,X,X
SLZJIOT,O,X,O,X,X,X,X
SLZJOTI,O,X,O,X,X,X,X
SLZJOIT,O,X,O,X,X,X,X
SLZOTIJ,X,X,X,O,O,X,X
SLZOTJI,X,X,O,O,O,X,X
SLZOITJ,X,X,X,X,O,X,X
SLZOIJT,O,X,O,X,X,X,X
SLZOJTI,O,X,O,X,O,X,X
SLZOJIT,O,X,O,X,X,X,X
SLOTIJZ,O,X,X,X,O,O,X
SLOTIZJ,X,X,X,X,O,O,X
SLOTJIZ,X,X,X,X,O,O,X
SLOTJZI,O,X,O,X,O,O,X
SLOTZIJ,X,X,X,X,O,O,X
SLOTZJI,X,X,O,X,O,O,X
SLOITJZ,O,X,X,X,O,O,X
SLOITZJ,X,X,X,X,O,O,X
SLOIJTZ,O,X,X,X,X,X,X
SLOIJZT,O,X,O,X,X,X,X
SLOIZTJ,X,X,X,X,O,X,X
SLOIZJT,O,X,O,X,X,X,X
SLOJTIZ,X,X,X,X,O,O,X
SLOJTZI,O,X,O,X,O,O,X
SLOJITZ,O,X,X,X,X,X,X
SLOJIZT,O,X,O,X,X,X,X
SLOJZTI,O,X,O,X,O,X,X
SLOJZIT,O,X,O,X,X,X,X
SLOZTIJ,X,X,X,X,O,O,X
SLOZTJI,X,X,O,X,O,O,X
SLOZITJ,X,X,X,X,O,X,X
SLOZIJT,O,X,O,X,X,X,X
SLOZJTI,O,X,O,X,O,X,X
SLOZJIT,O,X,O,X,X,X,X
SJTILZO,X,X,X,O,O,X,X
SJTILOZ,X,X,X,X,O,X,O
SJTIZLO,X,O,X,O,O,X,X
SJTIZOL,X,O,X,O,X,X,O
SJTIOLZ,X,X,X,X,O,X,O
SJTIOZL,X,O,X,O,O,X,O
SJTLIZO,X,X,X,O,O,X,X
SJTLIOZ,X,X,X,X,O,X,O
SJTLZIO,X,X,O,O,O,X,X
SJTLZOI,O,X,O,O,O,X,X
SJTLOIZ,X,X,X,X,O,X,O
SJTLOZI,O,X,O,X,O,X,O
SJTZILO,X,O,O,O,O,X,X
SJTZIOL,X,O,O,O,X,X,O
SJTZLIO,X,O,O,O,O,X,X
SJTZLOI,O,O,O,O,O,X,X
SJTZOIL,X,O,O,O,X,X,O
SJTZOLI,O,O,O,O,X,X,O
SJTOILZ,X,X,X,X,O,X,O
SJTOIZL,X,O,X,O,O,X,O
SJTOLIZ,X,X,X,X,O,X,O
SJTOLZI,O,X,O,X,O,X,O
SJTOZIL,X,O,O,O,O,X,O
SJTOZLI,O,O,O,O,O,X,O
SJITLZO,O,X,X,O,O,X,X
SJITLOZ,O,X,X,X,O,X,O
SJITZLO,O,O,X,O,O,X,X
SJITZOL,O,O,X,O,X,X,O
SJITOLZ,O,X,X,X,O,X,O
SJITOZL,O,O,X,O,O,X,O
SJILTZO,O,X,X,O,X,X,X
SJILTOZ,O,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,X,X
SJILZOT,O,X,O,X,X,X,X
SJILOTZ,O,X,X,X,X,X,X
SJILOZT,O,X,O,X,X,X,X
SJIZTLO,O,O,O,O,O,X,X
SJIZTOL,O,O,O,O,X,X,X
SJIZLTO,O,X,O,X,X,X,X
SJIZLOT,O,X,O,X,X,X,X
SJIZOTL,O,O,O,X,O,X,X
SJIZOLT,O,X,O,X,X,X,X
SJIOTLZ,O,X,X,X,O,X,X
SJIOTZL,O,O,X,O,O,X,X
SJIOLTZ,O,X,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,X
SJIOZTL,O,O,O,X,O,X,X
SJIOZLT,O,X,O,X,X,X,X
SJLTIZO,X,X,X,O,O,X,X
SJLTIOZ,X,X,X,X,O,X,X
SJLTZIO,X,X,O,O,O,X,X
SJLTZOI,O,X,O,O,O,X,X
SJLTOIZ,X,X,X,X,O,X,X
SJLTOZI,O,X,O,X,O,X,X
SJLITZO,O,X,X,O,X,X,X
SJLITOZ,O,X,X,X,X,X,X
SJLIZTO,O,X,O,X,X,X,X
SJLIZOT,O,X,O,X,X,X,X
SJLIOTZ,O,X,X,X,X,X,X
SJLIOZT,O,X,O,X,X,X,X
SJLZTIO,X,X,O,X,O,X,X
SJLZTOI,O,X,O,X,O,X,X
SJLZITO,O,X,O,X,X,X,X
SJLZIOT,O,X,O,X,X,X,X
SJLZOTI,O,X,O,X,X,X,X
SJLZOIT,O,X,O,X,X,X,X
SJLOTIZ,X,X,X,X,O,X,X
SJLOTZI,O,X,O,X,O,X,X
SJLOITZ,O,X,X,X,X,X,X
SJLOIZT,O,X,O,X,X,X,X
SJLOZTI,O,X,O,X,O,X,X
SJLOZIT,O,X,O,X,X,X,X
SJZTILO,X,O,O,O,O,X,X
SJZTIOL,X,O,O,O,X,X,X
SJZTLIO,X,O,O,O,O,X,X
SJZTLOI,O,O,O,O,O,X,X
SJZTOIL,X,O,O,O,X,X,X
SJZTOLI,O,O,O,O,X,X,X
SJZITLO,O,O,O,O,O,X,X
SJZITOL,O,O,O,O,X,X,X
SJZILTO,O,X,O,X,X,X,X
SJZILOT,O,X,O,X,X,X,X
SJZIOTL,O,O,O,X,O,X,X
SJZIOLT,O,X,O,X,X,X,X
SJZLTIO,X,X,O,X,O,X,X
SJZLTOI,O,X,O,X,O,X,X
SJZLITO,O,X,O,X,X,X,X
SJZLIOT,O,X,O,X,X,X,X
SJZLOTI,O,X,O,X,X,X,X
SJZLOIT,O,X,O,X,X,X,X
SJZOTIL,X,O,O,O,O,X,X
SJZOTLI,O,O,O,O,O,X,X
SJZOITL,O,O,O,X,O,X,X
SJZOILT,O,X,O,X,X,X,X
SJZOLTI,O,X,O,X,O,X,X
SJZOLIT,O,X,O,X,X,X,X
SJOTILZ,X,X,X,X,O,X,O
SJOTIZL,X,O,X,O,O,X,O
SJOTLIZ,X,X,X,X,O,X,O
SJOTLZI,O,X,O,X,O,X,O
SJOTZIL,X,O,O,O,O,X,O
SJOTZLI,O,O,O,O,O,X,O
SJOITLZ,O,X,X,X,O,X,O
SJOITZL,O,O,X,O,O,X,O
SJOILTZ,O,X,X,X,X,X,X
SJOILZT,O,X,O,X,X,X,X
SJOIZTL,O,O,O,X,O,X,X
SJOIZLT,O,X,O,X,X,X,X
SJOLTIZ,X,X,X,X,O,X,O
SJOLTZI,O,X,O,X,O,X,O
SJOLITZ,O,X,X,X,X,X,X
SJOLIZT,O,X,O,X,X,X,X
SJOLZTI,O,X,O,X,O,X,X
SJOLZIT,O,X,O,X,X,X,X
SJOZTIL,X,O,O,X,O,X,O
SJOZTLI,O,O,O,X,O,X,O
SJOZITL,O,O,O,X,O,X,X
SJOZILT,O,X,O,X,X,X,X
SJOZLTI,O,X,O,X,O,X,X
SJOZLIT,O,X,O,X,X,X,X
SZTILJO,X,O,O,O,O,X,X
SZTILOJ,X,O,X,O,O,X,X
SZTIJLO,X,O,O,O,O,X,X
SZTIJOL,X,O,O,O,X,X,X
SZTIOLJ,X,O,X,O,O,X,X
SZTIOJL,X,O,X,O,O,X,X
SZTLIJO,X,O,O,O,O,X,X
SZTLIOJ,X,O,X,O,O,X,X
SZTLJIO,X,O,O,O,O,X,X
SZTLJOI,X,O,O,O,O,X,X
SZTLOIJ,X,O,X,O,O,X,X
SZTLOJI,X,O,O,O,O,X,X
SZTJILO,X,O,O,O,O,X,X
SZTJIOL,X,O,O,O,X,X,X
SZTJLIO,X,O,O,O,O,X,X
SZTJLOI,X,O,O,O,O,X,X
SZTJOIL,X,O,O,O,X,X,X
SZTJOLI,X,O,O,O,X,X,X
SZTOILJ,X,O,X,O,O,X,X
SZTOIJL,X,O,X,O,O,X,X
SZTOLIJ,X,O,X,O,O,X,X
SZTOLJI,X,O,O,O,O,X,X
SZTOJIL,X,O,O,O,O,X,X
SZTOJLI,X,O,O,O,O,X,X
SZITLJO,X,O,O,O,O,X,X
SZITLOJ,X,O,X,O,O,X,X
SZITJLO,O,O,O,O,O,X,X
SZITJOL,O,O,O,O,X,X,X
SZITOLJ,X,O,X,O,O,X,X
SZITOJL,O,O,X,O,O,X,X
SZILTJO,X,O,O,O,O,X,X
SZILTOJ,X,O,X,O,O,X,X
SZILJTO,O,X,O,X,X,X,X
SZILJOT,O,X,O,X,X,X,X
SZILOTJ,X,O,X,X,O,X,X
SZILOJT,O,X,O,X,X,X,X
SZIJTLO,O,O,O,O,O,X,X
SZIJTOL,O,O,O,O,X,X,X
SZIJLTO,O,X,O,X,X,X,X
SZIJLOT,O,X,O,X,X,X,X
SZIJOTL,O,O,O,X,O,X,X
SZIJOLT,O,X,O,X,X,X,X
SZIOTLJ,X,O,X,O,O,X,X
SZIOTJL,O,O,X,O,O,X,X
SZIOLTJ,X,O,X,X,O,X,X
SZIOLJT,O,X,O,X,X,X,X
SZIOJTL,O,O,O,X,O,X,X
SZIOJLT,O,X,O,X,X,X,X
SZLTIJO,X,O,O,O,O,X,X
SZLTIOJ,X,O,X,O,O,X,X
SZLTJIO,X,O,O,O,O,X,X
SZLTJOI,X,O,O,O,O,X,X
SZLTOIJ,X,O,X,O,O,X,X
SZLTOJI,X,O,O,O,O,X,X
SZLITJO,X,O,O,O,O,X,X
SZLITOJ,X,O,X,O,O,X,X
SZLIJTO,O,X,O,X,X,X,X
SZLIJOT,O,X,O,X,X,X,X
SZLIOTJ,X,O,X,X,O,X,X
SZLIOJT,O,X,O,X,X,X,X
SZLJTIO,X,X,O,X,O,X,X
SZLJTOI,O,X,O,X,O,X,X
SZLJITO,X,X,O,X,X,X,X
SZLJIOT,O,X,O,X,X,X,X
SZLJOTI,O,X,O,X,X,X,X
SZLJOIT,O,X,O,X,X,X,X
SZLOTIJ,X,O,X,O,O,X,X
SZLOTJI,X,O,O,O,O,X,X
SZLOITJ,X,O,X,X,O,X,X
SZLOIJT,O,X,O,X,X,X,X
SZLOJTI,O,X,O,X,O,X,X
SZLOJIT,O,X,O,X,X,X,X
SZJTILO,X,O,O,O,O,X,X
SZJTIOL,X,O,O,O,X,X,X
SZJTLIO,X,O,O,O,O,X,X
SZJTLOI,O,O,O,O,O,X,X
SZJTOIL,X,O,O,O,X,X,X
SZJTOLI,O,O,O,O,X,X,X
SZJITLO,X,O,O,O,O,X,X
SZJITOL,X,O,O,O,X,X,X
SZJILTO,X,X,O,X,X,X,X
SZJILOT,O,X,O,X,X,X,X
SZJIOTL,X,O,O,X,O,X,X
SZJIOLT,O,X,O,X,X,X,X
SZJLTIO,X,X,O,X,O,X,X
SZJLTOI,O,X,O,X,O,X,X
SZJLITO,X,X,O,X,X,X,X
SZJLIOT,O,X,O,X,X,X,X
SZJLOTI,O,X,O,X,X,X,X
SZJLOIT,O,X,O,X,X,X,X
SZJOTIL,X,O,O,O,O,X,X
SZJOTLI,O,O,O,O,O,X,X
SZJOITL,X,O,O,X,O,X,X
SZJOILT,O,X,O,X,X,X,X
SZJOLTI,O,X,O,X,O,X,X
SZJOLIT,O,X,O,X,X,X,X
SZOTILJ,X,O,X,O,O,X,X
SZOTIJL,X,O,X,O,O,X,X
SZOTLIJ,X,O,X,O,O,X,X
SZOTLJI,X,O,O,O,O,X,X
SZOTJIL,X,O,O,O,O,X,X
SZOTJLI,X,O,O,O,O,X,X
SZOITLJ,X,O,X,O,O,X,X
SZOITJL,O,O,X,O,O,X,X
SZOILTJ,X,O,X,X,O,X,X
SZOILJT,O,X,O,X,X,X,X
SZOIJTL,O,O,O,X,O,X,X
SZOIJLT,O,X,O,X,X,X,X
SZOLTIJ,X,O,X,O,O,X,X
SZOLTJI,X,O,O,O,O,X,X
SZOLITJ,X,O,X,X,O,X,X
SZOLIJT,O,X,O,X,X,X,X
SZOLJTI,O,X,O,X,O,X,X
SZOLJIT,O,X,O,X,X,X,X
SZOJTIL,X,O,O,O,O,X,X
SZOJTLI,O,O,O,O,O,X,X
SZOJITL,X,O,O,X,O,X,X
SZOJILT,O,X,O,X,X,X,X
SZOJLTI,O,X,O,X,O,X,X
SZOJLIT,O,X,O,X,X,X,X
SOTILJZ,O,X,X,X,O,O,O
SOTILZJ,X,X,X,X,O,O,X
SOTIJLZ,O,X,X,X,O,O,O
SOTIJZL,O,O,X,O,O,X,O
SOTIZLJ,X,O,X,O,O,O,X
SOTIZJL,O,O,X,O,O,X,O
SOTLIJZ,O,X,X,X,O,O,O
SOTLIZJ,X,X,X,X,O,O,X
SOTLJIZ,X,X,X,X,O,O,O
SOTLJZI,O,X,O,X,O,O,O
SOTLZIJ,X,X,X,X,O,O,X
SOTLZJI,X,X,O,X,O,O,X
SOTJILZ,X,X,X,X,O,O,O
SOTJIZL,X,O,X,O,O,X,O
SOTJLIZ,X,X,X,X,O,O,O
SOTJLZI,O,X,O,X,O,O,O
SOTJZIL,X,O,O,O,O,X,O
SOTJZLI,O,O,O,O,O,X,O
SOTZILJ,X,O,X,O,O,O,X
SOTZIJL,X,O,X,O,O,X,O
SOTZLIJ,X,O,X,O,O,O,X
SOTZLJI,X,O,O,O,O,O,X
SOTZJIL,X,O,O,O,O,X,O
SOTZJLI,X,O,O,O,O,X,O
SOITLJZ,O,X,X,X,O,O,O
SOITLZJ,X,X,X,X,O,O,X
SOITJLZ,O,X,X,X,O,O,O
SOITJZL,O,O,X,O,O,X,O
SOITZLJ,X,O,X,O,O,O,X
SOITZJL,O,O,X,O,O,X,O
SOILTJZ,O,X,X,X,O,O,X
SOILTZJ,X,X,X,X,O,O,X
SOILJTZ,O,X,X,X,X,X,X
SOILJZT,O,X,O,X,X,X,X
SOILZTJ,X,X,X,X,O,X,X
SOILZJT,O,X,O,X,X,X,X
SOIJTLZ,O,X,X,X,O,X,O
SOIJTZL,O,O,X,O,O,X,O
SOIJLTZ,O,X,X,X,X,X,X
SOIJLZT,O,X,O,X,X,X,X
SOIJZTL,O,O,O,X,O,X,X
SOIJZLT,O,X,O,X,X,X,X
SOIZTLJ,X,O,X,O,O,X,X
SOIZTJL,O,O,X,O,O,X,X
SOIZLTJ,X,O,X,X,O,X,X
SOIZLJT,O,X,O,X,X,X,X
SOIZJTL,O,O,O,X,O,X,X
SOIZJLT,O,X,O,X,X,X,X
SOLTIJZ,O,X,X,X,O,O,O
SOLTIZJ,X,X,X,X,O,O,X
SOLTJIZ,X,X,X,X,O,O,O
SOLTJZI,O,X,O,X,O,O,O
SOLTZIJ,X,X,X,X,O,O,X
SOLTZJI,X,X,O,X,O,O,X
SOLITJZ,O,X,X,X,O,O,X
SOLITZJ,X,X,X,X,O,O,X
SOLIJTZ,O,X,X,X,X,X,X
SOLIJZT,O,X,O,X,X,X,X
SOLIZTJ,X,X,X,X,O,X,X
SOLIZJT,O,X,O,X,X,X,X
SOLJTIZ,X,X,X,X,O,O,O
SOLJTZI,O,X,O,X,O,O,O
SOLJITZ,O,X,X,X,X,X,X
SOLJIZT,O,X,O,X,X,X,X
SOLJZTI,O,X,O,X,O,X,X
SOLJZIT,O,X,O,X,X,X,X
SOLZTIJ,X,X,X,X,O,O,X
SOLZTJI,X,X,O,X,O,O,X
SOLZITJ,X,X,X,X,O,X,X
SOLZIJT,O,X,O,X,X,X,X
SOLZJTI,O,X,O,X,O,X,X
SOLZJIT,O,X,O,X,X,X,X
SOJTILZ,X,X,X,X,O,O,O
SOJTIZL,X,O,X,O,O,X,O
SOJTLIZ,X,X,X,X,O,O,O
SOJTLZI,O,X,O,X,O,O,O
SOJTZIL,X,O,O,O,O,X,O
SOJTZLI,O,O,O,O,O,X,O
SOJITLZ,O,X,X,X,O,X,O
SOJITZL,O,O,X,O,O,X,O
SOJILTZ,O,X,X,X,X,X,X
SOJILZT,O,X,O,X,X,X,X
SOJIZTL,O,O,O,X,O,X,X
SOJIZLT,O,X,O,X,X,X,X
SOJLTIZ,X,X,X,X,O,O,O
SOJLTZI,O,X,O,X,O,O,O
SOJLITZ,O,X,X,X,X,X,X
SOJLIZT,O,X,O,X,X,X,X
SOJLZTI,O,X,O,X,O,X,X
SOJLZIT,O,X,O,X,X,X,X
SOJZTIL,X,O,O,X,O,X,O
SOJZTLI,O,O,O,X,O,X,O
SOJZITL,O,O,O,X,O,X,X
SOJZILT,O,X,O,X,X,X,X
SOJZLTI,O,X,O,X,O,X,X
SOJZLIT,O,X,O,X,X,X,X
SOZTILJ,X,O,X,O,O,O,X
SOZTIJL,X,O,X,O,O,X,O
SOZTLIJ,X,O,X,O,O,O,X
SOZTLJI,X,O,O,O,O,O,X
SOZTJIL,X,O,O,O,O,X,O
SOZTJLI,X,O,O,O,O,X,O
SOZITLJ,X,O,X,O,O,X,X
SOZITJL,O,O,X,O,O,X,X
SOZILTJ,X,O,X,X,O,X,X
SOZILJT,O,X,O,X,X,X,X
SOZIJTL,O,O,O,X,O,X,X
SOZIJLT,O,X,O,X,X,X,X
SOZLTIJ,X,O,X,O,O,O,X
SOZLTJI,X,O,O,O,O,O,X
SOZLITJ,X,O,X,X,O,X,X
SOZLIJT,O,X,O,X,X,X,X
SOZLJTI,O,X,O,X,O,X,X
SOZLJIT,O,X,O,X,X,X,X
SOZJTIL,X,O,O,O,O,X,O
SOZJTLI,O,O,O,O,O,X,O
SOZJITL,X,O,O,X,O,X,X
SOZJILT,O,X,O,X,X,X,X
SOZJLTI,O,X,O,X,O,X,X
SOZJLIT,O,X,O,X,X,X,X
ZTILJSO,X,O,X,O,X,X,X
ZTILJOS,X,O,O,O,X,X,X
ZTILSJO,X,O,O,O,O,O,X
ZTILSOJ,X,O,X,O,O,X,X
ZTILOJS,X,O,X,O,X,X,X
ZTILOSJ,X,O,X,O,O,O,X
ZTIJLSO,X,O,X,O,X,X,X
ZTIJLOS,X,O,O,O,X,X,X
ZTIJSLO,X,O,X,O,X,X,X
ZTIJSOL,X,O,X,O,X,X,O
ZTIJOLS,X,O,O,O,X,X,X
ZTIJOSL,X,O,X,O,X,X,O
ZTISLJO,X,O,O,O,O,O,X
ZTISLOJ,X,O,X,O,O,X,X
ZTISJLO,X,O,O,O,O,X,X
ZTISJOL,X,O,O,O,X,X,O
ZTISOLJ,X,O,X,O,O,X,X
ZTISOJL,X,O,X,O,O,X,X
ZTIOLJS,X,O,X,O,X,X,X
ZTIOLSJ,X,O,X,O,O,O,X
ZTIOJLS,X,O,X,O,X,X,X
ZTIOJSL,X,O,X,O,X,X,O
ZTIOSLJ,X,O,X,O,O,O,X
ZTIOSJL,X,O,X,O,O,X,O
ZTLIJSO,X,O,X,O,X,X,X
ZTLIJOS,X,O,O,O,X,X,X
ZTLISJO,X,O,O,O,O,O,X
ZTLISOJ,X,O,X,O,O,X,X
ZTLIOJS,X,O,X,O,X,X,X
ZTLIOSJ,X,O,X,O,O,O,X
ZTLJISO,X,O,X,O,X,X,X
ZTLJIOS,X,O,O,O,X,X,X
ZTLJSIO,X,O,O,O,X,X,X
ZTLJSOI,X,O,O,O,X,X,X
ZTLJOIS,X,O,O,O,X,X,X
ZTLJOSI,X,O,O,O,X,X,X
ZTLSIJO,X,O,O,O,O,O,X
ZTLSIOJ,X,O,X,O,O,X,X
ZTLSJIO,X,O,O,O,O,O,X
ZTLSJOI,X,O,O,O,O,O,X
ZTLSOIJ,X,O,X,O,O,X,X
ZTLSOJI,X,O,O,O,O,X,X
ZTLOIJS,X,O,X,O,X,X,X
ZTLOISJ,X,O,X,O,O,O,X
ZTLOJIS,X,O,O,O,X,X,X
ZTLOJSI,X,O,O,O,X,X,X
ZTLOSIJ,X,O,X,O,O,O,X
ZTLOSJI,X,O,O,O,O,O,X
ZTJILSO,X,O,X,O,X,X,X
ZTJILOS,X,O,O,O,X,X,X
ZTJISLO,X,O,X,O,X,X,X
ZTJISOL,X,O,X,O,X,X,O
ZTJIOLS,X,O,O,O,X,X,X
ZTJIOSL,X,O,X,O,X,X,O
ZTJLISO,X,O,X,O,X,X,X
ZTJLIOS,X,O,O,O,X,X,X
ZTJLSIO,X,O,O,O,X,X,X
ZTJLSOI,X,O,O,O,X,X,X
ZTJLOIS,X,O,O,O,X,X,X
ZTJLOSI,X,O,O,O,X,X,X
ZTJSILO,X,O,O,O,X,X,X
ZTJSIOL,X,O,O,O,X,X,O
ZTJSLIO,X,O,O,O,X,X,X
ZTJSLOI,X,O,O,O,X,X,X
ZTJSOIL,X,O,O,O,X,X,O
ZTJSOLI,X,O,O,O,X,X,O
ZTJOILS,X,O,O,O,X,X,X
ZTJOISL,X,O,X,O,X,X,O
ZTJOLIS,X,O,O,O,X,X,X
ZTJOLSI,X,O,O,O,X,X,X
ZTJOSIL,X,O,O,O,X,X,O
ZTJOSLI,X,O,O,O,X,X,O
ZTSILJO,X,O,O,O,O,O,X
ZTSILOJ,X,O,X,O,O,X,X
ZTSIJLO,X,O,O,O,O,X,X
ZTSIJOL,X,O,O,O,X,X,O
ZTSIOLJ,X,O,X,O,O,X,X
ZTSIOJL,X,O,X,O,O,X,X
ZTSLIJO,X,O,O,O,O,O,X
ZTSLIOJ,X,O,X,O,O,X,X
ZTSLJIO,X,O,O,O,O,O,X
ZTSLJOI,X,O,O,O,O,O,X
ZTSLOIJ,X,O,X,O,O,X,X
ZTSLOJI,X,O,O,O,O,X,X
ZTSJILO,X,O,O,O,O,X,X
ZTSJIOL,X,O,O,O,X,X,O
ZTSJLIO,X,O,O,O,O,X,X
ZTSJLOI,X,O,O,O,O,X,X
ZTSJOIL,X,O,O,O,X,X,O
ZTSJOLI,X,O,O,O,X,X,O
ZTSOILJ,X,O,X,O,O,X,X
ZTSOIJL,X,O,X,O,O,X,X
ZTSOLIJ,X,O,X,O,O,X,X
ZTSOLJI,X,O,O,O,O,X,X
ZTSOJIL,X,O,O,O,O,X,X
ZTSOJLI,X,O,O,O,O,X,X
ZTOILJS,X,O,X,O,X,X,X
ZTOILSJ,X,O,X,O,O,O,X
ZTOIJLS,X,O,X,O,X,X,X
ZTOIJSL,X,O,X,O,X,X,O
ZTOISLJ,X,O,X,O,O,O,X
ZTOISJL,X,O,X,O,O,X,O
ZTOLIJS,X,O,X,O,X,X,X
ZTOLISJ,X,O,X,O,O,O,X
ZTOLJIS,X,O,O,O,X,X,X
ZTOLJSI,X,O,O,O,X,X,X
ZTOLSIJ,X,O,X,O,O,O,X
ZTOLSJI,X,O,O,O,O,O,X
ZTOJILS,X,O,O,O,X,X,X
ZTOJISL,X,O,X,O,X,X,O
ZTOJLIS,X,O,O,O,X,X,X
ZTOJLSI,X,O,O,O,X,X,X
ZTOJSIL,X,O,O,O,X,X,O
ZTOJSLI,X,O,O,O,X,X,O
ZTOSILJ,X,O,X,O,O,O,X
ZTOSIJL,X,O,X,O,O,X,O
