sequence,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF3hBcnB6oBT?lBdtBWxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBTjBu?rBcsBXtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBXjBu?rBctBTsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB2nBTlBc?tBXsBCtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBTjBx?sBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeUAJvhF9mBOnB6oBz?nB3lBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBXiBTjBW?tB0mBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oB0sBXsB
JOLSZTI,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X
JOLSZIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
JOLZTSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
JOLZITS,O,X,O,X,O,X,X,X,O,X,X,O,O,X,X
JOLZIST,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLZSTI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
JOLZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
JOSTIZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
JOSTLIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
JOSTLZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
JOSTZIL,O,X,O,O,O,O,X,O,X,X,O,O,X,X,X
JOSTZLI,O,X,O,O,O,O,X,O,X,X,O,O,O,X,X
JOSITLZ,O,X,O,O,X,X,X,O,X,X,O,O,O,X,X
JOSITZL,O,X,O,O,X,O,X,O,X,X,O,O,X,X,X
JOSILTZ,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
JOSILZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X
JOSIZLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
JOSLTZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
JOSLITZ,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLZTI,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X
JOSLZIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,O,O,O,X,O,X,X,O,O,X,X,X
JOSZTLI,O,X,O,O,O,O,X,O,X,X,O,O,O,X,X
JOSZITL,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X
JOSZILT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,O,O,O,X,O,X,X,O,O,O,X,X
JOSZLIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
JOZTISL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
JOZTLIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
JOZTLSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
JOZTSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
JOZTSLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
JOZITLS,O,O,O,X,O,X,X,X,O,X,O,O,X,X,X
JOZITSL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
JOZILTS,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X
JOZILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
JOZISLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
JOZLTSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
JOZLITS,O,X,O,X,O,X,X,X,O,X,X,O,O,X,X
JOZLIST,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOZLSTI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
JOZLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
JOZSTLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
JOZSITL,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X
JOZSILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
JOZSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
STILJOZ,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
STILZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STILZOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STILOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
STILOZJ,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STIJLZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
STIJLOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
STIJZLO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
STIJZOL,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
STIJOLZ,X,O,O,O,X,X,O,O,X,O,O,X,O,O,X
STIJOZL,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X
STIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STIZLOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STIZJOL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STIZOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STIZOJL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STIOLJZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
STIOLZJ,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STIOJLZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
STIOJZL,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
STIOZLJ,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
STIOZJL,X,O,O,O,X,O,X,O,X,O,O,X,X,X,X
STLIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
STLIJOZ,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
STLIZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X
STLIOZJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
STLJIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
STLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLJZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
STLJOIZ,O,O,O,O,O,X,X,O,X,X,O,X,O,O,X
STLJOZI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
STLZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STLZJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STLZOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STLZOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STLOIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
STLOIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STLOJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
STLOJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
STLOZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STLOZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STJILZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
STJILOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
STJIZLO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STJIOLZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
STJIOZL,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X
STJLIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
STJLIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
STJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJLZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
STJLOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
STJLOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
STJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJZIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STJZLOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
STJZOIL,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STJZOLI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
STJOILZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
STJOIZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
STJOLIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
STJOLZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
STJOZIL,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STJOZLI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
STZILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZILOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZIJOL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STZIOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STZIOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZLIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZLJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZLOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZJIOL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZJLOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZJOIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZJOLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZOILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZOIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZOLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STZOJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STOILJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
STOILZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STOIJLZ,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X
STOIJZL,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
STOIZLJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STOIZJL,O,O,O,O,X,O,X,O,O,X,O,O,X,X,X
STOLIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
STOLIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STOLJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
STOLJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
STOLZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOLZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOJILZ,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X
STOJIZL,O,X,O,O,X,O,X,O,X,X,O,O,X,X,X
STOJLIZ,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X
STOJLZI,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X
STOJZIL,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STOJZLI,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
STOZILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOZIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STOZLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOZLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STOZJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
STOZJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
SITLJZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SITLJOZ,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
SITLZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITLZOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITLOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
SITLOZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SITJLOZ,X,O,X,O,X,X,O,O,X,X,O,X,O,O,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SITJZOL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SITJOLZ,X,O,X,O,X,X,O,O,X,O,O,X,O,O,X
SITJOZL,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X
SITZLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITZLOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITZJOL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SITZOLJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SITZOJL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SITOLJZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
SITOLZJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SITOJLZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
SITOJZL,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
SITOZLJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SITOZJL,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X
SILTJZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SILTJOZ,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
SILTZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILTZOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILTOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
SILTOZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SILJTZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SILJTOZ,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X
SILJZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILJOTZ,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZTJO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZTOJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
SILOTZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SILOJTZ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SIJTLOZ,X,X,X,O,X,X,O,O,X,X,O,X,O,O,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIJTZOL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJTOLZ,X,X,X,O,X,X,O,O,X,O,O,X,O,O,X
SIJTOZL,X,X,X,O,X,X,X,O,X,O,O,X,O,X,X
SIJLTZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SIJLTOZ,X,X,X,O,X,X,O,O,X,X,O,X,O,O,X
SIJLZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLOTZ,X,X,X,O,X,X,O,O,X,X,O,X,O,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZTLO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZTOL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJZLTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJOTLZ,X,X,X,O,X,X,O,O,X,O,O,X,O,X,X
SIJOTZL,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
SIJOLTZ,X,X,X,O,X,X,O,O,X,O,O,X,O,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIZTLJO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZTLOJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJLO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZTJOL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZTOLJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZTOJL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZLTJO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLTOJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZOTJL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
SIOTLZJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SIOTJLZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
SIOTJZL,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X
SIOTZLJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SIOTZJL,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X
SIOLTJZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
SIOLTZJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
SIOJTZL,O,X,X,O,X,O,X,O,X,O,O,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJZTL,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SIOZTJL,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X
SIOZLTJ,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZJTL,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
SLTIJOZ,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
SLTIZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X
SLTIOZJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
SLTJIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
SLTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTJZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
SLTJOIZ,O,O,O,O,O,X,X,O,X,X,O,X,O,O,X
SLTJOZI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
SLTZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLTZJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SLTZOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SLTZOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
SLTOIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
SLTOJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
SLTOZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SLTOZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SLITJOZ,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
SLITZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLITZOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLITOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
SLITOZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SLIJTOZ,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X
SLIJZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLIJZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLIJOTZ,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLIZTJO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIZTOJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOTJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
SLIOTZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
SLIOJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SLIOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
SLJTIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
SLJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SLJTZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
SLJTOIZ,O,O,O,O,O,X,X,O,X,X,O,X,O,O,X
