sequence,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeRAJvhFUiBGjB9qBT?mB/tBywB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeGAJvhFxhBXjBimB9?tB0qBzrB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeGAJvhFNmBaoB5oBX?nB0qBzrB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeCBJvhFXiBdoB5oBe?rBUlBzrB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeCBJvhFOnBXjBTmB9?tBUlBRwB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KefGJvhF6mBNnBToBU?lBGtBRwB
SZIJTOL,O,X,O,X,X,X
SZIJLTO,O,X,O,X,X,X
SZIJLOT,O,X,O,X,X,X
SZIJOTL,O,X,O,X,X,X
SZIJOLT,O,X,O,X,X,X
SZIOTLJ,X,X,O,X,X,X
SZIOTJL,X,X,O,X,X,X
SZIOLTJ,X,X,O,X,X,X
SZIOLJT,X,X,O,X,X,X
SZIOJTL,O,X,O,X,X,X
SZIOJLT,O,X,O,X,X,X
SZLTIJO,O,O,O,X,X,X
SZLTIOJ,O,O,O,X,X,X
SZLTJIO,O,O,O,X,X,X
SZLTJOI,O,O,O,X,X,X
SZLTOIJ,O,O,O,X,X,X
SZLTOJI,O,O,O,X,X,X
SZLITJO,O,O,O,X,X,X
SZLITOJ,O,O,O,X,X,X
SZLIJTO,O,O,O,X,X,X
SZLIJOT,O,X,O,X,X,X
SZLIOTJ,X,X,O,X,X,X
SZLIOJT,O,X,O,X,X,X
SZLJTIO,O,O,O,X,X,X
SZLJTOI,O,O,O,X,X,X
SZLJITO,O,O,O,X,X,X
SZLJIOT,O,X,O,X,X,X
SZLJOTI,O,X,O,X,X,X
SZLJOIT,O,X,O,X,X,X
SZLOTIJ,O,X,O,X,X,X
SZLOTJI,O,X,O,X,X,X
SZLOITJ,X,X,O,X,X,X
SZLOIJT,O,X,O,X,X,X
SZLOJTI,O,X,O,X,X,X
SZLOJIT,O,X,O,X,X,X
SZJTILO,O,O,O,X,X,X
SZJTIOL,O,O,O,X,X,X
SZJTLIO,O,O,O,X,X,X
SZJTLOI,O,O,O,X,X,X
SZJTOIL,O,O,O,X,X,X
SZJTOLI,O,O,O,X,X,X
SZJITLO,O,X,O,X,X,X
SZJITOL,O,X,O,X,X,X
SZJILTO,O,X,O,X,X,X
SZJILOT,O,X,O,X,X,X
SZJIOTL,O,X,O,X,X,X
SZJIOLT,O,X,O,X,X,X
SZJLTIO,O,O,O,X,X,X
SZJLTOI,O,O,O,X,X,X
SZJLITO,O,O,O,X,X,X
SZJLIOT,O,X,O,X,X,X
SZJLOTI,O,X,O,X,X,X
SZJLOIT,O,X,O,X,X,X
SZJOTIL,O,O,O,X,X,X
SZJOTLI,O,O,O,X,X,X
SZJOITL,O,X,O,X,X,X
SZJOILT,O,X,O,X,X,X
SZJOLTI,O,O,O,X,X,X
SZJOLIT,O,O,O,X,X,X
SZOTILJ,X,O,O,X,X,X
SZOTIJL,O,O,O,X,X,X
SZOTLIJ,O,O,O,X,X,X
SZOTLJI,O,O,O,X,X,X
SZOTJIL,O,O,O,X,X,X
SZOTJLI,O,O,O,X,X,X
SZOITLJ,X,X,O,X,X,X
SZOITJL,X,X,O,X,X,X
SZOILTJ,X,X,O,X,X,X
SZOILJT,X,X,O,X,X,X
SZOIJTL,O,X,O,X,X,X
SZOIJLT,O,X,O,X,X,X
SZOLTIJ,O,O,O,X,X,X
SZOLTJI,O,O,O,X,X,X
SZOLITJ,X,O,O,X,X,X
SZOLIJT,O,O,O,X,X,X
SZOLJTI,O,O,O,X,X,X
SZOLJIT,O,O,O,X,X,X
SZOJTIL,O,O,O,X,X,X
SZOJTLI,O,O,O,X,X,X
SZOJITL,O,X,O,X,X,X
SZOJILT,O,X,O,X,X,X
SZOJLTI,O,O,O,X,X,X
SZOJLIT,O,O,O,X,X,X
SOTILJZ,O,O,X,O,X,O
SOTILZJ,O,O,X,X,X,O
SOTIJLZ,O,O,X,O,X,O
SOTIJZL,O,O,X,O,X,X
SOTIZLJ,X,O,X,X,X,O
SOTIZJL,O,O,X,O,X,X
SOTLIJZ,O,O,X,O,X,X
SOTLIZJ,O,O,X,X,X,X
SOTLJIZ,O,O,X,O,X,X
SOTLJZI,O,O,X,O,X,X
SOTLZIJ,O,O,X,X,X,X
SOTLZJI,O,O,X,X,X,X
SOTJILZ,O,O,X,O,X,X
SOTJIZL,O,O,X,O,X,X
SOTJLIZ,O,O,X,O,X,X
SOTJLZI,O,O,X,O,X,X
SOTJZIL,O,O,X,O,X,X
SOTJZLI,O,O,X,O,X,X
SOTZILJ,X,O,X,X,X,X
SOTZIJL,O,O,X,O,X,X
SOTZLIJ,O,O,X,X,X,X
SOTZLJI,O,O,X,X,X,X
SOTZJIL,O,O,X,O,X,X
SOTZJLI,O,O,X,O,X,X
SOITLJZ,O,X,X,O,X,O
SOITLZJ,O,X,X,X,X,O
SOITJLZ,O,X,X,O,X,O
SOITJZL,O,X,X,O,X,X
SOITZLJ,X,X,X,X,X,O
SOITZJL,O,X,X,O,X,X
SOILTJZ,O,X,X,X,X,O
SOILTZJ,O,X,X,X,X,O
SOILJTZ,O,X,X,X,X,O
SOILJZT,O,X,O,X,X,X
SOILZTJ,X,X,O,X,X,O
SOILZJT,O,X,O,X,X,X
SOIJTLZ,O,X,X,O,X,O
SOIJTZL,O,X,X,O,X,X
SOIJLTZ,O,X,X,O,X,O
SOIJLZT,O,X,O,X,X,X
SOIJZTL,O,X,O,X,X,X
SOIJZLT,O,X,O,X,X,X
SOIZTLJ,X,X,O,X,X,O
SOIZTJL,X,X,O,X,X,X
SOIZLTJ,X,X,O,X,X,O
SOIZLJT,X,X,O,X,X,X
SOIZJTL,O,X,O,X,X,X
SOIZJLT,O,X,O,X,X,X
SOLTIJZ,O,O,X,O,X,X
SOLTIZJ,O,O,X,X,X,X
SOLTJIZ,O,O,X,O,X,X
SOLTJZI,O,O,X,O,X,X
SOLTZIJ,O,O,X,X,X,X
SOLTZJI,O,O,X,X,X,X
SOLITJZ,O,O,X,X,X,X
SOLITZJ,O,O,X,X,X,X
SOLIJTZ,O,O,X,X,X,X
SOLIJZT,O,X,O,X,X,X
SOLIZTJ,X,X,O,X,X,X
SOLIZJT,O,X,O,X,X,X
SOLJTIZ,O,O,X,O,X,X
SOLJTZI,O,O,X,O,X,X
SOLJITZ,O,O,X,O,X,X
SOLJIZT,O,X,O,X,X,X
SOLJZTI,O,X,O,O,X,X
SOLJZIT,O,X,O,X,X,X
SOLZTIJ,O,X,O,X,X,X
SOLZTJI,O,X,O,X,X,X
SOLZITJ,X,X,O,X,X,X
SOLZIJT,O,X,O,X,X,X
SOLZJTI,O,X,O,X,X,X
SOLZJIT,O,X,O,X,X,X
SOJTILZ,O,O,X,O,X,X
SOJTIZL,O,O,X,O,X,X
SOJTLIZ,O,O,X,O,X,X
SOJTLZI,O,O,X,O,X,X
SOJTZIL,O,O,X,O,X,X
SOJTZLI,O,O,X,O,X,X
SOJITLZ,O,X,X,O,X,X
SOJITZL,O,X,X,O,X,X
SOJILTZ,O,X,X,O,X,X
SOJILZT,O,X,O,X,X,X
SOJIZTL,O,X,O,X,X,X
SOJIZLT,O,X,O,X,X,X
SOJLTIZ,O,O,X,O,X,X
SOJLTZI,O,O,X,O,X,X
SOJLITZ,O,O,X,O,X,X
SOJLIZT,O,X,O,X,X,X
SOJLZTI,O,X,O,O,X,X
SOJLZIT,O,X,O,X,X,X
SOJZTIL,O,X,O,O,X,X
SOJZTLI,O,X,O,O,X,X
SOJZITL,O,X,O,X,X,X
SOJZILT,O,X,O,X,X,X
SOJZLTI,O,X,O,O,X,X
SOJZLIT,O,X,O,X,X,X
SOZTILJ,X,O,O,X,X,X
SOZTIJL,O,O,O,O,X,X
SOZTLIJ,O,O,O,X,X,X
SOZTLJI,O,O,O,X,X,X
SOZTJIL,O,O,O,O,X,X
SOZTJLI,O,O,O,O,X,X
SOZITLJ,X,X,O,X,X,X
SOZITJL,X,X,O,X,X,X
SOZILTJ,X,X,O,X,X,X
SOZILJT,X,X,O,X,X,X
SOZIJTL,O,X,O,X,X,X
SOZIJLT,O,X,O,X,X,X
SOZLTIJ,O,O,O,X,X,X
SOZLTJI,O,O,O,X,X,X
SOZLITJ,X,O,O,X,X,X
SOZLIJT,O,O,O,X,X,X
SOZLJTI,O,O,O,X,X,X
SOZLJIT,O,O,O,X,X,X
SOZJTIL,O,O,O,O,X,X
SOZJTLI,O,O,O,O,X,X
SOZJITL,O,X,O,X,X,X
SOZJILT,O,X,O,X,X,X
SOZJLTI,O,O,O,O,X,X
SOZJLIT,O,O,O,X,X,X
ZTILJSO,O,O,O,X,X,X
ZTILJOS,X,O,O,X,X,X
ZTILSJO,O,O,O,X,X,X
ZTILSOJ,O,O,O,X,X,O
ZTILOJS,X,O,O,X,X,X
ZTILOSJ,O,O,O,X,X,O
ZTIJLSO,X,O,O,O,X,X
ZTIJLOS,X,O,O,X,X,X
ZTIJSLO,O,O,O,O,X,X
ZTIJSOL,O,O,O,X,O,X
ZTIJOLS,X,O,O,O,O,X
ZTIJOSL,X,O,O,O,O,X
ZTISLJO,O,O,O,X,X,X
ZTISLOJ,O,O,O,X,X,O
ZTISJLO,O,O,O,O,X,X
ZTISJOL,O,O,O,X,O,X
ZTISOLJ,X,O,O,X,O,O
ZTISOJL,O,O,O,O,O,X
ZTIOLJS,X,O,O,X,O,X
ZTIOLSJ,X,O,O,X,O,O
ZTIOJLS,X,O,O,O,O,X
ZTIOJSL,X,O,O,O,O,X
ZTIOSLJ,X,O,O,X,O,O
ZTIOSJL,O,O,O,O,O,X
ZTLIJSO,O,O,O,X,X,X
ZTLIJOS,X,O,O,X,X,X
ZTLISJO,O,O,O,X,X,X
ZTLISOJ,O,O,O,X,X,X
ZTLIOJS,X,O,O,X,X,X
ZTLIOSJ,O,O,O,X,X,X
ZTLJISO,O,O,O,X,X,X
ZTLJIOS,X,O,O,X,X,X
ZTLJSIO,O,O,O,X,X,X
ZTLJSOI,O,O,O,X,X,X
ZTLJOIS,X,O,O,X,X,X
ZTLJOSI,X,O,O,X,X,X
ZTLSIJO,O,O,O,X,X,X
ZTLSIOJ,O,O,O,X,X,X
ZTLSJIO,O,O,O,X,X,X
ZTLSJOI,O,O,O,X,X,X
ZTLSOIJ,O,O,O,X,X,X
ZTLSOJI,O,O,O,X,X,X
ZTLOIJS,O,O,O,X,X,X
ZTLOISJ,O,O,O,X,X,X
ZTLOJIS,O,O,O,X,X,X
ZTLOJSI,O,O,O,X,X,X
ZTLOSIJ,O,O,O,X,X,X
ZTLOSJI,O,O,O,X,X,X
ZTJILSO,X,O,O,O,X,X
ZTJILOS,X,O,O,X,X,X
ZTJISLO,O,O,O,O,X,X
ZTJISOL,O,O,O,X,X,X
ZTJIOLS,X,O,O,O,X,X
ZTJIOSL,X,O,O,O,X,X
ZTJLISO,O,O,O,O,X,X
ZTJLIOS,X,O,O,X,X,X
ZTJLSIO,O,O,O,O,X,X
ZTJLSOI,O,O,O,X,X,X
ZTJLOIS,X,O,O,X,X,X
ZTJLOSI,X,O,O,X,X,X
ZTJSILO,O,O,O,O,X,X
ZTJSIOL,O,O,O,X,X,X
ZTJSLIO,O,O,O,O,X,X
ZTJSLOI,O,O,O,X,X,X
ZTJSOIL,O,O,O,X,X,X
ZTJSOLI,O,O,O,X,X,X
ZTJOILS,X,O,O,O,X,X
ZTJOISL,X,O,O,O,X,X
ZTJOLIS,X,O,O,O,X,X
ZTJOLSI,X,O,O,O,X,X
ZTJOSIL,X,O,O,O,X,X
ZTJOSLI,X,O,O,O,X,X
ZTSILJO,O,O,O,X,X,X
ZTSILOJ,O,O,O,X,X,X
ZTSIJLO,O,O,O,O,X,X
ZTSIJOL,O,O,O,X,O,X
ZTSIOLJ,X,O,O,X,O,X
ZTSIOJL,O,O,O,O,O,X
ZTSLIJO,O,O,O,X,X,X
ZTSLIOJ,O,O,O,X,X,X
ZTSLJIO,O,O,O,X,X,X
ZTSLJOI,O,O,O,X,X,X
ZTSLOIJ,O,O,O,X,X,X
ZTSLOJI,O,O,O,X,X,X
ZTSJILO,O,O,O,O,X,X
ZTSJIOL,O,O,O,X,O,X
ZTSJLIO,O,O,O,O,X,X
ZTSJLOI,O,O,O,X,X,X
ZTSJOIL,O,O,O,X,X,X
ZTSJOLI,O,O,O,X,X,X
ZTSOILJ,X,O,O,X,X,X
ZTSOIJL,O,O,O,O,X,X
ZTSOLIJ,O,O,O,X,X,X
ZTSOLJI,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,X,X
ZTSOJLI,O,O,O,O,X,X
ZTOILJS,X,O,O,X,X,X
ZTOILSJ,X,O,O,X,X,O
ZTOIJLS,X,O,O,O,X,X
ZTOIJSL,X,O,O,O,X,X
ZTOISLJ,X,O,O,X,X,O
ZTOISJL,O,O,O,O,X,X
ZTOLIJS,X,O,O,X,X,X
ZTOLISJ,O,O,O,X,X,X
ZTOLJIS,X,O,O,X,X,X
ZTOLJSI,X,O,O,X,X,X
ZTOLSIJ,O,O,O,X,X,X
ZTOLSJI,O,O,O,X,X,X
ZTOJILS,X,O,O,O,X,X
ZTOJISL,X,O,O,O,X,X
ZTOJLIS,X,O,O,O,X,X
ZTOJLSI,X,O,O,O,X,X
ZTOJSIL,X,O,O,O,X,X
ZTOJSLI,X,O,O,O,X,X
ZTOSILJ,X,O,O,X,X,X
ZTOSIJL,O,O,O,O,X,X
ZTOSLIJ,O,O,O,X,X,X
ZTOSLJI,O,O,O,X,X,X
ZTOSJIL,O,O,O,O,X,X
ZTOSJLI,O,O,O,O,X,X
ZITLJSO,O,O,O,X,X,X
ZITLJOS,X,O,O,X,X,X
ZITLSJO,O,O,O,X,X,X
ZITLSOJ,O,O,O,X,X,O
ZITLOJS,X,O,O,X,X,X
ZITLOSJ,O,O,O,X,X,O
ZITJLSO,X,O,O,O,X,X
ZITJLOS,X,O,O,X,X,X
ZITJSLO,O,O,O,O,X,X
ZITJSOL,O,O,O,X,O,X
ZITJOLS,X,O,O,O,O,X
ZITJOSL,X,O,O,O,O,X
ZITSLJO,O,O,O,X,X,X
ZITSLOJ,O,O,O,X,X,O
ZITSJLO,O,O,O,O,X,X
ZITSJOL,O,O,O,X,O,X
ZITSOLJ,X,O,O,X,O,O
ZITSOJL,O,O,O,O,O,X
ZITOLJS,X,O,O,X,O,X
ZITOLSJ,X,O,O,X,O,O
ZITOJLS,X,O,O,O,O,X
ZITOJSL,X,O,O,O,O,X
ZITOSLJ,X,O,O,X,O,O
ZITOSJL,O,O,O,O,O,X
ZILTJSO,O,O,O,X,X,X
ZILTJOS,X,O,O,X,X,X
ZILTSJO,O,O,O,X,X,X
ZILTSOJ,O,O,O,X,X,O
ZILTOJS,X,O,O,X,X,X
ZILTOSJ,O,O,O,X,X,O
ZILJTSO,X,O,O,X,X,X
ZILJTOS,X,O,O,X,X,X
ZILJSTO,O,O,O,X,X,X
ZILJSOT,O,X,O,X,X,X
ZILJOTS,X,O,O,X,X,X
ZILJOST,X,X,O,X,X,X
ZILSTJO,O,O,O,X,X,X
ZILSTOJ,O,O,O,X,X,O
ZILSJTO,O,O,O,X,X,X
ZILSJOT,O,X,O,X,X,X
ZILSOTJ,X,X,O,X,X,O
ZILSOJT,O,X,O,X,X,X
ZILOTJS,X,O,O,X,X,X
ZILOTSJ,X,O,O,X,X,O
ZILOJTS,X,O,O,X,X,X
ZILOJST,X,X,O,X,X,X
ZILOSTJ,X,X,O,X,X,O
ZILOSJT,O,X,O,X,X,X
ZIJTLSO,X,O,O,O,X,X
ZIJTLOS,X,O,O,X,X,X
ZIJTSLO,X,O,O,O,X,X
ZIJTSOL,X,O,O,X,O,X
ZIJTOLS,X,O,O,O,O,X
ZIJTOSL,X,O,O,O,O,X
ZIJLTSO,X,O,O,O,X,X
ZIJLTOS,X,O,O,X,X,X
ZIJLSTO,X,O,O,X,X,X
ZIJLSOT,X,X,O,X,X,X
ZIJLOTS,X,O,O,X,X,X
ZIJLOST,X,X,O,X,X,X
ZIJSTLO,O,X,O,X,X,X
ZIJSTOL,O,X,O,X,X,X
ZIJSLTO,O,X,O,X,X,X
ZIJSLOT,O,X,O,X,X,X
ZIJSOTL,O,X,O,X,X,X
ZIJSOLT,O,X,O,X,X,X
ZIJOTLS,X,O,O,O,O,X
ZIJOTSL,X,O,O,O,O,X
ZIJOLTS,X,O,O,O,O,X
ZIJOLST,X,O,O,X,X,X
ZIJOSTL,X,X,O,X,X,X
ZIJOSLT,X,X,O,X,X,X
ZISTLJO,O,X,O,X,X,X
ZISTLOJ,O,X,O,X,X,O
ZISTJLO,O,X,O,X,X,X
ZISTJOL,O,X,O,X,X,X
ZISTOLJ,X,X,O,X,X,O
ZISTOJL,O,X,O,X,X,X
ZISLTJO,O,X,O,X,X,X
ZISLTOJ,O,X,O,X,X,O
ZISLJTO,O,X,O,X,X,X
ZISLJOT,O,X,O,X,X,X
ZISLOTJ,X,X,O,X,X,O
ZISLOJT,O,X,O,X,X,X
ZISJTLO,O,X,O,X,X,X
ZISJTOL,O,X,O,X,X,X
ZISJLTO,O,X,O,X,X,X
ZISJLOT,O,X,O,X,X,X
ZISJOTL,O,X,O,X,X,X
ZISJOLT,O,X,O,X,X,X
ZISOTLJ,X,X,O,X,X,O
ZISOTJL,X,X,O,X,X,X
ZISOLTJ,X,X,O,X,X,O
ZISOLJT,X,X,O,X,X,X
ZISOJTL,O,X,O,X,X,X
ZISOJLT,O,X,O,X,X,X
ZIOTLJS,X,O,O,X,O,X
ZIOTLSJ,X,O,O,X,O,O
ZIOTJLS,X,O,O,O,O,X
ZIOTJSL,X,O,O,O,O,X
ZIOTSLJ,X,O,O,X,O,O
ZIOTSJL,X,O,O,O,O,X
ZIOLTJS,X,O,O,X,O,X
ZIOLTSJ,X,O,O,X,O,O
ZIOLJTS,X,O,O,X,O,X
ZIOLJST,X,O,O,X,X,X
ZIOLSTJ,X,O,O,X,X,O
ZIOLSJT,X,O,O,X,X,X
ZIOJTLS,X,O,O,O,O,X
ZIOJTSL,X,O,O,O,O,X
ZIOJLTS,X,O,O,O,O,X
ZIOJLST,X,O,O,X,X,X
ZIOJSTL,X,X,O,X,X,X
ZIOJSLT,X,X,O,X,X,X
ZIOSTLJ,X,X,O,X,X,O
ZIOSTJL,X,X,O,X,X,X
ZIOSLTJ,X,X,O,X,X,O
ZIOSLJT,X,X,O,X,X,X
ZIOSJTL,O,X,O,X,X,X
ZIOSJLT,O,X,O,X,X,X
ZLTIJSO,O,O,O,X,X,X
ZLTIJOS,X,O,O,X,X,X
ZLTISJO,O,O,O,X,X,X
ZLTISOJ,O,O,O,X,X,X
ZLTIOJS,X,O,O,X,X,X
ZLTIOSJ,O,O,O,X,X,X
ZLTJISO,O,O,O,X,X,X
ZLTJIOS,X,O,O,X,X,X
ZLTJSIO,O,O,O,X,X,X
ZLTJSOI,O,O,O,X,X,X
ZLTJOIS,X,O,O,X,X,X
ZLTJOSI,X,O,O,X,X,X
ZLTSIJO,O,O,O,X,X,X
ZLTSIOJ,O,O,O,X,X,X
ZLTSJIO,O,O,O,X,X,X
ZLTSJOI,O,O,O,X,X,X
ZLTSOIJ,O,O,O,X,X,X
ZLTSOJI,O,O,O,X,X,X
ZLTOIJS,O,O,O,X,X,X
ZLTOISJ,O,O,O,X,X,X
ZLTOJIS,O,O,O,X,X,X
ZLTOJSI,O,O,O,X,X,X
ZLTOSIJ,O,O,O,X,X,X
ZLTOSJI,O,O,O,X,X,X
ZLITJSO,O,O,O,X,X,X
ZLITJOS,X,O,O,X,X,X
ZLITSJO,O,O,O,X,X,X
ZLITSOJ,O,O,O,X,X,X
ZLITOJS,X,O,O,X,X,X
ZLITOSJ,O,O,O,X,X,X
ZLIJTSO,X,O,O,X,X,X
ZLIJTOS,X,O,O,X,X,X
ZLIJSTO,O,O,O,X,X,X
ZLIJSOT,O,X,O,X,X,X
ZLIJOTS,X,O,O,X,X,X
ZLIJOST,X,X,O,X,X,X
ZLISTJO,O,O,O,X,X,X
ZLISTOJ,O,O,O,X,X,X
ZLISJTO,O,O,O,X,X,X
ZLISJOT,O,X,O,X,X,X
ZLISOTJ,X,X,O,X,X,X
ZLISOJT,O,X,O,X,X,X
ZLIOTJS,X,O,O,X,X,X
ZLIOTSJ,X,O,O,X,X,X
ZLIOJTS,X,O,O,X,X,X
ZLIOJST,X,X,O,X,X,X
ZLIOSTJ,X,X,O,X,X,X
ZLIOSJT,O,X,O,X,X,X
ZLJTISO,O,O,O,X,X,X
ZLJTIOS,X,O,O,X,X,X
ZLJTSIO,O,O,O,X,X,X
ZLJTSOI,O,O,O,X,X,X
ZLJTOIS,X,O,O,X,X,X
ZLJTOSI,X,O,O,X,X,X
ZLJITSO,X,O,O,X,X,X
ZLJITOS,X,O,O,X,X,X
ZLJISTO,O,O,O,X,X,X
ZLJISOT,O,X,O,X,X,X
ZLJIOTS,X,O,O,X,X,X
ZLJIOST,X,X,O,X,X,X
ZLJSTIO,O,O,O,X,X,X
ZLJSTOI,O,O,O,X,X,X
ZLJSITO,O,O,O,X,X,X
ZLJSIOT,O,X,O,X,X,X
ZLJSOTI,O,X,O,X,X,X
ZLJSOIT,O,X,O,X,X,X
ZLJOTIS,X,O,O,X,X,X
ZLJOTSI,X,O,O,X,X,X
ZLJOITS,X,O,O,X,X,X
ZLJOIST,X,O,O,X,X,X
ZLJOSTI,X,O,O,X,X,X
ZLJOSIT,X,O,O,X,X,X
ZLSTIJO,O,O,O,X,X,X
ZLSTIOJ,O,O,O,X,X,X
ZLSTJIO,O,O,O,X,X,X
ZLSTJOI,O,O,O,X,X,X
ZLSTOIJ,O,O,O,X,X,X
ZLSTOJI,O,O,O,X,X,X
ZLSITJO,O,O,O,X,X,X
ZLSITOJ,O,O,O,X,X,X
ZLSIJTO,O,O,O,X,X,X
ZLSIJOT,O,X,O,X,X,X
ZLSIOTJ,X,X,O,X,X,X
ZLSIOJT,O,X,O,X,X,X
ZLSJTIO,O,O,O,X,X,X
ZLSJTOI,O,O,O,X,X,X
ZLSJITO,O,O,O,X,X,X
ZLSJIOT,O,X,O,X,X,X
ZLSJOTI,O,X,O,X,X,X
ZLSJOIT,O,X,O,X,X,X
ZLSOTIJ,O,X,O,X,X,X
ZLSOTJI,O,X,O,X,X,X
ZLSOITJ,X,X,O,X,X,X
ZLSOIJT,O,X,O,X,X,X
ZLSOJTI,O,X,O,X,X,X
ZLSOJIT,O,X,O,X,X,X
ZLOTIJS,X,O,O,X,X,X
ZLOTISJ,O,O,O,X,X,X
ZLOTJIS,X,O,O,X,X,X
ZLOTJSI,X,O,O,X,X,X
ZLOTSIJ,O,O,O,X,X,X
ZLOTSJI,O,O,O,X,X,X
ZLOITJS,X,O,O,X,X,X
ZLOITSJ,X,O,O,X,X,X
ZLOIJTS,X,O,O,X,X,X
ZLOIJST,X,O,O,X,X,X
ZLOISTJ,X,O,O,X,X,X
ZLOISJT,O,O,O,X,X,X
ZLOJTIS,X,O,O,X,X,X
ZLOJTSI,X,O,O,X,X,X
ZLOJITS,X,O,O,X,X,X
ZLOJIST,X,O,O,X,X,X
ZLOJSTI,X,O,O,X,X,X
ZLOJSIT,X,O,O,X,X,X
ZLOSTIJ,O,O,O,X,X,X
ZLOSTJI,O,O,O,X,X,X
ZLOSITJ,X,O,O,X,X,X
ZLOSIJT,O,O,O,X,X,X
ZLOSJTI,O,O,O,X,X,X
ZLOSJIT,O,O,O,X,X,X
ZJTILSO,X,O,O,O,X,X
ZJTILOS,X,O,O,X,X,X
ZJTISLO,O,O,O,O,X,X
ZJTISOL,O,O,O,X,X,X
ZJTIOLS,X,O,O,O,X,X
ZJTIOSL,X,O,O,O,X,X
ZJTLISO,O,O,O,O,X,X
ZJTLIOS,X,O,O,X,X,X
ZJTLSIO,O,O,O,O,X,X
ZJTLSOI,O,O,O,X,X,X
ZJTLOIS,X,O,O,X,X,X
ZJTLOSI,X,O,O,X,X,X
ZJTSILO,O,O,O,O,X,X
ZJTSIOL,O,O,O,X,X,X
ZJTSLIO,O,O,O,O,X,X
ZJTSLOI,O,O,O,X,X,X
ZJTSOIL,O,O,O,X,X,X
ZJTSOLI,O,O,O,X,X,X
ZJTOILS,X,O,O,O,X,X
ZJTOISL,X,O,O,O,X,X
ZJTOLIS,X,O,O,O,X,X
ZJTOLSI,X,O,O,O,X,X
ZJTOSIL,X,O,O,O,X,X
ZJTOSLI,X,O,O,O,X,X
ZJITLSO,X,O,O,O,X,X
ZJITLOS,X,O,O,X,X,X
ZJITSLO,X,O,O,O,X,X
ZJITSOL,X,O,O,X,X,X
ZJITOLS,X,O,O,O,X,X
ZJITOSL,X,O,O,O,X,X
ZJILTSO,X,O,O,O,X,X
ZJILTOS,X,O,O,X,X,X
ZJILSTO,X,O,O,X,X,X
ZJILSOT,X,X,O,X,X,X
ZJILOTS,X,O,O,X,X,X
ZJILOST,X,X,O,X,X,X
ZJISTLO,O,X,O,X,X,X
ZJISTOL,O,X,O,X,X,X
ZJISLTO,O,X,O,X,X,X
ZJISLOT,O,X,O,X,X,X
ZJISOTL,O,X,O,X,X,X
ZJISOLT,O,X,O,X,X,X
ZJIOTLS,X,O,O,O,X,X
ZJIOTSL,X,O,O,O,X,X
ZJIOLTS,X,O,O,O,X,X
ZJIOLST,X,O,O,X,X,X
ZJIOSTL,X,X,O,X,X,X
ZJIOSLT,X,X,O,X,X,X
ZJLTISO,O,O,O,O,X,X
ZJLTIOS,X,O,O,X,X,X
ZJLTSIO,O,O,O,O,X,X
ZJLTSOI,O,O,O,X,X,X
ZJLTOIS,X,O,O,X,X,X
ZJLTOSI,X,O,O,X,X,X
ZJLITSO,X,O,O,O,X,X
ZJLITOS,X,O,O,X,X,X
ZJLISTO,O,O,O,X,X,X
ZJLISOT,O,X,O,X,X,X
ZJLIOTS,X,O,O,X,X,X
ZJLIOST,X,X,O,X,X,X
ZJLSTIO,O,O,O,X,X,X
ZJLSTOI,O,O,O,X,X,X
ZJLSITO,O,O,O,X,X,X
ZJLSIOT,O,X,O,X,X,X
ZJLSOTI,O,X,O,X,X,X
ZJLSOIT,O,X,O,X,X,X
ZJLOTIS,X,O,O,X,X,X
ZJLOTSI,X,O,O,X,X,X
ZJLOITS,X,O,O,X,X,X
ZJLOIST,X,O,O,X,X,X
ZJLOSTI,X,O,O,X,X,X
ZJLOSIT,X,O,O,X,X,X
ZJSTILO,O,O,O,X,X,X
ZJSTIOL,O,O,O,X,X,X
ZJSTLIO,O,O,O,X,X,X
ZJSTLOI,O,O,O,X,X,X
ZJSTOIL,O,O,O,X,X,X
ZJSTOLI,O,O,O,X,X,X
ZJSITLO,O,X,O,X,X,X
ZJSITOL,O,X,O,X,X,X
ZJSILTO,O,X,O,X,X,X
ZJSILOT,O,X,O,X,X,X
ZJSIOTL,O,X,O,X,X,X
ZJSIOLT,O,X,O,X,X,X
ZJSLTIO,O,O,O,X,X,X
ZJSLTOI,O,O,O,X,X,X
ZJSLITO,O,O,O,X,X,X
ZJSLIOT,O,X,O,X,X,X
ZJSLOTI,O,X,O,X,X,X
ZJSLOIT,O,X,O,X,X,X
ZJSOTIL,O,O,O,X,X,X
ZJSOTLI,O,O,O,X,X,X
ZJSOITL,O,X,O,X,X,X
ZJSOILT,O,X,O,X,X,X
ZJSOLTI,O,O,O,X,X,X
ZJSOLIT,O,O,O,X,X,X
ZJOTILS,X,O,O,O,X,X
ZJOTISL,X,O,O,O,X,X
ZJOTLIS,X,O,O,O,X,X
ZJOTLSI,X,O,O,O,X,X
ZJOTSIL,X,O,O,O,X,X
ZJOTSLI,X,O,O,O,X,X
ZJOITLS,X,O,O,O,X,X
