sequence,v115@GhA8HeC8GeD8DeD8Jei/IvhFRhBunBfqBzmBUrBlqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBXlBUnBGrByvB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBSqB/rBUnB2vB,v115@GhA8HeC8GeD8DeD8Je/EJvhFzgBRiBGnB0qBlrBaqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFylB3iBFqBxrBurB0qB,v115@GhA8HeC8GeD8DeD8JeT/IvhF0gBlhB3iBRqBCsB2vB,v115@GhA8HeC8GeD8DeD8JeT/IvhF3iBxlBmlBUnBFqBSwB,v115@GhA8HeC8GeD8DeD8JeT/IvhFUiBxlBmlB3nBFqBSwB,v115@GhA8HeC8GeD8DeD8Je2EJvhF/mBRiBcqBTnBClBVwB,v115@GhA8HeC8GeD8DeD8Je3AJvhFRiB0kBSsBzqBlrBmpB
JIOSZTL,O,X,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,O,X,X,X,X
JIOZTLS,O,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X,X,O,X
JIOZLTS,O,O,X,X,X,O,X,X,X,X
JIOZLST,O,X,X,X,X,O,X,X,X,X
JIOZSTL,O,O,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,O,X,X,X,X
JLTISZO,X,X,X,O,X,O,X,X,X,X
JLTISOZ,X,X,X,X,X,O,O,X,X,X
JLTIZSO,X,X,X,O,X,O,X,X,X,X
JLTIZOS,X,X,X,O,X,O,X,O,X,X
JLTIOSZ,X,X,O,X,X,O,O,X,X,X
JLTIOZS,X,X,X,O,X,O,X,O,X,X
JLTSIZO,X,X,X,O,X,O,X,X,X,X
JLTSIOZ,X,O,O,X,X,O,O,X,X,X
JLTSZIO,X,X,X,O,X,X,X,X,X,X
JLTSZOI,O,X,X,O,X,X,X,X,X,X
JLTSOIZ,O,O,O,X,X,O,O,X,X,X
JLTSOZI,O,X,X,X,X,X,X,X,X,X
JLTZISO,X,X,X,O,X,X,X,X,X,X
JLTZIOS,X,X,X,O,X,X,X,X,X,X
JLTZSIO,X,X,O,O,X,X,X,X,X,X
JLTZSOI,X,X,O,O,X,X,X,X,X,X
JLTZOIS,O,X,X,O,X,X,X,X,X,X
JLTZOSI,X,X,O,O,X,X,X,X,X,X
JLTOISZ,O,X,O,X,X,O,O,X,X,X
JLTOIZS,O,X,X,O,X,O,X,O,X,X
JLTOSIZ,O,X,O,X,X,O,O,X,X,X
JLTOSZI,O,X,X,X,X,X,X,X,X,X
JLTOZIS,O,X,X,O,X,X,X,X,X,X
JLTOZSI,X,X,O,O,X,X,X,X,X,X
JLITSZO,X,X,X,O,X,O,X,X,X,X
JLITSOZ,X,X,X,X,X,O,X,X,X,X
JLITZSO,X,X,X,O,X,O,X,X,X,X
JLITZOS,X,X,X,O,X,O,X,X,X,X
JLITOSZ,X,X,O,X,X,O,X,X,X,X
JLITOZS,X,X,X,O,X,O,X,X,X,X
JLISTZO,X,X,X,O,X,O,X,X,X,X
JLISTOZ,X,X,O,X,X,O,X,X,X,X
JLISZTO,X,X,O,X,X,O,X,X,X,X
JLISZOT,O,X,O,X,X,O,X,X,X,X
JLISOTZ,O,X,O,X,X,O,O,X,X,X
JLISOZT,O,X,O,X,X,O,O,X,X,X
JLIZTSO,X,X,X,X,X,O,X,X,X,X
JLIZTOS,X,X,X,X,X,O,X,X,X,X
JLIZSTO,X,X,X,X,X,O,X,X,X,X
JLIZSOT,X,X,X,X,X,O,X,X,X,X
JLIZOTS,O,X,X,X,X,O,X,O,X,X
JLIZOST,O,X,X,X,X,O,X,O,X,X
JLIOTSZ,O,X,O,X,X,O,X,X,X,X
JLIOTZS,O,X,X,X,X,O,X,X,X,X
JLIOSTZ,O,X,O,X,X,O,O,X,X,X
JLIOSZT,O,X,O,X,X,O,O,X,X,X
JLIOZTS,O,X,X,X,X,O,X,O,X,X
JLIOZST,O,X,X,X,X,O,X,O,X,X
JLSTIZO,X,X,X,O,X,O,X,X,X,X
JLSTIOZ,X,O,O,X,X,O,O,X,X,X
JLSTZIO,X,X,X,O,X,X,X,X,X,X
JLSTZOI,O,X,X,O,X,X,X,X,X,X
JLSTOIZ,O,O,O,X,X,O,O,X,X,X
JLSTOZI,O,X,X,X,X,X,X,X,X,X
JLSITZO,X,X,X,O,X,O,X,X,X,X
JLSITOZ,X,O,O,X,X,O,X,X,X,X
JLSIZTO,X,O,O,X,X,O,X,X,X,X
JLSIZOT,O,O,O,X,X,O,X,X,X,X
JLSIOTZ,O,O,O,X,X,O,O,X,X,X
JLSIOZT,O,O,O,X,X,O,O,X,X,X
JLSZTIO,X,O,O,X,X,X,X,X,X,X
JLSZTOI,O,O,O,X,X,X,X,X,X,X
JLSZITO,X,O,O,X,X,X,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,X,X,X,X
JLSZOIT,O,O,O,X,X,X,X,X,X,X
JLSOTIZ,O,O,O,X,X,O,O,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X,X
JLSOITZ,O,O,O,X,X,O,O,X,X,X
JLSOIZT,O,O,O,X,X,O,O,X,X,X
JLSOZTI,O,O,O,X,X,X,X,X,X,X
JLSOZIT,O,O,O,X,X,X,X,X,X,X
JLZTISO,X,O,X,X,X,X,X,X,X,X
JLZTIOS,X,O,X,X,X,X,X,X,X,X
JLZTSIO,X,O,O,X,X,X,X,X,X,X
JLZTSOI,X,O,O,X,X,X,X,X,X,X
JLZTOIS,O,O,X,X,X,X,X,X,X,X
JLZTOSI,X,X,O,X,X,X,X,X,X,X
JLZITSO,X,O,X,X,X,X,X,X,X,X
JLZITOS,X,O,X,X,X,X,X,X,X,X
JLZISTO,X,O,X,X,X,X,X,X,X,X
JLZISOT,X,O,X,X,X,X,X,X,X,X
JLZIOTS,O,O,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X
JLZSTIO,X,O,X,X,X,X,X,X,X,X
JLZSTOI,O,O,X,X,X,X,X,X,X,X
JLZSITO,X,O,X,X,X,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X,X
JLZOTIS,O,O,X,X,X,X,X,X,X,O
JLZOTSI,X,X,O,X,X,X,X,X,O,O
JLZOITS,O,O,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,X,X
JLZOSTI,O,X,X,X,X,X,X,X,X,O
JLZOSIT,O,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,O,X,X,O,O,X,X,X
JLOTIZS,O,X,X,X,X,O,X,O,X,X
JLOTSIZ,O,X,O,X,X,O,O,X,X,X
JLOTSZI,O,X,X,X,X,X,X,X,X,X
JLOTZIS,O,X,X,X,X,X,X,X,X,X
JLOTZSI,X,X,O,X,X,X,X,X,X,X
JLOITSZ,O,X,O,X,X,O,X,X,X,X
JLOITZS,O,X,X,X,X,O,X,X,X,X
JLOISTZ,O,X,O,X,X,O,O,X,X,X
JLOISZT,O,X,O,X,X,O,O,X,X,X
JLOIZTS,O,X,X,X,X,O,X,O,X,X
JLOIZST,O,X,X,X,X,O,X,O,X,X
JLOSTIZ,O,X,O,X,X,O,O,X,X,X
JLOSTZI,O,X,X,X,X,X,X,X,X,X
JLOSITZ,O,X,O,X,X,O,O,X,X,X
JLOSIZT,O,X,O,X,X,O,O,X,X,X
JLOSZTI,O,X,O,X,X,X,X,X,X,O
JLOSZIT,O,X,O,X,X,X,X,X,X,X
JLOZTIS,O,O,X,X,X,X,X,X,X,O
JLOZTSI,X,X,O,X,X,X,X,X,O,O
JLOZITS,O,O,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X,O
JLOZSIT,O,X,X,X,X,X,X,X,X,X
JSTILZO,X,X,X,O,O,X,X,X,X,X
JSTILOZ,X,O,O,X,O,X,X,X,X,X
JSTIZLO,X,O,X,O,O,X,X,X,X,X
JSTIZOL,X,O,X,O,O,X,X,X,X,X
JSTIOLZ,X,O,O,X,O,X,O,X,X,X
JSTIOZL,X,O,O,O,O,X,O,X,X,X
JSTLIZO,X,X,X,O,O,O,X,X,X,X
JSTLIOZ,X,O,O,X,O,O,O,X,X,X
JSTLZIO,X,X,X,O,X,X,X,X,X,X
JSTLZOI,O,X,X,O,X,X,X,X,X,X
JSTLOIZ,O,O,O,X,O,O,O,X,X,X
JSTLOZI,O,X,X,X,X,X,X,X,X,X
JSTZILO,X,O,X,O,X,X,X,X,X,X
JSTZIOL,X,O,X,O,X,X,X,X,X,X
JSTZLIO,X,O,X,O,X,X,X,X,X,X
JSTZLOI,O,O,X,O,X,X,X,X,X,X
JSTZOIL,O,O,X,O,X,X,X,X,X,X
JSTZOLI,O,O,X,O,X,X,X,X,X,X
JSTOILZ,O,O,O,X,O,X,O,X,X,X
JSTOIZL,X,O,O,O,O,X,O,X,X,X
JSTOLIZ,O,O,O,X,O,O,O,X,X,X
JSTOLZI,O,X,X,X,X,X,X,X,X,X
JSTOZIL,O,O,X,O,X,X,X,X,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X,X
JSITLZO,X,X,X,O,O,X,X,X,X,X
JSITLOZ,X,O,O,X,O,X,X,X,X,X
JSITZLO,X,O,X,O,O,X,X,X,X,X
JSITZOL,X,O,X,O,O,X,X,X,X,X
JSITOLZ,X,O,O,X,O,X,X,X,X,X
JSITOZL,X,O,O,O,O,X,X,X,X,X
JSILTZO,X,X,X,O,X,O,X,X,X,X
JSILTOZ,X,O,O,X,X,O,X,X,X,X
JSILZTO,X,O,O,X,X,O,X,X,X,X
JSILZOT,O,O,O,X,X,O,X,X,X,X
JSILOTZ,O,O,O,X,X,O,X,X,X,X
JSILOZT,O,O,O,X,X,O,X,X,X,X
JSIZTLO,X,O,O,O,X,X,X,X,X,X
JSIZTOL,X,O,O,O,X,X,X,X,X,X
JSIZLTO,X,O,O,X,X,O,X,X,X,X
JSIZLOT,O,O,O,X,X,O,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,O,X,X,X,X
JSIOTLZ,O,O,O,X,O,X,X,X,X,X
JSIOTZL,X,O,O,O,O,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,O,X,X,X,X
JSIOLZT,O,O,X,X,X,O,X,X,X,X
JSIOZTL,O,O,O,X,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,O,X,X,X,X
JSLTIZO,X,X,X,O,X,O,X,X,X,X
JSLTIOZ,X,O,O,X,X,O,O,X,X,X
JSLTZIO,X,X,X,O,X,X,X,X,X,X
JSLTZOI,O,X,X,O,X,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,O,O,X,X,X
JSLTOZI,O,X,X,X,X,X,X,X,X,X
JSLITZO,X,X,X,O,X,O,X,X,X,X
JSLITOZ,X,O,O,X,X,O,X,X,X,X
JSLIZTO,X,O,O,X,X,O,X,X,X,X
JSLIZOT,O,O,O,X,X,O,X,X,X,X
JSLIOTZ,O,O,O,X,X,O,O,X,X,X
JSLIOZT,O,O,O,X,X,O,O,X,X,X
JSLZTIO,X,O,O,X,X,X,X,X,X,X
JSLZTOI,O,O,O,X,X,X,X,X,X,X
JSLZITO,X,O,O,X,X,X,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X,X,X,X
JSLZOIT,O,O,O,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,X,X,O,O,X,X,X
JSLOTZI,O,X,X,X,X,X,X,X,X,X
JSLOITZ,O,O,O,X,X,O,O,X,X,X
JSLOIZT,O,O,O,X,X,O,O,X,X,X
JSLOZTI,O,O,O,X,X,X,X,X,X,X
JSLOZIT,O,O,O,X,X,X,X,X,X,X
JSZTILO,X,O,O,O,X,X,X,X,X,X
JSZTIOL,X,O,O,O,X,X,X,X,X,X
JSZTLIO,X,O,O,O,X,X,X,X,X,X
JSZTLOI,O,O,O,O,X,X,X,X,X,X
JSZTOIL,O,O,O,O,X,X,X,X,X,X
JSZTOLI,O,O,O,O,X,X,X,X,X,X
JSZITLO,X,O,O,O,X,X,X,X,X,X
JSZITOL,X,O,O,O,X,X,X,X,X,X
JSZILTO,X,O,O,X,X,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,X,X,X
JSZIOTL,O,O,O,X,X,X,X,X,X,X
JSZIOLT,O,O,X,X,X,X,X,X,X,X
JSZLTIO,X,O,O,X,X,X,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X,X,X,X
JSZLITO,X,O,O,X,X,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X,X,X
JSZLOIT,O,O,O,X,X,X,X,X,X,X
JSZOTIL,O,O,O,O,X,X,X,X,O,X
JSZOTLI,O,O,O,O,X,X,X,X,O,X
JSZOITL,O,O,O,X,X,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X,X,X
JSZOLIT,O,O,O,X,X,X,X,X,X,X
JSOTILZ,O,O,O,X,O,X,O,X,X,X
JSOTIZL,X,O,O,O,O,X,O,X,X,X
JSOTLIZ,O,O,O,X,O,O,O,X,X,X
JSOTLZI,O,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,X,O,X,X,X,X,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X,X
JSOITLZ,O,O,O,X,O,X,X,X,X,X
JSOITZL,X,O,O,O,O,X,X,X,X,X
JSOILTZ,O,O,X,X,X,O,X,X,X,X
JSOILZT,O,O,X,X,X,O,X,X,X,X
JSOIZTL,O,O,O,X,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,O,X,X,X,X
JSOLTIZ,O,O,O,X,X,O,O,X,X,X
JSOLTZI,O,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,O,X,X,O,O,X,X,X
JSOLIZT,O,O,O,X,X,O,O,X,X,X
JSOLZTI,O,O,O,X,X,X,X,X,X,X
JSOLZIT,O,O,O,X,X,X,X,X,X,X
JSOZTIL,O,O,O,X,X,X,X,X,O,X
JSOZTLI,O,O,O,X,X,X,X,X,O,X
JSOZITL,O,O,O,X,X,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X,X,X
JSOZLTI,O,O,O,X,X,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,X,X
JZTILSO,X,O,X,O,X,X,X,X,X,X
JZTILOS,X,O,X,O,X,X,X,X,X,X
JZTISLO,X,O,O,O,X,X,X,X,X,X
JZTISOL,X,O,O,O,X,X,X,X,X,X
JZTIOLS,X,O,X,O,X,X,X,X,X,X
JZTIOSL,X,O,O,O,X,X,X,X,X,X
JZTLISO,X,O,X,O,X,X,X,X,X,X
JZTLIOS,X,O,X,O,X,X,X,X,X,X
JZTLSIO,X,O,O,O,X,X,X,X,X,X
JZTLSOI,X,O,O,O,X,X,X,X,X,X
JZTLOIS,O,O,X,O,X,X,X,X,X,X
JZTLOSI,X,X,O,O,X,X,X,X,X,X
JZTSILO,X,O,O,O,X,X,X,X,X,X
JZTSIOL,X,O,O,O,X,X,X,X,X,X
JZTSLIO,X,O,O,O,X,X,X,X,X,X
JZTSLOI,O,O,O,O,X,X,X,X,X,X
JZTSOIL,O,O,O,O,X,X,X,X,X,X
JZTSOLI,O,O,O,O,X,X,X,X,X,X
JZTOILS,O,O,X,O,X,X,X,X,X,X
JZTOISL,O,O,O,O,X,X,X,X,O,X
JZTOLIS,O,O,X,O,X,X,X,X,X,X
JZTOLSI,X,X,O,O,X,X,X,X,O,X
JZTOSIL,O,O,O,O,X,X,X,X,O,X
JZTOSLI,O,O,O,O,X,X,X,X,O,X
JZITLSO,X,O,X,O,X,X,X,X,X,X
JZITLOS,X,O,X,O,X,X,X,X,X,X
JZITSLO,X,O,O,O,X,X,X,X,X,X
JZITSOL,X,O,O,O,X,X,X,X,X,X
JZITOLS,X,O,X,O,X,X,X,X,X,X
JZITOSL,X,O,O,O,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,X,X,X,X,X
JZILTOS,X,O,X,X,X,X,X,X,X,X
JZILSTO,X,O,X,X,X,X,X,X,X,X
JZILSOT,X,O,X,X,X,X,X,X,X,X
JZILOTS,O,O,X,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,X,X
JZISTLO,X,O,O,O,X,X,X,X,X,X
JZISTOL,X,O,O,O,X,X,X,X,X,X
JZISLTO,X,O,O,X,X,X,X,X,X,X
JZISLOT,O,O,O,X,X,X,X,X,X,X
JZISOTL,O,O,O,X,X,X,X,X,X,X
JZISOLT,O,O,X,X,X,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,X,X,X,X
JZIOTSL,O,O,O,X,X,X,X,X,O,X
JZIOLTS,O,O,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X
JZIOSTL,O,O,X,X,X,X,X,X,X,X
JZIOSLT,O,O,X,X,X,X,X,X,X,X
JZLTISO,X,O,X,X,X,X,X,X,X,X
JZLTIOS,X,O,X,X,X,X,X,X,X,X
JZLTSIO,X,O,O,X,X,X,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X,X,X,X
JZLTOIS,O,O,X,X,X,X,X,X,X,X
JZLTOSI,X,X,O,X,X,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,X,X,X,X
JZLITOS,X,O,X,X,X,X,X,X,X,X
JZLISTO,X,O,X,X,X,X,X,X,X,X
JZLISOT,X,O,X,X,X,X,X,X,X,X
JZLIOTS,O,O,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,X,X,X
JZLSTIO,X,O,X,X,X,X,X,X,X,X
JZLSTOI,O,O,X,X,X,X,X,X,X,X
JZLSITO,X,O,X,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X,X
JZLOTIS,O,O,X,X,X,X,X,X,X,O
JZLOTSI,X,X,O,X,X,X,X,X,O,O
JZLOITS,O,O,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X,O
JZLOSIT,O,X,X,X,X,X,X,X,X,X
JZSTILO,X,O,O,O,X,X,X,X,X,X
JZSTIOL,X,O,O,O,X,X,X,X,X,X
JZSTLIO,X,O,O,O,X,X,X,X,X,X
JZSTLOI,O,O,O,O,X,X,X,X,X,X
JZSTOIL,O,O,O,O,X,X,X,X,X,X
JZSTOLI,O,O,O,O,X,X,X,X,X,X
JZSITLO,X,O,O,O,X,X,X,X,X,X
JZSITOL,X,O,O,O,X,X,X,X,X,X
JZSILTO,X,O,O,X,X,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,X,X,X
JZSIOTL,O,O,O,X,X,X,X,X,X,X
JZSIOLT,O,O,X,X,X,X,X,X,X,X
JZSLTIO,X,O,O,X,X,X,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X,X,X,X
JZSLITO,X,O,O,X,X,X,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X,X
JZSOTIL,O,O,O,O,X,X,X,X,O,X
JZSOTLI,O,O,O,O,X,X,X,X,O,X
JZSOITL,O,O,O,X,X,X,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X,X,X
JZSOLTI,O,O,O,X,X,X,X,X,X,O
JZSOLIT,O,O,O,X,X,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,X,X,X
JZOTISL,O,O,O,O,X,X,X,X,O,X
JZOTLIS,O,O,X,O,X,X,X,X,X,X
JZOTLSI,X,X,O,O,X,X,X,X,O,X
JZOTSIL,O,O,O,O,X,X,X,X,O,X
JZOTSLI,O,O,O,O,X,X,X,X,O,X
JZOITLS,O,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,O,X,X,X,X,X,O,X
JZOILTS,O,O,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,X,X,X,X,X
JZOLTIS,O,O,X,X,X,X,X,X,X,O
JZOLTSI,X,X,O,X,X,X,X,X,O,O
JZOLITS,O,O,X,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X,O
JZOLSIT,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,O,X,X,X,X,O,X
JZOSTLI,O,O,O,O,X,X,X,X,O,X
JZOSITL,O,O,O,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,X,X,X,X,X,X,O
JZOSLIT,O,O,O,X,X,X,X,X,X,X
JOTILSZ,O,X,X,X,O,X,X,X,X,X
JOTILZS,O,X,X,O,O,X,X,X,X,X
JOTISLZ,O,X,X,X,O,X,O,X,X,X
JOTISZL,X,X,X,O,O,X,O,X,X,X
JOTIZLS,O,X,X,O,O,X,X,O,X,X
JOTIZSL,O,X,X,O,O,X,X,O,X,X
JOTLISZ,O,X,O,X,O,X,X,X,X,X
JOTLIZS,O,X,X,O,O,X,X,X,X,X
JOTLSIZ,O,X,O,X,O,X,X,X,X,X
JOTLSZI,O,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,O,X,X,X,X,X,X
JOTLZSI,X,X,O,O,X,X,X,X,X,X
JOTSILZ,O,O,O,X,O,X,O,X,X,X
JOTSIZL,X,O,O,O,O,X,O,X,O,X
JOTSLIZ,O,O,O,X,O,X,O,X,X,X
JOTSLZI,O,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,X,O,X,X,X,X,O,X
JOTSZLI,O,O,X,O,X,X,X,X,O,X
JOTZILS,O,O,X,O,X,X,X,X,X,X
JOTZISL,O,O,O,O,X,X,X,X,O,X
JOTZLIS,O,O,X,O,X,X,X,X,X,X
JOTZLSI,X,X,O,O,X,X,X,X,O,X
JOTZSIL,O,O,O,O,X,X,X,X,O,X
JOTZSLI,O,O,O,O,X,X,X,X,O,X
JOITLSZ,O,X,X,X,O,X,X,X,X,X
JOITLZS,O,X,X,O,O,X,X,X,X,X
JOITSLZ,O,X,X,X,O,X,X,X,X,X
JOITSZL,X,X,X,O,O,X,X,X,X,X
JOITZLS,O,X,X,O,O,X,X,X,X,X
JOITZSL,O,X,X,O,O,X,X,X,X,X
JOILTSZ,O,X,X,X,X,O,X,X,X,X
JOILTZS,O,X,X,X,X,O,X,X,X,X
JOILSTZ,O,X,X,X,X,O,X,X,X,X
JOILSZT,O,X,X,X,X,O,X,X,X,X
JOILZTS,O,X,X,X,X,O,X,X,X,X
JOILZST,O,X,X,X,X,O,X,X,X,X
JOISTLZ,O,X,X,X,O,X,X,X,X,X
JOISTZL,X,X,X,O,O,X,X,X,X,X
JOISLTZ,O,X,X,X,X,O,X,X,X,X
JOISLZT,O,X,X,X,X,O,X,X,X,X
JOISZTL,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,O,X,X,X,X
JOIZTLS,O,O,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X,O,X
JOIZLTS,O,O,X,X,X,O,X,X,X,X
JOIZLST,O,X,X,X,X,O,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X,X
JOIZSLT,O,X,X,X,X,O,X,X,X,X
JOLTISZ,O,X,O,X,X,O,O,X,X,X
JOLTIZS,O,X,X,X,X,O,X,O,X,X
JOLTSIZ,O,X,O,X,X,O,O,X,X,X
JOLTSZI,O,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,X,X,X,X,X,X,X,X
JOLTZSI,X,X,O,X,X,X,X,X,X,X
JOLITSZ,O,X,O,X,X,O,X,X,X,X
JOLITZS,O,X,X,X,X,O,X,X,X,X
JOLISTZ,O,X,O,X,X,O,O,X,X,X
JOLISZT,O,X,O,X,X,O,O,X,X,X
JOLIZTS,O,X,X,X,X,O,X,O,X,X
JOLIZST,O,X,X,X,X,O,X,O,X,X
JOLSTIZ,O,X,O,X,X,O,O,X,X,X
JOLSTZI,O,X,X,X,X,X,X,X,X,X
JOLSITZ,O,X,O,X,X,O,O,X,X,X
JOLSIZT,O,X,O,X,X,O,O,X,X,X
JOLSZTI,O,X,O,X,X,X,X,X,X,O
JOLSZIT,O,X,O,X,X,X,X,X,X,X
JOLZTIS,O,O,X,X,X,X,X,X,X,O
JOLZTSI,X,X,O,X,X,X,X,X,O,O
JOLZITS,O,O,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,X,X,X,X,X,X,O
JOLZSIT,O,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,O,X,O,X,O,X,X,X
JOSTIZL,X,O,O,O,O,X,O,X,X,X
JOSTLIZ,O,O,O,X,O,O,O,X,X,X
JOSTLZI,O,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X,X,X
JOSITLZ,O,O,O,X,O,X,X,X,X,X
JOSITZL,X,O,O,O,O,X,X,X,X,X
JOSILTZ,O,O,X,X,X,O,X,X,X,X
JOSILZT,O,O,X,X,X,O,X,X,X,X
JOSIZTL,O,O,O,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,O,X,X,X,X
JOSLTIZ,O,O,O,X,X,O,O,X,X,X
JOSLTZI,O,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,X,O,O,X,X,X
JOSLIZT,O,O,O,X,X,O,O,X,X,X
JOSLZTI,O,O,O,X,X,X,X,X,X,O
JOSLZIT,O,O,O,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X,O,X
JOSZTLI,O,O,O,X,X,X,X,X,O,X
JOSZITL,O,O,O,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,O,X,X,X,X,X,X,O
JOSZLIT,O,O,O,X,X,X,X,X,X,X
JOZTILS,O,O,X,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,X,X,X,X,O,X
JOZTLIS,O,O,X,X,X,X,X,X,X,X
JOZTLSI,X,X,O,X,X,X,X,X,O,X
JOZTSIL,O,O,O,X,X,X,X,X,O,X
JOZTSLI,O,O,O,X,X,X,X,X,O,X
JOZITLS,O,O,X,X,X,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,X,X,O,X
JOZILTS,O,O,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X
JOZLTIS,O,O,X,X,X,X,X,X,X,O
JOZLTSI,X,X,O,X,X,X,X,X,O,O
JOZLITS,O,O,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X,O
JOZLSIT,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,X,X,X,X,O,X
JOZSTLI,O,O,O,X,X,X,X,X,O,X
JOZSITL,O,O,O,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,X,X,X,X,X,X,O
JOZSLIT,O,O,O,X,X,X,X,X,X,X
