sequence,v115@HhA8GeD8FeD8EeC8Je0/IvhFzhBCjB3lBmlBFsBxvB,v115@HhA8GeD8FeD8EeC8Jex/IvhFmhBCjBTmB0qBXsBFqB,v115@HhA8GeD8FeD8EeC8Je0/IvhFlgBCjBTqBxrBmrB3rB,v115@HhA8GeD8FeD8EeC8Jel/IvhFxiBmlBSsBTqBfsBUrB,v115@HhA8GeD8FeD8EeC8JeSFJvhFxiBlmBcsBmkB3qBTrB,v115@HhA8GeD8FeD8EeC8Je0/IvhFWmBxiBTnBKqBXmB1wB,v115@HhA8GeD8FeD8EeC8Je0/IvhFCjBRmBlmBmqBXsBTqB,v115@HhA8GeD8FeD8EeC8JezBJvhFCjBRlBmkBUrBFsB3qB,v115@HhA8GeD8FeD8EeC8Je0/IvhFlgBxiBKrBGnBfsBTqB,v115@HhA8GeD8FeD8EeC8Je0/IvhFXhBxiBmqBFsBCsBTqB,v115@HhA8GeD8FeD8EeC8Je0/IvhFXhBxiBmqBCsBFsBTqB,v115@HhA8GeD8FeD8EeC8Jel/IvhFUiBxlBCoBmqBzrB3qB,v115@HhA8GeD8FeD8EeC8Je0/IvhFXhBVnBTlBCoBmrBxvB,v115@HhA8GeD8FeD8EeC8JezBJvhFCjBRlBmkBUmB1vBXsB,v115@HhA8GeD8FeD8EeC8Jel/IvhFzgBxiBKqBGnBfsBUrB,v115@HhA8GeD8FeD8EeC8Je0/IvhFmhBCjBxqBXsBFrBTqB
JOSITZL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOSILTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSILZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
JOSIZLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSLTZI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
JOSLITZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
JOSLZIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSZTLI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSZITL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSZILT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOSZLIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZTILS,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
JOZTISL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JOZTLIS,X,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X
JOZTLSI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
JOZTSIL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZTSLI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZITLS,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
JOZITSL,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JOZILTS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X
JOZILST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZISLT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
JOZLTSI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
JOZLITS,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X
JOZLIST,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
JOZLSIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZSILT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
JOZSLIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STILJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STILZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STILZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STILOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STILOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STIJLZO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STIJLOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
STIJZLO,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STIJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIJOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STIJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STIZLOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STIZJLO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STIZJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIZOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
STIZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIOLJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STIOLZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STIOJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIOZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STIOZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLIJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STLIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STLIZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STLIZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
STLIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STLIOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
STLJIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STLJIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STLJZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STLJOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLJOZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STLZIOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
STLZJIO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLZOIJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STLZOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STLOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLOIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLOJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STLOJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLOZJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STJILOZ,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
STJIZLO,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STJIZOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STJIOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STJIOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STJLIZO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STJLIOZ,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
STJLZIO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STJLOIZ,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STJLOZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJZILO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJZIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJZOIL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOIZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STJOLIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOLZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STZILOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
STZIJLO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
STZIJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIOLJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,O
STZIOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLIJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STZLIOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
STZLJIO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STZLOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJILO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STZJIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
STZJLOI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZJOIL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STZOIJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
STZOLJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOJLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOILZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOIJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STOIJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
STOIZJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOLIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOLJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOLJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOLZJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STOJIZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STOJLIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STOJLZI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X
STOZIJL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
STOZLIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STOZLJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SITLJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITLZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SITLZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SITLOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SITLOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SITJLZO,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SITJLOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O
SITJZLO,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITJOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITJOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZLJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SITZLOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SITZJLO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SITZJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SITZOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOLJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SITOLZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SITOJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOZLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITOZJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILTJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SILTJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SILTZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SILTZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SILTOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SILTOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SILJTZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SILJTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILJZTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SILJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SILJOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SILZTOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SILZJTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SILZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SILZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILOTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SILOJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SILOJZT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
SILOZJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,O
SIJTLOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJTZLO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O
SIJTZOL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJTOLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJTOZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJLTZO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
SIJLTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJLZTO,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
SIJLZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJLOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
SIJZTOL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJZLTO,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
SIJZLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJOLTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJOLZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOZLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIZTLOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZTJLO,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SIZTJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZTOLJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SIZTOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZLTJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIZLTOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZLJTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIZLJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZLOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,O
SIZJTOL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZJLTO,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
SIZJLOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZJOLT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOTJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZOLJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOTLZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOTJLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SIOTJZL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIOTZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOTZJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIOLTJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOLTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOLJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SIOLJZT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
SIOLZJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
SIOJTZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJLTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SIOJLZT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOJZTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIOZTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
SIOZLJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZJTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTIJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SLTIZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLTIZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SLTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SLTIOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SLTJIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTJIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SLTJZIO,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SLTJOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTJOZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLTZIOJ,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
SLTZJIO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLTZJOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
SLTZOIJ,X,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
SLTZOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SLTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLTOIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLTOJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTOJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLTOZJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLITJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SLITZJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLITZOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SLITOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SLITOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O
SLIJTZO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLIJTOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIJZTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLIJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SLIJOZT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLIZTOJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SLIZJTO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLIZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SLIZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLIOTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLIOJTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
SLIOJZT,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,O
SLIOZJT,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTIZO,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
SLJTIOZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
SLJTZIO,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
