sequence,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFFgBmhBziBfqBUr?BCrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFUgBymBziBfqBFm?BWwB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFukB1lBziBiqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JexAJvhFymBziB3kBcqBVw?BOpB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFCgBziBmlBFqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFWlBziBimBllBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8Jex/IvhFXhBziBOpBVqByv?B8rB,v115@GhA8IeA8EeE8AeA8DeD8JeRBJvhFziB2pB8qBFqB3r?BipB,v115@GhA8IeA8EeE8AeA8DeD8JelAJvhFziBimBxpBOpBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8JeyEJvhFziBRmBOpBfrBUq?BlrB
IOZTJSL,O,X,X,X,O,X,X,X,X,X
IOZTSLJ,O,X,X,X,X,X,X,X,X,X
IOZTSJL,O,X,X,X,X,X,X,X,X,X
IOZLTJS,X,X,O,X,X,O,X,X,O,O
IOZLTSJ,X,X,X,X,X,X,X,X,O,O
IOZLJTS,X,X,O,X,X,O,X,X,O,O
IOZLJST,O,O,O,X,X,O,X,X,O,O
IOZLSTJ,O,O,X,X,X,X,X,X,O,O
IOZLSJT,O,O,X,X,X,O,X,X,O,O
IOZJTLS,X,X,X,X,X,O,X,X,X,X
IOZJTSL,O,X,X,X,X,X,X,O,X,X
IOZJLTS,X,X,O,X,X,O,X,X,X,O
IOZJLST,O,O,O,X,X,O,X,X,X,O
IOZJSTL,O,O,X,X,X,X,X,O,X,X
IOZJSLT,O,O,X,X,X,O,X,O,X,X
IOZSTLJ,O,O,X,X,X,X,X,X,X,X
IOZSTJL,O,X,X,X,X,X,X,X,X,X
IOZSLTJ,O,O,X,X,X,X,X,X,X,O
IOZSLJT,O,O,X,X,X,O,X,X,X,O
IOZSJTL,O,O,X,X,X,X,X,X,X,X
IOZSJLT,O,O,X,X,X,O,X,X,X,X
LTIJSZO,X,O,O,X,O,X,O,X,X,X
LTIJSOZ,X,O,O,X,O,X,O,X,X,X
LTIJZSO,X,X,O,O,O,X,O,X,O,X
LTIJZOS,X,X,O,O,O,X,O,X,O,X
LTIJOSZ,X,O,O,X,O,X,O,X,X,X
LTIJOZS,X,X,O,O,O,X,O,X,O,X
LTISJZO,X,X,O,X,O,X,X,X,X,X
LTISJOZ,X,X,O,X,O,X,X,X,X,X
LTISZJO,X,X,X,O,X,X,X,X,X,X
LTISZOJ,X,O,X,O,X,X,X,X,X,X
LTISOJZ,X,X,O,X,O,X,X,X,X,X
LTISOZJ,X,O,X,O,X,X,X,X,X,X
LTIZJSO,X,X,O,O,O,X,X,X,O,X
LTIZJOS,X,X,O,O,O,O,X,X,O,X
LTIZSJO,X,X,X,O,X,X,X,X,O,X
LTIZSOJ,X,X,X,O,X,X,X,X,O,X
LTIZOJS,X,X,O,O,O,O,X,X,O,X
LTIZOSJ,X,X,X,O,X,X,X,X,O,X
LTIOJSZ,X,O,O,X,O,X,O,X,X,X
LTIOJZS,X,X,O,O,O,X,O,X,O,X
LTIOSJZ,X,X,O,X,O,X,X,X,X,X
LTIOSZJ,X,O,X,O,X,X,X,X,X,X
LTIOZJS,X,X,O,O,O,O,X,X,O,X
LTIOZSJ,X,X,X,O,X,X,X,X,O,X
LTJISZO,X,O,O,X,O,X,O,X,X,X
LTJISOZ,X,O,O,X,O,X,O,X,X,X
LTJIZSO,X,X,O,O,O,X,O,X,X,X
LTJIZOS,X,X,O,O,O,X,O,X,X,X
LTJIOSZ,X,O,O,X,O,X,O,X,X,X
LTJIOZS,X,X,O,O,O,X,O,X,X,X
LTJSIZO,X,O,O,X,O,X,O,X,X,X
LTJSIOZ,X,O,O,X,O,X,O,X,X,X
LTJSZIO,X,O,X,X,X,X,O,X,X,X
LTJSZOI,X,O,X,X,X,X,O,X,X,X
LTJSOIZ,X,O,O,X,O,X,O,X,X,X
LTJSOZI,X,O,X,X,X,X,O,X,X,X
LTJZISO,X,X,O,O,O,X,O,X,X,X
LTJZIOS,X,X,O,O,O,X,O,X,X,X
LTJZSIO,X,X,X,O,X,X,O,X,X,X
LTJZSOI,X,X,X,O,X,X,O,X,X,X
LTJZOIS,X,X,O,O,O,X,O,X,X,X
LTJZOSI,X,X,X,O,X,X,O,X,X,X
LTJOISZ,X,O,O,X,O,X,O,X,X,X
LTJOIZS,X,X,O,O,O,X,O,X,X,X
LTJOSIZ,X,O,O,X,O,X,O,X,X,X
LTJOSZI,X,O,X,X,X,X,O,X,X,X
LTJOZIS,X,X,O,O,O,X,O,X,X,X
LTJOZSI,X,X,X,O,X,X,O,X,X,X
LTSIJZO,X,X,O,X,O,X,X,X,X,X
LTSIJOZ,X,X,O,X,O,X,X,X,X,X
LTSIZJO,X,X,X,O,X,X,X,X,X,X
LTSIZOJ,X,O,X,O,X,X,X,X,X,X
LTSIOJZ,X,X,O,X,O,X,X,X,X,X
LTSIOZJ,X,O,X,O,X,X,X,X,X,X
LTSJIZO,X,X,O,X,O,X,O,X,X,X
LTSJIOZ,X,X,O,X,O,X,O,X,X,X
LTSJZIO,X,X,X,X,X,X,O,X,X,X
LTSJZOI,X,X,X,X,X,X,O,X,X,X
LTSJOIZ,X,X,O,X,O,X,O,X,X,X
LTSJOZI,X,X,X,X,X,X,O,X,X,X
LTSZIJO,X,X,X,O,X,X,X,X,X,X
LTSZIOJ,X,O,X,O,X,X,X,X,X,X
LTSZJIO,X,X,X,O,X,X,X,X,X,X
LTSZJOI,X,X,X,O,X,X,X,X,X,X
LTSZOIJ,X,O,X,O,X,X,X,X,X,X
LTSZOJI,X,X,X,O,X,X,X,X,X,X
LTSOIJZ,X,X,O,X,O,X,X,X,X,X
LTSOIZJ,X,O,X,O,X,X,X,X,X,X
LTSOJIZ,X,X,O,X,O,X,O,X,X,X
LTSOJZI,X,X,X,X,X,X,O,X,X,X
LTSOZIJ,X,O,X,O,X,X,X,X,X,X
LTSOZJI,X,X,X,O,X,X,X,X,X,X
LTZIJSO,X,X,O,O,O,X,X,X,X,X
LTZIJOS,X,X,O,O,O,O,X,X,X,X
LTZISJO,X,X,X,O,X,X,X,X,X,X
LTZISOJ,X,X,X,O,X,X,X,X,X,X
LTZIOJS,X,X,O,O,O,O,X,X,X,X
LTZIOSJ,X,X,X,O,X,X,X,X,X,X
LTZJISO,X,X,O,O,O,X,O,X,X,X
LTZJIOS,X,X,O,O,O,O,O,X,X,X
LTZJSIO,X,X,X,O,X,X,O,X,X,X
LTZJSOI,X,X,X,O,X,X,O,X,X,X
LTZJOIS,X,X,O,O,O,O,O,X,X,X
LTZJOSI,X,X,X,O,X,X,O,X,X,X
LTZSIJO,X,X,X,O,X,X,X,X,X,X
LTZSIOJ,X,X,X,O,X,X,X,X,X,X
LTZSJIO,X,X,X,O,X,X,X,X,X,X
LTZSJOI,X,X,X,O,X,X,X,X,X,X
LTZSOIJ,X,X,X,O,X,X,X,X,X,X
LTZSOJI,X,X,X,O,X,X,X,X,X,X
LTZOIJS,X,X,O,O,O,O,X,X,X,X
LTZOISJ,X,X,X,O,X,X,X,X,X,X
LTZOJIS,X,X,O,O,O,O,O,X,X,X
LTZOJSI,X,X,X,O,X,X,O,X,X,X
LTZOSIJ,X,X,X,O,X,X,X,X,X,X
LTZOSJI,X,X,X,O,X,X,X,X,X,X
LTOIJSZ,X,O,O,X,O,X,O,X,X,X
LTOIJZS,X,X,O,O,O,X,O,X,O,X
LTOISJZ,X,X,O,X,O,X,X,X,X,X
LTOISZJ,X,O,X,O,X,X,X,X,X,X
LTOIZJS,X,X,O,O,O,O,X,X,O,X
LTOIZSJ,X,X,X,O,X,X,X,X,O,X
LTOJISZ,X,O,O,X,O,X,O,X,X,X
LTOJIZS,X,X,O,O,O,X,O,X,X,X
LTOJSIZ,X,O,O,X,O,X,O,X,X,X
LTOJSZI,X,O,X,X,X,X,O,X,X,X
LTOJZIS,X,X,O,O,O,X,O,X,X,X
LTOJZSI,X,X,X,O,X,X,O,X,X,X
LTOSIJZ,X,X,O,X,O,X,X,X,X,X
LTOSIZJ,X,O,X,O,X,X,X,X,X,X
LTOSJIZ,X,X,O,X,O,X,O,X,X,X
LTOSJZI,X,X,X,X,X,X,O,X,X,X
LTOSZIJ,X,O,X,O,X,X,X,X,X,X
LTOSZJI,X,X,X,O,X,X,X,X,X,X
LTOZIJS,X,X,O,O,O,O,X,X,X,X
LTOZISJ,X,X,X,O,X,X,X,X,X,X
LTOZJIS,X,X,O,O,O,O,O,X,X,X
LTOZJSI,X,X,X,O,X,X,O,X,X,X
LTOZSIJ,X,X,X,O,X,X,X,X,X,X
LTOZSJI,X,X,X,O,X,X,X,X,X,X
LITJSZO,X,O,O,X,O,X,O,X,X,X
LITJSOZ,X,O,O,X,O,X,O,X,X,X
LITJZSO,X,X,O,O,O,X,O,X,O,X
LITJZOS,X,X,O,O,O,X,O,X,O,X
LITJOSZ,X,O,O,X,O,X,O,X,X,X
LITJOZS,X,X,O,O,O,X,O,X,O,X
LITSJZO,X,X,O,X,O,X,X,X,X,X
LITSJOZ,X,X,O,X,O,X,X,X,X,X
LITSZJO,X,X,X,O,X,X,X,X,X,X
LITSZOJ,X,O,X,O,X,X,X,X,X,X
LITSOJZ,X,X,O,X,O,X,X,X,X,X
LITSOZJ,X,O,X,O,X,X,X,X,X,X
LITZJSO,X,X,O,O,O,X,X,X,O,X
LITZJOS,X,X,O,O,O,O,X,X,O,X
LITZSJO,X,X,X,O,X,X,X,X,O,X
LITZSOJ,X,X,X,O,X,X,X,X,O,X
LITZOJS,X,X,O,O,O,O,X,X,O,X
LITZOSJ,X,X,X,O,X,X,X,X,O,X
LITOJSZ,X,O,O,X,O,X,O,X,X,X
LITOJZS,X,X,O,O,O,X,O,X,O,X
LITOSJZ,X,X,O,X,O,X,X,X,X,X
LITOSZJ,X,O,X,O,X,X,X,X,X,X
LITOZJS,X,X,O,O,O,O,X,X,O,X
LITOZSJ,X,X,X,O,X,X,X,X,O,X
LIJTSZO,X,O,O,X,X,X,X,X,X,X
LIJTSOZ,X,O,O,X,X,X,X,X,X,X
LIJTZSO,X,X,O,O,X,X,X,X,O,X
LIJTZOS,X,X,O,O,X,X,X,X,O,X
LIJTOSZ,X,O,O,X,X,X,X,X,X,X
LIJTOZS,X,X,O,O,X,X,X,X,O,X
LIJSTZO,X,O,O,X,X,X,X,X,X,X
LIJSTOZ,O,O,O,X,X,X,X,X,X,X
LIJSZTO,O,O,O,X,X,X,X,X,O,X
LIJSZOT,O,O,O,X,X,X,X,X,O,X
LIJSOTZ,O,O,O,X,X,X,X,X,X,X
LIJSOZT,O,O,O,X,X,X,X,X,O,X
LIJZTSO,X,X,O,X,X,X,X,X,O,X
LIJZTOS,X,X,O,X,X,O,X,X,O,X
LIJZSTO,O,O,O,X,X,X,X,X,O,X
LIJZSOT,O,O,O,X,X,O,X,X,O,X
LIJZOTS,X,X,O,X,X,O,X,X,O,X
LIJZOST,O,O,O,X,X,O,X,X,O,X
LIJOTSZ,X,O,O,X,X,X,X,X,X,X
LIJOTZS,X,X,O,O,X,X,X,X,O,X
LIJOSTZ,O,O,O,X,X,X,X,X,X,X
LIJOSZT,O,O,O,X,X,X,X,X,O,X
LIJOZTS,X,X,O,X,X,O,X,X,O,X
LIJOZST,O,O,O,X,X,O,X,X,O,X
LISTJZO,X,X,O,X,X,X,X,X,X,X
LISTJOZ,O,X,O,X,X,X,X,X,X,X
LISTZJO,O,X,X,O,X,X,X,X,X,X
LISTZOJ,O,O,X,O,X,X,X,X,X,X
LISTOJZ,O,X,O,X,X,X,X,X,X,X
LISTOZJ,O,O,X,O,X,X,X,X,X,X
LISJTZO,X,O,O,X,X,X,X,X,X,X
LISJTOZ,O,O,O,X,X,X,X,X,X,X
LISJZTO,O,O,O,X,X,X,X,X,O,X
LISJZOT,O,O,O,X,X,X,X,X,O,X
LISJOTZ,O,O,O,X,X,X,X,X,X,X
LISJOZT,O,O,O,X,X,X,X,X,O,X
LISZTJO,O,X,X,X,X,X,X,X,O,X
LISZTOJ,O,O,X,X,X,X,X,X,O,X
LISZJTO,O,X,X,X,X,X,X,X,O,X
LISZJOT,O,O,X,X,X,O,X,X,O,X
LISZOTJ,O,O,X,X,X,X,X,X,O,X
LISZOJT,O,O,X,X,X,O,X,X,O,X
LISOTJZ,O,X,O,X,X,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,X,X,X,X
LISOJTZ,O,O,O,X,X,X,X,X,X,X
LISOJZT,O,O,O,X,X,X,X,X,O,X
LISOZTJ,O,O,X,X,X,X,X,X,O,X
LISOZJT,O,O,X,X,X,O,X,X,O,X
LIZTJSO,X,X,O,O,X,X,X,X,O,X
LIZTJOS,X,X,O,O,X,O,X,X,O,X
LIZTSJO,X,X,X,O,X,X,X,X,O,X
LIZTSOJ,X,X,X,O,X,X,X,X,O,X
LIZTOJS,X,X,O,O,X,O,X,X,O,O
LIZTOSJ,X,X,X,O,X,X,X,X,O,O
LIZJTSO,X,X,O,X,X,X,X,X,O,X
LIZJTOS,X,X,O,X,X,O,X,X,O,X
LIZJSTO,O,O,O,X,X,X,X,X,O,X
LIZJSOT,O,O,O,X,X,O,X,X,O,X
LIZJOTS,X,X,O,X,X,O,X,X,O,O
LIZJOST,O,O,O,X,X,O,X,X,O,O
LIZSTJO,O,X,X,X,X,X,X,X,O,X
LIZSTOJ,O,O,X,X,X,X,X,X,O,X
LIZSJTO,O,X,X,X,X,X,X,X,O,X
LIZSJOT,O,O,X,X,X,O,X,X,O,X
LIZSOTJ,O,O,X,X,X,X,X,X,O,O
LIZSOJT,O,O,X,X,X,O,X,X,O,O
LIZOTJS,X,X,O,O,X,O,X,X,O,O
LIZOTSJ,X,X,X,O,X,X,X,X,O,O
LIZOJTS,X,X,O,X,X,O,X,X,O,O
LIZOJST,O,O,O,X,X,O,X,X,O,O
LIZOSTJ,O,O,X,X,X,X,X,X,O,O
LIZOSJT,O,O,X,X,X,O,X,X,O,O
LIOTJSZ,X,O,O,X,O,X,O,X,X,X
LIOTJZS,X,X,O,O,O,X,O,X,O,X
LIOTSJZ,X,X,O,X,O,X,X,X,X,X
LIOTSZJ,X,O,X,O,X,X,X,X,X,X
LIOTZJS,X,X,O,O,O,O,X,X,O,X
LIOTZSJ,X,X,X,O,X,X,X,X,O,X
LIOJTSZ,X,O,O,X,X,X,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X,O,X
LIOJSTZ,O,O,O,X,X,X,X,X,X,X
LIOJSZT,O,O,O,X,X,X,X,X,O,X
LIOJZTS,X,X,O,X,X,O,X,X,O,X
LIOJZST,O,O,O,X,X,O,X,X,O,X
LIOSTJZ,O,X,O,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,O,X,X,X,X,X,X
LIOSJTZ,O,O,O,X,X,X,X,X,X,X
LIOSJZT,O,O,O,X,X,X,X,X,O,X
LIOSZTJ,O,O,X,X,X,X,X,X,O,X
LIOSZJT,O,O,X,X,X,O,X,X,O,X
LIOZTJS,X,X,O,O,X,O,X,X,O,O
LIOZTSJ,X,X,X,O,X,X,X,X,O,O
LIOZJTS,X,X,O,X,X,O,X,X,O,O
LIOZJST,O,O,O,X,X,O,X,X,O,O
LIOZSTJ,O,O,X,X,X,X,X,X,O,O
LIOZSJT,O,O,X,X,X,O,X,X,O,O
LJTISZO,X,O,O,X,X,X,O,X,X,X
LJTISOZ,X,O,O,X,X,X,O,X,X,X
LJTIZSO,X,X,O,O,X,X,O,X,X,X
LJTIZOS,X,X,O,O,X,X,O,X,X,X
LJTIOSZ,X,O,O,X,X,X,O,X,X,X
LJTIOZS,X,X,O,O,X,X,O,X,X,X
LJTSIZO,X,O,O,X,X,X,O,X,X,X
LJTSIOZ,X,O,O,X,X,X,O,X,X,X
LJTSZIO,X,O,X,X,X,X,O,X,X,X
LJTSZOI,X,O,X,X,X,X,O,X,X,X
LJTSOIZ,X,O,O,X,X,X,O,X,X,X
LJTSOZI,X,O,X,X,X,X,O,X,X,X
LJTZISO,X,X,O,O,X,X,O,X,X,X
LJTZIOS,X,X,O,O,X,X,O,X,X,X
LJTZSIO,X,X,X,O,X,X,O,X,X,X
LJTZSOI,X,X,X,O,X,X,O,X,X,X
LJTZOIS,X,X,O,O,X,X,O,X,X,X
LJTZOSI,X,X,X,O,X,X,O,X,X,X
LJTOISZ,X,O,O,X,X,X,O,X,X,X
LJTOIZS,X,X,O,O,X,X,O,X,X,X
LJTOSIZ,X,O,O,X,X,X,O,X,X,X
LJTOSZI,X,O,X,X,X,X,O,X,X,X
LJTOZIS,X,X,O,O,X,X,O,X,X,X
LJTOZSI,X,X,X,O,X,X,O,X,X,X
LJITSZO,X,O,O,X,X,X,X,X,X,X
LJITSOZ,X,O,O,X,X,X,X,X,X,X
LJITZSO,X,X,O,O,X,X,X,X,O,X
LJITZOS,X,X,O,O,X,X,X,X,O,X
LJITOSZ,X,O,O,X,X,X,X,X,X,X
LJITOZS,X,X,O,O,X,X,X,X,O,X
LJISTZO,X,O,O,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X
LJISZTO,O,O,O,X,X,X,X,X,O,X
LJISZOT,O,O,O,X,X,X,X,X,O,X
LJISOTZ,O,O,O,X,X,X,X,X,X,X
LJISOZT,O,O,O,X,X,X,X,X,O,X
LJIZTSO,X,X,O,X,X,X,X,X,O,X
LJIZTOS,X,X,O,X,X,O,X,X,O,X
LJIZSTO,O,O,O,X,X,X,X,X,O,X
LJIZSOT,O,O,O,X,X,O,X,X,O,X
LJIZOTS,X,X,O,X,X,O,X,X,O,X
LJIZOST,O,O,O,X,X,O,X,X,O,X
LJIOTSZ,X,O,O,X,X,X,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,X,O,X
LJIOSTZ,O,O,O,X,X,X,X,X,X,X
LJIOSZT,O,O,O,X,X,X,X,X,O,X
LJIOZTS,X,X,O,X,X,O,X,X,O,X
LJIOZST,O,O,O,X,X,O,X,X,O,X
LJSTIZO,X,O,O,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,X,X,X,X,X,X,X
LJSTZIO,X,O,X,X,X,X,X,X,X,X
LJSTZOI,X,O,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X,X
LJSTOZI,X,O,X,X,X,X,X,X,X,X
LJSITZO,X,O,O,X,X,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,X,X,X,X,X
LJSIOTZ,O,O,O,X,X,X,X,X,X,X
LJSIOZT,O,O,O,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,X,X,X,X
LJSOTZI,X,O,X,X,X,X,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X,X
LJZTIOS,X,X,O,X,X,O,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,O,X,X
LJZTSOI,X,X,X,X,X,X,X,O,X,X
LJZTOIS,X,X,O,X,X,O,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,O,X,X
LJZITSO,X,X,O,X,X,X,X,X,X,X
LJZITOS,X,X,O,X,X,O,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X,X
LJZISOT,O,O,O,X,X,O,X,X,X,X
LJZIOTS,X,X,O,X,X,O,X,X,X,X
LJZIOST,O,O,O,X,X,O,X,X,X,X
LJZSTIO,O,O,X,X,X,X,X,O,X,X
LJZSTOI,O,O,X,X,X,X,X,O,X,X
LJZSITO,O,O,X,X,X,X,X,O,X,X
LJZSIOT,O,O,X,X,X,O,X,O,X,X
LJZSOTI,O,O,X,X,X,X,X,O,X,X
LJZSOIT,O,O,X,X,X,O,X,O,X,X
LJZOTIS,X,X,O,X,X,O,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,O,X,X
LJZOITS,X,X,O,X,X,O,X,X,X,X
LJZOIST,O,O,O,X,X,O,X,X,X,X
LJZOSTI,O,O,X,X,X,X,X,O,X,X
LJZOSIT,O,O,X,X,X,O,X,O,X,X
LJOTISZ,X,O,O,X,X,X,O,X,X,X
LJOTIZS,X,X,O,O,X,X,O,X,X,X
LJOTSIZ,X,O,O,X,X,X,O,X,X,X
LJOTSZI,X,O,X,X,X,X,O,X,X,X
LJOTZIS,X,X,O,O,X,X,O,X,X,X
LJOTZSI,X,X,X,O,X,X,O,X,X,X
LJOITSZ,X,O,O,X,X,X,X,X,X,X
LJOITZS,X,X,O,O,X,X,X,X,O,X
LJOISTZ,O,O,O,X,X,X,X,X,X,X
LJOISZT,O,O,O,X,X,X,X,X,O,X
LJOIZTS,X,X,O,X,X,O,X,X,O,X
LJOIZST,O,O,O,X,X,O,X,X,O,X
LJOSTIZ,O,O,O,X,X,X,X,X,X,X
LJOSTZI,X,O,X,X,X,X,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X,X,X,X
LJOSZTI,O,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,X,X,X
LJOZTIS,X,X,O,X,X,O,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,O,X,X
LJOZITS,X,X,O,X,X,O,X,X,X,X
LJOZIST,O,O,O,X,X,O,X,X,X,X
LJOZSTI,O,O,X,X,X,X,X,O,X,X
LJOZSIT,O,O,X,X,X,O,X,O,X,X
LSTIJZO,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,O,X,O,X,X,X,X,X,X,X
LSTIZJO,O,X,X,O,X,X,X,X,X,X
LSTIZOJ,O,O,X,O,X,X,X,X,X,X
LSTIOJZ,O,X,O,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,X,X,X,X
LSTJIZO,X,X,O,X,X,X,O,X,X,X
LSTJIOZ,O,X,O,X,X,X,O,X,X,X
LSTJZIO,X,X,X,X,X,X,O,X,X,X
LSTJZOI,X,X,X,X,X,X,O,X,X,X
LSTJOIZ,O,X,O,X,X,X,O,X,X,X
LSTJOZI,X,X,X,X,X,X,O,X,X,X
LSTZIJO,O,X,X,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,X,X,X,X
LSTZJIO,O,X,X,O,X,X,X,X,X,X
LSTZJOI,O,X,X,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,O,X,X,X,X,X,X
LSTZOJI,O,X,X,O,X,X,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,X,X,X,X,X,X
LSTOJIZ,O,X,O,X,X,X,O,X,X,X
LSTOJZI,X,X,X,X,X,X,O,X,X,X
LSTOZIJ,O,O,X,O,X,X,X,X,X,X
LSTOZJI,O,X,X,O,X,X,X,X,X,X
LSITJZO,X,X,O,X,X,X,X,X,X,X
LSITJOZ,O,X,O,X,X,X,X,X,X,X
LSITZJO,O,X,X,O,X,X,X,X,X,X
LSITZOJ,O,O,X,O,X,X,X,X,X,X
LSITOJZ,O,X,O,X,X,X,X,X,X,X
LSITOZJ,O,O,X,O,X,X,X,X,X,X
LSIJTZO,X,O,O,X,X,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,X,X,X
LSIJZTO,O,O,O,X,X,X,X,X,O,X
LSIJZOT,O,O,O,X,X,X,X,X,O,X
LSIJOTZ,O,O,O,X,X,X,X,X,X,X
LSIJOZT,O,O,O,X,X,X,X,X,O,X
LSIZTJO,O,X,X,X,X,X,X,X,O,X
LSIZTOJ,O,O,X,X,X,X,X,X,O,X
LSIZJTO,O,X,X,X,X,X,X,X,O,X
LSIZJOT,O,O,X,X,X,O,X,X,O,X
LSIZOTJ,O,O,X,X,X,X,X,X,O,X
LSIZOJT,O,O,X,X,X,O,X,X,O,X
LSIOTJZ,O,X,O,X,X,X,X,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,X,X,X
LSIOJTZ,O,O,O,X,X,X,X,X,X,X
LSIOJZT,O,O,O,X,X,X,X,X,O,X
LSIOZTJ,O,O,X,X,X,X,X,X,O,X
LSIOZJT,O,O,X,X,X,O,X,X,O,X
LSJTIZO,X,O,O,X,X,X,X,X,X,X
LSJTIOZ,O,O,O,X,X,X,X,X,X,X
LSJTZIO,X,O,X,X,X,X,X,X,X,X
LSJTZOI,X,O,X,X,X,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,X,X,X,X,X
LSJTOZI,X,O,X,X,X,X,X,X,X,X
LSJITZO,X,O,O,X,X,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X,X,X,X
LSJIZTO,O,O,O,X,X,X,X,X,X,X
LSJIZOT,O,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,O,O,X,X,X,X,X,X,X
LSJIOZT,O,O,O,X,X,X,X,X,X,X
LSJZTIO,O,O,X,X,X,X,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,X,X,X,X
LSJOTZI,X,O,X,X,X,X,X,X,X,X
LSJOITZ,O,O,O,X,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X,X,X
LSZTJIO,O,X,X,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X,X,X
LSZTOJI,O,X,X,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X,X,X
LSZIJTO,O,X,X,X,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,O,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,O,X,X,X,X
LSZJTIO,O,X,X,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,O,X,X,X,X
LSZJOTI,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,O,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,X,X,X
LSZOTJI,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X,X,X
LSZOIJT,O,O,X,X,X,O,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,O,X,X,X,X
LSOTIJZ,O,X,O,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,X,X,X,X
LSOTJIZ,O,X,O,X,X,X,O,X,X,X
LSOTJZI,X,X,X,X,X,X,O,X,X,X
