sequence,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhFXgB8lBanB5?nB9rBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBanB5?nB9rBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeT/IvhFKlBfmBmhB5?nBtrB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFUhBanB5nBX?lBGrBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lBGiBikB9?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFRgBGiB0lB6?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB2pBzlBt?rB6sBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeyEJvhFzgBGiB9rB/?sBxpB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB/pBzlBt?rB6sBOqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBXqBx?rBtrB6sB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lB/pBaqB9?rBTnBGsB
LJSITZO,O,X,O,O,O,O,X,X,X,X,X
LJSITOZ,O,X,O,O,X,O,X,X,O,X,X
LJSIZTO,X,X,O,O,X,O,X,X,X,X,X
LJSIZOT,X,X,O,O,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,O,X,O,X,X,X,X,X
LJSIOZT,X,X,X,O,X,O,X,X,X,X,X
LJSZTIO,X,X,O,O,O,O,X,X,X,X,X
LJSZTOI,X,X,O,O,O,O,O,X,O,X,X
LJSZITO,X,X,O,O,X,O,X,X,X,X,X
LJSZIOT,X,X,O,O,X,X,X,X,X,X,X
LJSZOTI,X,X,O,O,X,O,X,X,X,X,X
LJSZOIT,X,X,O,O,X,O,X,X,X,X,X
LJSOTIZ,O,X,X,O,X,O,X,X,X,X,X
LJSOTZI,O,X,X,O,O,O,X,X,X,X,X
LJSOITZ,O,X,X,O,X,O,X,X,X,X,X
LJSOIZT,X,X,X,O,X,O,X,X,X,X,X
LJSOZTI,X,X,X,O,X,O,X,X,X,X,X
LJSOZIT,X,X,X,O,X,O,X,X,X,X,X
LJZTISO,O,X,O,O,O,O,X,X,X,X,X
LJZTIOS,O,X,O,O,X,X,O,X,X,X,X
LJZTSIO,O,X,O,O,O,O,X,X,X,X,X
LJZTSOI,O,X,O,O,O,O,O,X,X,X,X
LJZTOIS,O,X,O,O,X,X,O,X,X,X,X
LJZTOSI,O,X,O,O,X,X,O,X,X,X,X
LJZITSO,O,X,O,O,O,X,X,X,X,X,X
LJZITOS,O,X,O,O,X,X,O,X,X,X,X
LJZISTO,O,X,O,O,X,X,X,X,X,X,X
LJZISOT,X,X,O,O,X,X,X,X,X,X,X
LJZIOTS,O,X,O,O,X,X,X,X,X,X,X
LJZIOST,X,X,O,O,X,X,X,X,X,X,X
LJZSTIO,O,X,O,O,X,O,X,X,X,X,X
LJZSTOI,O,X,O,O,X,O,O,X,X,X,X
LJZSITO,O,X,O,O,X,O,X,X,X,X,X
LJZSIOT,X,X,O,O,X,X,X,X,X,X,X
LJZSOTI,X,X,O,O,X,O,X,X,X,X,X
LJZSOIT,X,X,O,O,X,X,X,X,X,X,X
LJZOTIS,O,X,O,O,X,X,O,X,X,X,X
LJZOTSI,O,X,O,O,X,X,O,X,X,X,X
LJZOITS,O,X,O,O,X,X,X,X,X,X,X
LJZOIST,X,X,O,O,X,X,X,X,X,X,X
LJZOSTI,X,X,O,O,X,X,X,X,X,X,X
LJZOSIT,X,X,O,O,X,X,X,X,X,X,X
LJOTISZ,O,X,X,O,X,O,O,X,X,X,X
LJOTIZS,O,X,X,O,X,X,O,X,X,X,X
LJOTSIZ,O,X,X,O,X,O,O,X,X,X,X
LJOTSZI,O,X,X,O,X,O,O,X,X,X,X
LJOTZIS,O,X,X,O,X,O,O,X,X,X,X
LJOTZSI,O,X,X,O,X,O,O,X,X,X,X
LJOITSZ,O,X,X,O,X,X,X,X,X,X,X
LJOITZS,O,X,X,O,X,X,X,X,X,X,X
LJOISTZ,O,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,X,X,O,X,X,X,X,X,X,X
LJOIZTS,O,X,X,O,X,X,X,X,X,X,X
LJOIZST,O,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,O,X,O,X,X,X,X,X
LJOSTZI,O,X,X,O,X,O,X,X,X,X,X
LJOSITZ,O,X,X,O,X,O,X,X,X,X,X
LJOSIZT,O,X,X,O,X,O,X,X,X,X,X
LJOSZTI,O,X,X,O,X,O,X,X,X,X,X
LJOSZIT,O,X,X,O,X,O,X,X,X,X,X
LJOZTIS,O,X,X,O,X,O,O,X,X,X,X
LJOZTSI,O,X,X,O,X,O,O,X,X,X,X
LJOZITS,O,X,X,O,X,X,X,X,X,X,X
LJOZIST,O,X,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,X,O,X,O,X,X,X,X,X
LJOZSIT,O,X,X,O,X,O,X,X,X,X,X
LSTIJZO,O,O,O,O,O,O,X,O,X,X,X
LSTIJOZ,O,O,O,O,X,O,X,O,O,X,X
LSTIZJO,O,O,O,X,O,O,X,O,X,X,O
LSTIZOJ,O,O,O,X,O,O,X,O,O,X,O
LSTIOJZ,O,O,O,X,X,O,O,O,O,X,X
LSTIOZJ,O,O,O,X,X,X,X,O,O,X,O
LSTJIZO,O,O,O,O,O,O,X,O,X,X,X
LSTJIOZ,O,O,O,O,X,O,X,O,O,X,X
LSTJZIO,O,O,O,O,O,O,X,X,X,X,O
LSTJZOI,O,O,O,O,O,O,O,X,O,X,O
LSTJOIZ,O,O,O,O,O,O,O,O,O,X,X
LSTJOZI,O,O,O,O,O,O,O,X,O,X,O
LSTZIJO,O,O,O,X,O,O,X,X,X,X,O
LSTZIOJ,O,O,O,X,O,O,X,X,O,X,O
LSTZJIO,O,O,O,X,O,O,X,X,X,X,O
LSTZJOI,O,O,O,X,O,O,X,X,O,X,O
LSTZOIJ,O,O,O,X,O,O,X,X,O,X,O
LSTZOJI,O,O,O,X,O,O,X,X,O,X,O
LSTOIJZ,O,O,O,X,O,O,O,O,O,X,X
LSTOIZJ,O,O,O,X,O,O,X,O,O,X,O
LSTOJIZ,O,O,O,X,O,O,O,O,O,X,X
LSTOJZI,O,O,O,X,O,O,O,X,O,X,O
LSTOZIJ,O,O,O,X,O,O,X,X,O,X,O
LSTOZJI,O,O,O,X,O,O,X,X,O,X,O
LSITJZO,O,O,O,O,O,O,X,O,X,X,X
LSITJOZ,O,O,O,O,X,O,X,O,O,X,X
LSITZJO,O,O,O,X,O,O,X,O,X,X,O
LSITZOJ,O,O,O,X,O,O,X,O,O,X,O
LSITOJZ,O,O,O,X,X,O,O,O,O,X,X
LSITOZJ,O,O,O,X,X,X,X,O,O,X,O
LSIJTZO,O,X,O,O,O,O,X,O,X,X,X
LSIJTOZ,O,X,O,O,X,O,X,O,O,X,X
LSIJZTO,X,X,O,O,X,O,X,X,X,X,O
LSIJZOT,X,X,O,O,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,O,X,O,X,X,X,X,X
LSIJOZT,X,X,X,O,X,O,X,X,X,X,X
LSIZTJO,X,O,O,X,O,O,X,O,X,X,O
LSIZTOJ,X,O,O,X,O,O,X,O,O,X,O
LSIZJTO,X,O,O,X,X,O,X,X,X,O,O
LSIZJOT,X,O,O,X,X,X,X,X,X,O,X
LSIZOTJ,X,O,O,X,X,X,X,X,X,X,O
LSIZOJT,X,O,O,X,X,X,X,X,X,O,X
LSIOTJZ,O,O,O,X,X,O,X,O,O,X,X
LSIOTZJ,O,O,O,X,X,O,X,O,O,X,O
LSIOJTZ,O,X,X,X,X,O,X,X,X,X,X
LSIOJZT,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,O,O,X,X,O,X,X,X,X,O
LSIOZJT,X,O,O,X,X,O,X,X,X,O,X
LSJTIZO,O,X,O,O,O,O,X,O,X,X,X
LSJTIOZ,O,X,O,O,X,O,X,O,O,X,X
LSJTZIO,O,X,O,O,O,O,X,X,X,X,O
LSJTZOI,O,X,O,O,O,O,O,X,O,X,O
LSJTOIZ,O,X,O,O,O,O,O,O,O,X,X
LSJTOZI,O,X,O,O,O,O,O,X,O,X,O
LSJITZO,O,X,O,O,O,O,X,X,X,X,X
LSJITOZ,O,X,O,O,X,O,X,X,O,X,X
LSJIZTO,X,X,O,O,X,O,X,X,X,X,O
LSJIZOT,X,X,O,O,X,X,X,X,X,X,X
LSJIOTZ,O,X,X,O,X,O,X,X,X,X,X
LSJIOZT,X,X,X,O,X,O,X,X,X,X,X
LSJZTIO,X,X,O,O,O,O,X,X,X,X,O
LSJZTOI,X,X,O,O,O,O,O,X,O,X,O
LSJZITO,X,X,O,O,X,O,X,X,X,X,O
LSJZIOT,X,X,O,O,X,X,X,X,X,X,X
LSJZOTI,X,X,O,O,X,O,X,X,X,X,X
LSJZOIT,X,X,O,O,X,O,X,X,X,X,X
LSJOTIZ,O,X,X,O,O,O,X,X,X,X,X
LSJOTZI,O,X,X,O,O,O,X,X,X,X,O
LSJOITZ,O,X,X,O,O,O,X,X,X,X,X
LSJOIZT,X,X,X,O,X,O,X,X,X,X,X
LSJOZTI,X,X,X,O,O,O,X,X,X,X,X
LSJOZIT,X,X,X,O,X,O,X,X,X,X,X
LSZTIJO,X,O,O,X,O,O,X,X,X,X,O
LSZTIOJ,X,O,O,X,O,O,X,X,O,X,O
LSZTJIO,X,O,O,X,O,O,X,X,X,X,O
LSZTJOI,X,O,O,X,O,O,X,X,O,X,O
LSZTOIJ,X,O,O,X,O,O,X,X,O,X,O
LSZTOJI,X,O,O,X,O,O,X,X,O,X,O
LSZITJO,X,O,O,X,O,O,X,X,X,X,O
LSZITOJ,X,O,O,X,O,O,X,X,O,X,O
LSZIJTO,X,O,O,X,X,O,X,X,X,O,O
LSZIJOT,X,O,O,X,X,X,X,X,X,O,X
LSZIOTJ,X,O,O,X,X,X,X,X,X,X,O
LSZIOJT,X,O,O,X,X,X,X,X,X,O,X
LSZJTIO,X,O,O,X,O,O,X,X,X,X,O
LSZJTOI,X,O,O,X,O,O,X,X,O,X,O
LSZJITO,X,O,O,X,X,O,X,X,X,O,O
LSZJIOT,X,O,O,X,X,X,X,X,X,O,X
LSZJOTI,X,O,O,X,X,O,X,X,X,X,X
LSZJOIT,X,O,O,X,X,O,X,X,X,O,X
LSZOTIJ,X,O,O,X,X,O,X,X,O,X,O
LSZOTJI,X,O,O,X,X,O,X,X,O,X,O
LSZOITJ,X,O,O,X,X,O,X,X,X,X,O
LSZOIJT,X,O,O,X,X,O,X,X,X,O,X
LSZOJTI,X,O,O,X,X,O,X,X,X,X,X
LSZOJIT,X,O,O,X,X,O,X,X,X,O,X
LSOTIJZ,O,O,O,X,O,O,X,X,O,X,X
LSOTIZJ,O,O,O,X,O,O,X,X,O,X,O
LSOTJIZ,O,O,O,X,O,O,X,X,O,X,X
LSOTJZI,O,O,O,X,O,O,X,X,O,X,O
LSOTZIJ,O,O,O,X,O,O,X,X,O,X,O
LSOTZJI,O,O,O,X,O,O,X,X,O,X,O
LSOITJZ,O,O,O,X,O,O,X,X,O,X,X
LSOITZJ,O,O,O,X,O,O,X,X,O,X,O
LSOIJTZ,O,X,X,X,O,O,X,X,X,X,X
LSOIJZT,X,X,X,X,X,O,X,X,X,X,X
LSOIZTJ,X,O,O,X,X,O,X,X,X,X,O
LSOIZJT,X,O,O,X,X,O,X,X,X,O,X
LSOJTIZ,O,X,X,X,O,O,X,X,X,X,X
LSOJTZI,O,X,X,X,O,O,X,X,X,X,O
LSOJITZ,O,X,X,X,O,O,X,X,X,X,X
LSOJIZT,X,X,X,X,X,O,X,X,X,X,X
LSOJZTI,X,X,X,X,O,O,X,X,X,X,X
LSOJZIT,X,X,X,X,X,O,X,X,X,X,X
LSOZTIJ,X,O,O,X,O,O,X,X,O,X,O
LSOZTJI,X,O,O,X,O,O,X,X,O,X,O
LSOZITJ,X,O,O,X,X,O,X,X,X,X,O
LSOZIJT,X,O,O,X,X,O,X,X,X,O,X
LSOZJTI,X,O,O,X,O,O,X,X,X,X,X
LSOZJIT,X,O,O,X,X,O,X,X,X,O,X
LZTIJSO,O,X,O,O,O,O,X,X,X,X,X
LZTIJOS,O,X,O,O,X,X,X,X,X,X,X
LZTISJO,O,O,O,X,O,O,X,X,X,X,X
LZTISOJ,O,O,O,X,O,O,X,X,O,X,X
LZTIOJS,O,X,O,X,X,X,O,X,X,X,X
LZTIOSJ,O,O,O,X,O,O,X,X,O,X,X
LZTJISO,O,X,O,O,O,O,X,X,X,X,X
LZTJIOS,O,X,O,O,X,X,O,X,X,X,X
LZTJSIO,O,X,O,O,O,O,X,X,X,X,X
LZTJSOI,O,X,O,O,O,O,O,X,X,X,X
LZTJOIS,O,X,O,O,X,X,O,X,X,X,X
LZTJOSI,O,X,O,O,X,X,O,X,X,X,X
LZTSIJO,O,O,O,X,O,O,X,X,X,X,O
LZTSIOJ,O,O,O,X,O,O,X,X,O,X,O
LZTSJIO,O,O,O,X,O,O,X,X,X,X,O
LZTSJOI,O,O,O,X,O,O,X,X,O,X,O
LZTSOIJ,O,O,O,X,O,O,X,X,O,X,O
LZTSOJI,O,O,O,X,O,O,X,X,O,X,O
LZTOIJS,O,X,O,X,O,X,O,X,X,X,X
LZTOISJ,O,O,O,X,O,O,X,X,O,X,X
LZTOJIS,O,X,O,X,O,X,O,X,X,X,X
LZTOJSI,O,X,O,X,O,X,O,X,X,X,X
LZTOSIJ,O,O,O,X,O,O,X,X,O,X,O
LZTOSJI,O,O,O,X,O,O,X,X,O,X,O
LZITJSO,O,X,O,O,O,O,X,X,X,X,X
LZITJOS,O,X,O,O,X,X,X,X,X,X,X
LZITSJO,O,O,O,X,O,O,X,X,X,X,X
LZITSOJ,O,O,O,X,O,O,X,X,O,X,X
LZITOJS,O,X,O,X,X,X,O,X,X,X,X
LZITOSJ,O,O,O,X,O,O,X,X,O,X,X
LZIJTSO,O,X,O,O,O,X,X,X,X,X,X
LZIJTOS,O,X,O,O,X,X,X,X,X,X,X
LZIJSTO,O,X,O,O,X,X,X,X,X,X,X
LZIJSOT,X,X,O,O,X,X,X,X,X,X,X
LZIJOTS,O,X,O,O,X,X,X,X,X,X,X
LZIJOST,X,X,O,O,X,X,X,X,X,X,X
LZISTJO,O,X,O,X,O,O,X,X,X,X,X
LZISTOJ,O,X,O,X,O,O,X,X,O,X,X
LZISJTO,O,X,O,X,X,O,X,X,X,X,X
LZISJOT,X,X,O,X,X,X,X,X,X,X,X
LZISOTJ,X,X,O,X,X,X,X,X,X,X,X
LZISOJT,X,X,O,X,X,X,X,X,X,X,X
LZIOTJS,O,X,O,X,X,X,X,X,X,X,X
LZIOTSJ,O,X,O,X,O,X,X,X,X,X,X
LZIOJTS,O,X,O,X,X,X,X,X,X,X,X
LZIOJST,O,X,O,X,X,X,X,X,X,X,X
LZIOSTJ,O,X,O,X,X,X,X,X,X,X,X
LZIOSJT,O,X,O,X,X,X,X,X,X,X,X
LZJTISO,O,X,O,O,O,O,X,X,X,X,X
LZJTIOS,O,X,O,O,X,X,O,X,X,X,X
LZJTSIO,O,X,O,O,O,O,X,X,X,X,X
LZJTSOI,O,X,O,O,O,O,O,X,X,X,X
LZJTOIS,O,X,O,O,X,X,O,X,X,X,X
LZJTOSI,O,X,O,O,X,X,O,X,X,X,X
LZJITSO,O,X,O,O,O,X,X,X,X,X,X
LZJITOS,O,X,O,O,X,X,O,X,X,X,X
LZJISTO,O,X,O,O,X,X,X,X,X,X,X
LZJISOT,X,X,O,O,X,X,X,X,X,X,X
LZJIOTS,O,X,O,O,X,X,X,X,X,X,X
LZJIOST,X,X,O,O,X,X,X,X,X,X,X
LZJSTIO,O,X,O,O,X,O,X,X,X,X,X
LZJSTOI,O,X,O,O,X,O,O,X,X,X,X
LZJSITO,O,X,O,O,X,O,X,X,X,X,X
LZJSIOT,X,X,O,O,X,X,X,X,X,X,X
LZJSOTI,X,X,O,O,X,O,X,X,X,X,X
LZJSOIT,X,X,O,O,X,X,X,X,X,X,X
LZJOTIS,O,X,O,O,X,X,O,X,X,X,X
LZJOTSI,O,X,O,O,X,X,O,X,X,X,X
LZJOITS,O,X,O,O,X,X,X,X,X,X,X
LZJOIST,X,X,O,O,X,X,X,X,X,X,X
LZJOSTI,X,X,O,O,X,X,X,X,X,X,X
LZJOSIT,X,X,O,O,X,X,X,X,X,X,X
LZSTIJO,O,X,O,X,O,O,X,X,X,X,O
LZSTIOJ,O,X,O,X,O,O,X,X,O,X,O
LZSTJIO,O,X,O,X,O,O,X,X,X,X,O
LZSTJOI,O,X,O,X,O,O,X,X,O,X,O
LZSTOIJ,O,X,O,X,O,O,X,X,O,X,O
LZSTOJI,O,X,O,X,O,O,X,X,O,X,O
LZSITJO,O,X,O,X,O,O,X,X,X,X,O
LZSITOJ,O,X,O,X,O,O,X,X,O,X,O
LZSIJTO,O,X,O,X,X,O,X,X,X,X,O
LZSIJOT,X,X,O,X,X,X,X,X,X,X,X
LZSIOTJ,X,X,O,X,X,X,X,X,X,X,O
LZSIOJT,X,X,O,X,X,X,X,X,X,X,X
LZSJTIO,O,X,O,X,O,O,X,X,X,X,O
LZSJTOI,O,X,O,X,O,O,X,X,O,X,O
LZSJITO,O,X,O,X,X,O,X,X,X,X,O
LZSJIOT,X,X,O,X,X,X,X,X,X,X,X
LZSJOTI,X,X,O,X,X,O,X,X,X,X,X
LZSJOIT,X,X,O,X,X,O,X,X,X,X,X
LZSOTIJ,X,X,O,X,X,O,X,X,O,X,O
LZSOTJI,X,X,O,X,X,O,X,X,O,X,O
LZSOITJ,X,X,O,X,X,O,X,X,X,X,O
LZSOIJT,X,X,O,X,X,O,X,X,X,X,X
LZSOJTI,X,X,O,X,X,O,X,X,X,X,X
LZSOJIT,X,X,O,X,X,O,X,X,X,X,X
LZOTIJS,O,X,O,X,O,O,X,X,X,X,X
LZOTISJ,O,X,O,X,O,O,X,X,X,X,X
LZOTJIS,O,X,O,X,O,O,X,X,X,X,X
LZOTJSI,O,X,O,X,O,O,X,X,X,X,X
LZOTSIJ,O,X,O,X,O,O,X,X,X,X,X
LZOTSJI,O,X,O,X,O,O,X,X,X,X,X
LZOITJS,O,X,O,X,O,O,X,X,X,X,X
LZOITSJ,O,X,O,X,O,O,X,X,X,X,X
LZOIJTS,O,X,O,X,O,X,X,X,X,X,X
LZOIJST,O,X,O,X,X,X,X,X,X,X,X
LZOISTJ,O,X,O,X,O,O,X,X,X,X,X
LZOISJT,O,X,O,X,X,O,X,X,X,X,X
LZOJTIS,O,X,O,X,O,O,X,X,X,X,X
LZOJTSI,O,X,O,X,O,O,X,X,X,X,X
LZOJITS,O,X,O,X,O,X,X,X,X,X,X
LZOJIST,O,X,O,X,X,X,X,X,X,X,X
LZOJSTI,O,X,O,X,X,O,X,X,X,X,X
LZOJSIT,O,X,O,X,X,O,X,X,X,X,X
LZOSTIJ,O,X,O,X,O,O,X,X,X,X,X
LZOSTJI,O,X,O,X,O,O,X,X,X,X,X
LZOSITJ,O,X,O,X,O,O,X,X,X,X,X
LZOSIJT,O,X,O,X,X,O,X,X,X,X,X
LZOSJTI,O,X,O,X,X,O,X,X,X,X,X
LZOSJIT,O,X,O,X,X,O,X,X,X,X,X
LOTIJSZ,O,O,X,O,X,O,O,X,O,X,X
LOTIJZS,O,X,X,O,X,X,O,X,X,X,X
LOTISJZ,O,O,O,X,O,O,O,X,O,X,X
LOTISZJ,O,O,O,X,O,O,X,X,O,X,X
LOTIZJS,O,X,O,X,O,O,O,X,X,X,X
LOTIZSJ,O,O,O,X,O,O,X,X,O,X,X
LOTJISZ,O,O,X,O,X,O,O,X,O,X,X
LOTJIZS,O,X,X,O,X,X,O,X,X,X,X
LOTJSIZ,O,O,X,O,O,O,O,X,O,X,X
LOTJSZI,O,O,X,O,O,O,O,X,O,X,X
LOTJZIS,O,X,X,O,O,O,O,X,X,X,X
LOTJZSI,O,X,X,O,O,O,O,X,X,X,X
LOTSIJZ,O,O,O,X,O,O,O,X,O,X,X
LOTSIZJ,O,O,O,X,O,O,X,X,O,X,O
LOTSJIZ,O,O,O,X,O,O,O,X,O,X,X
LOTSJZI,O,O,O,X,O,O,O,X,O,X,O
LOTSZIJ,O,O,O,X,O,O,X,X,O,X,O
LOTSZJI,O,O,O,X,O,O,X,X,O,X,O
LOTZIJS,O,X,O,X,O,O,O,X,X,X,X
LOTZISJ,O,O,O,X,O,O,X,X,O,X,X
LOTZJIS,O,X,O,X,O,O,O,X,X,X,X
LOTZJSI,O,X,O,X,O,O,O,X,X,X,X
LOTZSIJ,O,O,O,X,O,O,X,X,O,X,O
LOTZSJI,O,O,O,X,O,O,X,X,O,X,O
LOITJSZ,O,O,X,O,X,O,O,X,O,X,X
LOITJZS,O,X,X,O,X,X,O,X,X,X,X
LOITSJZ,O,O,O,X,O,O,O,X,O,X,X
LOITSZJ,O,O,O,X,O,O,X,X,O,X,X
LOITZJS,O,X,O,X,O,O,O,X,X,X,X
LOITZSJ,O,O,O,X,O,O,X,X,O,X,X
LOIJTSZ,O,X,X,O,X,X,X,X,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,X,X,X
LOIJSZT,O,X,X,O,X,X,X,X,X,X,X
LOIJZTS,O,X,X,O,O,X,X,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,X,X,X,X
LOISTJZ,O,X,O,X,O,O,X,X,O,X,X
LOISTZJ,O,X,O,X,O,O,X,X,O,X,X
LOISJTZ,O,X,X,X,O,O,X,X,X,X,X
LOISJZT,O,X,X,X,X,O,X,X,X,X,X
LOISZTJ,O,X,O,X,O,O,X,X,X,X,X
LOISZJT,O,X,O,X,X,O,X,X,X,X,X
LOIZTJS,O,X,O,X,O,O,X,X,X,X,X
LOIZTSJ,O,X,O,X,O,O,X,X,X,X,X
LOIZJTS,O,X,O,X,O,X,X,X,X,X,X
LOIZJST,O,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,O,X,O,O,X,X,X,X,X
LOIZSJT,O,X,O,X,X,O,X,X,X,X,X
LOJTISZ,O,X,X,O,X,O,O,X,X,X,X
LOJTIZS,O,X,X,O,X,X,O,X,X,X,X
LOJTSIZ,O,X,X,O,O,O,O,X,X,X,X
LOJTSZI,O,X,X,O,O,O,O,X,X,X,X
LOJTZIS,O,X,X,O,O,O,O,X,X,X,X
LOJTZSI,O,X,X,O,O,O,O,X,X,X,X
LOJITSZ,O,X,X,O,X,X,X,X,X,X,X
LOJITZS,O,X,X,O,X,X,X,X,X,X,X
LOJISTZ,O,X,X,O,X,X,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,X,X,X
LOJIZTS,O,X,X,O,O,X,X,X,X,X,X
LOJIZST,O,X,X,O,X,X,X,X,X,X,X
LOJSTIZ,O,X,X,O,O,O,X,X,X,X,X
LOJSTZI,O,X,X,O,O,O,X,X,X,X,X
LOJSITZ,O,X,X,O,O,O,X,X,X,X,X
LOJSIZT,O,X,X,O,X,O,X,X,X,X,X
LOJSZTI,O,X,X,O,O,O,X,X,X,X,X
LOJSZIT,O,X,X,O,X,O,X,X,X,X,X
LOJZTIS,O,X,X,O,O,O,O,X,X,X,X
LOJZTSI,O,X,X,O,O,O,O,X,X,X,X
LOJZITS,O,X,X,O,O,X,X,X,X,X,X
LOJZIST,O,X,X,O,X,X,X,X,X,X,X
LOJZSTI,O,X,X,O,X,O,X,X,X,X,X
LOJZSIT,O,X,X,O,X,O,X,X,X,X,X
LOSTIJZ,O,X,O,X,O,O,X,X,O,X,X
LOSTIZJ,O,X,O,X,O,O,X,X,O,X,O
LOSTJIZ,O,X,O,X,O,O,X,X,O,X,X
LOSTJZI,O,X,O,X,O,O,X,X,O,X,O
LOSTZIJ,O,X,O,X,O,O,X,X,O,X,O
LOSTZJI,O,X,O,X,O,O,X,X,O,X,O
LOSITJZ,O,X,O,X,O,O,X,X,O,X,X
LOSITZJ,O,X,O,X,O,O,X,X,O,X,O
LOSIJTZ,O,X,X,X,O,O,X,X,X,X,X
LOSIJZT,O,X,X,X,X,O,X,X,X,X,X
LOSIZTJ,O,X,O,X,O,O,X,X,X,X,X
LOSIZJT,O,X,O,X,X,O,X,X,X,X,X
LOSJTIZ,O,X,X,X,O,O,X,X,X,X,X
LOSJTZI,O,X,X,X,O,O,X,X,X,X,O
LOSJITZ,O,X,X,X,O,O,X,X,X,X,X
LOSJIZT,O,X,X,X,X,O,X,X,X,X,X
LOSJZTI,O,X,X,X,O,O,X,X,X,X,X
LOSJZIT,O,X,X,X,X,O,X,X,X,X,X
LOSZTIJ,O,X,O,X,O,O,X,X,O,X,O
LOSZTJI,O,X,O,X,O,O,X,X,O,X,O
LOSZITJ,O,X,O,X,O,O,X,X,X,X,X
LOSZIJT,O,X,O,X,X,O,X,X,X,X,X
LOSZJTI,O,X,O,X,O,O,X,X,X,X,X
LOSZJIT,O,X,O,X,X,O,X,X,X,X,X
LOZTIJS,O,X,O,X,O,O,X,X,X,X,X
LOZTISJ,O,X,O,X,O,O,X,X,X,X,X
LOZTJIS,O,X,O,X,O,O,X,X,X,X,X
LOZTJSI,O,X,O,X,O,O,X,X,X,X,X
LOZTSIJ,O,X,O,X,O,O,X,X,X,X,X
LOZTSJI,O,X,O,X,O,O,X,X,X,X,X
LOZITJS,O,X,O,X,O,O,X,X,X,X,X
LOZITSJ,O,X,O,X,O,O,X,X,X,X,X
LOZIJTS,O,X,O,X,O,X,X,X,X,X,X
LOZIJST,O,X,O,X,X,X,X,X,X,X,X
LOZISTJ,O,X,O,X,O,O,X,X,X,X,X
LOZISJT,O,X,O,X,X,O,X,X,X,X,X
LOZJTIS,O,X,O,X,O,O,X,X,X,X,X
LOZJTSI,O,X,O,X,O,O,X,X,X,X,X
LOZJITS,O,X,O,X,O,X,X,X,X,X,X
LOZJIST,O,X,O,X,X,X,X,X,X,X,X
LOZJSTI,O,X,O,X,X,O,X,X,X,X,X
LOZJSIT,O,X,O,X,X,O,X,X,X,X,X
LOZSTIJ,O,X,O,X,O,O,X,X,X,X,X
LOZSTJI,O,X,O,X,O,O,X,X,X,X,X
LOZSITJ,O,X,O,X,O,O,X,X,X,X,X
LOZSIJT,O,X,O,X,X,O,X,X,X,X,X
LOZSJTI,O,X,O,X,O,O,X,X,X,X,X
LOZSJIT,O,X,O,X,X,O,X,X,X,X,X
JTILSZO,O,O,O,O,X,O,X,O,X,X,X
JTILSOZ,O,O,O,O,X,O,X,O,X,X,X
JTILZSO,O,X,O,O,X,X,X,X,X,X,X
JTILZOS,O,X,O,O,X,X,O,X,X,X,X
JTILOSZ,O,O,X,O,X,X,O,O,X,X,X
JTILOZS,O,X,X,O,X,X,O,X,X,X,X
JTISLZO,O,O,O,O,X,O,X,O,X,X,X
JTISLOZ,O,O,O,O,X,O,X,O,X,X,X
JTISZLO,O,O,O,O,X,O,X,O,X,X,X
JTISZOL,O,O,O,O,X,O,X,O,X,X,X
JTISOLZ,O,O,O,O,X,O,X,O,X,X,X
JTISOZL,O,O,O,O,X,O,X,O,X,X,X
JTIZLSO,O,X,O,O,X,X,X,X,X,X,X
JTIZLOS,O,X,O,O,X,X,O,X,X,X,X
JTIZSLO,O,X,O,O,X,O,X,X,X,X,X
JTIZSOL,O,X,O,O,X,O,X,X,X,X,X
JTIZOLS,O,X,O,O,X,X,O,X,X,X,X
JTIZOSL,O,X,O,O,X,X,X,X,X,X,X
JTIOLSZ,O,O,X,O,X,X,O,O,X,X,X
JTIOLZS,O,X,X,O,X,X,O,X,X,X,X
