sequence,v115@QhB8BeA8DeG8CeB8Jei/IvhFRhBFjBzkBUmBXsBGsB,v115@QhB8BeA8DeG8CeB8Jem/IvhFChBxiB0kBTmBXsBlsB,v115@QhB8BeA8DeG8CeB8Je/EJvhFalBzgBUiBFjBxrBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBfmBxiBlnBUsB6rB,v115@QhB8BeA8DeG8CeB8Jei/IvhFWmBFjBzkBxrB/sB0rB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBXjBRmBUmBFnBSxB,v115@QhB8BeA8DeG8CeB8JeyEJvhFXjBRmB0kBFmBTnBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFxgBFjBXlBimB+sB8rB,v115@QhB8BeA8DeG8CeB8Je3BJvhFxkBlnB0kBmlBzrBCtB
SIOZLTJ,O,O,O,X,O,X,X,X,X
SIOZLJT,O,O,O,X,O,X,X,X,X
SIOZJTL,O,O,O,X,O,O,X,X,X
SIOZJLT,O,O,O,X,O,O,X,X,X
SLTIJZO,X,X,O,X,X,X,O,X,X
SLTIJOZ,X,X,O,X,X,O,O,X,X
SLTIZJO,O,O,O,X,X,X,O,X,X
SLTIZOJ,O,X,O,X,X,X,O,X,X
SLTIOJZ,X,X,O,X,X,O,O,X,X
SLTIOZJ,X,X,O,X,X,X,O,X,X
SLTJIZO,X,X,O,X,X,X,O,X,X
SLTJIOZ,X,X,O,X,X,O,O,O,X
SLTJZIO,O,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,X,O,X
SLTJOIZ,X,X,O,X,X,O,X,O,X
SLTJOZI,X,X,X,X,X,X,X,O,X
SLTZIJO,O,O,O,X,X,X,X,X,X
SLTZIOJ,O,X,O,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X,X
SLTZJOI,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,O,X,X,X,X,X,X
SLTZOJI,O,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,O,X,X,X
SLTOIZJ,O,X,O,X,X,X,X,X,X
SLTOJIZ,X,X,O,X,X,O,X,O,X
SLTOJZI,O,X,X,X,X,X,X,O,X
SLTOZIJ,O,X,O,X,X,X,X,X,X
SLTOZJI,O,X,X,X,X,X,X,X,X
SLITJZO,X,X,O,X,X,X,O,X,X
SLITJOZ,X,X,O,X,X,O,O,X,X
SLITZJO,O,O,O,X,X,X,O,X,X
SLITZOJ,O,X,O,X,X,X,O,X,X
SLITOJZ,X,X,O,X,X,O,O,X,X
SLITOZJ,X,X,O,X,X,X,O,X,X
SLIJTZO,X,X,O,X,X,X,O,X,X
SLIJTOZ,X,X,O,X,X,O,O,O,X
SLIJZTO,X,O,O,X,X,X,O,X,X
SLIJZOT,X,O,O,X,X,O,O,X,X
SLIJOTZ,X,X,O,X,X,O,O,O,X
SLIJOZT,X,X,O,X,X,O,O,X,X
SLIZTJO,O,O,O,X,X,X,O,X,X
SLIZTOJ,O,X,O,X,X,X,O,X,X
SLIZJTO,O,O,O,X,X,X,O,X,X
SLIZJOT,X,O,O,X,X,O,O,X,X
SLIZOTJ,O,O,O,X,X,X,O,X,X
SLIZOJT,X,O,O,X,X,O,O,X,X
SLIOTJZ,X,X,O,X,X,O,O,X,X
SLIOTZJ,X,O,O,X,X,X,O,X,X
SLIOJTZ,X,X,O,X,X,O,O,O,X
SLIOJZT,X,O,O,X,X,O,O,X,X
SLIOZTJ,X,O,O,X,X,X,O,X,X
SLIOZJT,X,O,O,X,X,O,O,X,X
SLJTIZO,X,X,O,X,X,X,O,X,X
SLJTIOZ,X,X,O,X,X,O,O,O,X
SLJTZIO,O,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,O,X
SLJTOIZ,X,X,O,X,X,O,X,O,X
SLJTOZI,X,X,X,X,X,X,X,O,X
SLJITZO,X,X,O,X,X,X,O,X,X
SLJITOZ,X,X,O,X,X,O,O,O,X
SLJIZTO,X,O,O,X,X,X,O,X,X
SLJIZOT,X,O,O,X,X,O,O,X,X
SLJIOTZ,X,X,O,X,X,O,O,O,X
SLJIOZT,X,X,O,X,X,O,O,X,X
SLJZTIO,O,O,X,O,X,X,X,X,X
SLJZTOI,X,X,X,O,X,X,X,O,X
SLJZITO,O,O,X,X,X,X,O,X,X
SLJZIOT,X,O,X,X,X,O,O,X,X
SLJZOTI,X,X,X,O,X,X,X,O,X
SLJZOIT,X,O,X,X,X,O,X,X,X
SLJOTIZ,X,X,O,X,X,O,X,O,X
SLJOTZI,X,X,X,X,X,X,X,O,X
SLJOITZ,X,X,O,X,X,O,O,O,X
SLJOIZT,X,X,O,X,X,O,O,X,X
SLJOZTI,X,X,X,O,X,X,X,O,X
SLJOZIT,X,X,X,X,X,O,X,X,X
SLZTIJO,O,O,O,O,X,X,X,X,X
SLZTIOJ,O,X,O,X,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X,X,X
SLZTJOI,X,X,X,O,X,X,X,X,X
SLZTOIJ,O,X,O,X,X,X,X,X,X
SLZTOJI,O,X,X,X,X,X,X,X,X
SLZITJO,O,O,O,X,X,X,O,X,X
SLZITOJ,O,X,O,X,X,X,O,X,X
SLZIJTO,O,O,O,X,X,X,O,X,X
SLZIJOT,X,O,O,X,X,O,O,X,X
SLZIOTJ,O,O,O,X,X,X,O,X,X
SLZIOJT,O,O,O,X,X,O,O,X,X
SLZJTIO,O,O,X,O,X,X,X,X,X
SLZJTOI,X,X,X,O,X,X,X,O,X
SLZJITO,O,O,X,X,X,X,O,X,X
SLZJIOT,X,O,X,X,X,O,O,X,X
SLZJOTI,X,O,X,O,X,X,X,O,X
SLZJOIT,X,O,X,X,X,O,X,X,X
SLZOTIJ,O,O,O,X,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X,X
SLZOITJ,O,O,O,X,X,X,X,X,X
SLZOIJT,O,O,O,X,X,O,X,X,X
SLZOJTI,O,O,X,X,X,X,X,O,X
SLZOJIT,O,O,X,X,X,O,X,X,X
SLOTIJZ,X,X,O,X,X,O,X,X,X
SLOTIZJ,O,O,O,X,X,X,X,X,X
SLOTJIZ,X,X,O,X,X,O,X,O,X
SLOTJZI,O,X,X,X,X,X,X,O,X
SLOTZIJ,O,O,O,X,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,X,O,O,X,X
SLOITZJ,O,O,O,X,X,X,O,X,X
SLOIJTZ,X,X,O,X,X,O,O,O,X
SLOIJZT,X,O,O,X,X,O,O,X,X
SLOIZTJ,O,O,O,X,X,X,O,X,X
SLOIZJT,O,O,O,X,X,O,O,X,X
SLOJTIZ,X,X,O,X,X,O,X,O,X
SLOJTZI,O,X,X,X,X,X,X,O,X
SLOJITZ,X,X,O,X,X,O,O,O,X
SLOJIZT,X,O,O,X,X,O,O,X,X
SLOJZTI,O,O,X,X,X,X,X,O,X
SLOJZIT,O,O,X,X,X,O,X,X,X
SLOZTIJ,O,O,O,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X,X
SLOZITJ,O,O,O,X,X,X,X,X,X
SLOZIJT,O,O,O,X,X,O,X,X,X
SLOZJTI,O,O,X,X,X,X,X,O,X
SLOZJIT,O,O,X,X,X,O,X,X,X
SJTILZO,X,X,O,X,X,X,O,X,X
SJTILOZ,X,X,O,X,X,X,O,O,X
SJTIZLO,X,X,O,O,X,X,X,X,X
SJTIZOL,X,X,O,O,X,X,X,X,X
SJTIOLZ,X,X,O,X,O,O,X,O,X
SJTIOZL,X,X,O,O,O,O,X,X,X
SJTLIZO,X,X,O,X,X,X,O,X,X
SJTLIOZ,X,X,O,X,X,O,O,O,X
SJTLZIO,O,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,X,X,X,X,O,X
SJTLOIZ,X,X,O,X,X,O,X,O,X
SJTLOZI,X,X,X,X,X,X,X,O,X
SJTZILO,O,X,X,O,X,X,X,X,X
SJTZIOL,O,X,X,O,X,X,X,X,X
SJTZLIO,O,X,X,O,X,X,X,X,X
SJTZLOI,X,X,X,O,X,X,X,O,X
SJTZOIL,O,X,X,O,X,X,X,X,X
SJTZOLI,O,X,X,O,X,X,X,O,X
SJTOILZ,X,X,O,X,O,O,X,O,X
SJTOIZL,X,X,O,O,O,O,X,X,X
SJTOLIZ,X,X,O,X,O,O,X,O,X
SJTOLZI,O,X,X,X,X,X,X,O,X
SJTOZIL,O,X,X,O,X,X,X,X,X
SJTOZLI,O,X,X,O,X,X,X,O,X
SJITLZO,X,X,O,X,X,X,O,X,X
SJITLOZ,X,X,O,X,X,X,O,O,X
SJITZLO,X,X,O,O,X,X,X,X,X
SJITZOL,X,X,O,O,X,X,X,X,X
SJITOLZ,X,X,O,X,O,O,X,O,X
SJITOZL,X,X,O,O,O,O,X,X,X
SJILTZO,X,X,O,X,X,X,O,X,X
SJILTOZ,X,X,O,X,X,O,O,O,X
SJILZTO,X,O,O,X,X,X,O,X,X
SJILZOT,X,O,O,X,X,O,O,X,X
SJILOTZ,X,X,O,X,X,O,O,O,X
SJILOZT,X,X,O,X,X,O,O,X,X
SJIZTLO,X,O,O,O,X,X,X,X,X
SJIZTOL,X,O,O,O,X,X,X,X,X
SJIZLTO,X,O,O,X,X,X,O,X,X
SJIZLOT,X,O,O,X,X,X,O,X,X
SJIZOTL,X,O,O,O,X,O,X,X,X
SJIZOLT,X,O,O,X,X,O,X,X,X
SJIOTLZ,X,X,O,X,O,O,X,O,X
SJIOTZL,X,X,O,O,O,O,X,X,X
SJIOLTZ,X,X,O,X,O,O,O,O,X
SJIOLZT,X,O,O,X,O,O,O,X,X
SJIOZTL,X,O,O,O,O,O,X,X,X
SJIOZLT,X,O,O,X,O,O,X,X,X
SJLTIZO,X,X,O,X,X,X,O,X,X
SJLTIOZ,X,X,O,X,X,O,O,O,X
SJLTZIO,O,X,X,X,X,X,X,X,X
SJLTZOI,X,X,X,X,X,X,X,O,X
SJLTOIZ,X,X,O,X,X,O,X,O,X
SJLTOZI,X,X,X,X,X,X,X,O,X
SJLITZO,X,X,O,X,X,X,O,X,X
SJLITOZ,X,X,O,X,X,O,O,O,X
SJLIZTO,X,O,O,X,X,X,O,X,X
SJLIZOT,X,O,O,X,X,O,O,X,X
SJLIOTZ,X,X,O,X,X,O,O,O,X
SJLIOZT,X,X,O,X,X,O,O,X,X
SJLZTIO,O,O,X,O,X,X,X,X,X
SJLZTOI,X,X,X,O,X,X,X,O,X
SJLZITO,O,O,X,X,X,X,O,X,X
SJLZIOT,X,O,X,X,X,O,O,X,X
SJLZOTI,X,X,X,O,X,X,X,O,X
SJLZOIT,X,O,X,X,X,O,X,X,X
SJLOTIZ,X,X,O,X,X,O,X,O,X
SJLOTZI,X,X,X,X,X,X,X,O,X
SJLOITZ,X,X,O,X,X,O,O,O,X
SJLOIZT,X,X,O,X,X,O,O,X,X
SJLOZTI,X,X,X,O,X,X,X,O,X
SJLOZIT,X,X,X,X,X,O,X,X,X
SJZTILO,O,O,X,O,X,X,X,X,X
SJZTIOL,O,O,X,O,X,X,X,X,X
SJZTLIO,O,O,X,O,X,X,X,X,X
SJZTLOI,X,X,X,O,X,X,X,O,X
SJZTOIL,O,O,X,O,X,X,X,X,X
SJZTOLI,O,O,X,O,X,X,X,O,X
SJZITLO,O,O,X,O,X,X,X,X,X
SJZITOL,O,O,X,O,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,O,X,X
SJZILOT,X,O,X,X,X,X,O,X,X
SJZIOTL,O,O,X,O,X,O,X,X,X
SJZIOLT,O,O,X,X,X,O,X,X,X
SJZLTIO,O,O,X,O,X,X,X,X,X
SJZLTOI,X,X,X,O,X,X,X,O,X
SJZLITO,O,O,X,X,X,X,O,X,X
SJZLIOT,X,O,X,X,X,O,O,X,X
SJZLOTI,X,O,X,O,X,X,X,O,X
SJZLOIT,X,O,X,X,X,O,X,X,X
SJZOTIL,O,O,X,O,X,X,X,X,X
SJZOTLI,O,O,X,O,X,X,X,O,X
SJZOITL,O,O,X,O,X,O,X,X,X
SJZOILT,O,O,X,X,X,O,X,X,X
SJZOLTI,O,O,X,O,X,X,X,O,X
SJZOLIT,O,O,X,X,X,O,X,X,X
SJOTILZ,X,X,O,X,O,O,X,O,X
SJOTIZL,X,X,O,O,O,O,X,X,X
SJOTLIZ,X,X,O,X,O,O,X,O,X
SJOTLZI,O,X,X,X,X,X,X,O,X
SJOTZIL,O,X,X,O,X,X,X,X,X
SJOTZLI,O,X,X,O,X,X,X,O,X
SJOITLZ,X,X,O,X,O,O,X,O,X
SJOITZL,X,X,O,O,O,O,X,X,X
SJOILTZ,X,X,O,X,O,O,O,O,X
SJOILZT,X,O,O,X,O,O,O,X,X
SJOIZTL,X,O,O,O,O,O,X,X,X
SJOIZLT,X,O,O,X,O,O,X,X,X
SJOLTIZ,X,X,O,X,O,O,X,O,X
SJOLTZI,O,X,X,X,X,X,X,O,X
SJOLITZ,X,X,O,X,O,O,O,O,X
SJOLIZT,X,O,O,X,O,O,O,X,X
SJOLZTI,O,O,X,O,X,X,X,O,X
SJOLZIT,O,O,X,X,X,O,X,X,X
SJOZTIL,O,O,X,O,X,X,X,X,X
SJOZTLI,O,O,X,O,X,X,X,O,X
SJOZITL,O,O,X,O,X,O,X,X,X
SJOZILT,O,O,X,X,X,O,X,X,X
SJOZLTI,O,O,X,O,X,X,X,O,X
SJOZLIT,O,O,X,X,X,O,X,X,X
SZTILJO,O,O,O,O,X,X,X,X,X
SZTILOJ,O,X,O,X,X,X,X,X,X
SZTIJLO,O,O,O,O,X,X,X,X,X
SZTIJOL,O,O,O,O,X,X,X,X,X
SZTIOLJ,O,O,O,X,X,X,X,X,X
SZTIOJL,O,O,O,O,X,X,X,X,X
SZTLIJO,O,O,O,O,X,X,X,X,X
SZTLIOJ,O,X,O,X,X,X,X,X,X
SZTLJIO,O,O,X,O,X,X,X,X,X
SZTLJOI,X,X,X,O,X,X,X,X,X
SZTLOIJ,O,X,O,X,X,X,X,X,X
SZTLOJI,O,X,X,X,X,X,X,X,X
SZTJILO,O,O,X,O,X,X,X,X,X
SZTJIOL,O,O,X,O,X,X,X,X,X
SZTJLIO,O,O,X,O,X,X,X,X,X
SZTJLOI,X,X,X,O,X,X,X,O,X
SZTJOIL,O,O,X,O,X,X,X,X,X
SZTJOLI,O,O,X,O,X,X,X,O,X
SZTOILJ,O,O,O,X,X,X,X,X,X
SZTOIJL,O,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X,X
SZTOLJI,O,O,X,X,X,X,X,X,X
SZTOJIL,O,O,X,O,X,X,X,X,X
SZTOJLI,O,O,X,O,X,X,X,O,X
SZITLJO,O,O,O,O,X,X,X,X,X
SZITLOJ,O,X,O,X,X,X,X,X,X
SZITJLO,O,O,O,O,X,X,X,X,X
SZITJOL,O,O,O,O,X,X,X,X,X
SZITOLJ,O,O,O,X,X,X,X,X,X
SZITOJL,O,O,O,O,X,X,X,X,X
SZILTJO,O,O,O,X,X,X,O,X,X
SZILTOJ,O,X,O,X,X,X,O,X,X
SZILJTO,O,O,O,X,X,X,O,X,X
SZILJOT,X,O,O,X,X,X,O,X,X
SZILOTJ,O,O,O,X,X,X,O,X,X
SZILOJT,O,O,O,X,X,X,O,X,X
SZIJTLO,O,O,O,O,X,X,X,X,X
SZIJTOL,O,O,O,O,X,X,X,X,X
SZIJLTO,O,O,O,X,X,X,X,X,X
SZIJLOT,X,O,O,X,X,X,X,X,X
SZIJOTL,O,O,O,O,X,O,X,X,X
SZIJOLT,O,O,O,X,X,O,X,X,X
SZIOTLJ,O,O,O,X,X,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,X,X
SZIOLTJ,O,O,O,X,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X,X,X
SZIOJTL,O,O,O,X,X,O,X,X,X
SZIOJLT,O,O,O,X,X,O,X,X,X
SZLTIJO,O,O,O,O,X,X,X,X,X
SZLTIOJ,O,X,O,X,X,X,X,X,X
SZLTJIO,O,O,X,O,X,X,X,X,X
SZLTJOI,X,X,X,O,X,X,X,X,X
SZLTOIJ,O,X,O,X,X,X,X,X,X
SZLTOJI,O,X,X,X,X,X,X,X,X
SZLITJO,O,O,O,X,X,X,O,X,X
SZLITOJ,O,X,O,X,X,X,O,X,X
SZLIJTO,O,O,O,X,X,X,O,X,X
SZLIJOT,X,O,O,X,X,O,O,X,X
SZLIOTJ,O,O,O,X,X,X,O,X,X
SZLIOJT,O,O,O,X,X,O,O,X,X
SZLJTIO,O,O,X,O,X,X,X,X,X
SZLJTOI,X,X,X,O,X,X,X,O,X
SZLJITO,O,O,X,X,X,X,O,X,X
SZLJIOT,X,O,X,X,X,O,O,X,X
SZLJOTI,X,O,X,O,X,X,X,O,X
SZLJOIT,X,O,X,X,X,O,X,X,X
SZLOTIJ,O,O,O,X,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X,X,X
SZLOIJT,O,O,O,X,X,O,X,X,X
SZLOJTI,O,O,X,X,X,X,X,O,X
SZLOJIT,O,O,X,X,X,O,X,X,X
SZJTILO,O,O,X,O,X,X,X,X,X
SZJTIOL,O,O,X,O,X,X,X,X,X
SZJTLIO,O,O,X,O,X,X,X,X,X
SZJTLOI,X,X,X,O,X,X,X,O,X
SZJTOIL,O,O,X,O,X,X,X,X,X
SZJTOLI,O,O,X,O,X,X,X,O,X
SZJITLO,O,O,X,O,X,X,X,X,X
SZJITOL,O,O,X,O,X,X,X,X,X
SZJILTO,O,O,X,X,X,X,O,X,X
SZJILOT,X,O,X,X,X,X,O,X,X
SZJIOTL,O,O,X,O,X,O,X,X,X
SZJIOLT,O,O,X,X,X,O,X,X,X
SZJLTIO,O,O,X,O,X,X,X,X,X
SZJLTOI,X,X,X,O,X,X,X,O,X
SZJLITO,O,O,X,X,X,X,O,X,X
SZJLIOT,X,O,X,X,X,O,O,X,X
SZJLOTI,X,O,X,O,X,X,X,O,X
SZJLOIT,X,O,X,X,X,O,X,X,X
SZJOTIL,O,O,X,O,X,X,X,X,X
SZJOTLI,O,O,X,O,X,X,X,O,X
SZJOITL,O,O,X,O,X,O,X,X,X
SZJOILT,O,O,X,X,X,O,X,X,X
SZJOLTI,O,O,X,O,X,X,X,O,X
SZJOLIT,O,O,X,X,X,O,X,X,X
SZOTILJ,O,O,O,X,X,X,X,X,X
SZOTIJL,O,O,O,O,X,X,X,X,X
SZOTLIJ,O,O,O,X,X,X,X,X,X
SZOTLJI,O,O,X,X,X,X,X,X,X
SZOTJIL,O,O,X,O,X,X,X,X,X
SZOTJLI,O,O,X,O,X,X,X,O,X
SZOITLJ,O,O,O,X,X,X,X,X,X
SZOITJL,O,O,O,X,X,X,X,X,X
SZOILTJ,O,O,O,X,X,X,X,X,X
SZOILJT,O,O,O,X,X,X,X,X,X
SZOIJTL,O,O,O,X,X,O,X,X,X
SZOIJLT,O,O,O,X,X,O,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X,X,X
SZOLITJ,O,O,O,X,X,X,X,X,X
SZOLIJT,O,O,O,X,X,O,X,X,X
SZOLJTI,O,O,X,X,X,X,X,O,X
SZOLJIT,O,O,X,X,X,O,X,X,X
SZOJTIL,O,O,X,O,X,X,X,X,X
SZOJTLI,O,O,X,O,X,X,X,O,X
SZOJITL,O,O,X,O,X,O,X,X,X
SZOJILT,O,O,X,X,X,O,X,X,X
SZOJLTI,O,O,X,O,X,X,X,O,X
SZOJLIT,O,O,X,X,X,O,X,X,X
SOTILJZ,X,X,O,X,O,X,X,X,O
SOTILZJ,O,O,O,X,O,X,X,X,O
SOTIJLZ,X,X,O,X,O,O,X,O,O
SOTIJZL,X,X,O,O,O,O,X,X,O
SOTIZLJ,O,O,O,X,O,X,X,X,O
SOTIZJL,O,O,O,O,O,X,X,X,O
SOTLIJZ,X,X,O,X,O,O,X,X,O
SOTLIZJ,O,O,O,X,O,X,X,X,O
SOTLJIZ,X,X,O,X,O,O,X,O,X
SOTLJZI,O,X,X,X,X,X,X,O,X
SOTLZIJ,O,O,O,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X,X
SOTJILZ,X,X,O,X,O,O,X,O,O
SOTJIZL,X,X,O,O,O,O,X,X,O
SOTJLIZ,X,X,O,X,O,O,X,O,X
SOTJLZI,O,X,X,X,X,X,X,O,X
SOTJZIL,O,X,X,O,X,X,X,X,X
SOTJZLI,O,X,X,O,X,X,X,O,X
SOTZILJ,O,O,O,X,X,X,X,X,O
SOTZIJL,O,O,O,O,X,X,X,X,O
SOTZLIJ,O,O,O,X,X,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X,X,X
SOTZJIL,O,O,X,O,X,X,X,X,X
SOTZJLI,O,O,X,O,X,X,X,O,X
SOITLJZ,X,X,O,X,O,X,X,X,O
SOITLZJ,O,O,O,X,O,X,X,X,O
SOITJLZ,X,X,O,X,O,O,X,O,O
SOITJZL,X,X,O,O,O,O,X,X,O
SOITZLJ,O,O,O,X,O,X,X,X,O
SOITZJL,O,O,O,O,O,X,X,X,O
SOILTJZ,X,X,O,X,O,O,O,X,O
SOILTZJ,O,O,O,X,O,X,O,X,O
SOILJTZ,X,X,O,X,O,O,O,O,X
SOILJZT,X,O,O,X,O,O,O,X,X
SOILZTJ,O,O,O,X,O,X,O,X,X
SOILZJT,O,O,O,X,O,O,O,X,X
SOIJTLZ,X,X,O,X,O,O,X,O,O
SOIJTZL,X,X,O,O,O,O,X,X,O
SOIJLTZ,X,X,O,X,O,O,X,O,X
SOIJLZT,X,O,O,X,O,O,X,X,X
SOIJZTL,X,O,O,X,O,O,X,X,X
SOIJZLT,X,O,O,X,O,O,X,X,X
SOIZTLJ,O,O,O,X,O,X,X,X,O
SOIZTJL,O,O,O,X,O,X,X,X,O
SOIZLTJ,O,O,O,X,O,X,X,X,X
SOIZLJT,O,O,O,X,O,X,X,X,X
SOIZJTL,O,O,O,X,O,O,X,X,X
SOIZJLT,O,O,O,X,O,O,X,X,X
SOLTIJZ,X,X,O,X,O,O,X,X,O
SOLTIZJ,O,O,O,X,O,X,X,X,O
SOLTJIZ,X,X,O,X,O,O,X,O,X
SOLTJZI,O,X,X,X,X,X,X,O,X
SOLTZIJ,O,O,O,X,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X,X,X
SOLITJZ,X,X,O,X,O,O,O,X,O
SOLITZJ,O,O,O,X,O,X,O,X,O
SOLIJTZ,X,X,O,X,O,O,O,O,X
SOLIJZT,X,O,O,X,O,O,O,X,X
SOLIZTJ,O,O,O,X,O,X,O,X,X
SOLIZJT,O,O,O,X,O,O,O,X,X
SOLJTIZ,X,X,O,X,O,O,X,O,X
SOLJTZI,O,X,X,X,X,X,X,O,X
SOLJITZ,X,X,O,X,O,O,O,O,X
SOLJIZT,X,O,O,X,O,O,O,X,X
SOLJZTI,O,O,X,X,X,X,X,O,X
SOLJZIT,O,O,X,X,X,O,X,X,X
SOLZTIJ,O,O,O,X,X,X,X,X,X
SOLZTJI,O,O,X,X,X,X,X,X,X
SOLZITJ,O,O,O,X,X,X,X,X,X
SOLZIJT,O,O,O,X,X,O,X,X,X
SOLZJTI,O,O,X,X,X,X,X,O,X
SOLZJIT,O,O,X,X,X,O,X,X,X
SOJTILZ,X,X,O,X,O,O,X,O,O
SOJTIZL,X,X,O,O,O,O,X,X,O
SOJTLIZ,X,X,O,X,O,O,X,O,X
SOJTLZI,O,X,X,X,X,X,X,O,X
SOJTZIL,O,X,X,O,X,X,X,X,X
SOJTZLI,O,X,X,O,X,X,X,O,X
SOJITLZ,X,X,O,X,O,O,X,O,O
SOJITZL,X,X,O,O,O,O,X,X,O
SOJILTZ,X,X,O,X,O,O,O,O,X
SOJILZT,X,O,O,X,O,O,O,X,X
SOJIZTL,X,O,O,O,O,O,X,X,X
SOJIZLT,X,O,O,X,O,O,X,X,X
SOJLTIZ,X,X,O,X,O,O,X,O,X
SOJLTZI,O,X,X,X,X,X,X,O,X
SOJLITZ,X,X,O,X,O,O,O,O,X
SOJLIZT,X,O,O,X,O,O,O,X,X
SOJLZTI,O,O,X,O,X,X,X,O,X
SOJLZIT,O,O,X,X,X,O,X,X,X
SOJZTIL,O,O,X,O,X,X,X,X,X
SOJZTLI,O,O,X,O,X,X,X,O,X
SOJZITL,O,O,X,O,X,O,X,X,X
SOJZILT,O,O,X,X,X,O,X,X,X
SOJZLTI,O,O,X,O,X,X,X,O,X
SOJZLIT,O,O,X,X,X,O,X,X,X
SOZTILJ,O,O,O,X,X,X,X,X,O
SOZTIJL,O,O,O,O,X,X,X,X,O
SOZTLIJ,O,O,O,X,X,X,X,X,X
SOZTLJI,O,O,X,X,X,X,X,X,X
SOZTJIL,O,O,X,O,X,X,X,X,X
SOZTJLI,O,O,X,O,X,X,X,O,X
SOZITLJ,O,O,O,X,X,X,X,X,O
SOZITJL,O,O,O,X,X,X,X,X,O
SOZILTJ,O,O,O,X,X,X,X,X,X
SOZILJT,O,O,O,X,X,X,X,X,X
SOZIJTL,O,O,O,X,X,O,X,X,X
SOZIJLT,O,O,O,X,X,O,X,X,X
SOZLTIJ,O,O,O,X,X,X,X,X,X
SOZLTJI,O,O,X,X,X,X,X,X,X
SOZLITJ,O,O,O,X,X,X,X,X,X
SOZLIJT,O,O,O,X,X,O,X,X,X
SOZLJTI,O,O,X,X,X,X,X,O,X
SOZLJIT,O,O,X,X,X,O,X,X,X
SOZJTIL,O,O,X,O,X,X,X,X,X
SOZJTLI,O,O,X,O,X,X,X,O,X
SOZJITL,O,O,X,O,X,O,X,X,X
SOZJILT,O,O,X,X,X,O,X,X,X
SOZJLTI,O,O,X,O,X,X,X,O,X
SOZJLIT,O,O,X,X,X,O,X,X,X
ZTILJSO,O,O,X,O,X,X,X,X,X
ZTILJOS,O,O,X,O,X,X,X,X,X
ZTILSJO,O,X,O,O,X,X,X,X,X
ZTILSOJ,O,X,O,X,X,X,X,X,X
ZTILOJS,O,X,X,O,X,X,X,X,X
ZTILOSJ,O,X,O,X,X,X,X,X,X
ZTIJLSO,O,O,X,O,X,X,X,X,X
ZTIJLOS,O,O,X,O,X,X,X,X,X
ZTIJSLO,X,O,O,O,X,X,X,X,X
ZTIJSOL,X,O,O,O,X,X,X,X,X
ZTIJOLS,O,O,X,O,O,X,X,X,X
ZTIJOSL,X,X,O,O,O,X,X,X,X
ZTISLJO,O,O,O,O,X,X,X,X,X
ZTISLOJ,O,X,O,X,X,X,X,X,X
ZTISJLO,O,O,O,O,X,X,X,X,X
ZTISJOL,O,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X,X,X
ZTISOJL,O,O,O,O,X,X,X,X,X
ZTIOLJS,O,O,X,O,O,X,X,X,X
ZTIOLSJ,O,X,O,X,O,X,X,X,X
ZTIOJLS,O,O,X,O,O,X,X,X,X
ZTIOJSL,X,X,O,O,O,X,X,X,X
ZTIOSLJ,O,X,O,X,O,X,X,X,X
ZTIOSJL,O,X,O,O,O,X,X,X,X
ZTLIJSO,O,O,X,O,X,X,X,X,X
ZTLIJOS,O,O,X,O,X,X,X,X,X
ZTLISJO,O,X,X,O,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,X,X,X,X
ZTLIOJS,O,X,X,O,X,X,X,X,X
ZTLIOSJ,O,X,X,X,X,X,X,X,X
ZTLJISO,O,O,X,O,X,X,X,X,X
ZTLJIOS,O,O,X,O,X,X,X,X,X
ZTLJSIO,O,O,X,O,X,X,X,X,X
ZTLJSOI,X,X,X,O,X,X,X,X,X
ZTLJOIS,X,O,X,O,X,X,X,X,X
ZTLJOSI,X,O,X,O,X,X,X,X,X
