sequence,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeT/IvhFOlBxiBFnB6?tB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgB5oBFnB8?sBzpBisB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFxiBTkBFnB6?tB3sB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgBliB5oBa?sB8sBzpB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFmkBFnBXoB6?tB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnB0?kBXqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnBX?lB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFVnB5oBTkBy?sB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Ke0/IvhFVnBaoB5oB/?pBOqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeXAJvhFVnBaoB5oB2?pBTsB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFXiBUoBmpBT?sB6tBlpB
JTLZOSI,O,X,O,O,X,X,X,X,X,X,X
JTLOISZ,X,X,O,X,X,X,O,O,X,X,X
JTLOIZS,O,X,X,X,X,O,X,O,X,X,X
JTLOSIZ,X,X,O,X,X,X,X,O,X,X,X
JTLOSZI,X,X,O,X,X,X,X,X,X,X,X
JTLOZIS,O,X,X,X,X,X,X,O,X,X,X
JTLOZSI,O,X,O,X,X,X,X,X,X,X,X
JTSILZO,O,X,O,O,X,O,O,X,O,X,X
JTSILOZ,O,X,O,X,X,X,O,O,X,X,X
JTSIZLO,O,X,X,O,X,X,X,X,O,X,X
JTSIZOL,O,X,X,O,X,X,X,X,X,X,X
JTSIOLZ,X,X,O,X,X,X,X,O,X,O,X
JTSIOZL,O,X,X,X,X,X,X,X,X,O,X
JTSLIZO,O,X,O,O,X,O,O,X,O,X,X
JTSLIOZ,O,X,O,X,X,X,O,O,X,X,X
JTSLZIO,O,X,O,O,X,X,X,X,O,X,X
JTSLZOI,O,X,O,O,X,X,X,X,X,X,X
JTSLOIZ,O,X,O,X,X,X,X,O,X,X,X
JTSLOZI,O,X,O,X,X,X,X,X,X,X,X
JTSZILO,O,X,X,O,O,X,X,X,O,X,X
JTSZIOL,O,X,X,O,O,X,X,X,X,X,X
JTSZLIO,O,X,O,O,O,X,X,X,O,X,X
JTSZLOI,O,X,O,X,O,X,X,X,X,X,X
JTSZOIL,O,X,X,O,O,X,X,X,X,X,X
JTSZOLI,O,X,O,X,O,X,X,X,X,X,X
JTSOILZ,X,X,O,X,X,X,X,O,X,O,X
JTSOIZL,O,X,X,X,X,X,X,X,X,O,X
JTSOLIZ,O,X,O,X,X,X,X,O,X,O,X
JTSOLZI,O,X,O,X,X,X,X,X,X,O,X
JTSOZIL,O,X,X,X,X,X,X,X,X,O,X
JTSOZLI,O,X,O,X,X,X,X,X,X,O,X
JTZILSO,O,X,X,O,O,O,O,X,X,X,X
JTZILOS,O,X,X,X,X,O,X,O,X,X,X
JTZISLO,X,X,X,O,O,X,X,X,X,X,X
JTZISOL,O,X,X,O,O,X,X,X,X,X,X
JTZIOLS,O,X,X,X,X,X,X,O,X,X,X
JTZIOSL,O,X,X,O,O,X,X,X,X,X,X
JTZLISO,O,X,X,O,O,O,O,X,X,X,X
JTZLIOS,O,X,X,X,X,O,X,O,X,X,X
JTZLSIO,O,X,X,O,O,X,X,X,X,X,X
JTZLSOI,O,X,X,X,O,X,X,X,X,X,X
JTZLOIS,O,X,X,X,X,X,X,O,X,X,X
JTZLOSI,O,X,O,X,X,X,X,X,X,X,X
JTZSILO,O,X,X,O,O,X,X,X,X,X,X
JTZSIOL,O,X,X,O,O,X,X,X,X,X,X
JTZSLIO,O,X,X,O,O,X,X,X,X,X,X
JTZSLOI,O,X,X,X,O,X,X,X,X,X,X
JTZSOIL,O,X,X,O,O,X,X,X,X,X,X
JTZSOLI,O,X,X,X,O,X,X,X,X,X,X
JTZOILS,O,X,X,X,X,X,X,O,X,X,X
JTZOISL,O,X,X,O,O,X,X,X,X,X,X
JTZOLIS,O,X,X,X,X,X,X,O,X,X,X
JTZOLSI,O,X,O,X,X,X,X,X,X,X,X
JTZOSIL,O,X,X,O,O,X,X,X,X,X,X
JTZOSLI,O,X,X,X,O,X,X,X,X,X,X
JTOILSZ,X,X,O,X,X,X,O,O,X,O,X
JTOILZS,X,X,X,X,X,O,X,O,X,O,X
JTOISLZ,X,X,X,X,X,X,X,O,X,O,X
JTOISZL,X,X,X,X,X,X,X,X,X,O,O
JTOIZLS,O,X,X,X,X,X,X,O,X,O,O
JTOIZSL,O,X,X,X,X,X,X,X,X,O,O
JTOLISZ,X,X,O,X,X,X,O,O,X,O,X
JTOLIZS,O,X,X,X,X,O,X,O,X,O,X
JTOLSIZ,X,X,O,X,X,X,X,O,X,O,X
JTOLSZI,X,X,O,X,X,X,X,X,X,O,X
JTOLZIS,O,X,X,X,X,X,X,O,X,O,X
JTOLZSI,O,X,O,X,X,X,X,X,X,O,X
JTOSILZ,X,X,O,X,X,X,X,O,X,O,X
JTOSIZL,X,X,X,X,X,X,X,X,X,O,O
JTOSLIZ,X,X,O,X,X,X,X,O,X,O,X
JTOSLZI,X,X,O,X,X,X,X,X,X,O,X
JTOSZIL,X,X,X,X,X,X,X,X,X,O,O
JTOSZLI,X,X,O,X,X,X,X,X,X,O,O
JTOZILS,O,X,X,X,X,X,X,O,X,O,O
JTOZISL,O,X,X,X,X,X,X,X,X,O,O
JTOZLIS,O,X,X,X,X,X,X,O,X,O,O
JTOZLSI,O,X,O,X,X,X,X,X,X,O,O
JTOZSIL,O,X,X,X,X,X,X,X,X,O,O
JTOZSLI,O,X,X,X,X,X,X,X,X,O,O
JITLSZO,O,X,X,O,X,O,O,X,O,X,X
JITLSOZ,X,X,X,X,X,X,O,O,X,X,X
JITLZSO,O,X,X,O,X,O,O,X,X,X,X
JITLZOS,O,X,X,O,X,O,X,O,X,X,X
JITLOSZ,X,X,O,X,X,X,O,O,X,X,X
JITLOZS,O,X,X,X,X,O,X,O,X,X,X
JITSLZO,X,X,X,O,X,O,O,X,O,X,X
JITSLOZ,X,X,X,X,X,X,O,O,X,X,X
JITSZLO,X,X,X,O,X,X,X,X,O,X,X
JITSZOL,O,X,X,O,X,X,X,X,X,X,X
JITSOLZ,X,X,X,X,X,X,X,O,X,O,X
JITSOZL,X,X,X,X,X,X,X,X,X,O,X
JITZLSO,O,X,X,O,X,O,O,X,X,X,X
JITZLOS,O,X,X,X,X,O,X,O,X,X,X
JITZSLO,X,X,X,O,X,X,X,X,X,X,X
JITZSOL,O,X,X,O,X,X,X,X,X,X,X
JITZOLS,O,X,X,X,X,X,X,O,X,X,X
JITZOSL,O,X,X,O,X,X,X,X,X,X,X
JITOLSZ,X,X,O,X,X,X,O,O,X,O,X
JITOLZS,X,X,X,X,X,O,X,O,X,O,X
JITOSLZ,X,X,X,X,X,X,X,O,X,O,X
JITOSZL,X,X,X,X,X,X,X,X,X,O,O
JITOZLS,O,X,X,X,X,X,X,O,X,O,O
JITOZSL,O,X,X,X,X,X,X,X,X,O,O
JILTSZO,O,X,X,O,X,O,O,X,X,X,X
JILTSOZ,X,X,X,X,X,X,O,O,X,X,X
JILTZSO,O,X,X,O,X,O,O,X,X,X,X
JILTZOS,O,X,X,O,X,O,X,O,X,X,X
JILTOSZ,X,X,O,X,X,X,O,O,X,X,X
JILTOZS,O,X,X,X,X,O,X,O,X,X,X
JILSTZO,O,X,O,O,X,O,O,X,X,X,X
JILSTOZ,O,X,O,X,X,X,O,X,X,X,X
JILSZTO,O,X,X,O,X,X,X,X,X,X,X
JILSZOT,O,X,X,O,X,X,X,X,X,X,X
JILSOTZ,X,X,O,X,X,X,X,O,X,O,X
JILSOZT,O,X,X,O,X,X,X,X,X,X,X
JILZTSO,O,X,X,O,X,O,O,X,X,X,X
JILZTOS,O,X,X,O,X,O,X,X,X,X,X
JILZSTO,O,X,X,O,X,X,X,X,X,X,X
JILZSOT,O,X,X,O,X,X,X,X,X,X,X
JILZOTS,O,X,X,O,X,X,X,O,X,X,X
JILZOST,O,X,X,O,X,X,X,X,X,X,X
JILOTSZ,X,X,O,O,X,X,O,O,X,O,X
JILOTZS,X,X,X,O,X,O,X,O,X,O,X
JILOSTZ,X,X,O,O,X,X,X,O,X,O,X
JILOSZT,X,X,X,O,X,X,X,X,X,X,O
JILOZTS,O,X,X,O,X,X,X,O,X,X,O
JILOZST,O,X,X,O,X,X,X,X,X,X,O
JISTLZO,O,X,O,O,X,O,O,X,O,X,X
JISTLOZ,O,X,O,X,X,X,O,O,X,X,X
JISTZLO,O,X,X,O,X,X,X,X,O,X,X
JISTZOL,O,X,X,O,X,X,X,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X,O,X,O,X
JISTOZL,O,X,X,X,X,X,X,X,X,O,X
JISLTZO,O,X,O,O,X,O,O,X,X,X,X
JISLTOZ,O,X,O,X,X,X,O,X,X,X,X
JISLZTO,O,X,X,O,X,X,X,X,X,X,X
JISLZOT,O,X,X,O,X,X,X,X,X,X,X
JISLOTZ,X,X,O,X,X,X,X,O,X,O,X
JISLOZT,O,X,X,O,X,X,X,X,X,X,X
JISZTLO,O,X,X,O,X,X,X,X,O,X,X
JISZTOL,O,X,X,O,X,X,X,X,X,X,X
JISZLTO,O,X,X,O,X,X,X,X,X,X,X
JISZLOT,O,X,X,O,X,X,X,X,X,X,X
JISZOTL,O,X,X,O,X,X,X,X,O,O,X
JISZOLT,O,X,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,O,X,X,X,X,O,O,O,X
JISOTZL,X,X,X,X,X,X,X,X,O,O,O
JISOLTZ,X,X,O,X,X,X,X,O,X,O,X
JISOLZT,X,X,X,O,X,X,X,X,X,X,O
JISOZTL,X,X,X,O,X,X,X,X,O,O,O
JISOZLT,X,X,X,X,X,X,X,X,X,X,O
JIZTLSO,O,X,X,O,X,O,O,X,X,X,X
JIZTLOS,O,X,X,X,X,O,X,O,X,X,X
JIZTSLO,X,X,X,O,X,X,X,X,X,X,X
JIZTSOL,O,X,X,O,X,X,X,X,X,X,X
JIZTOLS,O,O,X,O,X,X,X,O,X,X,X
JIZTOSL,O,O,X,O,X,X,X,X,X,X,X
JIZLTSO,O,X,X,O,X,O,O,X,X,X,X
JIZLTOS,O,X,X,O,X,O,X,X,X,X,X
JIZLSTO,O,X,X,O,X,X,X,X,X,X,X
JIZLSOT,O,X,X,O,X,X,X,X,X,X,X
JIZLOTS,O,X,X,O,X,X,X,O,X,X,X
JIZLOST,O,X,X,O,X,X,X,X,X,X,X
JIZSTLO,O,X,X,O,X,X,X,X,X,X,X
JIZSTOL,O,X,X,O,X,X,X,X,X,X,X
JIZSLTO,O,X,X,O,X,X,X,X,X,X,X
JIZSLOT,O,X,X,O,X,X,X,X,X,X,X
JIZSOTL,O,X,X,O,X,X,X,X,X,O,X
JIZSOLT,O,X,X,X,X,X,X,X,X,X,X
JIZOTLS,O,O,X,O,X,X,X,O,X,O,O
JIZOTSL,O,O,X,O,X,X,X,X,X,O,O
JIZOLTS,O,O,X,O,X,X,X,O,X,X,O
JIZOLST,O,O,X,O,X,X,X,X,X,X,O
JIZOSTL,O,O,X,O,X,X,X,X,X,O,O
JIZOSLT,O,O,X,O,X,X,X,X,X,X,O
JIOTLSZ,X,X,O,O,X,X,O,O,O,O,X
JIOTLZS,X,X,X,O,X,O,X,O,X,O,X
JIOTSLZ,X,X,X,O,X,X,X,O,O,O,X
JIOTSZL,X,O,X,O,X,X,X,X,O,O,O
JIOTZLS,X,O,X,O,X,X,X,O,X,O,O
JIOTZSL,X,O,X,O,X,X,X,X,X,O,O
JIOLTSZ,X,X,O,O,X,X,O,O,X,O,X
JIOLTZS,X,X,X,O,X,O,X,O,X,O,X
JIOLSTZ,X,X,O,O,X,X,X,O,X,O,X
JIOLSZT,X,O,X,O,X,X,X,X,X,X,O
JIOLZTS,X,O,X,O,X,X,X,O,X,X,O
JIOLZST,X,O,X,O,X,X,X,X,X,X,O
JIOSTLZ,X,X,O,O,X,X,X,O,O,O,X
JIOSTZL,X,O,X,O,X,X,X,X,O,O,O
JIOSLTZ,X,X,O,O,X,X,X,O,X,O,X
JIOSLZT,X,O,X,O,X,X,X,X,X,X,O
JIOSZTL,X,O,X,O,X,X,X,X,O,O,O
JIOSZLT,X,O,X,O,X,X,X,X,X,X,O
JIOZTLS,X,O,X,O,X,X,X,O,X,O,O
JIOZTSL,X,O,X,O,X,X,X,X,X,O,O
JIOZLTS,X,O,X,O,X,X,X,O,X,X,O
JIOZLST,X,O,X,O,X,X,X,X,X,X,O
JIOZSTL,X,O,X,O,X,X,X,X,X,O,O
JIOZSLT,X,O,X,O,X,X,X,X,X,X,O
JLTISZO,O,X,X,O,X,O,O,X,X,X,X
JLTISOZ,X,X,X,X,X,X,O,O,X,X,X
JLTIZSO,O,X,X,O,X,O,O,X,X,X,X
JLTIZOS,O,X,X,O,X,O,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,X,O,O,X,X,X
JLTIOZS,O,X,X,X,X,O,X,O,X,X,X
JLTSIZO,O,X,O,O,X,O,O,X,X,X,X
JLTSIOZ,O,X,O,X,X,X,O,O,X,X,X
JLTSZIO,O,X,O,O,X,X,X,X,X,X,X
JLTSZOI,O,X,O,O,X,X,X,X,X,X,X
JLTSOIZ,O,X,O,X,X,X,X,O,X,X,X
JLTSOZI,O,X,O,X,X,X,X,X,X,X,X
JLTZISO,O,X,X,O,X,O,O,X,X,X,X
JLTZIOS,O,X,X,O,X,O,X,O,X,X,X
JLTZSIO,O,X,X,O,X,X,X,X,X,X,X
JLTZSOI,O,X,X,O,X,X,X,X,X,X,X
JLTZOIS,O,X,X,O,X,X,X,O,X,X,X
JLTZOSI,O,X,O,O,X,X,X,X,X,X,X
JLTOISZ,X,X,O,X,X,X,O,O,X,X,X
JLTOIZS,O,X,X,X,X,O,X,O,X,X,X
JLTOSIZ,X,X,O,X,X,X,X,O,X,X,X
JLTOSZI,X,X,O,X,X,X,X,X,X,X,X
JLTOZIS,O,X,X,X,X,X,X,O,X,X,X
JLTOZSI,O,X,O,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,O,X,O,O,X,X,X,X
JLITSOZ,X,X,X,X,X,X,O,O,X,X,X
JLITZSO,O,X,X,O,X,O,O,X,X,X,X
JLITZOS,O,X,X,O,X,O,X,O,X,X,X
JLITOSZ,X,X,O,X,X,X,O,O,X,X,X
JLITOZS,O,X,X,X,X,O,X,O,X,X,X
JLISTZO,O,X,O,O,X,O,O,X,X,X,X
JLISTOZ,O,X,O,X,X,X,O,X,X,X,X
JLISZTO,O,X,X,O,X,X,X,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,X,X,X,X
JLISOTZ,X,X,O,X,X,X,X,O,X,O,X
JLISOZT,O,X,X,O,X,X,X,X,X,X,X
JLIZTSO,O,X,X,O,X,O,O,X,X,X,X
JLIZTOS,O,X,X,O,X,O,X,X,X,X,X
JLIZSTO,O,X,X,O,X,X,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,X,X,X,X
JLIZOTS,O,X,X,O,X,X,X,O,X,X,X
JLIZOST,O,X,X,O,X,X,X,X,X,X,X
JLIOTSZ,X,X,O,O,X,X,O,O,X,O,X
JLIOTZS,X,X,X,O,X,O,X,O,X,O,X
JLIOSTZ,X,X,O,O,X,X,X,O,X,O,X
JLIOSZT,X,X,X,O,X,X,X,X,X,X,O
JLIOZTS,O,X,X,O,X,X,X,O,X,X,O
JLIOZST,O,X,X,O,X,X,X,X,X,X,O
JLSTIZO,O,X,O,O,X,O,O,X,X,X,X
JLSTIOZ,O,X,O,X,X,X,O,X,X,X,X
JLSTZIO,O,X,O,O,X,X,X,X,X,X,X
JLSTZOI,O,X,O,O,X,X,X,X,X,X,X
JLSTOIZ,O,X,O,X,X,X,X,X,X,X,X
JLSTOZI,O,X,O,X,X,X,X,X,X,X,X
JLSITZO,O,X,O,O,X,O,O,X,X,X,X
JLSITOZ,O,X,O,X,X,X,O,X,X,X,X
JLSIZTO,O,X,X,O,X,X,X,X,X,X,X
JLSIZOT,O,X,X,O,X,X,X,X,X,X,X
JLSIOTZ,X,X,O,X,X,X,X,O,X,O,X
JLSIOZT,O,X,X,O,X,X,X,X,X,X,X
JLSZTIO,O,X,O,O,X,X,X,X,X,X,X
JLSZTOI,O,X,O,O,X,X,X,X,X,X,X
JLSZITO,O,X,X,O,X,X,X,X,X,X,X
JLSZIOT,O,X,X,O,X,X,X,X,X,X,X
JLSZOTI,O,X,O,O,X,X,X,X,X,X,X
JLSZOIT,O,X,X,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,X,X,X,X,O,X
JLSOTZI,O,X,O,X,X,X,X,X,X,O,X
JLSOITZ,X,X,O,X,X,X,X,O,X,O,X
JLSOIZT,O,X,X,O,X,X,X,X,X,X,X
JLSOZTI,O,X,O,O,X,X,X,X,X,X,X
JLSOZIT,O,X,X,O,X,X,X,X,X,X,X
JLZTISO,O,X,X,O,X,O,O,X,X,X,X
JLZTIOS,O,X,X,O,X,O,X,X,X,X,X
JLZTSIO,O,X,X,O,X,X,X,X,X,X,X
JLZTSOI,O,X,X,O,X,X,X,X,X,X,X
JLZTOIS,O,X,X,O,X,X,X,X,X,X,X
JLZTOSI,O,X,O,O,X,X,X,X,X,X,X
JLZITSO,O,X,X,O,X,O,O,X,X,X,X
JLZITOS,O,X,X,O,X,O,X,X,X,X,X
JLZISTO,O,X,X,O,X,X,X,X,X,X,X
JLZISOT,O,X,X,O,X,X,X,X,X,X,X
JLZIOTS,O,X,X,O,X,X,X,O,X,X,X
JLZIOST,O,X,X,O,X,X,X,X,X,X,X
JLZSTIO,O,X,O,O,X,X,X,X,X,X,X
JLZSTOI,O,X,O,O,X,X,X,X,X,X,X
JLZSITO,O,X,X,O,X,X,X,X,X,X,X
JLZSIOT,O,X,X,O,X,X,X,X,X,X,X
JLZSOTI,O,X,O,O,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,X,X,X,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X,X,X,X
JLZOTSI,O,X,O,O,X,X,X,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,O,X,X,X
JLZOIST,O,X,X,O,X,X,X,X,X,X,X
JLZOSTI,O,X,O,O,X,X,X,X,X,X,X
JLZOSIT,O,X,X,O,X,X,X,X,X,X,X
JLOTISZ,X,X,O,O,X,X,O,O,X,O,X
JLOTIZS,O,X,X,O,X,O,X,O,X,O,X
JLOTSIZ,X,X,O,O,X,X,X,O,X,O,X
JLOTSZI,X,X,O,O,X,X,X,X,X,O,X
JLOTZIS,O,X,X,O,X,X,X,O,X,O,X
JLOTZSI,O,X,O,O,X,X,X,X,X,O,X
JLOITSZ,X,X,O,O,X,X,O,O,X,O,X
JLOITZS,X,X,X,O,X,O,X,O,X,O,X
JLOISTZ,X,X,O,O,X,X,X,O,X,O,X
JLOISZT,X,X,X,O,X,X,X,X,X,X,O
JLOIZTS,O,X,X,O,X,X,X,O,X,X,O
JLOIZST,O,X,X,O,X,X,X,X,X,X,O
JLOSTIZ,O,X,O,O,X,X,X,X,X,O,X
JLOSTZI,O,X,O,O,X,X,X,X,X,O,X
JLOSITZ,X,X,O,O,X,X,X,O,X,O,X
JLOSIZT,O,X,X,O,X,X,X,X,X,X,O
JLOSZTI,O,X,O,O,X,X,X,X,X,X,O
JLOSZIT,O,X,X,O,X,X,X,X,X,X,O
JLOZTIS,O,X,X,O,X,X,X,X,X,X,O
JLOZTSI,O,X,O,O,X,X,X,X,X,X,O
JLOZITS,O,X,X,O,X,X,X,O,X,X,O
JLOZIST,O,X,X,O,X,X,X,X,X,X,O
JLOZSTI,O,X,O,O,X,X,X,X,X,X,O
JLOZSIT,O,X,X,O,X,X,X,X,X,X,O
JSTILZO,O,X,O,O,X,O,O,X,O,X,X
JSTILOZ,O,X,O,X,X,X,O,O,X,X,X
JSTIZLO,O,X,X,O,X,X,X,X,O,X,X
JSTIZOL,O,X,X,O,X,X,X,X,X,X,X
JSTIOLZ,X,X,O,X,X,X,X,O,X,O,X
JSTIOZL,O,X,X,X,X,X,X,X,X,O,X
JSTLIZO,O,X,O,O,X,O,O,X,O,X,X
JSTLIOZ,O,X,O,X,X,X,O,O,X,X,X
JSTLZIO,O,X,O,O,X,X,X,X,O,X,X
JSTLZOI,O,X,O,O,X,X,X,X,X,X,X
JSTLOIZ,O,X,O,X,X,X,X,O,X,X,X
JSTLOZI,O,X,O,X,X,X,X,X,X,X,X
JSTZILO,O,X,X,O,O,X,X,X,O,X,X
JSTZIOL,O,X,X,O,O,X,X,X,X,X,X
JSTZLIO,O,X,O,O,O,X,X,X,O,X,X
JSTZLOI,O,X,O,X,O,X,X,X,X,X,X
JSTZOIL,O,X,X,O,O,X,X,X,X,X,X
JSTZOLI,O,X,O,X,O,X,X,X,X,X,X
JSTOILZ,X,X,O,X,X,X,X,O,X,O,X
JSTOIZL,O,X,X,X,X,X,X,X,X,O,X
JSTOLIZ,O,X,O,X,X,X,X,O,X,O,X
JSTOLZI,O,X,O,X,X,X,X,X,X,O,X
JSTOZIL,O,X,X,X,X,X,X,X,X,O,X
JSTOZLI,O,X,O,X,X,X,X,X,X,O,X
JSITLZO,O,X,O,O,X,O,O,X,O,X,X
JSITLOZ,O,X,O,X,X,X,O,O,X,X,X
JSITZLO,O,X,X,O,X,X,X,X,O,X,X
JSITZOL,O,X,X,O,X,X,X,X,X,X,X
JSITOLZ,X,X,O,X,X,X,X,O,X,O,X
JSITOZL,O,X,X,X,X,X,X,X,X,O,X
JSILTZO,O,X,O,O,X,O,O,X,X,X,X
JSILTOZ,O,X,O,X,X,X,O,X,X,X,X
JSILZTO,O,X,X,O,X,X,X,X,X,X,X
JSILZOT,O,X,X,O,X,X,X,X,X,X,X
JSILOTZ,X,X,O,X,X,X,X,O,X,O,X
JSILOZT,O,X,X,O,X,X,X,X,X,X,X
JSIZTLO,O,X,X,O,X,X,X,X,O,X,X
JSIZTOL,O,X,X,O,X,X,X,X,X,X,X
JSIZLTO,O,X,X,O,X,X,X,X,X,X,X
JSIZLOT,O,X,X,O,X,X,X,X,X,X,X
JSIZOTL,O,X,X,O,X,X,X,X,O,O,X
JSIZOLT,O,X,X,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,X,X,X,X,O,O,O,X
JSIOTZL,X,X,X,X,X,X,X,X,O,O,O
JSIOLTZ,X,X,O,X,X,X,X,O,X,O,X
JSIOLZT,X,X,X,O,X,X,X,X,X,X,O
JSIOZTL,X,X,X,O,X,X,X,X,O,O,O
JSIOZLT,X,X,X,X,X,X,X,X,X,X,O
JSLTIZO,O,X,O,O,X,O,O,X,X,X,X
JSLTIOZ,O,X,O,X,X,X,O,X,X,X,X
JSLTZIO,O,X,O,O,X,X,X,X,X,X,X
JSLTZOI,O,X,O,O,X,X,X,X,X,X,X
JSLTOIZ,O,X,O,X,X,X,X,X,X,X,X
JSLTOZI,O,X,O,X,X,X,X,X,X,X,X
JSLITZO,O,X,O,O,X,O,O,X,X,X,X
JSLITOZ,O,X,O,X,X,X,O,X,X,X,X
JSLIZTO,O,X,X,O,X,X,X,X,X,X,X
JSLIZOT,O,X,X,O,X,X,X,X,X,X,X
JSLIOTZ,X,X,O,X,X,X,X,O,X,O,X
JSLIOZT,O,X,X,O,X,X,X,X,X,X,X
JSLZTIO,O,X,O,O,X,X,X,X,X,X,X
JSLZTOI,O,X,O,O,X,X,X,X,X,X,X
JSLZITO,O,X,X,O,X,X,X,X,X,X,X
JSLZIOT,O,X,X,O,X,X,X,X,X,X,X
JSLZOTI,O,X,O,O,X,X,X,X,X,X,X
JSLZOIT,O,X,X,O,X,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,X,X,X,X,O,X
JSLOTZI,O,X,O,X,X,X,X,X,X,O,X
JSLOITZ,X,X,O,X,X,X,X,O,X,O,X
JSLOIZT,O,X,X,O,X,X,X,X,X,X,X
JSLOZTI,O,X,O,O,X,X,X,X,X,X,X
JSLOZIT,O,X,X,O,X,X,X,X,X,X,X
JSZTILO,O,X,X,O,O,X,X,X,O,X,X
JSZTIOL,O,X,X,O,O,X,X,X,X,X,X
JSZTLIO,O,X,O,O,O,X,X,X,O,X,X
JSZTLOI,O,X,O,X,O,X,X,X,X,X,X
JSZTOIL,O,X,X,O,O,X,X,X,X,X,X
JSZTOLI,O,X,O,X,O,X,X,X,X,X,X
JSZITLO,O,X,X,O,O,X,X,X,O,X,X
JSZITOL,O,X,X,O,O,X,X,X,X,X,X
JSZILTO,O,X,X,O,O,X,X,X,X,X,X
JSZILOT,O,X,X,O,X,X,X,X,X,X,X
JSZIOTL,O,X,X,O,O,X,X,X,O,O,X
JSZIOLT,O,X,X,X,X,X,X,X,X,X,X
JSZLTIO,O,X,O,O,O,X,X,X,X,X,X
JSZLTOI,O,X,O,O,O,X,X,X,X,X,X
JSZLITO,O,X,X,O,O,X,X,X,X,X,X
JSZLIOT,O,X,X,O,X,X,X,X,X,X,X
JSZLOTI,O,X,O,O,X,X,X,X,X,X,X
JSZLOIT,O,X,X,O,X,X,X,X,X,X,X
JSZOTIL,O,X,X,O,O,X,X,X,O,O,X
JSZOTLI,O,X,O,X,O,X,X,X,O,O,X
JSZOITL,O,X,X,O,O,X,X,X,O,O,X
JSZOILT,O,X,X,X,X,X,X,X,X,X,X
JSZOLTI,O,X,O,X,X,X,X,X,X,X,X
JSZOLIT,O,X,X,X,X,X,X,X,X,X,X
JSOTILZ,X,X,O,X,X,X,X,O,O,O,X
JSOTIZL,O,X,X,X,X,X,X,X,O,O,O
JSOTLIZ,O,X,O,X,X,X,X,O,O,O,X
JSOTLZI,O,X,O,X,X,X,X,X,O,O,X
JSOTZIL,O,X,X,X,X,X,X,X,O,O,O
JSOTZLI,O,X,O,X,X,X,X,X,O,O,O
JSOITLZ,X,X,O,X,X,X,X,O,O,O,X
JSOITZL,X,X,X,X,X,X,X,X,O,O,O
JSOILTZ,X,X,O,X,X,X,X,O,X,O,X
JSOILZT,X,X,X,O,X,X,X,X,X,X,O
JSOIZTL,X,X,X,O,X,X,X,X,O,O,O
JSOIZLT,X,X,X,X,X,X,X,X,X,X,O
JSOLTIZ,O,X,O,X,X,X,X,X,X,O,X
JSOLTZI,O,X,O,X,X,X,X,X,X,O,X
JSOLITZ,X,X,O,X,X,X,X,O,X,O,X
JSOLIZT,O,X,X,O,X,X,X,X,X,X,O
JSOLZTI,O,X,O,O,X,X,X,X,X,X,O
JSOLZIT,O,X,X,O,X,X,X,X,X,X,O
JSOZTIL,O,X,X,O,X,X,X,X,O,O,O
JSOZTLI,O,X,O,X,X,X,X,X,O,O,O
JSOZITL,O,X,X,O,X,X,X,X,O,O,O
JSOZILT,O,X,X,X,X,X,X,X,X,X,O
JSOZLTI,O,X,O,X,X,X,X,X,X,X,O
JSOZLIT,O,X,X,X,X,X,X,X,X,X,O
JZTILSO,O,X,X,O,O,O,O,X,X,X,X
JZTILOS,O,X,X,X,X,O,X,O,X,X,X
JZTISLO,X,X,X,O,O,X,X,X,X,X,X
JZTISOL,O,X,X,O,O,X,X,X,X,X,X
JZTIOLS,O,O,X,O,X,X,X,O,X,X,X
JZTIOSL,O,O,X,O,O,X,X,X,X,X,X
JZTLISO,O,X,X,O,O,O,O,X,X,X,X
JZTLIOS,O,X,X,X,X,O,X,O,X,X,X
JZTLSIO,O,X,X,O,O,X,X,X,X,X,X
JZTLSOI,O,X,X,X,O,X,X,X,X,X,X
