sequence,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFOlBXhBZoBUnBFr?B6sB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFOlBaoBfrBxmBlm?B0sB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFGiBZoBilBcrB/s?BlqB,v115@GhA8IeC8GeE8AeB8BeA8Je2EJvhFxhBynBfrB0mBFl?BzsB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhFKlB0hBliBetBxr?BfrB,v115@GhA8IeC8GeE8AeB8BeA8JeT/IvhF2lBZoBcrB6sB3q?BFsB,v115@GhA8IeC8GeE8AeB8BeA8Jei/IvhFmiBRlBFnB3lBcr?BzsB,v115@GhA8IeC8GeE8AeB8BeA8Je2EJvhFThBynBfrBFlBRs?B0sB,v115@GhA8IeC8GeE8AeB8BeA8Jei/IvhFmiBFlBxmBfrB0m?BzsB,v115@GhA8IeC8GeE8AeB8BeA8Jei/IvhFlhBUlBmnBxrBfr?BzsB,v115@GhA8IeC8GeE8AeB8BeA8Je2EJvhFRgBVnB3lBysBcr?BzsB
LJZIOST,X,O,X,X,O,O,X,X,X,O,X
LJZSTIO,X,O,X,X,X,X,X,X,X,X,O
LJZSTOI,X,O,X,X,X,X,X,X,X,X,O
LJZSITO,X,O,X,X,X,X,X,X,X,X,X
LJZSIOT,X,O,X,X,X,O,X,X,X,X,X
LJZSOTI,X,O,X,X,X,X,X,X,X,X,X
LJZSOIT,X,O,X,X,X,O,X,X,X,X,X
LJZOTIS,X,X,X,X,O,O,X,X,X,X,X
LJZOTSI,X,O,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,O,O,X,X,X,X,X
LJZOIST,X,O,X,X,O,O,X,X,X,X,X
LJZOSTI,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,X,O,X,X,X,O,X,X,X,X,X
LJOTISZ,O,X,X,X,O,X,O,X,O,X,X
LJOTIZS,O,X,X,X,O,X,O,X,O,X,X
LJOTSIZ,O,X,X,X,O,X,O,X,O,X,X
LJOTSZI,O,X,X,O,X,X,X,X,X,X,O
LJOTZIS,O,X,X,X,O,X,O,X,O,X,X
LJOTZSI,O,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,X,X,X,O,X,O,X,O,X,X
LJOITZS,O,X,X,X,O,X,O,X,O,X,X
LJOISTZ,X,X,X,X,O,X,X,X,X,X,X
LJOISZT,X,X,X,O,O,X,X,X,X,X,X
LJOIZTS,X,X,X,X,O,O,X,X,X,X,X
LJOIZST,X,X,X,X,O,O,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,X,O,X,O,X,X
LJOSTZI,X,X,X,O,X,X,X,X,X,X,O
LJOSITZ,X,O,X,X,O,X,X,X,X,X,X
LJOSIZT,X,O,X,O,O,X,X,X,X,X,X
LJOSZTI,X,O,X,O,X,X,X,X,X,X,X
LJOSZIT,X,O,X,O,X,X,X,X,X,X,X
LJOZTIS,X,X,X,X,O,O,O,X,O,X,X
LJOZTSI,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,O,O,X,X,X,X,X
LJOZIST,X,O,X,X,O,O,X,X,X,X,X
LJOZSTI,X,O,X,O,X,X,X,X,X,X,X
LJOZSIT,X,O,X,O,X,O,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,O,X,X,X,O
LSTIJOZ,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,X,O,X,X,X,O
LSTJIOZ,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,X,X,X,X,X,O
LSTJZOI,X,X,X,X,X,X,X,X,X,X,O
LSTJOIZ,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,X,O
LSTZIJO,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,X,X,X,X,X,X,X,X,X,X,O
LSTZJOI,X,X,X,X,X,X,X,X,X,X,O
LSTZOIJ,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,X,O,X,X
LSTOIZJ,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,X,X,X,X,X,O,X,X
LSTOJZI,X,X,X,X,X,X,X,X,X,X,O
LSTOZIJ,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,O,X,X,X,O
LSITJOZ,X,O,X,X,X,X,X,O,X,X,X
LSITZJO,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,X,O,X,X,X,X,X,O,X,X,X
LSITOZJ,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,X,O
LSIJTOZ,X,O,X,X,X,X,X,O,X,X,X
LSIJZTO,X,X,O,X,X,X,X,X,X,O,X
LSIJZOT,X,O,O,X,X,X,X,O,X,O,X
LSIJOTZ,X,O,X,X,X,X,X,O,X,X,X
LSIJOZT,X,O,O,X,X,X,X,O,X,X,X
LSIZTJO,X,X,O,X,X,X,X,X,X,X,X
LSIZTOJ,X,X,O,X,X,X,X,X,X,X,X
LSIZJTO,X,X,O,X,X,X,X,X,X,O,X
LSIZJOT,X,O,O,X,X,O,X,O,X,O,X
LSIZOTJ,X,X,O,X,X,X,X,X,X,X,X
LSIZOJT,X,O,O,X,X,O,X,O,X,X,X
LSIOTJZ,X,O,X,X,X,X,O,O,X,X,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,O,X,X,X,X,X,O,X,X,X
LSIOJZT,X,O,O,X,X,X,X,O,X,X,X
LSIOZTJ,X,X,O,X,X,X,X,X,X,X,X
LSIOZJT,X,O,O,X,X,O,X,O,X,X,X
LSJTIZO,X,X,X,X,O,X,X,X,X,X,O
LSJTIOZ,X,X,X,X,O,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,O
LSJTZOI,X,X,X,X,X,X,X,X,X,X,O
LSJTOIZ,X,X,X,X,O,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,O
LSJITZO,X,X,X,X,O,X,X,X,X,X,O
LSJITOZ,X,O,X,X,O,X,X,O,X,X,X
LSJIZTO,X,X,O,X,O,X,X,X,X,X,X
LSJIZOT,X,O,O,X,O,X,X,O,X,X,X
LSJIOTZ,X,O,X,X,O,X,X,O,X,X,X
LSJIOZT,X,O,O,X,O,X,X,O,X,X,X
LSJZTIO,X,O,O,O,X,X,X,X,X,X,O
LSJZTOI,X,O,O,O,X,X,X,X,X,X,O
LSJZITO,X,O,O,O,X,X,X,X,X,X,X
LSJZIOT,X,O,O,O,X,X,X,X,X,X,X
LSJZOTI,X,O,O,O,X,X,X,X,X,X,X
LSJZOIT,X,O,O,O,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,O,X,X,X,X,X,X
LSJOTZI,X,X,X,O,X,X,X,X,X,X,O
LSJOITZ,X,O,X,X,O,X,X,O,X,X,X
LSJOIZT,X,O,O,O,O,X,X,O,X,X,X
LSJOZTI,X,O,O,O,X,X,X,X,X,X,X
LSJOZIT,X,O,O,O,X,X,X,X,X,X,X
LSZTIJO,X,O,O,O,X,X,X,X,X,X,X
LSZTIOJ,X,O,O,X,X,X,X,X,X,X,X
LSZTJIO,X,O,O,O,X,X,X,X,X,X,O
LSZTJOI,X,O,O,O,X,X,X,X,X,X,O
LSZTOIJ,X,O,O,X,X,X,X,X,X,X,X
LSZTOJI,X,O,O,X,X,X,X,X,X,X,X
LSZITJO,X,O,O,O,X,X,X,X,X,X,X
LSZITOJ,X,O,O,X,X,X,X,X,X,X,X
LSZIJTO,X,O,O,O,X,X,X,X,X,O,X
LSZIJOT,X,O,O,O,X,O,X,X,X,O,X
LSZIOTJ,X,O,O,X,X,X,X,X,X,X,X
LSZIOJT,X,O,O,O,X,O,X,X,X,X,X
LSZJTIO,X,O,O,O,X,X,X,X,X,X,O
LSZJTOI,X,O,O,O,X,X,X,X,X,X,O
LSZJITO,X,O,O,O,X,X,X,X,X,X,X
LSZJIOT,X,O,O,O,X,O,X,X,X,X,X
LSZJOTI,X,O,O,O,X,X,X,X,X,X,X
LSZJOIT,X,O,O,O,X,O,X,X,X,X,X
LSZOTIJ,X,O,O,O,X,X,X,X,X,X,X
LSZOTJI,X,O,O,O,X,X,X,X,X,X,X
LSZOITJ,X,O,O,O,X,X,X,X,X,X,X
LSZOIJT,X,O,O,O,X,O,X,X,X,X,X
LSZOJTI,X,O,O,O,X,X,X,X,X,X,X
LSZOJIT,X,O,O,O,X,O,X,X,X,X,X
LSOTIJZ,X,X,X,X,X,X,O,X,O,X,X
LSOTIZJ,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,X,X,X,X,X,X,O,X,O,X,X
LSOTJZI,X,X,X,O,X,X,X,X,X,X,O
LSOTZIJ,X,X,X,O,X,X,X,X,X,X,X
LSOTZJI,X,X,X,O,X,X,X,X,X,X,X
LSOITJZ,X,O,X,X,X,X,O,O,X,X,X
LSOITZJ,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,O,X,X,X
LSOIJZT,X,O,O,O,X,X,X,O,X,X,X
LSOIZTJ,X,X,O,O,X,X,X,X,X,X,X
LSOIZJT,X,O,O,O,X,O,X,O,X,X,X
LSOJTIZ,X,X,X,X,O,X,O,X,O,X,X
LSOJTZI,X,X,X,O,X,X,X,X,X,X,O
LSOJITZ,X,O,X,X,O,X,X,O,X,X,X
LSOJIZT,X,O,O,O,O,X,X,O,X,X,X
LSOJZTI,X,O,O,O,X,X,X,X,X,X,X
LSOJZIT,X,O,O,O,X,X,X,X,X,X,X
LSOZTIJ,X,O,O,O,X,X,X,X,X,X,X
LSOZTJI,X,O,O,O,X,X,X,X,X,X,X
LSOZITJ,X,O,O,O,X,X,X,X,X,X,X
LSOZIJT,X,O,O,O,X,O,X,X,X,X,X
LSOZJTI,X,O,O,O,X,X,X,X,X,X,X
LSOZJIT,X,O,O,O,X,O,X,X,X,X,X
LZTIJSO,O,X,X,X,X,X,O,X,X,O,X
LZTIJOS,O,X,X,X,X,O,O,X,X,X,X
LZTISJO,O,X,O,X,X,X,X,X,X,X,X
LZTISOJ,O,X,O,X,X,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,O,X,X,X,X,X
LZTIOSJ,O,X,O,X,X,X,X,X,X,X,X
LZTJISO,O,X,X,X,X,X,O,X,X,X,X
LZTJIOS,O,X,X,X,X,O,O,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X,X,X,O
LZTJSOI,O,O,X,X,X,X,X,X,X,X,O
LZTJOIS,O,X,X,X,X,O,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X,X,X,X,X
LZTSIJO,O,O,O,X,X,X,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,X,X,X,O
LZTSJOI,O,O,O,X,X,X,X,X,X,X,O
LZTSOIJ,O,O,O,X,X,X,X,X,X,X,X
LZTSOJI,O,O,O,X,X,X,X,X,X,X,X
LZTOIJS,O,X,X,X,X,O,X,X,O,X,X
LZTOISJ,O,X,O,X,X,X,X,X,X,X,X
LZTOJIS,O,X,X,X,X,O,X,X,O,X,X
LZTOJSI,O,O,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,O,X,X,X,X,X,X,X,X
LZTOSJI,O,O,O,X,X,X,X,X,X,X,X
LZITJSO,O,X,X,X,X,X,O,X,X,O,X
LZITJOS,O,X,X,X,X,O,O,X,X,X,X
LZITSJO,O,X,O,X,X,X,X,X,X,X,X
LZITSOJ,O,X,O,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,O,X,X,X,X,X
LZITOSJ,O,X,O,X,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,X,X,X,X,X,O,X
LZIJTOS,X,X,X,X,X,O,X,X,X,X,X
LZIJSTO,X,O,O,X,X,X,X,X,X,O,X
LZIJSOT,X,O,O,X,X,O,X,X,X,O,X
LZIJOTS,X,X,X,X,X,O,X,X,X,X,X
LZIJOST,X,O,O,X,X,O,X,X,X,O,X
LZISTJO,X,O,O,X,X,X,X,X,X,X,X
LZISTOJ,X,O,O,X,X,X,X,X,X,X,X
LZISJTO,X,O,O,X,X,X,X,X,X,O,X
LZISJOT,X,O,O,X,X,O,X,X,X,O,X
LZISOTJ,X,O,O,X,X,X,X,X,X,X,X
LZISOJT,X,O,O,X,X,O,X,X,X,X,X
LZIOTJS,O,X,X,X,X,O,O,X,X,X,X
LZIOTSJ,O,X,O,X,X,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,O,X,X,X,X,X
LZIOJST,X,O,O,X,X,O,X,X,X,O,X
LZIOSTJ,X,O,O,X,X,X,X,X,X,X,X
LZIOSJT,X,O,O,X,X,O,X,X,X,X,X
LZJTISO,X,X,X,X,O,X,X,X,X,X,X
LZJTIOS,X,X,X,X,O,O,X,X,X,X,X
LZJTSIO,X,O,X,X,X,X,X,X,X,X,O
LZJTSOI,X,O,X,X,X,X,X,X,X,X,O
LZJTOIS,X,X,X,X,O,O,X,X,X,X,X
LZJTOSI,X,O,X,X,X,X,X,X,X,X,X
LZJITSO,X,X,X,X,O,X,X,X,X,O,X
LZJITOS,X,X,X,X,O,O,X,X,X,X,X
LZJISTO,X,O,O,X,O,X,X,X,X,O,X
LZJISOT,X,O,O,X,O,O,X,X,X,O,X
LZJIOTS,X,X,X,X,O,O,X,X,X,X,X
LZJIOST,X,O,O,X,O,O,X,X,X,O,X
LZJSTIO,X,O,O,X,X,X,X,X,X,X,O
LZJSTOI,X,O,O,X,X,X,X,X,X,X,O
LZJSITO,X,O,O,X,X,X,X,X,X,X,X
LZJSIOT,X,O,O,X,X,O,X,X,X,X,X
LZJSOTI,X,O,O,X,X,X,X,X,X,X,X
LZJSOIT,X,O,O,X,X,O,X,X,X,X,X
LZJOTIS,X,X,X,X,O,O,X,X,X,X,X
LZJOTSI,X,O,X,X,X,X,X,X,X,X,X
LZJOITS,X,X,X,X,O,O,X,X,X,X,X
LZJOIST,X,O,O,X,O,O,X,X,X,X,X
LZJOSTI,X,O,O,X,X,X,X,X,X,X,X
LZJOSIT,X,O,O,X,X,O,X,X,X,X,X
LZSTIJO,X,O,O,X,X,X,X,X,X,X,X
LZSTIOJ,X,O,O,X,X,X,X,X,X,X,X
LZSTJIO,X,O,O,X,X,X,X,X,X,X,O
LZSTJOI,X,O,O,X,X,X,X,X,X,X,O
LZSTOIJ,X,O,O,X,X,X,X,X,X,X,X
LZSTOJI,X,O,O,X,X,X,X,X,X,X,X
LZSITJO,X,O,O,X,X,X,X,X,X,X,X
LZSITOJ,X,O,O,X,X,X,X,X,X,X,X
LZSIJTO,X,O,O,X,X,X,X,X,X,O,X
LZSIJOT,X,O,O,X,X,O,X,X,X,O,X
LZSIOTJ,X,O,O,X,X,X,X,X,X,X,X
LZSIOJT,X,O,O,X,X,O,X,X,X,X,X
LZSJTIO,X,O,O,X,X,X,X,X,X,X,O
LZSJTOI,X,O,O,X,X,X,X,X,X,X,O
LZSJITO,X,O,O,X,X,X,X,X,X,X,X
LZSJIOT,X,O,O,X,X,O,X,X,X,X,X
LZSJOTI,X,O,O,X,X,X,X,X,X,X,X
LZSJOIT,X,O,O,X,X,O,X,X,X,X,X
LZSOTIJ,X,O,O,X,X,X,X,X,X,X,X
LZSOTJI,X,O,O,X,X,X,X,X,X,X,X
LZSOITJ,X,O,O,X,X,X,X,X,X,X,X
LZSOIJT,X,O,O,X,X,O,X,X,X,X,X
LZSOJTI,X,O,O,X,X,X,X,X,X,X,X
LZSOJIT,X,O,O,X,X,O,X,X,X,X,X
LZOTIJS,O,X,X,X,X,O,O,X,O,X,X
LZOTISJ,O,X,O,X,X,X,X,X,X,X,X
LZOTJIS,O,X,X,X,X,O,O,X,O,X,X
LZOTJSI,O,O,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,O,X,X,X,X,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X,X,X,X
LZOITJS,O,X,X,X,X,O,O,X,X,X,X
LZOITSJ,O,X,O,X,X,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,O,X,X,X,X,X
LZOIJST,X,O,O,X,X,O,X,X,X,O,X
LZOISTJ,X,O,O,X,X,X,X,X,X,X,X
LZOISJT,X,O,O,X,X,O,X,X,X,X,X
LZOJTIS,X,X,X,X,O,O,O,X,O,X,X
LZOJTSI,X,O,X,X,X,X,X,X,X,X,X
LZOJITS,X,X,X,X,O,O,X,X,X,X,X
LZOJIST,X,O,O,X,O,O,X,X,X,X,X
LZOJSTI,X,O,O,X,X,X,X,X,X,X,X
LZOJSIT,X,O,O,X,X,O,X,X,X,X,X
LZOSTIJ,X,O,O,X,X,X,X,X,X,X,X
LZOSTJI,X,O,O,X,X,X,X,X,X,X,X
LZOSITJ,X,O,O,X,X,X,X,X,X,X,X
LZOSIJT,X,O,O,X,X,O,X,X,X,X,X
LZOSJTI,X,O,O,X,X,X,X,X,X,X,X
LZOSJIT,X,O,O,X,X,O,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,X,O,X,O,X,X
LOTIJZS,O,X,X,X,X,X,O,X,O,X,X
LOTISJZ,O,X,X,X,X,X,O,X,O,X,X
LOTISZJ,O,X,X,X,X,X,X,X,X,X,X
LOTIZJS,O,X,X,X,X,O,O,X,O,X,X
LOTIZSJ,O,X,X,X,X,X,X,X,X,X,X
LOTJISZ,O,X,X,X,O,X,O,X,O,X,X
LOTJIZS,O,X,X,X,O,X,O,X,O,X,X
LOTJSIZ,O,X,X,X,O,X,O,X,O,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X,X,O
LOTJZIS,O,X,X,X,O,X,O,X,O,X,X
LOTJZSI,O,X,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,X,X,X,O,X,O,X,X
LOTSIZJ,O,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,X,X,X,X,O,X,O,X,X
LOTSJZI,O,X,X,O,X,X,X,X,X,X,O
LOTSZIJ,O,X,X,O,X,X,X,X,X,X,X
LOTSZJI,O,X,X,O,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,X,O,O,X,O,X,X
LOTZISJ,O,X,X,X,X,X,X,X,X,X,X
LOTZJIS,O,X,X,X,X,O,O,X,O,X,X
LOTZJSI,O,X,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,X,X,X,X,X,X
LOTZSJI,O,X,X,X,X,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,X,O,X,O,X,X
LOITJZS,O,X,X,X,X,X,O,X,O,X,X
LOITSJZ,O,X,X,X,X,X,O,X,O,X,X
LOITSZJ,O,X,X,X,X,X,X,X,X,X,X
LOITZJS,O,X,X,X,X,O,O,X,O,X,X
LOITZSJ,O,X,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,O,X,O,X,O,X,X
LOIJTZS,O,X,X,X,O,X,O,X,O,X,X
LOIJSTZ,X,X,X,X,O,X,X,X,X,X,X
LOIJSZT,X,X,X,O,O,X,X,X,X,X,X
LOIJZTS,X,X,X,X,O,O,X,X,X,X,X
LOIJZST,X,X,X,X,O,O,X,X,X,O,X
LOISTJZ,X,X,X,X,X,X,O,X,X,X,X
LOISTZJ,X,X,X,X,X,X,X,X,X,X,X
LOISJTZ,X,X,X,X,X,X,X,X,X,X,X
LOISJZT,X,X,O,O,X,X,X,X,X,X,X
LOISZTJ,X,X,O,O,X,X,X,X,X,X,X
LOISZJT,X,X,O,O,X,O,X,X,X,X,X
LOIZTJS,O,X,X,X,X,O,O,X,X,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,O,X,X,X,X,X
LOIZJST,X,X,O,X,X,O,X,X,X,O,X
LOIZSTJ,X,X,O,X,X,X,X,X,X,X,X
LOIZSJT,X,X,O,X,X,O,X,X,X,X,X
LOJTISZ,O,X,X,X,O,X,O,X,O,X,X
LOJTIZS,O,X,X,X,O,X,O,X,O,X,X
LOJTSIZ,O,X,X,X,O,X,O,X,O,X,X
LOJTSZI,O,X,X,O,X,X,X,X,X,X,O
LOJTZIS,O,X,X,X,O,X,O,X,O,X,X
LOJTZSI,O,X,X,X,X,X,X,X,X,X,X
LOJITSZ,O,X,X,X,O,X,O,X,O,X,X
LOJITZS,O,X,X,X,O,X,O,X,O,X,X
LOJISTZ,X,X,X,X,O,X,X,X,X,X,X
LOJISZT,X,X,X,O,O,X,X,X,X,X,X
LOJIZTS,X,X,X,X,O,O,X,X,X,X,X
LOJIZST,X,X,X,X,O,O,X,X,X,X,X
LOJSTIZ,X,X,X,X,O,X,O,X,O,X,X
LOJSTZI,X,X,X,O,X,X,X,X,X,X,O
LOJSITZ,X,O,X,X,O,X,X,X,X,X,X
LOJSIZT,X,O,X,O,O,X,X,X,X,X,X
LOJSZTI,X,O,X,O,X,X,X,X,X,X,X
LOJSZIT,X,O,X,O,X,X,X,X,X,X,X
LOJZTIS,X,X,X,X,O,O,O,X,O,X,X
LOJZTSI,X,O,X,X,X,X,X,X,X,X,X
LOJZITS,X,X,X,X,O,O,X,X,X,X,X
LOJZIST,X,O,X,X,O,O,X,X,X,X,X
LOJZSTI,X,O,X,O,X,X,X,X,X,X,X
LOJZSIT,X,O,X,O,X,O,X,X,X,X,X
LOSTIJZ,X,X,X,X,X,X,O,X,O,X,X
LOSTIZJ,X,X,X,X,X,X,X,X,X,X,X
LOSTJIZ,X,X,X,X,X,X,O,X,O,X,X
LOSTJZI,X,X,X,O,X,X,X,X,X,X,O
LOSTZIJ,X,X,X,O,X,X,X,X,X,X,X
LOSTZJI,X,X,X,O,X,X,X,X,X,X,X
LOSITJZ,X,O,X,X,X,X,O,X,X,X,X
LOSITZJ,X,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,X,O,X,X,X,X,X,X,X,X,X
LOSIJZT,X,O,O,O,X,X,X,X,X,X,X
LOSIZTJ,X,X,O,O,X,X,X,X,X,X,X
LOSIZJT,X,O,O,O,X,O,X,X,X,X,X
LOSJTIZ,X,X,X,X,O,X,O,X,O,X,X
LOSJTZI,X,X,X,O,X,X,X,X,X,X,O
LOSJITZ,X,O,X,X,O,X,X,X,X,X,X
LOSJIZT,X,O,O,O,O,X,X,X,X,X,X
LOSJZTI,X,O,O,O,X,X,X,X,X,X,X
LOSJZIT,X,O,O,O,X,X,X,X,X,X,X
LOSZTIJ,X,O,O,O,X,X,X,X,X,X,X
LOSZTJI,X,O,O,O,X,X,X,X,X,X,X
LOSZITJ,X,O,O,O,X,X,X,X,X,X,X
LOSZIJT,X,O,O,O,X,O,X,X,X,X,X
LOSZJTI,X,O,O,O,X,X,X,X,X,X,X
LOSZJIT,X,O,O,O,X,O,X,X,X,X,X
LOZTIJS,O,X,X,X,X,O,O,X,O,X,X
LOZTISJ,O,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,X,X,X,X,O,O,X,O,X,X
LOZTJSI,O,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,O,X,X,X,X,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X,X,X,X,X
LOZITJS,O,X,X,X,X,O,O,X,X,X,X
LOZITSJ,O,X,O,X,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,O,X,X,X,X,X
LOZIJST,X,O,O,X,X,O,X,X,X,O,X
LOZISTJ,X,O,O,X,X,X,X,X,X,X,X
LOZISJT,X,O,O,X,X,O,X,X,X,X,X
LOZJTIS,X,X,X,X,O,O,O,X,O,X,X
LOZJTSI,X,O,X,X,X,X,X,X,X,X,X
LOZJITS,X,X,X,X,O,O,X,X,X,X,X
LOZJIST,X,O,O,X,O,O,X,X,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X,X,X,X
LOZJSIT,X,O,O,O,X,O,X,X,X,X,X
LOZSTIJ,X,O,O,O,X,X,X,X,X,X,X
LOZSTJI,X,O,O,O,X,X,X,X,X,X,X
LOZSITJ,X,O,O,O,X,X,X,X,X,X,X
LOZSIJT,X,O,O,O,X,O,X,X,X,X,X
LOZSJTI,X,O,O,O,X,X,X,X,X,X,X
LOZSJIT,X,O,O,O,X,O,X,X,X,X,X
JTILSZO,O,X,X,X,O,X,O,X,X,X,X
JTILSOZ,O,X,X,X,O,X,X,O,X,X,X
JTILZSO,O,X,X,X,O,X,O,X,X,X,X
JTILZOS,O,X,X,X,O,X,O,X,X,X,X
JTILOSZ,O,X,X,X,O,X,X,X,X,X,X
JTILOZS,O,X,X,X,O,X,O,X,X,X,X
JTISLZO,O,X,X,X,O,X,O,X,X,X,X
JTISLOZ,O,X,X,X,O,X,X,O,X,X,X
JTISZLO,O,X,X,X,X,X,X,X,X,X,X
JTISZOL,O,X,X,X,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,O,X,X,O,X,X,X
JTISOZL,O,X,X,X,X,X,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,O,X,X,X,X
JTIZLOS,O,X,X,X,O,X,O,X,X,X,X
JTIZSLO,O,X,X,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X,X,X,X,X,X
JTIZOLS,O,X,X,X,O,X,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,O,X,X,X,X,X,X
JTIOLZS,O,X,X,X,O,X,O,X,X,X,X
JTIOSLZ,O,X,X,X,O,X,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X,X
JTIOZLS,O,X,X,X,O,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,O,X,X,X,O,X,O,X,X,X,O
JTLISOZ,O,X,X,X,O,X,X,X,X,X,X
JTLIZSO,O,X,X,X,O,X,O,X,X,X,X
JTLIZOS,O,X,X,X,O,X,O,X,X,X,X
JTLIOSZ,O,X,X,X,O,X,X,X,X,X,X
JTLIOZS,O,X,X,X,O,X,O,X,X,X,X
JTLSIZO,O,X,X,X,O,X,O,X,X,X,O
JTLSIOZ,O,X,X,X,O,X,X,X,X,X,X
JTLSZIO,O,X,X,X,X,X,X,X,X,X,O
JTLSZOI,O,X,X,X,X,X,X,X,X,X,O
JTLSOIZ,O,X,X,X,O,X,X,X,X,X,X
JTLSOZI,O,X,X,X,X,X,X,X,X,X,O
JTLZISO,O,X,X,X,O,X,O,X,X,X,X
JTLZIOS,O,X,X,X,O,X,O,X,X,X,X
JTLZSIO,O,X,X,X,X,X,X,X,X,X,O
JTLZSOI,O,X,X,X,X,X,X,X,X,X,O
JTLZOIS,O,X,X,X,O,X,X,X,X,X,X
JTLZOSI,O,X,X,X,X,X,X,X,X,X,X
JTLOISZ,O,X,X,X,O,X,X,X,O,X,X
JTLOIZS,O,X,X,X,O,X,O,X,O,X,X
JTLOSIZ,O,X,X,X,O,X,X,X,O,X,X
JTLOSZI,O,X,X,X,X,X,X,X,X,X,O
JTLOZIS,O,X,X,X,O,X,X,X,O,X,X
JTLOZSI,O,X,X,X,X,X,X,X,X,X,X
JTSILZO,O,X,X,X,O,X,O,X,X,X,X
JTSILOZ,O,O,X,X,O,X,X,O,X,X,X
