sequence,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lBxhBOoBcsBXrBlrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lB3hBFjB0nB2rBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFfnB6nBOoBUmBllBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFlgBUiBOoBXmBSsBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFlgBxiBmnBCrBXsBcrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF0gBxiBysBGrBFsBXrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lBFjBxmB2sBXrB0rB,v115@JhA8FeD8FeD8DeC8JeT/IvhFXhBxiBysBGrBFsB0qB
JOLIZTS,O,X,X,X,X,O,X,X
JOLIZST,O,X,O,X,X,X,X,X
JOLSTIZ,X,X,X,X,O,O,O,O
JOLSTZI,O,X,X,X,O,O,X,O
JOLSITZ,X,X,O,X,O,X,O,O
JOLSIZT,O,X,O,X,O,X,X,X
JOLSZTI,O,X,X,X,O,O,X,O
JOLSZIT,O,X,X,X,O,X,X,X
JOLZTIS,O,X,X,X,X,O,X,O
JOLZTSI,O,X,X,X,X,O,X,O
JOLZITS,O,X,X,X,X,O,X,X
JOLZIST,O,X,O,X,X,X,X,X
JOLZSTI,O,X,X,X,X,O,X,X
JOLZSIT,O,X,X,X,X,X,X,X
JOSTILZ,X,X,X,O,O,X,O,X
JOSTIZL,X,X,X,O,X,X,X,X
JOSTLIZ,X,X,X,X,O,X,O,O
JOSTLZI,O,X,X,X,O,X,X,O
JOSTZIL,O,X,X,X,X,X,X,X
JOSTZLI,O,X,X,X,X,X,X,X
JOSITLZ,X,X,O,O,O,X,O,X
JOSITZL,X,X,O,O,X,X,X,X
JOSILTZ,X,X,O,O,O,X,O,O
JOSILZT,O,X,O,O,O,X,X,X
JOSIZTL,O,X,O,O,X,X,X,X
JOSIZLT,O,X,O,O,O,X,X,X
JOSLTIZ,X,X,X,X,O,O,O,O
JOSLTZI,O,X,X,X,O,O,X,O
JOSLITZ,X,X,O,X,O,X,O,O
JOSLIZT,O,X,O,X,O,X,X,X
JOSLZTI,O,X,X,X,O,O,X,O
JOSLZIT,O,X,X,X,O,X,X,X
JOSZTIL,O,X,X,X,X,X,X,X
JOSZTLI,O,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,O,X,X,X
JOSZLTI,O,X,X,X,O,O,X,O
JOSZLIT,O,X,X,X,O,X,X,X
JOZTILS,O,O,X,X,X,X,X,X
JOZTISL,X,O,X,O,X,X,X,X
JOZTLIS,O,X,X,X,X,O,X,X
JOZTLSI,O,X,X,X,X,O,X,X
JOZTSIL,O,O,X,X,X,X,X,X
JOZTSLI,O,X,X,X,X,X,X,X
JOZITLS,O,O,X,X,X,X,X,X
JOZITSL,X,O,O,O,X,X,X,X
JOZILTS,O,O,X,X,X,O,X,X
JOZILST,O,O,O,X,X,X,X,X
JOZISTL,O,O,O,O,X,X,X,X
JOZISLT,O,O,O,O,O,X,X,X
JOZLTIS,O,X,X,X,X,O,X,O
JOZLTSI,O,X,X,X,X,O,X,O
JOZLITS,O,X,X,X,X,O,X,X
JOZLIST,O,X,O,X,X,X,X,X
JOZLSTI,O,X,X,X,X,O,X,X
JOZLSIT,O,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X
JOZSILT,O,O,X,X,O,X,X,X
JOZSLTI,O,X,X,X,O,O,X,O
JOZSLIT,O,X,X,X,O,X,X,X
STILJZO,X,X,X,O,O,X,X,X
STILJOZ,X,X,X,O,O,X,O,X
STILZJO,X,O,X,O,X,X,X,X
STILZOJ,X,O,X,O,X,X,O,X
STILOJZ,X,X,X,O,O,X,O,X
STILOZJ,X,O,X,O,X,X,O,X
STIJLZO,X,X,X,O,O,X,X,X
STIJLOZ,X,X,X,O,O,X,O,X
STIJZLO,X,X,X,O,X,X,X,X
STIJZOL,X,X,X,O,X,X,X,X
STIJOLZ,X,X,X,O,O,X,O,X
STIJOZL,X,X,X,O,X,X,X,X
STIZLJO,X,O,X,O,X,X,X,X
STIZLOJ,X,O,X,O,X,X,O,X
STIZJLO,X,O,X,O,X,X,X,X
STIZJOL,X,O,X,O,X,X,X,X
STIZOLJ,X,O,X,O,X,X,O,X
STIZOJL,X,O,X,O,X,X,X,X
STIOLJZ,X,X,X,O,O,X,O,X
STIOLZJ,X,O,X,O,X,X,O,X
STIOJLZ,X,X,X,O,O,X,O,X
STIOJZL,X,X,X,O,X,X,X,X
STIOZLJ,X,O,X,O,X,X,O,X
STIOZJL,X,O,X,O,X,X,X,X
STLIJZO,X,X,X,X,O,X,X,X
STLIJOZ,X,X,X,X,O,X,O,X
STLIZJO,X,X,X,X,X,X,X,X
STLIZOJ,X,X,X,X,X,X,O,X
STLIOJZ,X,X,X,X,O,X,O,X
STLIOZJ,X,X,X,X,X,X,O,X
STLJIZO,X,X,X,X,O,X,X,X
STLJIOZ,X,X,X,X,O,X,O,X
STLJZIO,O,X,X,X,O,X,X,X
STLJZOI,O,X,X,X,O,X,X,X
STLJOIZ,X,X,X,X,O,X,O,X
STLJOZI,O,X,X,X,O,X,X,X
STLZIJO,O,X,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X,O,X
STLZJIO,O,X,X,X,X,X,X,X
STLZJOI,O,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,X,O,X
STLZOJI,O,X,X,X,X,X,X,X
STLOIJZ,X,X,X,X,O,X,O,X
STLOIZJ,X,X,X,X,X,X,O,X
STLOJIZ,X,X,X,X,O,X,O,X
STLOJZI,O,X,X,X,O,X,X,X
STLOZIJ,O,X,X,X,X,X,O,X
STLOZJI,O,X,X,X,X,X,X,X
STJILZO,X,X,X,O,O,X,X,X
STJILOZ,X,X,X,O,O,X,O,X
STJIZLO,X,X,X,O,X,X,X,X
STJIZOL,X,X,X,O,X,X,X,X
STJIOLZ,X,X,X,O,O,X,O,X
STJIOZL,X,X,X,O,X,X,X,X
STJLIZO,X,X,X,X,O,X,X,X
STJLIOZ,X,X,X,X,O,X,O,X
STJLZIO,O,X,X,X,O,X,X,X
STJLZOI,O,X,X,X,O,X,X,X
STJLOIZ,X,X,X,X,O,X,O,X
STJLOZI,O,X,X,X,O,X,X,X
STJZILO,O,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,X,X,X
STJZLOI,O,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,X,X,X
STJOILZ,X,X,X,O,O,X,O,X
STJOIZL,X,X,X,O,X,X,X,X
STJOLIZ,X,X,X,X,O,X,O,X
STJOLZI,O,X,X,X,O,X,X,X
STJOZIL,O,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,O,X
STZIJLO,O,O,X,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,O,X
STZIOJL,O,O,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,X,X,X
STZLIOJ,O,O,X,X,X,X,O,X
STZLJIO,O,X,X,X,X,X,X,X
STZLJOI,O,X,X,X,X,X,X,X
STZLOIJ,O,O,X,X,X,X,O,X
STZLOJI,O,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,X,X,X
STZJLIO,O,X,X,X,X,X,X,X
STZJLOI,O,X,X,X,X,X,X,X
STZJOIL,O,O,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,O,X
STZOIJL,O,O,X,X,X,X,X,X
STZOLIJ,O,O,X,X,X,X,O,X
STZOLJI,O,X,X,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,X,X
STZOJLI,O,X,X,X,X,X,X,X
STOILJZ,X,X,X,O,O,X,O,X
STOILZJ,X,O,X,O,X,X,O,X
STOIJLZ,X,X,X,O,O,X,O,X
STOIJZL,X,X,X,O,X,X,X,X
STOIZLJ,X,O,X,O,X,X,O,X
STOIZJL,X,O,X,O,X,X,X,X
STOLIJZ,X,X,X,X,O,X,O,X
STOLIZJ,X,X,X,X,X,X,O,X
STOLJIZ,X,X,X,X,O,X,O,X
STOLJZI,O,X,X,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X,O,X
STOLZJI,O,X,X,X,X,X,X,X
STOJILZ,X,X,X,O,O,X,O,X
STOJIZL,X,X,X,O,X,X,X,X
STOJLIZ,X,X,X,X,O,X,O,X
STOJLZI,O,X,X,X,O,X,X,X
STOJZIL,O,X,X,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,O,X
STOZIJL,O,O,X,X,X,X,X,X
STOZLIJ,O,O,X,X,X,X,O,X
STOZLJI,O,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X
SITLJZO,X,X,O,O,O,X,X,X
SITLJOZ,X,X,O,O,O,X,O,X
SITLZJO,X,O,O,O,X,X,X,X
SITLZOJ,X,O,O,O,X,X,O,X
SITLOJZ,X,X,O,O,O,X,O,X
SITLOZJ,X,O,O,O,X,X,O,X
SITJLZO,X,X,O,O,O,X,X,X
SITJLOZ,X,X,O,O,O,X,O,X
SITJZLO,X,X,O,O,X,X,X,X
SITJZOL,X,X,O,O,X,X,X,X
SITJOLZ,X,X,O,O,O,X,O,X
SITJOZL,X,X,O,O,X,X,X,X
SITZLJO,X,O,O,O,X,X,X,X
SITZLOJ,X,O,O,O,X,X,O,X
SITZJLO,X,O,O,O,X,X,X,X
SITZJOL,X,O,O,O,X,X,X,X
SITZOLJ,X,O,O,O,X,X,O,X
SITZOJL,X,O,O,O,X,X,X,X
SITOLJZ,X,X,O,O,O,X,O,X
SITOLZJ,X,O,O,O,X,X,O,X
SITOJLZ,X,X,O,O,O,X,O,X
SITOJZL,X,X,O,O,X,X,X,X
SITOZLJ,X,O,O,O,X,X,O,X
SITOZJL,X,O,O,O,X,X,X,X
SILTJZO,X,X,O,O,O,X,X,X
SILTJOZ,X,X,O,O,O,X,O,X
SILTZJO,X,O,O,O,X,X,X,X
SILTZOJ,X,O,O,O,X,X,O,X
SILTOJZ,X,X,O,O,O,X,O,X
SILTOZJ,X,O,O,O,X,X,O,X
SILJTZO,X,X,O,O,O,X,X,X
SILJTOZ,X,X,O,O,O,X,O,X
SILJZTO,O,X,O,O,O,X,X,X
SILJZOT,O,X,O,O,O,X,X,X
SILJOTZ,X,X,O,O,O,X,O,X
SILJOZT,O,X,O,O,O,X,X,X
SILZTJO,O,O,O,O,X,X,X,X
SILZTOJ,O,O,O,O,X,X,O,X
SILZJTO,O,O,O,O,O,X,X,X
SILZJOT,O,O,O,O,O,X,X,X
SILZOTJ,O,O,O,O,X,X,O,X
SILZOJT,O,O,O,O,O,X,X,X
SILOTJZ,X,X,O,O,O,X,O,X
SILOTZJ,X,O,O,O,X,X,O,X
SILOJTZ,X,X,O,O,O,X,O,X
SILOJZT,O,X,O,O,O,X,X,X
SILOZTJ,O,O,O,O,X,X,O,X
SILOZJT,O,O,O,O,O,X,X,X
SIJTLZO,X,X,O,O,O,X,X,X
SIJTLOZ,X,X,O,O,O,X,O,X
SIJTZLO,X,X,O,O,X,X,X,X
SIJTZOL,X,X,O,O,X,X,X,X
SIJTOLZ,X,X,O,O,O,X,O,X
SIJTOZL,X,X,O,O,X,X,X,X
SIJLTZO,X,X,O,O,O,X,X,X
SIJLTOZ,X,X,O,O,O,X,O,X
SIJLZTO,O,X,O,O,O,X,X,X
SIJLZOT,O,X,O,O,O,X,X,X
SIJLOTZ,X,X,O,O,O,X,O,X
SIJLOZT,O,X,O,O,O,X,X,X
SIJZTLO,O,X,O,O,X,X,X,X
SIJZTOL,O,X,O,O,X,X,X,X
SIJZLTO,O,X,O,O,O,X,X,X
SIJZLOT,O,X,O,O,O,X,X,X
SIJZOTL,O,X,O,O,X,X,X,X
SIJZOLT,O,X,O,O,O,X,X,X
SIJOTLZ,X,X,O,O,O,X,O,X
SIJOTZL,X,X,O,O,X,X,X,X
SIJOLTZ,X,X,O,O,O,X,O,X
SIJOLZT,O,X,O,O,O,X,X,X
SIJOZTL,O,X,O,O,X,X,X,X
SIJOZLT,O,X,O,O,O,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X
SIZTLOJ,O,O,O,O,X,X,O,X
SIZTJLO,O,O,O,O,X,X,X,X
SIZTJOL,O,O,O,O,X,X,X,X
SIZTOLJ,O,O,O,O,X,X,O,X
SIZTOJL,O,O,O,O,X,X,X,X
SIZLTJO,O,O,O,O,X,X,X,X
SIZLTOJ,O,O,O,O,X,X,O,X
SIZLJTO,O,O,O,O,O,X,X,X
SIZLJOT,O,O,O,O,O,X,X,X
SIZLOTJ,O,O,O,O,X,X,O,X
SIZLOJT,O,O,O,O,O,X,X,X
SIZJTLO,O,O,O,O,X,X,X,X
SIZJTOL,O,O,O,O,X,X,X,X
SIZJLTO,O,O,O,O,O,X,X,X
SIZJLOT,O,O,O,O,O,X,X,X
SIZJOTL,O,O,O,O,X,X,X,X
SIZJOLT,O,O,O,O,O,X,X,X
SIZOTLJ,O,O,O,O,X,X,O,X
SIZOTJL,O,O,O,O,X,X,X,X
SIZOLTJ,O,O,O,O,X,X,O,X
SIZOLJT,O,O,O,O,O,X,X,X
SIZOJTL,O,O,O,O,X,X,X,X
SIZOJLT,O,O,O,O,O,X,X,X
SIOTLJZ,X,X,O,O,O,X,O,X
SIOTLZJ,X,O,O,O,X,X,O,X
SIOTJLZ,X,X,O,O,O,X,O,X
SIOTJZL,X,X,O,O,X,X,X,X
SIOTZLJ,X,O,O,O,X,X,O,X
SIOTZJL,X,O,O,O,X,X,X,X
SIOLTJZ,X,X,O,O,O,X,O,X
SIOLTZJ,X,O,O,O,X,X,O,X
SIOLJTZ,X,X,O,O,O,X,O,X
SIOLJZT,O,X,O,O,O,X,X,X
SIOLZTJ,O,O,O,O,X,X,O,X
SIOLZJT,O,O,O,O,O,X,X,X
SIOJTLZ,X,X,O,O,O,X,O,X
SIOJTZL,X,X,O,O,X,X,X,X
SIOJLTZ,X,X,O,O,O,X,O,X
SIOJLZT,O,X,O,O,O,X,X,X
SIOJZTL,O,X,O,O,X,X,X,X
SIOJZLT,O,X,O,O,O,X,X,X
SIOZTLJ,O,O,O,O,X,X,O,X
SIOZTJL,O,O,O,O,X,X,X,X
SIOZLTJ,O,O,O,O,X,X,O,X
SIOZLJT,O,O,O,O,O,X,X,X
SIOZJTL,O,O,O,O,X,X,X,X
SIOZJLT,O,O,O,O,O,X,X,X
SLTIJZO,X,X,X,X,O,X,X,X
SLTIJOZ,X,X,X,X,O,X,O,X
SLTIZJO,X,X,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,O,X
SLTIOJZ,X,X,X,X,O,X,O,X
SLTIOZJ,X,X,X,X,X,X,O,X
SLTJIZO,X,X,X,X,O,X,X,X
SLTJIOZ,X,X,X,X,O,X,O,X
SLTJZIO,O,X,X,X,O,X,X,X
SLTJZOI,O,X,X,X,O,X,X,X
SLTJOIZ,X,X,X,X,O,X,O,X
SLTJOZI,O,X,X,X,O,X,X,X
SLTZIJO,O,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X,O,X
SLTZJIO,O,X,X,X,X,X,X,X
SLTZJOI,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,O,X
SLTZOJI,O,X,X,X,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,O,X
SLTOIZJ,X,X,X,X,X,X,O,X
SLTOJIZ,X,X,X,X,O,X,O,X
SLTOJZI,O,X,X,X,O,X,X,X
SLTOZIJ,O,X,X,X,X,X,O,X
SLTOZJI,O,X,X,X,X,X,X,X
SLITJZO,X,X,O,X,O,X,X,X
SLITJOZ,X,X,O,X,O,X,O,X
SLITZJO,X,X,O,X,X,X,X,X
SLITZOJ,X,X,O,X,X,X,O,X
SLITOJZ,X,X,O,X,O,X,O,X
SLITOZJ,X,X,O,X,X,X,O,X
SLIJTZO,X,X,O,X,O,X,X,X
SLIJTOZ,X,X,O,X,O,X,O,X
SLIJZTO,O,X,O,X,O,X,X,X
SLIJZOT,O,X,O,X,O,X,X,X
SLIJOTZ,X,X,O,X,O,X,O,X
SLIJOZT,O,X,O,X,O,X,X,X
SLIZTJO,O,X,O,X,X,X,X,X
SLIZTOJ,O,X,O,X,X,X,O,X
SLIZJTO,O,X,O,X,O,X,X,X
SLIZJOT,O,X,O,X,O,X,X,X
SLIZOTJ,O,X,O,X,X,X,O,X
SLIZOJT,O,X,O,X,O,X,X,X
SLIOTJZ,X,X,O,X,O,X,O,X
SLIOTZJ,X,X,O,X,X,X,O,X
SLIOJTZ,X,X,O,X,O,X,O,X
SLIOJZT,O,X,O,X,O,X,X,X
SLIOZTJ,O,X,O,X,X,X,O,X
SLIOZJT,O,X,O,X,O,X,X,X
SLJTIZO,X,X,X,X,O,O,X,O
SLJTIOZ,X,X,X,X,O,O,O,O
SLJTZIO,O,X,X,X,O,O,X,O
SLJTZOI,O,X,X,X,O,O,X,O
SLJTOIZ,X,X,X,X,O,O,O,O
SLJTOZI,O,X,X,X,O,O,X,O
SLJITZO,X,X,O,X,O,X,X,X
SLJITOZ,X,X,O,X,O,X,O,X
SLJIZTO,O,X,O,X,O,X,X,X
SLJIZOT,O,X,O,X,O,X,X,X
SLJIOTZ,X,X,O,X,O,X,O,X
SLJIOZT,O,X,O,X,O,X,X,X
SLJZTIO,O,X,X,X,O,O,X,X
SLJZTOI,O,X,X,X,O,O,X,X
SLJZITO,O,X,X,X,O,X,X,X
SLJZIOT,O,X,X,X,O,X,X,X
SLJZOTI,O,X,X,X,O,O,X,X
SLJZOIT,O,X,X,X,O,X,X,X
SLJOTIZ,X,X,X,X,O,O,O,O
SLJOTZI,O,X,X,X,O,O,X,O
SLJOITZ,X,X,O,X,O,X,O,X
SLJOIZT,O,X,O,X,O,X,X,X
SLJOZTI,O,X,X,X,O,O,X,X
SLJOZIT,O,X,X,X,O,X,X,X
SLZTIJO,O,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,X,O,X
SLZTJIO,O,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,X,O,X
SLZTOJI,O,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,O,X
SLZIJTO,O,X,X,X,O,X,X,X
SLZIJOT,O,X,X,X,O,X,X,X
SLZIOTJ,O,X,X,X,X,X,O,X
SLZIOJT,O,X,X,X,O,X,X,X
SLZJTIO,O,X,X,X,O,O,X,X
SLZJTOI,O,X,X,X,O,O,X,X
SLZJITO,O,X,X,X,O,X,X,X
SLZJIOT,O,X,X,X,O,X,X,X
SLZJOTI,O,X,X,X,O,O,X,X
SLZJOIT,O,X,X,X,O,X,X,X
SLZOTIJ,O,X,X,X,X,X,O,X
SLZOTJI,O,X,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,O,X
SLZOIJT,O,X,X,X,O,X,X,X
SLZOJTI,O,X,X,X,O,O,X,X
SLZOJIT,O,X,X,X,O,X,X,X
SLOTIJZ,X,X,X,X,O,X,O,X
SLOTIZJ,X,X,X,X,X,X,O,X
SLOTJIZ,X,X,X,X,O,X,O,X
SLOTJZI,O,X,X,X,O,X,X,X
SLOTZIJ,O,X,X,X,X,X,O,X
SLOTZJI,O,X,X,X,X,X,X,X
SLOITJZ,X,X,O,X,O,X,O,X
SLOITZJ,X,X,O,X,X,X,O,X
SLOIJTZ,X,X,O,X,O,X,O,X
SLOIJZT,O,X,O,X,O,X,X,X
SLOIZTJ,O,X,O,X,X,X,O,X
SLOIZJT,O,X,O,X,O,X,X,X
SLOJTIZ,X,X,X,X,O,O,O,O
SLOJTZI,O,X,X,X,O,O,X,O
SLOJITZ,X,X,O,X,O,X,O,X
SLOJIZT,O,X,O,X,O,X,X,X
SLOJZTI,O,X,X,X,O,O,X,X
SLOJZIT,O,X,X,X,O,X,X,X
SLOZTIJ,O,X,X,X,X,X,O,X
SLOZTJI,O,X,X,X,X,X,X,X
SLOZITJ,O,X,X,X,X,X,O,X
SLOZIJT,O,X,X,X,O,X,X,X
SLOZJTI,O,X,X,X,O,O,X,X
SLOZJIT,O,X,X,X,O,X,X,X
SJTILZO,X,X,X,O,O,X,X,X
SJTILOZ,X,X,X,O,O,X,O,X
SJTIZLO,X,X,X,O,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X,X
SJTIOLZ,X,X,X,O,O,X,O,X
SJTIOZL,X,X,X,O,X,X,X,X
SJTLIZO,X,X,X,X,O,X,X,O
SJTLIOZ,X,X,X,X,O,X,O,O
SJTLZIO,O,X,X,X,O,X,X,O
SJTLZOI,O,X,X,X,O,X,X,O
SJTLOIZ,X,X,X,X,O,X,O,O
SJTLOZI,O,X,X,X,O,X,X,O
SJTZILO,O,X,X,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,X,X
SJTZLIO,O,X,X,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,X,X
SJTZOLI,O,X,X,X,X,X,X,X
SJTOILZ,X,X,X,O,O,X,O,X
SJTOIZL,X,X,X,O,X,X,X,X
SJTOLIZ,X,X,X,X,O,X,O,O
SJTOLZI,O,X,X,X,O,X,X,O
SJTOZIL,O,X,X,X,X,X,X,X
SJTOZLI,O,X,X,X,X,X,X,X
SJITLZO,X,X,O,O,O,X,X,X
SJITLOZ,X,X,O,O,O,X,O,X
SJITZLO,X,X,O,O,X,X,X,X
SJITZOL,X,X,O,O,X,X,X,X
SJITOLZ,X,X,O,O,O,X,O,X
SJITOZL,X,X,O,O,X,X,X,X
SJILTZO,X,X,O,O,O,X,X,O
SJILTOZ,X,X,O,O,O,X,O,O
SJILZTO,O,X,O,O,O,X,X,X
SJILZOT,O,X,O,O,O,X,X,X
SJILOTZ,X,X,O,O,O,X,O,O
SJILOZT,O,X,O,O,O,X,X,X
SJIZTLO,O,X,O,O,X,X,X,X
SJIZTOL,O,X,O,O,X,X,X,X
SJIZLTO,O,X,O,O,O,X,X,X
SJIZLOT,O,X,O,O,O,X,X,X
SJIZOTL,O,X,O,O,X,X,X,X
SJIZOLT,O,X,O,O,O,X,X,X
SJIOTLZ,X,X,O,O,O,X,O,X
SJIOTZL,X,X,O,O,X,X,X,X
SJIOLTZ,X,X,O,O,O,X,O,O
SJIOLZT,O,X,O,O,O,X,X,X
SJIOZTL,O,X,O,O,X,X,X,X
SJIOZLT,O,X,O,O,O,X,X,X
SJLTIZO,X,X,X,X,O,O,X,O
SJLTIOZ,X,X,X,X,O,O,O,O
SJLTZIO,O,X,X,X,O,O,X,O
SJLTZOI,O,X,X,X,O,O,X,O
SJLTOIZ,X,X,X,X,O,O,O,O
SJLTOZI,O,X,X,X,O,O,X,O
SJLITZO,X,X,O,X,O,X,X,O
SJLITOZ,X,X,O,X,O,X,O,O
SJLIZTO,O,X,O,X,O,X,X,X
SJLIZOT,O,X,O,X,O,X,X,X
SJLIOTZ,X,X,O,X,O,X,O,O
SJLIOZT,O,X,O,X,O,X,X,X
SJLZTIO,O,X,X,X,O,O,X,O
SJLZTOI,O,X,X,X,O,O,X,O
SJLZITO,O,X,X,X,O,X,X,X
SJLZIOT,O,X,X,X,O,X,X,X
SJLZOTI,O,X,X,X,O,O,X,O
SJLZOIT,O,X,X,X,O,X,X,X
SJLOTIZ,X,X,X,X,O,O,O,O
SJLOTZI,O,X,X,X,O,O,X,O
SJLOITZ,X,X,O,X,O,X,O,O
SJLOIZT,O,X,O,X,O,X,X,X
SJLOZTI,O,X,X,X,O,O,X,O
SJLOZIT,O,X,X,X,O,X,X,X
SJZTILO,O,X,X,X,X,X,X,X
SJZTIOL,O,X,X,X,X,X,X,X
SJZTLIO,O,X,X,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X,X,X
SJZTOIL,O,X,X,X,X,X,X,X
SJZTOLI,O,X,X,X,X,X,X,X
SJZITLO,O,X,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,X,X,X
SJZILTO,O,X,X,X,O,X,X,X
SJZILOT,O,X,X,X,O,X,X,X
SJZIOTL,O,X,X,X,X,X,X,X
SJZIOLT,O,X,X,X,O,X,X,X
SJZLTIO,O,X,X,X,O,O,X,O
SJZLTOI,O,X,X,X,O,O,X,O
SJZLITO,O,X,X,X,O,X,X,X
SJZLIOT,O,X,X,X,O,X,X,X
SJZLOTI,O,X,X,X,O,O,X,O
SJZLOIT,O,X,X,X,O,X,X,X
SJZOTIL,O,X,X,X,X,X,X,X
SJZOTLI,O,X,X,X,X,X,X,X
SJZOITL,O,X,X,X,X,X,X,X
SJZOILT,O,X,X,X,O,X,X,X
SJZOLTI,O,X,X,X,O,O,X,O
SJZOLIT,O,X,X,X,O,X,X,X
SJOTILZ,X,X,X,O,O,X,O,X
SJOTIZL,X,X,X,O,X,X,X,X
SJOTLIZ,X,X,X,X,O,X,O,O
SJOTLZI,O,X,X,X,O,X,X,O
SJOTZIL,O,X,X,X,X,X,X,X
SJOTZLI,O,X,X,X,X,X,X,X
SJOITLZ,X,X,O,O,O,X,O,X
SJOITZL,X,X,O,O,X,X,X,X
SJOILTZ,X,X,O,O,O,X,O,O
SJOILZT,O,X,O,O,O,X,X,X
SJOIZTL,O,X,O,O,X,X,X,X
SJOIZLT,O,X,O,O,O,X,X,X
SJOLTIZ,X,X,X,X,O,O,O,O
SJOLTZI,O,X,X,X,O,O,X,O
SJOLITZ,X,X,O,X,O,X,O,O
SJOLIZT,O,X,O,X,O,X,X,X
SJOLZTI,O,X,X,X,O,O,X,O
SJOLZIT,O,X,X,X,O,X,X,X
SJOZTIL,O,X,X,X,X,X,X,X
SJOZTLI,O,X,X,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,X
SJOZILT,O,X,X,X,O,X,X,X
SJOZLTI,O,X,X,X,O,O,X,O
SJOZLIT,O,X,X,X,O,X,X,X
SZTILJO,O,O,X,X,X,X,X,X
SZTILOJ,O,O,X,X,X,X,O,X
SZTIJLO,O,O,X,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,O,X
SZTIOJL,O,O,X,X,X,X,X,X
SZTLIJO,O,O,X,X,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,O,X
SZTLJIO,O,X,X,X,X,X,X,X
SZTLJOI,O,X,X,X,X,X,X,X
SZTLOIJ,O,O,X,X,X,X,O,X
SZTLOJI,O,X,X,X,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X,X,X
SZTJLIO,O,X,X,X,X,X,X,X
SZTJLOI,O,X,X,X,X,X,X,X
SZTJOIL,O,O,X,X,X,X,X,X
SZTJOLI,O,X,X,X,X,X,X,X
SZTOILJ,O,O,X,X,X,X,O,X
SZTOIJL,O,O,X,X,X,X,X,X
SZTOLIJ,O,O,X,X,X,X,O,X
SZTOLJI,O,X,X,X,X,X,X,X
SZTOJIL,O,O,X,X,X,X,X,X
SZTOJLI,O,X,X,X,X,X,X,X
SZITLJO,O,O,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,O,X
SZITJLO,O,O,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X
SZITOLJ,O,O,X,X,X,X,O,X
