sequence,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBcmBxiBSsBToB2xB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBUiBGjBTmBxsByxB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBqsBToBfsB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBRiB+oBTmB0sBisB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgB3hB+oBxrBatBTsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBStBfsBzsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFTjBRmBSsBmlBXtBFsB,v115@HhA8IeD8FeF8CeA8Jel/IvhFRhBTjBmlBCnBcsBXtB
JTZSILO,X,X,X,X,O,X,X,X
JTZSIOL,X,X,X,X,O,X,X,X
JTZSLIO,O,X,X,X,X,O,X,X
JTZSLOI,O,X,O,X,X,O,X,O
JTZSOIL,O,X,X,O,X,X,X,X
JTZSOLI,O,X,O,O,X,X,X,O
JTZOILS,X,X,O,O,O,X,X,X
JTZOISL,O,X,X,O,O,X,X,X
JTZOLIS,O,X,O,O,X,O,X,X
JTZOLSI,O,X,O,O,X,O,X,X
JTZOSIL,O,X,X,O,X,X,X,X
JTZOSLI,O,X,O,O,X,X,X,X
JTOILSZ,X,O,O,O,O,X,X,X
JTOILZS,O,O,O,X,O,X,X,X
JTOISLZ,X,O,X,O,O,X,X,X
JTOISZL,X,O,X,O,O,X,X,X
JTOIZLS,X,O,O,O,O,X,X,X
JTOIZSL,O,O,X,O,O,X,X,X
JTOLISZ,X,X,O,O,X,O,X,X
JTOLIZS,O,X,O,X,X,O,X,X
JTOLSIZ,X,X,O,O,X,O,X,O
JTOLSZI,X,X,O,O,X,O,X,O
JTOLZIS,O,X,O,O,X,O,X,X
JTOLZSI,O,X,O,O,X,O,X,X
JTOSILZ,X,O,X,O,X,X,X,O
JTOSIZL,X,O,X,O,X,X,X,X
JTOSLIZ,X,X,O,O,X,X,X,O
JTOSLZI,X,X,O,O,X,X,X,O
JTOSZIL,O,O,X,O,X,X,X,X
JTOSZLI,O,O,O,O,X,X,X,O
JTOZILS,X,O,O,O,O,X,X,X
JTOZISL,O,O,X,O,O,X,X,X
JTOZLIS,O,X,O,O,X,O,X,X
JTOZLSI,O,O,O,O,X,O,X,X
JTOZSIL,O,O,X,O,X,X,X,X
JTOZSLI,O,O,O,O,X,X,X,X
JITLSZO,X,O,X,X,O,O,X,X
JITLSOZ,X,X,X,X,O,O,X,O
JITLZSO,X,O,X,X,O,O,X,X
JITLZOS,X,X,O,X,O,O,X,X
JITLOSZ,X,O,O,X,O,O,X,X
JITLOZS,X,O,O,X,O,O,X,X
JITSLZO,X,O,X,X,O,X,X,X
JITSLOZ,X,X,X,X,O,X,X,O
JITSZLO,X,O,X,X,O,X,X,X
JITSZOL,X,O,X,X,O,X,X,X
JITSOLZ,X,O,X,O,O,X,X,O
JITSOZL,X,O,X,O,O,X,X,X
JITZLSO,X,O,X,X,O,O,X,X
JITZLOS,X,X,O,X,O,O,X,X
JITZSLO,X,O,X,X,O,X,X,X
JITZSOL,X,O,X,X,O,X,X,X
JITZOLS,X,O,O,O,O,X,X,X
JITZOSL,X,O,X,O,O,X,X,X
JITOLSZ,X,O,O,O,O,X,X,X
JITOLZS,X,O,O,X,O,X,X,X
JITOSLZ,X,O,X,O,O,X,X,X
JITOSZL,X,O,X,O,O,X,X,X
JITOZLS,X,O,O,O,O,X,X,X
JITOZSL,X,O,X,O,O,X,X,X
JILTSZO,X,O,X,X,O,O,X,X
JILTSOZ,X,X,X,X,O,O,X,O
JILTZSO,X,O,X,X,O,O,X,X
JILTZOS,X,X,O,X,O,O,X,X
JILTOSZ,X,O,O,X,O,O,X,X
JILTOZS,X,O,O,X,O,O,X,X
JILSTZO,X,O,X,X,O,O,X,X
JILSTOZ,X,X,X,X,O,O,X,O
JILSZTO,X,O,X,X,O,O,X,X
JILSZOT,X,X,X,X,O,O,O,X
JILSOTZ,X,X,X,X,O,O,X,O
JILSOZT,X,X,X,X,O,O,O,X
JILZTSO,X,O,X,X,O,O,X,X
JILZTOS,X,X,O,X,O,O,X,X
JILZSTO,X,O,X,X,O,O,X,X
JILZSOT,X,X,X,X,O,O,O,X
JILZOTS,X,X,O,X,O,O,X,X
JILZOST,X,X,O,X,O,O,X,X
JILOTSZ,X,O,O,X,O,O,X,X
JILOTZS,X,O,O,X,O,O,X,X
JILOSTZ,X,O,O,X,O,O,X,X
JILOSZT,X,O,O,X,O,O,X,X
JILOZTS,X,O,O,X,O,O,X,X
JILOZST,X,O,O,X,O,O,X,X
JISTLZO,X,O,X,X,O,X,X,X
JISTLOZ,X,X,X,X,O,X,X,O
JISTZLO,X,O,X,X,O,X,X,X
JISTZOL,X,O,X,X,O,X,X,X
JISTOLZ,X,O,X,O,O,X,X,O
JISTOZL,X,O,X,O,O,X,X,X
JISLTZO,X,O,X,X,O,X,X,X
JISLTOZ,X,X,X,X,O,X,X,O
JISLZTO,X,O,X,X,O,X,X,X
JISLZOT,X,X,X,X,O,X,O,X
JISLOTZ,X,X,X,X,O,X,X,O
JISLOZT,X,X,X,X,O,X,O,X
JISZTLO,X,O,X,X,O,X,X,X
JISZTOL,X,O,X,X,O,X,X,X
JISZLTO,X,O,X,X,O,X,X,X
JISZLOT,X,X,X,X,O,X,O,X
JISZOTL,X,O,X,X,O,X,X,X
JISZOLT,X,X,X,X,O,X,O,X
JISOTLZ,X,O,X,O,O,X,X,O
JISOTZL,X,O,X,O,O,X,X,X
JISOLTZ,X,O,X,O,O,X,X,O
JISOLZT,X,O,X,X,O,X,O,X
JISOZTL,X,O,X,O,O,X,X,X
JISOZLT,X,O,X,O,O,X,O,X
JIZTLSO,X,O,X,X,O,O,X,X
JIZTLOS,X,X,O,X,O,O,X,X
JIZTSLO,X,O,X,X,O,X,X,X
JIZTSOL,X,O,X,X,O,X,X,X
JIZTOLS,X,O,O,O,O,X,X,X
JIZTOSL,X,O,X,O,O,X,X,X
JIZLTSO,X,O,X,X,O,O,X,X
JIZLTOS,X,X,O,X,O,O,X,X
JIZLSTO,X,O,X,X,O,O,X,X
JIZLSOT,X,X,X,X,O,O,O,X
JIZLOTS,X,X,O,X,O,O,X,X
JIZLOST,X,X,O,X,O,O,X,X
JIZSTLO,X,O,X,X,O,X,X,X
JIZSTOL,X,O,X,X,O,X,X,X
JIZSLTO,X,O,X,X,O,X,X,X
JIZSLOT,X,X,X,X,O,X,O,X
JIZSOTL,X,O,X,X,O,X,X,X
JIZSOLT,X,X,X,X,O,X,O,X
JIZOTLS,X,O,O,O,O,X,X,X
JIZOTSL,X,O,X,O,O,X,X,X
JIZOLTS,X,O,O,O,O,X,X,X
JIZOLST,X,O,O,O,O,X,X,X
JIZOSTL,X,O,X,O,O,X,X,X
JIZOSLT,X,O,X,O,O,X,X,X
JIOTLSZ,X,O,O,O,O,X,X,X
JIOTLZS,X,O,O,X,O,X,X,X
JIOTSLZ,X,O,X,O,O,X,X,X
JIOTSZL,X,O,X,O,O,X,X,X
JIOTZLS,X,O,O,O,O,X,X,X
JIOTZSL,X,O,X,O,O,X,X,X
JIOLTSZ,X,O,O,O,O,X,X,X
JIOLTZS,X,O,O,X,O,X,X,X
JIOLSTZ,X,O,O,O,O,X,X,X
JIOLSZT,X,O,O,X,O,X,X,X
JIOLZTS,X,O,O,X,O,X,X,X
JIOLZST,X,O,O,X,O,X,X,X
JIOSTLZ,X,O,X,O,O,X,X,X
JIOSTZL,X,O,X,O,O,X,X,X
JIOSLTZ,X,O,X,O,O,X,X,X
JIOSLZT,X,O,X,X,O,X,X,X
JIOSZTL,X,O,X,O,O,X,X,X
JIOSZLT,X,O,X,O,O,X,X,X
JIOZTLS,X,O,O,O,O,X,X,X
JIOZTSL,X,O,X,O,O,X,X,X
JIOZLTS,X,O,O,O,O,X,X,X
JIOZLST,X,O,O,O,O,X,X,X
JIOZSTL,X,O,X,O,O,X,X,X
JIOZSLT,X,O,X,O,O,X,X,X
JLTISZO,X,X,X,X,O,O,X,X
JLTISOZ,X,X,X,X,O,O,X,O
JLTIZSO,O,X,X,X,O,O,X,X
JLTIZOS,X,X,O,X,O,O,X,X
JLTIOSZ,X,X,O,X,O,O,X,X
JLTIOZS,X,X,O,X,O,O,X,X
JLTSIZO,X,X,X,X,X,O,X,X
JLTSIOZ,X,X,X,X,X,O,X,O
JLTSZIO,X,X,X,X,X,O,X,X
JLTSZOI,X,X,O,X,X,O,X,O
JLTSOIZ,X,X,O,O,X,O,X,O
JLTSOZI,X,X,O,O,X,O,X,O
JLTZISO,O,X,X,X,O,O,X,X
JLTZIOS,X,X,O,X,O,O,X,X
JLTZSIO,O,X,X,X,X,O,X,X
JLTZSOI,O,X,O,X,X,O,X,O
JLTZOIS,O,X,O,O,X,O,X,X
JLTZOSI,O,X,O,O,X,O,X,X
JLTOISZ,X,X,O,O,X,O,X,X
JLTOIZS,O,X,O,X,X,O,X,X
JLTOSIZ,X,X,O,O,X,O,X,O
JLTOSZI,X,X,O,O,X,O,X,O
JLTOZIS,O,X,O,O,X,O,X,X
JLTOZSI,O,X,O,O,X,O,X,X
JLITSZO,X,X,X,X,O,O,X,X
JLITSOZ,X,X,X,X,O,O,X,O
JLITZSO,O,X,X,X,O,O,X,X
JLITZOS,X,X,O,X,O,O,X,X
JLITOSZ,X,X,O,X,O,O,X,X
JLITOZS,X,X,O,X,O,O,X,X
JLISTZO,X,X,X,X,O,O,X,X
JLISTOZ,X,X,X,X,O,O,X,O
JLISZTO,X,X,X,X,O,O,X,X
JLISZOT,X,X,X,X,O,O,O,X
JLISOTZ,X,X,X,X,O,O,X,O
JLISOZT,X,X,X,X,O,O,O,X
JLIZTSO,O,X,X,X,O,O,X,X
JLIZTOS,X,X,O,X,O,O,X,X
JLIZSTO,O,X,X,X,O,O,X,X
JLIZSOT,X,X,X,X,O,O,O,X
JLIZOTS,X,X,O,X,O,O,X,X
JLIZOST,X,X,O,X,O,O,X,X
JLIOTSZ,X,X,O,X,O,O,X,X
JLIOTZS,X,X,O,X,O,O,X,X
JLIOSTZ,X,X,O,X,O,O,X,X
JLIOSZT,X,X,O,X,O,O,X,X
JLIOZTS,X,X,O,X,O,O,X,X
JLIOZST,X,X,O,X,O,O,X,X
JLSTIZO,X,X,X,X,X,O,X,X
JLSTIOZ,X,X,X,X,X,O,X,O
JLSTZIO,X,X,X,X,X,O,X,X
JLSTZOI,X,X,O,X,X,O,X,O
JLSTOIZ,X,X,O,O,X,O,X,O
JLSTOZI,X,X,O,O,X,O,X,O
JLSITZO,X,X,X,X,X,O,X,X
JLSITOZ,X,X,X,X,X,O,X,O
JLSIZTO,X,X,X,X,X,O,X,X
JLSIZOT,X,X,X,X,X,O,O,X
JLSIOTZ,X,X,X,X,X,O,X,O
JLSIOZT,X,X,X,X,X,O,O,X
JLSZTIO,X,X,X,X,X,O,X,X
JLSZTOI,X,X,O,X,X,O,X,O
JLSZITO,X,X,X,X,X,O,X,X
JLSZIOT,X,X,X,X,X,O,O,X
JLSZOTI,X,X,O,X,X,O,X,O
JLSZOIT,X,X,O,X,X,O,O,X
JLSOTIZ,X,X,O,O,X,O,X,O
JLSOTZI,X,X,O,O,X,O,X,O
JLSOITZ,X,X,O,O,X,O,X,O
JLSOIZT,X,X,O,X,X,O,O,X
JLSOZTI,X,X,O,O,X,O,X,O
JLSOZIT,X,X,O,O,X,O,O,X
JLZTISO,O,X,X,X,O,O,X,X
JLZTIOS,X,X,O,X,O,O,X,X
JLZTSIO,O,X,X,X,X,O,X,X
JLZTSOI,O,X,O,X,X,O,X,O
JLZTOIS,O,X,O,O,X,O,X,X
JLZTOSI,O,X,O,O,X,O,X,X
JLZITSO,O,X,X,X,O,O,X,X
JLZITOS,X,X,O,X,O,O,X,X
JLZISTO,O,X,X,X,O,O,X,X
JLZISOT,X,X,X,X,O,O,O,X
JLZIOTS,X,X,O,X,O,O,X,X
JLZIOST,X,X,O,X,O,O,X,X
JLZSTIO,O,X,X,X,X,O,X,X
JLZSTOI,O,X,O,X,X,O,X,O
JLZSITO,O,X,X,X,X,O,X,X
JLZSIOT,X,X,X,X,X,O,O,X
JLZSOTI,O,X,O,X,X,O,X,O
JLZSOIT,O,X,O,X,X,O,O,X
JLZOTIS,O,X,O,O,X,O,X,X
JLZOTSI,O,X,O,O,X,O,X,X
JLZOITS,O,X,O,O,X,O,X,X
JLZOIST,O,X,O,O,X,O,X,X
JLZOSTI,O,X,O,O,X,O,X,X
JLZOSIT,O,X,O,O,X,O,X,X
JLOTISZ,X,X,O,O,X,O,X,X
JLOTIZS,O,X,O,X,X,O,X,X
JLOTSIZ,X,X,O,O,X,O,X,O
JLOTSZI,X,X,O,O,X,O,X,O
JLOTZIS,O,X,O,O,X,O,X,X
JLOTZSI,O,X,O,O,X,O,X,X
JLOITSZ,X,X,O,O,X,O,X,X
JLOITZS,O,X,O,X,X,O,X,X
JLOISTZ,X,X,O,O,X,O,X,X
JLOISZT,X,X,O,X,X,O,X,X
JLOIZTS,O,X,O,X,X,O,X,X
JLOIZST,O,X,O,X,X,O,X,X
JLOSTIZ,X,X,O,O,X,O,X,O
JLOSTZI,X,X,O,O,X,O,X,O
JLOSITZ,X,X,O,O,X,O,X,O
JLOSIZT,X,X,O,X,X,O,X,X
JLOSZTI,X,X,O,O,X,O,X,O
JLOSZIT,X,X,O,O,X,O,X,X
JLOZTIS,O,X,O,O,X,O,X,X
JLOZTSI,O,X,O,O,X,O,X,X
JLOZITS,O,X,O,O,X,O,X,X
JLOZIST,O,X,O,O,X,O,X,X
JLOZSTI,O,X,O,O,X,O,X,X
JLOZSIT,O,X,O,O,X,O,X,X
JSTILZO,X,O,X,X,O,X,X,X
JSTILOZ,X,X,X,X,O,X,X,O
JSTIZLO,X,O,X,X,O,X,X,X
JSTIZOL,X,O,X,X,O,X,X,X
JSTIOLZ,X,X,X,O,O,X,X,O
JSTIOZL,X,O,X,O,O,X,X,X
JSTLIZO,X,X,X,X,X,O,X,X
JSTLIOZ,X,X,X,X,X,O,X,O
JSTLZIO,X,X,X,X,X,O,X,X
JSTLZOI,X,X,O,X,X,O,X,O
JSTLOIZ,X,X,O,O,X,O,X,O
JSTLOZI,X,X,O,O,X,O,X,O
JSTZILO,X,X,X,X,O,X,X,X
JSTZIOL,X,X,X,X,O,X,X,X
JSTZLIO,O,X,X,X,X,O,X,X
JSTZLOI,O,X,O,X,X,O,X,O
JSTZOIL,O,X,X,O,X,X,X,X
JSTZOLI,O,X,O,O,X,X,X,O
JSTOILZ,X,O,X,O,X,X,X,O
JSTOIZL,X,O,X,O,X,X,X,X
JSTOLIZ,X,X,O,O,X,X,X,O
JSTOLZI,X,X,O,O,X,X,X,O
JSTOZIL,O,O,X,O,X,X,X,X
JSTOZLI,O,O,O,O,X,X,X,O
JSITLZO,X,O,X,X,O,X,X,X
JSITLOZ,X,X,X,X,O,X,X,O
JSITZLO,X,O,X,X,O,X,X,X
JSITZOL,X,O,X,X,O,X,X,X
JSITOLZ,X,X,X,O,O,X,X,O
JSITOZL,X,O,X,O,O,X,X,X
JSILTZO,X,O,X,X,O,X,X,X
JSILTOZ,X,X,X,X,O,X,X,O
JSILZTO,X,O,X,X,O,X,X,X
JSILZOT,X,X,X,X,O,X,O,X
JSILOTZ,X,X,X,X,O,X,X,O
JSILOZT,X,X,X,X,O,X,O,X
JSIZTLO,X,O,X,X,O,X,X,X
JSIZTOL,X,O,X,X,O,X,X,X
JSIZLTO,X,O,X,X,O,X,X,X
JSIZLOT,X,X,X,X,O,X,O,X
JSIZOTL,X,O,X,X,O,X,X,X
JSIZOLT,X,X,X,X,O,X,O,X
JSIOTLZ,X,X,X,O,O,X,X,O
JSIOTZL,X,O,X,O,O,X,X,X
JSIOLTZ,X,X,X,O,O,X,X,O
JSIOLZT,X,X,X,X,O,X,O,X
JSIOZTL,X,O,X,O,O,X,X,X
JSIOZLT,X,X,X,O,O,X,O,X
JSLTIZO,X,X,X,X,X,O,X,X
JSLTIOZ,X,X,X,X,X,O,X,O
JSLTZIO,X,X,X,X,X,O,X,X
JSLTZOI,X,X,O,X,X,O,X,O
JSLTOIZ,X,X,O,O,X,O,X,O
JSLTOZI,X,X,O,O,X,O,X,O
JSLITZO,X,X,X,X,X,O,X,X
JSLITOZ,X,X,X,X,X,O,X,O
JSLIZTO,X,X,X,X,X,O,X,X
JSLIZOT,X,X,X,X,X,O,O,X
JSLIOTZ,X,X,X,X,X,O,X,O
JSLIOZT,X,X,X,X,X,O,O,X
JSLZTIO,X,X,X,X,X,O,X,X
JSLZTOI,X,X,O,X,X,O,X,O
JSLZITO,X,X,X,X,X,O,X,X
JSLZIOT,X,X,X,X,X,O,O,X
JSLZOTI,X,X,O,X,X,O,X,O
JSLZOIT,X,X,O,X,X,O,O,X
JSLOTIZ,X,X,O,O,X,O,X,O
JSLOTZI,X,X,O,O,X,O,X,O
JSLOITZ,X,X,O,O,X,O,X,O
JSLOIZT,X,X,O,X,X,O,O,X
JSLOZTI,X,X,O,O,X,O,X,O
JSLOZIT,X,X,O,O,X,O,O,X
JSZTILO,X,X,X,X,O,X,X,X
JSZTIOL,X,X,X,X,O,X,X,X
JSZTLIO,O,X,X,X,X,O,X,X
JSZTLOI,O,X,O,X,X,O,X,O
JSZTOIL,O,X,X,O,X,X,X,X
JSZTOLI,O,X,O,O,X,X,X,O
JSZITLO,X,X,X,X,O,X,X,X
JSZITOL,X,X,X,X,O,X,X,X
JSZILTO,X,X,X,X,O,X,X,X
JSZILOT,X,X,X,X,O,X,O,X
JSZIOTL,X,X,X,X,O,X,X,X
JSZIOLT,X,X,X,X,O,X,O,X
JSZLTIO,O,X,X,X,X,O,X,X
JSZLTOI,O,X,O,X,X,O,X,O
JSZLITO,O,X,X,X,X,O,X,X
JSZLIOT,X,X,X,X,X,O,O,X
JSZLOTI,O,X,O,X,X,O,X,O
JSZLOIT,O,X,O,X,X,O,O,X
JSZOTIL,O,X,X,O,X,X,X,X
JSZOTLI,O,X,O,O,X,X,X,O
JSZOITL,O,X,X,O,X,X,X,X
JSZOILT,X,X,X,O,X,X,O,X
JSZOLTI,O,X,O,O,X,X,X,O
JSZOLIT,O,X,O,O,X,X,O,X
JSOTILZ,X,O,X,O,X,X,X,O
JSOTIZL,X,O,X,O,X,X,X,X
JSOTLIZ,X,X,O,O,X,X,X,O
JSOTLZI,X,X,O,O,X,X,X,O
JSOTZIL,O,O,X,O,X,X,X,X
JSOTZLI,O,O,O,O,X,X,X,O
JSOITLZ,X,O,X,O,X,X,X,O
JSOITZL,X,O,X,O,X,X,X,X
JSOILTZ,X,O,X,O,X,X,X,O
JSOILZT,X,O,X,X,X,X,O,X
JSOIZTL,X,O,X,O,X,X,X,X
JSOIZLT,X,O,X,O,X,X,O,X
JSOLTIZ,X,X,O,O,X,X,X,O
JSOLTZI,X,X,O,O,X,X,X,O
JSOLITZ,X,X,O,O,X,X,X,O
JSOLIZT,X,X,O,X,X,X,O,X
JSOLZTI,X,X,O,O,X,X,X,O
JSOLZIT,X,X,O,O,X,X,O,X
JSOZTIL,O,O,X,O,X,X,X,X
JSOZTLI,O,O,O,O,X,X,X,O
JSOZITL,O,O,X,O,X,X,X,X
JSOZILT,X,O,X,O,X,X,O,X
JSOZLTI,O,O,O,O,X,X,X,O
JSOZLIT,O,X,O,O,X,X,O,X
JZTILSO,X,X,X,X,O,O,X,X
JZTILOS,X,X,O,X,O,O,X,X
JZTISLO,X,X,X,X,O,X,X,X
JZTISOL,X,X,X,X,O,X,X,X
JZTIOLS,X,X,O,O,O,X,X,X
JZTIOSL,X,X,X,O,O,X,X,X
JZTLISO,O,X,X,X,O,O,X,X
JZTLIOS,X,X,O,X,O,O,X,X
JZTLSIO,O,X,X,X,X,O,X,X
JZTLSOI,O,X,O,X,X,O,X,O
JZTLOIS,O,X,O,O,X,O,X,X
JZTLOSI,O,X,O,O,X,O,X,X
JZTSILO,X,X,X,X,O,X,X,X
JZTSIOL,X,X,X,X,O,X,X,X
JZTSLIO,O,X,X,X,X,O,X,X
JZTSLOI,O,X,O,X,X,O,X,O
JZTSOIL,O,X,X,O,X,X,X,X
JZTSOLI,O,X,O,O,X,X,X,O
JZTOILS,X,X,O,O,O,X,X,X
JZTOISL,O,X,X,O,O,X,X,X
JZTOLIS,O,X,O,O,X,O,X,X
JZTOLSI,O,X,O,O,X,O,X,X
JZTOSIL,O,X,X,O,X,X,X,X
JZTOSLI,O,X,O,O,X,X,X,X
JZITLSO,X,X,X,X,O,O,X,X
JZITLOS,X,X,O,X,O,O,X,X
JZITSLO,X,X,X,X,O,X,X,X
JZITSOL,X,X,X,X,O,X,X,X
JZITOLS,X,X,O,O,O,X,X,X
JZITOSL,X,X,X,O,O,X,X,X
JZILTSO,X,X,X,X,O,O,X,X
JZILTOS,X,X,O,X,O,O,X,X
JZILSTO,X,X,X,X,O,O,X,X
JZILSOT,X,X,X,X,O,O,O,X
JZILOTS,X,X,O,X,O,O,X,X
JZILOST,X,X,O,X,O,O,X,X
JZISTLO,X,X,X,X,O,X,X,X
JZISTOL,X,X,X,X,O,X,X,X
JZISLTO,X,X,X,X,O,X,X,X
JZISLOT,X,X,X,X,O,X,O,X
JZISOTL,X,X,X,X,O,X,X,X
JZISOLT,X,X,X,X,O,X,O,X
JZIOTLS,X,X,O,O,O,X,X,X
JZIOTSL,X,X,X,O,O,X,X,X
JZIOLTS,X,X,O,O,O,X,X,X
JZIOLST,X,X,O,O,O,X,X,X
JZIOSTL,X,X,X,O,O,X,X,X
JZIOSLT,X,X,X,O,O,X,X,X
JZLTISO,O,X,X,X,O,O,X,X
JZLTIOS,X,X,O,X,O,O,X,X
JZLTSIO,O,X,X,X,X,O,X,X
JZLTSOI,O,X,O,X,X,O,X,O
JZLTOIS,O,X,O,O,X,O,X,X
JZLTOSI,O,X,O,O,X,O,X,X
JZLITSO,O,X,X,X,O,O,X,X
JZLITOS,X,X,O,X,O,O,X,X
JZLISTO,O,X,X,X,O,O,X,X
JZLISOT,X,X,X,X,O,O,O,X
JZLIOTS,X,X,O,X,O,O,X,X
JZLIOST,X,X,O,X,O,O,X,X
JZLSTIO,O,X,X,X,X,O,X,X
JZLSTOI,O,X,O,X,X,O,X,O
JZLSITO,O,X,X,X,X,O,X,X
JZLSIOT,X,X,X,X,X,O,O,X
JZLSOTI,O,X,O,X,X,O,X,O
JZLSOIT,O,X,O,X,X,O,O,X
JZLOTIS,O,X,O,O,X,O,X,X
JZLOTSI,O,X,O,O,X,O,X,X
JZLOITS,O,X,O,O,X,O,X,X
JZLOIST,O,X,O,O,X,O,X,X
JZLOSTI,O,X,O,O,X,O,X,X
JZLOSIT,O,X,O,O,X,O,X,X
JZSTILO,X,X,X,X,O,X,X,X
JZSTIOL,X,X,X,X,O,X,X,X
JZSTLIO,O,X,X,X,X,O,X,X
JZSTLOI,O,X,O,X,X,O,X,O
JZSTOIL,O,X,X,O,X,X,X,X
JZSTOLI,O,X,O,O,X,X,X,O
JZSITLO,X,X,X,X,O,X,X,X
JZSITOL,X,X,X,X,O,X,X,X
JZSILTO,X,X,X,X,O,X,X,X
JZSILOT,X,X,X,X,O,X,O,X
JZSIOTL,X,X,X,X,O,X,X,X
JZSIOLT,X,X,X,X,O,X,O,X
JZSLTIO,O,X,X,X,X,O,X,X
JZSLTOI,O,X,O,X,X,O,X,O
JZSLITO,O,X,X,X,X,O,X,X
JZSLIOT,X,X,X,X,X,O,O,X
JZSLOTI,O,X,O,X,X,O,X,O
JZSLOIT,O,X,O,X,X,O,O,X
JZSOTIL,O,X,X,O,X,X,X,X
JZSOTLI,O,X,O,O,X,X,X,O
JZSOITL,O,X,X,O,X,X,X,X
JZSOILT,X,X,X,O,X,X,O,X
JZSOLTI,O,X,O,O,X,X,X,O
JZSOLIT,O,X,O,O,X,X,O,X
JZOTILS,X,X,O,O,O,X,X,X
JZOTISL,O,X,X,O,O,X,X,X
JZOTLIS,O,X,O,O,X,O,X,X
JZOTLSI,O,X,O,O,X,O,X,X
JZOTSIL,O,X,X,O,X,X,X,X
JZOTSLI,O,X,O,O,X,X,X,X
JZOITLS,X,X,O,O,O,X,X,X
JZOITSL,O,X,X,O,O,X,X,X
JZOILTS,X,X,O,O,O,X,X,X
JZOILST,X,X,O,O,O,X,X,X
JZOISTL,O,X,X,O,O,X,X,X
JZOISLT,X,X,X,O,O,X,X,X
JZOLTIS,O,X,O,O,X,O,X,X
JZOLTSI,O,X,O,O,X,O,X,X
JZOLITS,O,X,O,O,X,O,X,X
JZOLIST,O,X,O,O,X,O,X,X
JZOLSTI,O,X,O,O,X,O,X,X
JZOLSIT,O,X,O,O,X,O,X,X
JZOSTIL,O,X,X,O,X,X,X,X
JZOSTLI,O,X,O,O,X,X,X,X
JZOSITL,O,X,X,O,X,X,X,X
JZOSILT,X,X,X,O,X,X,X,X
JZOSLTI,O,X,O,O,X,X,X,X
JZOSLIT,O,X,O,O,X,X,X,X
JOTILSZ,X,O,O,O,O,X,X,X
JOTILZS,O,O,O,X,O,X,X,X
JOTISLZ,X,O,X,O,O,X,X,X
JOTISZL,X,O,X,O,O,X,X,X
JOTIZLS,X,O,O,O,O,X,X,X
JOTIZSL,O,O,X,O,O,X,X,X
JOTLISZ,X,X,O,O,X,O,X,X
JOTLIZS,O,X,O,X,X,O,X,X
JOTLSIZ,X,X,O,O,X,O,X,O
JOTLSZI,X,X,O,O,X,O,X,O
JOTLZIS,O,X,O,O,X,O,X,X
JOTLZSI,O,X,O,O,X,O,X,X
JOTSILZ,X,O,X,O,X,X,X,O
JOTSIZL,X,O,X,O,X,X,X,X
JOTSLIZ,X,X,O,O,X,X,X,O
JOTSLZI,X,X,O,O,X,X,X,O
JOTSZIL,O,O,X,O,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,O
JOTZILS,X,O,O,O,O,X,X,X
JOTZISL,O,O,X,O,O,X,X,X
JOTZLIS,O,X,O,O,X,O,X,X
JOTZLSI,O,O,O,O,X,O,X,X
JOTZSIL,O,O,X,O,X,X,X,X
JOTZSLI,O,O,O,O,X,X,X,X
JOITLSZ,X,O,O,O,O,X,X,X
JOITLZS,O,O,O,X,O,X,X,X
JOITSLZ,X,O,X,O,O,X,X,X
JOITSZL,X,O,X,O,O,X,X,X
JOITZLS,X,O,O,O,O,X,X,X
JOITZSL,O,O,X,O,O,X,X,X
JOILTSZ,X,O,O,O,O,X,X,X
JOILTZS,O,O,O,X,O,X,X,X
JOILSTZ,X,O,O,O,O,X,X,X
JOILSZT,X,O,O,X,O,X,X,X
JOILZTS,O,O,O,X,O,X,X,X
JOILZST,O,O,O,X,O,X,X,X
JOISTLZ,X,O,X,O,O,X,X,X
JOISTZL,X,O,X,O,O,X,X,X
JOISLTZ,X,O,X,O,O,X,X,X
JOISLZT,X,O,X,X,O,X,X,X
JOISZTL,X,O,X,O,O,X,X,X
JOISZLT,X,O,X,O,O,X,X,X
JOIZTLS,X,O,O,O,O,X,X,X
JOIZTSL,O,O,X,O,O,X,X,X
JOIZLTS,X,O,O,O,O,X,X,X
JOIZLST,X,O,O,O,O,X,X,X
JOIZSTL,O,O,X,O,O,X,X,X
JOIZSLT,X,O,X,O,O,X,X,X
JOLTISZ,X,X,O,O,X,O,X,X
JOLTIZS,O,X,O,X,X,O,X,X
JOLTSIZ,X,X,O,O,X,O,X,O
JOLTSZI,X,X,O,O,X,O,X,O
JOLTZIS,O,X,O,O,X,O,X,X
JOLTZSI,O,X,O,O,X,O,X,X
JOLITSZ,X,X,O,O,X,O,X,X
JOLITZS,O,X,O,X,X,O,X,X
JOLISTZ,X,X,O,O,X,O,X,X
JOLISZT,X,X,O,X,X,O,X,X
