sequence,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeRAJvhFFiB6oBXlB0?mBznBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je3AJvhF1mBxiBSsBT?oBUqBupB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je1FJvhFxhBXjBzmBS?tBUqBupB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeRAJvhF3hBziB+oBV?sBUqBCqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JefIJvhF6oBRlBUnBl?mBzpBGqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeWFJvhF1mBxiBSsBT?oB8pB3qB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhF6oBRlBznBF?lB0mBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JelBJvhFUjBRlBXnBS?tBzpBGqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JefFJvhF0gBSnBTjBl?mBWvBxxB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhFRlBCoBFlB0?mBToBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je0BJvhFRlBCoBFlBX?nBToBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JexBJvhF8nB+oBfqBz?mBlqBCqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhFTjBRlBWtBC?lB0mBVvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je5EJvhFVnBilBXoB0?mBGoBTqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeWFJvhFFjBxmBStB8?pBzmB3qB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeuEJvhF3gBUjBxmBz?mBStBVvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je0BJvhFTjBRlBWtBC?lBXnBVvB
LIJSOZT,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIJZTOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIJZSTO,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LIJZSOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIJZOST,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LIJOTSZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIJOZST,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LISTJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LISTJOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LISTZJO,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LISTZOJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LISJTZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LISJTOZ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LISJZTO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X
LISZTOJ,O,X,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
LISZJTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LISZJOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LISZOTJ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LISZOJT,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LISOTZJ,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LISOJTZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LISOJZT,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LISOZTJ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LISOZJT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZTSJO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIZTSOJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZTOJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJTSO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZJSTO,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZJSOT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIZJOST,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
LIZSTJO,O,X,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
LIZSTOJ,O,X,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X
LIZSJTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LIZSJOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LIZSOTJ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LIZSOJT,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LIZOTJS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJTS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOJST,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZOSTJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LIOTJZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOTSJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LIOJTZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOJSTZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LIOSTZJ,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LIOSJTZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LIOSJZT,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
LIOSZTJ,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIOSZJT,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIOZTJS,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJST,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOZSTJ,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LIOZSJT,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
LJTIOSZ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTIOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LJTSIZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTSIOZ,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LJTSZIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTSOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTZIOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTZSIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTOIZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LJTOSIZ,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJTOSZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJITSOZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJITOSZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LJITOZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJISTZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJISTOZ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJISZTO,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJISZOT,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJISOZT,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJIZTSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJIZTOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJIZSTO,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LJIZSOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJIZOST,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LJIOTSZ,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJIOZST,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LJSTIZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LJSTIOZ,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X
LJSTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSTOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJSITOZ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJSIZTO,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJSIZOT,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJSIOZT,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJSZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LJSZOTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOIT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSOTZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJSOIZT,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJSOZTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOZIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LJZTISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZTIOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZTSIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZISOT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJZSTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSOTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOIT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOTIS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJZOSTI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOSIT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJOTISZ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJOTIZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LJOTSIZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LJOITZS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOISZT,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJOIZTS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJOIZST,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O
LJOSTIZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOSTZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOSIZT,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJOSZTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOSZIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LJOZTIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJOZSTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOZSIT,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSTIJOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
LSTIZJO,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSTIZOJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSTIOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LSTIOZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSTJIOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
LSTJZIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTZIOJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTZJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LSTOIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTOJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSITJOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
LSITZJO,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSITZOJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSIJTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSIJZTO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSIJZOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X
LSIZTOJ,O,X,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
LSIZJTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSIZJOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSIZOTJ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSIZOJT,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LSIOTZJ,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LSIOJTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIOJZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LSIOZJT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSJTIOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSJTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSJITOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LSJIZTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSJIZOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJZIOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSJZOTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZOIT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LSJOZTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJOZIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LSZTIJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LSZTIOJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
LSZTJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZTOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,O,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X
LSZITOJ,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
LSZIJTO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZIJOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZIOTJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZIOJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZJTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZJIOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LSZJOTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSOTIZJ,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
LSOTJIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSOTJZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LSOITZJ,O,O,O,X,O,X,O,O,X,O,X,X,X,O,X,X,X
LSOIJTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSOIJZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
