sequence,v115@RhB8CeB8CeA8BeG8Je2EJvhFRgBUiBFmBToBCoBXqB,v115@RhB8CeB8CeA8BeG8Jex/IvhFOmBXiB6oBcqBznBlpB,v115@RhB8CeB8CeA8BeG8JeT/IvhFUiBFjBxlBStBmlBXqB,v115@RhB8CeB8CeA8BeG8JeyEJvhFxiB3lBGnBToBFmB0pB,v115@RhB8CeB8CeA8BeG8JeFAJvhFxhBTjBcqBimBWtB/pB,v115@RhB8CeB8CeA8BeG8JeFCJvhFTjBxkBXmBWtBilB0pB,v115@RhB8CeB8CeA8BeG8JeOGJvhFXiBxkBCoBcqBToBlpB,v115@RhB8CeB8CeA8BeG8JeyEJvhFFmBxnB3lBGnBToB0pB
SJOILTZ,X,X,O,O,X,O,O,X
SJOILZT,X,O,O,O,O,X,O,X
SJOIZTL,O,O,X,X,X,O,X,X
SJOIZLT,X,O,O,O,X,X,X,X
SJOLTIZ,O,X,O,O,X,O,X,X
SJOLTZI,O,O,O,O,X,X,X,X
SJOLITZ,X,X,O,O,X,O,O,X
SJOLIZT,X,O,O,O,O,X,O,X
SJOLZTI,O,O,O,O,O,X,X,X
SJOLZIT,X,O,O,O,O,X,X,X
SJOZTIL,O,O,X,X,X,O,X,X
SJOZTLI,O,O,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,O,X,X
SJOZILT,X,O,O,O,X,X,X,X
SJOZLTI,O,O,O,O,O,X,X,X
SJOZLIT,X,O,O,O,O,X,X,X
SZTILJO,O,O,O,X,X,X,X,X
SZTILOJ,O,X,O,X,X,X,X,X
SZTIJLO,O,O,X,X,X,X,X,X
SZTIJOL,O,O,X,X,X,O,X,X
SZTIOLJ,O,O,O,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,X,X
SZTLIJO,O,O,O,X,X,X,X,X
SZTLIOJ,O,X,O,X,X,X,X,X
SZTLJIO,O,O,O,X,X,X,X,X
SZTLJOI,O,X,O,X,X,X,X,X
SZTLOIJ,O,X,O,X,X,X,X,X
SZTLOJI,O,X,O,X,X,X,X,X
SZTJILO,O,O,X,X,X,X,X,X
SZTJIOL,O,O,X,X,X,O,X,X
SZTJLIO,O,O,X,X,X,X,X,X
SZTJLOI,O,X,X,X,X,X,X,X
SZTJOIL,O,O,X,X,X,O,X,X
SZTJOLI,O,O,X,X,X,X,X,X
SZTOILJ,O,O,O,X,X,X,X,X
SZTOIJL,O,O,X,X,X,X,X,X
SZTOLIJ,O,O,O,X,X,X,X,X
SZTOLJI,O,O,O,X,X,X,X,X
SZTOJIL,O,O,X,X,X,X,X,X
SZTOJLI,O,O,X,X,X,X,X,X
SZITLJO,O,O,O,X,X,X,X,X
SZITLOJ,O,X,O,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,O,X,X
SZITOLJ,O,O,O,X,X,X,X,X
SZITOJL,O,O,X,X,X,X,X,X
SZILTJO,X,O,O,X,X,X,X,X
SZILTOJ,X,X,O,X,X,X,X,X
SZILJTO,X,O,O,X,X,X,O,X
SZILJOT,X,O,O,X,X,X,O,X
SZILOTJ,X,O,O,X,X,X,X,X
SZILOJT,X,O,O,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,O,X,X
SZIJLTO,X,O,O,X,X,X,O,X
SZIJLOT,X,O,O,X,X,X,O,X
SZIJOTL,O,O,X,X,X,O,X,X
SZIJOLT,X,O,O,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,X,X,X
SZIOTJL,O,O,X,X,X,X,X,X
SZIOLTJ,X,O,O,X,X,X,X,X
SZIOLJT,X,O,O,X,X,X,X,X
SZIOJTL,O,O,X,X,X,X,X,X
SZIOJLT,X,O,O,X,X,X,X,X
SZLTIJO,O,O,O,X,X,X,X,X
SZLTIOJ,O,X,O,X,X,X,X,X
SZLTJIO,O,O,O,X,X,X,X,X
SZLTJOI,O,X,O,X,X,X,X,X
SZLTOIJ,O,X,O,X,X,X,X,X
SZLTOJI,O,X,O,X,X,X,X,X
SZLITJO,X,O,O,X,X,X,X,X
SZLITOJ,X,X,O,X,X,X,X,X
SZLIJTO,X,O,O,X,O,X,O,X
SZLIJOT,X,O,O,X,O,X,O,X
SZLIOTJ,X,O,O,X,X,X,X,X
SZLIOJT,X,O,O,X,X,X,X,X
SZLJTIO,O,O,O,X,O,X,X,X
SZLJTOI,O,X,O,X,O,X,X,X
SZLJITO,X,O,O,X,O,X,O,X
SZLJIOT,X,O,O,X,O,X,O,X
SZLJOTI,O,O,O,O,O,X,X,X
SZLJOIT,X,O,O,O,O,X,X,X
SZLOTIJ,O,O,O,X,X,X,X,X
SZLOTJI,O,O,O,X,X,X,X,X
SZLOITJ,X,O,O,X,X,X,X,X
SZLOIJT,X,O,O,O,X,X,X,X
SZLOJTI,O,O,O,O,X,X,X,X
SZLOJIT,X,O,O,O,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,O,X,X
SZJTLIO,O,O,X,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X,X,X
SZJTOIL,O,O,X,X,X,O,X,X
SZJTOLI,O,O,X,X,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,O,X,X
SZJILTO,X,O,O,X,X,X,O,X
SZJILOT,X,O,O,X,X,X,O,X
SZJIOTL,O,O,X,X,X,O,X,X
SZJIOLT,X,O,O,X,X,X,X,X
SZJLTIO,O,O,O,X,O,X,X,X
SZJLTOI,O,X,O,X,O,X,X,X
SZJLITO,X,O,O,X,O,X,O,X
SZJLIOT,X,O,O,X,O,X,O,X
SZJLOTI,O,O,O,O,O,X,X,X
SZJLOIT,X,O,O,O,O,X,X,X
SZJOTIL,O,O,X,X,X,O,X,X
SZJOTLI,O,O,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,O,X,X
SZJOILT,X,O,O,O,X,X,X,X
SZJOLTI,O,O,O,O,O,X,X,X
SZJOLIT,X,O,O,O,O,X,X,X
SZOTILJ,O,O,O,X,X,X,X,X
SZOTIJL,O,O,X,X,X,X,X,X
SZOTLIJ,O,O,O,X,X,X,X,X
SZOTLJI,O,O,O,X,X,X,X,X
SZOTJIL,O,O,X,X,X,X,X,X
SZOTJLI,O,O,X,X,X,X,X,X
SZOITLJ,O,O,O,X,X,X,X,X
SZOITJL,O,O,X,X,X,X,X,X
SZOILTJ,X,O,O,X,X,X,X,X
SZOILJT,X,O,O,O,X,X,X,X
SZOIJTL,O,O,X,X,X,X,X,X
SZOIJLT,X,O,O,O,X,X,X,X
SZOLTIJ,O,O,O,X,X,X,X,X
SZOLTJI,O,O,O,X,X,X,X,X
SZOLITJ,X,O,O,X,X,X,X,X
SZOLIJT,X,O,O,O,X,X,X,X
SZOLJTI,O,O,O,O,X,X,X,X
SZOLJIT,X,O,O,O,X,X,X,X
SZOJTIL,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,X
SZOJITL,O,O,X,X,X,X,X,X
SZOJILT,X,O,O,O,X,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X
SZOJLIT,X,O,O,O,X,X,X,X
SOTILJZ,O,X,O,O,X,X,X,X
SOTILZJ,O,X,O,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,O,X,X
SOTIJZL,O,X,X,X,X,O,X,X
SOTIZLJ,O,X,O,X,X,X,X,X
SOTIZJL,O,X,X,X,X,X,X,X
SOTLIJZ,O,X,O,O,X,X,X,X
SOTLIZJ,O,X,O,X,X,X,X,X
SOTLJIZ,O,X,O,O,X,X,X,X
SOTLJZI,O,O,O,O,X,X,X,X
SOTLZIJ,O,O,O,X,X,X,X,X
SOTLZJI,O,O,O,X,X,X,X,X
SOTJILZ,O,X,X,O,X,O,X,X
SOTJIZL,O,X,X,X,X,O,X,X
SOTJLIZ,O,X,X,O,X,O,X,X
SOTJLZI,O,O,X,O,X,X,X,X
SOTJZIL,O,O,X,X,X,O,X,X
SOTJZLI,O,O,X,X,X,X,X,X
SOTZILJ,O,O,O,X,X,X,X,X
SOTZIJL,O,O,X,X,X,X,X,X
SOTZLIJ,O,O,O,X,X,X,X,X
SOTZLJI,O,O,O,X,X,X,X,X
SOTZJIL,O,O,X,X,X,X,X,X
SOTZJLI,O,O,X,X,X,X,X,X
SOITLJZ,O,X,O,O,X,X,X,X
SOITLZJ,O,X,O,X,X,X,X,X
SOITJLZ,O,X,X,O,X,O,X,X
SOITJZL,O,X,X,X,X,O,X,X
SOITZLJ,O,X,O,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,X,X
SOILTJZ,X,X,O,O,X,X,X,X
SOILTZJ,X,X,O,X,X,X,X,X
SOILJTZ,X,X,O,O,X,X,O,X
SOILJZT,X,O,O,O,X,X,O,X
SOILZTJ,X,O,O,X,X,X,X,X
SOILZJT,X,O,O,O,X,X,X,X
SOIJTLZ,O,X,X,O,X,O,X,X
SOIJTZL,O,X,X,X,X,O,X,X
SOIJLTZ,X,X,O,O,X,O,O,X
SOIJLZT,X,O,O,O,X,X,O,X
SOIJZTL,O,O,X,X,X,O,X,X
SOIJZLT,X,O,O,O,X,X,X,X
SOIZTLJ,O,O,O,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X,X
SOIZLTJ,X,O,O,X,X,X,X,X
SOIZLJT,X,O,O,O,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X
SOIZJLT,X,O,O,O,X,X,X,X
SOLTIJZ,O,X,O,O,X,X,X,X
SOLTIZJ,O,X,O,X,X,X,X,X
SOLTJIZ,O,X,O,O,X,X,X,X
SOLTJZI,O,O,O,O,X,X,X,X
SOLTZIJ,O,O,O,X,X,X,X,X
SOLTZJI,O,O,O,X,X,X,X,X
SOLITJZ,X,X,O,O,X,X,X,X
SOLITZJ,X,X,O,X,X,X,X,X
SOLIJTZ,X,X,O,O,X,X,O,X
SOLIJZT,X,O,O,O,X,X,O,X
SOLIZTJ,X,O,O,X,X,X,X,X
SOLIZJT,X,O,O,O,X,X,X,X
SOLJTIZ,O,X,O,O,X,X,X,X
SOLJTZI,O,O,O,O,X,X,X,X
SOLJITZ,X,X,O,O,X,X,O,X
SOLJIZT,X,O,O,O,X,X,O,X
SOLJZTI,O,O,O,O,X,X,X,X
SOLJZIT,X,O,O,O,X,X,X,X
SOLZTIJ,O,O,O,X,X,X,X,X
SOLZTJI,O,O,O,X,X,X,X,X
SOLZITJ,X,O,O,X,X,X,X,X
SOLZIJT,X,O,O,O,X,X,X,X
SOLZJTI,O,O,O,O,X,X,X,X
SOLZJIT,X,O,O,O,X,X,X,X
SOJTILZ,O,X,X,O,X,O,X,X
SOJTIZL,O,X,X,X,X,O,X,X
SOJTLIZ,O,X,X,O,X,O,X,X
SOJTLZI,O,O,X,O,X,X,X,X
SOJTZIL,O,O,X,X,X,O,X,X
SOJTZLI,O,O,X,X,X,X,X,X
SOJITLZ,O,X,X,O,X,O,X,X
SOJITZL,O,X,X,X,X,O,X,X
SOJILTZ,X,X,O,O,X,O,O,X
SOJILZT,X,O,O,O,X,X,O,X
SOJIZTL,O,O,X,X,X,O,X,X
SOJIZLT,X,O,O,O,X,X,X,X
SOJLTIZ,O,X,O,O,X,O,X,X
SOJLTZI,O,O,O,O,X,X,X,X
SOJLITZ,X,X,O,O,X,O,O,X
SOJLIZT,X,O,O,O,X,X,O,X
SOJLZTI,O,O,O,O,X,X,X,X
SOJLZIT,X,O,O,O,X,X,X,X
SOJZTIL,O,O,X,X,X,O,X,X
SOJZTLI,O,O,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,O,X,X
SOJZILT,X,O,O,O,X,X,X,X
SOJZLTI,O,O,O,O,X,X,X,X
SOJZLIT,X,O,O,O,X,X,X,X
SOZTILJ,O,O,O,X,X,X,X,X
SOZTIJL,O,O,X,X,X,X,X,X
SOZTLIJ,O,O,O,X,X,X,X,X
SOZTLJI,O,O,O,X,X,X,X,X
SOZTJIL,O,O,X,X,X,X,X,X
SOZTJLI,O,O,X,X,X,X,X,X
SOZITLJ,O,O,O,X,X,X,X,X
SOZITJL,O,O,X,X,X,X,X,X
SOZILTJ,X,O,O,X,X,X,X,X
SOZILJT,X,O,O,O,X,X,X,X
SOZIJTL,O,O,X,X,X,X,X,X
SOZIJLT,X,O,O,O,X,X,X,X
SOZLTIJ,O,O,O,X,X,X,X,X
SOZLTJI,O,O,O,X,X,X,X,X
SOZLITJ,X,O,O,X,X,X,X,X
SOZLIJT,X,O,O,O,X,X,X,X
SOZLJTI,O,O,O,O,X,X,X,X
SOZLJIT,X,O,O,O,X,X,X,X
SOZJTIL,O,O,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,X
SOZJITL,O,O,X,X,X,X,X,X
SOZJILT,X,O,O,O,X,X,X,X
SOZJLTI,O,O,O,O,X,X,X,X
SOZJLIT,X,O,O,O,X,X,X,X
ZTILJSO,X,O,X,X,X,X,X,O
ZTILJOS,O,X,O,X,X,X,X,O
ZTILSJO,X,O,X,X,X,X,X,O
ZTILSOJ,X,X,O,X,X,X,X,O
ZTILOJS,O,X,O,X,X,X,X,O
ZTILOSJ,X,X,O,X,X,X,X,O
ZTIJLSO,X,O,X,X,X,X,X,X
ZTIJLOS,O,X,X,X,X,X,X,X
ZTIJSLO,X,O,X,X,X,X,X,X
ZTIJSOL,O,O,X,X,X,O,X,X
ZTIJOLS,O,O,X,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,O,X,X
ZTISLJO,O,O,X,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,X
ZTISJOL,O,O,X,X,X,O,X,X
ZTISOLJ,O,O,X,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X,X
ZTIOLJS,O,O,O,X,X,X,X,X
ZTIOLSJ,X,O,O,X,X,X,X,X
ZTIOJLS,O,O,X,X,X,X,X,X
ZTIOJSL,O,O,X,X,X,X,X,X
ZTIOSLJ,O,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,X,X,X,X,X
ZTLIJSO,X,O,X,X,O,X,X,O
ZTLIJOS,O,X,O,X,O,X,X,O
ZTLISJO,X,O,O,X,X,X,X,O
ZTLISOJ,X,X,O,X,X,X,X,O
ZTLIOJS,O,X,O,X,X,X,X,O
ZTLIOSJ,X,X,O,X,X,X,X,O
ZTLJISO,X,O,X,X,O,X,X,X
ZTLJIOS,O,X,O,X,O,X,X,X
ZTLJSIO,X,O,O,X,O,X,X,X
ZTLJSOI,X,X,O,X,O,X,X,X
ZTLJOIS,O,X,O,X,O,X,X,X
ZTLJOSI,O,X,X,X,O,X,X,X
ZTLSIJO,O,O,O,X,X,X,X,X
ZTLSIOJ,O,X,O,X,X,X,X,X
ZTLSJIO,O,O,O,X,X,X,X,X
ZTLSJOI,O,X,O,X,X,X,X,X
ZTLSOIJ,O,X,O,X,X,X,X,X
ZTLSOJI,O,X,O,X,X,X,X,X
ZTLOIJS,O,X,O,X,X,X,X,X
ZTLOISJ,X,X,O,X,X,X,X,X
ZTLOJIS,O,X,O,X,X,X,X,X
ZTLOJSI,O,X,X,X,X,X,X,X
ZTLOSIJ,O,X,O,X,X,X,X,X
ZTLOSJI,O,X,O,X,X,X,X,X
ZTJILSO,X,O,X,X,X,X,X,X
ZTJILOS,O,X,X,X,X,X,X,X
ZTJISLO,X,O,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,O,X,X
ZTJIOLS,O,O,X,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,O,X,X
ZTJLISO,X,O,X,X,O,X,X,X
ZTJLIOS,O,X,X,X,O,X,X,X
ZTJLSIO,X,O,X,X,O,X,X,X
ZTJLSOI,X,X,X,X,O,X,X,X
ZTJLOIS,O,X,X,X,O,X,X,X
ZTJLOSI,O,X,X,X,O,X,X,X
ZTJSILO,O,O,X,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,O,X,X
ZTJSLIO,O,O,X,X,X,X,X,X
ZTJSLOI,O,X,X,X,X,X,X,X
ZTJSOIL,O,O,X,X,X,O,X,X
ZTJSOLI,O,O,X,X,X,X,X,X
ZTJOILS,O,O,X,X,X,X,X,X
ZTJOISL,O,O,X,X,X,O,X,X
ZTJOLIS,O,O,X,X,O,X,X,X
ZTJOLSI,O,O,X,X,O,X,X,X
ZTJOSIL,O,O,X,X,X,O,X,X
ZTJOSLI,O,O,X,X,X,X,X,X
ZTSILJO,O,O,O,X,X,X,X,X
ZTSILOJ,O,X,O,X,X,X,X,X
ZTSIJLO,O,O,X,X,X,X,X,X
ZTSIJOL,O,O,X,X,X,O,X,X
ZTSIOLJ,O,O,O,X,X,X,X,X
ZTSIOJL,O,O,X,X,X,X,X,X
ZTSLIJO,O,O,O,X,X,X,X,X
ZTSLIOJ,O,X,O,X,X,X,X,X
ZTSLJIO,O,O,O,X,X,X,X,X
ZTSLJOI,O,X,O,X,X,X,X,X
ZTSLOIJ,O,X,O,X,X,X,X,X
ZTSLOJI,O,X,O,X,X,X,X,X
ZTSJILO,O,O,X,X,X,X,X,X
ZTSJIOL,O,O,X,X,X,O,X,X
ZTSJLIO,O,O,X,X,X,X,X,X
ZTSJLOI,O,X,X,X,X,X,X,X
ZTSJOIL,O,O,X,X,X,O,X,X
ZTSJOLI,O,O,X,X,X,X,X,X
ZTSOILJ,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,X,X,X,X,X,X
ZTSOLIJ,O,O,O,X,X,X,X,X
ZTSOLJI,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,X,X,X,X,X,X
ZTSOJLI,O,O,X,X,X,X,X,X
ZTOILJS,O,O,O,X,X,X,X,X
ZTOILSJ,X,O,O,X,X,X,X,X
ZTOIJLS,O,O,X,X,X,X,X,X
ZTOIJSL,O,O,X,X,X,X,X,X
ZTOISLJ,O,O,X,X,X,X,X,X
ZTOISJL,O,O,X,X,X,X,X,X
ZTOLIJS,O,O,O,X,X,X,X,X
ZTOLISJ,X,O,O,X,X,X,X,X
ZTOLJIS,O,O,O,X,X,X,X,X
ZTOLJSI,O,O,X,X,X,X,X,X
ZTOLSIJ,O,O,O,X,X,X,X,X
ZTOLSJI,O,O,X,X,X,X,X,X
ZTOJILS,O,O,X,X,X,X,X,X
ZTOJISL,O,O,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,X,X,X,X
ZTOJSLI,O,O,X,X,X,X,X,X
ZTOSILJ,O,O,X,X,X,X,X,X
ZTOSIJL,O,O,X,X,X,X,X,X
ZTOSLIJ,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,X,X,X,X,X,X
ZTOSJIL,O,O,X,X,X,X,X,X
ZTOSJLI,O,O,X,X,X,X,X,X
ZITLJSO,X,O,X,X,X,X,X,O
ZITLJOS,O,X,O,X,X,X,X,O
ZITLSJO,X,O,X,X,X,X,X,O
ZITLSOJ,X,X,O,X,X,X,X,O
ZITLOJS,O,X,O,X,X,X,X,O
ZITLOSJ,X,X,O,X,X,X,X,O
ZITJLSO,X,O,X,X,X,X,X,X
ZITJLOS,O,X,X,X,X,X,X,X
ZITJSLO,X,O,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,O,X,X
ZITJOLS,O,O,X,X,X,X,X,X
ZITJOSL,O,O,X,X,X,O,X,X
ZITSLJO,O,O,X,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X,X,X
ZITSJLO,O,O,X,X,X,X,X,X
ZITSJOL,O,O,X,X,X,O,X,X
ZITSOLJ,O,O,X,X,X,X,X,X
ZITSOJL,O,O,X,X,X,X,X,X
ZITOLJS,O,O,O,X,X,X,X,X
ZITOLSJ,X,O,O,X,X,X,X,X
ZITOJLS,O,O,X,X,X,X,X,X
ZITOJSL,O,O,X,X,X,X,X,X
ZITOSLJ,O,O,X,X,X,X,X,X
ZITOSJL,O,O,X,X,X,X,X,X
ZILTJSO,X,O,X,X,O,X,X,O
ZILTJOS,X,X,O,X,O,X,X,O
ZILTSJO,X,O,O,X,X,X,X,O
ZILTSOJ,X,X,O,X,X,X,X,O
ZILTOJS,X,X,O,X,X,X,X,O
ZILTOSJ,X,X,O,X,X,X,X,O
ZILJTSO,X,O,X,X,O,X,X,X
ZILJTOS,X,X,O,X,O,X,X,X
ZILJSTO,X,O,X,X,O,X,O,X
ZILJSOT,X,O,X,X,O,X,O,X
ZILJOTS,X,O,O,X,O,X,X,X
ZILJOST,X,O,X,X,O,X,X,X
ZILSTJO,X,O,O,X,X,X,X,X
ZILSTOJ,X,X,O,X,X,X,X,X
ZILSJTO,X,O,O,X,O,X,O,X
ZILSJOT,X,O,O,X,O,X,O,X
ZILSOTJ,X,O,O,X,X,X,X,X
ZILSOJT,X,O,O,X,X,X,X,X
ZILOTJS,X,O,O,X,X,X,X,X
ZILOTSJ,X,O,O,X,X,X,X,X
ZILOJTS,X,O,O,X,O,X,X,X
ZILOJST,X,O,X,X,O,X,X,X
ZILOSTJ,X,O,O,X,X,X,X,X
ZILOSJT,X,O,X,X,X,X,X,X
ZIJTLSO,X,O,X,X,X,X,X,X
ZIJTLOS,O,X,X,X,X,X,X,X
ZIJTSLO,X,O,X,X,X,X,X,X
ZIJTSOL,O,O,X,X,X,O,X,X
ZIJTOLS,O,O,X,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,O,X,X
ZIJLTSO,X,O,X,X,O,X,X,X
ZIJLTOS,X,X,O,X,O,X,X,X
ZIJLSTO,X,O,X,X,O,X,O,X
ZIJLSOT,X,O,X,X,O,X,O,X
ZIJLOTS,X,O,O,X,O,X,X,X
ZIJLOST,X,O,X,X,O,X,X,X
ZIJSTLO,X,O,X,X,X,X,X,X
ZIJSTOL,X,O,X,X,X,O,X,X
ZIJSLTO,X,O,X,X,X,X,O,X
ZIJSLOT,X,O,X,X,X,X,O,X
ZIJSOTL,X,O,X,X,X,O,X,X
ZIJSOLT,X,O,X,X,X,X,X,X
ZIJOTLS,O,O,X,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,O,X,X
ZIJOLTS,X,O,O,X,O,X,X,X
ZIJOLST,X,O,X,X,O,X,X,X
ZIJOSTL,X,O,X,X,X,O,X,X
ZIJOSLT,X,O,X,X,X,X,X,X
ZISTLJO,O,O,O,X,X,X,X,X
ZISTLOJ,O,X,O,X,X,X,X,X
ZISTJLO,O,O,X,X,X,X,X,X
ZISTJOL,O,O,X,X,X,O,X,X
ZISTOLJ,O,O,O,X,X,X,X,X
ZISTOJL,O,O,X,X,X,X,X,X
ZISLTJO,X,O,O,X,X,X,X,X
ZISLTOJ,X,X,O,X,X,X,X,X
ZISLJTO,X,O,O,X,X,X,O,X
ZISLJOT,X,O,O,X,X,X,O,X
ZISLOTJ,X,O,O,X,X,X,X,X
ZISLOJT,X,O,O,X,X,X,X,X
ZISJTLO,O,O,X,X,X,X,X,X
ZISJTOL,O,O,X,X,X,O,X,X
ZISJLTO,X,O,O,X,X,X,O,X
ZISJLOT,X,O,O,X,X,X,O,X
ZISJOTL,O,O,X,X,X,O,X,X
ZISJOLT,X,O,O,X,X,X,X,X
ZISOTLJ,O,O,O,X,X,X,X,X
ZISOTJL,O,O,X,X,X,X,X,X
ZISOLTJ,X,O,O,X,X,X,X,X
ZISOLJT,X,O,O,X,X,X,X,X
ZISOJTL,O,O,X,X,X,X,X,X
ZISOJLT,X,O,O,X,X,X,X,X
ZIOTLJS,O,O,O,X,X,X,X,X
ZIOTLSJ,X,O,O,X,X,X,X,X
ZIOTJLS,O,O,X,X,X,X,X,X
ZIOTJSL,O,O,X,X,X,X,X,X
ZIOTSLJ,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,X,X,X,X,X,X
ZIOLTJS,X,O,O,X,X,X,X,X
ZIOLTSJ,X,O,O,X,X,X,X,X
ZIOLJTS,X,O,O,X,X,X,X,X
ZIOLJST,X,O,X,X,X,X,X,X
ZIOLSTJ,X,O,O,X,X,X,X,X
ZIOLSJT,X,O,X,X,X,X,X,X
ZIOJTLS,O,O,X,X,X,X,X,X
ZIOJTSL,O,O,X,X,X,X,X,X
ZIOJLTS,X,O,O,X,X,X,X,X
ZIOJLST,X,O,X,X,X,X,X,X
ZIOJSTL,X,O,X,X,X,X,X,X
ZIOJSLT,X,O,X,X,X,X,X,X
ZIOSTLJ,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,X,X,X,X,X,X
ZIOSLTJ,X,O,O,X,X,X,X,X
ZIOSLJT,X,O,X,X,X,X,X,X
ZIOSJTL,O,O,X,X,X,X,X,X
ZIOSJLT,X,O,X,X,X,X,X,X
ZLTIJSO,X,O,X,X,O,X,X,O
ZLTIJOS,O,X,O,X,O,X,X,O
ZLTISJO,X,O,O,X,X,X,X,O
ZLTISOJ,X,X,O,X,X,X,X,O
ZLTIOJS,O,X,O,X,X,X,X,O
ZLTIOSJ,X,X,O,X,X,X,X,O
ZLTJISO,X,O,X,X,O,X,X,X
ZLTJIOS,O,X,O,X,O,X,X,X
ZLTJSIO,X,O,O,X,O,X,X,X
ZLTJSOI,X,X,O,X,O,X,X,X
ZLTJOIS,O,X,O,X,O,X,X,X
ZLTJOSI,O,X,X,X,O,X,X,X
ZLTSIJO,O,O,O,X,X,X,X,X
ZLTSIOJ,O,X,O,X,X,X,X,X
ZLTSJIO,O,O,O,X,X,X,X,X
ZLTSJOI,O,X,O,X,X,X,X,X
ZLTSOIJ,O,X,O,X,X,X,X,X
ZLTSOJI,O,X,O,X,X,X,X,X
ZLTOIJS,O,X,O,X,X,X,X,X
ZLTOISJ,X,X,O,X,X,X,X,X
ZLTOJIS,O,X,O,X,X,X,X,X
ZLTOJSI,O,X,X,X,X,X,X,X
ZLTOSIJ,O,X,O,X,X,X,X,X
ZLTOSJI,O,X,O,X,X,X,X,X
ZLITJSO,X,O,X,X,O,X,X,O
ZLITJOS,X,X,O,X,O,X,X,O
ZLITSJO,X,O,O,X,X,X,X,O
ZLITSOJ,X,X,O,X,X,X,X,O
ZLITOJS,X,X,O,X,X,X,X,O
ZLITOSJ,X,X,O,X,X,X,X,O
ZLIJTSO,X,O,X,X,O,X,X,X
ZLIJTOS,X,X,O,X,O,X,X,X
ZLIJSTO,X,O,X,X,O,X,O,X
ZLIJSOT,X,O,X,X,O,X,O,X
ZLIJOTS,X,O,O,X,O,X,X,X
ZLIJOST,X,O,X,X,O,X,X,X
ZLISTJO,X,O,O,X,X,X,X,X
ZLISTOJ,X,X,O,X,X,X,X,X
ZLISJTO,X,O,O,X,O,X,O,X
ZLISJOT,X,O,O,X,O,X,O,X
ZLISOTJ,X,O,O,X,X,X,X,X
ZLISOJT,X,O,O,X,X,X,X,X
ZLIOTJS,X,O,O,X,X,X,X,X
ZLIOTSJ,X,O,O,X,X,X,X,X
ZLIOJTS,X,O,O,X,O,X,X,X
ZLIOJST,X,O,X,X,O,X,X,X
ZLIOSTJ,X,O,O,X,X,X,X,X
ZLIOSJT,X,O,X,X,X,X,X,X
ZLJTISO,X,O,X,X,O,X,X,X
ZLJTIOS,O,X,O,X,O,X,X,X
ZLJTSIO,X,O,O,X,O,X,X,X
ZLJTSOI,X,X,O,X,O,X,X,X
ZLJTOIS,O,X,O,X,O,X,X,X
ZLJTOSI,O,X,X,X,O,X,X,X
ZLJITSO,X,O,X,X,O,X,X,X
ZLJITOS,X,X,O,X,O,X,X,X
ZLJISTO,X,O,X,X,O,X,O,X
ZLJISOT,X,O,X,X,O,X,O,X
ZLJIOTS,X,O,O,X,O,X,X,X
ZLJIOST,X,O,X,X,O,X,X,X
ZLJSTIO,X,O,O,X,O,X,X,X
ZLJSTOI,X,X,O,X,O,X,X,X
