sequence,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBXjBlmBctBTsBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBlnBctBzrBCtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBTjBlmBcsBXtBCsB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBFiBTjB6rBcsBXtB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgB3hBCjB8rBToB1xB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBlmBcsBToBCsBXtB,v115@KhA8FeE8EeE8DeA8JeT/IvhFigBxiBlmB3nBctBWxB,v115@KhA8FeE8EeE8DeA8Je2EJvhFRgBfoB6oBlmB0sBzrB
SJLOZIT,X,O,O,O,X,X,X,X
SJZTILO,O,X,O,O,X,X,X,O
SJZTIOL,O,X,O,O,X,O,X,O
SJZTLIO,O,X,O,O,X,X,X,O
SJZTLOI,O,X,O,O,X,X,X,O
SJZTOIL,O,X,O,O,X,O,X,O
SJZTOLI,O,X,O,O,X,O,X,O
SJZITLO,O,X,O,O,X,X,X,O
SJZITOL,O,X,O,O,X,O,X,O
SJZILTO,O,X,O,O,X,X,X,O
SJZILOT,O,X,O,O,X,X,X,O
SJZIOTL,O,O,O,O,X,O,X,O
SJZIOLT,O,O,O,O,X,X,X,O
SJZLTIO,O,X,O,O,X,X,X,O
SJZLTOI,O,X,O,O,X,X,X,O
SJZLITO,O,X,O,O,X,X,X,O
SJZLIOT,O,X,O,O,X,X,X,O
SJZLOTI,O,X,O,O,X,X,X,O
SJZLOIT,O,X,O,O,X,X,X,O
SJZOTIL,O,O,O,O,X,O,X,O
SJZOTLI,O,O,O,O,X,O,X,O
SJZOITL,O,O,O,O,X,O,X,O
SJZOILT,O,O,O,O,X,X,X,O
SJZOLTI,O,O,O,O,X,X,X,O
SJZOLIT,O,O,O,O,X,X,X,O
SJOTILZ,X,X,X,O,O,X,X,X
SJOTIZL,O,O,O,O,O,X,X,X
SJOTLIZ,X,X,X,O,O,X,X,X
SJOTLZI,X,X,X,O,O,X,X,X
SJOTZIL,O,O,O,O,O,X,X,X
SJOTZLI,O,O,O,O,O,X,X,X
SJOITLZ,X,X,X,O,O,X,X,X
SJOITZL,O,O,O,O,O,X,X,X
SJOILTZ,X,X,X,O,O,X,X,X
SJOILZT,X,O,O,O,X,X,X,X
SJOIZTL,O,O,O,O,X,O,X,X
SJOIZLT,O,O,O,O,X,X,X,X
SJOLTIZ,X,X,X,O,O,X,X,X
SJOLTZI,X,X,X,O,O,X,X,X
SJOLITZ,X,X,X,O,O,X,X,X
SJOLIZT,X,O,O,O,X,X,X,X
SJOLZTI,X,O,O,O,X,X,X,X
SJOLZIT,X,O,O,O,X,X,X,X
SJOZTIL,O,O,O,O,X,O,X,X
SJOZTLI,O,O,O,O,X,O,X,X
SJOZITL,O,O,O,O,X,O,X,X
SJOZILT,O,O,O,O,X,X,X,X
SJOZLTI,O,O,O,O,X,X,X,X
SJOZLIT,O,O,O,O,X,X,X,X
SZTILJO,O,X,O,O,X,X,O,O
SZTILOJ,X,X,O,O,X,X,O,O
SZTIJLO,O,X,O,O,X,X,O,O
SZTIJOL,O,X,O,O,X,O,O,O
SZTIOLJ,O,X,O,O,X,X,O,O
SZTIOJL,O,X,O,O,X,O,O,O
SZTLIJO,O,X,O,O,X,X,O,O
SZTLIOJ,X,X,O,O,X,X,O,O
SZTLJIO,O,X,O,O,X,X,O,O
SZTLJOI,O,X,O,O,X,X,O,O
SZTLOIJ,X,X,O,O,X,X,O,O
SZTLOJI,X,X,O,O,X,X,O,O
SZTJILO,O,X,O,O,X,X,O,O
SZTJIOL,O,X,O,O,X,O,O,O
SZTJLIO,O,X,O,O,X,X,O,O
SZTJLOI,O,X,O,O,X,X,O,O
SZTJOIL,O,X,O,O,X,O,O,O
SZTJOLI,O,X,O,O,X,O,O,O
SZTOILJ,O,X,O,O,X,X,O,O
SZTOIJL,O,X,O,O,X,O,O,O
SZTOLIJ,O,X,O,O,X,X,O,O
SZTOLJI,O,X,O,O,X,X,O,O
SZTOJIL,O,X,O,O,X,O,O,O
SZTOJLI,O,X,O,O,X,O,O,O
SZITLJO,O,X,O,O,X,X,O,O
SZITLOJ,X,X,O,O,X,X,O,O
SZITJLO,O,X,O,O,X,X,O,O
SZITJOL,O,X,O,O,X,O,O,O
SZITOLJ,O,X,O,O,X,X,O,O
SZITOJL,O,X,O,O,X,O,O,O
SZILTJO,O,X,O,O,X,X,O,O
SZILTOJ,X,X,O,O,X,X,O,O
SZILJTO,O,X,O,O,X,X,X,O
SZILJOT,O,X,O,O,X,X,X,O
SZILOTJ,O,X,O,O,X,X,O,O
SZILOJT,O,X,O,O,X,X,X,O
SZIJTLO,O,X,O,O,X,X,O,O
SZIJTOL,O,X,O,O,X,O,O,O
SZIJLTO,O,X,O,O,X,X,X,O
SZIJLOT,O,X,O,O,X,X,X,O
SZIJOTL,O,O,O,O,X,O,O,O
SZIJOLT,O,O,O,O,X,X,X,O
SZIOTLJ,O,O,O,O,X,X,O,O
SZIOTJL,O,O,O,O,X,O,O,O
SZIOLTJ,O,O,O,O,X,X,O,O
SZIOLJT,O,O,O,O,X,X,X,O
SZIOJTL,O,O,O,O,X,O,O,O
SZIOJLT,O,O,O,O,X,X,X,O
SZLTIJO,O,X,O,O,X,X,O,O
SZLTIOJ,X,X,O,O,X,X,O,O
SZLTJIO,O,X,O,O,X,X,O,O
SZLTJOI,O,X,O,O,X,X,O,O
SZLTOIJ,X,X,O,O,X,X,O,O
SZLTOJI,X,X,O,O,X,X,O,O
SZLITJO,O,X,O,O,X,X,O,O
SZLITOJ,X,X,O,O,X,X,O,O
SZLIJTO,O,X,O,O,X,X,X,O
SZLIJOT,O,X,O,O,X,X,X,O
SZLIOTJ,O,X,O,O,X,X,O,O
SZLIOJT,O,X,O,O,X,X,X,O
SZLJTIO,O,X,O,O,X,X,O,O
SZLJTOI,O,X,O,O,X,X,O,O
SZLJITO,O,X,O,O,X,X,X,O
SZLJIOT,O,X,O,O,X,X,X,O
SZLJOTI,O,X,O,O,X,X,O,O
SZLJOIT,O,X,O,O,X,X,X,O
SZLOTIJ,O,X,O,O,X,X,O,O
SZLOTJI,O,X,O,O,X,X,O,O
SZLOITJ,O,X,O,O,X,X,O,O
SZLOIJT,O,X,O,O,X,X,X,O
SZLOJTI,O,X,O,O,X,X,O,O
SZLOJIT,O,X,O,O,X,X,X,O
SZJTILO,O,X,O,O,X,X,O,O
SZJTIOL,O,X,O,O,X,O,O,O
SZJTLIO,O,X,O,O,X,X,O,O
SZJTLOI,O,X,O,O,X,X,O,O
SZJTOIL,O,X,O,O,X,O,O,O
SZJTOLI,O,X,O,O,X,O,O,O
SZJITLO,O,X,O,O,X,X,O,O
SZJITOL,O,X,O,O,X,O,O,O
SZJILTO,O,X,O,O,X,X,X,O
SZJILOT,O,X,O,O,X,X,X,O
SZJIOTL,O,O,O,O,X,O,O,O
SZJIOLT,O,O,O,O,X,X,X,O
SZJLTIO,O,X,O,O,X,X,O,O
SZJLTOI,O,X,O,O,X,X,O,O
SZJLITO,O,X,O,O,X,X,X,O
SZJLIOT,O,X,O,O,X,X,X,O
SZJLOTI,O,X,O,O,X,X,O,O
SZJLOIT,O,X,O,O,X,X,X,O
SZJOTIL,O,O,O,O,X,O,O,O
SZJOTLI,O,O,O,O,X,O,O,O
SZJOITL,O,O,O,O,X,O,O,O
SZJOILT,O,O,O,O,X,X,X,O
SZJOLTI,O,O,O,O,X,X,O,O
SZJOLIT,O,O,O,O,X,X,X,O
SZOTILJ,O,O,O,O,X,X,O,O
SZOTIJL,O,O,O,O,X,O,O,O
SZOTLIJ,O,O,O,O,X,X,O,O
SZOTLJI,O,O,O,O,X,X,O,O
SZOTJIL,O,O,O,O,X,O,O,O
SZOTJLI,O,O,O,O,X,O,O,O
SZOITLJ,O,O,O,O,X,X,O,O
SZOITJL,O,O,O,O,X,O,O,O
SZOILTJ,O,O,O,O,X,X,O,O
SZOILJT,O,O,O,O,X,X,X,O
SZOIJTL,O,O,O,O,X,O,O,O
SZOIJLT,O,O,O,O,X,X,X,O
SZOLTIJ,O,O,O,O,X,X,O,O
SZOLTJI,O,O,O,O,X,X,O,O
SZOLITJ,O,O,O,O,X,X,O,O
SZOLIJT,O,O,O,O,X,X,X,O
SZOLJTI,O,O,O,O,X,X,O,O
SZOLJIT,O,O,O,O,X,X,X,O
SZOJTIL,O,O,O,O,X,O,O,O
SZOJTLI,O,O,O,O,X,O,O,O
SZOJITL,O,O,O,O,X,O,O,O
SZOJILT,O,O,O,O,X,X,X,O
SZOJLTI,O,O,O,O,X,X,O,O
SZOJLIT,O,O,O,O,X,X,X,O
SOTILJZ,X,X,X,O,O,X,X,X
SOTILZJ,X,X,X,O,O,X,X,X
SOTIJLZ,X,X,X,O,O,X,X,X
SOTIJZL,O,O,O,O,O,X,X,X
SOTIZLJ,O,O,O,O,O,X,X,X
SOTIZJL,O,O,O,O,O,X,X,X
SOTLIJZ,X,X,X,O,O,X,X,X
SOTLIZJ,X,X,X,O,O,X,X,X
SOTLJIZ,X,X,X,O,O,X,X,X
SOTLJZI,X,X,X,O,O,X,X,X
SOTLZIJ,X,X,X,O,O,X,O,X
SOTLZJI,X,X,X,O,O,X,O,X
SOTJILZ,X,X,X,O,O,X,X,X
SOTJIZL,O,O,O,O,O,X,X,X
SOTJLIZ,X,X,X,O,O,X,X,X
SOTJLZI,X,X,X,O,O,X,X,X
SOTJZIL,O,O,O,O,O,X,X,X
SOTJZLI,O,O,O,O,O,X,X,X
SOTZILJ,O,O,O,O,O,X,O,X
SOTZIJL,O,O,O,O,O,X,O,X
SOTZLIJ,O,O,O,O,O,X,O,X
SOTZLJI,O,O,O,O,O,X,O,X
SOTZJIL,O,O,O,O,O,X,O,X
SOTZJLI,O,O,O,O,O,X,O,X
SOITLJZ,X,X,X,O,O,X,X,X
SOITLZJ,X,X,X,O,O,X,X,X
SOITJLZ,X,X,X,O,O,X,X,X
SOITJZL,O,O,O,O,O,X,X,X
SOITZLJ,O,O,O,O,O,X,X,X
SOITZJL,O,O,O,O,O,X,X,X
SOILTJZ,X,X,X,O,O,X,X,X
SOILTZJ,X,X,X,O,O,X,X,X
SOILJTZ,X,X,X,O,O,X,X,X
SOILJZT,X,O,O,O,X,X,X,X
SOILZTJ,X,O,O,O,X,X,X,X
SOILZJT,X,O,O,O,X,X,X,X
SOIJTLZ,X,X,X,O,O,X,X,X
SOIJTZL,O,O,O,O,O,X,X,X
SOIJLTZ,X,X,X,O,O,X,X,X
SOIJLZT,X,O,O,O,X,X,X,X
SOIJZTL,O,O,O,O,X,O,X,X
SOIJZLT,O,O,O,O,X,X,X,X
SOIZTLJ,O,O,O,O,X,X,X,X
SOIZTJL,O,O,O,O,X,O,X,X
SOIZLTJ,O,O,O,O,X,X,X,X
SOIZLJT,O,O,O,O,X,X,X,X
SOIZJTL,O,O,O,O,X,O,X,X
SOIZJLT,O,O,O,O,X,X,X,X
SOLTIJZ,X,X,X,O,O,X,X,X
SOLTIZJ,X,X,X,O,O,X,X,X
SOLTJIZ,X,X,X,O,O,X,X,X
SOLTJZI,X,X,X,O,O,X,X,X
SOLTZIJ,X,X,X,O,O,X,O,X
SOLTZJI,X,X,X,O,O,X,O,X
SOLITJZ,X,X,X,O,O,X,X,X
SOLITZJ,X,X,X,O,O,X,X,X
SOLIJTZ,X,X,X,O,O,X,X,X
SOLIJZT,X,O,O,O,X,X,X,X
SOLIZTJ,X,O,O,O,X,X,X,X
SOLIZJT,X,O,O,O,X,X,X,X
SOLJTIZ,X,X,X,O,O,X,X,X
SOLJTZI,X,X,X,O,O,X,X,X
SOLJITZ,X,X,X,O,O,X,X,X
SOLJIZT,X,O,O,O,X,X,X,X
SOLJZTI,X,O,O,O,X,X,X,X
SOLJZIT,X,O,O,O,X,X,X,X
SOLZTIJ,X,O,O,O,X,X,O,X
SOLZTJI,X,O,O,O,X,X,O,X
SOLZITJ,X,O,O,O,X,X,O,X
SOLZIJT,X,O,O,O,X,X,X,X
SOLZJTI,X,O,O,O,X,X,O,X
SOLZJIT,X,O,O,O,X,X,X,X
SOJTILZ,X,X,X,O,O,X,X,X
SOJTIZL,O,O,O,O,O,X,X,X
SOJTLIZ,X,X,X,O,O,X,X,X
SOJTLZI,X,X,X,O,O,X,X,X
SOJTZIL,O,O,O,O,O,X,X,X
SOJTZLI,O,O,O,O,O,X,X,X
SOJITLZ,X,X,X,O,O,X,X,X
SOJITZL,O,O,O,O,O,X,X,X
SOJILTZ,X,X,X,O,O,X,X,X
SOJILZT,X,O,O,O,X,X,X,X
SOJIZTL,O,O,O,O,X,O,X,X
SOJIZLT,O,O,O,O,X,X,X,X
SOJLTIZ,X,X,X,O,O,X,X,X
SOJLTZI,X,X,X,O,O,X,X,X
SOJLITZ,X,X,X,O,O,X,X,X
SOJLIZT,X,O,O,O,X,X,X,X
SOJLZTI,X,O,O,O,X,X,X,X
SOJLZIT,X,O,O,O,X,X,X,X
SOJZTIL,O,O,O,O,X,O,X,X
SOJZTLI,O,O,O,O,X,O,X,X
SOJZITL,O,O,O,O,X,O,X,X
SOJZILT,O,O,O,O,X,X,X,X
SOJZLTI,O,O,O,O,X,X,X,X
SOJZLIT,O,O,O,O,X,X,X,X
SOZTILJ,O,O,O,O,X,X,O,X
SOZTIJL,O,O,O,O,X,O,O,X
SOZTLIJ,O,O,O,O,X,X,O,X
SOZTLJI,O,O,O,O,X,X,O,X
SOZTJIL,O,O,O,O,X,O,O,X
SOZTJLI,O,O,O,O,X,O,O,X
SOZITLJ,O,O,O,O,X,X,O,X
SOZITJL,O,O,O,O,X,O,O,X
SOZILTJ,O,O,O,O,X,X,O,X
SOZILJT,O,O,O,O,X,X,X,X
SOZIJTL,O,O,O,O,X,O,O,X
SOZIJLT,O,O,O,O,X,X,X,X
SOZLTIJ,O,O,O,O,X,X,O,X
SOZLTJI,O,O,O,O,X,X,O,X
SOZLITJ,O,O,O,O,X,X,O,X
SOZLIJT,O,O,O,O,X,X,X,X
SOZLJTI,O,O,O,O,X,X,O,X
SOZLJIT,O,O,O,O,X,X,X,X
SOZJTIL,O,O,O,O,X,O,O,X
SOZJTLI,O,O,O,O,X,O,O,X
SOZJITL,O,O,O,O,X,O,O,X
SOZJILT,O,O,O,O,X,X,X,X
SOZJLTI,O,O,O,O,X,X,O,X
SOZJLIT,O,O,O,O,X,X,X,X
ZTILJSO,O,X,O,O,O,X,X,O
ZTILJOS,X,X,X,X,O,O,X,X
ZTILSJO,O,X,O,O,O,X,O,O
ZTILSOJ,X,X,O,O,O,X,O,O
ZTILOJS,X,X,X,X,O,O,X,X
ZTILOSJ,X,X,X,X,O,X,O,X
ZTIJLSO,O,X,O,O,O,X,X,O
ZTIJLOS,X,X,X,X,O,O,X,X
ZTIJSLO,O,X,O,O,O,X,X,O
ZTIJSOL,O,X,O,O,O,O,X,O
ZTIJOLS,O,O,X,X,O,O,X,X
ZTIJOSL,O,O,O,O,O,O,X,O
ZTISLJO,O,X,O,O,O,X,O,O
ZTISLOJ,X,X,O,O,O,X,O,O
ZTISJLO,O,X,O,O,O,X,O,O
ZTISJOL,O,X,O,O,O,O,O,O
ZTISOLJ,O,X,O,O,O,X,O,O
ZTISOJL,O,X,O,O,O,O,O,O
ZTIOLJS,O,O,X,X,O,O,X,X
ZTIOLSJ,O,O,X,X,O,X,O,X
ZTIOJLS,O,O,X,X,O,O,X,X
ZTIOJSL,O,O,O,O,O,O,X,O
ZTIOSLJ,O,O,O,O,O,X,O,O
ZTIOSJL,O,O,O,O,O,O,O,O
ZTLIJSO,O,X,O,O,O,X,X,O
ZTLIJOS,X,X,X,O,O,O,X,X
ZTLISJO,O,X,O,O,O,X,O,O
ZTLISOJ,X,X,O,O,O,X,O,O
ZTLIOJS,X,X,X,O,O,O,X,X
ZTLIOSJ,X,X,X,O,O,X,O,X
ZTLJISO,O,X,O,O,O,X,X,O
ZTLJIOS,X,X,X,O,O,O,X,X
ZTLJSIO,O,X,O,O,O,X,O,O
ZTLJSOI,O,X,O,O,O,X,O,O
ZTLJOIS,X,X,X,O,O,O,X,X
ZTLJOSI,X,X,X,O,O,O,O,X
ZTLSIJO,O,X,O,O,O,X,O,O
ZTLSIOJ,X,X,O,O,O,X,O,O
ZTLSJIO,O,X,O,O,O,X,O,O
ZTLSJOI,O,X,O,O,O,X,O,O
ZTLSOIJ,X,X,O,O,O,X,O,O
ZTLSOJI,X,X,O,O,O,X,O,O
ZTLOIJS,X,X,X,O,O,O,X,X
ZTLOISJ,X,X,X,O,O,X,O,X
ZTLOJIS,X,X,X,O,O,O,X,X
ZTLOJSI,X,X,X,O,O,O,O,X
ZTLOSIJ,X,X,X,O,O,X,O,X
ZTLOSJI,X,X,X,O,O,X,O,X
ZTJILSO,O,X,O,O,O,X,X,O
ZTJILOS,X,X,X,X,O,O,X,X
ZTJISLO,O,X,O,O,O,X,X,O
ZTJISOL,O,X,O,O,O,O,X,O
ZTJIOLS,O,O,X,X,O,O,X,X
ZTJIOSL,O,O,O,O,O,O,X,O
ZTJLISO,O,X,O,O,O,X,X,O
ZTJLIOS,X,X,X,O,O,O,X,X
ZTJLSIO,O,X,O,O,O,X,O,O
ZTJLSOI,O,X,O,O,O,X,O,O
ZTJLOIS,X,X,X,O,O,O,X,X
ZTJLOSI,X,X,X,O,O,O,O,X
ZTJSILO,O,X,O,O,O,X,O,O
ZTJSIOL,O,X,O,O,O,O,O,O
ZTJSLIO,O,X,O,O,O,X,O,O
ZTJSLOI,O,X,O,O,O,X,O,O
ZTJSOIL,O,X,O,O,O,O,O,O
ZTJSOLI,O,X,O,O,O,O,O,O
ZTJOILS,O,O,X,X,O,O,X,X
ZTJOISL,O,O,O,O,O,O,X,O
ZTJOLIS,O,O,X,X,O,O,X,X
ZTJOLSI,O,O,X,X,O,O,O,X
ZTJOSIL,O,O,O,O,O,O,O,O
ZTJOSLI,O,O,O,O,O,O,O,O
ZTSILJO,O,X,O,O,O,X,O,O
ZTSILOJ,X,X,O,O,O,X,O,O
ZTSIJLO,O,X,O,O,O,X,O,O
ZTSIJOL,O,X,O,O,O,O,O,O
ZTSIOLJ,O,X,O,O,O,X,O,O
ZTSIOJL,O,X,O,O,O,O,O,O
ZTSLIJO,O,X,O,O,O,X,O,O
ZTSLIOJ,X,X,O,O,O,X,O,O
ZTSLJIO,O,X,O,O,O,X,O,O
ZTSLJOI,O,X,O,O,O,X,O,O
ZTSLOIJ,X,X,O,O,O,X,O,O
ZTSLOJI,X,X,O,O,O,X,O,O
ZTSJILO,O,X,O,O,O,X,O,O
ZTSJIOL,O,X,O,O,O,O,O,O
ZTSJLIO,O,X,O,O,O,X,O,O
ZTSJLOI,O,X,O,O,O,X,O,O
ZTSJOIL,O,X,O,O,O,O,O,O
ZTSJOLI,O,X,O,O,O,O,O,O
ZTSOILJ,O,X,O,O,O,X,O,O
ZTSOIJL,O,X,O,O,O,O,O,O
ZTSOLIJ,O,X,O,O,O,X,O,O
ZTSOLJI,O,X,O,O,O,X,O,O
ZTSOJIL,O,X,O,O,O,O,O,O
ZTSOJLI,O,X,O,O,O,O,O,O
ZTOILJS,O,O,X,X,O,O,X,X
ZTOILSJ,O,O,X,X,O,X,O,X
ZTOIJLS,O,O,X,X,O,O,X,X
ZTOIJSL,O,O,O,O,O,O,X,O
ZTOISLJ,O,O,O,O,O,X,O,O
ZTOISJL,O,O,O,O,O,O,O,O
ZTOLIJS,O,O,X,X,O,O,X,X
ZTOLISJ,O,O,X,X,O,X,O,X
ZTOLJIS,O,O,X,X,O,O,X,X
ZTOLJSI,O,O,X,X,O,O,O,X
ZTOLSIJ,O,O,X,X,O,X,O,X
ZTOLSJI,O,O,X,X,O,X,O,X
ZTOJILS,O,O,X,X,O,O,X,X
ZTOJISL,O,O,O,O,O,O,X,O
ZTOJLIS,O,O,X,X,O,O,X,X
ZTOJLSI,O,O,X,X,O,O,O,X
ZTOJSIL,O,O,O,O,O,O,O,O
ZTOJSLI,O,O,O,O,O,O,O,O
ZTOSILJ,O,O,O,O,O,X,O,O
ZTOSIJL,O,O,O,O,O,O,O,O
ZTOSLIJ,O,O,O,O,O,X,O,O
ZTOSLJI,O,O,O,O,O,X,O,O
ZTOSJIL,O,O,O,O,O,O,O,O
ZTOSJLI,O,O,O,O,O,O,O,O
ZITLJSO,O,X,O,O,O,X,X,O
ZITLJOS,X,X,X,X,O,O,X,X
ZITLSJO,O,X,O,O,O,X,O,O
ZITLSOJ,X,X,O,O,O,X,O,O
ZITLOJS,X,X,X,X,O,O,X,X
ZITLOSJ,X,X,X,X,O,X,O,X
ZITJLSO,O,X,O,O,O,X,X,O
ZITJLOS,X,X,X,X,O,O,X,X
ZITJSLO,O,X,O,O,O,X,X,O
ZITJSOL,O,X,O,O,O,O,X,O
ZITJOLS,O,O,X,X,O,O,X,X
ZITJOSL,O,O,O,O,O,O,X,O
ZITSLJO,O,X,O,O,O,X,O,O
ZITSLOJ,X,X,O,O,O,X,O,O
ZITSJLO,O,X,O,O,O,X,O,O
ZITSJOL,O,X,O,O,O,O,O,O
ZITSOLJ,O,X,O,O,O,X,O,O
ZITSOJL,O,X,O,O,O,O,O,O
ZITOLJS,O,O,X,X,O,O,X,X
ZITOLSJ,O,O,X,X,O,X,O,X
ZITOJLS,O,O,X,X,O,O,X,X
ZITOJSL,O,O,O,O,O,O,X,O
ZITOSLJ,O,O,O,O,O,X,O,O
ZITOSJL,O,O,O,O,O,O,O,O
ZILTJSO,O,X,O,O,X,X,X,O
ZILTJOS,X,X,X,O,X,O,X,X
ZILTSJO,O,X,O,O,X,X,O,O
ZILTSOJ,X,X,O,O,X,X,O,O
ZILTOJS,X,X,X,O,X,O,X,X
ZILTOSJ,X,X,X,O,X,X,O,X
ZILJTSO,O,X,O,O,X,X,X,O
ZILJTOS,X,X,X,O,X,O,X,X
ZILJSTO,O,X,O,O,X,X,X,O
ZILJSOT,O,X,O,O,X,X,X,O
ZILJOTS,O,O,X,O,X,O,X,X
ZILJOST,O,O,X,O,X,X,X,X
ZILSTJO,O,X,O,O,X,X,O,O
ZILSTOJ,X,X,O,O,X,X,O,O
ZILSJTO,O,X,O,O,X,X,X,O
ZILSJOT,O,X,O,O,X,X,X,O
ZILSOTJ,O,X,O,O,X,X,O,O
ZILSOJT,O,X,O,O,X,X,X,O
ZILOTJS,O,O,X,O,X,O,X,X
ZILOTSJ,O,O,X,O,X,X,O,X
ZILOJTS,O,O,X,O,X,O,X,X
ZILOJST,O,O,X,O,X,X,X,X
ZILOSTJ,O,O,X,O,X,X,O,X
ZILOSJT,O,O,X,O,X,X,X,X
ZIJTLSO,O,X,O,O,O,X,X,O
ZIJTLOS,X,X,X,X,O,O,X,X
ZIJTSLO,O,X,O,O,O,X,X,O
ZIJTSOL,O,X,O,O,O,O,X,O
ZIJTOLS,O,O,X,X,O,O,X,X
ZIJTOSL,O,O,O,O,O,O,X,O
ZIJLTSO,O,X,O,O,X,X,X,O
ZIJLTOS,X,X,X,O,X,O,X,X
ZIJLSTO,O,X,O,O,X,X,X,O
ZIJLSOT,O,X,O,O,X,X,X,O
ZIJLOTS,O,O,X,O,X,O,X,X
ZIJLOST,O,O,X,O,X,X,X,X
ZIJSTLO,O,X,O,O,X,X,O,O
ZIJSTOL,O,X,O,O,X,O,O,O
ZIJSLTO,O,X,O,O,X,X,X,O
ZIJSLOT,O,X,O,O,X,X,X,O
ZIJSOTL,O,O,O,O,X,O,O,O
ZIJSOLT,O,O,O,O,X,X,X,O
ZIJOTLS,O,O,X,X,O,O,X,X
ZIJOTSL,O,O,O,O,O,O,X,O
ZIJOLTS,O,O,X,X,O,O,X,X
ZIJOLST,O,O,X,X,X,X,X,X
ZIJOSTL,O,O,O,O,X,O,O,O
ZIJOSLT,O,O,O,O,X,X,X,O
ZISTLJO,O,X,O,O,X,X,O,O
ZISTLOJ,X,X,O,O,X,X,O,O
ZISTJLO,O,X,O,O,X,X,O,O
ZISTJOL,O,X,O,O,X,O,O,O
ZISTOLJ,O,X,O,O,X,X,O,O
ZISTOJL,O,X,O,O,X,O,O,O
ZISLTJO,O,X,O,O,X,X,O,O
ZISLTOJ,X,X,O,O,X,X,O,O
ZISLJTO,O,X,O,O,X,X,X,O
ZISLJOT,O,X,O,O,X,X,X,O
ZISLOTJ,O,X,O,O,X,X,O,O
ZISLOJT,O,X,O,O,X,X,X,O
ZISJTLO,O,X,O,O,X,X,O,O
ZISJTOL,O,X,O,O,X,O,O,O
ZISJLTO,O,X,O,O,X,X,X,O
ZISJLOT,O,X,O,O,X,X,X,O
ZISJOTL,O,O,O,O,X,O,O,O
ZISJOLT,O,O,O,O,X,X,X,O
ZISOTLJ,O,O,O,O,X,X,O,O
ZISOTJL,O,O,O,O,X,O,O,O
ZISOLTJ,O,O,O,O,X,X,O,O
ZISOLJT,O,O,O,O,X,X,X,O
ZISOJTL,O,O,O,O,X,O,O,O
ZISOJLT,O,O,O,O,X,X,X,O
ZIOTLJS,O,O,X,X,O,O,X,X
ZIOTLSJ,O,O,X,X,O,X,O,X
ZIOTJLS,O,O,X,X,O,O,X,X
ZIOTJSL,O,O,O,O,O,O,X,O
ZIOTSLJ,O,O,O,O,O,X,O,O
ZIOTSJL,O,O,O,O,O,O,O,O
ZIOLTJS,O,O,X,X,O,O,X,X
ZIOLTSJ,O,O,X,X,O,X,O,X
ZIOLJTS,O,O,X,X,O,O,X,X
ZIOLJST,O,O,X,X,X,X,X,X
ZIOLSTJ,O,O,X,X,X,X,O,X
ZIOLSJT,O,O,X,X,X,X,X,X
ZIOJTLS,O,O,X,X,O,O,X,X
ZIOJTSL,O,O,O,O,O,O,X,O
ZIOJLTS,O,O,X,X,O,O,X,X
ZIOJLST,O,O,X,X,X,X,X,X
ZIOJSTL,O,O,O,O,X,O,O,O
ZIOJSLT,O,O,O,O,X,X,X,O
ZIOSTLJ,O,O,O,O,X,X,O,O
ZIOSTJL,O,O,O,O,X,O,O,O
ZIOSLTJ,O,O,O,O,X,X,O,O
ZIOSLJT,O,O,O,O,X,X,X,O
ZIOSJTL,O,O,O,O,X,O,O,O
ZIOSJLT,O,O,O,O,X,X,X,O
ZLTIJSO,O,X,O,O,X,X,X,O
ZLTIJOS,X,X,X,O,X,O,X,X
ZLTISJO,O,X,O,O,X,X,O,O
ZLTISOJ,X,X,O,O,X,X,O,O
ZLTIOJS,X,X,X,O,X,O,X,X
ZLTIOSJ,X,X,X,O,X,X,O,X
ZLTJISO,O,X,O,O,X,X,X,O
ZLTJIOS,X,X,X,O,X,O,X,X
ZLTJSIO,O,X,O,O,X,X,O,O
ZLTJSOI,O,X,O,O,X,X,O,O
ZLTJOIS,X,X,X,O,X,O,X,X
ZLTJOSI,X,X,X,O,X,O,O,X
ZLTSIJO,O,X,O,O,X,X,O,O
ZLTSIOJ,X,X,O,O,X,X,O,O
ZLTSJIO,O,X,O,O,X,X,O,O
ZLTSJOI,O,X,O,O,X,X,O,O
ZLTSOIJ,X,X,O,O,X,X,O,O
ZLTSOJI,X,X,O,O,X,X,O,O
ZLTOIJS,X,X,X,O,X,O,X,X
ZLTOISJ,X,X,X,O,X,X,O,X
ZLTOJIS,X,X,X,O,X,O,X,X
ZLTOJSI,X,X,X,O,X,O,O,X
ZLTOSIJ,X,X,X,O,X,X,O,X
ZLTOSJI,X,X,X,O,X,X,O,X
ZLITJSO,O,X,O,O,X,X,X,O
ZLITJOS,X,X,X,O,X,O,X,X
ZLITSJO,O,X,O,O,X,X,O,O
ZLITSOJ,X,X,O,O,X,X,O,O
ZLITOJS,X,X,X,O,X,O,X,X
ZLITOSJ,X,X,X,O,X,X,O,X
ZLIJTSO,O,X,O,O,X,X,X,O
