sequence,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeT/IvhFigBZnB?GjBUoBlpB3qB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8Je0/IvhFZnBziB?+oB/pBlqBiqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8Je0/IvhFxiB/pB?OsBToBiqBlqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeZHJvhFfoB6oB?TkB2qB0pBlqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeZHJvhFSoBTkB?2qBUoBlpB3qB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeT/IvhFZnBypB?FoB8qBGoBXqB
SZITOJL,O,X,X,X,X,X
SZILTJO,O,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X
SZILJTO,O,X,X,X,X,X
SZILJOT,O,O,X,O,X,X
SZILOTJ,O,X,X,X,X,X
SZILOJT,O,X,X,O,X,X
SZIJTLO,O,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X
SZIJLTO,O,X,X,X,X,X
SZIJLOT,O,O,X,O,X,X
SZIJOTL,O,O,O,X,X,X
SZIJOLT,O,O,O,O,X,X
SZIOTLJ,O,X,X,X,X,X
SZIOTJL,O,X,X,X,X,X
SZIOLTJ,O,X,X,X,X,X
SZIOLJT,O,X,X,O,X,X
SZIOJTL,O,O,O,X,X,X
SZIOJLT,O,O,O,O,X,X
SZLTIJO,O,X,X,X,X,X
SZLTIOJ,O,X,X,X,X,X
SZLTJIO,O,X,X,X,X,X
SZLTJOI,O,X,O,X,X,X
SZLTOIJ,O,X,X,X,X,X
SZLTOJI,O,X,O,X,X,X
SZLITJO,O,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X
SZLIJTO,O,X,X,X,X,X
SZLIJOT,O,O,O,O,X,X
SZLIOTJ,O,X,X,X,X,X
SZLIOJT,O,X,O,O,X,X
SZLJTIO,O,X,X,X,X,X
SZLJTOI,O,X,O,X,X,X
SZLJITO,O,X,X,X,X,X
SZLJIOT,O,O,O,O,X,X
SZLJOTI,O,X,O,X,X,X
SZLJOIT,O,O,O,O,X,X
SZLOTIJ,O,X,X,X,X,X
SZLOTJI,O,X,O,X,X,X
SZLOITJ,O,X,X,X,X,X
SZLOIJT,O,X,O,O,X,X
SZLOJTI,O,X,O,X,X,X
SZLOJIT,O,X,O,O,X,X
SZJTILO,O,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X
SZJTLIO,O,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X
SZJTOIL,O,O,O,X,X,X
SZJTOLI,O,X,O,X,X,X
SZJITLO,O,X,X,X,X,X
SZJITOL,O,O,X,X,X,X
SZJILTO,O,X,X,X,X,X
SZJILOT,O,O,X,O,X,X
SZJIOTL,O,O,O,X,X,X
SZJIOLT,O,O,O,O,X,X
SZJLTIO,O,X,X,X,X,X
SZJLTOI,O,X,O,X,X,X
SZJLITO,O,X,X,X,X,X
SZJLIOT,O,O,O,O,X,X
SZJLOTI,O,X,O,X,X,X
SZJLOIT,O,O,O,O,X,X
SZJOTIL,O,O,O,X,X,X
SZJOTLI,O,X,O,X,X,X
SZJOITL,O,O,O,X,X,X
SZJOILT,O,O,O,O,X,X
SZJOLTI,O,X,O,X,X,X
SZJOLIT,O,O,O,O,X,X
SZOTILJ,O,X,X,X,X,X
SZOTIJL,O,X,X,X,X,X
SZOTLIJ,O,X,X,X,X,X
SZOTLJI,O,X,X,X,X,X
SZOTJIL,O,X,O,X,X,X
SZOTJLI,O,X,O,X,X,X
SZOITLJ,O,X,X,X,X,X
SZOITJL,O,X,X,X,X,X
SZOILTJ,O,X,X,X,X,X
SZOILJT,O,X,X,O,X,X
SZOIJTL,O,O,O,X,X,X
SZOIJLT,O,O,O,O,X,X
SZOLTIJ,O,X,X,X,X,X
SZOLTJI,O,X,O,X,X,X
SZOLITJ,O,X,X,X,X,X
SZOLIJT,O,X,O,O,X,X
SZOLJTI,O,X,O,X,X,X
SZOLJIT,O,X,O,O,X,X
SZOJTIL,O,O,O,X,X,X
SZOJTLI,O,X,O,X,X,X
SZOJITL,O,O,O,X,X,X
SZOJILT,O,O,O,O,X,X
SZOJLTI,O,X,O,X,X,X
SZOJLIT,O,O,O,O,X,X
SOTILJZ,O,X,X,O,X,X
SOTILZJ,O,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,X
SOTIJZL,O,X,X,X,X,X
SOTIZLJ,O,X,X,X,X,X
SOTIZJL,O,X,X,X,X,X
SOTLIJZ,O,X,X,O,X,X
SOTLIZJ,O,X,X,X,X,X
SOTLJIZ,O,X,O,O,X,X
SOTLJZI,O,X,O,X,X,X
SOTLZIJ,O,X,X,X,X,X
SOTLZJI,O,X,O,X,X,X
SOTJILZ,O,X,O,O,X,X
SOTJIZL,O,X,O,X,X,X
SOTJLIZ,O,X,O,O,X,X
SOTJLZI,O,X,O,X,X,X
SOTJZIL,O,X,O,X,X,X
SOTJZLI,O,X,O,X,X,X
SOTZILJ,O,X,X,X,X,X
SOTZIJL,O,X,X,X,X,X
SOTZLIJ,O,X,X,X,X,X
SOTZLJI,O,X,X,X,X,X
SOTZJIL,O,X,O,X,X,X
SOTZJLI,O,X,O,X,X,X
SOITLJZ,O,X,X,O,X,X
SOITLZJ,O,X,X,X,X,X
SOITJLZ,O,X,X,O,X,X
SOITJZL,O,X,X,X,X,X
SOITZLJ,O,X,X,X,X,X
SOITZJL,O,X,X,X,X,X
SOILTJZ,O,X,X,O,X,X
SOILTZJ,O,X,X,X,X,X
SOILJTZ,X,X,O,O,X,X
SOILJZT,X,X,O,O,O,X
SOILZTJ,O,X,X,X,X,X
SOILZJT,O,X,O,O,X,X
SOIJTLZ,X,X,O,O,X,X
SOIJTZL,X,O,O,X,X,X
SOIJLTZ,X,X,O,O,X,X
SOIJLZT,X,O,O,O,O,X
SOIJZTL,X,O,O,X,X,X
SOIJZLT,X,O,O,O,X,X
SOIZTLJ,O,X,X,X,X,X
SOIZTJL,O,X,X,X,X,X
SOIZLTJ,O,X,X,X,X,X
SOIZLJT,O,X,X,O,X,X
SOIZJTL,O,O,O,X,X,X
SOIZJLT,O,O,O,O,X,X
SOLTIJZ,O,X,X,O,X,X
SOLTIZJ,O,X,X,X,X,X
SOLTJIZ,O,X,O,O,X,X
SOLTJZI,O,X,O,X,X,X
SOLTZIJ,O,X,X,X,X,X
SOLTZJI,O,X,O,X,X,X
SOLITJZ,O,X,X,O,X,X
SOLITZJ,O,X,X,X,X,X
SOLIJTZ,X,X,O,O,X,X
SOLIJZT,X,X,O,O,O,X
SOLIZTJ,O,X,X,X,X,X
SOLIZJT,O,X,O,O,X,X
SOLJTIZ,X,X,O,O,X,X
SOLJTZI,X,X,O,X,X,X
SOLJITZ,X,X,O,O,X,X
SOLJIZT,X,X,O,O,O,X
SOLJZTI,X,X,O,X,X,X
SOLJZIT,X,X,O,O,X,X
SOLZTIJ,O,X,X,X,X,X
SOLZTJI,O,X,O,X,X,X
SOLZITJ,O,X,X,X,X,X
SOLZIJT,O,X,O,O,X,X
SOLZJTI,O,X,O,X,X,X
SOLZJIT,O,X,O,O,X,X
SOJTILZ,X,X,O,O,X,X
SOJTIZL,X,O,O,X,X,X
SOJTLIZ,X,X,O,O,X,X
SOJTLZI,X,X,O,X,X,X
SOJTZIL,X,O,O,X,X,X
SOJTZLI,X,X,O,X,X,X
SOJITLZ,X,X,O,O,X,X
SOJITZL,X,O,O,X,X,X
SOJILTZ,X,X,O,O,X,X
SOJILZT,X,O,O,O,O,X
SOJIZTL,X,O,O,X,X,X
SOJIZLT,X,O,O,O,X,X
SOJLTIZ,X,X,O,O,X,X
SOJLTZI,X,X,O,X,X,X
SOJLITZ,X,X,O,O,X,X
SOJLIZT,X,O,O,O,O,X
SOJLZTI,X,X,O,X,X,X
SOJLZIT,X,O,O,O,X,X
SOJZTIL,X,O,O,X,X,X
SOJZTLI,X,X,O,X,X,X
SOJZITL,X,O,O,X,X,X
SOJZILT,X,O,O,O,X,X
SOJZLTI,X,X,O,X,X,X
SOJZLIT,X,O,O,O,X,X
SOZTILJ,O,X,X,X,X,X
SOZTIJL,O,X,X,X,X,X
SOZTLIJ,O,X,X,X,X,X
SOZTLJI,O,X,X,X,X,X
SOZTJIL,O,X,O,X,X,X
SOZTJLI,O,X,O,X,X,X
SOZITLJ,O,X,X,X,X,X
SOZITJL,O,X,X,X,X,X
SOZILTJ,O,X,X,X,X,X
SOZILJT,O,X,X,O,X,X
SOZIJTL,O,O,O,X,X,X
SOZIJLT,O,O,O,O,X,X
SOZLTIJ,O,X,X,X,X,X
SOZLTJI,O,X,O,X,X,X
SOZLITJ,O,X,X,X,X,X
SOZLIJT,O,X,O,O,X,X
SOZLJTI,O,X,O,X,X,X
SOZLJIT,O,X,O,O,X,X
SOZJTIL,O,O,O,X,X,X
SOZJTLI,O,X,O,X,X,X
SOZJITL,O,O,O,X,X,X
SOZJILT,O,O,O,O,X,X
SOZJLTI,O,X,O,X,X,X
SOZJLIT,O,O,O,O,X,X
ZTILJSO,O,X,X,X,X,X
ZTILJOS,O,X,X,X,X,X
ZTILSJO,O,X,X,X,X,X
ZTILSOJ,O,X,X,X,X,X
ZTILOJS,O,X,X,X,X,O
ZTILOSJ,O,X,X,X,X,O
ZTIJLSO,O,X,X,X,X,X
ZTIJLOS,O,X,X,X,X,X
ZTIJSLO,O,O,X,X,X,X
ZTIJSOL,O,O,X,X,X,X
ZTIJOLS,O,X,X,X,X,X
ZTIJOSL,O,O,X,X,X,X
ZTISLJO,O,O,X,X,X,X
ZTISLOJ,O,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X
ZTISJOL,O,O,X,X,X,X
ZTISOLJ,O,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,O,X,X,X,X,X
ZTIOLSJ,O,X,X,X,X,X
ZTIOJLS,O,X,X,X,X,X
ZTIOJSL,O,X,X,X,X,X
ZTIOSLJ,O,X,X,X,X,X
ZTIOSJL,O,X,X,X,X,X
ZTLIJSO,O,X,X,X,X,X
ZTLIJOS,O,X,X,X,X,X
ZTLISJO,O,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,X
ZTLIOJS,O,X,X,X,X,O
ZTLIOSJ,O,X,X,X,X,O
ZTLJISO,O,X,X,X,X,X
ZTLJIOS,O,X,X,X,X,X
ZTLJSIO,O,X,X,X,X,X
ZTLJSOI,O,X,X,X,X,X
ZTLJOIS,O,X,X,X,X,X
ZTLJOSI,O,X,X,X,X,X
ZTLSIJO,O,X,X,X,X,X
ZTLSIOJ,O,X,X,X,X,X
ZTLSJIO,O,X,X,X,X,X
ZTLSJOI,O,X,X,X,X,X
ZTLSOIJ,O,X,X,X,X,X
ZTLSOJI,O,X,X,X,X,X
ZTLOIJS,O,X,X,X,X,O
ZTLOISJ,O,X,X,X,X,O
ZTLOJIS,O,X,X,X,X,X
ZTLOJSI,O,X,X,X,X,X
ZTLOSIJ,O,X,X,X,X,X
ZTLOSJI,O,X,X,X,X,X
ZTJILSO,O,X,X,X,X,X
ZTJILOS,O,X,X,X,X,X
ZTJISLO,O,O,X,X,X,X
ZTJISOL,O,O,X,X,X,X
ZTJIOLS,O,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,X
ZTJLISO,O,X,X,X,X,X
ZTJLIOS,O,X,X,X,X,X
ZTJLSIO,O,X,X,X,X,X
ZTJLSOI,O,X,X,X,X,X
ZTJLOIS,O,X,X,X,X,X
ZTJLOSI,O,X,X,X,X,X
ZTJSILO,O,O,X,X,X,X
ZTJSIOL,O,O,X,X,X,X
ZTJSLIO,O,O,X,X,X,X
ZTJSLOI,O,O,X,X,X,X
ZTJSOIL,O,O,X,X,X,X
ZTJSOLI,O,O,X,X,X,X
ZTJOILS,O,X,X,X,X,X
ZTJOISL,O,O,X,X,X,X
ZTJOLIS,O,X,X,X,X,X
ZTJOLSI,O,X,X,X,X,X
ZTJOSIL,O,O,X,X,X,X
ZTJOSLI,O,O,X,X,X,X
ZTSILJO,O,O,X,X,X,X
ZTSILOJ,O,X,X,X,X,X
ZTSIJLO,O,O,X,X,X,X
ZTSIJOL,O,O,X,X,X,X
ZTSIOLJ,O,X,X,X,X,X
ZTSIOJL,O,O,X,X,X,X
ZTSLIJO,O,O,X,X,X,X
ZTSLIOJ,O,X,X,X,X,X
ZTSLJIO,O,O,X,X,X,X
ZTSLJOI,O,O,X,X,X,X
ZTSLOIJ,O,X,X,X,X,X
ZTSLOJI,O,X,X,X,X,X
ZTSJILO,O,O,X,X,X,X
ZTSJIOL,O,O,X,X,X,X
ZTSJLIO,O,O,X,X,X,X
ZTSJLOI,O,O,X,X,X,X
ZTSJOIL,O,O,X,X,X,X
ZTSJOLI,O,O,X,X,X,X
ZTSOILJ,O,X,X,X,X,X
ZTSOIJL,O,O,X,X,X,X
ZTSOLIJ,O,X,X,X,X,X
ZTSOLJI,O,X,X,X,X,X
ZTSOJIL,O,O,X,X,X,X
ZTSOJLI,O,O,X,X,X,X
ZTOILJS,O,X,X,X,X,X
ZTOILSJ,O,X,X,X,X,X
ZTOIJLS,O,X,X,X,X,X
ZTOIJSL,O,X,X,X,X,X
ZTOISLJ,O,X,X,X,X,X
ZTOISJL,O,X,X,X,X,X
ZTOLIJS,O,X,X,X,X,X
ZTOLISJ,O,X,X,X,X,X
ZTOLJIS,O,X,X,X,X,X
ZTOLJSI,O,X,X,X,X,X
ZTOLSIJ,O,X,X,X,X,X
ZTOLSJI,O,X,X,X,X,X
ZTOJILS,O,X,X,X,X,X
ZTOJISL,O,X,X,X,X,X
ZTOJLIS,O,X,X,X,X,X
ZTOJLSI,O,X,X,X,X,X
ZTOJSIL,O,X,X,X,X,X
ZTOJSLI,O,X,X,X,X,X
ZTOSILJ,O,X,X,X,X,X
ZTOSIJL,O,X,X,X,X,X
ZTOSLIJ,O,X,X,X,X,X
ZTOSLJI,O,X,X,X,X,X
ZTOSJIL,O,X,X,X,X,X
ZTOSJLI,O,X,X,X,X,X
ZITLJSO,O,X,X,X,X,X
ZITLJOS,O,X,X,X,X,X
ZITLSJO,O,X,X,X,X,X
ZITLSOJ,O,X,X,X,X,X
ZITLOJS,O,X,X,X,X,O
ZITLOSJ,O,X,X,X,X,O
ZITJLSO,O,X,X,X,X,X
ZITJLOS,O,X,X,X,X,X
ZITJSLO,O,O,X,X,X,X
ZITJSOL,O,O,X,X,X,X
ZITJOLS,O,X,X,X,X,X
ZITJOSL,O,O,X,X,X,X
ZITSLJO,O,O,X,X,X,X
ZITSLOJ,O,X,X,X,X,X
ZITSJLO,O,O,X,X,X,X
ZITSJOL,O,O,X,X,X,X
ZITSOLJ,O,X,X,X,X,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,O,X,X,X,X,X
ZITOLSJ,O,X,X,X,X,X
ZITOJLS,O,X,X,X,X,X
ZITOJSL,O,X,X,X,X,X
ZITOSLJ,O,X,X,X,X,X
ZITOSJL,O,X,X,X,X,X
ZILTJSO,O,X,X,X,X,X
ZILTJOS,O,X,X,X,X,X
ZILTSJO,O,X,X,X,X,X
ZILTSOJ,O,X,X,X,X,X
ZILTOJS,O,X,X,X,X,O
ZILTOSJ,O,X,X,X,X,O
ZILJTSO,O,X,X,X,X,X
ZILJTOS,O,X,X,X,X,X
ZILJSTO,O,X,X,X,X,X
ZILJSOT,O,X,X,X,X,X
ZILJOTS,O,X,X,X,O,X
ZILJOST,O,X,X,X,O,X
ZILSTJO,O,X,X,X,X,X
ZILSTOJ,O,X,X,X,X,X
ZILSJTO,O,X,X,X,X,X
ZILSJOT,O,X,X,X,X,X
ZILSOTJ,O,X,X,X,X,X
ZILSOJT,O,X,X,X,X,X
ZILOTJS,O,X,X,X,X,O
ZILOTSJ,O,X,X,X,X,O
ZILOJTS,O,X,X,X,O,X
ZILOJST,O,X,X,X,O,X
ZILOSTJ,O,X,X,X,X,X
ZILOSJT,O,X,X,X,X,X
ZIJTLSO,O,X,X,X,X,X
ZIJTLOS,O,X,X,X,X,X
ZIJTSLO,O,O,X,X,X,X
ZIJTSOL,O,O,X,X,X,X
ZIJTOLS,O,X,X,X,X,X
ZIJTOSL,O,O,X,X,X,X
ZIJLTSO,O,X,X,X,X,X
ZIJLTOS,O,X,X,X,X,X
ZIJLSTO,O,X,X,X,X,X
ZIJLSOT,O,X,X,X,X,X
ZIJLOTS,O,X,X,X,O,X
ZIJLOST,O,X,X,X,O,X
ZIJSTLO,O,X,X,X,X,X
ZIJSTOL,O,O,X,X,X,X
ZIJSLTO,O,X,X,X,X,X
ZIJSLOT,O,O,X,O,X,X
ZIJSOTL,O,O,X,X,X,X
ZIJSOLT,O,O,X,O,X,X
ZIJOTLS,O,X,X,X,X,X
ZIJOTSL,O,O,X,X,X,X
ZIJOLTS,O,X,X,X,O,X
ZIJOLST,O,X,X,X,O,X
ZIJOSTL,O,O,X,X,X,X
ZIJOSLT,O,O,X,O,X,X
ZISTLJO,O,X,X,X,X,X
ZISTLOJ,O,X,X,X,X,X
ZISTJLO,O,X,X,X,X,X
ZISTJOL,O,O,X,X,X,X
ZISTOLJ,O,X,X,X,X,X
ZISTOJL,O,X,X,X,X,X
ZISLTJO,O,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X
ZISLJTO,O,X,X,X,X,X
ZISLJOT,O,O,X,O,X,X
ZISLOTJ,O,X,X,X,X,X
ZISLOJT,O,X,X,O,X,X
ZISJTLO,O,X,X,X,X,X
ZISJTOL,O,O,X,X,X,X
ZISJLTO,O,X,X,X,X,X
ZISJLOT,O,O,X,O,X,X
ZISJOTL,O,O,X,X,X,X
ZISJOLT,O,O,X,O,X,X
ZISOTLJ,O,X,X,X,X,X
ZISOTJL,O,X,X,X,X,X
ZISOLTJ,O,X,X,X,X,X
ZISOLJT,O,X,X,O,X,X
ZISOJTL,O,O,X,X,X,X
ZISOJLT,O,O,X,O,X,X
ZIOTLJS,O,X,X,X,X,X
ZIOTLSJ,O,X,X,X,X,X
ZIOTJLS,O,X,X,X,X,X
ZIOTJSL,O,X,X,X,X,X
ZIOTSLJ,O,X,X,X,X,X
ZIOTSJL,O,X,X,X,X,X
ZIOLTJS,O,X,X,X,X,X
ZIOLTSJ,O,X,X,X,X,X
ZIOLJTS,O,X,X,X,O,X
ZIOLJST,O,X,X,X,O,X
ZIOLSTJ,O,X,X,X,X,X
ZIOLSJT,O,X,X,X,X,X
ZIOJTLS,O,X,X,X,X,X
ZIOJTSL,O,X,X,X,X,X
ZIOJLTS,O,X,X,X,O,X
ZIOJLST,O,X,X,X,O,X
ZIOJSTL,O,X,X,X,X,X
ZIOJSLT,O,X,X,O,X,X
ZIOSTLJ,O,X,X,X,X,X
ZIOSTJL,O,X,X,X,X,X
ZIOSLTJ,O,X,X,X,X,X
ZIOSLJT,O,X,X,O,X,X
ZIOSJTL,O,X,X,X,X,X
ZIOSJLT,O,X,X,O,X,X
ZLTIJSO,O,X,X,X,X,X
ZLTIJOS,O,X,X,X,X,X
ZLTISJO,O,X,X,X,X,X
ZLTISOJ,O,X,X,X,X,X
ZLTIOJS,O,X,X,X,X,O
ZLTIOSJ,O,X,X,X,X,O
ZLTJISO,O,X,X,X,X,X
ZLTJIOS,O,X,X,X,X,X
ZLTJSIO,O,X,X,X,X,X
ZLTJSOI,O,X,X,X,X,X
ZLTJOIS,O,X,X,X,X,X
ZLTJOSI,O,X,X,X,X,X
ZLTSIJO,O,X,X,X,X,X
ZLTSIOJ,O,X,X,X,X,X
ZLTSJIO,O,X,X,X,X,X
ZLTSJOI,O,X,X,X,X,X
ZLTSOIJ,O,X,X,X,X,X
ZLTSOJI,O,X,X,X,X,X
ZLTOIJS,O,X,X,X,X,O
ZLTOISJ,O,X,X,X,X,O
ZLTOJIS,O,X,X,X,X,X
ZLTOJSI,O,X,X,X,X,X
ZLTOSIJ,O,X,X,X,X,X
ZLTOSJI,O,X,X,X,X,X
ZLITJSO,O,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X
ZLITSJO,O,X,X,X,X,X
ZLITSOJ,O,X,X,X,X,X
ZLITOJS,O,X,X,X,X,O
ZLITOSJ,O,X,X,X,X,O
ZLIJTSO,O,X,X,X,X,X
ZLIJTOS,O,X,X,X,X,X
ZLIJSTO,O,X,X,X,X,X
ZLIJSOT,O,X,X,X,X,X
ZLIJOTS,O,X,X,X,O,X
ZLIJOST,O,X,X,X,O,X
ZLISTJO,O,X,X,X,X,X
ZLISTOJ,O,X,X,X,X,X
ZLISJTO,O,X,X,X,X,X
ZLISJOT,O,X,X,X,X,X
ZLISOTJ,O,X,X,X,X,X
ZLISOJT,O,X,X,X,X,X
ZLIOTJS,O,X,X,X,X,O
ZLIOTSJ,O,X,X,X,X,O
ZLIOJTS,O,X,X,X,O,X
ZLIOJST,O,X,X,X,O,X
ZLIOSTJ,O,X,X,X,X,X
ZLIOSJT,O,X,X,X,X,X
ZLJTISO,O,X,X,X,X,X
ZLJTIOS,O,X,X,X,X,X
ZLJTSIO,O,X,X,X,X,X
ZLJTSOI,O,X,X,X,X,X
ZLJTOIS,O,X,X,X,X,X
ZLJTOSI,O,X,X,X,X,X
ZLJITSO,O,X,X,X,X,X
ZLJITOS,O,X,X,X,X,X
ZLJISTO,O,X,X,X,X,X
ZLJISOT,O,X,X,X,X,X
ZLJIOTS,O,X,X,X,O,X
ZLJIOST,O,X,X,X,O,X
ZLJSTIO,O,X,X,X,X,X
ZLJSTOI,O,X,O,X,X,X
ZLJSITO,O,X,X,X,X,X
ZLJSIOT,O,X,O,X,X,X
ZLJSOTI,O,X,O,X,X,X
ZLJSOIT,O,X,O,X,X,X
ZLJOTIS,O,X,X,X,X,X
ZLJOTSI,O,X,X,X,X,X
ZLJOITS,O,X,X,X,O,X
ZLJOIST,O,X,O,X,O,X
ZLJOSTI,O,X,O,X,X,X
ZLJOSIT,O,X,O,X,X,X
ZLSTIJO,O,X,X,X,X,X
ZLSTIOJ,O,X,X,X,X,X
ZLSTJIO,O,X,X,X,X,X
ZLSTJOI,O,X,O,X,X,X
ZLSTOIJ,O,X,X,X,X,X
ZLSTOJI,O,X,O,X,X,X
ZLSITJO,O,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,X
ZLSIJTO,O,X,X,X,X,X
ZLSIJOT,O,X,O,X,X,X
ZLSIOTJ,O,X,X,X,X,X
ZLSIOJT,O,X,O,X,X,X
ZLSJTIO,O,X,X,X,X,X
ZLSJTOI,O,X,O,X,X,X
ZLSJITO,O,X,X,X,X,X
ZLSJIOT,O,X,O,X,X,X
ZLSJOTI,O,X,O,X,X,X
ZLSJOIT,O,X,O,X,X,X
ZLSOTIJ,O,X,X,X,X,X
ZLSOTJI,O,X,O,X,X,X
ZLSOITJ,O,X,X,X,X,X
ZLSOIJT,O,X,O,X,X,X
ZLSOJTI,O,X,O,X,X,X
ZLSOJIT,O,X,O,X,X,X
ZLOTIJS,O,X,X,X,X,O
ZLOTISJ,O,X,X,X,X,O
ZLOTJIS,O,X,X,X,X,X
ZLOTJSI,O,X,X,X,X,X
ZLOTSIJ,O,X,X,X,X,X
ZLOTSJI,O,X,X,X,X,X
ZLOITJS,O,X,X,X,X,O
ZLOITSJ,O,X,X,X,X,O
ZLOIJTS,O,X,X,X,O,X
ZLOIJST,O,X,X,X,O,X
ZLOISTJ,O,X,X,X,X,X
ZLOISJT,O,X,X,X,X,X
ZLOJTIS,O,X,X,X,X,X
ZLOJTSI,O,X,X,X,X,X
ZLOJITS,O,X,X,X,O,X
ZLOJIST,O,X,O,X,O,X
ZLOJSTI,O,X,O,X,X,X
ZLOJSIT,O,X,O,X,X,X
ZLOSTIJ,O,X,X,X,X,X
ZLOSTJI,O,X,O,X,X,X
ZLOSITJ,O,X,X,X,X,X
ZLOSIJT,O,X,O,X,X,X
ZLOSJTI,O,X,O,X,X,X
ZLOSJIT,O,X,O,X,X,X
ZJTILSO,O,X,X,X,X,X
ZJTILOS,O,X,X,X,X,X
ZJTISLO,O,O,X,X,X,X
ZJTISOL,O,O,X,X,X,X
ZJTIOLS,O,X,X,X,X,X
ZJTIOSL,O,O,X,X,X,X
ZJTLISO,O,X,X,X,X,X
ZJTLIOS,O,X,X,X,X,X
ZJTLSIO,O,X,X,X,X,X
ZJTLSOI,O,X,X,X,X,X
ZJTLOIS,O,X,X,X,X,X
ZJTLOSI,O,X,X,X,X,X
ZJTSILO,O,O,X,X,X,X
ZJTSIOL,O,O,X,X,X,X
ZJTSLIO,O,O,X,X,X,X
ZJTSLOI,O,O,X,X,X,X
ZJTSOIL,O,O,X,X,X,X
ZJTSOLI,O,O,X,X,X,X
ZJTOILS,O,X,X,X,X,X
ZJTOISL,O,O,X,X,X,X
ZJTOLIS,O,X,X,X,X,X
ZJTOLSI,O,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X
ZJTOSLI,O,O,X,X,X,X
ZJITLSO,O,X,X,X,X,X
ZJITLOS,O,X,X,X,X,X
ZJITSLO,O,O,X,X,X,X
ZJITSOL,O,O,X,X,X,X
ZJITOLS,O,X,X,X,X,X
ZJITOSL,O,O,X,X,X,X
ZJILTSO,O,X,X,X,X,X
ZJILTOS,O,X,X,X,X,X
ZJILSTO,O,X,X,X,X,X
ZJILSOT,O,X,X,X,X,X
ZJILOTS,O,X,X,X,O,X
ZJILOST,O,X,X,X,O,X
ZJISTLO,O,X,X,X,X,X
ZJISTOL,O,O,X,X,X,X
ZJISLTO,O,X,X,X,X,X
ZJISLOT,O,O,X,O,X,X
ZJISOTL,O,O,X,X,X,X
ZJISOLT,O,O,X,O,X,X
ZJIOTLS,O,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,X
ZJIOLTS,O,X,X,X,O,X
ZJIOLST,O,X,X,X,O,X
ZJIOSTL,O,O,X,X,X,X
ZJIOSLT,O,O,X,O,X,X
ZJLTISO,O,X,X,X,X,X
ZJLTIOS,O,X,X,X,X,X
ZJLTSIO,O,X,X,X,X,X
ZJLTSOI,O,X,X,X,X,X
ZJLTOIS,O,X,X,X,X,X
ZJLTOSI,O,X,X,X,X,X
ZJLITSO,O,X,X,X,X,X
ZJLITOS,O,X,X,X,X,X
ZJLISTO,O,X,X,X,X,X
ZJLISOT,O,X,X,X,X,X
ZJLIOTS,O,X,X,X,O,X
ZJLIOST,O,X,X,X,O,X
ZJLSTIO,O,X,X,X,X,X
ZJLSTOI,O,X,O,X,X,X
ZJLSITO,O,X,X,X,X,X
ZJLSIOT,O,X,O,X,X,X
ZJLSOTI,O,X,O,X,X,X
ZJLSOIT,O,X,O,X,X,X
ZJLOTIS,O,X,X,X,X,X
ZJLOTSI,O,X,X,X,X,X
ZJLOITS,O,X,X,X,O,X
ZJLOIST,O,X,O,X,O,X
ZJLOSTI,O,X,O,X,X,X
ZJLOSIT,O,X,O,X,X,X
ZJSTILO,O,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X
ZJSTLIO,O,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,X
ZJSTOIL,O,O,O,X,X,X
ZJSTOLI,O,X,O,X,X,X
ZJSITLO,O,X,X,X,X,X
ZJSITOL,O,O,X,X,X,X
ZJSILTO,O,X,X,X,X,X
ZJSILOT,O,O,X,O,X,X
ZJSIOTL,O,O,O,X,X,X
ZJSIOLT,O,O,O,O,X,X
ZJSLTIO,O,X,X,X,X,X
ZJSLTOI,O,X,O,X,X,X
ZJSLITO,O,X,X,X,X,X
ZJSLIOT,O,O,O,O,X,X
ZJSLOTI,O,X,O,X,X,X
ZJSLOIT,O,O,O,O,X,X
ZJSOTIL,O,O,O,X,X,X
ZJSOTLI,O,X,O,X,X,X
ZJSOITL,O,O,O,X,X,X
ZJSOILT,O,O,O,O,X,X
