sequence,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBXjBlmBctBTs?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBTjBlmBcsBXt?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBlnBctBzr?BCtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBTjB6rBcs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBFjB6sBct?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBXjB6rBct?BTsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBfoB6oBlmB0s?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBlmBcsBToBCs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFRiB+oBcpBlmBXs?BzsB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFWoBcpBlmBxsBzr?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JexCJvhFTkBlmB3nBctBip?BWxB
JZTOSIL,O,O,O,O,O,O,O,O,X,X,O
JZTOSLI,O,O,O,O,O,O,O,X,X,X,O
JZITLSO,O,O,X,O,O,O,O,X,X,O,X
JZITLOS,X,X,X,X,O,O,X,O,X,O,X
JZITSLO,O,O,X,O,O,O,O,X,X,O,X
JZITSOL,O,O,X,O,O,O,O,O,X,X,X
JZITOLS,O,X,O,X,O,O,X,O,X,O,X
JZITOSL,O,O,O,O,O,O,O,O,X,X,X
JZILTSO,O,O,X,O,O,O,O,X,X,O,X
JZILTOS,X,X,X,O,O,O,X,O,X,O,X
JZILSTO,O,O,X,O,O,O,O,X,O,O,X
JZILSOT,O,O,X,O,O,O,O,X,X,X,X
JZILOTS,O,X,O,O,O,O,X,O,X,O,X
JZILOST,O,X,O,O,O,O,X,X,X,X,X
JZISTLO,O,O,X,O,O,O,O,X,O,O,X
JZISTOL,O,O,X,O,O,O,O,O,O,X,X
JZISLTO,O,O,X,O,O,O,O,X,O,O,X
JZISLOT,O,O,X,O,O,O,O,X,X,X,X
JZISOTL,O,O,O,O,O,O,O,O,X,X,X
JZISOLT,O,O,O,O,O,O,O,X,X,X,X
JZIOTLS,O,X,O,X,O,O,X,O,X,O,X
JZIOTSL,O,O,O,O,O,O,O,O,X,X,X
JZIOLTS,O,X,O,X,O,O,X,O,X,O,X
JZIOLST,O,X,O,X,O,O,X,X,X,X,X
JZIOSTL,O,O,O,O,O,O,O,O,X,X,X
JZIOSLT,O,O,O,O,O,O,O,X,X,X,X
JZLTISO,O,O,X,O,O,O,O,X,X,O,X
JZLTIOS,X,X,X,O,O,O,X,O,X,O,X
JZLTSIO,O,O,X,O,O,O,O,X,O,X,X
JZLTSOI,X,O,X,O,O,O,O,X,O,X,X
JZLTOIS,X,X,X,O,O,O,X,O,X,X,X
JZLTOSI,X,X,X,O,O,O,X,X,X,X,X
JZLITSO,O,O,X,O,O,O,O,X,X,O,X
JZLITOS,X,X,X,O,O,O,X,O,X,O,X
JZLISTO,O,O,X,O,O,O,O,X,O,O,X
JZLISOT,O,O,X,O,O,O,O,X,X,X,X
JZLIOTS,O,X,O,O,O,O,X,O,X,O,X
JZLIOST,O,X,O,O,O,O,X,X,X,X,X
JZLSTIO,O,O,X,O,O,O,O,X,O,X,X
JZLSTOI,X,O,X,O,O,O,O,X,O,X,X
JZLSITO,O,O,X,O,O,O,O,X,O,X,X
JZLSIOT,O,O,X,O,O,O,O,X,X,X,X
JZLSOTI,O,O,X,O,O,O,O,X,O,X,X
JZLSOIT,O,O,X,O,O,O,O,X,X,X,X
JZLOTIS,O,X,O,O,O,O,X,O,X,X,X
JZLOTSI,O,X,O,O,O,O,X,X,X,X,X
JZLOITS,O,X,O,O,O,O,X,O,X,X,X
JZLOIST,O,X,O,O,O,O,X,X,X,X,X
JZLOSTI,O,X,O,O,O,O,X,X,O,X,X
JZLOSIT,O,X,O,O,O,O,X,X,X,X,X
JZSTILO,O,O,X,O,O,O,O,X,O,X,X
JZSTIOL,O,O,X,O,O,O,O,O,O,X,O
JZSTLIO,O,O,X,O,O,O,O,X,O,X,X
JZSTLOI,X,O,X,O,O,O,O,X,O,X,X
JZSTOIL,O,O,X,O,O,O,O,O,O,X,O
JZSTOLI,O,O,X,O,O,O,O,X,O,X,O
JZSITLO,O,O,X,O,O,O,O,X,O,X,X
JZSITOL,O,O,X,O,O,O,O,O,O,X,X
JZSILTO,O,O,X,O,O,O,O,X,O,X,X
JZSILOT,O,O,X,O,O,O,O,X,X,X,X
JZSIOTL,O,O,O,O,O,O,O,O,X,X,X
JZSIOLT,O,O,O,O,O,O,O,X,X,X,X
JZSLTIO,O,O,X,O,O,O,O,X,O,X,X
JZSLTOI,X,O,X,O,O,O,O,X,O,X,X
JZSLITO,O,O,X,O,O,O,O,X,O,X,X
JZSLIOT,O,O,X,O,O,O,O,X,X,X,X
JZSLOTI,O,O,X,O,O,O,O,X,O,X,X
JZSLOIT,O,O,X,O,O,O,O,X,X,X,X
JZSOTIL,O,O,O,O,O,O,O,O,O,X,O
JZSOTLI,O,O,O,O,O,O,O,X,O,X,O
JZSOITL,O,O,O,O,O,O,O,O,X,X,X
JZSOILT,O,O,O,O,O,O,O,X,X,X,X
JZSOLTI,O,O,O,O,O,O,O,X,O,X,X
JZSOLIT,O,O,O,O,O,O,O,X,X,X,X
JZOTILS,O,X,O,X,O,O,X,O,X,X,X
JZOTISL,O,O,O,O,O,O,O,O,X,X,X
JZOTLIS,O,X,O,X,O,O,X,O,X,X,X
JZOTLSI,O,X,O,X,O,O,X,X,X,X,X
JZOTSIL,O,O,O,O,O,O,O,O,X,X,O
JZOTSLI,O,O,O,O,O,O,O,X,X,X,O
JZOITLS,O,X,O,X,O,O,X,O,X,X,X
JZOITSL,O,O,O,O,O,O,O,O,X,X,X
JZOILTS,O,X,O,X,O,O,X,O,X,X,X
JZOILST,O,X,O,X,O,O,X,X,X,X,X
JZOISTL,O,O,O,O,O,O,O,O,X,X,X
JZOISLT,O,O,O,O,O,O,O,X,X,X,X
JZOLTIS,O,X,O,X,O,O,X,O,X,X,X
JZOLTSI,O,X,O,X,O,O,X,X,X,X,X
JZOLITS,O,X,O,X,O,O,X,O,X,X,X
JZOLIST,O,X,O,X,O,O,X,X,X,X,X
JZOLSTI,O,X,O,X,O,O,X,X,O,X,X
JZOLSIT,O,X,O,X,O,O,X,X,X,X,X
JZOSTIL,O,O,O,O,O,O,O,O,O,X,O
JZOSTLI,O,O,O,O,O,O,O,X,O,X,O
JZOSITL,O,O,O,O,O,O,O,O,X,X,X
JZOSILT,O,O,O,O,O,O,O,X,X,X,X
JZOSLTI,O,O,O,O,O,O,O,X,O,X,X
JZOSLIT,O,O,O,O,O,O,O,X,X,X,X
JOTILSZ,X,X,X,X,O,X,X,X,X,X,X
JOTILZS,O,X,X,X,O,O,X,X,X,X,X
JOTISLZ,X,X,X,X,O,X,X,X,X,X,X
JOTISZL,O,X,O,X,O,O,X,X,X,X,X
JOTIZLS,O,X,O,X,O,O,X,O,X,X,X
JOTIZSL,O,O,O,X,O,O,O,O,X,X,X
JOTLISZ,X,X,X,X,O,X,X,X,X,X,X
JOTLIZS,O,X,X,X,O,O,X,X,X,X,X
JOTLSIZ,X,X,X,X,O,X,X,X,X,X,X
JOTLSZI,X,X,X,X,O,X,X,X,X,X,X
JOTLZIS,O,X,X,X,O,O,X,X,X,X,X
JOTLZSI,O,X,X,X,O,O,X,X,X,X,X
JOTSILZ,X,X,X,X,O,X,X,X,X,X,X
JOTSIZL,O,X,O,X,O,O,X,X,X,X,X
JOTSLIZ,X,X,X,X,O,X,X,X,X,X,X
JOTSLZI,X,X,X,X,O,X,X,X,X,X,X
JOTSZIL,O,X,O,X,O,O,X,X,X,X,X
JOTSZLI,O,X,O,X,O,O,X,X,X,X,X
JOTZILS,O,X,O,X,O,O,X,O,X,X,X
JOTZISL,O,O,O,X,O,O,O,O,X,X,X
JOTZLIS,O,X,O,X,O,O,X,O,X,X,X
JOTZLSI,O,X,O,X,O,O,X,X,X,X,X
JOTZSIL,O,O,O,X,O,O,O,O,X,X,O
JOTZSLI,O,O,O,X,O,O,O,X,X,X,O
JOITLSZ,X,X,X,X,O,X,X,X,X,X,X
JOITLZS,O,X,X,X,O,O,X,X,X,X,X
JOITSLZ,X,X,X,X,O,X,X,X,X,X,X
JOITSZL,O,X,O,X,O,O,X,X,X,X,X
JOITZLS,O,X,O,X,O,O,X,O,X,X,X
JOITZSL,O,O,O,X,O,O,O,O,X,X,X
JOILTSZ,X,X,X,X,O,O,X,X,X,X,X
JOILTZS,O,X,X,O,O,O,X,X,X,X,X
JOILSTZ,X,X,X,O,O,O,X,X,X,X,X
JOILSZT,X,X,O,O,O,O,X,X,X,X,X
JOILZTS,O,X,O,O,O,O,X,O,X,X,X
JOILZST,O,X,O,O,O,O,X,X,X,X,X
JOISTLZ,X,X,X,O,O,X,X,X,X,X,X
JOISTZL,O,O,O,O,O,O,X,X,X,X,X
JOISLTZ,X,X,X,O,O,X,X,X,X,X,X
JOISLZT,X,O,O,O,O,X,X,X,X,X,X
JOISZTL,O,O,O,O,O,O,X,O,X,X,X
JOISZLT,O,O,O,O,O,O,X,X,X,X,X
JOIZTLS,O,X,O,X,O,O,X,O,X,X,X
JOIZTSL,O,O,O,O,O,O,O,O,X,X,X
JOIZLTS,O,X,O,X,O,O,X,O,X,X,X
JOIZLST,O,X,O,X,O,O,X,X,X,X,X
JOIZSTL,O,O,O,O,O,O,O,O,X,X,X
JOIZSLT,O,O,O,O,O,O,O,X,X,X,X
JOLTISZ,X,X,X,X,O,O,X,X,X,X,X
JOLTIZS,O,X,X,O,O,O,X,X,X,X,X
JOLTSIZ,X,X,X,X,O,O,X,X,X,X,X
JOLTSZI,X,X,X,X,O,O,X,X,X,X,X
JOLTZIS,O,X,X,O,O,O,X,X,X,X,X
JOLTZSI,O,X,X,O,O,O,X,X,X,X,X
JOLITSZ,X,X,X,X,O,O,X,X,X,X,X
JOLITZS,O,X,X,O,O,O,X,X,X,X,X
JOLISTZ,X,X,X,O,O,O,X,X,X,X,X
JOLISZT,X,X,O,O,O,O,X,X,X,X,X
JOLIZTS,O,X,O,O,O,O,X,O,X,X,X
JOLIZST,O,X,O,O,O,O,X,X,X,X,X
JOLSTIZ,X,X,X,O,O,O,X,X,X,X,X
JOLSTZI,X,X,X,O,O,O,X,X,X,X,X
JOLSITZ,X,X,X,O,O,O,X,X,X,X,X
JOLSIZT,X,X,O,O,O,O,X,X,X,X,X
JOLSZTI,X,X,O,O,O,O,X,X,X,X,X
JOLSZIT,X,X,O,O,O,O,X,X,X,X,X
JOLZTIS,O,X,O,O,O,O,X,O,X,X,X
JOLZTSI,O,X,O,O,O,O,X,X,X,X,X
JOLZITS,O,X,O,O,O,O,X,O,X,X,X
JOLZIST,O,X,O,O,O,O,X,X,X,X,X
JOLZSTI,O,X,O,O,O,O,X,X,X,X,X
JOLZSIT,O,X,O,O,O,O,X,X,X,X,X
JOSTILZ,X,X,X,O,O,X,X,X,X,X,X
JOSTIZL,O,O,O,O,O,O,X,X,O,X,X
JOSTLIZ,X,X,X,O,O,X,X,X,X,X,X
JOSTLZI,X,X,X,O,O,X,X,X,X,X,X
JOSTZIL,O,O,O,O,O,O,X,X,O,X,X
JOSTZLI,O,O,O,O,O,O,X,X,O,X,X
JOSITLZ,X,X,X,O,O,X,X,X,X,X,X
JOSITZL,O,O,O,O,O,O,X,X,X,X,X
JOSILTZ,X,X,X,O,O,X,X,X,X,X,X
JOSILZT,X,O,O,O,O,X,X,X,X,X,X
JOSIZTL,O,O,O,O,O,O,X,O,X,X,X
JOSIZLT,O,O,O,O,O,O,X,X,X,X,X
JOSLTIZ,X,X,X,O,O,X,X,X,X,X,X
JOSLTZI,X,X,X,O,O,X,X,X,X,X,X
JOSLITZ,X,X,X,O,O,X,X,X,X,X,X
JOSLIZT,X,O,O,O,O,X,X,X,X,X,X
JOSLZTI,X,O,O,O,O,X,X,X,X,X,X
JOSLZIT,X,O,O,O,O,X,X,X,X,X,X
JOSZTIL,O,O,O,O,O,O,X,O,O,X,X
JOSZTLI,O,O,O,O,O,O,X,X,O,X,X
JOSZITL,O,O,O,O,O,O,X,O,X,X,X
JOSZILT,O,O,O,O,O,O,X,X,X,X,X
JOSZLTI,O,O,O,O,O,O,X,X,O,X,X
JOSZLIT,O,O,O,O,O,O,X,X,X,X,X
JOZTILS,O,X,O,X,O,O,X,O,X,X,X
JOZTISL,O,O,O,O,O,O,O,O,X,X,X
JOZTLIS,O,X,O,X,O,O,X,O,X,X,X
JOZTLSI,O,X,O,X,O,O,X,X,X,X,X
JOZTSIL,O,O,O,O,O,O,O,O,X,X,O
JOZTSLI,O,O,O,O,O,O,O,X,X,X,O
JOZITLS,O,X,O,X,O,O,X,O,X,X,X
JOZITSL,O,O,O,O,O,O,O,O,X,X,X
JOZILTS,O,X,O,X,O,O,X,O,X,X,X
JOZILST,O,X,O,X,O,O,X,X,X,X,X
JOZISTL,O,O,O,O,O,O,O,O,X,X,X
JOZISLT,O,O,O,O,O,O,O,X,X,X,X
JOZLTIS,O,X,O,X,O,O,X,O,X,X,X
JOZLTSI,O,X,O,X,O,O,X,X,X,X,X
JOZLITS,O,X,O,X,O,O,X,O,X,X,X
JOZLIST,O,X,O,X,O,O,X,X,X,X,X
JOZLSTI,O,X,O,X,O,O,X,X,O,X,X
JOZLSIT,O,X,O,X,O,O,X,X,X,X,X
JOZSTIL,O,O,O,O,O,O,O,O,O,X,O
JOZSTLI,O,O,O,O,O,O,O,X,O,X,O
JOZSITL,O,O,O,O,O,O,O,O,X,X,X
JOZSILT,O,O,O,O,O,O,O,X,X,X,X
JOZSLTI,O,O,O,O,O,O,O,X,O,X,X
JOZSLIT,O,O,O,O,O,O,O,X,X,X,X
STILJZO,X,X,X,O,O,X,X,X,X,X,X
STILJOZ,X,X,X,O,X,X,X,X,X,X,X
STILZJO,X,X,X,O,O,X,X,X,X,X,X
STILZOJ,X,X,X,O,O,X,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,X,X,X,X,X
STILOZJ,X,X,X,O,X,X,X,X,X,X,X
STIJLZO,X,X,X,O,O,X,X,X,O,X,X
STIJLOZ,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,O,X,O,X,O,O,X
STIJZOL,O,O,X,O,O,X,O,O,O,X,X
STIJOLZ,X,X,X,O,O,X,X,X,X,X,X
STIJOZL,O,O,O,O,O,X,X,X,O,X,X
STIZLJO,O,O,X,O,O,X,O,X,O,O,X
STIZLOJ,X,O,X,O,X,X,O,X,X,X,X
STIZJLO,O,O,X,O,O,X,O,X,O,O,X
STIZJOL,O,O,X,O,O,X,O,O,O,X,X
STIZOLJ,X,O,X,O,X,X,O,X,X,X,X
STIZOJL,O,O,X,O,O,X,O,O,X,X,X
STIOLJZ,X,X,X,O,O,X,X,X,X,X,X
STIOLZJ,X,X,X,O,O,X,X,X,X,X,X
STIOJLZ,X,X,X,O,O,X,X,X,X,X,X
STIOJZL,O,O,O,O,O,X,X,X,X,X,X
STIOZLJ,O,O,O,O,O,X,X,X,X,X,X
STIOZJL,O,O,O,O,O,X,X,X,X,X,X
STLIJZO,X,X,X,O,O,X,X,X,X,X,X
STLIJOZ,X,X,X,O,X,X,X,X,X,X,X
STLIZJO,X,X,X,O,O,X,X,X,X,X,X
STLIZOJ,X,X,X,O,O,X,X,X,X,X,X
STLIOJZ,X,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,X,X,O,X,X,X,X,X,X,X
STLJIZO,X,X,X,O,O,X,X,X,O,X,X
STLJIOZ,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,X,X,X,O,O,X,X,X,O,X,X
STLJZOI,X,X,X,O,O,X,X,X,O,X,X
STLJOIZ,X,X,X,O,X,X,X,X,X,X,X
STLJOZI,X,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,X,O,O,X,X,X,O,X,X
STLZIOJ,X,X,X,O,O,X,X,X,X,X,X
STLZJIO,X,X,X,O,O,X,X,X,O,X,X
STLZJOI,X,X,X,O,O,X,X,X,O,X,X
STLZOIJ,X,X,X,O,O,X,X,X,X,X,X
STLZOJI,X,X,X,O,O,X,X,X,O,X,X
STLOIJZ,X,X,X,O,X,X,X,X,X,X,X
STLOIZJ,X,X,X,O,X,X,X,X,X,X,X
STLOJIZ,X,X,X,O,X,X,X,X,X,X,X
STLOJZI,X,X,X,O,X,X,X,X,X,X,X
STLOZIJ,X,X,X,O,X,X,X,X,X,X,X
STLOZJI,X,X,X,O,X,X,X,X,X,X,X
STJILZO,X,X,X,O,O,X,X,X,O,X,X
STJILOZ,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,O,X,O,X,O,X,X
STJIZOL,O,O,X,O,O,X,O,O,O,X,X
STJIOLZ,X,X,X,O,O,X,X,X,X,X,X
STJIOZL,O,O,O,O,O,X,X,X,O,X,X
STJLIZO,X,X,X,O,O,X,X,X,O,X,X
STJLIOZ,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,X,X,X,O,O,X,X,X,O,X,X
STJLZOI,X,X,X,O,O,X,X,X,O,X,X
STJLOIZ,X,X,X,O,X,X,X,X,X,X,X
STJLOZI,X,X,X,O,X,X,X,X,X,X,X
STJZILO,O,O,X,O,O,X,O,X,O,X,X
STJZIOL,O,O,X,O,O,X,O,O,O,X,X
STJZLIO,O,O,X,O,O,X,O,X,O,X,X
STJZLOI,X,O,X,O,X,X,O,X,O,X,X
STJZOIL,O,O,X,O,O,X,O,O,O,X,X
STJZOLI,X,O,X,O,X,X,O,X,O,X,X
STJOILZ,X,X,X,O,O,X,X,X,X,X,X
STJOIZL,O,O,O,O,O,X,X,X,O,X,X
STJOLIZ,X,X,X,O,O,X,X,X,X,X,X
STJOLZI,X,X,X,O,O,X,X,X,X,X,X
STJOZIL,O,O,O,O,O,X,X,X,O,X,X
STJOZLI,O,O,O,O,O,X,X,X,O,X,X
STZILJO,O,O,X,O,O,X,O,X,O,O,X
STZILOJ,X,O,X,O,X,X,O,X,X,X,O
STZIJLO,O,O,X,O,O,X,O,X,O,O,X
STZIJOL,O,O,X,O,O,X,O,O,O,X,O
STZIOLJ,X,O,X,O,X,X,O,X,X,X,O
STZIOJL,O,O,X,O,O,X,O,O,X,X,O
STZLIJO,O,O,X,O,O,X,O,X,O,O,X
STZLIOJ,X,O,X,O,X,X,O,X,X,X,O
STZLJIO,O,O,X,O,O,X,O,X,O,X,X
STZLJOI,X,O,X,O,X,X,O,X,O,X,X
STZLOIJ,X,O,X,O,X,X,O,X,X,X,O
STZLOJI,X,O,X,O,X,X,O,X,O,X,O
STZJILO,O,O,X,O,O,X,O,X,O,X,X
STZJIOL,O,O,X,O,O,X,O,O,O,X,O
STZJLIO,O,O,X,O,O,X,O,X,O,X,X
STZJLOI,X,O,X,O,X,X,O,X,O,X,X
STZJOIL,O,O,X,O,O,X,O,O,O,X,O
STZJOLI,X,O,X,O,X,X,O,X,O,X,O
STZOILJ,X,O,X,O,X,X,O,X,X,X,O
STZOIJL,O,O,X,O,O,X,O,O,X,X,O
STZOLIJ,X,O,X,O,X,X,O,X,X,X,O
STZOLJI,X,O,X,O,X,X,O,X,O,X,O
STZOJIL,O,O,X,O,O,X,O,O,O,X,O
STZOJLI,X,O,X,O,X,X,O,X,O,X,O
STOILJZ,X,X,X,O,O,X,X,X,X,X,X
STOILZJ,X,X,X,O,O,X,X,X,X,X,X
STOIJLZ,X,X,X,O,O,X,X,X,X,X,X
STOIJZL,O,O,O,O,O,X,X,X,X,X,X
STOIZLJ,O,O,O,O,O,X,X,X,X,X,X
STOIZJL,O,O,O,O,O,X,X,X,X,X,X
STOLIJZ,X,X,X,O,O,X,X,X,X,X,X
STOLIZJ,X,X,X,O,O,X,X,X,X,X,X
STOLJIZ,X,X,X,O,O,X,X,X,X,X,X
STOLJZI,X,X,X,O,O,X,X,X,X,X,X
STOLZIJ,X,X,X,O,O,X,X,X,X,X,X
STOLZJI,X,X,X,O,O,X,X,X,X,X,X
STOJILZ,X,X,X,O,O,X,X,X,X,X,X
STOJIZL,O,O,O,O,O,X,X,X,O,X,X
STOJLIZ,X,X,X,O,O,X,X,X,X,X,X
STOJLZI,X,X,X,O,O,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,X,X,X,O,X,X
STOJZLI,O,O,O,O,O,X,X,X,O,X,X
STOZILJ,O,O,O,O,O,X,X,X,X,X,O
STOZIJL,O,O,O,O,O,X,X,X,X,X,O
STOZLIJ,O,O,O,O,O,X,X,X,X,X,O
STOZLJI,O,O,O,O,O,X,X,X,O,X,O
STOZJIL,O,O,O,O,O,X,X,X,O,X,O
STOZJLI,O,O,O,O,O,X,X,X,O,X,O
SITLJZO,X,X,X,O,O,X,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,X,X,X,O,O,X,X,X,X,X,X
SITLZOJ,X,X,X,O,O,X,X,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,X,X,O,X,X,X,X,X,X,X
SITJLZO,X,X,X,O,O,X,X,X,O,X,X
SITJLOZ,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,O,O,X,O,O,X,O,X,O,O,X
SITJZOL,O,O,X,O,O,X,O,O,O,X,X
SITJOLZ,X,X,X,O,O,X,X,X,X,X,X
SITJOZL,O,O,O,O,O,X,X,X,O,X,X
SITZLJO,O,O,X,O,O,X,O,X,O,O,X
SITZLOJ,X,O,X,O,X,X,O,X,X,X,X
SITZJLO,O,O,X,O,O,X,O,X,O,O,X
SITZJOL,O,O,X,O,O,X,O,O,O,X,X
SITZOLJ,X,O,X,O,X,X,O,X,X,X,X
SITZOJL,O,O,X,O,O,X,O,O,X,X,X
SITOLJZ,X,X,X,O,O,X,X,X,X,X,X
SITOLZJ,X,X,X,O,O,X,X,X,X,X,X
SITOJLZ,X,X,X,O,O,X,X,X,X,X,X
SITOJZL,O,O,O,O,O,X,X,X,X,X,X
SITOZLJ,O,O,O,O,O,X,X,X,X,X,X
SITOZJL,O,O,O,O,O,X,X,X,X,X,X
SILTJZO,X,X,X,O,O,O,X,X,X,X,X
SILTJOZ,X,X,X,O,X,O,X,X,X,X,X
SILTZJO,X,X,X,O,O,O,X,X,X,X,X
SILTZOJ,X,X,X,O,O,O,X,X,X,X,X
SILTOJZ,X,X,X,O,X,O,X,X,X,X,X
SILTOZJ,X,X,X,O,X,O,X,X,X,X,X
SILJTZO,X,X,X,O,O,O,X,X,X,X,X
SILJTOZ,X,X,X,O,X,O,X,X,X,X,X
SILJZTO,X,O,X,O,O,O,X,X,X,X,X
SILJZOT,X,O,X,O,O,O,X,X,X,X,X
SILJOTZ,X,X,X,O,O,O,X,X,X,X,X
SILJOZT,X,O,O,O,O,O,X,X,X,X,X
SILZTJO,X,O,X,O,O,O,X,X,X,X,X
SILZTOJ,X,O,X,O,O,O,X,X,X,X,X
SILZJTO,X,O,X,O,O,O,X,X,X,X,X
SILZJOT,X,O,X,O,O,O,X,X,X,X,X
SILZOTJ,X,O,X,O,O,O,X,X,X,X,X
SILZOJT,X,O,X,O,O,O,X,X,X,X,X
SILOTJZ,X,X,X,O,O,O,X,X,X,X,X
SILOTZJ,X,X,X,O,O,O,X,X,X,X,X
SILOJTZ,X,X,X,O,O,O,X,X,X,X,X
SILOJZT,X,O,O,O,O,O,X,X,X,X,X
SILOZTJ,X,O,O,O,O,O,X,X,X,X,X
SILOZJT,X,O,O,O,O,O,X,X,X,X,X
SIJTLZO,X,X,X,O,O,X,X,X,O,X,X
SIJTLOZ,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,O,X,O,O,X,O,X,O,O,X
SIJTZOL,O,O,X,O,O,X,O,O,O,X,X
SIJTOLZ,X,X,X,O,O,X,X,X,X,X,X
SIJTOZL,O,O,O,O,O,X,X,X,O,X,X
SIJLTZO,X,X,X,O,O,O,X,X,X,X,X
SIJLTOZ,X,X,X,O,X,O,X,X,X,X,X
SIJLZTO,X,O,X,O,O,O,X,X,X,X,X
SIJLZOT,X,O,X,O,O,O,X,X,X,X,X
SIJLOTZ,X,X,X,O,O,O,X,X,X,X,X
SIJLOZT,X,O,O,O,O,O,X,X,X,X,X
SIJZTLO,O,O,X,O,O,O,O,X,O,O,X
SIJZTOL,O,O,X,O,O,O,O,O,O,X,X
SIJZLTO,O,O,X,O,O,O,O,X,O,O,X
SIJZLOT,O,O,X,O,O,O,O,X,X,X,X
SIJZOTL,O,O,O,O,O,O,O,O,X,X,X
SIJZOLT,O,O,O,O,O,O,O,X,X,X,X
SIJOTLZ,X,X,X,O,O,X,X,X,X,X,X
SIJOTZL,O,O,O,O,O,O,X,X,X,X,X
SIJOLTZ,X,X,X,O,O,X,X,X,X,X,X
SIJOLZT,X,O,O,O,O,X,X,X,X,X,X
SIJOZTL,O,O,O,O,O,O,X,O,X,X,X
SIJOZLT,O,O,O,O,O,O,X,X,X,X,X
SIZTLJO,O,O,X,O,O,O,O,X,O,O,X
SIZTLOJ,X,O,X,O,O,O,O,X,X,X,X
SIZTJLO,O,O,X,O,O,O,O,X,O,O,X
SIZTJOL,O,O,X,O,O,O,O,O,O,X,X
SIZTOLJ,O,O,X,O,O,O,O,X,X,X,X
SIZTOJL,O,O,X,O,O,O,O,O,X,X,X
SIZLTJO,O,O,X,O,O,O,O,X,O,O,X
SIZLTOJ,X,O,X,O,O,O,O,X,X,X,X
SIZLJTO,O,O,X,O,O,O,O,X,O,O,X
SIZLJOT,O,O,X,O,O,O,O,X,X,X,X
SIZLOTJ,O,O,X,O,O,O,O,X,X,X,X
SIZLOJT,O,O,X,O,O,O,O,X,X,X,X
SIZJTLO,O,O,X,O,O,O,O,X,O,O,X
SIZJTOL,O,O,X,O,O,O,O,O,O,X,X
SIZJLTO,O,O,X,O,O,O,O,X,O,O,X
SIZJLOT,O,O,X,O,O,O,O,X,X,X,X
SIZJOTL,O,O,O,O,O,O,O,O,X,X,X
SIZJOLT,O,O,O,O,O,O,O,X,X,X,X
SIZOTLJ,O,O,O,O,O,O,O,X,X,X,X
SIZOTJL,O,O,O,O,O,O,O,O,X,X,X
SIZOLTJ,O,O,O,O,O,O,O,X,X,X,X
SIZOLJT,O,O,O,O,O,O,O,X,X,X,X
SIZOJTL,O,O,O,O,O,O,O,O,X,X,X
SIZOJLT,O,O,O,O,O,O,O,X,X,X,X
SIOTLJZ,X,X,X,O,O,X,X,X,X,X,X
SIOTLZJ,X,X,X,O,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,O,O,X,X,X,X,X,X
SIOTJZL,O,O,O,O,O,O,X,X,X,X,X
SIOTZLJ,O,O,O,O,O,O,X,X,X,X,X
SIOTZJL,O,O,O,O,O,O,X,X,X,X,X
SIOLTJZ,X,X,X,O,O,X,X,X,X,X,X
SIOLTZJ,X,X,X,O,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,X,X,X,X
SIOLJZT,X,O,O,O,O,X,X,X,X,X,X
SIOLZTJ,X,O,O,O,O,X,X,X,X,X,X
SIOLZJT,X,O,O,O,O,X,X,X,X,X,X
SIOJTLZ,X,X,X,O,O,X,X,X,X,X,X
SIOJTZL,O,O,O,O,O,O,X,X,X,X,X
SIOJLTZ,X,X,X,O,O,X,X,X,X,X,X
SIOJLZT,X,O,O,O,O,X,X,X,X,X,X
SIOJZTL,O,O,O,O,O,O,X,O,X,X,X
SIOJZLT,O,O,O,O,O,O,X,X,X,X,X
SIOZTLJ,O,O,O,O,O,O,X,X,X,X,X
SIOZTJL,O,O,O,O,O,O,X,O,X,X,X
