sequence,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxgBTiB/pBGmBiq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lBGiBikB3mBzp?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhFXhBTiBmkBSrB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jem/IvhFRhBSnBTkBUmBXq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lB+mBTiB/pBaq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lBSnBTkBeqB3m?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jei/IvhF+mBTiBRlB3lB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeKEJvhFzfBGiBRmBUmBXq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jem/IvhFfmB6mBTiBxpBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8JeGBJvhFTiBUmBxpBlsB/p?BaqB,v115@FhB8HeB8IeB8BeD8AeB8JeyEJvhFzgBGiB3mBxpBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxhB/pBzlBCnBOq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeFAJvhF0hBzlBmpBRsB/p?B6sB,v115@FhB8HeB8IeB8BeD8AeB8JeT/IvhF3gBxmB2qBCnB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeXAJvhFxhB2pBzlBCnBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxhB2pBzlBCnBls?BXqB,v115@FhB8HeB8IeB8BeD8AeB8Jel/IvhFThB/pB2sBxqBcq?B6sB,v115@FhB8HeB8IeB8BeD8AeB8JeT/IvhFVmBypB0nBRrBXq?BGsB
IOJLZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJSTLZ,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,O,X
IOJSTZL,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
IOJSLTZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X
IOJSLZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOJSZTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
IOJSZLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOJZTLS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
IOJZTSL,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOJZLTS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
IOJZLST,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
IOJZSLT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOSTLJZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
IOSTLZJ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
IOSTJLZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
IOSTJZL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
IOSTZLJ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOSTZJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOSLJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
IOSLJZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
IOSLZTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLZJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSJTLZ,X,X,X,X,X,O,X,X,O,X,X,X,O,X,O,X,O,X
IOSJTZL,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
IOSJLTZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,O,X
IOSJLZT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOSJZTL,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
IOSJZLT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOSZTLJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSZTJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSZLJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSZJTL,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOSZJLT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOZTLJS,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZTJLS,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZTJSL,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZTSLJ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZTSJL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZLTJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZLJST,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZLSTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZJTSL,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
IOZJLTS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOZJLST,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZJSTL,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
IOZJSLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOZSTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOZSJLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LTIJSZO,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LTIJSOZ,O,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LTIJZSO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTIJZOS,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LTIJOSZ,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X
LTIJOZS,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LTISJZO,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LTISJOZ,O,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LTISZJO,O,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LTISZOJ,O,O,O,O,X,X,X,O,O,X,O,O,X,O,X,X,X,X
LTISOJZ,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,O,X,X
LTISOZJ,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LTIZJSO,X,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LTIZJOS,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LTIZSJO,X,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LTIZSOJ,X,X,O,O,X,X,X,O,X,O,O,O,X,O,X,X,X,X
LTIZOJS,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X
LTIZOSJ,X,X,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
LTIOJSZ,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X
LTIOJZS,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LTIOSJZ,O,X,O,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X
LTIOSZJ,O,X,O,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LTIOZJS,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X
LTIOZSJ,X,X,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LTJISZO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTJISOZ,O,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X
LTJIZSO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTJIZOS,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X
LTJIOSZ,O,X,X,O,X,O,O,O,X,X,O,O,X,X,O,O,X,X
LTJIOZS,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LTJSIZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LTJSIOZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
LTJSZIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJSZOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
LTJSOIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
LTJSOZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
LTJZISO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJZIOS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
LTJZSIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJZSOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
LTJZOIS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X
LTJZOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LTJOISZ,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,O,X,X
LTJOIZS,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LTJOSIZ,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
LTJOSZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
LTJOZIS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X
LTJOZSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LTSIJZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LTSIJOZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
LTSIZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LTSIZOJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
LTSIOJZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,O,X,X
LTSIOZJ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
LTSJIZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LTSJIOZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
LTSJOIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
LTSJOZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
LTSZIJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTSZIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LTSZJIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSZJOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LTSZOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LTSZOJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LTSOIJZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
LTSOIZJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
LTSOJIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
LTSOJZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
LTSOZIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
LTSOZJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LTZIJSO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZIJOS,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
LTZISJO,X,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZISOJ,X,X,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X
LTZIOJS,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,O,X,X
LTZIOSJ,X,X,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
LTZJISO,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LTZJIOS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X
LTZJSIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X
LTZJOIS,O,O,O,O,O,O,O,O,X,O,X,X,X,X,O,O,X,X
LTZJOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LTZSIJO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LTZSJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
LTZSOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
LTZSOJI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LTZOIJS,X,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
LTZOISJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X
LTZOJIS,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
LTZOJSI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
LTZOSIJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTZOSJI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
LTOIJSZ,O,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X,X
LTOIJZS,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LTOISJZ,O,O,O,O,X,O,X,O,O,X,X,O,X,X,O,O,X,X
LTOISZJ,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X
LTOIZJS,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X
LTOIZSJ,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LTOJISZ,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O,O,X,X
LTOJIZS,O,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,X
LTOJSIZ,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
LTOJSZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
LTOJZIS,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,O,X,X
LTOJZSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LTOSIJZ,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
LTOSIZJ,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X
LTOSJIZ,O,O,O,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
LTOSJZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
LTOSZIJ,O,O,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X
LTOSZJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LTOZIJS,X,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
LTOZISJ,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LTOZJIS,O,O,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X
LTOZJSI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
LTOZSIJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTOZSJI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
LITJSZO,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITJSOZ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITJZSO,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LITJZOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITSJOZ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITSZJO,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITSOJZ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITSOZJ,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LITZJSO,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LITZJOS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LITZSJO,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LITZSOJ,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LITZOJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LITZOSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOJSZ,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LITOSZJ,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LITOZJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJTZSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZTSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LIJOSZT,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LISTJOZ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LISTZJO,O,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LISTZOJ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LISTOJZ,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LISTOZJ,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISZTJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LISOJTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LISOJZT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOZJT,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZTJSO,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZTJOS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTSJO,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZTSOJ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZTOJS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTSO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTOS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZSOJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOTZJS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LIOJZTS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
