sequence,v115@GhA8IeA8GeD8BeB8AeD8Je2EJvhFRgBanBziB3lB9r?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRiB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8Jex/IvhFXhBdnBziBypBGr?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Jem/IvhFChBdnBziB/rBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB2pBzlBtr?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Jei/IvhFRhBziB9pBOqBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRiB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB/pBzlBtr?BOqB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRnB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeNEJvhFUhBRiBXlBinBGr?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeyEJvhFfmBmhBziBtrBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFNlBRhBziBqpBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRnB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8JezAJvhF/pBUlBRnB9rBin?BmpB
STIJOLZ,O,X,O,O,X,X,X,O,X,X,O,X,X,X
STIJOZL,O,O,O,O,X,X,O,O,X,X,O,X,X,X
STIZLJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
STIZLOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
STIZJLO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
STIZJOL,O,O,X,O,X,X,O,X,X,X,O,X,O,X
STIZOLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,O
STIZOJL,O,O,O,O,X,X,O,O,X,X,O,X,O,O
STIOLJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
STIOLZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
STIOJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
STIOJZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STIOZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
STIOZJL,O,O,O,O,X,X,O,O,X,X,O,X,O,X
STLIJZO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
STLIJOZ,O,O,X,O,X,X,O,O,X,O,O,X,X,X
STLIZJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
STLIZOJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
STLIOJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STLIOZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
STLJIZO,O,O,O,O,X,X,O,X,X,O,O,X,X,X
STLJIOZ,O,O,O,O,X,O,O,O,X,O,O,X,X,X
STLJZIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
STLJZOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STLJOIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
STLJOZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STLZIJO,O,O,X,O,X,O,O,X,X,X,X,X,X,X
STLZIOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,O,O,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STLZOIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STLZOJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STLOIJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STLOIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
STLOJIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
STLOJZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STLOZIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STJILZO,O,X,O,O,X,X,X,X,X,O,O,X,X,X
STJILOZ,O,X,O,O,X,O,X,O,X,O,O,X,X,X
STJIZLO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
STJIZOL,O,O,O,O,X,X,O,X,X,X,O,X,X,X
STJIOLZ,O,X,O,O,X,O,X,O,X,X,O,X,X,X
STJIOZL,O,O,O,O,X,X,O,O,X,X,O,X,X,X
STJLIZO,O,O,O,O,X,X,O,X,X,O,O,X,X,X
STJLIOZ,O,O,O,O,X,O,O,O,X,O,O,X,X,X
STJLZIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
STJLZOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STJLOIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
STJLOZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STJZILO,O,O,X,X,X,O,O,X,X,O,O,X,X,X
STJZIOL,O,O,O,X,X,O,O,X,X,X,O,X,X,X
STJZLIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
STJZLOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STJZOIL,O,O,O,X,O,O,O,O,X,X,O,X,X,X
STJZOLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STJOILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
STJOIZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STJOLIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
STJOLZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STJOZIL,O,O,O,X,O,O,O,O,X,X,O,X,X,X
STJOZLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STZILJO,O,O,X,O,X,O,O,X,X,X,O,X,X,X
STZILOJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
STZIJLO,O,O,X,O,X,O,O,X,X,X,O,X,X,X
STZIJOL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
STZIOLJ,O,O,X,O,X,O,O,O,X,X,O,X,X,O
STZIOJL,O,O,O,O,X,O,O,O,X,X,O,X,O,O
STZLIJO,O,O,X,O,X,O,O,X,X,X,X,X,X,X
STZLIOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,O,O,X,X,X,X,X,X,X
STZLJOI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STZLOIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STZLOJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STZJILO,O,O,X,X,X,O,O,X,X,X,O,X,X,X
STZJIOL,O,O,O,X,X,O,O,X,X,X,O,X,O,X
STZJLIO,O,O,O,X,X,O,O,X,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,O,O,O,X,X,O,X,O,X
STZJOLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
STZOILJ,O,O,X,O,X,O,O,O,X,X,O,X,X,O
STZOIJL,O,O,O,O,X,O,O,O,X,X,O,X,O,O
STZOLIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,O,O,O,X,X,O,X,O,X
STZOJLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
STOILJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
STOILZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
STOIJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
STOIJZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STOIZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
STOIZJL,O,O,O,O,X,X,O,O,X,X,O,X,O,X
STOLIJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STOLIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
STOLJIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
STOLJZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STOLZIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STOJILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
STOJIZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STOJLIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
STOJLZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STOJZIL,O,O,O,X,O,O,O,O,X,X,O,X,X,X
STOJZLI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STOZILJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
STOZIJL,O,O,O,O,X,O,O,O,X,X,O,X,O,X
STOZLIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STOZJIL,O,O,O,X,X,O,O,O,X,X,O,X,O,X
STOZJLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
SITLJZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITLJOZ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITLZJO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITLZOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITLOJZ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITLOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITJLZO,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SITJLOZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SITJZLO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITJZOL,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITJOLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SITJOZL,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITZLJO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITZLOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITZJLO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SITZJOL,O,X,X,O,X,X,O,X,X,X,O,X,O,X
SITZOLJ,O,X,X,O,X,X,O,O,X,X,O,X,X,O
SITZOJL,O,X,X,O,X,X,O,O,X,X,O,X,O,O
SITOLJZ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITOLZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITOJLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SITOJZL,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITOZLJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITOZJL,O,X,X,O,X,X,O,O,X,X,O,X,O,X
SILTJZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SILTJOZ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SILTZJO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SILTZOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SILTOJZ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SILTOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SILJTZO,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SILJTOZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SILJZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,O,X,X,O,X,X,X,O,X,X,X
SILZTOJ,X,X,X,O,X,X,O,O,X,X,O,X,X,X
SILZJTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SILZOJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOTJZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SILOTZJ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SILOJTZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJTLZO,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJTLOZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJTZOL,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJTOLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJTOZL,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJLTZO,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJLTOZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJLZTO,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X,O,X,X,X,O,X
SIJZLTO,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZOTL,O,X,X,O,X,X,X,X,O,X,X,X,O,O
SIJZOLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJOTLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJOTZL,O,X,X,O,X,X,X,X,O,X,O,X,X,X
SIJOLTZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,O,X,X,X,O,X
SIJOZLT,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZTLJO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SIZTLOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SIZTJLO,O,X,X,O,X,X,O,X,O,X,O,X,X,X
SIZTJOL,O,X,X,O,X,X,O,X,O,X,O,X,O,X
SIZTOLJ,O,X,X,O,X,X,O,O,X,X,O,X,X,O
SIZTOJL,O,X,X,O,X,X,O,O,X,X,O,X,O,O
SIZLTJO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
SIZLTOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SIZLJTO,O,X,X,O,X,X,O,X,O,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZLOJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZJTLO,O,X,X,O,X,X,O,X,O,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,O,X,O,X,X,X,O,X
SIZJLTO,O,X,X,O,X,X,O,X,O,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZJOTL,O,X,X,O,X,X,O,X,O,X,X,X,O,O
SIZJOLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZOTLJ,O,X,X,O,X,X,O,O,X,X,O,X,X,O
SIZOTJL,O,X,X,O,X,X,O,O,O,X,O,X,O,O
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O
SIZOLJT,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SIZOJTL,O,X,X,O,X,X,O,X,O,X,X,X,O,O
SIZOJLT,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOTLJZ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SIOTLZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SIOTJLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X
SIOTJZL,O,X,X,O,X,X,O,O,O,X,O,X,X,X
SIOTZLJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SIOTZJL,O,X,X,O,X,X,O,O,O,X,O,X,O,X
SIOLTJZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOLTZJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOLJTZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLZJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOJTLZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOJTZL,O,X,X,O,X,X,X,X,O,X,O,X,X,X
SIOJLTZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,O,X,X,X,O,X
SIOJZLT,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOZTLJ,O,X,X,O,X,X,O,O,X,X,O,X,X,O
SIOZTJL,O,X,X,O,X,X,O,O,O,X,O,X,O,O
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,O,X,X,O
SIOZLJT,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOZJTL,O,X,X,O,X,X,O,X,O,X,X,X,O,O
SIOZJLT,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLTIJZO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
SLTIJOZ,O,O,X,O,X,X,O,O,X,O,O,O,X,X
SLTIZJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
SLTIZOJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLTIOJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,X
SLTIOZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLTJIZO,O,O,O,O,X,X,O,X,X,O,O,X,X,X
SLTJIOZ,O,O,O,O,X,X,O,O,X,O,O,O,X,X
SLTJZIO,O,O,O,X,X,X,O,X,X,O,X,O,X,X
SLTJZOI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
SLTJOIZ,O,O,O,O,O,X,O,O,X,O,O,O,X,X
SLTJOZI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
SLTZIJO,O,O,X,O,X,X,O,X,X,X,X,O,X,X
SLTZIOJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
SLTZJIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X
SLTZJOI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
SLTZOIJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
SLTZOJI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
SLTOIJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,X
SLTOIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLTOJIZ,O,O,O,O,O,X,O,O,X,X,O,O,X,X
SLTOJZI,O,O,O,X,O,X,O,O,X,X,X,O,X,X
SLTOZIJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
SLTOZJI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
SLITJZO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
SLITJOZ,O,O,X,O,X,X,O,O,X,O,O,X,X,X
SLITZJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
SLITZOJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLITOJZ,O,O,X,O,O,X,O,O,X,X,O,X,X,X
SLITOZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLIJTZO,O,O,O,O,X,X,X,X,X,O,O,X,X,X
SLIJTOZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X
SLIJZTO,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SLIJZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJOTZ,O,O,O,O,X,X,X,X,X,O,O,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIZTJO,X,X,X,O,X,X,O,X,X,X,O,X,X,X
SLIZTOJ,X,X,X,O,X,X,O,O,X,X,O,X,X,X
SLIZJTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLIZOJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOTJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
SLIOJTZ,O,O,O,O,X,X,X,X,X,X,O,X,X,X
SLIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJTIZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X
SLJTIOZ,O,O,O,O,X,X,O,O,X,O,X,O,X,X
SLJTZIO,O,O,O,X,X,X,O,X,X,O,X,O,X,X
SLJTZOI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
SLJTOIZ,O,O,O,O,O,X,O,O,X,O,X,O,X,X
SLJTOZI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
SLJITZO,O,O,O,O,X,X,X,X,X,O,X,X,X,X
SLJITOZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X
SLJIZTO,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SLJIZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJIOTZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X
SLJIOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJZTIO,X,X,O,X,X,X,O,X,X,O,X,O,X,X
SLJZTOI,X,X,O,X,O,X,O,O,X,O,X,O,X,X
SLJZITO,X,X,O,X,X,X,O,X,X,O,X,O,X,X
SLJZIOT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJZOTI,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLJZOIT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJOTIZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SLJOTZI,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SLJOITZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SLJOIZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOZTI,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJOZIT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SLZTIJO,O,X,X,O,X,X,O,X,X,X,X,O,X,X
SLZTIOJ,O,X,X,O,X,X,O,O,X,X,X,O,X,X
SLZTJIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SLZTJOI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SLZTOIJ,O,X,X,O,X,X,O,O,X,X,X,O,X,X
SLZTOJI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SLZITJO,O,X,X,O,X,X,O,X,X,X,X,O,X,X
SLZITOJ,O,X,X,O,X,X,O,O,X,X,X,O,X,X
SLZIJTO,O,X,X,O,X,X,O,X,X,X,X,O,X,X
SLZIJOT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZIOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLZIOJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZJTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SLZJTOI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SLZJITO,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SLZJIOT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZJOTI,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SLZJOIT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZOTIJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SLZOTJI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SLZOITJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SLZOIJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZOJTI,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SLZOJIT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLOTIJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,X
SLOTIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
SLOTJIZ,O,O,O,O,X,X,O,O,X,X,O,O,X,X
SLOTJZI,O,O,O,X,X,X,O,O,X,X,X,O,X,X
SLOTZIJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
SLOTZJI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
SLOITJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
SLOITZJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
SLOIJTZ,O,O,O,O,X,X,X,X,X,X,O,X,X,X
SLOIJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOIZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLOJTIZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOJTZI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SLOJITZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOJZIT,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOZTIJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SLOZTJI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SLOZITJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOZIJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLOZJTI,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SLOZJIT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SJTILZO,O,X,O,O,X,X,X,X,X,O,O,X,X,X
SJTILOZ,O,X,O,O,X,O,X,O,X,O,O,X,X,X
SJTIZLO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
SJTIZOL,O,O,O,O,X,X,O,X,X,X,O,X,X,X
SJTIOLZ,O,X,O,O,X,O,X,O,X,X,O,X,X,X
SJTIOZL,O,O,O,O,X,X,O,O,X,X,O,X,X,X
SJTLIZO,O,O,O,O,X,X,O,X,X,O,O,X,X,X
SJTLIOZ,O,O,O,O,X,O,O,O,X,O,O,X,X,X
SJTLZIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
SJTLZOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
SJTLOIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
SJTLOZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
SJTZILO,O,O,X,X,X,O,O,X,X,O,O,X,X,X
SJTZIOL,O,O,O,X,X,O,O,X,X,X,O,X,X,X
SJTZLIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
SJTZLOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
SJTZOIL,O,O,O,X,O,O,O,O,X,X,O,X,X,X
SJTZOLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
SJTOILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
SJTOIZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
