sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFzgBGiB3mBxpBls?BUqB
STILOJZ,X,O,O,O,O,X,X,X,X,O,X,O,X,O
STILOZJ,X,O,O,O,X,O,X,X,X,X,X,O,O,O
STIJLZO,X,O,O,O,O,X,X,X,X,O,X,O,X,O
STIJLOZ,X,O,O,O,O,X,X,X,X,O,X,O,X,O
STIJZLO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
STIJZOL,X,O,O,O,O,O,X,X,X,X,X,O,X,O
STIJOLZ,X,X,X,O,O,X,X,X,X,O,X,O,X,O
STIJOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STIZLJO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
STIZLOJ,X,O,O,O,X,O,X,X,X,X,X,O,O,O
STIZJLO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
STIZJOL,X,O,O,O,X,O,X,X,X,X,X,O,O,O
STIZOLJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O
STIZOJL,X,O,O,O,X,O,X,X,X,X,X,O,O,O
STIOLJZ,X,O,X,O,O,X,X,X,X,O,X,O,X,O
STIOLZJ,X,O,X,O,X,X,X,X,X,X,X,O,O,O
STIOJLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,O
STIOJZL,X,O,X,X,O,X,X,X,X,X,X,O,X,O
STIOZLJ,X,O,X,X,X,X,X,X,X,X,X,O,O,O
STIOZJL,X,O,X,X,X,O,X,X,X,X,X,O,O,O
STLIJZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
STLIJOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
STLIZJO,O,O,O,O,X,O,O,X,X,O,X,O,X,O
STLIZOJ,O,O,O,O,X,O,O,X,O,X,X,O,X,O
STLIOJZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
STLIOZJ,O,O,O,O,X,O,O,X,O,X,X,O,X,O
STLJIZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
STLJIOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
STLJZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
STLJZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
STLJOIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
STLJOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
STLZIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
STLZIOJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X
STLZJIO,O,O,O,O,O,O,O,X,O,O,X,X,X,X
STLZJOI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STLZOIJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X
STLZOJI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STLOIJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
STLOIZJ,O,O,O,O,X,O,O,X,O,X,X,O,X,O
STLOJIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
STLOJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
STLOZIJ,O,O,O,O,X,O,O,X,O,X,O,O,X,X
STLOZJI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
STJILZO,X,O,O,O,O,X,X,X,O,O,X,O,X,O
STJILOZ,X,O,O,O,O,X,X,X,O,O,X,O,X,O
STJIZLO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
STJIZOL,X,O,O,O,O,O,X,X,X,X,X,O,X,O
STJIOLZ,X,X,X,O,O,X,X,X,O,O,X,O,X,O
STJIOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,O
STJLIZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
STJLIOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
STJLZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
STJLZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
STJLOIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
STJLOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
STJZILO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
STJZIOL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
STJZLIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
STJZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
STJZOIL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
STJZOLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
STJOILZ,O,O,X,O,O,X,X,X,O,O,X,O,X,O
STJOIZL,O,O,X,X,O,X,X,X,X,O,X,O,X,O
STJOLIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
STJOLZI,O,O,O,O,O,X,O,O,O,O,X,X,X,X
STJOZIL,O,O,O,O,O,X,X,O,X,O,X,X,O,O
STJOZLI,O,O,O,O,O,X,O,O,X,O,X,X,X,X
STZILJO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
STZILOJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZIJLO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
STZIJOL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZIOLJ,O,O,O,X,X,X,X,X,X,X,X,O,O,O
STZIOJL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZLIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
STZLIOJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STZLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
STZLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STZLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,O,X,X,X,O,X,X,O,O
STZJIOL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
STZJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
STZJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
STZJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,X,X,X,X,O,O,O
STZOIJL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZOLIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STZOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
STZOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,O,O,O,X,X,X,O,X,O,X,O
STOILZJ,O,O,X,O,X,O,X,X,X,O,X,O,O,O
STOIJLZ,O,O,X,O,O,X,X,X,X,O,X,O,X,O
STOIJZL,O,O,X,X,O,O,X,X,X,O,X,O,X,O
STOIZLJ,X,O,X,X,X,O,X,X,X,O,X,O,O,O
STOIZJL,O,O,X,X,X,O,X,X,X,O,X,O,O,O
STOLIJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
STOLIZJ,O,O,O,O,X,O,O,X,O,O,X,O,X,O
STOLJIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
STOLJZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
STOLZIJ,O,O,O,O,X,O,O,X,O,O,O,O,X,X
STOLZJI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
STOJILZ,O,O,X,O,O,X,X,X,O,O,X,O,X,O
STOJIZL,O,O,X,X,O,O,X,X,X,O,X,O,X,O
STOJLIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
STOJLZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
STOJZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,O
STOJZLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
STOZILJ,X,O,O,X,X,O,X,X,X,O,O,O,O,O
STOZIJL,O,O,O,O,X,O,X,X,X,O,O,O,O,O
STOZLIJ,O,O,O,O,X,O,O,X,X,O,O,O,X,X
STOZLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
STOZJIL,O,O,O,O,O,O,X,X,X,O,O,X,O,O
STOZJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
SITLJZO,X,O,O,X,O,O,X,X,X,O,X,O,X,O
SITLJOZ,X,O,O,X,O,X,X,X,X,O,X,O,X,O
SITLZJO,X,O,O,X,X,O,X,X,X,O,X,O,O,O
SITLZOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SITLOJZ,X,O,O,X,O,X,X,X,X,O,X,O,X,O
SITLOZJ,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SITJLZO,X,O,O,X,O,X,X,X,X,O,X,O,X,O
SITJLOZ,X,O,O,X,O,X,X,X,X,O,X,O,X,O
SITJZLO,X,O,O,X,O,O,X,X,X,O,X,O,X,O
SITJZOL,X,O,O,X,O,O,X,X,X,X,X,O,X,O
SITJOLZ,X,X,X,X,O,X,X,X,X,O,X,O,X,O
SITJOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,O
SITZLJO,X,O,O,X,X,O,X,X,X,O,X,O,O,O
SITZLOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SITZJLO,X,O,O,X,X,O,X,X,X,O,X,O,O,O
SITZJOL,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SITZOLJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O
SITZOJL,X,O,O,X,X,O,X,X,X,X,X,O,O,O
SITOLJZ,X,O,X,X,O,X,X,X,X,O,X,O,X,O
SITOLZJ,X,O,X,X,X,X,X,X,X,X,X,O,O,O
SITOJLZ,X,O,X,X,O,X,X,X,X,O,X,O,X,O
SITOJZL,X,O,X,X,O,X,X,X,X,X,X,O,X,O
SITOZLJ,X,O,X,X,X,X,X,X,X,X,X,O,O,O
SITOZJL,X,O,X,X,X,O,X,X,X,X,X,O,O,O
SILTJZO,X,O,O,X,O,X,X,X,X,O,X,O,X,O
SILTJOZ,X,X,X,X,O,X,X,X,X,O,X,O,X,O
SILTZJO,X,O,O,X,X,O,X,X,X,O,X,O,O,O
SILTZOJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O
SILTOJZ,X,O,X,X,O,X,X,X,X,O,X,O,X,O
SILTOZJ,X,O,X,X,X,X,X,X,X,X,X,O,O,O
SILJTZO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SILJTOZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SILJZTO,X,O,O,O,O,O,X,X,X,X,X,O,X,X
SILJZOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SILJOZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
SILZTOJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X
SILZJTO,X,O,O,O,O,O,X,X,X,X,X,O,O,X
SILZJOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O
SILOTZJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SILOJTZ,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SILOJZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIJTLZO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIJTLOZ,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIJTZLO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIJTZOL,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIJTOLZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIJLTZO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIJLTOZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIJLZTO,X,O,O,O,O,X,X,X,X,X,X,O,X,X
SIJLZOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIJLOZT,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,O,O,O,O,X,X,X,X,X,O,X,X
SIJZTOL,X,O,O,X,O,O,X,X,X,X,X,O,X,X
SIJZLTO,X,O,O,O,O,O,X,X,X,X,X,O,X,X
SIJZLOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJZOLT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SIJOLZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SIZTLOJ,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SIZTJLO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
SIZTJOL,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SIZTOLJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X
SIZTOJL,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SIZLTJO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
SIZLTOJ,X,O,O,X,X,X,X,X,X,X,X,O,O,X
SIZLJTO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
SIZLJOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
SIZJTOL,X,O,O,X,X,O,X,X,X,X,X,O,O,X
SIZJLTO,X,O,O,O,X,O,X,X,X,X,X,O,O,X
SIZJLOT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
SIZOJLT,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O
SIOTLZJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOTJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O
SIOTJZL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZLJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZJL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOLTJZ,X,O,X,X,X,X,X,X,X,X,X,O,X,O
SIOLTZJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOLJTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOLJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOJLTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIOJLZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTIJZO,X,O,O,O,O,O,X,O,O,O,X,O,X,X
SLTIJOZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
SLTIZJO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
SLTIZOJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
SLTIOJZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
SLTIOZJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
SLTJIZO,X,O,O,O,O,O,X,O,O,O,X,O,X,X
SLTJIOZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
SLTJZIO,X,O,O,O,O,O,X,O,O,O,X,X,X,X
SLTJZOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
SLTJOIZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
SLTJOZI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
SLTZIJO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
SLTZIOJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
SLTZJIO,X,O,O,O,O,O,O,X,O,O,X,X,X,X
SLTZJOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
SLTZOIJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
SLTZOJI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
SLTOIJZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
SLTOIZJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
SLTOJIZ,X,O,O,O,O,X,O,O,O,O,X,O,X,X
SLTOJZI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
SLTOZIJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
SLTOZJI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
SLITJZO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
SLITJOZ,X,X,X,X,O,X,O,O,O,O,X,O,X,X
SLITZJO,X,O,O,O,X,O,O,X,X,O,X,O,X,X
SLITZOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
SLITOJZ,X,O,X,X,O,X,O,O,O,O,X,O,X,X
SLITOZJ,X,O,X,X,X,X,O,X,O,X,X,O,X,X
SLIJTZO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
SLIJTOZ,X,X,X,X,O,X,O,O,O,X,X,O,X,X
SLIJZTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
SLIJZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X
SLIJOZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
SLIZTOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
SLIZJTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
SLIZJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SLIOTZJ,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SLIOJTZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SLIOJZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLJTIZO,X,O,O,X,O,X,X,O,O,O,X,O,X,X
SLJTIOZ,X,O,O,X,O,X,O,O,O,O,X,O,X,X
SLJTZIO,X,O,O,O,O,X,X,O,O,O,X,X,X,X
SLJTZOI,X,O,O,O,O,X,X,O,O,X,X,X,X,X
SLJTOIZ,X,O,O,X,O,X,O,O,O,O,X,O,X,X
SLJTOZI,X,O,O,O,O,X,O,O,O,X,X,X,X,X
SLJITZO,X,O,O,X,O,X,X,O,O,X,X,O,X,X
SLJITOZ,X,X,X,X,O,X,O,O,O,X,X,O,X,X
SLJIZTO,O,O,O,O,O,O,X,O,O,X,X,O,X,X
SLJIZOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,O,X,X,X,O,X,X,O,X,X
SLJIOZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
SLJZTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X
SLJZITO,O,O,O,O,O,O,X,O,O,X,X,X,X,X
SLJZIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLJOTZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SLJOITZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLJOIZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
SLZTIOJ,X,O,O,X,X,O,O,X,O,X,X,O,X,X
SLZTJIO,O,O,O,O,O,O,O,X,O,O,X,X,X,X
SLZTJOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
SLZTOIJ,X,O,O,O,X,O,O,X,O,X,X,O,X,X
SLZTOJI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
SLZITJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
SLZITOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,X
SLZIJTO,O,O,O,O,O,O,O,X,X,X,X,O,X,X
SLZIJOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZIOTJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZIOJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
SLZJTOI,X,O,O,O,O,O,O,X,O,X,X,X,X,X
SLZJITO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
SLZJIOT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZOTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLZOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X
SLOTIZJ,X,O,X,O,X,O,X,X,O,X,X,O,X,X
SLOTJIZ,O,O,X,O,O,X,X,X,O,O,X,O,X,X
SLOTJZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SLOTZIJ,X,O,X,O,X,O,X,X,O,X,X,O,X,X
SLOTZJI,X,O,X,O,O,O,X,X,O,X,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X,O,X,X,O,X,X
SLOITZJ,X,O,X,O,X,O,X,X,O,X,X,O,X,X
SLOIJTZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SLOIJZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOIZTJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOIZJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLOJTZI,O,O,X,O,O,X,X,X,O,X,X,X,X,X
SLOJITZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X
SLOJIZT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOZTIJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOZTJI,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOZITJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SJTILZO,X,O,O,X,O,X,X,X,O,O,X,O,X,X
SJTILOZ,X,O,O,X,O,X,X,X,O,O,X,O,X,X
SJTIZLO,X,O,O,X,O,O,X,X,X,O,X,O,X,X
SJTIZOL,X,O,O,X,O,O,X,X,X,X,X,O,X,X
SJTIOLZ,X,X,X,X,O,X,X,X,O,O,X,O,X,X
SJTIOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SJTLIZO,O,O,O,X,O,O,X,O,O,O,X,O,X,X
SJTLIOZ,O,O,O,X,O,X,O,O,O,O,X,O,X,X
SJTLZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
SJTLZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
SJTLOIZ,O,O,O,X,O,X,O,O,O,O,X,O,X,X
SJTLOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
SJTZILO,O,O,O,O,O,O,X,O,X,O,X,X,O,X
SJTZIOL,O,O,O,X,O,O,X,O,X,X,X,X,O,X
