sequence,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBfmB0hB6?nBNqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBzgBfnB6?nBNqB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFCgB8lB+mBT?iBdqBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukB3gB9nB0?mBiqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFfmBxhBcpBN?qBGnBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFtkBzhB+nB3?lB0rBiqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBSsB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFzgBWnBcpBN?qBxrBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBcsB6rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JezAJvhFfnB6nBxpB0?rBOpBdqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JefGJvhFxhBTkBNqBu?rBcsBipB
IZOJLST,O,X,X,X,X,O,X,X,X,X,X
IZOJSTL,O,O,O,X,X,O,X,X,X,X,X
IZOJSLT,O,O,O,X,X,O,X,X,X,O,X
IZOSTLJ,O,O,O,X,X,X,X,X,X,O,X
IZOSTJL,O,O,O,X,X,O,X,X,O,X,X
IZOSLTJ,O,O,X,X,X,X,X,X,X,O,X
IZOSLJT,O,O,X,X,X,X,X,X,X,O,X
IZOSJTL,O,O,O,X,X,O,X,X,X,X,X
IZOSJLT,O,O,O,X,X,O,X,X,X,O,X
IOTLJSZ,O,X,X,O,X,X,O,X,X,X,X
IOTLJZS,O,O,X,O,X,X,O,O,X,X,X
IOTLSJZ,O,X,X,O,X,X,O,X,X,X,X
IOTLSZJ,O,X,O,O,X,X,X,X,X,X,X
IOTLZJS,O,O,O,O,X,X,X,O,X,X,X
IOTLZSJ,O,O,O,O,X,X,X,O,X,X,X
IOTJLSZ,O,X,X,O,X,X,O,X,X,X,X
IOTJLZS,O,O,X,O,X,X,O,O,O,X,X
IOTJSLZ,O,X,O,X,O,X,O,X,X,X,X
IOTJSZL,O,O,O,X,O,O,X,O,O,X,X
IOTJZLS,O,O,O,X,O,O,O,O,O,X,X
IOTJZSL,O,O,O,X,O,O,X,O,O,X,X
IOTSLJZ,O,X,O,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,O,X,O,X,X,X,X,X,X
IOTSJLZ,O,X,O,X,O,X,X,X,X,X,X
IOTSJZL,O,O,O,X,O,O,X,O,X,X,X
IOTSZLJ,O,O,O,X,O,X,X,O,X,X,X
IOTSZJL,O,O,O,X,O,O,X,O,X,X,O
IOTZLJS,O,O,O,X,O,X,X,O,X,X,X
IOTZLSJ,O,O,O,X,O,X,X,O,X,X,X
IOTZJLS,O,O,O,X,O,O,X,O,O,X,X
IOTZJSL,O,O,O,X,O,O,X,O,O,X,O
IOTZSLJ,O,O,O,X,O,X,X,O,X,O,X
IOTZSJL,O,O,O,X,O,O,X,O,O,X,O
IOLTJSZ,O,X,X,O,X,X,O,X,X,X,X
IOLTJZS,O,X,X,O,X,X,O,O,X,X,X
IOLTSJZ,O,X,X,O,X,X,O,X,X,X,X
IOLTSZJ,O,X,X,O,X,X,X,X,X,X,X
IOLTZJS,O,X,X,O,X,X,X,O,X,X,X
IOLTZSJ,O,X,X,O,X,X,X,O,X,X,X
IOLJTSZ,O,X,X,O,X,X,X,X,X,X,X
IOLJTZS,O,X,X,O,X,X,X,O,X,X,X
IOLJSTZ,O,X,X,O,X,X,X,X,X,X,X
IOLJSZT,O,X,X,O,X,X,X,X,X,X,X
IOLJZTS,O,X,X,O,X,X,X,X,X,X,X
IOLJZST,O,X,X,O,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,O,X,X,O,X,X,X,X
IOLSTZJ,O,X,X,O,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,O,X,X,X,X,X,X,X
IOLSJZT,O,X,X,O,X,X,X,X,X,X,X
IOLSZTJ,O,X,X,O,X,X,X,X,X,X,X
IOLSZJT,O,X,X,O,X,X,X,X,X,X,X
IOLZTJS,O,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,O,X,X,O,X,X,X,X,X,X,X
IOLZJTS,O,X,X,O,X,X,X,X,X,X,X
IOLZJST,O,X,X,O,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,O,X,X,X,X,X,O,X
IOLZSJT,O,X,X,O,X,X,X,X,X,O,X
IOJTLSZ,O,X,X,O,X,X,X,X,X,X,X
IOJTLZS,O,O,X,O,X,X,X,O,X,X,X
IOJTSLZ,O,X,O,X,O,X,X,X,X,X,X
IOJTSZL,O,O,O,X,O,O,X,O,X,X,X
IOJTZLS,O,O,O,X,O,O,X,O,X,X,X
IOJTZSL,O,O,O,X,O,O,X,O,X,X,X
IOJLTSZ,O,X,X,O,X,X,X,X,X,X,X
IOJLTZS,O,X,X,O,X,X,X,O,X,X,X
IOJLSTZ,O,X,X,O,O,X,X,X,X,X,X
IOJLSZT,O,X,X,O,X,X,X,X,X,X,X
IOJLZTS,O,X,X,O,X,X,X,X,X,X,X
IOJLZST,O,X,X,O,X,X,X,X,X,X,X
IOJSTLZ,O,X,O,X,O,X,X,X,X,X,X
IOJSTZL,O,X,O,X,O,O,X,O,X,X,X
IOJSLTZ,O,X,O,X,O,X,X,X,X,X,X
IOJSLZT,O,X,O,X,X,X,X,X,X,X,X
IOJSZTL,O,X,O,X,O,O,X,X,X,X,X
IOJSZLT,O,X,O,X,X,O,X,X,X,X,X
IOJZTLS,O,X,O,X,O,O,X,O,X,X,X
IOJZTSL,O,X,O,X,O,O,X,O,X,X,X
IOJZLTS,O,X,X,X,O,O,X,X,X,X,X
IOJZLST,O,X,X,X,X,O,X,X,X,X,X
IOJZSTL,O,X,O,X,O,O,X,X,X,X,X
IOJZSLT,O,X,O,X,X,O,X,X,X,O,X
IOSTLJZ,O,X,O,X,X,X,X,X,X,X,X
IOSTLZJ,O,X,O,X,O,X,X,X,X,X,X
IOSTJLZ,O,X,O,X,O,X,X,X,X,X,X
IOSTJZL,O,X,O,X,O,O,X,O,X,X,X
IOSTZLJ,O,X,O,X,O,X,X,O,X,X,X
IOSTZJL,O,X,O,X,O,O,X,O,X,X,X
IOSLTJZ,O,X,O,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,X,X,O,X,X,X,X,X,X
IOSLJTZ,O,X,O,X,X,X,X,X,X,X,X
IOSLJZT,O,X,O,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,O,X,O,X,X,X,X,X,X
IOSJTZL,O,X,O,X,O,O,X,O,X,X,X
IOSJLTZ,O,X,O,X,O,X,X,X,X,X,X
IOSJLZT,O,X,O,X,X,X,X,X,X,X,X
IOSJZTL,O,X,O,X,O,O,X,X,X,X,X
IOSJZLT,O,X,O,X,X,O,X,X,X,X,X
IOSZTLJ,O,X,O,X,O,X,X,X,X,O,X
IOSZTJL,O,X,O,X,O,O,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,X,X,O,X
IOSZLJT,O,X,X,X,X,X,X,X,X,O,X
IOSZJTL,O,X,O,X,X,O,X,X,X,X,X
IOSZJLT,O,X,O,X,X,O,X,X,X,O,X
IOZTLJS,O,O,O,X,O,X,X,O,X,X,X
IOZTLSJ,O,O,O,X,O,X,X,O,X,X,X
IOZTJLS,O,O,O,X,O,O,X,O,O,X,X
IOZTJSL,O,O,O,X,O,O,X,O,O,X,O
IOZTSLJ,O,O,O,X,O,X,X,O,X,O,X
IOZTSJL,O,O,O,X,O,O,X,O,O,X,O
IOZLTJS,O,O,X,X,O,X,X,X,X,X,X
IOZLTSJ,O,O,X,X,O,X,X,X,X,X,X
IOZLJTS,O,X,X,X,O,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,X,X,X,X,X,X,X,O,X
IOZLSJT,O,O,X,X,X,X,X,X,X,O,X
IOZJTLS,O,O,O,X,O,O,X,O,X,X,X
IOZJTSL,O,O,O,X,O,O,X,O,X,X,O
IOZJLTS,O,X,X,X,O,O,X,X,X,X,X
IOZJLST,O,X,X,X,X,O,X,X,X,X,X
IOZJSTL,O,O,O,X,X,O,X,X,X,X,X
IOZJSLT,O,O,O,X,X,O,X,X,X,O,X
IOZSTLJ,O,O,O,X,X,X,X,X,X,O,X
IOZSTJL,O,O,O,X,X,O,X,X,O,X,X
IOZSLTJ,O,O,X,X,X,X,X,X,X,O,X
IOZSLJT,O,O,X,X,X,X,X,X,X,O,X
IOZSJTL,O,O,O,X,X,O,X,X,X,X,X
IOZSJLT,O,O,O,X,X,O,X,X,X,O,X
LTIJSZO,O,X,O,O,X,O,X,X,X,X,X
LTIJSOZ,O,X,O,O,X,X,O,X,X,X,X
LTIJZSO,O,O,O,O,X,O,X,O,X,X,X
LTIJZOS,O,O,O,O,X,O,X,O,X,X,X
LTIJOSZ,O,X,X,O,X,X,O,X,X,X,X
LTIJOZS,O,O,X,O,X,X,O,O,X,X,X
LTISJZO,O,X,O,O,X,O,X,X,X,X,X
LTISJOZ,O,X,O,O,X,X,O,X,X,X,X
LTISZJO,O,X,O,O,X,O,X,X,X,X,X
LTISZOJ,O,X,O,O,X,X,X,X,X,X,X
LTISOJZ,O,X,O,O,X,X,O,X,X,X,X
LTISOZJ,O,X,O,O,X,X,X,X,X,X,X
LTIZJSO,O,O,O,O,X,O,X,O,X,X,X
LTIZJOS,O,O,O,O,X,O,X,O,X,X,X
LTIZSJO,O,O,O,O,X,O,X,O,X,X,X
LTIZSOJ,O,O,O,O,X,X,X,O,X,X,X
LTIZOJS,O,O,O,O,X,X,X,O,X,X,X
LTIZOSJ,O,O,O,O,X,X,X,O,X,X,X
LTIOJSZ,O,X,X,O,X,X,O,X,X,X,X
LTIOJZS,O,O,X,O,X,X,O,O,X,X,X
LTIOSJZ,O,X,X,O,X,X,O,X,X,X,X
LTIOSZJ,O,X,O,O,X,X,X,X,X,X,X
LTIOZJS,O,O,O,O,X,X,X,O,X,X,X
LTIOZSJ,O,O,O,O,X,X,X,O,X,X,X
LTJISZO,O,X,O,O,X,O,X,X,X,X,X
LTJISOZ,O,X,O,O,X,X,O,X,X,X,X
LTJIZSO,O,O,O,O,X,O,X,X,X,X,X
LTJIZOS,O,O,O,O,X,O,X,X,O,X,X
LTJIOSZ,O,X,X,O,X,X,O,X,X,X,X
LTJIOZS,O,O,X,O,X,X,O,X,O,X,X
LTJSIZO,O,X,O,O,O,O,X,X,X,X,X
LTJSIOZ,O,X,O,O,X,X,O,X,X,X,X
LTJSZIO,O,X,O,O,O,O,X,X,X,X,X
LTJSZOI,O,X,O,O,O,O,O,X,X,X,X
LTJSOIZ,O,X,O,O,X,X,O,X,X,X,X
LTJSOZI,O,X,O,O,X,X,O,X,X,X,X
LTJZISO,O,O,O,O,O,O,X,X,X,X,X
LTJZIOS,O,O,O,O,X,O,X,X,O,X,X
LTJZSIO,O,O,O,O,O,O,X,X,X,X,X
LTJZSOI,O,O,O,O,O,O,O,X,O,X,X
LTJZOIS,O,O,O,O,X,O,O,X,O,X,X
LTJZOSI,O,O,O,O,O,O,O,X,O,X,X
LTJOISZ,O,X,X,O,X,X,O,X,X,X,X
LTJOIZS,O,O,X,O,X,X,O,X,O,X,X
LTJOSIZ,O,X,X,O,X,X,O,X,X,X,X
LTJOSZI,O,X,X,O,X,X,O,X,X,X,X
LTJOZIS,O,O,X,O,X,X,O,X,O,X,X
LTJOZSI,O,O,X,O,X,X,O,X,O,X,X
LTSIJZO,O,X,O,O,X,O,X,X,X,X,X
LTSIJOZ,O,X,O,O,X,X,O,X,X,X,X
LTSIZJO,O,X,O,O,O,O,X,X,X,X,X
LTSIZOJ,O,X,O,O,O,X,X,X,X,X,X
LTSIOJZ,O,X,O,O,X,X,O,X,X,X,X
LTSIOZJ,O,X,O,O,X,X,X,X,X,X,X
LTSJIZO,O,X,O,O,O,O,X,X,X,X,X
LTSJIOZ,O,X,O,O,X,X,O,X,X,X,X
LTSJZIO,O,X,O,O,O,O,X,X,X,X,X
LTSJZOI,O,X,O,O,O,O,O,X,X,X,X
LTSJOIZ,O,X,O,O,X,X,O,X,X,X,X
LTSJOZI,O,X,O,O,X,X,O,X,X,X,X
LTSZIJO,O,X,O,O,O,O,X,X,X,X,X
LTSZIOJ,O,X,O,O,O,X,X,X,X,X,X
LTSZJIO,O,X,O,O,O,O,X,X,X,X,O
LTSZJOI,O,X,O,O,O,O,O,X,X,X,O
LTSZOIJ,O,X,O,O,O,X,X,X,X,X,X
LTSZOJI,O,X,O,O,O,X,O,X,X,X,O
LTSOIJZ,O,X,O,O,X,X,O,X,X,X,X
LTSOIZJ,O,X,O,O,O,X,X,X,X,X,X
LTSOJIZ,O,X,O,O,O,X,O,X,X,X,X
LTSOJZI,O,X,O,O,O,X,O,X,X,X,X
LTSOZIJ,O,X,O,O,O,X,X,X,X,X,X
LTSOZJI,O,X,O,O,O,X,O,X,X,X,O
LTZIJSO,O,O,O,O,O,O,X,O,X,X,X
LTZIJOS,O,O,O,O,X,O,X,O,X,X,X
LTZISJO,O,O,O,O,O,O,X,O,X,X,X
LTZISOJ,O,O,O,O,O,X,X,O,X,X,X
LTZIOJS,O,O,O,O,O,X,X,O,X,X,X
LTZIOSJ,O,O,O,O,O,X,X,O,X,X,X
LTZJISO,O,O,O,O,O,O,X,O,X,X,X
LTZJIOS,O,O,O,O,X,O,X,O,O,X,X
LTZJSIO,O,O,O,O,O,O,X,X,X,X,O
LTZJSOI,O,O,O,O,O,O,O,X,O,X,O
LTZJOIS,O,O,O,O,O,O,O,O,O,X,X
LTZJOSI,O,O,O,O,O,O,O,X,O,X,O
LTZSIJO,O,O,O,O,O,O,X,O,X,X,X
LTZSIOJ,O,O,O,O,O,X,X,O,X,X,X
LTZSJIO,O,O,O,O,O,O,X,X,X,X,O
LTZSJOI,O,O,O,O,O,O,O,X,O,X,O
LTZSOIJ,O,O,O,O,O,X,X,O,X,X,X
LTZSOJI,O,O,O,O,O,X,O,X,O,X,O
LTZOIJS,O,O,O,O,O,X,X,O,X,X,X
LTZOISJ,O,O,O,O,O,X,X,O,X,X,X
LTZOJIS,O,O,O,O,O,X,O,O,O,X,X
LTZOJSI,O,O,O,O,O,X,O,X,O,X,O
LTZOSIJ,O,O,O,O,O,X,X,O,X,X,X
LTZOSJI,O,O,O,O,O,X,O,X,O,X,O
LTOIJSZ,O,X,X,O,X,X,O,X,X,X,X
LTOIJZS,O,O,X,O,X,X,O,O,X,X,X
LTOISJZ,O,X,X,O,X,X,O,X,X,X,X
LTOISZJ,O,X,O,O,X,X,X,X,X,X,X
LTOIZJS,O,O,O,O,X,X,X,O,X,X,X
LTOIZSJ,O,O,O,O,X,X,X,O,X,X,X
LTOJISZ,O,X,X,O,X,X,O,X,X,X,X
LTOJIZS,O,O,X,O,X,X,O,X,O,X,X
LTOJSIZ,O,X,X,O,O,X,O,X,X,X,X
LTOJSZI,O,X,X,O,O,X,O,X,X,X,X
LTOJZIS,O,O,X,O,O,X,O,X,O,X,X
LTOJZSI,O,O,X,O,O,X,O,X,O,X,X
LTOSIJZ,O,X,X,O,X,X,O,X,X,X,X
LTOSIZJ,O,X,O,O,O,X,X,X,X,X,X
LTOSJIZ,O,X,X,O,O,X,O,X,X,X,X
LTOSJZI,O,X,X,O,O,X,O,X,X,X,X
LTOSZIJ,O,X,O,O,O,X,X,X,X,X,X
LTOSZJI,O,X,O,O,O,X,O,X,X,X,O
LTOZIJS,O,O,O,O,O,X,X,O,X,X,X
LTOZISJ,O,O,O,O,O,X,X,O,X,X,X
LTOZJIS,O,O,O,O,O,X,O,O,O,X,X
LTOZJSI,O,O,O,O,O,X,O,X,O,X,O
LTOZSIJ,O,O,O,O,O,X,X,O,X,X,X
LTOZSJI,O,O,O,O,O,X,O,X,O,X,O
LITJSZO,O,X,O,O,X,O,X,X,X,X,X
LITJSOZ,O,X,O,O,X,X,O,X,X,X,X
LITJZSO,O,O,O,O,X,O,X,O,X,X,X
LITJZOS,O,O,O,O,X,O,X,O,X,X,X
LITJOSZ,O,X,X,O,X,X,O,X,X,X,X
LITJOZS,O,O,X,O,X,X,O,O,X,X,X
LITSJZO,O,X,O,O,X,O,X,X,X,X,X
LITSJOZ,O,X,O,O,X,X,O,X,X,X,X
LITSZJO,O,X,O,O,X,O,X,X,X,X,X
LITSZOJ,O,X,O,O,X,X,X,X,X,X,X
LITSOJZ,O,X,O,O,X,X,O,X,X,X,X
LITSOZJ,O,X,O,O,X,X,X,X,X,X,X
LITZJSO,O,O,O,O,X,O,X,O,X,X,X
LITZJOS,O,O,O,O,X,O,X,O,X,X,X
LITZSJO,O,O,O,O,X,O,X,O,X,X,X
LITZSOJ,O,O,O,O,X,X,X,O,X,X,X
LITZOJS,O,O,O,O,X,X,X,O,X,X,X
LITZOSJ,O,O,O,O,X,X,X,O,X,X,X
LITOJSZ,O,X,X,O,X,X,O,X,X,X,X
LITOJZS,O,O,X,O,X,X,O,O,X,X,X
LITOSJZ,O,X,X,O,X,X,O,X,X,X,X
LITOSZJ,O,X,O,O,X,X,X,X,X,X,X
LITOZJS,O,O,O,O,X,X,X,O,X,X,X
LITOZSJ,O,O,O,O,X,X,X,O,X,X,X
LIJTSZO,O,X,O,O,X,O,X,X,X,X,X
LIJTSOZ,O,X,O,O,X,X,O,X,X,X,X
LIJTZSO,O,O,O,O,X,O,X,O,X,X,X
LIJTZOS,O,O,O,O,X,O,X,O,X,X,X
LIJTOSZ,O,X,X,O,X,X,O,X,X,X,X
LIJTOZS,O,O,X,O,X,X,O,O,X,X,X
LIJSTZO,O,X,O,O,X,O,X,X,X,X,X
LIJSTOZ,O,X,O,O,X,X,O,X,X,X,X
LIJSZTO,O,X,O,O,X,O,X,X,X,X,X
LIJSZOT,X,X,O,O,X,O,X,X,X,X,X
LIJSOTZ,O,X,O,O,X,X,X,X,X,X,X
LIJSOZT,X,X,O,O,X,X,X,X,X,X,X
LIJZTSO,O,X,O,O,X,O,X,O,X,X,X
LIJZTOS,O,X,O,O,X,O,X,O,X,X,X
LIJZSTO,X,X,O,O,X,O,X,X,X,X,X
LIJZSOT,X,X,O,O,X,O,X,X,X,X,X
LIJZOTS,O,X,X,O,X,O,X,X,X,X,X
LIJZOST,X,X,X,O,X,O,X,X,X,X,X
LIJOTSZ,O,X,X,O,X,X,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,X,O,X,X,X
LIJOSTZ,O,X,X,O,X,X,X,X,X,X,X
LIJOSZT,O,X,X,O,X,X,X,X,X,X,X
LIJOZTS,O,X,X,O,X,X,X,X,X,X,X
LIJOZST,O,X,X,O,X,X,X,X,X,X,X
LISTJZO,O,X,O,O,X,O,X,X,X,X,X
LISTJOZ,O,X,O,O,X,X,O,X,X,X,X
LISTZJO,O,X,O,O,X,O,X,X,X,X,X
LISTZOJ,O,X,O,O,X,X,X,X,X,X,X
LISTOJZ,O,X,O,O,X,X,O,X,X,X,X
LISTOZJ,O,X,O,O,X,X,X,X,X,X,X
LISJTZO,O,X,O,O,X,O,X,X,X,X,X
LISJTOZ,O,X,O,O,X,X,O,X,X,X,X
LISJZTO,O,X,O,O,X,O,X,X,X,X,X
LISJZOT,X,X,O,O,X,O,X,X,X,X,X
LISJOTZ,O,X,O,O,X,X,X,X,X,X,X
LISJOZT,X,X,O,O,X,X,X,X,X,X,X
LISZTJO,O,X,O,O,X,O,X,X,X,X,X
LISZTOJ,O,X,O,O,X,X,X,X,X,X,X
LISZJTO,O,X,O,O,X,O,X,X,X,X,X
LISZJOT,X,X,O,O,X,O,X,X,X,X,X
LISZOTJ,O,X,X,O,X,X,X,X,X,X,X
LISZOJT,X,X,X,O,X,X,X,X,X,X,X
LISOTJZ,O,X,O,O,X,X,O,X,X,X,X
LISOTZJ,O,X,X,O,X,X,X,X,X,X,X
LISOJTZ,O,X,O,O,X,X,X,X,X,X,X
LISOJZT,O,X,O,O,X,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,X,X,X,X,X,X
LISOZJT,O,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,O,O,O,X,O,X,O,X,X,X
LIZTJOS,O,O,O,O,X,O,X,O,X,X,X
LIZTSJO,O,O,O,O,X,O,X,O,X,X,X
LIZTSOJ,O,O,O,O,X,X,X,O,X,X,X
LIZTOJS,O,O,O,O,X,X,X,O,X,X,X
LIZTOSJ,O,O,O,O,X,X,X,O,X,X,X
LIZJTSO,O,X,O,O,X,O,X,O,X,X,X
LIZJTOS,O,X,O,O,X,O,X,O,X,X,X
LIZJSTO,X,X,O,O,X,O,X,X,X,X,X
LIZJSOT,X,X,O,O,X,O,X,X,X,X,X
LIZJOTS,O,X,X,O,X,O,X,X,X,X,X
LIZJOST,X,X,X,O,X,O,X,X,X,X,X
LIZSTJO,O,O,O,O,X,O,X,X,X,O,X
LIZSTOJ,O,O,O,O,X,X,X,X,X,O,X
LIZSJTO,O,O,O,O,X,O,X,X,X,O,X
LIZSJOT,X,O,O,O,X,O,X,X,X,O,X
LIZSOTJ,O,O,X,O,X,X,X,X,X,O,X
LIZSOJT,X,O,X,O,X,X,X,X,X,O,X
LIZOTJS,O,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,O,X,X,X,X,X,X,X
LIZOJTS,O,X,X,O,X,X,X,X,X,X,X
LIZOJST,O,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,X,X,X,O,X
LIZOSJT,O,O,X,O,X,X,X,X,X,O,X
LIOTJSZ,O,X,X,O,X,X,O,X,X,X,X
LIOTJZS,O,X,X,O,X,X,O,O,X,X,X
LIOTSJZ,O,X,X,O,X,X,O,X,X,X,X
LIOTSZJ,O,X,X,O,X,X,X,X,X,X,X
LIOTZJS,O,X,X,O,X,X,X,O,X,X,X
LIOTZSJ,O,X,X,O,X,X,X,O,X,X,X
LIOJTSZ,O,X,X,O,X,X,X,X,X,X,X
LIOJTZS,O,X,X,O,X,X,X,O,X,X,X
LIOJSTZ,O,X,X,O,X,X,X,X,X,X,X
LIOJSZT,O,X,X,O,X,X,X,X,X,X,X
LIOJZTS,O,X,X,O,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,O,X,X,O,X,X,X,X
LIOSTZJ,O,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,O,X,X,X,X,X,X,X
LIOSJZT,O,X,X,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,O,X,X,X,X,X,X,X
LIOSZJT,O,X,X,O,X,X,X,X,X,X,X
LIOZTJS,O,X,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,X,X,O,X,X,X,X,X,X,X
LIOZJTS,O,X,X,O,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,X,X,X,O,X
LIOZSJT,O,X,X,O,X,X,X,X,X,O,X
LJTISZO,O,X,O,O,X,O,X,X,X,X,X
LJTISOZ,O,X,O,O,X,X,O,X,X,X,X
LJTIZSO,O,O,O,O,X,O,X,X,X,X,X
LJTIZOS,O,O,O,O,X,O,X,X,O,X,X
LJTIOSZ,O,X,X,O,X,X,O,X,X,X,X
LJTIOZS,O,O,X,O,X,X,O,X,O,X,X
LJTSIZO,O,X,O,O,O,O,X,X,X,X,X
LJTSIOZ,O,X,O,O,X,X,O,X,X,X,X
LJTSZIO,O,X,O,O,O,O,X,X,X,X,X
LJTSZOI,O,X,O,O,O,O,O,X,X,X,X
LJTSOIZ,O,X,O,O,X,X,O,X,X,X,X
LJTSOZI,O,X,O,O,X,X,O,X,X,X,X
LJTZISO,O,O,O,O,O,O,X,X,X,X,X
LJTZIOS,O,O,O,O,X,O,X,X,O,X,X
LJTZSIO,O,O,O,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,O,O,O,O,X,O,X,X
LJTZOIS,O,O,O,O,X,O,O,X,O,X,X
LJTZOSI,O,O,O,O,O,O,O,X,O,X,X
LJTOISZ,O,X,X,O,X,X,O,X,X,X,X
LJTOIZS,O,O,X,O,X,X,O,X,O,X,X
LJTOSIZ,O,X,X,O,X,X,O,X,X,X,X
LJTOSZI,O,X,X,O,X,X,O,X,X,X,X
LJTOZIS,O,O,X,O,X,X,O,X,O,X,X
LJTOZSI,O,O,X,O,X,X,O,X,O,X,X
LJITSZO,O,X,O,O,X,O,X,X,X,X,X
LJITSOZ,O,X,O,O,X,X,O,X,X,X,X
LJITZSO,O,O,O,O,X,O,X,X,X,X,X
LJITZOS,O,O,O,O,X,O,X,X,O,X,X
LJITOSZ,O,X,X,O,X,X,O,X,X,X,X
LJITOZS,O,O,X,O,X,X,O,X,O,X,X
LJISTZO,O,X,O,O,O,O,X,X,X,X,X
LJISTOZ,O,X,O,O,X,X,O,X,X,X,X
LJISZTO,O,X,O,O,X,O,X,X,X,X,X
LJISZOT,X,X,O,O,X,O,X,X,X,X,X
LJISOTZ,O,X,O,O,X,X,X,X,X,X,X
LJISOZT,X,X,O,O,X,X,X,X,X,X,X
LJIZTSO,O,X,O,O,X,O,X,X,X,X,X
LJIZTOS,O,X,O,O,X,O,X,X,O,X,X
LJIZSTO,X,X,O,O,X,O,X,X,X,X,X
LJIZSOT,X,X,O,O,X,O,X,X,X,X,X
LJIZOTS,O,X,X,O,X,O,X,X,X,X,X
LJIZOST,X,X,X,O,X,O,X,X,X,X,X
LJIOTSZ,O,X,X,O,X,X,X,X,X,X,X
LJIOTZS,O,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,O,X,X,X,X,X,X,X
LJIOSZT,O,X,X,O,X,X,X,X,X,X,X
LJIOZTS,O,X,X,O,X,X,X,X,X,X,X
LJIOZST,O,X,X,O,X,X,X,X,X,X,X
LJSTIZO,O,X,O,O,O,O,X,X,X,X,X
LJSTIOZ,O,X,O,O,X,X,O,X,X,X,X
LJSTZIO,O,X,O,O,O,O,X,X,X,X,X
LJSTZOI,O,X,O,O,O,O,O,X,X,X,X
LJSTOIZ,O,X,O,O,X,X,O,X,X,X,X
LJSTOZI,O,X,O,O,X,X,O,X,X,X,X
LJSITZO,O,X,O,O,O,O,X,X,X,X,X
LJSITOZ,O,X,O,O,X,X,O,X,X,X,X
LJSIZTO,O,X,O,O,X,O,X,X,X,X,X
LJSIZOT,X,X,O,O,X,O,X,X,X,X,X
LJSIOTZ,O,X,O,O,X,X,X,X,X,X,X
LJSIOZT,X,X,O,O,X,X,X,X,X,X,X
LJSZTIO,O,X,O,O,X,O,X,X,X,X,X
LJSZTOI,O,X,O,O,X,O,O,X,X,X,X
LJSZITO,O,X,O,O,X,O,X,X,X,X,X
LJSZIOT,X,X,O,O,X,O,X,X,X,X,X
LJSZOTI,X,X,O,O,X,O,X,X,X,X,X
LJSZOIT,X,X,O,O,X,O,X,X,X,X,X
LJSOTIZ,O,X,O,O,X,X,O,X,X,X,X
LJSOTZI,O,X,O,O,X,X,O,X,X,X,X
LJSOITZ,O,X,O,O,X,X,X,X,X,X,X
LJSOIZT,X,X,O,O,X,X,X,X,X,X,X
LJSOZTI,X,X,O,O,X,X,X,X,X,X,X
LJSOZIT,X,X,O,O,X,X,X,X,X,X,X
LJZTISO,O,X,O,O,O,O,X,X,X,X,X
LJZTIOS,O,X,O,O,X,O,X,X,O,X,X
LJZTSIO,O,X,O,O,O,O,X,X,X,X,X
