sequence,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFulBRiBSoBN?rBUnBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeRAJvhFfnB0iB6oBG?lBNrBzsB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFtlB0hBxiBW?tBirBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFtlBmhBCjBc?rBxsBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeWFJvhFxgBXjBdrBz?mBStB0sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFRhBGjBfrB0?mB6sBNtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeRAJvhFzhBfoB6oBG?lBNrB0sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeWFJvhFxgBXjBdrBz?mBctB6sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JefHJvhF0iB6oBRlBG?lBNrBzsB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JeRAJvhF3hB9oBGlB0?nBirBzsB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFChB8mBWoBd?rBxsBXtB,v115@9gA8IeA8IeC8GeD8AeB8BeA8Jez/IvhFRhB9nB6oBf?rB0mBetB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JezBJvhFfoB6oBRlBG?lBNrB0sB,v115@9gA8IeA8IeC8GeD8AeB8BeA8JezBJvhFRlB3nBctBG?lBNrBCtB
JOZSLTI,O,O,X,X,X,X,O,X,X,X,X,O,X,X
JOZSLIT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
STILJZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STILZOJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STILOJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,O,X,X,X,X,O,X,X,X
STIJZOL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
STIJOLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
STIZLJO,O,O,X,O,X,O,O,X,O,X,O,O,X,X
STIZLOJ,O,O,X,O,X,O,O,X,O,X,O,O,X,X
STIZJLO,O,O,X,O,X,O,O,X,X,X,O,O,X,X
STIZJOL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STIZOLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STIZOJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STIOLJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,O,O,O,X,X,O,X,X,X,X,X
STIOJLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
STIOZLJ,O,O,X,O,X,O,O,O,O,X,O,O,X,X
STIOZJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STLIJZO,O,O,X,X,X,O,X,X,X,O,X,X,X,X
STLIJOZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
STLIZJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
STLIZOJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X
STLIOJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
STLJIOZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STLJZIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
STLJZOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STLJOIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STLJOZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STLZIJO,O,O,X,X,X,O,X,X,O,O,O,X,X,X
STLZIOJ,O,O,O,X,X,O,X,X,O,X,O,X,X,X
STLZJIO,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STLZJOI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STLZOIJ,O,O,O,X,O,O,X,X,X,X,O,X,X,X
STLZOJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STLOIJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STLOJZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STLOZIJ,O,O,O,X,O,O,X,X,X,X,O,X,X,X
STLOZJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STJILZO,O,O,X,X,X,O,X,X,X,O,X,O,X,X
STJILOZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X
STJIZLO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
STJIZOL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJIOLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
STJIOZL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJLIZO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
STJLIOZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STJLZIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
STJLZOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STJLOIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STJLOZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
STJZILO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
STJZIOL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJZLIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
STJZLOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJZOIL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJZOLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJOILZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
STJOIZL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJOLIZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STJOLZI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STJOZIL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJOZLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STZILJO,O,O,X,O,X,O,O,X,O,X,O,O,X,X
STZILOJ,O,O,X,O,X,O,O,X,O,X,O,O,X,X
STZIJLO,O,O,X,O,X,O,O,X,X,X,O,O,X,X
STZIJOL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STZIOLJ,O,O,O,O,X,O,O,O,X,X,O,O,X,X
STZIOJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STZLIJO,O,O,X,X,X,O,O,X,O,X,O,O,X,X
STZLIOJ,O,O,O,X,X,O,O,X,O,X,O,O,X,X
STZLJIO,O,O,O,X,X,O,O,X,X,X,X,O,X,X
STZLJOI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
STZLOIJ,O,O,O,X,X,O,O,O,X,X,O,O,X,X
STZLOJI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
STZJILO,O,O,X,O,X,O,O,X,X,X,X,O,X,X
STZJIOL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
STZJLIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
STZJLOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STZJOIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
STZJOLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STZOILJ,O,O,O,O,X,O,O,O,X,X,O,O,X,X
STZOIJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STZOLIJ,O,O,O,X,X,O,O,O,X,X,O,O,X,X
STZOLJI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
STZOJIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
STZOJLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STOILJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,O,O,O,X,X,O,X,X,X,X,X
STOIJLZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,O,X,O,X,X,O,X,X,X
STOIZLJ,O,O,X,O,X,O,O,O,O,X,O,O,X,X
STOIZJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STOLIJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
STOLJIZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STOLJZI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STOLZIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X
STOLZJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
STOJIZL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STOJLIZ,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STOJLZI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STOJZIL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STOJZLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STOZILJ,O,O,O,O,X,O,O,O,O,X,O,O,X,X
STOZIJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
STOZLIJ,O,O,O,X,X,O,O,O,O,X,O,O,X,X
STOZLJI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
STOZJIL,O,O,X,O,X,O,O,O,X,X,X,O,X,X
STOZJLI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
SITLJZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SITLZOJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SITLOJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SITJZOL,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SITJOLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SITZLJO,O,O,X,O,X,O,X,X,O,X,O,O,X,X
SITZLOJ,O,O,X,O,X,O,X,X,O,X,O,O,X,X
SITZJLO,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SITZJOL,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SITZOLJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SITZOJL,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SITOLJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SITOJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SITOZLJ,O,O,X,O,X,O,X,X,O,X,O,O,X,X
SITOZJL,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SILTJZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SILTZOJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SILTOJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X
SILJTZO,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SILJTOZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SILJZTO,O,X,X,O,X,X,X,X,O,X,X,O,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILJOTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZTJO,O,O,X,O,X,O,X,X,O,X,X,O,X,X
SILZTOJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X
SILZJTO,O,X,X,O,X,O,X,X,O,X,X,X,X,X
SILZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,O,X,O,X,X,O,X,X,O,X,X
SILZOJT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,O,X,O,X,X,O,X,X,X,X,X
SILOJTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SILOJZT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SILOZTJ,O,X,X,O,X,O,X,X,O,X,X,O,X,X
SILOZJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJTLZO,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJTLOZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJTZOL,O,X,X,X,X,O,X,X,X,X,O,O,X,X
SIJTOLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJTOZL,O,X,X,X,X,O,X,X,X,X,O,O,X,X
SIJLTZO,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJLTOZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJLZTO,X,X,X,O,X,X,X,X,O,X,X,O,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLOTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZTLO,X,X,X,O,X,O,X,X,X,X,O,O,X,X
SIJZTOL,X,X,X,O,X,O,X,X,X,X,O,O,X,X
SIJZLTO,X,X,X,O,X,O,X,X,O,X,X,O,X,X
SIJZLOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJZOTL,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SIJZOLT,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJOTLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJOTZL,O,X,X,X,X,O,X,X,X,X,O,O,X,X
SIJOLTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJOLZT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJOZTL,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SIJOZLT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SIZTLJO,O,O,X,O,X,O,X,X,O,X,O,O,X,X
SIZTLOJ,O,O,X,O,X,O,X,X,O,X,O,O,O,X
SIZTJLO,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SIZTJOL,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SIZTOLJ,O,O,X,O,X,O,X,X,X,X,O,O,O,O
SIZTOJL,O,X,X,O,X,O,X,X,X,X,O,O,X,O
SIZLTJO,O,O,X,O,X,O,X,X,O,X,X,O,X,X
SIZLTOJ,O,O,X,O,X,O,X,X,O,X,X,O,O,X
SIZLJTO,O,X,X,O,X,O,X,X,O,X,X,X,X,X
SIZLJOT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIZLOTJ,O,X,X,O,X,O,X,X,O,X,X,O,O,O
SIZLOJT,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIZJTLO,O,X,X,O,X,O,X,X,X,X,O,O,X,X
SIZJTOL,O,X,X,O,X,O,X,X,X,X,O,O,X,X
SIZJLTO,O,X,X,O,X,O,X,X,O,X,X,O,X,X
SIZJLOT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SIZJOTL,O,X,X,X,X,O,X,X,X,X,O,O,X,O
SIZJOLT,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SIZOTLJ,O,X,X,O,X,O,X,X,O,X,O,O,O,O
SIZOTJL,O,X,X,O,X,O,X,X,X,X,O,O,X,O
SIZOLTJ,O,X,X,O,X,O,X,X,O,X,X,O,O,O
SIZOLJT,O,X,X,X,X,O,X,X,O,X,X,X,O,X
SIZOJTL,O,X,X,X,X,O,X,X,X,X,O,O,X,O
SIZOJLT,O,X,X,X,X,O,X,X,O,X,X,O,O,X
SIOTLJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,O,X,X,X,X,O,X,X,X
SIOTZLJ,O,O,X,O,X,O,X,X,O,X,O,O,X,X
SIOTZJL,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SIOLTJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOLJZT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOLZTJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X
SIOLZJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOJTLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOJTZL,O,X,X,X,X,O,X,X,X,X,O,O,X,X
SIOJLTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOJLZT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOJZTL,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SIOJZLT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
SIOZTLJ,O,O,X,O,X,O,X,X,O,X,O,O,X,X
SIOZTJL,O,O,X,O,X,O,X,X,X,X,O,O,X,X
SIOZLTJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X
SIOZLJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZJTL,O,X,X,X,X,O,X,X,X,X,O,O,X,X
SIOZJLT,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SLTIJZO,O,O,X,X,X,O,X,X,X,O,X,X,X,X
SLTIJOZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SLTIZJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
SLTIZOJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SLTIOJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLTJIOZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLTJZIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLTJZOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLTJOIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLTJOZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLTZIJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
SLTZIOJ,O,O,O,X,X,O,X,X,O,X,X,X,X,X
SLTZJIO,O,O,O,X,X,O,X,X,X,O,X,X,X,X
SLTZJOI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
SLTZOIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
SLTOIJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLTOJZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLTOZIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SLTOZJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
SLITJZO,O,O,X,X,X,O,X,X,X,O,X,X,X,X
SLITJOZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X
SLITZJO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
SLITZOJ,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SLITOJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLIJTOZ,O,X,X,X,O,O,X,X,X,O,X,O,X,X
SLIJZTO,O,X,X,X,X,X,X,X,O,O,X,O,X,X
SLIJZOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLIJOTZ,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLIZTJO,O,O,X,X,X,O,X,X,O,O,X,O,X,X
SLIZTOJ,O,O,X,X,X,O,X,X,O,X,X,O,X,X
SLIZJTO,O,X,X,X,X,O,X,X,O,O,X,X,X,X
SLIZJOT,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLIZOTJ,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SLIZOJT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,O,O,X,X,O,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SLIOJZT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SLIOZTJ,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SLIOZJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SLJTIZO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLJTIOZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJTZIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLJTZOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJTOIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJTOZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJITZO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLJITOZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJIZTO,O,X,O,X,X,X,X,X,O,O,X,O,X,X
SLJIZOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJIOTZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJZTIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLJZTOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJZITO,O,X,O,X,X,O,X,X,O,O,X,O,X,X
SLJZIOT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLJZOTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLJZOIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLJOTIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJOTZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLJOITZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SLJOZTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLJOZIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLZTIJO,O,O,X,X,X,O,X,X,O,O,X,O,X,X
SLZTIOJ,O,O,O,X,X,O,X,X,O,X,X,O,X,X
SLZTJIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLZTJOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLZTOIJ,O,O,O,X,O,O,X,X,X,X,X,O,X,X
SLZTOJI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLZITJO,O,O,X,X,X,O,X,X,O,O,X,O,X,X
SLZITOJ,O,O,O,X,X,O,X,X,O,X,X,O,X,X
SLZIJTO,O,X,X,X,X,O,X,X,O,O,X,X,X,X
SLZIJOT,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SLZIOTJ,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SLZIOJT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLZJTOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLZJITO,O,X,O,X,X,O,X,X,O,O,X,O,X,X
SLZJIOT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLZJOTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLZJOIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLZOTIJ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLZOTJI,O,O,X,X,O,O,X,X,X,O,X,O,X,X
SLZOITJ,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SLZOIJT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZOJTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLZOJIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
SLOTIJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLOTJIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLOTJZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLOTZIJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X
SLOTZJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
SLOITJZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SLOIJZT,O,X,X,X,X,X,X,X,O,X,X,O,X,X
SLOIZTJ,O,O,X,X,X,O,X,X,O,X,X,O,X,X
SLOIZJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SLOJTIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLOJTZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
SLOJITZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X
SLOJIZT,O,X,X,X,X,X,X,X,O,O,X,O,X,X
SLOJZTI,O,O,X,X,X,O,X,X,X,O,X,O,X,X
SLOJZIT,O,X,X,X,X,O,X,X,O,O,X,O,X,X
SLOZTIJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X
SLOZTJI,O,O,X,X,O,O,X,X,X,O,X,O,X,X
SLOZITJ,O,O,X,X,X,O,X,X,O,X,X,O,X,X
SLOZIJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SLOZJTI,O,O,X,X,X,O,X,X,X,O,X,O,X,X
SLOZJIT,O,X,X,X,X,O,X,X,O,O,X,O,X,X
SJTILZO,O,O,X,X,X,O,X,X,X,O,X,O,X,X
SJTILOZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X
SJTIZLO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
SJTIZOL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
SJTIOLZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SJTIOZL,O,O,X,X,X,O,O,O,X,X,X,O,X,X
SJTLIZO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
