sequence,v115@FhB8IeA8GeC8CeA8AeE8JeZEJvhFFgBXhB0iBqpBzm?BmqB,v115@FhB8IeA8GeC8CeA8AeE8Jex/IvhFylBfnB0iBOpBzp?BFrB,v115@FhB8IeA8GeC8CeA8AeE8JeZFJvhFzgBfnB0iB6pBOp?BFrB,v115@FhB8IeA8GeC8CeA8AeE8JemAJvhFfnB0iBxkBTkByu?BFrB,v115@FhB8IeA8GeC8CeA8AeE8JeZFJvhFzgBfnB0iBOpB6p?BFrB,v115@FhB8IeA8GeC8CeA8AeE8Jex/IvhFXhB0iBikBzmB1u?BmqB,v115@FhB8IeA8GeC8CeA8AeE8Jex/IvhFylBfnB0iBmpBFr?BTpB,v115@FhB8IeA8GeC8CeA8AeE8JeZFJvhFFhB0iBOpBfrBzm?B6pB,v115@FhB8IeA8GeC8CeA8AeE8Jei/IvhFcpBeqBzlBRnBXn?BFrB
JSLITOZ,O,X,O,X,O,X,X,X,X
JSLIZTO,O,X,O,O,O,O,X,X,X
JSLIZOT,O,X,X,O,X,O,X,X,X
JSLIOTZ,O,X,X,X,X,X,X,O,X
JSLIOZT,O,X,X,O,X,X,X,O,X
JSLZTIO,O,O,O,O,O,O,O,X,X
JSLZTOI,O,O,O,O,O,O,O,X,X
JSLZITO,O,X,O,O,O,O,X,X,X
JSLZIOT,O,X,X,O,X,O,X,X,X
JSLZOTI,O,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,X,X,X,O,X
JSLOTZI,O,X,X,X,X,X,X,O,X
JSLOITZ,O,X,X,X,X,X,X,O,X
JSLOIZT,O,X,X,X,X,X,X,O,X
JSLOZTI,O,X,X,X,X,X,X,O,X
JSLOZIT,O,X,X,X,X,X,X,O,X
JSZTILO,X,O,O,O,O,O,O,X,X
JSZTIOL,X,O,O,O,O,O,O,X,X
JSZTLIO,O,O,O,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,O,O,X,X
JSZTOIL,X,O,O,O,O,O,O,X,X
JSZTOLI,X,O,O,O,O,O,O,X,X
JSZITLO,X,O,O,X,O,O,O,X,X
JSZITOL,X,O,O,X,O,O,O,X,X
JSZILTO,O,X,O,X,O,O,X,X,X
JSZILOT,O,X,X,X,X,O,X,X,O
JSZIOTL,X,X,X,X,O,O,X,O,X
JSZIOLT,X,X,X,X,X,O,X,O,O
JSZLTIO,O,O,O,O,O,O,O,X,X
JSZLTOI,O,O,O,O,O,O,O,X,X
JSZLITO,O,X,O,O,O,O,X,X,X
JSZLIOT,O,X,X,O,X,O,X,X,O
JSZLOTI,O,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,O
JSZOTIL,X,O,X,X,O,O,O,O,X
JSZOTLI,X,O,X,X,O,O,O,O,X
JSZOITL,X,O,X,X,O,O,X,O,X
JSZOILT,X,O,X,X,X,O,X,O,O
JSZOLTI,O,O,X,X,X,X,X,O,X
JSZOLIT,O,O,X,X,X,X,X,O,O
JSOTILZ,X,O,X,X,O,O,O,O,X
JSOTIZL,X,O,X,X,O,O,O,O,X
JSOTLIZ,O,O,X,X,O,O,O,O,X
JSOTLZI,O,O,X,X,O,O,O,O,X
JSOTZIL,X,O,X,X,O,O,O,O,X
JSOTZLI,O,O,X,X,O,O,O,O,X
JSOITLZ,X,O,X,X,O,O,X,O,X
JSOITZL,X,O,X,X,O,O,X,O,X
JSOILTZ,O,O,X,X,X,X,X,O,X
JSOILZT,O,O,X,X,X,O,X,O,X
JSOIZTL,X,O,X,X,O,O,X,O,X
JSOIZLT,O,O,X,X,X,O,X,O,O
JSOLTIZ,O,O,X,X,X,O,X,O,X
JSOLTZI,O,O,X,X,X,O,X,O,X
JSOLITZ,O,O,X,X,X,X,X,O,X
JSOLIZT,O,O,X,X,X,O,X,O,X
JSOLZTI,O,O,X,X,X,O,X,O,X
JSOLZIT,O,O,X,X,X,O,X,O,X
JSOZTIL,X,O,X,X,O,O,O,O,X
JSOZTLI,O,O,X,X,O,O,O,O,X
JSOZITL,X,O,X,X,O,O,X,O,X
JSOZILT,O,O,X,X,X,O,X,O,O
JSOZLTI,O,O,X,X,X,O,X,O,X
JSOZLIT,O,O,X,X,X,O,X,O,O
JZTILSO,X,O,X,X,X,O,X,X,X
JZTILOS,X,X,X,X,X,O,X,X,O
JZTISLO,X,O,X,X,O,O,X,X,X
JZTISOL,X,O,X,X,O,O,X,X,X
JZTIOLS,X,X,X,X,X,X,X,X,O
JZTIOSL,X,X,X,X,O,X,X,O,X
JZTLISO,O,O,X,X,X,O,O,X,X
JZTLIOS,O,X,X,X,X,O,X,X,O
JZTLSIO,O,O,X,X,X,O,O,X,X
JZTLSOI,O,O,X,X,X,O,O,X,X
JZTLOIS,O,X,X,X,X,O,X,X,O
JZTLOSI,O,X,X,X,X,O,X,X,X
JZTSILO,X,O,X,X,O,O,O,X,X
JZTSIOL,X,O,X,X,O,O,O,X,X
JZTSLIO,O,O,X,X,O,O,O,X,X
JZTSLOI,O,O,X,X,O,O,O,X,X
JZTSOIL,X,O,X,X,O,O,O,X,X
JZTSOLI,X,O,X,X,O,O,O,X,X
JZTOILS,X,X,X,X,X,O,X,X,O
JZTOISL,X,X,X,X,O,O,X,O,X
JZTOLIS,X,X,X,X,X,O,X,X,O
JZTOLSI,X,X,X,X,X,O,X,X,X
JZTOSIL,X,X,X,X,O,O,X,O,X
JZTOSLI,X,X,X,X,O,O,X,O,X
JZITLSO,X,O,X,X,X,O,X,X,X
JZITLOS,X,X,X,X,X,O,X,X,O
JZITSLO,X,O,X,X,O,O,X,X,X
JZITSOL,X,O,X,X,O,O,X,X,X
JZITOLS,X,X,X,X,X,X,X,X,O
JZITOSL,X,X,X,X,O,X,X,O,X
JZILTSO,O,X,X,X,X,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,O
JZILSTO,O,X,O,X,O,X,X,X,X
JZILSOT,O,X,X,X,X,X,X,X,O
JZILOTS,O,X,X,X,X,X,X,X,O
JZILOST,O,X,X,X,X,X,X,O,O
JZISTLO,X,O,O,X,O,O,O,X,X
JZISTOL,X,O,O,X,O,O,O,X,X
JZISLTO,O,X,O,X,O,O,X,X,X
JZISLOT,O,X,X,X,X,O,X,X,O
JZISOTL,X,X,X,X,O,O,X,O,X
JZISOLT,X,X,X,X,X,O,X,O,O
JZIOTLS,X,X,X,X,X,X,X,X,O
JZIOTSL,X,X,X,X,X,X,X,O,X
JZIOLTS,O,X,X,X,X,X,X,X,O
JZIOLST,O,X,X,X,X,X,X,O,O
JZIOSTL,O,X,X,X,O,X,X,O,X
JZIOSLT,O,X,X,X,X,X,X,O,O
JZLTISO,O,X,X,X,X,O,X,X,X
JZLTIOS,O,X,X,X,X,O,X,X,O
JZLTSIO,O,X,X,X,X,O,X,X,X
JZLTSOI,O,X,X,X,X,O,X,X,X
JZLTOIS,O,X,X,X,X,O,X,X,O
JZLTOSI,O,X,X,X,X,O,X,X,X
JZLITSO,O,X,X,X,X,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,O
JZLISTO,O,X,O,O,O,X,X,X,X
JZLISOT,O,X,X,O,X,X,X,X,O
JZLIOTS,O,X,X,X,X,X,X,X,O
JZLIOST,O,X,X,X,X,X,X,O,O
JZLSTIO,O,O,O,O,O,O,O,X,X
JZLSTOI,O,O,O,O,O,O,O,X,X
JZLSITO,O,X,O,O,O,O,X,X,X
JZLSIOT,O,X,X,O,X,O,X,X,O
JZLSOTI,O,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,X,O
JZLOTIS,O,X,X,X,X,X,X,X,O
JZLOTSI,O,X,X,X,X,X,X,X,X
JZLOITS,O,X,X,X,X,X,X,X,O
JZLOIST,O,X,X,X,X,X,X,O,O
JZLOSTI,O,X,X,X,X,X,X,O,X
JZLOSIT,O,X,X,X,X,X,X,O,O
JZSTILO,X,O,O,O,O,O,O,X,X
JZSTIOL,X,O,O,O,O,O,O,X,X
JZSTLIO,O,O,O,O,O,O,O,X,X
JZSTLOI,O,O,O,O,O,O,O,X,X
JZSTOIL,X,O,O,O,O,O,O,X,X
JZSTOLI,X,O,O,O,O,O,O,X,X
JZSITLO,X,O,O,X,O,O,O,X,X
JZSITOL,X,O,O,X,O,O,O,X,X
JZSILTO,O,X,O,X,O,O,X,X,X
JZSILOT,O,X,X,X,X,O,X,X,O
JZSIOTL,X,X,X,X,O,O,X,O,X
JZSIOLT,X,X,X,X,X,O,X,O,O
JZSLTIO,O,O,O,O,O,O,O,X,X
JZSLTOI,O,O,O,O,O,O,O,X,X
JZSLITO,O,X,O,O,O,O,X,X,X
JZSLIOT,O,X,X,O,X,O,X,X,O
JZSLOTI,O,X,X,X,X,X,X,X,X
JZSLOIT,O,X,X,X,X,X,X,X,O
JZSOTIL,X,O,X,X,O,O,O,O,X
JZSOTLI,X,O,X,X,O,O,O,O,X
JZSOITL,X,O,X,X,O,O,X,O,X
JZSOILT,X,O,X,X,X,O,X,O,O
JZSOLTI,O,O,X,X,X,X,X,O,X
JZSOLIT,O,O,X,X,X,X,X,O,O
JZOTILS,X,X,X,X,X,O,X,X,O
JZOTISL,X,O,X,X,X,O,X,O,X
JZOTLIS,O,X,X,X,X,O,X,X,O
JZOTLSI,O,X,X,X,X,O,X,X,X
JZOTSIL,X,O,X,X,X,O,X,O,X
JZOTSLI,O,O,X,X,X,O,X,O,X
JZOITLS,X,X,X,X,X,O,X,X,O
JZOITSL,X,O,X,X,X,O,X,O,X
JZOILTS,O,X,X,X,X,X,X,X,O
JZOILST,O,O,X,X,X,X,X,O,O
JZOISTL,O,O,X,X,O,O,X,O,X
JZOISLT,O,O,X,X,X,O,X,O,O
JZOLTIS,O,X,X,X,X,O,X,X,O
JZOLTSI,O,X,X,X,X,O,X,X,X
JZOLITS,O,X,X,X,X,X,X,X,O
JZOLIST,O,O,X,X,X,X,X,O,O
JZOLSTI,O,O,X,X,X,O,X,O,X
JZOLSIT,O,O,X,X,X,O,X,O,O
JZOSTIL,O,O,X,X,O,O,O,O,X
JZOSTLI,O,O,X,X,O,O,O,O,X
JZOSITL,O,O,X,X,O,O,X,O,X
JZOSILT,O,O,X,X,X,O,X,O,O
JZOSLTI,O,O,X,X,X,O,X,O,X
JZOSLIT,O,O,X,X,X,O,X,O,O
JOTILSZ,X,O,X,X,O,O,X,X,X
JOTILZS,X,O,X,X,X,O,X,X,X
JOTISLZ,X,O,X,X,O,O,X,O,X
JOTISZL,X,O,X,X,O,O,X,O,X
JOTIZLS,X,O,X,X,X,O,X,X,O
JOTIZSL,X,O,X,X,O,O,X,O,X
JOTLISZ,O,O,X,X,O,O,O,X,X
JOTLIZS,O,O,X,X,X,O,X,X,X
JOTLSIZ,O,O,X,X,O,O,O,X,X
JOTLSZI,O,O,X,X,O,O,O,X,X
JOTLZIS,O,O,X,X,X,O,X,X,X
JOTLZSI,O,O,X,X,X,O,X,X,X
JOTSILZ,X,O,X,X,O,O,O,O,X
JOTSIZL,X,O,X,X,O,O,O,O,X
JOTSLIZ,O,O,X,X,O,O,O,O,X
JOTSLZI,O,O,X,X,O,O,O,O,X
JOTSZIL,X,O,X,X,O,O,O,O,X
JOTSZLI,O,O,X,X,O,O,O,O,X
JOTZILS,X,O,X,X,X,O,X,X,O
JOTZISL,X,O,X,X,O,O,X,O,X
JOTZLIS,O,O,X,X,X,O,X,X,O
JOTZLSI,O,O,X,X,X,O,X,X,X
JOTZSIL,X,O,X,X,O,O,X,O,X
JOTZSLI,O,O,X,X,O,O,X,O,X
JOITLSZ,X,O,X,X,O,O,X,X,X
JOITLZS,X,O,X,X,X,O,X,X,X
JOITSLZ,X,O,X,X,O,O,X,O,X
JOITSZL,X,O,X,X,O,O,X,O,X
JOITZLS,X,O,X,X,X,O,X,X,O
JOITZSL,X,O,X,X,O,O,X,O,X
JOILTSZ,O,O,X,X,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X,X,X
JOILSTZ,O,O,X,X,X,X,X,O,X
JOILSZT,O,O,X,X,X,X,X,O,X
JOILZTS,O,X,X,X,X,X,X,X,O
JOILZST,O,O,X,X,X,X,X,O,O
JOISTLZ,X,O,X,X,O,O,X,O,X
JOISTZL,O,O,X,X,O,O,X,O,X
JOISLTZ,O,O,X,X,X,X,X,O,X
JOISLZT,O,O,X,X,X,O,X,O,X
JOISZTL,O,O,X,X,O,O,X,O,X
JOISZLT,O,O,X,X,X,O,X,O,O
JOIZTLS,X,O,X,X,X,O,X,X,O
JOIZTSL,X,O,X,X,X,O,X,O,X
JOIZLTS,O,X,X,X,X,X,X,X,O
JOIZLST,O,O,X,X,X,X,X,O,O
JOIZSTL,O,O,X,X,O,O,X,O,X
JOIZSLT,O,O,X,X,X,O,X,O,O
JOLTISZ,O,O,X,X,X,O,X,X,X
JOLTIZS,O,O,X,X,X,O,X,X,X
JOLTSIZ,O,O,X,X,X,O,X,X,X
JOLTSZI,O,O,X,X,X,O,X,X,X
JOLTZIS,O,O,X,X,X,O,X,X,X
JOLTZSI,O,O,X,X,X,O,X,X,X
JOLITSZ,O,O,X,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,X
JOLISTZ,O,O,X,X,X,X,X,O,X
JOLISZT,O,O,X,X,X,X,X,O,X
JOLIZTS,O,X,X,X,X,X,X,X,O
JOLIZST,O,O,X,X,X,X,X,O,O
JOLSTIZ,O,O,X,X,X,O,X,O,X
JOLSTZI,O,O,X,X,X,O,X,O,X
JOLSITZ,O,O,X,X,X,X,X,O,X
JOLSIZT,O,O,X,X,X,O,X,O,X
JOLSZTI,O,O,X,X,X,O,X,O,X
JOLSZIT,O,O,X,X,X,O,X,O,X
JOLZTIS,O,X,X,X,X,O,X,X,O
JOLZTSI,O,X,X,X,X,O,X,X,X
JOLZITS,O,X,X,X,X,X,X,X,O
JOLZIST,O,O,X,X,X,X,X,O,O
JOLZSTI,O,O,X,X,X,O,X,O,X
JOLZSIT,O,O,X,X,X,O,X,O,O
JOSTILZ,X,O,X,X,O,O,O,O,X
JOSTIZL,O,O,X,X,O,O,O,O,X
JOSTLIZ,O,O,X,X,O,O,O,O,X
JOSTLZI,O,O,X,X,O,O,O,O,X
JOSTZIL,O,O,X,X,O,O,O,O,X
JOSTZLI,O,O,X,X,O,O,O,O,X
JOSITLZ,X,O,X,X,O,O,X,O,X
JOSITZL,O,O,X,X,O,O,X,O,X
JOSILTZ,O,O,X,X,X,X,X,O,X
JOSILZT,O,O,X,X,X,O,X,O,X
JOSIZTL,O,O,X,X,O,O,X,O,X
JOSIZLT,O,O,X,X,X,O,X,O,O
JOSLTIZ,O,O,X,X,X,O,X,O,X
JOSLTZI,O,O,X,X,X,O,X,O,X
JOSLITZ,O,O,X,X,X,X,X,O,X
JOSLIZT,O,O,X,X,X,O,X,O,X
JOSLZTI,O,O,X,X,X,O,X,O,X
JOSLZIT,O,O,X,X,X,O,X,O,X
JOSZTIL,O,O,X,X,O,O,O,O,X
JOSZTLI,O,O,X,X,O,O,O,O,X
JOSZITL,O,O,X,X,O,O,X,O,X
JOSZILT,O,O,X,X,X,O,X,O,O
JOSZLTI,O,O,X,X,X,O,X,O,X
JOSZLIT,O,O,X,X,X,O,X,O,O
JOZTILS,X,O,X,X,X,O,X,X,O
JOZTISL,X,O,X,X,X,O,X,O,X
JOZTLIS,O,O,X,X,X,O,X,X,O
JOZTLSI,O,O,X,X,X,O,X,X,X
JOZTSIL,X,O,X,X,X,O,X,O,X
JOZTSLI,O,O,X,X,X,O,X,O,X
JOZITLS,X,O,X,X,X,O,X,X,O
JOZITSL,X,O,X,X,X,O,X,O,X
JOZILTS,O,X,X,X,X,X,X,X,O
JOZILST,O,O,X,X,X,X,X,O,O
JOZISTL,O,O,X,X,O,O,X,O,X
JOZISLT,O,O,X,X,X,O,X,O,O
JOZLTIS,O,X,X,X,X,O,X,X,O
JOZLTSI,O,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,X,X,X,X,O
JOZLIST,O,O,X,X,X,X,X,O,O
JOZLSTI,O,O,X,X,X,O,X,O,X
JOZLSIT,O,O,X,X,X,O,X,O,O
JOZSTIL,O,O,X,X,O,O,O,O,X
JOZSTLI,O,O,X,X,O,O,O,O,X
JOZSITL,O,O,X,X,O,O,X,O,X
JOZSILT,O,O,X,X,X,O,X,O,O
JOZSLTI,O,O,X,X,X,O,X,O,X
JOZSLIT,O,O,X,X,X,O,X,O,O
STILJZO,X,O,O,O,O,X,O,X,X
STILJOZ,X,O,O,O,O,X,O,X,X
STILZJO,X,O,O,O,O,X,O,X,X
STILZOJ,X,O,O,O,O,X,O,X,X
STILOJZ,X,O,O,O,O,X,X,X,X
STILOZJ,X,O,O,O,O,X,O,X,X
STIJLZO,X,O,O,O,O,X,O,X,X
STIJLOZ,X,O,O,O,O,X,O,X,X
STIJZLO,X,O,O,O,O,X,O,X,X
STIJZOL,X,O,O,O,O,X,O,X,X
STIJOLZ,X,O,O,X,O,X,O,O,X
STIJOZL,X,O,O,O,O,X,O,O,X
STIZLJO,X,O,O,O,O,X,O,X,X
STIZLOJ,X,O,O,O,O,X,O,X,X
STIZJLO,X,O,O,O,O,X,O,X,X
STIZJOL,X,O,O,O,O,X,O,X,X
STIZOLJ,X,O,O,X,O,X,X,X,X
STIZOJL,X,O,O,O,O,X,X,X,X
STIOLJZ,X,O,O,X,O,X,X,O,X
STIOLZJ,X,O,O,X,O,X,X,O,X
STIOJLZ,X,O,O,X,O,X,X,O,X
STIOJZL,X,O,O,O,O,X,X,O,X
STIOZLJ,X,O,O,X,O,X,X,O,X
STIOZJL,X,O,O,O,O,X,X,O,X
STLIJZO,X,O,O,O,O,X,O,X,X
STLIJOZ,X,O,O,O,O,X,O,X,X
STLIZJO,X,O,O,O,O,X,O,X,X
STLIZOJ,X,O,O,O,O,O,O,X,X
STLIOJZ,X,O,O,O,O,O,X,X,X
STLIOZJ,X,O,O,O,O,O,O,X,X
STLJIZO,X,O,O,O,O,X,O,X,X
STLJIOZ,X,O,O,O,O,X,O,X,X
STLJZIO,X,O,O,O,O,X,O,X,X
STLJZOI,X,O,O,O,O,X,O,X,X
STLJOIZ,X,O,O,O,O,X,O,X,X
STLJOZI,X,O,O,O,O,X,O,X,X
STLZIJO,X,O,O,O,O,X,O,X,X
STLZIOJ,X,O,O,O,O,O,O,X,X
STLZJIO,X,O,O,O,O,X,O,X,X
STLZJOI,X,O,O,O,O,X,O,X,X
STLZOIJ,X,O,O,O,O,O,O,X,X
STLZOJI,X,O,O,O,O,O,O,X,X
STLOIJZ,X,O,O,O,O,O,X,X,X
STLOIZJ,X,O,O,O,O,O,O,X,X
STLOJIZ,X,O,O,O,O,O,O,X,X
STLOJZI,X,O,O,O,O,O,O,X,X
STLOZIJ,X,O,O,O,O,O,O,X,X
STLOZJI,X,O,O,O,O,O,O,X,X
STJILZO,X,O,O,O,O,O,O,X,X
STJILOZ,X,O,O,O,O,O,O,X,X
STJIZLO,X,O,O,O,O,O,O,X,X
STJIZOL,X,O,O,O,O,O,O,X,X
STJIOLZ,X,O,O,X,O,X,O,O,X
STJIOZL,X,O,O,O,O,O,O,O,X
STJLIZO,X,O,O,O,O,O,O,X,X
STJLIOZ,X,O,O,O,O,O,O,X,X
STJLZIO,X,O,O,O,O,O,O,X,X
STJLZOI,X,O,O,O,O,O,O,X,X
STJLOIZ,X,O,O,O,O,O,O,X,X
STJLOZI,X,O,O,O,O,O,O,X,X
STJZILO,X,O,O,O,O,O,O,X,X
STJZIOL,X,O,O,O,O,O,O,X,X
STJZLIO,X,O,O,O,O,O,O,X,X
STJZLOI,X,O,O,O,O,O,O,X,X
STJZOIL,X,O,O,O,O,O,O,X,X
STJZOLI,X,O,O,O,O,O,O,X,X
STJOILZ,X,O,O,X,O,O,O,O,X
STJOIZL,X,O,O,O,O,O,O,O,X
STJOLIZ,X,O,O,O,O,O,O,O,X
STJOLZI,X,O,O,O,O,O,O,O,X
STJOZIL,X,O,O,O,O,O,O,O,X
STJOZLI,X,O,O,O,O,O,O,O,X
STZILJO,X,O,O,O,O,X,O,X,X
STZILOJ,X,O,O,O,O,X,O,X,X
STZIJLO,X,O,O,O,O,X,O,X,X
STZIJOL,X,O,O,O,O,X,O,X,X
STZIOLJ,X,O,O,X,O,X,X,X,X
STZIOJL,X,O,O,O,O,X,X,X,X
STZLIJO,X,O,O,O,O,X,O,X,X
STZLIOJ,X,O,O,O,O,O,O,X,X
STZLJIO,X,O,O,O,O,X,O,X,X
STZLJOI,X,O,O,O,O,X,O,X,X
STZLOIJ,X,O,O,O,O,O,O,X,X
STZLOJI,X,O,O,O,O,O,O,X,X
STZJILO,X,O,O,O,O,O,O,X,X
STZJIOL,X,O,O,O,O,O,O,X,X
STZJLIO,X,O,O,O,O,O,O,X,X
STZJLOI,X,O,O,O,O,O,O,X,X
STZJOIL,X,O,O,O,O,O,O,X,X
STZJOLI,X,O,O,O,O,O,O,X,X
STZOILJ,X,O,O,X,O,O,X,X,X
STZOIJL,X,O,O,O,O,O,X,X,X
STZOLIJ,X,O,O,O,O,O,O,X,X
STZOLJI,X,O,O,O,O,O,O,X,X
STZOJIL,X,O,O,O,O,O,O,X,X
STZOJLI,X,O,O,O,O,O,O,X,X
STOILJZ,X,O,O,X,O,O,X,O,X
STOILZJ,X,O,O,X,O,O,X,O,X
STOIJLZ,X,O,O,X,O,O,X,O,X
STOIJZL,X,O,O,O,O,O,X,O,X
STOIZLJ,X,O,O,X,O,O,X,O,X
STOIZJL,X,O,O,O,O,O,X,O,X
STOLIJZ,X,O,O,O,O,O,X,O,X
STOLIZJ,X,O,O,O,O,O,O,O,X
STOLJIZ,X,O,O,O,O,O,O,O,X
STOLJZI,X,O,O,O,O,O,O,O,X
STOLZIJ,X,O,O,O,O,O,O,O,X
STOLZJI,X,O,O,O,O,O,O,O,X
STOJILZ,X,O,O,X,O,O,O,O,X
STOJIZL,X,O,O,O,O,O,O,O,X
STOJLIZ,X,O,O,O,O,O,O,O,X
STOJLZI,X,O,O,O,O,O,O,O,X
STOJZIL,X,O,O,O,O,O,O,O,X
STOJZLI,X,O,O,O,O,O,O,O,X
STOZILJ,X,O,O,X,O,O,X,O,X
STOZIJL,X,O,O,O,O,O,X,O,X
STOZLIJ,X,O,O,O,O,O,O,O,X
STOZLJI,X,O,O,O,O,O,O,O,X
STOZJIL,X,O,O,O,O,O,O,O,X
STOZJLI,X,O,O,O,O,O,O,O,X
SITLJZO,X,O,O,O,O,X,O,X,X
SITLJOZ,X,O,O,O,O,X,O,X,X
SITLZJO,X,O,O,O,O,X,O,X,X
SITLZOJ,X,O,O,O,O,X,O,X,X
SITLOJZ,X,O,O,O,O,X,X,X,X
SITLOZJ,X,O,O,O,O,X,O,X,X
SITJLZO,X,O,O,O,O,X,O,X,X
SITJLOZ,X,O,O,O,O,X,O,X,X
SITJZLO,X,O,O,O,O,X,O,X,X
SITJZOL,X,O,O,O,O,X,O,X,X
SITJOLZ,X,O,O,X,O,X,O,O,X
SITJOZL,X,O,O,O,O,X,O,O,X
SITZLJO,X,O,O,O,O,X,O,X,X
SITZLOJ,X,O,O,O,O,X,O,X,X
SITZJLO,X,O,O,O,O,X,O,X,X
SITZJOL,X,O,O,O,O,X,O,X,X
SITZOLJ,X,O,O,X,O,X,X,X,X
SITZOJL,X,O,O,O,O,X,X,X,X
SITOLJZ,X,O,O,X,O,X,X,O,X
SITOLZJ,X,O,O,X,O,X,X,O,X
SITOJLZ,X,O,O,X,O,X,X,O,X
SITOJZL,X,O,O,O,O,X,X,O,X
SITOZLJ,X,O,O,X,O,X,X,O,X
SITOZJL,X,O,O,O,O,X,X,O,X
SILTJZO,X,X,O,O,O,X,X,X,X
SILTJOZ,X,X,O,O,O,X,X,X,X
SILTZJO,X,X,O,O,O,X,X,X,X
SILTZOJ,O,X,O,O,O,X,X,X,X
SILTOJZ,O,X,O,O,O,X,X,X,X
SILTOZJ,O,X,O,O,O,X,X,X,X
SILJTZO,O,X,O,O,O,X,X,X,X
SILJTOZ,O,X,O,X,O,X,X,X,X
SILJZTO,O,X,O,O,O,X,X,X,X
SILJZOT,O,X,X,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,O,X
SILJOZT,O,X,X,O,X,X,X,O,X
SILZTJO,X,X,O,O,O,X,X,X,X
SILZTOJ,O,X,O,O,O,X,X,X,X
SILZJTO,O,X,O,O,O,X,X,X,X
SILZJOT,O,X,X,O,X,X,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X,X
SILZOJT,O,X,X,O,X,X,X,X,X
SILOTJZ,O,X,O,X,X,X,X,O,X
SILOTZJ,O,X,O,X,X,X,X,O,X
SILOJTZ,O,X,X,X,X,X,X,O,X
SILOJZT,O,X,X,O,X,X,X,O,X
SILOZTJ,O,X,O,X,X,X,X,O,X
SILOZJT,O,X,X,O,X,X,X,O,X
SIJTLZO,X,O,O,X,O,X,O,X,X
SIJTLOZ,X,O,O,X,O,X,O,X,X
SIJTZLO,X,O,O,X,O,X,O,X,X
SIJTZOL,X,O,O,X,O,X,O,X,X
SIJTOLZ,X,O,O,X,O,X,O,O,X
SIJTOZL,X,O,O,X,O,X,O,O,X
SIJLTZO,X,X,O,X,O,X,X,X,X
SIJLTOZ,X,X,O,X,O,X,X,X,X
SIJLZTO,X,X,O,X,O,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,O,X
SIJLOZT,X,X,X,X,X,X,X,O,X
SIJZTLO,X,O,O,X,O,X,O,X,X
SIJZTOL,X,O,O,X,O,X,O,X,X
SIJZLTO,X,X,O,X,O,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,O
SIJZOTL,X,X,X,X,O,X,X,O,X
SIJZOLT,X,X,X,X,X,X,X,O,O
SIJOTLZ,X,X,X,X,O,X,X,O,X
SIJOTZL,X,X,X,X,O,X,X,O,X
SIJOLTZ,X,X,X,X,X,X,X,O,X
SIJOLZT,X,X,X,X,X,X,X,O,X
SIJOZTL,X,X,X,X,O,X,X,O,X
SIJOZLT,X,X,X,X,X,X,X,O,O
SIZTLJO,X,O,O,O,O,X,O,X,X
SIZTLOJ,X,O,O,O,O,X,O,X,X
SIZTJLO,X,O,O,O,O,X,O,X,X
SIZTJOL,X,O,O,O,O,X,O,X,X
SIZTOLJ,X,O,O,X,O,X,X,X,X
SIZTOJL,X,O,O,O,O,X,X,X,X
SIZLTJO,X,X,O,O,O,X,X,X,X
SIZLTOJ,O,X,O,O,O,X,X,X,X
SIZLJTO,O,X,O,O,O,X,X,X,X
SIZLJOT,O,X,X,O,X,X,X,X,O
SIZLOTJ,O,X,O,X,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X
SIZJTLO,X,O,O,X,O,X,O,X,X
SIZJTOL,X,O,O,X,O,X,O,X,X
SIZJLTO,X,X,O,X,O,X,X,X,X
SIZJLOT,X,X,X,X,X,X,X,X,O
SIZJOTL,X,X,X,X,O,X,X,O,X
SIZJOLT,X,X,X,X,X,X,X,O,O
SIZOTLJ,O,O,O,X,O,X,X,O,X
SIZOTJL,O,O,O,X,O,X,X,O,X
SIZOLTJ,O,O,O,X,X,X,X,O,X
SIZOLJT,O,O,X,X,X,X,X,O,X
SIZOJTL,O,O,X,X,O,X,X,O,X
SIZOJLT,O,O,X,X,X,X,X,O,X
SIOTLJZ,O,O,O,X,O,X,X,O,X
SIOTLZJ,O,O,O,X,O,X,X,O,X
SIOTJLZ,X,O,O,X,O,X,X,O,X
SIOTJZL,O,O,O,X,O,X,X,O,X
SIOTZLJ,O,O,O,X,O,X,X,O,X
SIOTZJL,O,O,O,X,O,X,X,O,X
SIOLTJZ,O,X,O,X,X,X,X,O,X
