sequence,v115@DhA8HeB8HeC8FeF8JeOEJvhFxgBCjB8qBToB3pBFqB,v115@DhA8HeB8HeC8FeF8Je3/IvhFFhBCjB0lBToB2pBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFfoB6oBTkB0lBmkBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFCjBOpBToBRqB/qB0pB,v115@DhA8HeB8HeC8FeF8Jex/IvhFXhBziB+oB0pBlqBipB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBFoBGoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeKEJvhFzfBGjB3lBUoBFmBxuB,v115@DhA8HeB8HeC8FeF8JexAJvhFfoB6oBzlBlpBOpBUqB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBGoBFoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeZEJvhFzfBSoB3lBFmBUoBWvB,v115@DhA8HeB8HeC8FeF8JeT/IvhFXhBypBFoB0lBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBFoBXmBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBGoBXmBFoBxuB
LTOSIZJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOSJIZ,X,X,X,O,X,X,X,O,X,X,X,X,X
LTOSJZI,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSZIJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOSZJI,X,O,X,X,X,O,X,O,X,X,X,X,X
LTOZIJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOZJIS,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOZSJI,X,O,X,X,X,O,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X
LITJZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,X,X,O,O
LITJOSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
LITJOZS,X,X,X,O,X,X,X,X,X,X,X,O,O
LITSJZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
LITSZJO,X,X,O,X,X,O,O,X,O,X,X,X,X
LITSZOJ,X,X,O,X,X,O,O,X,X,X,O,O,X
LITSOJZ,X,X,X,X,X,X,X,X,X,X,O,X,X
LITSOZJ,X,X,O,X,X,O,O,X,X,X,O,O,X
LITZJSO,X,X,X,X,X,O,O,X,O,X,X,X,X
LITZJOS,X,X,X,X,X,X,O,X,X,X,X,O,O
LITZSJO,O,X,O,X,X,O,O,X,O,X,X,X,X
LITZSOJ,X,O,O,X,X,O,O,X,X,X,O,O,X
LITZOJS,X,O,X,X,X,X,O,X,X,X,X,O,O
LITZOSJ,X,O,O,X,X,O,O,X,X,X,O,O,X
LITOJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X
LITOJZS,X,O,X,O,X,X,X,X,X,X,X,O,O
LITOSJZ,X,X,X,O,X,X,X,X,X,X,O,X,X
LITOSZJ,X,O,X,X,X,O,O,X,X,X,O,O,X
LITOZJS,X,O,X,O,X,X,O,X,X,X,X,O,O
LITOZSJ,X,O,X,X,X,O,O,X,X,X,O,O,X
LIJTSZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X
LIJTZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X,X,O,O
LIJTOSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJTOZS,X,X,X,O,X,X,X,X,X,X,X,O,O
LIJSTZO,O,X,X,X,X,O,X,X,O,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
LIJSZTO,O,X,X,X,X,O,O,X,O,X,X,X,X
LIJSZOT,O,X,X,X,X,X,O,X,O,O,X,X,O
LIJSOTZ,O,X,X,X,X,X,X,X,X,O,O,X,X
LIJSOZT,O,X,X,X,X,X,O,X,O,O,X,X,O
LIJZTSO,X,X,X,X,X,O,O,X,O,X,X,X,X
LIJZTOS,X,X,X,X,X,X,O,X,X,X,X,O,O
LIJZSTO,O,X,X,X,X,O,O,X,O,X,X,X,X
LIJZSOT,O,X,X,X,X,X,O,X,O,O,X,X,O
LIJZOTS,X,X,X,X,X,X,O,X,X,X,X,O,O
LIJZOST,X,X,X,X,X,X,O,X,O,O,X,X,O
LIJOTSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJOTZS,X,X,X,O,X,X,X,X,X,X,X,O,O
LIJOSTZ,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJOSZT,X,X,X,O,X,X,O,X,O,O,X,X,O
LIJOZTS,X,X,X,O,X,X,O,X,X,X,X,O,O
LIJOZST,X,X,X,O,X,X,O,X,O,O,X,X,O
LISTJZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
LISTZJO,X,X,O,X,X,O,O,X,O,X,X,X,X
LISTZOJ,X,X,O,X,X,O,O,X,X,X,O,O,X
LISTOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LISTOZJ,X,X,O,X,X,O,O,O,X,X,O,O,X
LISJTZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
LISJZTO,O,X,O,X,X,O,O,X,O,X,X,X,X
LISJZOT,O,X,O,X,X,X,O,X,O,O,X,X,O
LISJOTZ,O,X,X,X,X,X,X,O,X,O,O,X,X
LISJOZT,O,X,O,X,X,X,O,X,O,O,X,X,O
LISZTJO,O,X,O,X,X,O,O,X,O,X,X,X,X
LISZTOJ,X,X,O,X,X,O,O,X,X,X,O,O,X
LISZJTO,O,X,O,X,X,O,O,X,O,X,X,X,X
LISZJOT,O,X,O,X,X,X,O,X,O,X,X,X,O
LISZOTJ,X,X,O,X,X,O,O,O,X,X,O,O,X
LISZOJT,O,X,O,X,X,X,O,X,O,X,X,X,O
LISOTJZ,O,X,X,X,X,X,X,O,X,X,O,X,X
LISOTZJ,X,X,O,X,X,O,O,O,X,X,O,O,X
LISOJTZ,O,X,X,X,X,X,X,O,X,X,O,X,X
LISOJZT,O,X,O,X,X,X,O,X,O,X,X,X,O
LISOZTJ,X,X,O,X,X,O,O,O,X,X,O,O,X
LISOZJT,O,X,O,X,X,X,O,X,O,X,X,X,O
LIZTJSO,X,X,X,X,X,O,O,X,O,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,X,X,X,X,O,O
LIZTSJO,O,X,O,X,X,O,O,X,O,X,X,X,X
LIZTSOJ,X,O,O,X,X,O,O,X,X,X,O,O,X
LIZTOJS,X,O,X,X,X,X,O,X,X,X,X,O,O
LIZTOSJ,X,O,O,X,X,O,O,X,X,X,O,O,X
LIZJTSO,X,X,X,X,X,O,O,X,O,X,X,X,X
LIZJTOS,X,X,X,X,X,X,O,X,X,X,X,O,O
LIZJSTO,O,X,X,X,X,O,O,X,O,X,X,X,X
LIZJSOT,O,X,X,X,X,X,O,X,O,O,X,X,O
LIZJOTS,X,X,X,X,X,X,O,X,X,X,X,O,O
LIZJOST,X,X,X,X,X,X,O,X,O,O,X,X,O
LIZSTJO,O,X,O,X,X,O,O,X,O,X,X,X,X
LIZSTOJ,X,O,O,X,X,O,O,X,X,X,O,O,X
LIZSJTO,O,X,O,X,X,O,O,X,O,X,X,X,X
LIZSJOT,O,X,O,X,X,X,O,X,O,X,X,X,O
LIZSOTJ,O,O,O,X,X,O,O,X,X,X,O,O,X
LIZSOJT,O,O,O,X,X,X,O,X,O,X,X,X,O
LIZOTJS,X,O,X,X,X,X,O,X,X,X,X,O,O
LIZOTSJ,O,O,O,X,X,O,O,X,X,X,O,O,X
LIZOJTS,X,O,X,X,X,X,O,X,X,X,X,O,O
LIZOJST,O,O,X,X,X,X,O,X,O,X,X,X,O
LIZOSTJ,O,O,O,X,X,O,O,X,X,X,O,O,X
LIZOSJT,O,O,O,X,X,X,O,X,O,X,X,X,O
LIOTJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOTJZS,X,O,X,O,X,X,X,X,X,X,X,O,O
LIOTSJZ,O,X,X,O,X,X,X,O,X,X,O,X,X
LIOTSZJ,X,O,X,X,X,O,O,O,X,X,O,O,X
LIOTZJS,X,O,X,O,X,X,O,X,X,X,X,O,O
LIOTZSJ,O,O,X,X,X,O,O,X,X,X,O,O,X
LIOJTSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
LIOJTZS,X,O,X,O,X,X,X,X,X,X,X,O,O
LIOJSTZ,O,X,X,O,X,X,X,X,X,O,O,X,X
LIOJSZT,O,X,X,O,X,X,O,X,O,O,X,X,O
LIOJZTS,X,O,X,O,X,X,O,X,X,X,X,O,O
LIOJZST,O,O,X,O,X,X,O,X,O,O,X,X,O
LIOSTJZ,O,X,X,O,X,X,X,O,X,X,O,X,X
LIOSTZJ,X,O,O,X,X,O,O,O,X,X,O,O,X
LIOSJTZ,O,X,X,O,X,X,X,O,X,X,O,X,X
LIOSJZT,O,X,O,O,X,X,O,X,O,X,X,X,O
LIOSZTJ,O,O,O,X,X,O,O,O,X,X,O,O,X
LIOSZJT,O,O,O,X,X,X,O,X,O,X,X,X,O
LIOZTJS,X,O,X,O,X,X,O,X,X,X,X,O,O
LIOZTSJ,O,O,O,X,X,O,O,X,X,X,O,O,X
LIOZJTS,X,O,X,O,X,X,O,X,X,X,X,O,O
LIOZJST,O,O,X,O,X,X,O,X,O,X,X,X,O
LIOZSTJ,O,O,O,X,X,O,O,X,X,X,O,O,X
LIOZSJT,O,O,O,X,X,X,O,X,O,X,X,X,O
LJTISZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTIOZS,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTSIOZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTSZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTSZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LJTSOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTZIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTZSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJTZOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJTOIZS,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
LJTOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
LJITZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,X,X,O
LJITOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJITOZS,X,X,X,O,X,X,X,X,X,X,X,X,O
LJISTZO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJISZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,X,O,O,X,X,O
LJISOTZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,O,O,X,X,O
LJIZTSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJIZTOS,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X,X,O,O,X,X,O
LJIZOTS,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,X,O,O,X,X,O
LJIOTSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJIOTZS,X,X,X,O,X,X,X,X,X,X,X,X,O
LJIOSTZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJIOSZT,X,X,X,O,X,X,X,X,O,O,X,X,O
LJIOZTS,X,X,X,O,X,X,X,X,X,X,X,X,O
LJIOZST,X,X,X,O,X,X,X,X,O,O,X,X,O
LJSTIZO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJSTIOZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LJSTZIO,O,X,X,X,O,O,X,X,O,X,X,X,X
LJSTZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJSTOIZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSTOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LJSIZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSIOTZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSZTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJSZTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LJSZITO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSOTIZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSOTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZTISO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJZTIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LJZTSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LJZTOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZITOS,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZIOTS,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZSTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
LJZSTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LJZOTIS,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LJOTISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOTSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOITZS,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOISZT,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOIZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOSTIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOSTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,O,O,X,X,X,X,O,X,X,X
LJOSIZT,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LJOZTIS,X,X,X,O,O,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,X,O,X,X,X,X,O,O,X,X,X
LJOZSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LSTIJZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSTIJOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
LSTIZJO,X,X,O,X,X,O,X,X,O,X,X,X,X
LSTIZOJ,X,X,O,X,X,O,X,X,X,X,O,X,X
LSTIOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSTIOZJ,X,X,O,X,X,O,X,O,X,X,O,X,X
LSTJIZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSTJIOZ,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTJZIO,O,X,O,X,O,O,X,X,O,X,X,X,X
LSTJZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LSTJOIZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LSTJOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
LSTZIJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LSTZIOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
LSTZJIO,O,X,O,X,O,O,X,X,O,X,X,X,X
LSTZJOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LSTZOIJ,X,X,O,X,X,O,X,O,X,X,X,X,X
LSTZOJI,X,X,X,X,X,O,X,O,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTOIZJ,X,X,O,X,X,O,X,O,X,X,X,X,X
LSTOJIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTOZIJ,X,X,O,X,X,O,X,O,X,X,X,X,X
LSTOZJI,X,X,X,X,X,O,X,O,X,X,X,X,X
LSITJZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
LSITZJO,X,X,O,X,X,O,X,X,O,X,X,X,X
LSITZOJ,X,X,O,X,X,O,X,X,X,X,O,X,X
LSITOJZ,X,X,X,X,X,X,X,O,X,X,O,X,X
LSITOZJ,X,X,O,X,X,O,X,O,X,X,O,X,X
LSIJTZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
LSIJZTO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIJZOT,O,X,O,X,X,X,X,X,O,O,X,X,X
LSIJOTZ,O,X,X,X,O,X,X,O,X,O,O,X,X
LSIJOZT,O,X,O,X,X,X,X,X,O,O,X,X,X
LSIZTJO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIZTOJ,X,X,O,X,X,O,X,X,X,X,O,X,X
LSIZJTO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSIZJOT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIZOTJ,X,X,O,X,X,O,X,O,X,X,O,X,X
LSIZOJT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,O,X,X,O,X,X
LSIOTZJ,X,X,O,X,X,O,X,O,X,X,O,X,X
LSIOJTZ,O,X,X,X,X,X,X,O,X,X,O,X,X
LSIOJZT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIOZTJ,X,X,O,X,X,O,X,O,X,X,O,X,X
LSIOZJT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJTIZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSJTIOZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LSJTZIO,O,X,O,X,O,O,X,X,O,X,X,X,X
LSJTZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LSJTOIZ,X,X,X,X,O,X,X,O,X,O,X,X,X
LSJTOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
LSJITZO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LSJIZTO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,X,X,X,O,O,X,X,X
LSJIOTZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LSJIOZT,O,X,O,X,X,X,X,X,O,O,X,X,X
LSJZTIO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSJZTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LSJZITO,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,X,O,X,X,X,X,X,O,O,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LSJOTZI,O,X,X,X,O,X,X,O,X,X,X,X,X
LSJOITZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,O,O,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJOZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LSZTIJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LSZTIOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZTJIO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSZTJOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LSZTOIJ,X,X,O,X,X,O,X,O,X,X,X,X,X
LSZTOJI,X,X,X,X,X,O,X,O,X,X,X,X,X
LSZITJO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSZITOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
LSZIJTO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSZIJOT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZIOTJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSZIOJT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZJTIO,O,X,O,X,X,O,X,X,O,X,X,X,X
LSZJTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LSZJITO,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZJIOT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSZJOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZJOIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZOTIJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSZOTJI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSZOITJ,O,X,O,X,X,X,X,O,X,X,X,X,X
LSZOIJT,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOTIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,O,X,O,X,X,X,X,X
LSOTJIZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOTJZI,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOTZIJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSOTZJI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOITJZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOITZJ,X,X,O,X,X,O,X,O,X,X,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOIJZT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOIZTJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSOIZJT,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOJTIZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOJTZI,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOJITZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOJZIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOZTIJ,O,X,O,X,X,O,X,O,X,X,X,X,X
LSOZTJI,O,X,X,X,X,O,X,O,X,X,X,X,X
LSOZITJ,O,X,O,X,X,X,X,O,X,X,X,X,X
LSOZIJT,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZTIJSO,X,X,X,X,X,O,X,X,O,X,X,X,X
LZTIJOS,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTISJO,O,X,O,X,X,O,X,X,O,X,X,X,X
LZTISOJ,X,O,O,X,X,O,X,X,X,X,X,X,X
LZTIOJS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,X,O,O,X,X,O,X,X,X,X,X,X,X
LZTJISO,X,X,X,X,O,O,X,X,O,X,X,X,X
LZTJIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTJSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LZTJSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LZTJOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTJOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LZTSIJO,O,X,O,X,O,O,X,X,X,X,X,X,X
LZTSIOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
LZTSJIO,O,X,O,X,O,O,X,X,O,X,X,X,X
LZTSJOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LZTSOIJ,X,O,O,X,X,O,X,X,X,X,X,X,X
LZTSOJI,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTOISJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X
