sequence,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeC7Iv?hETcBmdB5jB0gBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hECcBmdB5jBXhBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEugBchBxdB6oBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEWhBxdB6oBXhBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEchBxdB6oB1qBuqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeWAJv?hETcBxdB6oB0gBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hExdB6oB3lBcmBuqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEmdB5jB3lBFmBCrB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeT8Iv?hExdBfmB6oBUlBGqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeT8Iv?hExdBGgB6oB8qBFqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JecBJv?hEmdB5jBqlBflBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeSBJv?hEmdB5jBzlBflBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeWAJv?hExdB6oB3lBcmBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jel7Iv?hExdB6oBuqBfqBcrB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEmdB5jBXhB1qBCrB
JOZTISL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
JOZISTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZISLT,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
JOZLTIS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
JOZLSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOZSILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STILZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STILOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STIJZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STIJOLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STIJOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
STIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
STIOLJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STIOLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STIOJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STIOZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
STLIJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLIJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STLIZOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLIOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLJIZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLJIOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLJZOI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLJOIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJOZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STLZIOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLZJIO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STLZJOI,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STLZOIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLZOJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLOIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STLOZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STJIZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STJIOLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STJIOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
STJLIZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STJLIOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STJLZOI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STJLOIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLOZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STJOIZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOLZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STOLIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STOLJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STOLZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJIZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJLIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJLZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITLZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITLOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITJZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITJOLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITJOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITZLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
SITZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
SITOLJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITOLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITOJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SITOZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
SILTJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILTJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SILTZJO,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SILTZOJ,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SILTOZJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJTZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SILJTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SILJZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SILJZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
SILJOTZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SILZTJO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SILZTOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILZJTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SILZJOT,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
SILZOTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
SILOTJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SILOZTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIJTZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIJTOLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIJTOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIJLTZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIJLZTO,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIJLZOT,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SIJLOTZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIJZLTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O
SIJOTZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIJOLTZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOZTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZTLJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJOL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIZTOLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIZLTJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIZJLTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O
SIOTLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O
SIOTJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIOTZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
SIOLTJZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
SIOLTZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
SIOLJZT,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X
SIOLZTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O
SIOJTZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SIOJLTZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOJZTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJZLT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZJTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZJLT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SLTIJZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTIJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTIZJO,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
SLTIZOJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTJIOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTJZOI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLTJOIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
SLTZIOJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTZJIO,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
SLTZJOI,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
SLTZOIJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTZOJI,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTOJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLTOZJI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLITJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SLITJOZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SLITZJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
SLITZOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SLITOJZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SLITOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLIJTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SLIJZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
SLIJZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
SLIJOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIJOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
SLIZTJO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SLIZTOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLIZJTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SLIZJOT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
SLIZOTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
SLIOTJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
SLIOJTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIOJZT,O,O,X,O,X,O,O,X,O,X,X,X,O,X,X
SLIOZTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLIOZJT,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X
SLJTIZO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLJTIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLJTZOI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLJTOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SLJITOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
SLJIZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
SLJIZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
SLJIOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
SLJZTIO,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SLJZTOI,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SLJZITO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
SLJZIOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
SLJZOTI,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
SLJZOIT,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X
SLJOTIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
SLJOZTI,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
SLJOZIT,X,O,X,O,X,O,O,X,O,X,X,X,O,O,X
SLZTIJO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLZTIOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLZTJIO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLZTJOI,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLZTOIJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLZTOJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLZITJO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SLZITOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLZIJTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
SLZIJOT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
