sequence,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZ7IvhE6fBXcB8hB+?oBzlB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZ7IvhE6fB8gBzcB+?oBXmB,v115@9gA8IeA8IeC8BeB8CeG8AeB8Jea8IvhEfdB5gBzfBc?mB+oB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZwIvhEceBqfB/hB+?oBzlB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZwIvhDzfBqlB3hB+?oB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZrIvhE6fBTbB3hB+?oB0lB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeT0IvhE0aB5jBSlBO?mBXiB
SITOJLZ,X,O,X,X,X,X,O
SITOJZL,X,O,X,X,X,X,O
SITOZLJ,X,O,X,X,X,X,O
SITOZJL,X,O,X,X,X,X,O
SILTJZO,X,O,X,X,X,O,O
SILTJOZ,X,O,X,X,O,X,O
SILTZJO,X,O,X,X,X,O,O
SILTZOJ,X,O,X,X,X,O,O
SILTOJZ,X,O,X,X,O,X,O
SILTOZJ,X,O,X,X,X,X,O
SILJTZO,X,O,X,X,X,O,O
SILJTOZ,X,O,X,X,O,X,O
SILJZTO,X,O,X,X,X,O,O
SILJZOT,O,O,X,O,O,O,O
SILJOTZ,O,O,X,O,O,X,O
SILJOZT,O,O,X,O,O,O,O
SILZTJO,X,O,X,X,X,O,O
SILZTOJ,X,O,X,X,X,O,O
SILZJTO,X,O,X,X,X,O,O
SILZJOT,O,O,X,X,O,O,O
SILZOTJ,O,O,X,X,X,O,O
SILZOJT,O,O,X,X,O,O,O
SILOTJZ,O,O,X,O,O,X,O
SILOTZJ,O,O,X,X,X,X,O
SILOJTZ,O,O,X,O,O,X,O
SILOJZT,O,O,X,O,O,O,O
SILOZTJ,O,O,X,X,X,O,O
SILOZJT,O,O,X,O,O,O,O
SIJTLZO,X,O,X,X,X,X,O
SIJTLOZ,X,O,X,X,O,X,O
SIJTZLO,X,O,X,X,X,X,O
SIJTZOL,X,O,X,X,X,X,O
SIJTOLZ,X,O,X,X,X,X,O
SIJTOZL,X,O,X,X,X,X,O
SIJLTZO,X,O,X,X,X,O,O
SIJLTOZ,X,O,X,X,O,X,O
SIJLZTO,X,O,X,X,X,O,O
SIJLZOT,O,O,X,O,O,O,O
SIJLOTZ,O,O,X,O,O,X,O
SIJLOZT,O,O,X,O,O,O,O
SIJZTLO,X,O,O,X,X,X,O
SIJZTOL,X,O,O,X,X,X,O
SIJZLTO,X,O,O,X,X,O,O
SIJZLOT,O,O,O,O,O,O,O
SIJZOTL,O,O,O,O,X,X,O
SIJZOLT,O,O,O,O,X,O,O
SIJOTLZ,O,O,X,O,X,X,O
SIJOTZL,O,O,X,O,X,X,O
SIJOLTZ,O,O,X,O,O,X,O
SIJOLZT,O,O,X,O,O,X,O
SIJOZTL,O,O,O,O,X,X,O
SIJOZLT,O,O,O,O,X,X,O
SIZTLJO,X,O,O,X,X,X,O
SIZTLOJ,X,O,O,X,X,X,O
SIZTJLO,X,O,O,X,X,X,O
SIZTJOL,X,O,O,X,X,X,O
SIZTOLJ,X,O,O,X,X,X,O
SIZTOJL,X,O,O,X,X,X,O
SIZLTJO,X,O,O,X,X,O,O
SIZLTOJ,X,O,O,X,X,O,O
SIZLJTO,X,O,O,X,X,O,O
SIZLJOT,O,O,O,X,O,O,O
SIZLOTJ,O,O,O,X,X,O,O
SIZLOJT,O,O,O,X,O,O,O
SIZJTLO,X,O,O,X,X,X,O
SIZJTOL,X,O,O,X,X,X,O
SIZJLTO,X,O,O,X,X,O,O
SIZJLOT,O,O,O,X,O,O,O
SIZJOTL,O,O,O,X,X,X,O
SIZJOLT,O,O,O,X,X,O,O
SIZOTLJ,O,O,O,X,X,X,O
SIZOTJL,O,O,O,X,X,X,O
SIZOLTJ,O,O,O,X,X,O,O
SIZOLJT,O,O,O,X,X,O,O
SIZOJTL,O,O,O,X,X,X,O
SIZOJLT,O,O,O,X,X,O,O
SIOTLJZ,O,O,X,O,X,X,O
SIOTLZJ,O,O,X,X,X,X,O
SIOTJLZ,O,O,X,O,X,X,O
SIOTJZL,O,O,X,O,X,X,O
SIOTZLJ,O,O,X,X,X,X,O
SIOTZJL,O,O,X,X,X,X,O
SIOLTJZ,O,O,X,O,O,X,O
SIOLTZJ,O,O,X,X,X,X,O
SIOLJTZ,O,O,X,O,O,X,O
SIOLJZT,O,O,X,O,O,X,O
SIOLZTJ,O,O,X,X,X,X,O
SIOLZJT,O,O,X,O,O,X,O
SIOJTLZ,O,O,X,O,X,X,O
SIOJTZL,O,O,X,O,X,X,O
SIOJLTZ,O,O,X,O,O,X,O
SIOJLZT,O,O,X,O,O,X,O
SIOJZTL,O,O,O,O,X,X,O
SIOJZLT,O,O,O,O,X,X,O
SIOZTLJ,O,O,O,X,X,X,O
SIOZTJL,O,O,O,X,X,X,O
SIOZLTJ,O,O,O,X,X,X,O
SIOZLJT,O,O,O,O,X,X,O
SIOZJTL,O,O,O,O,X,X,O
SIOZJLT,O,O,O,O,X,X,O
SLTIJZO,X,O,X,X,X,O,O
SLTIJOZ,X,O,X,X,O,X,O
SLTIZJO,X,O,X,X,X,O,O
SLTIZOJ,X,O,X,X,X,O,O
SLTIOJZ,X,O,X,X,O,X,O
SLTIOZJ,X,O,X,X,X,X,O
SLTJIZO,X,O,X,X,X,O,O
SLTJIOZ,X,O,X,X,O,X,O
SLTJZIO,X,O,X,X,X,O,O
SLTJZOI,X,O,X,X,X,O,X
SLTJOIZ,X,O,X,X,O,X,X
SLTJOZI,X,O,X,X,X,X,X
SLTZIJO,X,O,X,X,X,O,O
SLTZIOJ,X,O,X,X,X,O,O
SLTZJIO,X,O,X,X,X,O,O
SLTZJOI,X,O,X,X,X,O,X
SLTZOIJ,X,O,X,X,X,O,X
SLTZOJI,X,O,X,X,X,O,X
SLTOIJZ,X,O,X,X,O,X,X
SLTOIZJ,X,O,X,X,X,X,X
SLTOJIZ,X,O,X,X,O,X,X
SLTOJZI,X,O,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,X
SLTOZJI,X,O,X,X,X,X,X
SLITJZO,X,O,X,X,X,O,O
SLITJOZ,X,O,X,X,O,X,O
SLITZJO,X,O,X,X,X,O,O
SLITZOJ,X,O,X,X,X,O,O
SLITOJZ,X,O,X,X,O,X,O
SLITOZJ,X,O,X,X,X,X,O
SLIJTZO,X,O,X,X,X,O,O
SLIJTOZ,X,O,X,X,O,X,O
SLIJZTO,X,O,X,X,X,O,O
SLIJZOT,O,O,X,O,O,O,O
SLIJOTZ,O,O,X,O,O,X,O
SLIJOZT,O,O,X,O,O,O,O
SLIZTJO,X,O,X,X,X,O,O
SLIZTOJ,X,O,X,X,X,O,O
SLIZJTO,X,O,X,X,X,O,O
SLIZJOT,O,O,X,X,O,O,O
SLIZOTJ,O,O,X,X,X,O,O
SLIZOJT,O,O,X,X,O,O,O
SLIOTJZ,O,O,X,O,O,X,O
SLIOTZJ,O,O,X,X,X,X,O
SLIOJTZ,O,O,X,O,O,X,O
SLIOJZT,O,O,X,O,O,O,O
SLIOZTJ,O,O,X,X,X,O,O
SLIOZJT,O,O,X,O,O,O,O
SLJTIZO,X,O,X,X,X,O,O
SLJTIOZ,X,O,X,X,O,X,O
SLJTZIO,X,O,X,X,X,O,O
SLJTZOI,X,O,X,X,X,O,X
SLJTOIZ,X,O,X,X,O,X,X
SLJTOZI,X,O,X,X,X,X,X
SLJITZO,X,O,X,X,X,O,O
SLJITOZ,X,O,X,X,O,X,O
SLJIZTO,X,O,X,X,X,O,O
SLJIZOT,O,O,X,O,O,O,O
SLJIOTZ,O,O,X,O,O,X,O
SLJIOZT,O,O,X,O,O,O,O
SLJZTIO,X,O,X,X,X,O,O
SLJZTOI,X,O,X,X,X,O,X
SLJZITO,X,O,X,X,X,O,O
SLJZIOT,O,O,X,O,O,O,O
SLJZOTI,O,O,X,O,X,O,X
SLJZOIT,O,O,X,O,O,O,O
SLJOTIZ,O,O,X,O,O,X,X
SLJOTZI,O,O,X,O,X,X,X
SLJOITZ,O,O,X,O,O,X,O
SLJOIZT,O,O,X,O,O,O,O
SLJOZTI,O,O,X,O,X,O,X
SLJOZIT,O,O,X,O,O,O,O
SLZTIJO,X,O,X,X,X,O,O
SLZTIOJ,X,O,X,X,X,O,O
SLZTJIO,X,O,X,X,X,O,O
SLZTJOI,X,O,X,X,X,O,X
SLZTOIJ,X,O,X,X,X,O,X
SLZTOJI,X,O,X,X,X,O,X
SLZITJO,X,O,X,X,X,O,O
SLZITOJ,X,O,X,X,X,O,O
SLZIJTO,X,O,X,X,X,O,O
SLZIJOT,O,O,X,X,O,O,O
SLZIOTJ,O,O,X,X,X,O,O
SLZIOJT,O,O,X,X,O,O,O
SLZJTIO,X,O,X,X,X,O,O
SLZJTOI,X,O,X,X,X,O,X
SLZJITO,X,O,X,X,X,O,O
SLZJIOT,O,O,X,X,O,O,O
SLZJOTI,O,O,X,X,X,O,X
SLZJOIT,O,O,X,X,O,O,O
SLZOTIJ,O,O,X,X,X,O,X
SLZOTJI,O,O,X,X,X,O,X
SLZOITJ,O,O,X,X,X,O,O
SLZOIJT,O,O,X,X,O,O,O
SLZOJTI,O,O,X,X,X,O,X
SLZOJIT,O,O,X,X,O,O,O
SLOTIJZ,O,O,X,O,O,X,X
SLOTIZJ,O,O,X,X,X,X,X
SLOTJIZ,O,O,X,O,O,X,X
SLOTJZI,O,O,X,O,X,X,X
SLOTZIJ,O,O,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X
SLOITJZ,O,O,X,O,O,X,O
SLOITZJ,O,O,X,X,X,X,O
SLOIJTZ,O,O,X,O,O,X,O
SLOIJZT,O,O,X,O,O,O,O
SLOIZTJ,O,O,X,X,X,O,O
SLOIZJT,O,O,X,O,O,O,O
SLOJTIZ,O,O,X,O,O,X,X
SLOJTZI,O,O,X,O,X,X,X
SLOJITZ,O,O,X,O,O,X,O
SLOJIZT,O,O,X,O,O,O,O
SLOJZTI,O,O,X,O,X,O,X
SLOJZIT,O,O,X,O,O,O,O
SLOZTIJ,O,O,X,X,X,O,X
SLOZTJI,O,O,X,X,X,O,X
SLOZITJ,O,O,X,X,X,O,O
SLOZIJT,O,O,X,O,O,O,O
SLOZJTI,O,O,X,O,X,O,X
SLOZJIT,O,O,X,O,O,O,O
SJTILZO,X,O,X,X,X,X,O
SJTILOZ,X,O,X,X,O,X,O
SJTIZLO,X,O,X,X,X,X,O
SJTIZOL,X,O,X,X,X,X,O
SJTIOLZ,X,O,X,X,X,X,O
SJTIOZL,X,O,X,X,X,X,O
SJTLIZO,X,O,X,X,X,O,O
SJTLIOZ,X,O,X,X,O,X,O
SJTLZIO,X,O,X,X,X,O,O
SJTLZOI,X,O,X,X,X,O,X
SJTLOIZ,X,O,X,X,O,X,X
SJTLOZI,X,O,X,X,X,X,X
SJTZILO,X,O,X,X,X,X,O
SJTZIOL,X,O,X,X,X,X,O
SJTZLIO,X,O,X,X,X,O,O
SJTZLOI,X,O,X,X,X,O,X
SJTZOIL,X,O,X,X,X,X,X
SJTZOLI,X,O,X,X,X,O,X
SJTOILZ,X,O,X,X,X,X,X
SJTOIZL,X,O,X,X,X,X,X
SJTOLIZ,X,O,X,X,X,X,X
SJTOLZI,X,O,X,X,X,X,X
SJTOZIL,X,O,X,X,X,X,X
SJTOZLI,X,O,X,X,X,X,X
SJITLZO,X,O,X,X,X,X,O
SJITLOZ,X,O,X,X,O,X,O
SJITZLO,X,O,X,X,X,X,O
SJITZOL,X,O,X,X,X,X,O
SJITOLZ,X,O,X,X,X,X,O
SJITOZL,X,O,X,X,X,X,O
SJILTZO,X,O,X,X,X,O,O
SJILTOZ,X,O,X,X,O,X,O
SJILZTO,X,O,X,X,X,O,O
SJILZOT,O,O,X,O,O,O,O
SJILOTZ,O,O,X,O,O,X,O
SJILOZT,O,O,X,O,O,O,O
SJIZTLO,X,O,O,X,X,X,O
SJIZTOL,X,O,O,X,X,X,O
SJIZLTO,X,O,O,X,X,O,O
SJIZLOT,O,O,O,O,O,O,O
SJIZOTL,O,O,O,O,X,X,O
SJIZOLT,O,O,O,O,X,O,O
SJIOTLZ,O,O,X,O,X,X,O
SJIOTZL,O,O,X,O,X,X,O
SJIOLTZ,O,O,X,O,O,X,O
SJIOLZT,O,O,X,O,O,X,O
SJIOZTL,O,O,O,O,X,X,O
SJIOZLT,O,O,O,O,X,X,O
SJLTIZO,X,O,X,X,X,O,O
SJLTIOZ,X,O,X,X,O,X,O
SJLTZIO,X,O,X,X,X,O,O
SJLTZOI,X,O,X,X,X,O,X
SJLTOIZ,X,O,X,X,O,X,X
SJLTOZI,X,O,X,X,X,X,X
SJLITZO,X,O,X,X,X,O,O
SJLITOZ,X,O,X,X,O,X,O
SJLIZTO,X,O,X,X,X,O,O
SJLIZOT,O,O,X,O,O,O,O
SJLIOTZ,O,O,X,O,O,X,O
SJLIOZT,O,O,X,O,O,O,O
SJLZTIO,X,O,X,X,X,O,O
SJLZTOI,X,O,X,X,X,O,X
SJLZITO,X,O,X,X,X,O,O
SJLZIOT,O,O,X,O,O,O,O
SJLZOTI,O,O,X,O,X,O,X
SJLZOIT,O,O,X,O,O,O,O
SJLOTIZ,O,O,X,O,O,X,X
SJLOTZI,O,O,X,O,X,X,X
SJLOITZ,O,O,X,O,O,X,O
SJLOIZT,O,O,X,O,O,O,O
SJLOZTI,O,O,X,O,X,O,X
SJLOZIT,O,O,X,O,O,O,O
SJZTILO,X,O,O,X,X,X,O
SJZTIOL,X,O,O,X,X,X,O
SJZTLIO,X,O,X,X,X,O,O
SJZTLOI,X,O,O,X,X,O,X
SJZTOIL,X,O,O,X,X,X,X
SJZTOLI,X,O,O,X,X,O,X
SJZITLO,X,O,O,X,X,X,O
SJZITOL,X,O,O,X,X,X,O
SJZILTO,X,O,O,X,X,O,O
SJZILOT,O,O,O,O,O,O,O
SJZIOTL,O,O,O,O,X,X,O
SJZIOLT,O,O,O,O,X,O,O
SJZLTIO,X,O,X,X,X,O,O
SJZLTOI,X,O,O,X,X,O,X
SJZLITO,X,O,O,X,X,O,O
SJZLIOT,O,O,O,O,O,O,O
SJZLOTI,O,O,O,O,X,O,X
SJZLOIT,O,O,O,O,O,O,O
SJZOTIL,O,O,O,O,X,X,X
SJZOTLI,O,O,O,O,X,O,X
SJZOITL,O,O,O,O,X,X,O
SJZOILT,O,O,O,O,X,O,O
SJZOLTI,O,O,O,O,X,O,X
SJZOLIT,O,O,O,O,X,O,O
SJOTILZ,O,O,X,O,X,X,X
SJOTIZL,O,O,X,O,X,X,X
SJOTLIZ,O,O,X,O,X,X,X
SJOTLZI,O,O,X,O,X,X,X
SJOTZIL,O,O,X,O,X,X,X
SJOTZLI,O,O,X,O,X,X,X
SJOITLZ,O,O,X,O,X,X,O
SJOITZL,O,O,X,O,X,X,O
SJOILTZ,O,O,X,O,O,X,O
SJOILZT,O,O,X,O,O,X,O
SJOIZTL,O,O,O,O,X,X,O
SJOIZLT,O,O,O,O,X,X,O
SJOLTIZ,O,O,X,O,O,X,X
SJOLTZI,O,O,X,O,X,X,X
SJOLITZ,O,O,X,O,O,X,O
SJOLIZT,O,O,X,O,O,O,O
SJOLZTI,O,O,X,O,X,O,X
SJOLZIT,O,O,X,O,O,O,O
SJOZTIL,O,O,O,O,X,X,X
SJOZTLI,O,O,O,O,X,O,X
SJOZITL,O,O,O,O,X,X,O
SJOZILT,O,O,O,O,X,O,O
SJOZLTI,O,O,O,O,X,O,X
SJOZLIT,O,O,O,O,X,O,O
SZTILJO,X,O,O,X,X,X,O
SZTILOJ,X,O,O,X,X,X,O
SZTIJLO,X,O,O,X,X,X,O
SZTIJOL,X,O,O,X,X,X,O
SZTIOLJ,X,O,O,X,X,X,O
SZTIOJL,X,O,O,X,X,X,O
SZTLIJO,X,O,X,X,X,O,O
SZTLIOJ,X,O,X,X,X,O,O
SZTLJIO,X,O,X,X,X,O,O
SZTLJOI,X,O,O,X,X,O,X
SZTLOIJ,X,O,O,X,X,O,X
SZTLOJI,X,O,O,X,X,O,X
SZTJILO,X,O,O,X,X,X,O
SZTJIOL,X,O,O,X,X,X,O
SZTJLIO,X,O,X,X,X,O,O
SZTJLOI,X,O,O,X,X,O,X
SZTJOIL,X,O,O,X,X,X,X
SZTJOLI,X,O,O,X,X,O,X
SZTOILJ,X,O,O,X,X,X,X
SZTOIJL,X,O,O,X,X,X,X
SZTOLIJ,X,O,O,X,X,O,X
SZTOLJI,X,O,O,X,X,O,X
SZTOJIL,X,O,O,X,X,X,X
SZTOJLI,X,O,O,X,X,O,X
SZITLJO,X,O,O,X,X,X,O
SZITLOJ,X,O,O,X,X,X,O
SZITJLO,X,O,O,X,X,X,O
SZITJOL,X,O,O,X,X,X,O
SZITOLJ,X,O,O,X,X,X,O
SZITOJL,X,O,O,X,X,X,O
SZILTJO,X,O,O,X,X,O,O
SZILTOJ,X,O,O,X,X,O,O
SZILJTO,X,O,O,X,X,O,O
SZILJOT,O,O,O,X,O,O,O
SZILOTJ,O,O,O,X,X,O,O
SZILOJT,O,O,O,X,O,O,O
SZIJTLO,X,O,O,X,X,X,O
SZIJTOL,X,O,O,X,X,X,O
SZIJLTO,X,O,O,X,X,O,O
SZIJLOT,O,O,O,X,O,O,O
SZIJOTL,O,O,O,X,X,X,O
SZIJOLT,O,O,O,X,X,O,O
SZIOTLJ,O,O,O,X,X,X,O
SZIOTJL,O,O,O,X,X,X,O
SZIOLTJ,O,O,O,X,X,O,O
SZIOLJT,O,O,O,X,X,O,O
SZIOJTL,O,O,O,X,X,X,O
SZIOJLT,O,O,O,X,X,O,O
SZLTIJO,X,O,X,X,X,O,O
SZLTIOJ,X,O,X,X,X,O,O
SZLTJIO,X,O,X,X,X,O,O
SZLTJOI,X,O,O,X,X,O,X
SZLTOIJ,X,O,O,X,X,O,X
SZLTOJI,X,O,O,X,X,O,X
SZLITJO,X,O,O,X,X,O,O
SZLITOJ,X,O,O,X,X,O,O
SZLIJTO,X,O,O,X,X,O,O
SZLIJOT,O,O,O,X,O,O,O
SZLIOTJ,O,O,O,X,X,O,O
SZLIOJT,O,O,O,X,O,O,O
SZLJTIO,X,O,X,X,X,O,O
SZLJTOI,X,O,O,X,X,O,X
SZLJITO,X,O,O,X,X,O,O
SZLJIOT,O,O,O,X,O,O,O
SZLJOTI,O,O,O,X,X,O,X
SZLJOIT,O,O,O,X,O,O,O
SZLOTIJ,O,O,O,X,X,O,X
SZLOTJI,O,O,O,X,X,O,X
SZLOITJ,O,O,O,X,X,O,O
SZLOIJT,O,O,O,X,O,O,O
SZLOJTI,O,O,O,X,X,O,X
SZLOJIT,O,O,O,X,O,O,O
SZJTILO,X,O,O,X,X,X,O
SZJTIOL,X,O,O,X,X,X,O
SZJTLIO,X,O,X,X,X,O,O
SZJTLOI,X,O,O,X,X,O,X
SZJTOIL,X,O,O,X,X,X,X
SZJTOLI,X,O,O,X,X,O,X
SZJITLO,X,O,O,X,X,X,O
SZJITOL,X,O,O,X,X,X,O
SZJILTO,X,O,O,X,X,O,O
SZJILOT,O,O,O,X,O,O,O
SZJIOTL,O,O,O,X,X,X,O
SZJIOLT,O,O,O,X,X,O,O
SZJLTIO,X,O,X,X,X,O,O
SZJLTOI,X,O,O,X,X,O,X
SZJLITO,X,O,O,X,X,O,O
SZJLIOT,O,O,O,X,O,O,O
SZJLOTI,O,O,O,X,X,O,X
SZJLOIT,O,O,O,X,O,O,O
SZJOTIL,O,O,O,X,X,X,X
SZJOTLI,O,O,O,X,X,O,X
SZJOITL,O,O,O,X,X,X,O
SZJOILT,O,O,O,X,X,O,O
SZJOLTI,O,O,O,X,X,O,X
SZJOLIT,O,O,O,X,X,O,O
SZOTILJ,O,O,O,X,X,X,X
SZOTIJL,O,O,O,X,X,X,X
SZOTLIJ,O,O,O,X,X,O,X
SZOTLJI,O,O,O,X,X,O,X
SZOTJIL,O,O,O,X,X,X,X
SZOTJLI,O,O,O,X,X,O,X
SZOITLJ,O,O,O,X,X,X,O
SZOITJL,O,O,O,X,X,X,O
SZOILTJ,O,O,O,X,X,O,O
SZOILJT,O,O,O,X,X,O,O
SZOIJTL,O,O,O,X,X,X,O
SZOIJLT,O,O,O,X,X,O,O
SZOLTIJ,O,O,O,X,X,O,X
SZOLTJI,O,O,O,X,X,O,X
SZOLITJ,O,O,O,X,X,O,O
SZOLIJT,O,O,O,X,X,O,O
SZOLJTI,O,O,O,X,X,O,X
SZOLJIT,O,O,O,X,X,O,O
SZOJTIL,O,O,O,X,X,X,X
SZOJTLI,O,O,O,X,X,O,X
SZOJITL,O,O,O,X,X,X,O
SZOJILT,O,O,O,X,X,O,O
SZOJLTI,O,O,O,X,X,O,X
SZOJLIT,O,O,O,X,X,O,O
SOTILJZ,O,O,X,O,X,X,X
SOTILZJ,O,O,X,X,X,X,X
SOTIJLZ,O,O,X,O,X,X,X
SOTIJZL,O,O,X,O,X,X,X
SOTIZLJ,O,O,X,X,X,X,X
SOTIZJL,O,O,X,X,X,X,X
SOTLIJZ,O,O,X,O,X,X,X
SOTLIZJ,O,O,X,X,X,X,X
SOTLJIZ,O,O,X,O,X,X,X
SOTLJZI,O,O,X,O,X,X,X
SOTLZIJ,O,O,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X
SOTJILZ,O,O,X,O,X,X,X
SOTJIZL,O,O,X,O,X,X,X
SOTJLIZ,O,O,X,O,X,X,X
SOTJLZI,O,O,X,O,X,X,X
SOTJZIL,O,O,X,O,X,X,X
SOTJZLI,O,O,X,O,X,X,X
SOTZILJ,O,O,X,X,X,X,X
SOTZIJL,O,O,X,X,X,X,X
SOTZLIJ,O,O,X,X,X,X,X
SOTZLJI,O,O,X,X,X,X,X
SOTZJIL,O,O,X,X,X,X,X
SOTZJLI,O,O,X,X,X,X,X
SOITLJZ,O,O,X,O,X,X,O
SOITLZJ,O,O,X,X,X,X,O
SOITJLZ,O,O,X,O,X,X,O
SOITJZL,O,O,X,O,X,X,O
SOITZLJ,O,O,X,X,X,X,O
SOITZJL,O,O,X,X,X,X,O
SOILTJZ,O,O,X,O,O,X,O
SOILTZJ,O,O,X,X,X,X,O
SOILJTZ,O,O,X,O,O,X,O
SOILJZT,O,O,X,O,O,X,O
SOILZTJ,O,O,X,X,X,X,O
SOILZJT,O,O,X,O,O,X,O
SOIJTLZ,O,O,X,O,X,X,O
SOIJTZL,O,O,X,O,X,X,O
SOIJLTZ,O,O,X,O,O,X,O
SOIJLZT,O,O,X,O,O,X,O
SOIJZTL,O,O,O,O,X,X,O
SOIJZLT,O,O,O,O,X,X,O
SOIZTLJ,O,O,O,X,X,X,O
SOIZTJL,O,O,O,X,X,X,O
SOIZLTJ,O,O,O,X,X,X,O
SOIZLJT,O,O,O,O,X,X,O
SOIZJTL,O,O,O,O,X,X,O
SOIZJLT,O,O,O,O,X,X,O
SOLTIJZ,O,O,X,O,O,X,X
SOLTIZJ,O,O,X,X,X,X,X
SOLTJIZ,O,O,X,O,O,X,X
SOLTJZI,O,O,X,O,X,X,X
SOLTZIJ,O,O,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X
SOLITJZ,O,O,X,O,O,X,O
SOLITZJ,O,O,X,X,X,X,O
SOLIJTZ,O,O,X,O,O,X,O
SOLIJZT,O,O,X,O,O,O,O
SOLIZTJ,O,O,X,X,X,O,O
SOLIZJT,O,O,X,O,O,O,O
SOLJTIZ,O,O,X,O,O,X,X
SOLJTZI,O,O,X,O,X,X,X
SOLJITZ,O,O,X,O,O,X,O
SOLJIZT,O,O,X,O,O,O,O
SOLJZTI,O,O,X,O,X,O,X
SOLJZIT,O,O,X,O,O,O,O
SOLZTIJ,O,O,X,X,X,O,X
SOLZTJI,O,O,X,X,X,O,X
SOLZITJ,O,O,X,X,X,O,O
SOLZIJT,O,O,X,O,O,O,O
SOLZJTI,O,O,X,O,X,O,X
SOLZJIT,O,O,X,O,O,O,O
SOJTILZ,O,O,X,O,X,X,X
SOJTIZL,O,O,X,O,X,X,X
SOJTLIZ,O,O,X,O,X,X,X
SOJTLZI,O,O,X,O,X,X,X
SOJTZIL,O,O,X,O,X,X,X
SOJTZLI,O,O,X,O,X,X,X
SOJITLZ,O,O,X,O,X,X,O
SOJITZL,O,O,X,O,X,X,O
SOJILTZ,O,O,X,O,O,X,O
SOJILZT,O,O,X,O,O,X,O
SOJIZTL,O,O,O,O,X,X,O
SOJIZLT,O,O,O,O,X,X,O
SOJLTIZ,O,O,X,O,O,X,X
SOJLTZI,O,O,X,O,X,X,X
SOJLITZ,O,O,X,O,O,X,O
SOJLIZT,O,O,X,O,O,O,O
SOJLZTI,O,O,X,O,X,O,X
SOJLZIT,O,O,X,O,O,O,O
SOJZTIL,O,O,O,O,X,X,X
SOJZTLI,O,O,O,O,X,O,X
SOJZITL,O,O,O,O,X,X,O
SOJZILT,O,O,O,O,X,O,O
SOJZLTI,O,O,O,O,X,O,X
SOJZLIT,O,O,O,O,X,O,O
SOZTILJ,O,O,O,X,X,X,X
SOZTIJL,O,O,O,X,X,X,X
SOZTLIJ,O,O,O,X,X,O,X
SOZTLJI,O,O,O,X,X,O,X
SOZTJIL,O,O,O,X,X,X,X
SOZTJLI,O,O,O,X,X,O,X
SOZITLJ,O,O,O,X,X,X,O
SOZITJL,O,O,O,X,X,X,O
SOZILTJ,O,O,O,X,X,O,O
SOZILJT,O,O,O,O,X,O,O
SOZIJTL,O,O,O,O,X,X,O
SOZIJLT,O,O,O,O,X,O,O
SOZLTIJ,O,O,O,X,X,O,X
SOZLTJI,O,O,O,X,X,O,X
SOZLITJ,O,O,O,X,X,O,O
SOZLIJT,O,O,O,O,X,O,O
SOZLJTI,O,O,O,O,X,O,X
SOZLJIT,O,O,O,O,X,O,O
SOZJTIL,O,O,O,O,X,X,X
SOZJTLI,O,O,O,O,X,O,X
SOZJITL,O,O,O,O,X,X,O
SOZJILT,O,O,O,O,X,O,O
SOZJLTI,O,O,O,O,X,O,X
SOZJLIT,O,O,O,O,X,O,O
ZTILJSO,X,X,O,X,X,X,O
ZTILJOS,O,X,O,X,X,X,O
ZTILSJO,X,X,O,X,X,X,O
ZTILSOJ,X,X,O,X,X,X,O
ZTILOJS,O,X,O,X,X,X,O
ZTILOSJ,O,X,O,X,X,X,O
ZTIJLSO,X,X,O,X,X,X,O
ZTIJLOS,O,X,O,X,X,X,O
ZTIJSLO,X,X,O,X,X,X,O
ZTIJSOL,X,X,O,X,X,X,O
ZTIJOLS,O,X,O,X,X,X,O
ZTIJOSL,O,X,O,X,X,X,O
ZTISLJO,X,X,O,X,X,X,O
ZTISLOJ,X,X,O,X,X,X,O
ZTISJLO,X,X,O,X,X,X,O
ZTISJOL,X,X,O,X,X,X,O
ZTISOLJ,X,X,O,X,X,X,O
ZTISOJL,X,X,O,X,X,X,O
ZTIOLJS,O,X,O,X,X,X,O
ZTIOLSJ,O,X,O,X,X,X,O
ZTIOJLS,O,X,O,X,X,X,O
ZTIOJSL,O,X,O,X,X,X,O
ZTIOSLJ,O,X,O,X,X,X,O
ZTIOSJL,O,X,O,X,X,X,O
ZTLIJSO,X,X,X,X,X,O,O
ZTLIJOS,O,X,X,X,X,O,O
ZTLISJO,X,X,X,X,X,O,O
ZTLISOJ,X,X,X,X,X,O,O
ZTLIOJS,O,X,X,X,X,O,O
ZTLIOSJ,O,X,X,X,X,O,O
ZTLJISO,X,X,X,X,X,O,O
ZTLJIOS,O,X,X,X,X,O,O
ZTLJSIO,X,X,X,X,X,O,O
ZTLJSOI,X,X,O,X,X,O,X
ZTLJOIS,O,X,O,X,X,O,X
ZTLJOSI,O,X,O,X,X,O,X
ZTLSIJO,X,X,X,X,X,O,O
