sequence,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXB/gBaiBThBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFTW?BxXB/hBaiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhF6W?BxXBTcBeiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBygBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBlgBzhB8qBiqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JexyIvhFGW?B/gBicBzhB8qBFqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXBzcBlgBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhFxS?B+bBicBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFCS?BOdBlbBRmBcmB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhF5b?BOcBXYBzhB8qBaqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFUX?BFYBRmBTlBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFcb?BXYB2hBCcBRmBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhFXY?BRmBamB0hBTlBGqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jea7IvhF5b?BOcBXYBzhB8qBFqB
LIJOTSZ,O,O,X,O,X,X,O,X,O,X,O,X,X,X
LIJOTZS,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LIJOSTZ,O,X,O,O,X,X,O,X,O,X,O,X,X,X
LIJOSZT,O,O,O,O,X,X,X,X,O,X,O,X,X,X
LIJOZTS,X,X,O,O,X,X,O,X,O,X,O,X,X,X
LIJOZST,O,X,O,O,X,X,X,X,O,X,O,X,X,X
LISTJZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LISTJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LISTZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LISTZOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LISTOJZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X
LISTOZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LISJTZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LISJZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,X,O,X,X,X,O,X,O,X,O,X,X,X
LISJOZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LISZTJO,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISZTOJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISZJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LISOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LISOJTZ,O,X,O,X,X,X,O,X,O,X,O,X,X,X
LISOJZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LISOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LIZTSOJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIZTOJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,O,X,O,X,O,X,X,X
LIZJOST,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LIZSTJO,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,O,O,X,O,X,O,X,X,X
LIZOJST,O,X,X,X,X,O,X,X,O,X,O,X,X,X
LIZOSTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,X,O,O,O,X,O,X,O,X
LIOTJZS,O,X,X,X,X,X,O,O,O,X,O,X,X,X
LIOTSJZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
LIOTSZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,X
LIOTZJS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X
LIOJTSZ,O,O,X,X,X,X,O,O,O,X,O,X,X,X
LIOJTZS,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LIOJSTZ,O,X,X,X,X,X,O,O,O,X,O,X,X,X
LIOJSZT,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LIOJZTS,X,X,X,X,X,O,O,X,O,X,O,X,X,X
LIOJZST,O,X,X,X,X,O,X,O,O,X,O,X,X,X
LIOSTJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,O,O,O,X,O,X,X,X
LIOSJZT,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LIOSZTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZJT,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,O,O,X,O,X,O,X,X,X
LIOZJST,O,X,X,X,X,O,X,O,O,X,O,X,X,X
LIOZSTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,O,X,X,O,X,X,X,X,X
LJTISZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJTIZSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,O,O,O,O,X,X,O,X,X,X,O,X,X,X
LJTIOZS,O,X,O,O,X,X,O,X,X,X,O,X,X,X
LJTSIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTSOZI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LJTZOSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LJTOISZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOIZS,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOSZI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJITZSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITZOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJITOSZ,O,O,O,O,X,X,O,X,X,X,O,X,X,X
LJITOZS,O,X,O,O,X,X,O,X,X,X,O,X,X,X
LJISTZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJISZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LJISOZT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJIZTSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJIZSTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,O,X,O,X,X,X
LJIZOST,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LJIOTSZ,O,O,X,O,X,X,O,X,O,X,O,X,X,X
LJIOTZS,O,X,X,X,X,X,O,X,O,X,O,X,X,X
LJIOSTZ,O,X,O,O,X,X,O,X,O,X,O,X,X,X
LJIOSZT,O,O,O,O,X,X,X,X,O,X,O,X,X,X
LJIOZTS,X,X,O,O,X,X,O,X,O,X,O,X,X,X
LJIOZST,O,X,O,O,X,X,X,X,O,X,O,X,X,X
LJSTIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJSTOZI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LJSITZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LJSIOZT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LJSOTZI,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LJSOITZ,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LJSOIZT,O,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSOZTI,O,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSOZIT,O,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LJZTOSI,O,X,X,O,O,X,O,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LJZOTSI,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LJZOITS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LJZOIST,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJOTISZ,O,O,X,O,X,X,O,X,O,X,X,X,X,X
LJOTIZS,O,X,X,O,X,X,O,X,O,X,X,X,X,X
LJOTSIZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LJOTSZI,O,O,X,O,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTZSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOITSZ,O,O,X,O,X,X,O,X,O,X,X,X,X,X
LJOITZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LJOISTZ,O,X,O,O,X,X,O,X,O,X,X,X,X,X
LJOISZT,O,O,O,O,X,X,X,X,O,X,X,X,X,X
LJOIZTS,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LJOIZST,O,X,O,O,X,X,X,X,O,X,X,X,X,X
LJOSTIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LJOSTZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSITZ,O,X,O,O,X,X,O,X,O,X,X,X,X,X
LJOSIZT,O,O,O,O,O,X,X,X,O,X,X,X,X,X
LJOSZTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,O,O,O,X,O,X,X,X,X,X,X,X
LJOZTSI,X,X,O,O,O,X,O,X,X,X,X,X,X,X
LJOZITS,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LJOZIST,O,X,O,O,X,X,X,X,O,X,X,X,X,X
LJOZSTI,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LSTZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSITOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJTZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIJOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LSIOTJZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LSIOJZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOZI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
LSJITZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJOTZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJOITZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZTIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZTJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZTOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZITJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZITOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOTJIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOTJZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOTZIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOTZJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOITJZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOITZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOIZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOJTZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOJITZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOZTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOZITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOZIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTIJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTISJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LZTIOSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LZTJISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LZTJOSI,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LZTSIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTSJIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTSJOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LZTSOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTSOJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTOIJS,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZTOJIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZTOSIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZTOSJI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LZITJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LZITOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LZIJTSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZIJTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZIJSTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZIJSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,X,X,X,X,O,X,O,X,X,X,X,O
LZIJOST,O,O,X,X,X,X,X,X,O,X,X,X,X,O
LZISTJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LZISTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LZISJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LZISJOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LZISOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LZISOJT,X,O,O,X,X,X,X,X,O,X,X,X,X,O
LZIOTJS,X,X,X,X,X,O,O,X,O,X,X,X,X,O
LZIOTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,O
LZIOJTS,X,X,X,X,X,O,O,X,O,X,X,X,X,O
LZIOJST,O,X,X,X,X,O,X,X,O,X,X,X,X,O
