sequence,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSAJvhEciBTeBRrBO?rBlrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSAJvhExcBTeB0hBd?rBXsB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSAJvhExcBTeBXiBd?rB0rB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeG9IvhETeBRgBanBU?hBFrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeC9IvhETeBRgBOnBU?hBFrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeT+IvhERgBFiBOrBC?rBXsB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSCJvhETeBRgBmmBf?rBlrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JeSCJvhETeBRgBlmBf?rBmrB,v115@zgC8GeA8IeD8CeF8DeG8AeE8Je38IvhETeBlmBcnBG?lBarB,v115@zgC8GeA8IeD8CeF8DeG8AeE8JecCJvhETeBRgB9mBf?rBmrB
JOTSIZL,X,X,X,X,X,O,X,X,X,X
JOTSLIZ,X,X,O,O,O,X,X,X,X,X
JOTSLZI,X,X,O,X,X,X,X,X,X,X
JOTSZIL,X,X,O,X,X,X,X,X,O,X
JOTSZLI,X,X,O,X,X,X,X,X,O,X
JOTZILS,X,O,X,X,O,O,X,X,X,X
JOTZISL,X,X,X,X,X,O,X,X,O,O
JOTZLIS,X,O,X,O,O,X,X,X,X,X
JOTZLSI,X,O,X,X,X,X,X,X,O,X
JOTZSIL,X,O,X,X,X,X,X,X,O,X
JOTZSLI,X,O,X,X,X,X,X,X,O,X
JOITLSZ,X,X,X,O,O,O,O,O,X,X
JOITLZS,O,X,X,O,O,O,X,X,X,X
JOITSLZ,X,X,X,X,O,O,X,X,X,X
JOITSZL,X,X,X,X,X,O,X,X,X,X
JOITZLS,O,X,X,X,O,O,X,X,X,X
JOITZSL,X,X,X,X,X,O,X,X,X,O
JOILTSZ,X,X,X,X,X,O,O,O,X,X
JOILTZS,O,X,X,O,O,O,X,X,X,X
JOILSTZ,X,X,X,X,X,X,O,X,X,X
JOILSZT,O,X,X,O,O,X,O,X,X,X
JOILZTS,O,X,X,O,O,X,X,X,X,X
JOILZST,O,X,X,O,O,X,O,X,X,X
JOISTLZ,X,X,X,X,X,O,X,X,X,X
JOISTZL,X,X,X,X,X,O,X,X,X,X
JOISLTZ,X,X,X,X,X,X,O,X,X,X
JOISLZT,O,X,X,X,O,X,O,X,X,X
JOISZTL,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,X,X,X,O,X,X,X,X
JOIZTSL,X,X,X,X,X,O,X,X,X,X
JOIZLTS,O,X,X,X,O,X,X,X,X,X
JOIZLST,O,X,X,X,O,X,O,X,X,X
JOIZSTL,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,O,O,O,O,X,X,X
JOLTIZS,X,X,X,O,O,O,X,X,X,X
JOLTSIZ,X,X,O,O,O,X,X,X,X,X
JOLTSZI,X,X,O,X,X,X,X,X,X,X
JOLTZIS,X,O,X,O,O,X,X,X,X,X
JOLTZSI,X,O,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,X,O,O,O,X,X
JOLITZS,O,X,X,O,O,O,X,X,X,X
JOLISTZ,X,X,X,X,X,X,O,X,X,X
JOLISZT,O,X,X,O,O,X,O,X,X,X
JOLIZTS,O,X,X,O,O,X,X,X,X,X
JOLIZST,O,X,X,O,O,X,O,X,X,X
JOLSTIZ,X,X,X,X,X,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,O,X,X,X
JOLSIZT,X,X,X,O,O,X,O,X,X,X
JOLSZTI,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,X,X,X
JOLZTSI,X,X,X,X,X,X,X,X,X,X
JOLZITS,O,X,X,O,O,X,X,X,X,X
JOLZIST,O,X,X,O,O,X,O,X,X,X
JOLZSTI,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,X,X,O,O,X,X,X,X
JOSTIZL,X,X,X,X,X,O,X,X,X,X
JOSTLIZ,X,X,X,O,O,X,X,X,X,X
JOSTLZI,X,X,X,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,O,X,X,X,X
JOSITZL,X,X,X,X,X,O,X,X,X,X
JOSILTZ,X,X,X,X,X,X,O,X,X,X
JOSILZT,X,X,X,X,O,X,O,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,O,X,X,X
JOSLIZT,X,X,X,O,O,X,O,X,X,X
JOSLZTI,X,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,X,X,X,X,X,X
JOZTILS,X,X,X,X,O,O,X,X,X,X
JOZTISL,X,X,X,X,X,O,X,X,X,O
JOZTLIS,X,X,X,O,O,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X,X,X,X,X
JOZTSIL,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,X,X,X,O,X,X,X,X
JOZITSL,X,X,X,X,X,O,X,X,X,X
JOZILTS,O,X,X,X,O,X,X,X,X,X
JOZILST,O,X,X,X,O,X,O,X,X,X
JOZISTL,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,X,X,X,X
JOZLTIS,X,X,X,X,X,X,X,X,X,X
JOZLTSI,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,X,X,O,O,X,X,X,X,X
JOZLIST,O,X,X,O,O,X,O,X,X,X
JOZLSTI,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,X,X,X,X,X,X,X,X
JOZSITL,X,X,X,X,X,X,X,X,X,X
JOZSILT,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,X,X,X,X,X,X
STILJZO,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,X,O,O,X,X,X,X,X,X
STILZJO,X,X,O,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,X,X,X,X,X,X
STILOJZ,X,X,O,O,X,X,X,O,X,X
STILOZJ,X,X,O,X,X,X,X,O,X,X
STIJLZO,X,X,X,X,X,X,X,X,X,X
STIJLOZ,X,X,O,X,O,X,X,X,X,X
STIJZLO,X,X,X,X,X,X,X,X,X,X
STIJZOL,X,X,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,X,O,X,X,X,X,X
STIJOZL,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,X,X,X,X,X,X,X
STIZLOJ,X,X,O,X,X,X,X,X,X,X
STIZJLO,X,X,O,X,X,X,X,X,X,X
STIZJOL,X,X,O,X,X,X,X,X,X,X
STIZOLJ,X,X,O,X,X,X,X,X,X,X
STIZOJL,X,X,O,X,X,X,X,X,X,X
STIOLJZ,X,X,O,O,X,X,X,O,X,X
STIOLZJ,X,X,O,X,X,X,X,O,X,X
STIOJLZ,X,X,O,X,O,O,X,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,X,X
STIOZLJ,X,X,O,X,X,X,X,X,X,X
STIOZJL,X,X,O,X,X,X,X,X,X,X
STLIJZO,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,X,O,O,X,X,X,X,X,X
STLIZJO,X,X,O,X,X,X,X,X,X,X
STLIZOJ,X,X,O,X,X,X,X,X,X,X
STLIOJZ,X,X,O,O,X,X,X,O,X,X
STLIOZJ,X,X,O,X,X,X,X,O,X,X
STLJIZO,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,X,O,O,X,X,X,X,X,X
STLJZIO,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,O,O,X,X,X,X,X,X
STLJOZI,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,O,O,X,X,X,X,X,X,X
STLZIOJ,X,O,O,X,X,X,X,X,X,X
STLZJIO,X,O,O,X,X,X,X,X,X,X
STLZJOI,X,O,O,X,X,X,X,X,X,X
STLZOIJ,X,O,O,X,X,X,X,X,X,X
STLZOJI,X,O,O,X,X,X,X,X,X,X
STLOIJZ,X,X,O,O,X,X,X,O,X,X
STLOIZJ,X,X,O,X,X,X,X,O,X,X
STLOJIZ,X,X,O,O,X,X,X,X,X,X
STLOJZI,X,X,O,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,X,X,X,X,X,X
STLOZJI,X,O,O,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,X,O,X,O,X,X,X,X,X
STJIZLO,X,X,X,X,X,X,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,O,X,O,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,O,O,O,X,X,X,X,X
STJLZIO,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,O,O,O,X,X,X,X,X
STJLOZI,X,X,O,X,X,X,X,X,X,X
STJZILO,X,X,O,X,X,X,X,X,X,X
STJZIOL,X,X,O,X,X,X,X,X,O,X
STJZLIO,X,X,O,X,X,X,X,X,X,X
STJZLOI,X,X,O,X,X,X,X,X,O,X
STJZOIL,X,X,O,X,X,X,X,X,O,X
STJZOLI,X,X,O,X,X,X,X,X,O,X
STJOILZ,X,X,O,X,O,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X,X,X,X
STJOLIZ,X,X,O,O,O,X,X,X,X,X
STJOLZI,X,X,O,X,X,X,X,X,X,X
STJOZIL,X,X,O,X,X,X,X,X,O,X
STJOZLI,X,X,O,X,X,X,X,X,O,X
STZILJO,X,O,O,X,X,X,X,X,X,X
STZILOJ,X,O,O,X,X,X,X,X,X,X
STZIJLO,X,O,O,X,X,X,X,X,X,X
STZIJOL,X,O,O,X,X,X,X,X,O,X
STZIOLJ,X,O,O,X,X,X,X,X,X,O
STZIOJL,X,O,O,X,X,X,X,X,O,O
STZLIJO,X,O,O,X,X,X,X,X,X,X
STZLIOJ,X,O,O,X,X,X,X,X,X,X
STZLJIO,X,O,O,X,X,X,X,X,X,X
STZLJOI,X,O,O,X,X,X,X,X,O,X
STZLOIJ,X,O,O,X,X,X,X,X,X,X
STZLOJI,X,O,O,X,X,X,X,X,O,X
STZJILO,X,O,O,X,X,X,X,X,X,X
STZJIOL,X,O,O,X,X,X,X,X,O,X
STZJLIO,X,O,O,X,X,X,X,X,X,X
STZJLOI,X,O,O,X,X,X,X,X,O,X
STZJOIL,X,O,O,X,X,X,X,X,O,X
STZJOLI,X,O,O,X,X,X,X,X,O,X
STZOILJ,X,O,O,X,X,X,X,X,X,O
STZOIJL,X,O,O,X,X,X,X,X,O,O
STZOLIJ,X,O,O,X,X,X,X,X,X,X
STZOLJI,X,O,O,X,X,X,X,X,O,X
STZOJIL,X,O,O,X,X,X,X,X,O,X
STZOJLI,X,O,O,X,X,X,X,X,O,X
STOILJZ,X,X,O,O,X,X,X,O,X,X
STOILZJ,X,X,O,X,X,X,X,O,X,X
STOIJLZ,X,X,O,X,O,O,X,X,X,X
STOIJZL,X,X,X,X,X,O,X,X,X,X
STOIZLJ,X,X,O,X,X,X,X,X,X,X
STOIZJL,X,X,O,X,X,X,X,X,X,X
STOLIJZ,X,X,O,O,X,X,X,O,X,X
STOLIZJ,X,X,O,X,X,X,X,O,X,X
STOLJIZ,X,X,O,O,X,X,X,X,X,X
STOLJZI,X,X,O,X,X,X,X,X,X,X
STOLZIJ,X,O,O,X,X,X,X,X,X,X
STOLZJI,X,O,O,X,X,X,X,X,X,X
STOJILZ,X,X,O,X,O,X,X,X,X,X
STOJIZL,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,X,O,O,O,X,X,X,X,X
STOJLZI,X,X,O,X,X,X,X,X,X,X
STOJZIL,X,X,O,X,X,X,X,X,O,X
STOJZLI,X,X,O,X,X,X,X,X,O,X
STOZILJ,X,O,O,X,X,X,X,X,X,O
STOZIJL,X,O,O,X,X,X,X,X,O,O
STOZLIJ,X,O,O,X,X,X,X,X,X,X
STOZLJI,X,O,O,X,X,X,X,X,O,X
STOZJIL,X,O,O,X,X,X,X,X,O,X
STOZJLI,X,O,O,X,X,X,X,X,O,X
SITLJZO,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X,X
SITLZJO,X,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,O,X,X
SITLOZJ,X,X,X,X,X,X,X,O,X,X
SITJLZO,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,X,X,X,O,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,X,O,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,X,X,X,X,X,X,O
SITZOJL,X,X,X,X,X,X,X,X,X,O
SITOLJZ,X,X,X,O,X,X,X,O,X,X
SITOLZJ,X,X,X,X,X,X,X,O,X,X
SITOJLZ,X,X,X,X,O,O,X,X,X,X
SITOJZL,X,X,X,X,X,O,X,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,X,O
SITOZJL,X,X,X,X,X,X,X,X,X,O
SILTJZO,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,O,X,X,X,X,X,X
SILZTJO,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,X,O,X,X
SILOTZJ,X,X,X,X,X,X,X,O,X,X
SILOJTZ,X,X,X,X,X,X,O,X,X,X
SILOJZT,O,X,X,O,X,X,O,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,O,X,X,X
SIJLOZT,O,X,X,X,O,X,O,X,X,X
SIJZTLO,X,X,X,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,X,X,X
SIJOTZL,X,X,X,X,X,O,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,O,X,X,X
SIJOLZT,O,X,X,X,O,X,O,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,O,X,X,X,O,X,X
SIOTLZJ,X,X,X,X,X,X,X,O,X,X
SIOTJLZ,X,X,X,X,O,O,X,X,X,X
SIOTJZL,X,X,X,X,X,O,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,O
SIOTZJL,X,X,X,X,X,X,X,X,X,O
SIOLTJZ,X,X,X,X,X,X,X,O,X,X
SIOLTZJ,X,X,X,X,X,X,X,O,X,X
SIOLJTZ,X,X,X,X,X,X,O,X,X,X
SIOLJZT,O,X,X,O,X,X,O,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,O,X,X,X,X
SIOJTZL,X,X,X,X,X,O,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,O,X,X,X
SIOJLZT,O,X,X,X,O,X,O,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,X,X,X,X
SLTIZJO,X,X,O,X,X,X,X,X,X,X
SLTIZOJ,X,X,O,X,X,X,X,X,X,X
SLTIOJZ,X,X,O,X,X,X,X,X,X,X
SLTIOZJ,X,X,O,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,O,X,X,X,X,X,X,X
SLTJZIO,X,X,O,X,X,X,X,X,X,X
SLTJZOI,X,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,O,X,X,X,X,X,X,X
SLTJOZI,X,X,O,X,X,X,X,X,X,X
SLTZIJO,X,O,O,X,X,X,X,X,X,X
SLTZIOJ,X,O,O,X,X,X,X,X,X,X
SLTZJIO,X,O,O,X,X,X,X,X,X,X
SLTZJOI,X,O,O,X,X,X,X,X,X,X
SLTZOIJ,X,O,O,X,X,X,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,X,X,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,X,X,X,X
SLTOJIZ,X,X,O,X,X,X,X,X,X,X
SLTOJZI,X,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,O,O,X,X,X,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,X,X,X
SLIJZTO,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,O,X,X,X,X,X,X
SLIZTJO,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,X,X,O,X,X
SLIOTZJ,X,X,X,X,X,X,X,O,X,X
SLIOJTZ,X,X,X,X,X,X,O,X,X,X
SLIOJZT,O,X,X,O,X,X,O,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,X,X,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,X,X,X,X
SLJIZTO,X,X,X,X,X,X,X,X,X,X
SLJIZOT,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,O,X,X,X
SLJIOZT,X,X,X,O,X,X,O,X,X,X
SLJZTIO,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,X,X,X,X,X,X,X,X,X
SLJZIOT,X,X,X,X,X,X,X,X,X,X
SLJZOTI,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,O,X,X,X
SLJOIZT,X,X,X,O,X,X,O,X,X,X
SLJOZTI,X,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,X,X,X,X,X,X,X,X,X
SLZTIOJ,X,X,X,X,X,X,X,X,X,X
SLZTJIO,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,X,X,X,X,X,X,X,X
SLZTOJI,X,X,X,X,X,X,X,X,X,X
SLZITJO,X,X,X,X,X,X,X,X,X,X
SLZITOJ,X,X,X,X,X,X,X,X,X,X
SLZIJTO,X,X,X,X,X,X,X,X,X,X
SLZIJOT,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X,X,X,X
SLZJTIO,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,X,X,X,X,X,X,X,X,X
SLZJITO,X,X,X,X,X,X,X,X,X,X
SLZJIOT,X,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X,X
SLZJOIT,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,X,X,X,X,X,X,X
SLZOTJI,X,X,X,X,X,X,X,X,X,X
SLZOITJ,X,X,X,X,X,X,X,X,X,X
SLZOIJT,O,X,X,X,X,X,X,X,X,X
SLZOJTI,X,X,X,X,X,X,X,X,X,X
SLZOJIT,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,X,X,X,X
SLOTJIZ,X,X,O,X,X,X,X,X,X,X
SLOTJZI,X,X,O,X,X,X,X,X,X,X
SLOTZIJ,X,O,O,X,X,X,X,X,X,X
SLOTZJI,X,O,O,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,X,X,X,O,X,X
SLOITZJ,X,X,X,X,X,X,X,O,X,X
SLOIJTZ,X,X,X,X,X,X,O,X,X,X
SLOIJZT,O,X,X,O,X,X,O,X,X,X
SLOIZTJ,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X,X,X,X,X
SLOJTIZ,X,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,X,X,X,X,X,O,X,X,X
SLOJIZT,X,X,X,O,X,X,O,X,X,X
SLOJZTI,X,X,X,X,X,X,X,X,X,X
SLOJZIT,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,X,X,X,X,X,X,X,X,X
SLOZTJI,X,X,X,X,X,X,X,X,X,X
SLOZITJ,X,X,X,X,X,X,X,X,X,X
SLOZIJT,O,X,X,X,X,X,X,X,X,X
SLOZJTI,X,X,X,X,X,X,X,X,X,X
SLOZJIT,X,X,X,X,X,X,X,X,X,X
SJTILZO,X,X,X,X,X,X,X,X,X,X
SJTILOZ,X,X,X,X,O,X,X,X,X,X
SJTIZLO,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,X,O,O,X,X,X,X
SJTIOZL,X,X,X,X,X,O,X,X,X,X
SJTLIZO,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,X,X,O,O,X,X,X,X,X
SJTLZIO,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,O,O,X,X,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,X,X,X,X,X,X,X,X,X
SJTZIOL,X,X,X,X,X,X,X,X,X,X
SJTZLIO,X,X,X,X,X,X,X,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X,X,X
SJTZOIL,X,X,X,X,X,X,X,X,X,X
SJTZOLI,X,X,X,X,X,X,X,X,X,X
