sequence,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRXBGZB?TcByiB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRYBSeB?mcBUcBziBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFecBqcB?xYBXeB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFxYB0cB?6iBOjBXhBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jem2IvhFzXBCZB?0bBRiBXjBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhF0XBxYB?VhB3nBmnBCtB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jem2IvhFSeB0bB?RiBznBfnBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFacBTZB?RiBGiB8sBFsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jei2IvhFlYBzbB?RiBusBfsBctB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jey7IvhFzXBWeB?0bBRiBXjBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFceBxcB?XcBGiBysBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je27IvhFqcBxdB?zbBXeB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFTZBxcB?UcBliBysBGsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRXBTcB?FeB0iB2sBCtB
LIJSZTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LIJSOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJSOZT,O,O,O,X,X,X,X,X,X,O,O,O,X,X
LIJZTSO,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZTOS,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LIJZSTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,O,X,X,O,X,X,X,X,X,O,O,X,X
LIJZOTS,X,X,X,X,O,X,X,X,X,O,O,O,X,X
LIJZOST,X,X,X,X,O,X,X,X,X,O,O,O,X,X
LIJOTSZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X
LIJOTZS,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LIJOSTZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X
LIJOSZT,O,O,O,X,X,X,X,X,O,O,O,O,X,X
LIJOZTS,X,X,X,X,O,X,X,X,O,O,O,O,X,X
LIJOZST,X,X,X,X,O,X,X,X,O,O,O,O,X,X
LISTJZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LISTZJO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LISTZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LISTOJZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LISTOZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISJTZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LISJTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LISJZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LISJOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LISJOZT,O,O,O,X,X,X,X,X,X,O,X,O,X,X
LISZTJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LISZJOT,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISZOJT,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOJTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOZJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZTJSO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZJTOS,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LIZJSTO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSOT,X,O,X,X,O,X,X,X,X,X,O,O,X,X
LIZJOTS,X,X,X,X,O,X,O,X,X,O,O,O,X,X
LIZJOST,X,X,X,X,O,X,O,X,X,O,O,O,X,X
LIZSTJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,O,X,O,X,X,O,O,X,X,X
LIZOJST,X,X,X,X,O,X,O,X,X,O,O,X,X,X
LIZOSTJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZOSJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LIOTJZS,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOJTZS,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LIOJSTZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOJSZT,O,O,X,X,X,X,X,X,O,O,O,O,X,X
LIOJZTS,X,X,X,X,O,X,X,X,O,O,O,O,X,X
LIOJZST,X,X,X,X,O,X,X,X,O,O,O,O,X,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOSJTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,O,X,X,X,O,O,O,X,X,X
LIOZJST,X,X,X,X,O,X,X,X,O,O,O,X,X,X
LIOZSTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJTISOZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
LJTIZSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJTIOSZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
LJTIOZS,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJTSIZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJTSIOZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
LJTSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LJTSOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTZIOS,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJTZSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,X,X,O,O,X,O,O,X
LJTOIZS,X,O,X,X,X,X,X,X,O,O,O,O,X,X
LJTOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LJTOSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LJITSOZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJITZSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITZOS,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJITOSZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJISTZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJISZTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LJISOZT,O,O,O,X,X,X,X,X,X,O,O,O,X,X
LJIZTSO,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIZTOS,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LJIZSTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,O,X,X,X,X,X,X,X,X,O,O,X,X
LJIZOTS,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,O,O,O,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X
LJIOTZS,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X
LJIOSZT,O,O,O,X,X,X,X,X,O,O,O,O,X,X
LJIOZTS,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJIOZST,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJSTIZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSTIOZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LJSTOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSITOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LJSIZTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,O,O,X,X,X,X,X,X,X,O,O,X,X
LJSIOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LJSIOZT,O,O,O,X,X,X,X,X,X,O,O,O,X,X
LJSZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJSZOTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJSOTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LJSOTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LJSOZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZTIOS,X,X,X,O,X,X,X,X,X,O,O,O,X,X
LJZTSIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZTOSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZITOS,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LJZISTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,O,X,O,X,X,X,X,X,X,O,O,X,X
LJZIOTS,X,X,X,O,X,X,X,X,X,O,O,O,X,X
LJZIOST,X,X,X,O,X,X,X,X,X,O,O,O,X,X
LJZSTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,O,O,X,X,X,X,X,X,O,X,X,X
LJZSOTI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,X,X,X,X,X,O,X,X,X
LJZOTIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZOTSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LJZOIST,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LJZOSTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,O,O,X,X,X,X,X,X,O,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,O,O,X,O,O,X
LJOTIZS,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJOTSIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOTSZI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X
LJOITZS,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJOISTZ,O,X,O,X,X,X,X,X,O,X,X,O,X,X
LJOISZT,O,O,O,X,X,X,X,X,O,O,O,O,X,X
LJOIZTS,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJOIZST,X,X,X,X,X,X,X,X,O,O,O,O,X,X
LJOSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LJOSTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LJOSZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LJOZTIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LJOZTSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LJOZIST,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LJOZSTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,O,O,X,X,X,X,X,X,O,X,X,X
LSTIJZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSTIJOZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
LSTIZJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSTIOJZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X
LSTIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSTJIZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSTJIOZ,O,O,O,X,X,O,X,X,X,O,X,O,O,X
LSTJZIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTJOIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X
LSTJOZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTZIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LSTZJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTZJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X
LSTZOJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTOJIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X
LSTOJZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,O,X,O,X,X,X,X,O,X
LSTOZJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LSITZJO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSITOJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIJTZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LSIJTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSIJZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,X,X,O,X,X,X,O,X,X
LSIJOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LSIJOZT,O,O,O,X,X,X,X,X,X,O,X,O,X,X
LSIZTJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSIZJOT,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSIZOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIZOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOJTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LSJTIOZ,O,O,O,X,X,O,X,X,X,O,X,O,O,X
LSJTZIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJTZOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X
LSJTOZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LSJITOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSJIZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSJIZOT,O,O,O,X,X,X,X,O,X,X,O,O,X,X
LSJIOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LSJIOZT,O,O,O,X,X,X,X,X,X,O,O,O,X,X
LSJZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LSJZOTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LSJOTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LSJOTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LSJOIZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LSJOZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LSZTIJO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZTIOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSZTJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LSZTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZITJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZITOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZIJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LSZIJOT,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSZIOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZIOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZJTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSZJIOT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LSZJOTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LSZOTIJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LSZOTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZOITJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZOIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSZOJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSOTIZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSOTJIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LSOTJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X
LSOTZJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSOITJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSOITZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSOIJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOIZJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LSOJTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJITZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
LSOZTIJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LSOZTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSOZITJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOZIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LZTIJSO,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LZTIJOS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
LZTISJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LZTISOJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LZTIOJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LZTIOSJ,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LZTJISO,X,O,X,O,O,X,X,X,X,X,X,O,X,X
LZTJIOS,X,X,X,O,O,X,X,X,X,O,O,O,X,X
LZTJSIO,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTJSOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTJOIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LZTJOSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTSIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZTSJIO,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTSJOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTSOIJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZTSOJI,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LZTOIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LZTOISJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZTOJIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LZTOJSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LZTOSIJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LZTOSJI,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LZITJSO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LZITJOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZITSJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZITOJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZITOSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LZIJTOS,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LZIJSTO,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LZIJSOT,X,O,X,O,O,X,X,X,X,X,O,O,X,X
LZIJOTS,X,X,X,O,O,X,O,X,X,O,O,O,X,X
LZIJOST,X,X,X,O,O,X,O,X,X,O,O,O,X,X
LZISTJO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
