sequence,v115@vhGRRYaAFLDmClcJSAVDEHBEooRBJoAVBvXExCz/AA?ATqB0nB6tB1rB/pBmqB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBp+ytCs/AA?AxvBFtBTlB/pBimBGtB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBpvytCsOBA?AxvBGtBTlB/pBimBFtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBaH+tCqCBA?A0qBToBlrB/pBGnBiqB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TWCqOBA?AxwBzmB/pBiqBGoBlqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBpX+tCqCBA?ARwBUnBVrB/pBOqBCtB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBJ3TxCqCBA?AxwBzmB/pBlqBGoBiqB,v115@vhGTNYaAFLDmClcJSAVDEHBEooRBPoAVBTezPC0CBA?AXsBRvB0lB2pBlmBCtB,v115@vhGxRYaAFLDmClcJSAVDEHBEooRBJoAVBKHUFDzOBA?A2vBToBSsB0lB/pBlrB,v115@vhGVSYaAFLDmClcJSAVDEHBEooRBUoAVBaujPCvCBA?A0qBxrB/pBGoBzrBiqB,v115@vhG2QYaAFLDmClcJSAVDEHBEooRBKoAVBvuLuCM+AA?ATqBVsBUoB/pBSyBxqB,v115@vhG0LYaAFLDmClcJSAVDEHBEooRBaoAVBUuTWCv/AA?A1vBxsB/pBilBTtBGsB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBPN8LC6OBA?AToB/pBKqBRrBUrBFsB,v115@vhGUNYaAFLDmClcJSAVDEHBEooRBaoAVBUdNPCvCBA?AVxB/pBxqBGoBTqBirB,v115@vhGyPYaAFLDmClcJSAVDEHBEooRBMoAVBKuytC6OBA?A+tBRsBTlB/pB0rBlsB,v115@vhG2PYaAFLDmClcJSAVDEHBEooRBKoAVBpHUxCMHBA?AxrBUoB/pBllBSyBzrB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBJ9aFD0CBA?ARwBXqBToBUmBFnBikB,v115@vhGUMYaAFLDmClcJSAVDEHBEooRBaoAVBUtHgCpCBA?AVwBXqB+tBznBRmBikB,v115@vhGWSYaAFLDmClcJSAVDEHBEooRBKoAVBauytC0CBA?A0rBRvBToB3lBFnBikB,v115@vhGzLYaAFLDmClcJSAVDEHBEooRBPoAVB0fLuCpCBA?AVvB+tBssBfrBxmBikB
TLOZSIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOZSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJILSZO,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,O,O,O
TJILSOZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O,O,O
TJILZSO,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,O,X,O
TJILZOS,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,O
TJILOSZ,X,X,X,O,X,O,X,X,O,X,O,X,X,X,O,X,O,O,O,O
TJILOZS,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
TJISLZO,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,O,O,O
TJISLOZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O,O,O
TJISZLO,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,O,O,O,O
TJISZOL,X,O,O,O,X,O,O,X,O,O,O,X,X,O,X,O,O,O,O,O
TJISOLZ,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
TJISOZL,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,O
TJIZLSO,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,O,O,O,O
TJIZLOS,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
TJIZSLO,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,O,O,O,O
TJIZSOL,X,O,O,O,X,O,O,X,O,O,O,X,X,O,X,O,O,O,O,O
TJIZOLS,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
TJIZOSL,X,O,O,O,X,O,O,X,O,O,O,X,X,O,X,O,O,O,O,O
TJIOLSZ,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
TJIOLZS,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O
TJIOSLZ,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
TJIOSZL,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,O
TJIOZLS,X,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,O,O
TJIOZSL,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,O
TJLISZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O,O
TJLISOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,O
TJLIZSO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,O
TJLIZOS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TJLIOSZ,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,O,O,O
TJLIOZS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TJLSIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
TJLSIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
TJLSZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
TJLSZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TJLSOIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
TJLSOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TJLZISO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O
TJLZIOS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJLZSIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O
TJLZSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJLZOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJLZOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJLOISZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O,O,O
TJLOIZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TJLOSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
TJLOSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TJLOZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
TJLOZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
TJSILZO,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,O,O,O,O
TJSILOZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O,O,O
TJSIZLO,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,O,O,O,O,O
TJSIZOL,X,O,O,O,X,O,O,X,O,O,O,X,X,O,X,O,O,O,O,O
TJSIOLZ,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O,O,O
TJSIOZL,X,O,O,O,X,O,O,X,O,O,O,X,X,X,X,O,O,O,O,O
TJSLIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
TJSLIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
TJSLZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
TJSLZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TJSLOIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
TJSLOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TJSZILO,X,O,O,O,X,X,X,X,O,O,X,O,X,O,X,O,X,O,O,O
TJSZIOL,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,X,O,O,O
TJSZLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
TJSZLOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJSZOIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,O,O
TJSZOLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJSOILZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJSOIZL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,O,O,O
TJSOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
TJSOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TJSOZIL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O
TJSOZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJZILSO,X,O,O,O,X,X,X,X,O,O,X,O,X,O,X,O,O,O,O,O
TJZILOS,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O,O
TJZISLO,X,O,O,O,X,X,X,X,O,O,X,O,X,O,X,O,O,O,O,O
TJZISOL,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,O,O,O,O
TJZIOLS,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,O,O
TJZIOSL,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,O,O,O,O
TJZLISO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
TJZLIOS,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZLSIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
TJZLSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZLOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZLOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZSILO,X,O,O,O,X,X,X,X,O,O,X,O,X,O,X,O,X,O,O,O
TJZSIOL,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,X,O,O,O
TJZSLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O,O
TJZSLOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZSOIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,O
TJZSOLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZOILS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJZOISL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,O,O
TJZOLIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZOLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJZOSIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,O
TJZOSLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJOILSZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJOILZS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TJOISLZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJOISZL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,O,O,O
TJOIZLS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJOIZSL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,O,O,O
TJOLISZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,O,O,O
TJOLIZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
TJOLSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
TJOLSZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TJOLZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
TJOLZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
TJOSILZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJOSIZL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,O,O,O
TJOSLIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
TJOSLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TJOSZIL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O
TJOSZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJOZILS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O
TJOZISL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O
TJOZLIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJOZLSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TJOZSIL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O
TJOZSLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
TSILJZO,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,O
TSILJOZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
TSILZJO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X
TSILZOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TSILOJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
TSILOZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
TSIJLZO,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,O,X,O
TSIJLOZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
TSIJZLO,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,X,O
TSIJZOL,O,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,O,X,O
TSIJOLZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
TSIJOZL,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,O
TSIZLJO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X
TSIZLOJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TSIZJLO,O,O,O,O,O,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X
TSIZJOL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSIZOLJ,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TSIZOJL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSIOLJZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
TSIOLZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
TSIOJLZ,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O
TSIOJZL,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,O,O,X,O
TSIOZLJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
TSIOZJL,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSLIJZO,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O
TSLIJOZ,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O
TSLIZJO,O,O,X,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X
TSLIZOJ,O,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TSLIOJZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
TSLIOZJ,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X
TSLJIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
TSLJIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
TSLJZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
TSLJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSLJOIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
TSLJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSLZIJO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X
TSLZIOJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TSLZJIO,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,O
TSLZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSLZOIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TSLZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSLOIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TSLOIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSLOJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TSLOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSLOZIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TSLOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSJILZO,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O
TSJILOZ,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O
TSJIZLO,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O
TSJIZOL,X,O,O,O,X,O,O,O,O,O,O,X,X,O,X,O,X,O,X,O
TSJIOLZ,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O
TSJIOZL,X,O,O,O,X,O,O,O,O,O,O,X,X,X,X,O,X,O,X,O
TSJLIZO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
TSJLIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
TSJLZIO,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O
TSJLZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TSJLOIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,O
TSJLOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TSJZILO,X,O,O,O,X,X,X,X,O,O,X,O,X,O,X,O,X,O,X,O
TSJZIOL,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,X,O,X,O
TSJZLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,O
TSJZLOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TSJZOIL,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,O
TSJZOLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TSJOILZ,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O
TSJOIZL,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,O
TSJOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O
TSJOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TSJOZIL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O
TSJOZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O
TSZILJO,X,O,O,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X
TSZILOJ,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TSZIJLO,X,O,O,O,O,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X
TSZIJOL,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSZIOLJ,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X
TSZIOJL,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,O,O,X,X
TSZLIJO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,X
TSZLIOJ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TSZLJIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,O
TSZLJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSZLOIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TSZLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSZJILO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,O,O,X,O
TSZJIOL,X,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X,O
TSZJLIO,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,O,O,X,O
TSZJLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSZJOIL,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,O
TSZJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
TSZOILJ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X
TSZOIJL,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,O,O,X,X
TSZOLIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
TSZOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSZOJIL,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O
TSZOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSOILJZ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TSOILZJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSOIJLZ,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O
TSOIJZL,O,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O
TSOIZLJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSOIZJL,O,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
TSOLIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
TSOLIZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TSOLJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSOLJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSOLZIJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TSOLZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSOJILZ,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O
TSOJIZL,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O
TSOJLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TSOJLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TSOJZIL,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O
TSOJZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TSOZILJ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
TSOZIJL,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
TSOZLIJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TSOZLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TSOZJIL,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,O
TSOZJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
TZILJSO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
TZILJOS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TZILSJO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
TZILSOJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X
TZILOJS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILOSJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIJLSO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
TZIJLOS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TZIJSLO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
TZIJSOL,X,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X
TZIJOLS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TZIJOSL,X,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X
TZISLJO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
TZISLOJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X
TZISJLO,X,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
TZISJOL,X,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X
TZISOLJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X
TZISOJL,X,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X
TZIOLJS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOLSJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIOJLS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TZIOJSL,X,O,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O,X
TZIOSLJ,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X
