sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB6tB2xBpZBkn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBGtBSoBJn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBisB2nBpo?BFlB
LSZOJIT,O,O,X,X,O,O,O,O,O,O
LSOTIJZ,X,X,X,X,X,X,X,O,X,O
LSOTIZJ,O,X,X,X,X,X,X,X,X,O
LSOTJIZ,X,X,X,X,X,X,X,O,X,O
LSOTJZI,X,X,X,X,O,X,X,O,X,O
LSOTZIJ,O,X,X,X,X,X,X,X,X,O
LSOTZJI,O,X,X,X,X,O,X,X,X,O
LSOITJZ,X,X,X,O,X,X,X,O,X,O
LSOITZJ,O,X,O,X,X,X,X,X,X,O
LSOIJTZ,X,X,X,O,X,X,X,O,O,O
LSOIJZT,O,O,O,O,O,X,X,O,O,O
LSOIZTJ,O,X,O,X,X,X,X,X,X,O
LSOIZJT,O,X,O,O,X,O,O,O,O,O
LSOJTIZ,X,X,X,X,X,X,X,O,O,O
LSOJTZI,X,X,X,X,O,X,X,O,O,O
LSOJITZ,X,X,X,X,X,X,X,O,O,O
LSOJIZT,O,O,X,X,O,X,X,O,O,O
LSOJZTI,O,O,X,X,O,O,X,O,O,O
LSOJZIT,O,O,X,X,O,O,X,O,O,O
LSOZTIJ,O,X,X,X,X,X,X,X,X,O
LSOZTJI,O,X,X,X,X,O,X,X,X,O
LSOZITJ,O,X,X,X,X,X,X,X,X,O
LSOZIJT,O,X,X,X,X,O,O,O,O,O
LSOZJTI,O,O,X,X,O,O,X,O,O,O
LSOZJIT,O,O,X,X,O,O,O,O,O,O
LZTIJSO,O,X,X,X,X,X,X,X,X,O
LZTIJOS,O,X,X,X,X,X,X,X,X,O
LZTISJO,O,X,X,X,X,X,X,X,X,O
LZTISOJ,O,X,X,X,X,X,X,X,X,O
LZTIOJS,O,X,X,X,X,X,X,X,X,O
LZTIOSJ,O,X,X,X,X,X,X,X,X,O
LZTJISO,O,X,X,X,X,O,X,X,X,O
LZTJIOS,O,X,X,X,X,O,X,X,X,O
LZTJSIO,O,X,X,X,X,O,X,X,X,O
LZTJSOI,O,X,X,X,X,O,X,X,X,O
LZTJOIS,O,X,X,X,X,O,X,X,X,O
LZTJOSI,O,X,X,X,X,O,X,X,X,O
LZTSIJO,O,X,X,X,X,X,X,X,X,O
LZTSIOJ,O,X,X,X,X,X,X,X,X,O
LZTSJIO,O,X,X,X,X,O,X,X,X,O
LZTSJOI,O,X,X,X,X,O,X,X,X,O
LZTSOIJ,O,X,X,X,X,X,X,X,X,O
LZTSOJI,O,X,X,X,X,O,X,X,X,O
LZTOIJS,O,X,X,X,X,X,X,X,X,O
LZTOISJ,O,X,X,X,X,X,X,X,X,O
LZTOJIS,O,X,X,X,X,O,X,X,X,O
LZTOJSI,O,X,X,X,X,O,X,X,X,O
LZTOSIJ,O,X,X,X,X,X,X,X,X,O
LZTOSJI,O,X,X,X,X,O,X,X,X,O
LZITJSO,O,X,X,X,X,X,X,X,X,O
LZITJOS,O,X,X,X,X,X,X,X,X,O
LZITSJO,O,X,X,X,X,X,X,X,X,O
LZITSOJ,O,X,X,X,X,X,X,X,X,O
LZITOJS,O,X,X,X,X,X,X,X,X,O
LZITOSJ,O,X,X,X,X,X,X,X,X,O
LZIJTSO,O,X,X,X,X,O,X,O,O,O
LZIJTOS,O,X,X,X,X,O,X,O,O,O
LZIJSTO,O,X,X,X,X,O,X,O,O,O
LZIJSOT,O,X,X,X,X,O,O,O,O,O
LZIJOTS,O,X,X,X,X,O,X,O,O,O
LZIJOST,O,X,X,X,X,O,O,O,O,O
LZISTJO,O,X,X,X,X,X,X,X,X,O
LZISTOJ,O,X,X,X,X,X,X,X,X,O
LZISJTO,O,X,X,X,X,O,X,O,O,O
LZISJOT,O,X,X,X,X,O,O,O,O,O
LZISOTJ,O,X,X,X,X,X,X,X,X,O
LZISOJT,O,X,X,X,X,O,O,O,O,O
LZIOTJS,O,X,X,X,X,X,X,X,X,O
LZIOTSJ,O,X,X,X,X,X,X,X,X,O
LZIOJTS,O,X,X,X,X,O,X,O,O,O
LZIOJST,O,X,X,X,X,O,O,O,O,O
LZIOSTJ,O,X,X,X,X,X,X,X,X,O
LZIOSJT,O,X,X,X,X,O,O,O,O,O
LZJTISO,O,O,X,X,O,O,X,O,O,O
LZJTIOS,O,O,X,X,O,O,X,O,O,O
LZJTSIO,O,O,X,X,O,O,X,O,O,O
LZJTSOI,O,O,X,X,O,O,X,O,O,O
LZJTOIS,O,O,X,X,O,O,X,O,O,O
LZJTOSI,O,O,X,X,O,O,X,O,O,O
LZJITSO,O,O,X,X,O,O,X,O,O,O
LZJITOS,O,O,X,X,O,O,X,O,O,O
LZJISTO,O,O,X,X,O,O,X,O,O,O
LZJISOT,O,O,X,X,O,O,O,O,O,O
LZJIOTS,O,O,X,X,O,O,X,O,O,O
LZJIOST,O,O,X,X,O,O,O,O,O,O
LZJSTIO,O,O,X,X,O,O,X,O,O,O
LZJSTOI,O,O,X,X,O,O,X,O,O,O
LZJSITO,O,O,X,X,O,O,X,O,O,O
LZJSIOT,O,O,X,X,O,O,O,O,O,O
LZJSOTI,O,O,X,X,O,O,X,O,O,O
LZJSOIT,O,O,X,X,O,O,O,O,O,O
LZJOTIS,O,O,X,X,O,O,X,O,O,O
LZJOTSI,O,O,X,X,O,O,X,O,O,O
LZJOITS,O,O,X,X,O,O,X,O,O,O
LZJOIST,O,O,X,X,O,O,O,O,O,O
LZJOSTI,O,O,X,X,O,O,X,O,O,O
LZJOSIT,O,O,X,X,O,O,O,O,O,O
LZSTIJO,O,X,X,X,X,X,X,X,X,O
LZSTIOJ,O,X,X,X,X,X,X,X,X,O
LZSTJIO,O,X,X,X,X,O,X,X,X,O
LZSTJOI,O,X,X,X,X,O,X,X,X,O
LZSTOIJ,O,X,X,X,X,X,X,X,X,O
LZSTOJI,O,X,X,X,X,O,X,X,X,O
LZSITJO,O,X,X,X,X,X,X,X,X,O
LZSITOJ,O,X,X,X,X,X,X,X,X,O
LZSIJTO,O,X,X,X,X,O,X,O,O,O
LZSIJOT,O,X,X,X,X,O,O,O,O,O
LZSIOTJ,O,X,X,X,X,X,X,X,X,O
LZSIOJT,O,X,X,X,X,O,O,O,O,O
LZSJTIO,O,O,X,X,O,O,X,O,O,O
LZSJTOI,O,O,X,X,O,O,X,O,O,O
LZSJITO,O,O,X,X,O,O,X,O,O,O
LZSJIOT,O,O,X,X,O,O,O,O,O,O
LZSJOTI,O,O,X,X,O,O,X,O,O,O
LZSJOIT,O,O,X,X,O,O,O,O,O,O
LZSOTIJ,O,X,X,X,X,X,X,X,X,O
LZSOTJI,O,X,X,X,X,O,X,X,X,O
LZSOITJ,O,X,X,X,X,X,X,X,X,O
LZSOIJT,O,X,X,X,X,O,O,O,O,O
LZSOJTI,O,O,X,X,O,O,X,O,O,O
LZSOJIT,O,O,X,X,O,O,O,O,O,O
LZOTIJS,O,X,X,X,X,X,X,X,X,O
LZOTISJ,O,X,X,X,X,X,X,X,X,O
LZOTJIS,O,X,X,X,X,O,X,X,X,O
LZOTJSI,O,X,X,X,X,O,X,X,X,O
LZOTSIJ,O,X,X,X,X,X,X,X,X,O
LZOTSJI,O,X,X,X,X,O,X,X,X,O
LZOITJS,O,X,X,X,X,X,X,X,X,O
LZOITSJ,O,X,X,X,X,X,X,X,X,O
LZOIJTS,O,X,X,X,X,O,X,O,O,O
LZOIJST,O,X,X,X,X,O,O,O,O,O
LZOISTJ,O,X,X,X,X,X,X,X,X,O
LZOISJT,O,X,X,X,X,O,O,O,O,O
LZOJTIS,O,O,X,X,O,O,X,O,O,O
LZOJTSI,O,O,X,X,O,O,X,O,O,O
LZOJITS,O,O,X,X,O,O,X,O,O,O
LZOJIST,O,O,X,X,O,O,O,O,O,O
LZOJSTI,O,O,X,X,O,O,X,O,O,O
LZOJSIT,O,O,X,X,O,O,O,O,O,O
LZOSTIJ,O,X,X,X,X,X,X,X,X,O
LZOSTJI,O,X,X,X,X,O,X,X,X,O
LZOSITJ,O,X,X,X,X,X,X,X,X,O
LZOSIJT,O,X,X,X,X,O,O,O,O,O
LZOSJTI,O,O,X,X,O,O,X,O,O,O
LZOSJIT,O,O,X,X,O,O,O,O,O,O
LOTIJSZ,X,X,X,X,X,X,X,O,X,O
LOTIJZS,X,X,X,X,X,X,X,O,X,O
LOTISJZ,X,X,X,X,X,X,X,O,X,O
LOTISZJ,O,X,X,X,X,X,X,X,X,O
LOTIZJS,O,X,X,X,X,X,X,X,X,O
LOTIZSJ,O,X,X,X,X,X,X,X,X,O
LOTJISZ,X,X,X,X,X,X,X,O,X,O
LOTJIZS,X,X,X,X,X,X,X,O,X,O
LOTJSIZ,X,X,X,X,X,X,X,O,X,O
LOTJSZI,X,X,X,X,O,X,X,O,X,O
LOTJZIS,X,X,X,X,O,X,X,O,X,O
LOTJZSI,X,X,X,X,O,X,X,O,X,O
LOTSIJZ,X,X,X,X,X,X,X,O,X,O
LOTSIZJ,O,X,X,X,X,X,X,X,X,O
LOTSJIZ,X,X,X,X,X,X,X,O,X,O
LOTSJZI,X,X,X,X,O,X,X,O,X,O
LOTSZIJ,O,X,X,X,X,X,X,X,X,O
LOTSZJI,O,X,X,X,X,O,X,X,X,O
LOTZIJS,O,X,X,X,X,X,X,X,X,O
LOTZISJ,O,X,X,X,X,X,X,X,X,O
LOTZJIS,O,X,X,X,X,O,X,X,X,O
LOTZJSI,O,X,X,X,X,O,X,X,X,O
LOTZSIJ,O,X,X,X,X,X,X,X,X,O
LOTZSJI,O,X,X,X,X,O,X,X,X,O
LOITJSZ,X,X,X,O,X,X,X,O,X,O
LOITJZS,X,X,X,O,X,X,X,O,X,O
LOITSJZ,X,X,X,O,X,X,X,O,X,O
LOITSZJ,O,X,O,X,X,X,X,X,X,O
LOITZJS,O,X,O,X,X,X,X,X,X,O
LOITZSJ,O,X,O,X,X,X,X,X,X,O
LOIJTSZ,X,X,X,O,X,X,X,O,O,O
LOIJTZS,X,X,X,O,X,X,X,O,O,O
LOIJSTZ,X,X,X,O,X,X,X,O,O,O
LOIJSZT,O,O,O,O,O,X,X,O,O,O
LOIJZTS,O,O,O,O,O,X,X,O,O,O
LOIJZST,O,O,O,O,O,X,X,O,O,O
LOISTJZ,X,X,X,O,X,X,X,O,X,O
LOISTZJ,O,X,O,X,X,X,X,X,X,O
LOISJTZ,X,X,X,O,X,X,X,O,O,O
LOISJZT,O,O,O,O,O,X,X,O,O,O
LOISZTJ,O,X,O,X,X,X,X,X,X,O
LOISZJT,O,X,O,O,X,O,O,O,O,O
LOIZTJS,O,X,O,X,X,X,X,X,X,O
LOIZTSJ,O,X,O,X,X,X,X,X,X,O
LOIZJTS,O,X,O,O,X,O,X,O,O,O
LOIZJST,O,X,O,O,X,O,O,O,O,O
LOIZSTJ,O,X,O,X,X,X,X,X,X,O
LOIZSJT,O,X,O,O,X,O,O,O,O,O
LOJTISZ,X,X,X,X,X,X,X,O,O,O
LOJTIZS,X,X,X,X,X,X,X,O,O,O
LOJTSIZ,X,X,X,X,X,X,X,O,O,O
LOJTSZI,X,X,X,X,O,X,X,O,O,O
LOJTZIS,X,X,X,X,O,X,X,O,O,O
LOJTZSI,X,X,X,X,O,X,X,O,O,O
LOJITSZ,X,X,X,X,X,X,X,O,O,O
LOJITZS,X,X,X,X,X,X,X,O,O,O
LOJISTZ,X,X,X,X,X,X,X,O,O,O
LOJISZT,O,O,X,X,O,X,X,O,O,O
LOJIZTS,O,O,X,X,O,X,X,O,O,O
LOJIZST,O,O,X,X,O,X,X,O,O,O
LOJSTIZ,X,X,X,X,X,X,X,O,O,O
LOJSTZI,X,X,X,X,O,X,X,O,O,O
LOJSITZ,X,X,X,X,X,X,X,O,O,O
LOJSIZT,O,O,X,X,O,X,X,O,O,O
LOJSZTI,O,O,X,X,O,O,X,O,O,O
LOJSZIT,O,O,X,X,O,O,X,O,O,O
LOJZTIS,O,O,X,X,O,O,X,O,O,O
LOJZTSI,O,O,X,X,O,O,X,O,O,O
LOJZITS,O,O,X,X,O,O,X,O,O,O
LOJZIST,O,O,X,X,O,O,X,O,O,O
LOJZSTI,O,O,X,X,O,O,X,O,O,O
LOJZSIT,O,O,X,X,O,O,X,O,O,O
LOSTIJZ,X,X,X,X,X,X,X,O,X,O
LOSTIZJ,O,X,X,X,X,X,X,X,X,O
LOSTJIZ,X,X,X,X,X,X,X,O,X,O
LOSTJZI,X,X,X,X,O,X,X,O,X,O
LOSTZIJ,O,X,X,X,X,X,X,X,X,O
LOSTZJI,O,X,X,X,X,O,X,X,X,O
LOSITJZ,X,X,X,O,X,X,X,O,X,O
LOSITZJ,O,X,O,X,X,X,X,X,X,O
LOSIJTZ,X,X,X,O,X,X,X,O,O,O
LOSIJZT,O,O,O,O,O,X,X,O,O,O
LOSIZTJ,O,X,O,X,X,X,X,X,X,O
LOSIZJT,O,X,O,O,X,O,O,O,O,O
LOSJTIZ,X,X,X,X,X,X,X,O,O,O
LOSJTZI,X,X,X,X,O,X,X,O,O,O
LOSJITZ,X,X,X,X,X,X,X,O,O,O
LOSJIZT,O,O,X,X,O,X,X,O,O,O
LOSJZTI,O,O,X,X,O,O,X,O,O,O
LOSJZIT,O,O,X,X,O,O,X,O,O,O
LOSZTIJ,O,X,X,X,X,X,X,X,X,O
LOSZTJI,O,X,X,X,X,O,X,X,X,O
LOSZITJ,O,X,X,X,X,X,X,X,X,O
LOSZIJT,O,X,X,X,X,O,O,O,O,O
LOSZJTI,O,O,X,X,O,O,X,O,O,O
LOSZJIT,O,O,X,X,O,O,O,O,O,O
LOZTIJS,O,X,X,X,X,X,X,X,X,O
LOZTISJ,O,X,X,X,X,X,X,X,X,O
LOZTJIS,O,X,X,X,X,O,X,X,X,O
LOZTJSI,O,X,X,X,X,O,X,X,X,O
LOZTSIJ,O,X,X,X,X,X,X,X,X,O
LOZTSJI,O,X,X,X,X,O,X,X,X,O
LOZITJS,O,X,X,X,X,X,X,X,X,O
LOZITSJ,O,X,X,X,X,X,X,X,X,O
LOZIJTS,O,X,X,X,X,O,X,O,O,O
LOZIJST,O,X,X,X,X,O,O,O,O,O
LOZISTJ,O,X,X,X,X,X,X,X,X,O
LOZISJT,O,X,X,X,X,O,O,O,O,O
LOZJTIS,O,O,X,X,O,O,X,O,O,O
LOZJTSI,O,O,X,X,O,O,X,O,O,O
LOZJITS,O,O,X,X,O,O,X,O,O,O
LOZJIST,O,O,X,X,O,O,O,O,O,O
LOZJSTI,O,O,X,X,O,O,X,O,O,O
LOZJSIT,O,O,X,X,O,O,O,O,O,O
LOZSTIJ,O,X,X,X,X,X,X,X,X,O
LOZSTJI,O,X,X,X,X,O,X,X,X,O
LOZSITJ,O,X,X,X,X,X,X,X,X,O
LOZSIJT,O,X,X,X,X,O,O,O,O,O
LOZSJTI,O,O,X,X,O,O,X,O,O,O
LOZSJIT,O,O,X,X,O,O,O,O,O,O
JTILSZO,X,X,X,X,X,X,X,X,O,X
JTILSOZ,X,X,X,X,X,X,X,X,O,X
JTILZSO,X,X,X,X,X,X,X,X,O,X
JTILZOS,X,X,X,X,X,X,X,X,O,X
JTILOSZ,X,X,X,X,X,X,X,X,O,X
JTILOZS,X,X,X,X,X,X,X,X,O,X
JTISLZO,X,X,X,X,X,X,X,X,O,X
JTISLOZ,X,X,X,X,X,X,X,X,O,X
JTISZLO,X,O,X,X,X,X,X,X,O,X
JTISZOL,X,O,X,X,X,X,X,X,O,X
JTISOLZ,X,X,X,X,X,X,X,X,O,X
JTISOZL,X,O,X,X,X,X,X,X,O,X
JTIZLSO,X,O,X,X,X,X,X,X,O,X
JTIZLOS,X,O,X,X,X,X,X,X,O,X
JTIZSLO,X,O,X,X,X,X,X,X,O,X
JTIZSOL,X,O,X,X,X,X,X,X,O,X
JTIZOLS,X,O,X,X,X,X,X,X,O,X
JTIZOSL,X,O,X,X,X,X,X,X,O,X
JTIOLSZ,X,X,X,X,X,X,X,X,O,X
JTIOLZS,X,X,X,X,X,X,X,X,O,X
JTIOSLZ,X,X,X,X,X,X,X,X,O,X
JTIOSZL,X,O,X,X,X,X,X,X,O,X
JTIOZLS,X,O,X,X,X,X,X,X,O,X
JTIOZSL,X,O,X,X,X,X,X,X,O,X
JTLISZO,X,X,X,X,X,X,X,O,O,X
JTLISOZ,X,X,X,X,X,X,X,O,O,X
JTLIZSO,X,X,X,X,X,X,X,O,O,X
JTLIZOS,X,X,X,X,X,X,X,O,O,X
JTLIOSZ,X,X,X,X,X,X,X,O,O,X
JTLIOZS,X,X,X,X,X,X,X,O,O,X
JTLSIZO,X,X,X,X,X,X,X,O,O,X
JTLSIOZ,X,X,X,X,X,X,X,O,O,X
JTLSZIO,X,X,X,X,O,X,X,O,O,X
JTLSZOI,X,X,X,X,O,X,X,O,O,X
JTLSOIZ,X,X,X,X,X,X,X,O,O,X
JTLSOZI,X,X,X,X,O,X,X,O,O,X
JTLZISO,X,X,X,X,O,X,X,O,O,X
JTLZIOS,X,X,X,X,O,X,X,O,O,X
JTLZSIO,X,X,X,X,O,X,X,O,O,X
JTLZSOI,X,X,X,X,O,X,X,O,O,X
JTLZOIS,X,X,X,X,O,X,X,O,O,X
JTLZOSI,X,X,X,X,O,X,X,O,O,X
JTLOISZ,X,X,X,X,X,X,X,O,O,X
JTLOIZS,X,X,X,X,X,X,X,O,O,X
JTLOSIZ,X,X,X,X,X,X,X,O,O,X
JTLOSZI,X,X,X,X,O,X,X,O,O,X
JTLOZIS,X,X,X,X,O,X,X,O,O,X
JTLOZSI,X,X,X,X,O,X,X,O,O,X
JTSILZO,X,X,X,X,X,X,X,X,O,X
JTSILOZ,X,X,X,X,X,X,X,X,O,X
JTSIZLO,X,O,X,X,X,X,X,X,O,X
JTSIZOL,X,O,X,X,X,X,X,X,O,X
JTSIOLZ,X,X,X,X,X,X,X,X,O,X
JTSIOZL,X,O,X,X,X,X,X,X,O,X
JTSLIZO,X,X,X,X,X,X,X,O,O,X
JTSLIOZ,X,X,X,X,X,X,X,O,O,X
JTSLZIO,X,X,X,X,O,X,X,O,O,X
JTSLZOI,X,X,X,X,O,X,X,O,O,X
JTSLOIZ,X,X,X,X,X,X,X,O,O,X
JTSLOZI,X,X,X,X,O,X,X,O,O,X
JTSZILO,X,O,X,X,X,X,X,X,O,X
JTSZIOL,X,O,X,X,X,X,X,X,O,X
JTSZLIO,X,O,X,X,O,X,X,O,O,X
JTSZLOI,X,O,X,X,O,X,X,O,O,X
JTSZOIL,X,O,X,X,X,X,X,X,O,X
JTSZOLI,X,O,X,X,O,X,X,O,O,X
JTSOILZ,X,X,X,X,X,X,X,X,O,X
JTSOIZL,X,O,X,X,X,X,X,X,O,X
JTSOLIZ,X,X,X,X,X,X,X,O,O,X
JTSOLZI,X,X,X,X,O,X,X,O,O,X
JTSOZIL,X,O,X,X,X,X,X,X,O,X
JTSOZLI,X,O,X,X,O,X,X,O,O,X
JTZILSO,X,O,X,X,X,X,X,X,O,X
JTZILOS,X,O,X,X,X,X,X,X,O,X
JTZISLO,X,O,X,X,X,X,X,X,O,X
JTZISOL,X,O,X,X,X,X,X,X,O,X
JTZIOLS,X,O,X,X,X,X,X,X,O,X
JTZIOSL,X,O,X,X,X,X,X,X,O,X
JTZLISO,X,O,X,X,O,X,X,O,O,X
JTZLIOS,X,O,X,X,O,X,X,O,O,X
JTZLSIO,X,O,X,X,O,X,X,O,O,X
JTZLSOI,X,O,X,X,O,X,X,O,O,X
JTZLOIS,X,O,X,X,O,X,X,O,O,X
JTZLOSI,X,O,X,X,O,X,X,O,O,X
JTZSILO,X,O,X,X,X,X,X,X,O,X
JTZSIOL,X,O,X,X,X,X,X,X,O,X
JTZSLIO,X,O,X,X,O,X,X,O,O,X
JTZSLOI,X,O,X,X,O,X,X,O,O,X
JTZSOIL,X,O,X,X,X,X,X,X,O,X
JTZSOLI,X,O,X,X,O,X,X,O,O,X
JTZOILS,X,O,X,X,X,X,X,X,O,X
JTZOISL,X,O,X,X,X,X,X,X,O,X
JTZOLIS,X,O,X,X,O,X,X,O,O,X
JTZOLSI,X,O,X,X,O,X,X,O,O,X
JTZOSIL,X,O,X,X,X,X,X,X,O,X
JTZOSLI,X,O,X,X,O,X,X,O,O,X
JTOILSZ,X,X,X,X,X,X,X,X,O,X
JTOILZS,X,X,X,X,X,X,X,X,O,X
JTOISLZ,X,X,X,X,X,X,X,X,O,X
JTOISZL,X,O,X,X,X,X,X,X,O,X
JTOIZLS,X,O,X,X,X,X,X,X,O,X
JTOIZSL,X,O,X,X,X,X,X,X,O,X
JTOLISZ,X,X,X,X,X,X,X,O,O,X
JTOLIZS,X,X,X,X,X,X,X,O,O,X
JTOLSIZ,X,X,X,X,X,X,X,O,O,X
JTOLSZI,X,X,X,X,O,X,X,O,O,X
JTOLZIS,X,X,X,X,O,X,X,O,O,X
JTOLZSI,X,X,X,X,O,X,X,O,O,X
JTOSILZ,X,X,X,X,X,X,X,X,O,X
JTOSIZL,X,O,X,X,X,X,X,X,O,X
JTOSLIZ,X,X,X,X,X,X,X,O,O,X
JTOSLZI,X,X,X,X,O,X,X,O,O,X
JTOSZIL,X,O,X,X,X,X,X,X,O,X
JTOSZLI,X,O,X,X,O,X,X,O,O,X
JTOZILS,X,O,X,X,X,X,X,X,O,X
JTOZISL,X,O,X,X,X,X,X,X,O,X
JTOZLIS,X,O,X,X,O,X,X,O,O,X
JTOZLSI,X,O,X,X,O,X,X,O,O,X
JTOZSIL,X,O,X,X,X,X,X,X,O,X
JTOZSLI,X,O,X,X,O,X,X,O,O,X
JITLSZO,X,X,X,O,X,X,X,X,O,X
JITLSOZ,X,X,X,O,X,X,X,X,O,X
JITLZSO,X,X,X,O,X,X,X,X,O,X
JITLZOS,X,X,X,O,X,X,X,X,O,X
JITLOSZ,X,X,X,O,X,X,X,X,O,X
JITLOZS,X,X,X,O,X,X,X,X,O,X
JITSLZO,X,X,X,O,X,X,X,X,O,X
JITSLOZ,X,X,X,O,X,X,X,X,O,X
JITSZLO,X,O,X,O,X,X,X,X,O,X
JITSZOL,X,O,X,O,X,X,X,X,O,X
JITSOLZ,X,X,X,O,X,X,X,X,O,X
JITSOZL,X,O,X,O,X,X,X,X,O,X
JITZLSO,X,O,X,O,X,X,X,X,O,X
JITZLOS,X,O,X,O,X,X,X,X,O,X
JITZSLO,X,O,X,O,X,X,X,X,O,X
JITZSOL,X,O,X,O,X,X,X,X,O,X
JITZOLS,X,O,X,O,X,X,X,X,O,X
JITZOSL,X,O,X,O,X,X,X,X,O,X
JITOLSZ,X,X,X,O,X,X,X,X,O,X
JITOLZS,X,X,X,O,X,X,X,X,O,X
JITOSLZ,X,X,X,O,X,X,X,X,O,X
JITOSZL,X,O,X,O,X,X,X,X,O,X
JITOZLS,X,O,X,O,X,X,X,X,O,X
JITOZSL,X,O,X,O,X,X,X,X,O,X
JILTSZO,X,X,X,O,X,X,X,O,O,O
JILTSOZ,X,X,X,O,X,X,X,O,O,O
JILTZSO,X,X,X,O,X,X,X,O,O,O
JILTZOS,X,X,X,O,X,X,X,O,O,O
JILTOSZ,X,X,X,O,X,X,X,O,O,O
JILTOZS,X,X,X,O,X,X,X,O,O,O
JILSTZO,X,X,X,O,X,X,X,O,O,O
JILSTOZ,X,X,X,O,X,X,X,O,O,O
JILSZTO,O,O,O,O,O,X,X,O,O,O
JILSZOT,O,O,O,O,O,X,X,O,O,O
JILSOTZ,X,X,X,O,X,X,X,O,O,O
JILSOZT,O,O,O,O,O,X,X,O,O,O
JILZTSO,O,O,O,O,O,X,X,O,O,O
JILZTOS,O,O,O,O,O,X,X,O,O,O
JILZSTO,O,O,O,O,O,X,X,O,O,O
JILZSOT,O,O,O,O,O,X,X,O,O,O
JILZOTS,O,O,O,O,O,X,X,O,O,O
JILZOST,O,O,O,O,O,X,X,O,O,O
JILOTSZ,X,X,X,O,X,X,X,O,O,O
JILOTZS,X,X,X,O,X,X,X,O,O,O
JILOSTZ,X,X,X,O,X,X,X,O,O,O
JILOSZT,O,O,O,O,O,X,X,O,O,O
JILOZTS,O,O,O,O,O,X,X,O,O,O
JILOZST,O,O,O,O,O,X,X,O,O,O
JISTLZO,X,X,X,O,X,X,X,X,O,X
JISTLOZ,X,X,X,O,X,X,X,X,O,X
JISTZLO,X,O,X,O,X,X,X,X,O,X
JISTZOL,X,O,X,O,X,X,X,X,O,X
JISTOLZ,X,X,X,O,X,X,X,X,O,X
JISTOZL,X,O,X,O,X,X,X,X,O,X
JISLTZO,X,X,X,O,X,X,X,O,O,O
JISLTOZ,X,X,X,O,X,X,X,O,O,O
JISLZTO,O,O,O,O,O,X,X,O,O,O
JISLZOT,O,O,O,O,O,X,X,O,O,O
JISLOTZ,X,X,X,O,X,X,X,O,O,O
JISLOZT,O,O,O,O,O,X,X,O,O,O
JISZTLO,X,O,O,O,X,X,X,X,O,X
JISZTOL,X,O,O,O,X,X,O,X,O,X
JISZLTO,X,O,O,O,O,X,X,O,O,O
JISZLOT,X,O,O,O,O,X,O,O,O,O
JISZOTL,X,O,O,O,X,X,O,X,O,X
JISZOLT,X,O,O,O,O,X,O,O,O,O
JISOTLZ,X,X,X,O,X,X,X,X,O,X
JISOTZL,X,O,X,O,X,X,X,X,O,X
JISOLTZ,X,X,X,O,X,X,X,O,O,O
JISOLZT,O,O,O,O,O,X,X,O,O,O
JISOZTL,X,O,O,O,X,X,O,X,O,X
JISOZLT,X,O,O,O,O,X,O,O,O,O
JIZTLSO,X,O,O,O,X,X,X,X,O,X
JIZTLOS,X,O,O,O,X,X,X,X,O,X
JIZTSLO,X,O,O,O,X,X,X,X,O,X
JIZTSOL,X,O,O,O,X,X,O,X,O,X
JIZTOLS,X,O,O,O,X,X,X,X,O,X
JIZTOSL,X,O,O,O,X,X,O,X,O,X
JIZLTSO,X,O,O,O,O,X,X,O,O,O
JIZLTOS,X,O,O,O,O,X,X,O,O,O
JIZLSTO,X,O,O,O,O,X,X,O,O,O
JIZLSOT,X,O,O,O,O,X,O,O,O,O
JIZLOTS,X,O,O,O,O,X,X,O,O,O
JIZLOST,X,O,O,O,O,X,O,O,O,O
JIZSTLO,X,O,O,O,X,X,X,X,O,X
JIZSTOL,X,O,O,O,X,X,O,X,O,X
JIZSLTO,X,O,O,O,O,X,X,O,O,O
JIZSLOT,X,O,O,O,O,X,O,O,O,O
JIZSOTL,X,O,O,O,X,X,O,X,O,X
JIZSOLT,X,O,O,O,O,X,O,O,O,O
JIZOTLS,X,O,O,O,X,X,X,X,O,X
JIZOTSL,X,O,O,O,X,X,O,X,O,X
JIZOLTS,X,O,O,O,O,X,X,O,O,O
JIZOLST,X,O,O,O,O,X,O,O,O,O
JIZOSTL,X,O,O,O,X,X,O,X,O,X
JIZOSLT,X,O,O,O,O,X,O,O,O,O
JIOTLSZ,X,X,X,O,X,X,X,X,O,X
JIOTLZS,X,X,X,O,X,X,X,X,O,X
JIOTSLZ,X,X,X,O,X,X,X,X,O,X
