sequence,v115@IhA8HeB8AeD8CeG8AeB8Je3BJvhEicB+oBMlBzaBJa?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBilBshBXcBza?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBalB3hBsgBzV?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEThBPdBqNBMlBJa?B,v115@IhA8HeB8AeD8CeG8AeB8JeJ6IvhEuaBUhBvnBToBSj?B,v115@IhA8HeB8AeD8CeG8AeB8JeTIJvhEvnBUhBuaBJaBKL?B
OJISZLT,O,O,O,O,O,O
OJIZTLS,X,O,X,X,X,O
OJIZTSL,O,X,X,O,O,O
OJIZLTS,X,O,O,X,X,O
OJIZLST,O,O,O,O,O,O
OJIZSTL,O,X,X,O,O,O
OJIZSLT,O,O,O,O,O,O
OJLTISZ,X,O,O,X,X,X
OJLTIZS,X,O,O,X,X,X
OJLTSIZ,X,O,O,X,X,X
OJLTSZI,X,O,O,X,X,X
OJLTZIS,X,O,O,X,X,X
OJLTZSI,X,O,O,X,X,X
OJLITSZ,X,O,O,X,X,O
OJLITZS,X,O,O,X,X,O
OJLISTZ,X,O,O,O,O,O
OJLISZT,X,O,O,O,O,O
OJLIZTS,X,O,O,X,X,O
OJLIZST,X,O,O,O,O,O
OJLSTIZ,X,O,O,O,O,X
OJLSTZI,X,O,O,O,O,X
OJLSITZ,X,O,O,O,O,O
OJLSIZT,X,O,O,O,O,O
OJLSZTI,X,O,O,O,O,X
OJLSZIT,X,O,O,O,O,O
OJLZTIS,X,O,O,X,X,X
OJLZTSI,X,O,O,X,X,X
OJLZITS,X,O,O,X,X,O
OJLZIST,X,O,O,O,O,O
OJLZSTI,X,O,O,O,O,X
OJLZSIT,X,O,O,O,O,O
OJSTILZ,X,X,X,O,O,O
OJSTIZL,X,X,X,O,O,O
OJSTLIZ,X,X,X,O,O,X
OJSTLZI,X,X,X,O,O,X
OJSTZIL,X,X,X,O,O,O
OJSTZLI,X,X,X,O,O,X
OJSITLZ,X,X,X,O,O,O
OJSITZL,X,X,X,O,O,O
OJSILTZ,X,O,O,O,O,O
OJSILZT,O,O,O,O,O,O
OJSIZTL,O,X,X,O,O,O
OJSIZLT,O,O,O,O,O,O
OJSLTIZ,X,O,O,O,O,X
OJSLTZI,X,O,O,O,O,X
OJSLITZ,X,O,O,O,O,O
OJSLIZT,O,O,O,O,O,O
OJSLZTI,O,O,O,O,O,X
OJSLZIT,O,O,O,O,O,O
OJSZTIL,O,X,X,O,O,O
OJSZTLI,O,X,X,O,O,X
OJSZITL,O,X,X,O,O,O
OJSZILT,O,O,O,O,O,O
OJSZLTI,O,O,O,O,O,X
OJSZLIT,O,O,O,O,O,O
OJZTILS,X,O,X,X,X,O
OJZTISL,O,X,X,O,O,O
OJZTLIS,X,O,X,X,X,X
OJZTLSI,X,O,X,X,X,X
OJZTSIL,O,X,X,O,O,O
OJZTSLI,O,X,X,O,O,X
OJZITLS,X,O,X,X,X,O
OJZITSL,O,X,X,O,O,O
OJZILTS,X,O,O,X,X,O
OJZILST,O,O,O,O,O,O
OJZISTL,O,X,X,O,O,O
OJZISLT,O,O,O,O,O,O
OJZLTIS,X,O,O,X,X,X
OJZLTSI,X,O,O,X,X,X
OJZLITS,X,O,O,X,X,O
OJZLIST,O,O,O,O,O,O
OJZLSTI,O,O,O,O,O,X
OJZLSIT,O,O,O,O,O,O
OJZSTIL,O,X,X,O,O,O
OJZSTLI,O,X,X,O,O,X
OJZSITL,O,X,X,O,O,O
OJZSILT,O,O,O,O,O,O
OJZSLTI,O,O,O,O,O,X
OJZSLIT,O,O,O,O,O,O
OSTILJZ,X,X,X,O,O,O
OSTILZJ,X,X,X,O,O,O
OSTIJLZ,X,X,X,O,O,O
OSTIJZL,X,X,X,O,O,O
OSTIZLJ,X,X,X,O,O,O
OSTIZJL,X,X,X,O,O,O
OSTLIJZ,X,X,X,O,O,X
OSTLIZJ,X,X,X,O,O,X
OSTLJIZ,X,X,X,O,O,X
OSTLJZI,X,X,X,O,O,X
OSTLZIJ,X,X,X,O,O,X
OSTLZJI,X,X,X,O,O,X
OSTJILZ,X,X,X,O,O,O
OSTJIZL,X,X,X,O,O,O
OSTJLIZ,X,X,X,O,O,X
OSTJLZI,X,X,X,O,O,X
OSTJZIL,X,X,X,O,O,O
OSTJZLI,X,X,X,O,O,X
OSTZILJ,X,X,X,O,O,O
OSTZIJL,X,X,X,O,O,O
OSTZLIJ,X,X,X,O,O,X
OSTZLJI,X,X,X,O,O,X
OSTZJIL,X,X,X,O,O,O
OSTZJLI,X,X,X,O,O,X
OSITLJZ,X,X,X,O,O,O
OSITLZJ,X,X,X,O,O,O
OSITJLZ,X,X,X,O,O,O
OSITJZL,X,X,X,O,O,O
OSITZLJ,X,X,X,O,O,O
OSITZJL,X,X,X,O,O,O
OSILTJZ,X,O,O,O,O,O
OSILTZJ,X,O,O,O,O,O
OSILJTZ,X,O,O,O,O,O
OSILJZT,O,O,O,O,O,O
OSILZTJ,O,O,O,O,O,O
OSILZJT,O,O,O,O,O,O
OSIJTLZ,X,X,X,O,O,O
OSIJTZL,X,X,X,O,O,O
OSIJLTZ,X,O,O,O,O,O
OSIJLZT,O,O,O,O,O,O
OSIJZTL,O,X,X,O,O,O
OSIJZLT,O,O,O,O,O,O
OSIZTLJ,O,X,X,O,O,O
OSIZTJL,O,X,X,O,O,O
OSIZLTJ,O,O,O,O,O,O
OSIZLJT,O,O,O,O,O,O
OSIZJTL,O,X,X,O,O,O
OSIZJLT,O,O,O,O,O,O
OSLTIJZ,X,O,O,O,O,X
OSLTIZJ,X,O,O,O,O,X
OSLTJIZ,X,O,O,O,O,X
OSLTJZI,X,O,O,O,O,X
OSLTZIJ,X,O,O,O,O,X
OSLTZJI,X,O,O,O,O,X
OSLITJZ,X,O,O,O,O,O
OSLITZJ,X,O,O,O,O,O
OSLIJTZ,X,O,O,O,O,O
OSLIJZT,O,O,O,O,O,O
OSLIZTJ,O,O,O,O,O,O
OSLIZJT,O,O,O,O,O,O
OSLJTIZ,X,O,O,O,O,X
OSLJTZI,X,O,O,O,O,X
OSLJITZ,X,O,O,O,O,O
OSLJIZT,O,O,O,O,O,O
OSLJZTI,O,O,O,O,O,X
OSLJZIT,O,O,O,O,O,O
OSLZTIJ,O,O,O,O,O,X
OSLZTJI,O,O,O,O,O,X
OSLZITJ,O,O,O,O,O,O
OSLZIJT,O,O,O,O,O,O
OSLZJTI,O,O,O,O,O,X
OSLZJIT,O,O,O,O,O,O
OSJTILZ,X,X,X,O,O,O
OSJTIZL,X,X,X,O,O,O
OSJTLIZ,X,X,X,O,O,X
OSJTLZI,X,X,X,O,O,X
OSJTZIL,X,X,X,O,O,O
OSJTZLI,X,X,X,O,O,X
OSJITLZ,X,X,X,O,O,O
OSJITZL,X,X,X,O,O,O
OSJILTZ,X,O,O,O,O,O
OSJILZT,O,O,O,O,O,O
OSJIZTL,O,X,X,O,O,O
OSJIZLT,O,O,O,O,O,O
OSJLTIZ,X,O,O,O,O,X
OSJLTZI,X,O,O,O,O,X
OSJLITZ,X,O,O,O,O,O
OSJLIZT,O,O,O,O,O,O
OSJLZTI,O,O,O,O,O,X
OSJLZIT,O,O,O,O,O,O
OSJZTIL,O,X,X,O,O,O
OSJZTLI,O,X,X,O,O,X
OSJZITL,O,X,X,O,O,O
OSJZILT,O,O,O,O,O,O
OSJZLTI,O,O,O,O,O,X
OSJZLIT,O,O,O,O,O,O
OSZTILJ,O,X,X,O,O,O
OSZTIJL,O,X,X,O,O,O
OSZTLIJ,O,X,X,O,O,X
OSZTLJI,O,X,X,O,O,X
OSZTJIL,O,X,X,O,O,O
OSZTJLI,O,X,X,O,O,X
OSZITLJ,O,X,X,O,O,O
OSZITJL,O,X,X,O,O,O
OSZILTJ,O,O,O,O,O,O
OSZILJT,O,O,O,O,O,O
OSZIJTL,O,X,X,O,O,O
OSZIJLT,O,O,O,O,O,O
OSZLTIJ,O,O,O,O,O,X
OSZLTJI,O,O,O,O,O,X
OSZLITJ,O,O,O,O,O,O
OSZLIJT,O,O,O,O,O,O
OSZLJTI,O,O,O,O,O,X
OSZLJIT,O,O,O,O,O,O
OSZJTIL,O,X,X,O,O,O
OSZJTLI,O,X,X,O,O,X
OSZJITL,O,X,X,O,O,O
OSZJILT,O,O,O,O,O,O
OSZJLTI,O,O,O,O,O,X
OSZJLIT,O,O,O,O,O,O
OZTILJS,X,O,X,X,X,O
OZTILSJ,X,O,X,X,X,O
OZTIJLS,X,O,X,X,X,O
OZTIJSL,O,X,X,O,O,O
OZTISLJ,O,X,X,O,O,O
OZTISJL,O,X,X,O,O,O
OZTLIJS,X,O,X,X,X,X
OZTLISJ,X,O,X,X,X,X
OZTLJIS,X,O,X,X,X,X
OZTLJSI,X,O,X,X,X,X
OZTLSIJ,X,O,X,X,X,X
OZTLSJI,X,O,X,X,X,X
OZTJILS,X,O,X,X,X,O
OZTJISL,O,X,X,O,O,O
OZTJLIS,X,O,X,X,X,X
OZTJLSI,X,O,X,X,X,X
OZTJSIL,O,X,X,O,O,O
OZTJSLI,O,X,X,O,O,X
OZTSILJ,O,X,X,O,O,O
OZTSIJL,O,X,X,O,O,O
OZTSLIJ,O,X,X,O,O,X
OZTSLJI,O,X,X,O,O,X
OZTSJIL,O,X,X,O,O,O
OZTSJLI,O,X,X,O,O,X
OZITLJS,X,O,X,X,X,O
OZITLSJ,X,O,X,X,X,O
OZITJLS,X,O,X,X,X,O
OZITJSL,O,X,X,O,O,O
OZITSLJ,O,X,X,O,O,O
OZITSJL,O,X,X,O,O,O
OZILTJS,X,O,O,X,X,O
OZILTSJ,X,O,O,X,X,O
OZILJTS,X,O,O,X,X,O
OZILJST,O,O,O,O,O,O
OZILSTJ,O,O,O,O,O,O
OZILSJT,O,O,O,O,O,O
OZIJTLS,X,O,X,X,X,O
OZIJTSL,O,X,X,O,O,O
OZIJLTS,X,O,O,X,X,O
OZIJLST,O,O,O,O,O,O
OZIJSTL,O,X,X,O,O,O
OZIJSLT,O,O,O,O,O,O
OZISTLJ,O,X,X,O,O,O
OZISTJL,O,X,X,O,O,O
OZISLTJ,O,O,O,O,O,O
OZISLJT,O,O,O,O,O,O
OZISJTL,O,X,X,O,O,O
OZISJLT,O,O,O,O,O,O
OZLTIJS,X,O,O,X,X,X
OZLTISJ,X,O,O,X,X,X
OZLTJIS,X,O,O,X,X,X
OZLTJSI,X,O,O,X,X,X
OZLTSIJ,X,O,O,X,X,X
OZLTSJI,X,O,O,X,X,X
OZLITJS,X,O,O,X,X,O
OZLITSJ,X,O,O,X,X,O
OZLIJTS,X,O,O,X,X,O
OZLIJST,O,O,O,O,O,O
OZLISTJ,O,O,O,O,O,O
OZLISJT,O,O,O,O,O,O
OZLJTIS,X,O,O,X,X,X
OZLJTSI,X,O,O,X,X,X
OZLJITS,X,O,O,X,X,O
OZLJIST,O,O,O,O,O,O
OZLJSTI,O,O,O,O,O,X
OZLJSIT,O,O,O,O,O,O
OZLSTIJ,O,O,O,O,O,X
OZLSTJI,O,O,O,O,O,X
OZLSITJ,O,O,O,O,O,O
OZLSIJT,O,O,O,O,O,O
OZLSJTI,O,O,O,O,O,X
OZLSJIT,O,O,O,O,O,O
OZJTILS,X,O,X,X,X,O
OZJTISL,O,X,X,O,O,O
OZJTLIS,X,O,X,X,X,X
OZJTLSI,X,O,X,X,X,X
OZJTSIL,O,X,X,O,O,O
OZJTSLI,O,X,X,O,O,X
OZJITLS,X,O,X,X,X,O
OZJITSL,O,X,X,O,O,O
OZJILTS,X,O,O,X,X,O
OZJILST,O,O,O,O,O,O
OZJISTL,O,X,X,O,O,O
OZJISLT,O,O,O,O,O,O
OZJLTIS,X,O,O,X,X,X
OZJLTSI,X,O,O,X,X,X
OZJLITS,X,O,O,X,X,O
OZJLIST,O,O,O,O,O,O
OZJLSTI,O,O,O,O,O,X
OZJLSIT,O,O,O,O,O,O
OZJSTIL,O,X,X,O,O,O
OZJSTLI,O,X,X,O,O,X
OZJSITL,O,X,X,O,O,O
OZJSILT,O,O,O,O,O,O
OZJSLTI,O,O,O,O,O,X
OZJSLIT,O,O,O,O,O,O
OZSTILJ,O,X,X,O,O,O
OZSTIJL,O,X,X,O,O,O
OZSTLIJ,O,X,X,O,O,X
OZSTLJI,O,X,X,O,O,X
OZSTJIL,O,X,X,O,O,O
OZSTJLI,O,X,X,O,O,X
OZSITLJ,O,X,X,O,O,O
OZSITJL,O,X,X,O,O,O
OZSILTJ,O,O,O,O,O,O
OZSILJT,O,O,O,O,O,O
OZSIJTL,O,X,X,O,O,O
OZSIJLT,O,O,O,O,O,O
OZSLTIJ,O,O,O,O,O,X
OZSLTJI,O,O,O,O,O,X
OZSLITJ,O,O,O,O,O,O
OZSLIJT,O,O,O,O,O,O
OZSLJTI,O,O,O,O,O,X
OZSLJIT,O,O,O,O,O,O
OZSJTIL,O,X,X,O,O,O
OZSJTLI,O,X,X,O,O,X
OZSJITL,O,X,X,O,O,O
OZSJILT,O,O,O,O,O,O
OZSJLTI,O,O,O,O,O,X
OZSJLIT,O,O,O,O,O,O
