sequence,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaBXeB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFWdBTZB?3aBRiB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaB0dBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFzXB3aB?RiBuiBcjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?CZBRiBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFTZB3aB?RiBGiB8sBFsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFRYBceB?3aBznBFnBGsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBWdB?RiB3nBcoBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBlYB?RiBusBfsBctB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBSeB?RiBznBfnBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?RiB3nBFoBCtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBxYB?FeBGiB8sBfsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Je26IvhFRYBceB?zcBqiB3fBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jey6IvhFUYBOjB?5nBfsBTkBFtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFTaBRiB?cjBqnBfnBlsB
LITZJOS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOJZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LITOSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOZJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIJTSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZOS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LIJSTOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LIJSZOT,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X
LIJSOTZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X
LIJZTSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZTOS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LIJZSOT,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
LIJZOTS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJZOST,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X
LIJOZTS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISTJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISTZJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LISTZOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LISTOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISTOZJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJTZO,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
LISJTOZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISJZTO,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X
LISJZOT,O,O,X,O,X,O,X,O,O,X,X,X,X,O,X
LISJOTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISJOZT,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X
LISZTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZTOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZJTO,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZJOT,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LISZOTJ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LISZOJT,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LISOTJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISOTZJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISOJTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISOJZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LISOZJT,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTJOS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
LIZJTOS,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X
LIZJSTO,X,X,X,X,O,X,X,X,O,X,O,X,X,O,X
LIZJSOT,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X
LIZJOTS,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X
LIZJOST,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
LIZSTJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSJOT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZSOJT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIZOTJS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X
LIZOJST,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
LIZOSTJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZOSJT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O
LIOTSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTZJS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LIOTZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LIOJTSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O
LIOJSTZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOJSZT,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O
LIOJZTS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LIOJZST,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LIOSTJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LIOSJZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
LIOSZTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LIOSZJT,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
LIOZTJS,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O
LIOZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOZJTS,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O
LIOZJST,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
LIOZSTJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O
LIOZSJT,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LJTISZO,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJTISOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZOS,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTSOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTZISO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTZSIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTZOIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTZOSI,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTOISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LJTOSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTOZIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITSZO,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJITSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITZOS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJISTOZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJISZOT,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJISOTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJIZTSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZTOS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJIZSOT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LJIZOTS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJIOZTS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJSITOZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJSIZOT,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJSIOTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJSZTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZTIOS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZTSIO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZTOIS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZITSO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJZITOS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LJZISOT,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
LJZIOTS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJZIOST,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZSTIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZSTOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZOTSI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZOITS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJZOIST,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJZOSTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJZOSIT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTIZS,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOTZIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOTZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOITSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X
LJOIZTS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOIZST,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJOZIST,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJOZSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSTIZJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSTIOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSTJIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LSTZJIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTZOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LSTOZJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSITJZO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSITJOZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSITZJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSITZOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSITOJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSITOZJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIJTZO,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
LSIJTOZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSIJZTO,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X
LSIJZOT,O,O,X,O,X,O,X,O,O,X,X,X,X,O,X
LSIJOTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSIJOZT,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X
LSIZTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSIZTOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSIZJTO,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
LSIZJOT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
LSIZOTJ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LSIZOJT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LSIOJTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSIOJZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LSIOZJT,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
LSJTIZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
LSJITOZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSJIZTO,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X
LSJIZOT,O,O,X,O,X,O,X,O,O,X,X,X,X,O,X
LSJIOTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSJIOZT,O,O,X,O,X,X,X,O,O,X,X,X,X,O,X
LSJZTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZIOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSZTIJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSZTJIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSZTJOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSZTOIJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSZITJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSZITOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LSZIJTO,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
LSZIJOT,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X
LSZIOTJ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LSZIOJT,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X
LSZJTIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSZJTOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSZJITO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LSZJIOT,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSZJOTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSZJOIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LSZOTJI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LSZOITJ,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LSZOJIT,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LSOTZJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOITJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSOITZJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LSOIJTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSOIJZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LSOIZJT,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LSOJZTI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSOJZIT,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
LSOZTJI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
LSOZITJ,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X
