sequence,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeRzXaAFLDmClc?JSAVDEHBEooRBJoAVBTHUFDqOBAAvhFXNBzLB6PB0JBOLBl?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVBMtPFDpOBAAvhFSTBXNB2QB0LBxOBl?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB03ntCM+AAAvhFVSB0LBGOB3HBiLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeXvXaAFLDmClc?JSAVDEHBEooRBToAVBa+dgCs/AAAvhFUNBxQBVOBTGBiHBG?PB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/rtCU+AAAvhFUNBGOBKLBfMBlMBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/9tCM+AAAvhFUNBGOBlLB3MBiLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/rtCU+AAAvhFUNBGOBiLB3MBlLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeVyXaAFLDmClc?JSAVDEHBEooRBUoAVBvSltC6/AAAvhFTLB6PBROB3HB0OBm?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTrXaAFLDmClc?JSAVDEHBEooRBPoAVBqHUWCU+AAAvhF+PBsOBXJBiMBVSBx?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBqHcgCsOBAAvhF+PBsOBXJBzHBiLBl?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeUtXaAFLDmClc?JSAVDEHBEooRBaoAVBK+LgCzOBAAvhF+PBROBKLBzGB3MBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8Je3sXaAFLDmClc?JSAVDEHBEooRBToAVBK+LgC6OBAAvhF+PBROBKLBzGBUNBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBqHcgC0CBAAvhF+PBsOBXJBzHBlLBi?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8Je3sXaAFLDmClc?JSAVDEHBEooRBToAVBK+TFDvOBAAvhF+PBROByLBUNBTLBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVB0HbPCMNBAAvhFVOBUKBzHB2LBSUB3?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeVyXaAFLDmClc?JSAVDEHBEooRBUoAVBqHMMCvCBAAvhF+PBsOBXJBxLBTLBi?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeV0XaAFLDmClc?JSAVDEHBEooRBUoAVBJtrgCqCBAAvhFxRB3LBUJBzHBGKBi?GB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ9aFDqOBAAvhFxRBXKBzHBsLBOLBF?JB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBzfrgC0CBAAvhF3LB+PBsOBzHBFJBi?GB
IOTSJZL,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
IOTSZLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOTSZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
IOTZLJS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X
IOTZLSJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
IOTZJLS,O,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X
IOTZJSL,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IOTZSLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOTZSJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
IOLTJSZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
IOLTJZS,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X,O,X,X
IOLTSJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
IOLTSZJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
IOLTZJS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X
IOLTZSJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
IOLJTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,O,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
IOLJSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOLJSZT,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
IOLJZTS,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOLJZST,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOLSTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
IOLSTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IOLSJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
IOLSJZT,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
IOLSZTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IOLSZJT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
IOLZTJS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
IOLZTSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZJTS,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X
IOLZJST,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X
IOLZSTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOLZSJT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
IOJTLSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJTLZS,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X,O,X,X
IOJTSLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IOJTSZL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
IOJTZLS,O,O,O,X,X,O,X,X,O,O,X,X,O,X,O,X,O,X,O
IOJTZSL,O,X,O,X,X,O,X,X,O,O,X,X,O,X,O,X,O,X,O
IOJLTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,O,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,X
IOJLSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
IOJLSZT,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
IOJLZTS,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOJLZST,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOJSTLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IOJSTZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
IOJSLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IOJSLZT,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
IOJSZTL,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
IOJSZLT,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
IOJZTLS,O,O,O,O,O,O,O,X,O,O,X,X,O,X,O,X,X,O,O
IOJZTSL,O,O,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,O
IOJZLTS,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,O
IOJZLST,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOJZSTL,O,O,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O
IOJZSLT,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOSTLJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IOSTLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSTJLZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IOSTJZL,O,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
IOSTZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSTZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
IOSLTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
IOSLTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IOSLJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
IOSLJZT,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
IOSLZTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IOSLZJT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
IOSJTLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IOSJTZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
IOSJLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
IOSJLZT,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
IOSJZTL,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
IOSJZLT,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O
IOSZTLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSZTJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IOSZLTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IOSZLJT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
IOSZJTL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSZJLT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
IOZTLJS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X
IOZTLSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IOZTJLS,O,X,O,O,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X
IOZTJSL,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IOZTSLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOZTSJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
IOZLTJS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
IOZLTSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLJTS,O,O,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X
IOZLJST,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X
IOZLSTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
IOZLSJT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
IOZJTLS,O,O,O,O,O,O,O,X,O,O,X,X,O,X,O,X,X,O,O
IOZJTSL,O,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,O
IOZJLTS,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,O
IOZJLST,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOZJSTL,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O
IOZJSLT,O,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,O,O
IOZSTLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOZSTJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
IOZSLTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
IOZSLJT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
IOZSJTL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZSJLT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LTIJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIJSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X
LTIJZOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LTIJOSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTIJOZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LTISJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTISJOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTISZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTISZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTISOJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTISOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTIZJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTIZJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTIZSJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTIZSOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTIZOJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTIZOSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTIOJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LTIOJZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LTIOSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTIOSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTIOZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTIOZSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTJISZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTJISOZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTJIZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X
LTJIZOS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X
LTJIOSZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTJIOZS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X
LTJSIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTJSIOZ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTJSZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTJSZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTJSOIZ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTJSOZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTJZISO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X
LTJZIOS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,O,X
LTJZSIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
LTJZSOI,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X
LTJZOIS,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTJZOSI,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTJOIZS,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTJOSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSIJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSIZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSIZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSIOZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSJIZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSJIOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X
LTSJZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSJZOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSJOIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTSJOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSZIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSZIOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSZJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSZJOI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSZOIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSZOJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSOIJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSOIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSOJIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
LTSOJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTSOZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTSOZJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZIJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZIJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZISJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZISOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTZIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZIOSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTZJISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZJIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LTZJSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZJSOI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZJOIS,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LTZJOSI,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZSIOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTZSJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZSJOI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZSOIJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LTZSOJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LTZOIJS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LTZOJSI,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOJIZS,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOJSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTOJZSI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LTOSJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LTOZJSI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITJSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X
LITJZOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
LITJOSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LITJOZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
LITSJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LITSJOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITSZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LITSZOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITSOJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITSOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITZJSO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LITZJOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LITZSJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LITZSOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITZOJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LITZOSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITOJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
LITOSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITOSZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LITOZJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
LITOZSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
LIJTSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJTZOS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
LIJSTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LIJSTOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LIJSZTO,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
LIJSZOT,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
LIJSOTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
LIJSOZT,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
LIJZTSO,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
LIJZTOS,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,O,O
