sequence,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEWhBxcBzfBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBGdB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBciBzfBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhEzbBCdB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBGdBigBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBzbBuhBc?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBuhBciBi?gBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBRcBciBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEegBCcBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhETdB0fBfnBm?lB6rB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhExcBzfBurBf?rBFsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBzfBurBc?sBFrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhESiB0fBzmBm?lBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEciBzfB5mBf?rBmrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhElcBzfBurBf?rBcsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhExcB0fBzmBf?mBCsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEXgBxhBCiB8?rBmqB
IZOJTLS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOJTSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IZOJLST,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X
IZOJSTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IZOJSLT,X,X,O,O,X,O,X,O,X,X,O,X,X,O,O,X,O,X
IZOSTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
IZOSTJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IZOSLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
IZOSLJT,X,X,O,O,X,O,X,O,X,X,O,X,X,O,O,X,O,O
IZOSJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IZOSJLT,X,X,X,O,X,O,X,O,X,X,O,X,X,O,O,X,O,O
IOTLJSZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTLJZS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTLSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOTJLSZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTJLZS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTJSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTJZSL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTSJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOTZJLS,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTZJSL,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
IOTZSJL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLTZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLJTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOLJTZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOLJSZT,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
IOLJZTS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLJZST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X
IOLSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZTJS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZJTS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLZJST,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLZSJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
IOJTLSZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOJTLZS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJTSLZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOJTSZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTZLS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJTZSL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJLTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOJLTZS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOJLSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOJLSZT,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
IOJLZTS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJLZST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X
IOJSTLZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJSTZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJSLTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOJSLZT,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
IOJSZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJSZLT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
IOJZTLS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZTSL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZLTS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJZLST,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X
IOJZSTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
IOJZSLT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
IOSTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
IOSTZJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
IOSLZJT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
IOSJTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOSZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
IOSZTJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
IOSZLJT,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
IOSZJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZJLT,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
IOZTLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZTLSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZTJLS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZTJSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZTSJL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLTJS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLJTS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLJST,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
IOZLSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZLSJT,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X
IOZJTLS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZJTSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZJLST,X,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
IOZJSTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IOZJSLT,X,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X
IOZSTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZSTJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IOZSLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
IOZSLJT,X,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X
IOZSJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
IOZSJLT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X
LTIJSZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJZSO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIJZOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTIJOSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJOZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTISJZO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTISZJO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISZOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTIZJOS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTIZSJO,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTIZSOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIZOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOJZS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIZSO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJIZOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTJIOSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIOZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJSIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJSZIO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTJZIOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTJZSIO,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTJZOIS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTJZOSI,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOISZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJOIZS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJOSZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTJOZSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIJZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSIZJO,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSZJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSZJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZISJO,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZISOJ,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZJIOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZJSIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZJOIS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZJOSI,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LTZSIJO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZOJSI,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOIJZS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOISJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJIZS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJSZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOJZSI,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZISJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJZSO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITJZOS,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LITJOSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJOZS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSZJO,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LITZSJO,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOJZS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOSJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTOSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTOZS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTZO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJOTSZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
