sequence,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXYBTZBUcB1?iBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBceBGdBi?dBThBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBTZBFdB0?dBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBSeBUdBm?dBThBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFXXBGZBzdBi?hB8hBFrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFlXBGZBzdBX?mB8mBarB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFTZBFcB0dBX?dBSrBOrB,v115@zgC8GeD8EeE8BeG8CeH8AeE8Jex1IvhFzXBCZBXeBO?rBlrB8qB
JOISLZT,X,X,X,X,O,O,X,X
JOISZTL,X,X,X,X,X,O,X,X
JOISZLT,X,O,X,X,X,O,X,X
JOIZTLS,X,X,X,X,O,X,X,X
JOIZTSL,X,X,X,X,X,X,O,X
JOIZLTS,X,X,X,X,O,X,O,X
JOIZLST,X,X,X,X,O,X,X,X
JOIZSTL,X,X,X,X,X,O,X,X
JOIZSLT,X,O,X,X,X,O,X,X
JOLTISZ,O,X,O,X,O,X,X,X
JOLTIZS,O,X,O,X,O,X,O,X
JOLTSIZ,O,X,O,X,O,X,X,X
JOLTSZI,O,X,O,X,O,X,X,X
JOLTZIS,O,X,O,X,O,X,O,X
JOLTZSI,O,X,O,X,O,X,O,X
JOLITSZ,O,X,O,X,O,X,X,X
JOLITZS,O,X,O,X,O,X,O,X
JOLISTZ,X,X,O,X,X,X,X,X
JOLISZT,X,X,O,X,O,O,X,X
JOLIZTS,X,X,O,X,O,X,O,X
JOLIZST,X,X,O,X,O,X,X,X
JOLSTIZ,X,X,O,X,X,X,X,X
JOLSTZI,X,X,O,X,X,X,X,X
JOLSITZ,X,X,O,X,X,X,X,X
JOLSIZT,X,X,O,X,O,O,X,X
JOLSZTI,X,X,O,X,O,O,X,X
JOLSZIT,X,X,O,X,O,O,X,X
JOLZTIS,X,X,O,X,O,X,O,X
JOLZTSI,X,X,O,X,O,X,O,X
JOLZITS,X,X,O,X,O,X,O,X
JOLZIST,X,X,O,X,O,X,X,X
JOLZSTI,X,X,O,X,O,X,X,X
JOLZSIT,X,X,O,X,O,X,X,X
JOSTILZ,X,X,X,X,O,X,X,O
JOSTIZL,X,X,O,X,X,O,X,O
JOSTLIZ,X,X,X,X,O,X,X,O
JOSTLZI,X,X,X,X,O,X,X,O
JOSTZIL,X,X,O,X,X,O,X,O
JOSTZLI,X,X,X,X,X,O,X,O
JOSITLZ,X,X,X,X,O,X,X,X
JOSITZL,X,X,O,X,X,O,X,X
JOSILTZ,X,X,X,X,X,X,X,X
JOSILZT,X,X,X,X,O,O,X,X
JOSIZTL,X,X,X,X,X,O,X,X
JOSIZLT,X,O,X,X,X,O,X,X
JOSLTIZ,X,X,X,X,X,X,X,O
JOSLTZI,X,X,X,X,X,X,X,O
JOSLITZ,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,O,O,X,X
JOSLZTI,X,X,X,X,O,O,X,X
JOSLZIT,X,X,X,X,O,O,X,X
JOSZTIL,X,X,X,X,X,O,X,X
JOSZTLI,X,X,X,X,X,O,X,X
JOSZITL,X,X,X,X,X,O,X,X
JOSZILT,X,O,X,X,X,O,X,X
JOSZLTI,X,X,X,X,X,O,X,X
JOSZLIT,X,O,X,X,X,O,X,X
JOZTILS,X,X,X,X,O,X,X,X
JOZTISL,X,X,X,X,X,X,O,X
JOZTLIS,X,X,X,X,O,X,X,X
JOZTLSI,X,X,X,X,O,X,X,X
JOZTSIL,X,X,X,X,X,X,O,X
JOZTSLI,X,X,X,X,X,X,O,X
JOZITLS,X,X,X,X,O,X,X,X
JOZITSL,X,X,X,X,X,X,O,X
JOZILTS,X,X,X,X,O,X,O,X
JOZILST,X,X,X,X,O,X,X,X
JOZISTL,X,X,X,X,X,O,X,X
JOZISLT,X,O,X,X,X,O,X,X
JOZLTIS,X,X,X,X,O,X,O,X
JOZLTSI,X,X,X,X,O,X,O,X
JOZLITS,X,X,X,X,O,X,O,X
JOZLIST,X,X,X,X,O,X,X,X
JOZLSTI,X,X,X,X,O,X,X,X
JOZLSIT,X,X,X,X,O,X,X,X
JOZSTIL,X,X,X,X,X,O,X,X
JOZSTLI,X,X,X,X,X,O,X,X
JOZSITL,X,X,X,X,X,O,X,X
JOZSILT,X,O,X,X,X,O,X,X
JOZSLTI,X,X,X,X,X,O,X,X
JOZSLIT,X,O,X,X,X,O,X,X
STILJZO,O,O,X,O,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,X,X,X
STILZOJ,O,X,X,O,X,X,X,X
STILOJZ,O,X,X,O,O,X,X,X
STILOZJ,O,X,O,O,O,X,X,X
STIJLZO,X,O,X,O,X,X,X,X
STIJLOZ,X,X,X,X,X,X,X,X
STIJZLO,X,O,X,O,X,O,X,X
STIJZOL,O,O,X,X,X,O,X,X
STIJOLZ,X,X,X,X,O,X,X,X
STIJOZL,O,O,O,X,X,O,X,X
STIZLJO,X,O,X,O,X,O,X,X
STIZLOJ,O,X,X,O,X,O,X,X
STIZJLO,X,O,X,O,X,O,X,X
STIZJOL,O,O,X,X,X,O,X,X
STIZOLJ,O,O,O,O,X,O,O,X
STIZOJL,O,O,O,X,X,O,O,X
STIOLJZ,O,O,X,O,O,X,X,X
STIOLZJ,O,O,O,O,O,X,X,X
STIOJLZ,X,O,X,O,O,X,X,X
STIOJZL,O,O,O,O,X,O,X,X
STIOZLJ,O,O,O,O,X,O,O,X
STIOZJL,O,O,O,O,X,O,O,X
STLIJZO,O,O,X,O,X,X,X,X
STLIJOZ,O,X,O,X,X,X,X,X
STLIZJO,O,O,X,O,X,X,X,X
STLIZOJ,O,X,O,O,X,X,X,X
STLIOJZ,O,X,O,O,O,X,X,X
STLIOZJ,O,X,O,O,O,X,X,X
STLJIZO,O,O,X,O,X,X,X,O
STLJIOZ,O,X,O,X,X,X,X,O
STLJZIO,O,O,X,O,X,X,X,O
STLJZOI,O,O,X,O,X,X,X,O
STLJOIZ,O,X,O,X,X,X,X,O
STLJOZI,O,X,O,X,X,X,X,O
STLZIJO,O,O,X,O,X,X,X,X
STLZIOJ,O,X,O,O,X,X,X,X
STLZJIO,O,O,X,O,X,X,X,X
STLZJOI,O,O,X,O,X,X,X,X
STLZOIJ,O,X,O,O,X,X,X,X
STLZOJI,O,X,O,O,X,X,X,X
STLOIJZ,O,X,O,O,O,X,X,X
STLOIZJ,O,X,O,O,O,X,X,X
STLOJIZ,O,X,O,O,O,X,X,X
STLOJZI,O,X,O,O,O,X,X,X
STLOZIJ,O,X,O,O,O,X,X,X
STLOZJI,O,X,O,O,O,X,X,X
STJILZO,X,O,X,O,X,X,X,O
STJILOZ,X,X,X,X,X,X,X,O
STJIZLO,X,O,X,O,X,O,X,O
STJIZOL,O,O,X,X,X,O,X,O
STJIOLZ,X,X,X,X,O,X,X,O
STJIOZL,O,O,O,X,X,O,X,O
STJLIZO,O,O,X,O,X,X,X,O
STJLIOZ,O,X,X,X,X,X,X,O
STJLZIO,O,O,X,O,X,X,X,O
STJLZOI,O,O,X,O,X,X,X,O
STJLOIZ,O,X,X,X,X,X,X,O
STJLOZI,O,X,X,X,X,X,X,O
STJZILO,X,O,X,O,X,O,X,O
STJZIOL,O,O,X,X,X,O,X,O
STJZLIO,X,O,X,O,X,O,X,O
STJZLOI,X,O,X,O,X,O,X,O
STJZOIL,O,O,X,X,X,O,X,O
STJZOLI,O,O,X,X,X,X,X,O
STJOILZ,X,X,X,X,O,X,X,O
STJOIZL,O,O,O,X,X,O,X,O
STJOLIZ,O,X,X,X,O,X,X,O
STJOLZI,O,X,X,X,O,X,X,O
STJOZIL,O,O,O,X,X,O,X,O
STJOZLI,O,O,X,X,X,O,X,O
STZILJO,X,O,X,O,X,O,X,X
STZILOJ,O,X,X,O,X,O,X,X
STZIJLO,X,O,X,O,X,O,X,X
STZIJOL,O,O,X,X,X,O,X,X
STZIOLJ,O,O,O,O,X,O,O,X
STZIOJL,O,O,O,X,X,O,O,X
STZLIJO,O,O,X,O,X,O,X,X
STZLIOJ,O,X,X,O,X,O,X,X
STZLJIO,O,O,X,O,X,O,X,X
STZLJOI,O,O,X,O,X,O,X,X
STZLOIJ,O,X,X,O,X,O,X,X
STZLOJI,O,X,X,O,X,O,X,X
STZJILO,X,O,X,O,X,O,X,X
STZJIOL,O,O,X,X,X,O,X,X
STZJLIO,X,O,X,O,X,O,X,X
STZJLOI,X,O,X,O,X,O,X,X
STZJOIL,O,O,X,X,X,O,X,X
STZJOLI,O,O,X,X,X,O,X,X
STZOILJ,O,O,O,O,X,O,O,X
STZOIJL,O,O,O,X,X,O,O,X
STZOLIJ,O,O,O,O,X,O,O,X
STZOLJI,O,O,X,O,X,O,O,X
STZOJIL,O,O,O,X,X,O,O,X
STZOJLI,O,O,X,X,X,O,O,X
STOILJZ,O,O,X,O,O,X,X,X
STOILZJ,O,O,O,O,O,X,X,X
STOIJLZ,X,O,X,O,O,X,X,X
STOIJZL,O,O,O,O,X,O,X,X
STOIZLJ,O,O,O,O,X,O,O,X
STOIZJL,O,O,O,O,X,O,O,X
STOLIJZ,O,O,O,O,O,X,X,X
STOLIZJ,O,O,O,O,O,X,X,X
STOLJIZ,O,O,O,O,O,X,X,X
STOLJZI,O,O,O,O,O,X,X,X
STOLZIJ,O,O,O,O,O,X,X,X
STOLZJI,O,O,O,O,O,X,X,X
STOJILZ,X,O,X,O,O,X,X,X
STOJIZL,O,O,O,O,X,O,X,X
STOJLIZ,O,O,X,O,O,X,X,X
STOJLZI,O,O,X,O,O,X,X,X
STOJZIL,O,O,O,O,X,O,X,X
STOJZLI,O,O,X,O,X,O,X,X
STOZILJ,O,O,O,O,X,O,O,X
STOZIJL,O,O,O,O,X,O,O,X
STOZLIJ,O,O,O,O,X,O,O,X
STOZLJI,O,O,X,O,X,O,O,X
STOZJIL,O,O,O,O,X,O,O,X
STOZJLI,O,O,X,O,X,O,O,X
SITLJZO,O,O,X,O,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,X,X,X
SITLZOJ,O,X,X,O,X,X,X,X
SITLOJZ,O,X,X,O,O,X,X,X
SITLOZJ,O,X,O,O,O,X,X,X
SITJLZO,X,O,X,O,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,X
SITJZLO,X,O,X,O,X,O,X,X
SITJZOL,O,O,X,X,X,O,X,X
SITJOLZ,X,X,X,X,O,X,X,X
SITJOZL,O,O,O,X,X,O,X,X
SITZLJO,X,O,X,O,X,O,X,X
SITZLOJ,O,X,X,O,X,O,X,X
SITZJLO,X,O,X,O,X,O,X,X
SITZJOL,O,O,X,X,X,O,X,X
SITZOLJ,O,O,O,O,X,O,O,X
SITZOJL,O,O,O,X,X,O,O,X
SITOLJZ,O,O,X,O,O,X,X,X
SITOLZJ,O,O,O,O,O,X,X,X
SITOJLZ,X,O,X,O,O,X,X,X
SITOJZL,O,O,O,O,X,O,X,X
SITOZLJ,O,O,O,O,X,O,O,X
SITOZJL,O,O,O,O,X,O,O,X
SILTJZO,O,O,X,O,X,X,X,X
SILTJOZ,O,X,O,X,X,X,X,X
SILTZJO,O,O,X,O,X,X,X,X
SILTZOJ,O,X,O,O,X,X,O,X
SILTOJZ,O,X,O,O,X,X,X,X
SILTOZJ,O,X,O,O,X,X,O,X
SILJTZO,X,X,O,X,X,X,X,O
SILJTOZ,X,X,O,X,X,X,X,O
SILJZTO,X,O,O,O,X,O,X,X
SILJZOT,X,O,O,O,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,X
SILJOZT,X,X,O,X,X,O,X,X
SILZTJO,O,O,X,O,X,O,X,X
SILZTOJ,O,X,O,X,X,O,O,X
SILZJTO,X,O,X,O,X,O,X,X
SILZJOT,X,O,X,O,X,X,X,X
SILZOTJ,X,X,O,X,X,O,O,X
SILZOJT,X,X,X,O,X,O,X,X
SILOTJZ,O,X,O,X,X,X,X,X
SILOTZJ,O,X,O,X,X,X,O,X
SILOJTZ,X,X,O,X,X,X,X,X
SILOJZT,X,X,O,X,O,O,X,X
SILOZTJ,X,X,O,X,O,O,O,X
SILOZJT,X,X,X,O,O,O,X,X
SIJTLZO,X,O,X,O,X,X,X,O
SIJTLOZ,X,X,X,X,X,X,X,O
SIJTZLO,X,O,X,O,X,O,X,O
SIJTZOL,X,O,X,X,X,O,X,O
SIJTOLZ,X,X,X,X,O,X,X,O
SIJTOZL,X,O,O,X,X,O,X,O
SIJLTZO,X,X,X,X,X,X,X,O
SIJLTOZ,X,X,X,X,X,X,X,O
SIJLZTO,X,O,X,O,X,O,X,X
SIJLZOT,X,O,X,O,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,O,X,X
SIJZTLO,X,O,X,X,X,O,X,X
SIJZTOL,X,O,X,X,X,O,X,X
SIJZLTO,X,O,X,O,X,O,X,X
SIJZLOT,X,O,X,O,X,O,X,X
SIJZOTL,X,X,X,X,X,O,X,X
SIJZOLT,X,O,X,X,X,O,X,X
SIJOTLZ,X,X,X,X,O,X,X,X
SIJOTZL,X,X,O,X,X,O,X,X
SIJOLTZ,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,O,X,X
SIJOZTL,X,X,X,X,X,O,X,X
SIJOZLT,X,O,X,X,X,O,X,X
SIZTLJO,X,O,X,O,X,O,X,X
SIZTLOJ,O,X,X,O,X,O,X,X
SIZTJLO,X,O,X,O,X,O,X,X
SIZTJOL,O,O,X,X,X,O,X,X
SIZTOLJ,O,O,O,O,X,O,O,X
SIZTOJL,O,O,O,X,X,O,O,X
SIZLTJO,X,O,X,O,X,O,X,X
SIZLTOJ,X,X,X,X,X,O,O,X
SIZLJTO,X,O,X,O,X,O,X,X
SIZLJOT,X,O,X,O,X,O,X,X
SIZLOTJ,X,X,X,X,X,O,O,X
SIZLOJT,X,X,X,O,X,O,X,X
SIZJTLO,X,O,X,X,X,O,X,X
SIZJTOL,X,O,X,X,X,O,X,X
SIZJLTO,X,O,X,O,X,O,X,X
SIZJLOT,X,O,X,O,X,O,X,X
SIZJOTL,X,X,X,X,X,O,X,X
SIZJOLT,X,O,X,X,X,O,X,X
SIZOTLJ,X,X,O,X,X,O,O,X
SIZOTJL,X,O,O,X,X,O,O,X
SIZOLTJ,X,X,X,X,X,O,O,X
SIZOLJT,X,X,X,O,X,O,X,X
SIZOJTL,X,X,X,X,X,O,X,X
SIZOJLT,X,O,X,X,X,O,X,X
SIOTLJZ,O,X,X,X,O,X,X,X
SIOTLZJ,O,X,O,O,O,X,X,X
SIOTJLZ,X,X,X,X,O,X,X,X
SIOTJZL,O,O,O,X,X,O,X,X
SIOTZLJ,O,X,O,O,X,O,O,X
SIOTZJL,O,O,O,X,X,O,O,X
SIOLTJZ,O,X,O,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,X,O,X
SIOLJTZ,X,X,O,X,X,X,X,X
SIOLJZT,X,X,O,X,O,O,X,X
SIOLZTJ,X,X,O,X,O,O,O,X
SIOLZJT,X,X,X,O,O,O,X,X
SIOJTLZ,X,X,X,X,O,X,X,X
SIOJTZL,X,X,O,X,X,O,X,X
SIOJLTZ,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,O,O,X,X
SIOJZTL,X,X,X,X,X,O,X,X
SIOJZLT,X,O,X,X,X,O,X,X
SIOZTLJ,X,X,O,X,X,O,O,X
SIOZTJL,X,O,O,X,X,O,O,X
SIOZLTJ,X,X,X,X,X,O,O,X
SIOZLJT,X,X,X,O,X,O,X,X
SIOZJTL,X,X,X,X,X,O,X,X
SIOZJLT,X,O,X,X,X,O,X,X
SLTIJZO,O,O,X,O,X,X,X,X
SLTIJOZ,O,X,O,X,X,X,X,X
SLTIZJO,O,O,X,O,X,X,X,X
SLTIZOJ,O,X,O,O,X,X,O,X
SLTIOJZ,O,X,O,O,X,X,X,X
SLTIOZJ,O,X,O,O,X,X,O,X
SLTJIZO,O,O,X,O,X,X,X,O
SLTJIOZ,O,X,O,X,X,X,X,O
SLTJZIO,O,O,X,O,X,X,X,O
SLTJZOI,O,O,X,O,X,X,X,O
SLTJOIZ,O,X,O,X,X,X,X,O
SLTJOZI,O,X,O,X,X,X,X,O
SLTZIJO,O,O,X,O,X,X,X,X
SLTZIOJ,O,X,O,O,X,X,O,X
SLTZJIO,O,O,X,O,X,X,X,X
SLTZJOI,O,O,X,O,X,X,X,X
SLTZOIJ,O,X,O,O,X,X,O,X
SLTZOJI,O,X,O,O,X,X,O,X
SLTOIJZ,O,X,O,O,X,X,X,X
SLTOIZJ,O,X,O,O,X,X,O,X
SLTOJIZ,O,X,O,O,X,X,X,X
SLTOJZI,O,X,O,O,X,X,X,X
SLTOZIJ,O,X,O,O,X,X,O,X
SLTOZJI,O,X,O,O,X,X,O,X
SLITJZO,O,O,X,O,X,X,X,X
SLITJOZ,O,X,O,X,X,X,X,X
SLITZJO,O,O,X,O,X,X,X,X
SLITZOJ,O,X,O,O,X,X,O,X
SLITOJZ,O,X,O,O,X,X,X,X
SLITOZJ,O,X,O,O,X,X,O,X
SLIJTZO,X,X,O,X,X,X,X,O
SLIJTOZ,X,X,O,X,X,X,X,O
SLIJZTO,X,O,O,O,X,O,X,X
SLIJZOT,X,O,O,O,X,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,X
SLIJOZT,X,X,O,X,X,O,X,X
SLIZTJO,O,O,X,O,X,O,X,X
SLIZTOJ,O,X,O,X,X,O,O,X
SLIZJTO,X,O,X,O,X,O,X,X
SLIZJOT,X,O,X,O,X,X,X,X
SLIZOTJ,X,X,O,X,X,O,O,X
SLIZOJT,X,X,X,O,X,O,X,X
SLIOTJZ,O,X,O,X,X,X,X,X
SLIOTZJ,O,X,O,X,X,X,O,X
SLIOJTZ,X,X,O,X,X,X,X,X
SLIOJZT,X,X,O,X,O,O,X,X
SLIOZTJ,X,X,O,X,O,O,O,X
SLIOZJT,X,X,X,O,O,O,X,X
SLJTIZO,X,X,O,X,X,X,X,O
SLJTIOZ,X,X,O,X,X,X,X,O
SLJTZIO,X,X,O,X,X,X,X,O
SLJTZOI,X,X,O,X,X,X,X,O
SLJTOIZ,X,X,O,X,X,X,X,O
SLJTOZI,X,X,O,X,X,X,X,O
SLJITZO,X,X,O,X,X,X,X,O
SLJITOZ,X,X,O,X,X,X,X,O
SLJIZTO,X,O,O,O,X,O,X,X
SLJIZOT,X,O,O,O,X,X,X,X
SLJIOTZ,X,X,O,X,X,X,X,X
SLJIOZT,X,X,O,X,X,O,X,X
SLJZTIO,X,O,O,O,X,O,X,O
SLJZTOI,X,X,O,X,X,O,X,O
SLJZITO,X,O,O,O,X,O,X,X
SLJZIOT,X,O,O,O,X,O,X,X
SLJZOTI,X,X,O,X,X,O,X,X
SLJZOIT,X,O,O,O,X,O,X,X
SLJOTIZ,X,X,O,X,X,X,X,O
SLJOTZI,X,X,O,X,X,X,X,O
SLJOITZ,X,X,O,X,X,X,X,X
SLJOIZT,X,X,O,X,X,O,X,X
SLJOZTI,X,X,O,X,X,O,X,X
SLJOZIT,X,X,O,X,X,O,X,X
SLZTIJO,O,O,X,O,X,O,X,X
SLZTIOJ,O,X,O,X,X,O,O,X
SLZTJIO,O,O,X,O,X,O,X,X
SLZTJOI,O,O,X,X,X,O,X,X
SLZTOIJ,O,X,O,X,X,O,O,X
SLZTOJI,O,X,O,X,X,O,O,X
SLZITJO,O,O,X,O,X,O,X,X
SLZITOJ,O,X,O,X,X,O,O,X
SLZIJTO,X,O,X,O,X,O,X,X
SLZIJOT,X,O,X,O,X,O,X,X
SLZIOTJ,X,X,O,X,X,O,O,X
SLZIOJT,X,X,X,O,X,O,X,X
SLZJTIO,X,O,X,O,X,O,X,O
SLZJTOI,X,X,X,X,X,O,X,O
SLZJITO,X,O,X,O,X,O,X,X
SLZJIOT,X,O,X,O,X,O,X,X
SLZJOTI,X,X,X,X,X,O,X,X
SLZJOIT,X,O,X,O,X,O,X,X
SLZOTIJ,X,X,O,X,X,O,O,X
SLZOTJI,X,X,O,X,X,O,O,X
SLZOITJ,X,X,O,X,X,O,O,X
SLZOIJT,X,X,X,O,X,O,X,X
SLZOJTI,X,X,X,X,X,O,X,X
SLZOJIT,X,X,X,O,X,O,X,X
SLOTIJZ,O,X,O,X,X,X,X,X
SLOTIZJ,O,X,O,X,X,X,O,X
SLOTJIZ,O,X,O,X,X,X,X,X
SLOTJZI,O,X,O,X,X,X,X,X
SLOTZIJ,O,X,O,X,X,X,O,X
SLOTZJI,O,X,O,X,X,X,O,X
SLOITJZ,O,X,O,X,X,X,X,X
SLOITZJ,O,X,O,X,X,X,O,X
SLOIJTZ,X,X,O,X,X,X,X,X
SLOIJZT,X,X,O,X,O,O,X,X
SLOIZTJ,X,X,O,X,O,O,O,X
SLOIZJT,X,X,X,O,O,O,X,X
SLOJTIZ,X,X,O,X,X,X,X,O
SLOJTZI,X,X,O,X,X,X,X,O
SLOJITZ,X,X,O,X,X,X,X,X
SLOJIZT,X,X,O,X,O,O,X,X
SLOJZTI,X,X,O,X,O,O,X,X
SLOJZIT,X,X,O,X,O,O,X,X
SLOZTIJ,X,X,O,X,O,O,O,X
SLOZTJI,X,X,O,X,O,O,O,X
SLOZITJ,X,X,O,X,O,O,O,X
SLOZIJT,X,X,X,O,O,O,X,X
SLOZJTI,X,X,X,X,O,O,X,X
SLOZJIT,X,X,X,O,O,O,X,X
SJTILZO,X,O,X,O,X,X,X,O
SJTILOZ,X,X,X,X,X,X,X,O
SJTIZLO,X,O,X,O,X,O,X,O
SJTIZOL,X,O,X,X,X,O,X,O
SJTIOLZ,X,X,X,X,O,X,X,O
SJTIOZL,X,O,O,X,X,O,X,O
SJTLIZO,X,O,X,O,X,X,X,O
SJTLIOZ,X,X,X,X,X,X,X,O
SJTLZIO,X,O,X,O,X,X,X,O
SJTLZOI,X,O,X,O,X,X,X,O
SJTLOIZ,X,X,X,X,X,X,X,O
SJTLOZI,X,X,X,X,X,X,X,O
SJTZILO,X,O,X,O,X,O,X,O
SJTZIOL,X,O,X,X,X,O,X,O
SJTZLIO,X,O,X,O,X,O,X,O
SJTZLOI,X,O,X,O,X,O,X,O
SJTZOIL,X,O,X,X,X,O,X,O
SJTZOLI,X,O,X,X,X,X,X,O
SJTOILZ,X,X,X,X,O,X,X,O
SJTOIZL,X,O,O,X,X,O,X,O
SJTOLIZ,X,X,X,X,O,X,X,O
SJTOLZI,X,X,X,X,O,X,X,O
SJTOZIL,X,O,O,X,X,O,X,O
SJTOZLI,X,O,X,X,X,O,X,O
SJITLZO,X,O,X,O,X,X,X,O
SJITLOZ,X,X,X,X,X,X,X,O
SJITZLO,X,O,X,O,X,O,X,O
SJITZOL,X,O,X,X,X,O,X,O
SJITOLZ,X,X,X,X,O,X,X,O
SJITOZL,X,O,O,X,X,O,X,O
SJILTZO,X,X,X,X,X,X,X,O
SJILTOZ,X,X,X,X,X,X,X,O
SJILZTO,X,O,X,O,X,O,X,X
SJILZOT,X,O,X,O,X,X,X,X
SJILOTZ,X,X,X,X,X,X,X,X
SJILOZT,X,X,X,X,X,O,X,X
SJIZTLO,X,O,X,X,X,O,X,X
SJIZTOL,X,O,X,X,X,O,X,X
SJIZLTO,X,O,X,O,X,O,X,X
SJIZLOT,X,O,X,O,X,O,X,X
SJIZOTL,X,X,X,X,X,O,X,X
SJIZOLT,X,O,X,X,X,O,X,X
SJIOTLZ,X,X,X,X,O,X,X,X
SJIOTZL,X,X,O,X,X,O,X,X
SJIOLTZ,X,X,X,X,X,X,X,X
SJIOLZT,X,X,X,X,O,O,X,X
SJIOZTL,X,X,X,X,X,O,X,X
SJIOZLT,X,O,X,X,X,O,X,X
SJLTIZO,X,X,X,X,X,X,X,O
SJLTIOZ,X,X,X,X,X,X,X,O
SJLTZIO,X,X,X,X,X,X,X,O
SJLTZOI,X,X,X,X,X,X,X,O
SJLTOIZ,X,X,X,X,X,X,X,O
SJLTOZI,X,X,X,X,X,X,X,O
SJLITZO,X,X,X,X,X,X,X,O
SJLITOZ,X,X,X,X,X,X,X,O
SJLIZTO,X,O,X,O,X,O,X,X
SJLIZOT,X,O,X,O,X,X,X,X
SJLIOTZ,X,X,X,X,X,X,X,X
SJLIOZT,X,X,X,X,X,O,X,X
SJLZTIO,X,O,X,O,X,O,X,O
SJLZTOI,X,X,X,X,X,O,X,O
SJLZITO,X,O,X,O,X,O,X,X
SJLZIOT,X,O,X,O,X,O,X,X
SJLZOTI,X,X,X,X,X,O,X,X
SJLZOIT,X,O,X,O,X,O,X,X
SJLOTIZ,X,X,X,X,X,X,X,O
SJLOTZI,X,X,X,X,X,X,X,O
SJLOITZ,X,X,X,X,X,X,X,X
SJLOIZT,X,X,X,X,X,O,X,X
SJLOZTI,X,X,X,X,X,O,X,X
SJLOZIT,X,X,X,X,X,O,X,X
SJZTILO,X,O,X,X,X,O,X,O
SJZTIOL,X,O,X,X,X,O,X,O
SJZTLIO,X,O,X,X,X,O,X,O
SJZTLOI,X,O,X,X,X,O,X,O
SJZTOIL,X,O,X,X,X,O,X,O
SJZTOLI,X,O,X,X,X,O,X,O
SJZITLO,X,O,X,X,X,O,X,X
SJZITOL,X,O,X,X,X,O,X,X
SJZILTO,X,O,X,O,X,O,X,X
SJZILOT,X,O,X,O,X,O,X,X
SJZIOTL,X,X,X,X,X,O,X,X
SJZIOLT,X,O,X,X,X,O,X,X
SJZLTIO,X,O,X,O,X,O,X,O
SJZLTOI,X,X,X,X,X,O,X,O
SJZLITO,X,O,X,O,X,O,X,X
SJZLIOT,X,O,X,O,X,O,X,X
SJZLOTI,X,X,X,X,X,O,X,X
SJZLOIT,X,O,X,O,X,O,X,X
SJZOTIL,X,X,X,X,X,O,X,X
SJZOTLI,X,X,X,X,X,O,X,X
SJZOITL,X,X,X,X,X,O,X,X
SJZOILT,X,O,X,X,X,O,X,X
SJZOLTI,X,X,X,X,X,O,X,X
SJZOLIT,X,O,X,X,X,O,X,X
SJOTILZ,X,X,X,X,O,X,X,O
SJOTIZL,X,X,O,X,X,O,X,O
SJOTLIZ,X,X,X,X,O,X,X,O
SJOTLZI,X,X,X,X,O,X,X,O
SJOTZIL,X,X,O,X,X,O,X,O
SJOTZLI,X,X,X,X,X,O,X,O
SJOITLZ,X,X,X,X,O,X,X,X
SJOITZL,X,X,O,X,X,O,X,X
SJOILTZ,X,X,X,X,X,X,X,X
SJOILZT,X,X,X,X,O,O,X,X
SJOIZTL,X,X,X,X,X,O,X,X
SJOIZLT,X,O,X,X,X,O,X,X
SJOLTIZ,X,X,X,X,X,X,X,O
SJOLTZI,X,X,X,X,X,X,X,O
SJOLITZ,X,X,X,X,X,X,X,X
SJOLIZT,X,X,X,X,O,O,X,X
SJOLZTI,X,X,X,X,O,O,X,X
SJOLZIT,X,X,X,X,O,O,X,X
SJOZTIL,X,X,X,X,X,O,X,X
SJOZTLI,X,X,X,X,X,O,X,X
SJOZITL,X,X,X,X,X,O,X,X
SJOZILT,X,O,X,X,X,O,X,X
SJOZLTI,X,X,X,X,X,O,X,X
SJOZLIT,X,O,X,X,X,O,X,X
SZTILJO,X,O,X,O,X,O,X,X
SZTILOJ,O,X,X,O,X,O,X,X
SZTIJLO,X,O,X,O,X,O,X,X
SZTIJOL,O,O,X,X,X,O,X,X
SZTIOLJ,O,O,O,O,X,O,O,X
SZTIOJL,O,O,O,X,X,O,O,X
SZTLIJO,X,O,X,O,X,O,X,X
