sequence,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBTPB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeTDJvhFKZB6UB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBJQB?uaBzLBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeaDJvhFvaBeRB?TLBUhBqcBpeB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8Jeq8IvhFKYBTjB?fZBJQBuaBUhB
LSOZLJTI,O,O,O,O,O
LSOZLJIT,O,O,O,O,O
LSOZJTIL,X,O,O,O,O
LSOZJTLI,X,O,O,O,O
LSOZJITL,X,O,O,O,O
LSOZJILT,O,O,O,O,O
LSOZJLTI,O,O,O,O,O
LSOZJLIT,O,O,O,O,O
LZTILJSO,O,X,O,X,X
LZTILJOS,O,X,O,X,O
LZTILSJO,O,X,O,O,X
LZTILSOJ,O,X,X,O,X
LZTILOJS,O,X,X,X,O
LZTILOSJ,O,X,X,X,O
LZTIJLSO,O,X,O,X,X
LZTIJLOS,O,X,O,X,O
LZTIJSLO,O,X,O,X,X
LZTIJSOL,X,X,O,X,X
LZTIJOLS,X,X,O,X,O
LZTIJOSL,X,X,O,X,O
LZTISLJO,O,X,O,O,X
LZTISLOJ,O,X,X,O,X
LZTISJLO,O,X,O,O,X
LZTISJOL,X,X,O,O,X
LZTISOLJ,X,X,X,O,X
LZTISOJL,X,X,X,O,X
LZTIOLJS,X,X,X,X,O
LZTIOLSJ,X,X,X,X,O
LZTIOJLS,X,X,X,X,O
LZTIOJSL,X,X,X,X,O
LZTIOSLJ,X,X,X,X,O
LZTIOSJL,X,X,X,X,O
LZTLIJSO,O,X,O,X,X
LZTLIJOS,O,X,O,X,O
LZTLISJO,O,X,O,O,X
LZTLISOJ,O,X,X,O,X
LZTLIOJS,O,X,X,X,O
LZTLIOSJ,O,X,X,X,O
LZTLJISO,O,X,O,X,X
LZTLJIOS,O,X,O,X,O
LZTLJSIO,O,X,O,X,X
LZTLJSOI,O,X,O,X,X
LZTLJOIS,O,X,O,X,O
LZTLJOSI,O,X,O,X,O
LZTLSIJO,O,X,O,O,X
LZTLSIOJ,O,X,X,O,X
LZTLSJIO,O,X,O,O,X
LZTLSJOI,O,X,O,O,X
LZTLSOIJ,O,X,X,O,X
LZTLSOJI,O,X,X,O,X
LZTLOIJS,O,X,X,X,O
LZTLOISJ,O,X,X,X,O
LZTLOJIS,O,X,X,X,O
LZTLOJSI,O,X,X,X,O
LZTLOSIJ,O,X,X,X,O
LZTLOSJI,O,X,X,X,O
LZTJILSO,O,X,O,X,X
LZTJILOS,O,X,O,X,O
LZTJISLO,O,X,O,X,X
LZTJISOL,X,X,O,X,X
LZTJIOLS,X,X,O,X,O
LZTJIOSL,X,X,O,X,O
LZTJLISO,O,X,O,X,X
LZTJLIOS,O,X,O,X,O
LZTJLSIO,O,X,O,X,X
LZTJLSOI,O,X,O,X,X
LZTJLOIS,O,X,O,X,O
LZTJLOSI,O,X,O,X,O
LZTJSILO,O,X,O,X,X
LZTJSIOL,X,X,O,X,X
LZTJSLIO,O,X,O,X,X
LZTJSLOI,O,X,O,X,X
LZTJSOIL,X,X,O,X,X
LZTJSOLI,X,X,O,X,X
LZTJOILS,X,X,O,X,O
LZTJOISL,X,X,O,X,O
LZTJOLIS,X,X,O,X,O
LZTJOLSI,X,X,O,X,O
LZTJOSIL,X,X,O,X,O
LZTJOSLI,X,X,O,X,O
LZTSILJO,O,X,O,O,X
LZTSILOJ,O,X,X,O,X
LZTSIJLO,O,X,O,O,X
LZTSIJOL,X,X,O,O,X
LZTSIOLJ,X,X,X,O,X
LZTSIOJL,X,X,X,O,X
LZTSLIJO,O,X,O,O,X
LZTSLIOJ,O,X,X,O,X
LZTSLJIO,O,X,O,O,X
LZTSLJOI,O,X,O,O,X
LZTSLOIJ,O,X,X,O,X
LZTSLOJI,O,X,X,O,X
LZTSJILO,O,X,O,O,X
LZTSJIOL,X,X,O,O,X
LZTSJLIO,O,X,O,O,X
LZTSJLOI,O,X,O,O,X
LZTSJOIL,X,X,O,O,X
LZTSJOLI,X,X,O,O,X
LZTSOILJ,X,X,X,O,X
LZTSOIJL,X,X,X,O,X
LZTSOLIJ,X,X,X,O,X
LZTSOLJI,X,X,X,O,X
LZTSOJIL,X,X,X,O,X
LZTSOJLI,X,X,X,O,X
LZTOILJS,X,X,X,X,O
LZTOILSJ,X,X,X,X,O
LZTOIJLS,X,X,X,X,O
LZTOIJSL,X,X,X,X,O
LZTOISLJ,X,X,X,X,O
LZTOISJL,X,X,X,X,O
LZTOLIJS,X,X,X,X,O
LZTOLISJ,X,X,X,X,O
LZTOLJIS,X,X,X,X,O
LZTOLJSI,X,X,X,X,O
LZTOLSIJ,X,X,X,X,O
LZTOLSJI,X,X,X,X,O
LZTOJILS,X,X,X,X,O
LZTOJISL,X,X,X,X,O
LZTOJLIS,X,X,X,X,O
LZTOJLSI,X,X,X,X,O
LZTOJSIL,X,X,X,X,O
LZTOJSLI,X,X,X,X,O
LZTOSILJ,X,X,X,X,O
LZTOSIJL,X,X,X,X,O
LZTOSLIJ,X,X,X,X,O
LZTOSLJI,X,X,X,X,O
LZTOSJIL,X,X,X,X,O
LZTOSJLI,X,X,X,X,O
LZITLJSO,O,X,O,X,X
LZITLJOS,O,X,O,X,O
LZITLSJO,O,X,O,O,X
LZITLSOJ,O,X,X,O,X
LZITLOJS,O,X,X,X,O
LZITLOSJ,O,X,X,X,O
LZITJLSO,O,X,O,X,X
LZITJLOS,O,X,O,X,O
LZITJSLO,O,X,O,X,X
LZITJSOL,X,X,O,X,X
LZITJOLS,X,X,O,X,O
LZITJOSL,X,X,O,X,O
LZITSLJO,O,X,O,O,X
LZITSLOJ,O,X,X,O,X
LZITSJLO,O,X,O,O,X
LZITSJOL,X,X,O,O,X
LZITSOLJ,X,X,X,O,X
LZITSOJL,X,X,X,O,X
LZITOLJS,X,X,X,X,O
LZITOLSJ,X,X,X,X,O
LZITOJLS,X,X,X,X,O
LZITOJSL,X,X,X,X,O
LZITOSLJ,X,X,X,X,O
LZITOSJL,X,X,X,X,O
LZILTJSO,O,X,O,X,X
LZILTJOS,O,X,O,X,O
LZILTSJO,O,X,O,O,X
LZILTSOJ,O,X,X,O,X
LZILTOJS,O,X,X,X,O
LZILTOSJ,O,X,X,X,O
LZILJTSO,O,X,O,X,X
LZILJTOS,O,X,O,X,O
LZILJSTO,O,X,O,O,X
LZILJSOT,O,X,O,O,O
LZILJOTS,O,X,O,X,O
LZILJOST,O,X,O,X,O
LZILSTJO,O,X,O,O,X
LZILSTOJ,O,X,X,O,X
LZILSJTO,O,X,O,O,X
LZILSJOT,O,X,O,O,O
LZILSOTJ,O,X,X,O,O
LZILSOJT,O,X,O,O,O
LZILOTJS,O,X,X,X,O
LZILOTSJ,O,X,X,X,O
LZILOJTS,O,X,O,X,O
LZILOJST,O,X,O,X,O
LZILOSTJ,O,X,X,O,O
LZILOSJT,O,X,O,O,O
LZIJTLSO,O,X,O,X,X
LZIJTLOS,O,X,O,X,O
LZIJTSLO,O,X,O,X,X
LZIJTSOL,X,X,O,X,X
LZIJTOLS,X,X,O,X,O
LZIJTOSL,X,X,O,X,O
LZIJLTSO,O,X,O,X,X
LZIJLTOS,O,X,O,X,O
LZIJLSTO,O,X,O,O,X
LZIJLSOT,O,X,O,O,O
LZIJLOTS,O,X,O,X,O
LZIJLOST,O,X,O,X,O
LZIJSTLO,O,X,O,O,X
LZIJSTOL,X,X,O,O,X
LZIJSLTO,O,X,O,O,X
LZIJSLOT,O,X,O,O,O
LZIJSOTL,X,O,O,O,O
LZIJSOLT,O,O,O,O,O
LZIJOTLS,X,O,O,X,O
LZIJOTSL,X,O,O,X,O
LZIJOLTS,O,O,O,X,O
LZIJOLST,O,O,O,X,O
LZIJOSTL,X,O,O,X,O
LZIJOSLT,O,O,O,X,O
LZISTLJO,O,X,O,O,X
LZISTLOJ,O,X,X,O,X
LZISTJLO,O,X,O,O,X
LZISTJOL,X,X,O,O,X
LZISTOLJ,X,X,X,O,X
LZISTOJL,X,X,X,O,X
LZISLTJO,O,X,O,O,X
LZISLTOJ,O,X,X,O,X
LZISLJTO,O,X,O,O,X
LZISLJOT,O,X,O,O,O
LZISLOTJ,O,X,X,O,O
LZISLOJT,O,X,O,O,O
LZISJTLO,O,X,O,O,X
LZISJTOL,X,X,O,O,X
LZISJLTO,O,X,O,O,X
LZISJLOT,O,X,O,O,O
LZISJOTL,X,O,O,O,O
LZISJOLT,O,O,O,O,O
LZISOTLJ,X,O,X,O,O
LZISOTJL,X,O,X,O,O
LZISOLTJ,O,O,X,O,O
LZISOLJT,O,O,O,O,O
LZISOJTL,X,O,O,O,O
LZISOJLT,O,O,O,O,O
LZIOTLJS,X,O,X,X,O
LZIOTLSJ,X,O,X,X,O
LZIOTJLS,X,O,X,X,O
LZIOTJSL,X,O,X,X,O
LZIOTSLJ,X,O,X,X,O
LZIOTSJL,X,O,X,X,O
LZIOLTJS,O,O,X,X,O
LZIOLTSJ,O,O,X,X,O
LZIOLJTS,O,O,O,X,O
LZIOLJST,O,O,O,X,O
LZIOLSTJ,O,O,X,O,O
LZIOLSJT,O,O,O,O,O
LZIOJTLS,X,O,O,X,O
LZIOJTSL,X,O,O,X,O
LZIOJLTS,O,O,O,X,O
LZIOJLST,O,O,O,X,O
LZIOJSTL,X,O,O,X,O
LZIOJSLT,O,O,O,X,O
LZIOSTLJ,X,O,X,O,O
LZIOSTJL,X,O,X,O,O
LZIOSLTJ,O,O,X,O,O
LZIOSLJT,O,O,O,O,O
LZIOSJTL,X,O,O,O,O
LZIOSJLT,O,O,O,O,O
LZLTIJSO,O,X,O,X,X
LZLTIJOS,O,X,O,X,O
LZLTISJO,O,X,O,O,X
LZLTISOJ,O,X,X,O,X
LZLTIOJS,O,X,X,X,O
LZLTIOSJ,O,X,X,X,O
LZLTJISO,O,X,O,X,X
LZLTJIOS,O,X,O,X,O
LZLTJSIO,O,X,O,X,X
LZLTJSOI,O,X,O,X,X
LZLTJOIS,O,X,O,X,O
LZLTJOSI,O,X,O,X,O
LZLTSIJO,O,X,O,O,X
LZLTSIOJ,O,X,X,O,X
LZLTSJIO,O,X,O,O,X
LZLTSJOI,O,X,O,O,X
LZLTSOIJ,O,X,X,O,X
LZLTSOJI,O,X,X,O,X
LZLTOIJS,O,X,X,X,O
LZLTOISJ,O,X,X,X,O
LZLTOJIS,O,X,X,X,O
LZLTOJSI,O,X,X,X,O
LZLTOSIJ,O,X,X,X,O
LZLTOSJI,O,X,X,X,O
LZLITJSO,O,X,O,X,X
LZLITJOS,O,X,O,X,O
LZLITSJO,O,X,O,O,X
LZLITSOJ,O,X,X,O,X
LZLITOJS,O,X,X,X,O
LZLITOSJ,O,X,X,X,O
LZLIJTSO,O,X,O,X,X
LZLIJTOS,O,X,O,X,O
LZLIJSTO,O,X,O,O,X
LZLIJSOT,O,X,O,O,O
LZLIJOTS,O,X,O,X,O
LZLIJOST,O,X,O,X,O
LZLISTJO,O,X,O,O,X
LZLISTOJ,O,X,X,O,X
LZLISJTO,O,X,O,O,X
LZLISJOT,O,X,O,O,O
LZLISOTJ,O,X,X,O,O
LZLISOJT,O,X,O,O,O
LZLIOTJS,O,X,X,X,O
LZLIOTSJ,O,X,X,X,O
LZLIOJTS,O,X,O,X,O
LZLIOJST,O,X,O,X,O
LZLIOSTJ,O,X,X,O,O
LZLIOSJT,O,X,O,O,O
LZLJTISO,O,X,O,X,X
LZLJTIOS,O,X,O,X,O
LZLJTSIO,O,X,O,X,X
LZLJTSOI,O,X,O,X,X
LZLJTOIS,O,X,O,X,O
LZLJTOSI,O,X,O,X,O
LZLJITSO,O,X,O,X,X
LZLJITOS,O,X,O,X,O
LZLJISTO,O,X,O,O,X
LZLJISOT,O,X,O,O,O
LZLJIOTS,O,X,O,X,O
LZLJIOST,O,X,O,X,O
LZLJSTIO,O,X,O,O,X
LZLJSTOI,O,X,O,O,X
LZLJSITO,O,X,O,O,X
LZLJSIOT,O,X,O,O,O
LZLJSOTI,O,X,O,O,O
LZLJSOIT,O,X,O,O,O
LZLJOTIS,O,X,O,X,O
LZLJOTSI,O,X,O,X,O
LZLJOITS,O,X,O,X,O
LZLJOIST,O,X,O,X,O
LZLJOSTI,O,X,O,X,O
LZLJOSIT,O,X,O,X,O
LZLSTIJO,O,X,O,O,X
LZLSTIOJ,O,X,X,O,X
LZLSTJIO,O,X,O,O,X
LZLSTJOI,O,X,O,O,X
LZLSTOIJ,O,X,X,O,X
LZLSTOJI,O,X,X,O,X
LZLSITJO,O,X,O,O,X
LZLSITOJ,O,X,X,O,X
LZLSIJTO,O,X,O,O,X
LZLSIJOT,O,X,O,O,O
LZLSIOTJ,O,X,X,O,O
LZLSIOJT,O,X,O,O,O
LZLSJTIO,O,X,O,O,X
LZLSJTOI,O,X,O,O,X
LZLSJITO,O,X,O,O,X
LZLSJIOT,O,X,O,O,O
LZLSJOTI,O,X,O,O,O
LZLSJOIT,O,X,O,O,O
LZLSOTIJ,O,X,X,O,O
LZLSOTJI,O,X,X,O,O
LZLSOITJ,O,X,X,O,O
LZLSOIJT,O,X,O,O,O
LZLSOJTI,O,X,O,O,O
LZLSOJIT,O,X,O,O,O
LZLOTIJS,O,X,X,X,O
LZLOTISJ,O,X,X,X,O
LZLOTJIS,O,X,X,X,O
LZLOTJSI,O,X,X,X,O
LZLOTSIJ,O,X,X,X,O
LZLOTSJI,O,X,X,X,O
LZLOITJS,O,X,X,X,O
LZLOITSJ,O,X,X,X,O
LZLOIJTS,O,X,O,X,O
LZLOIJST,O,X,O,X,O
LZLOISTJ,O,X,X,O,O
LZLOISJT,O,X,O,O,O
LZLOJTIS,O,X,O,X,O
LZLOJTSI,O,X,O,X,O
LZLOJITS,O,X,O,X,O
LZLOJIST,O,X,O,X,O
LZLOJSTI,O,X,O,X,O
LZLOJSIT,O,X,O,X,O
LZLOSTIJ,O,X,X,O,O
LZLOSTJI,O,X,X,O,O
LZLOSITJ,O,X,X,O,O
LZLOSIJT,O,X,O,O,O
LZLOSJTI,O,X,O,O,O
LZLOSJIT,O,X,O,O,O
LZJTILSO,O,X,O,X,X
LZJTILOS,O,X,O,X,O
LZJTISLO,O,X,O,X,X
LZJTISOL,X,X,O,X,X
LZJTIOLS,X,X,O,X,O
LZJTIOSL,X,X,O,X,O
LZJTLISO,O,X,O,X,X
LZJTLIOS,O,X,O,X,O
LZJTLSIO,O,X,O,X,X
LZJTLSOI,O,X,O,X,X
LZJTLOIS,O,X,O,X,O
LZJTLOSI,O,X,O,X,O
LZJTSILO,O,X,O,X,X
LZJTSIOL,X,X,O,X,X
LZJTSLIO,O,X,O,X,X
LZJTSLOI,O,X,O,X,X
LZJTSOIL,X,X,O,X,X
LZJTSOLI,X,X,O,X,X
LZJTOILS,X,X,O,X,O
LZJTOISL,X,X,O,X,O
LZJTOLIS,X,X,O,X,O
LZJTOLSI,X,X,O,X,O
LZJTOSIL,X,X,O,X,O
LZJTOSLI,X,X,O,X,O
LZJITLSO,O,X,O,X,X
LZJITLOS,O,X,O,X,O
LZJITSLO,O,X,O,X,X
LZJITSOL,X,X,O,X,X
LZJITOLS,X,X,O,X,O
LZJITOSL,X,X,O,X,O
LZJILTSO,O,X,O,X,X
LZJILTOS,O,X,O,X,O
LZJILSTO,O,X,O,O,X
LZJILSOT,O,X,O,O,O
LZJILOTS,O,X,O,X,O
LZJILOST,O,X,O,X,O
LZJISTLO,O,X,O,O,X
LZJISTOL,X,X,O,O,X
LZJISLTO,O,X,O,O,X
LZJISLOT,O,X,O,O,O
LZJISOTL,X,O,O,O,O
LZJISOLT,O,O,O,O,O
LZJIOTLS,X,O,O,X,O
LZJIOTSL,X,O,O,X,O
LZJIOLTS,O,O,O,X,O
LZJIOLST,O,O,O,X,O
LZJIOSTL,X,O,O,X,O
LZJIOSLT,O,O,O,X,O
LZJLTISO,O,X,O,X,X
LZJLTIOS,O,X,O,X,O
LZJLTSIO,O,X,O,X,X
LZJLTSOI,O,X,O,X,X
LZJLTOIS,O,X,O,X,O
LZJLTOSI,O,X,O,X,O
LZJLITSO,O,X,O,X,X
LZJLITOS,O,X,O,X,O
LZJLISTO,O,X,O,O,X
LZJLISOT,O,X,O,O,O
LZJLIOTS,O,X,O,X,O
LZJLIOST,O,X,O,X,O
LZJLSTIO,O,X,O,O,X
LZJLSTOI,O,X,O,O,X
LZJLSITO,O,X,O,O,X
LZJLSIOT,O,X,O,O,O
LZJLSOTI,O,X,O,O,O
LZJLSOIT,O,X,O,O,O
LZJLOTIS,O,X,O,X,O
LZJLOTSI,O,X,O,X,O
LZJLOITS,O,X,O,X,O
LZJLOIST,O,X,O,X,O
LZJLOSTI,O,X,O,X,O
LZJLOSIT,O,X,O,X,O
LZJSTILO,O,X,O,O,X
LZJSTIOL,X,X,O,O,X
LZJSTLIO,O,X,O,O,X
LZJSTLOI,O,X,O,O,X
LZJSTOIL,X,X,O,O,X
LZJSTOLI,X,X,O,O,X
LZJSITLO,O,X,O,O,X
LZJSITOL,X,X,O,O,X
LZJSILTO,O,X,O,O,X
LZJSILOT,O,X,O,O,O
LZJSIOTL,X,O,O,O,O
LZJSIOLT,O,O,O,O,O
LZJSLTIO,O,X,O,O,X
LZJSLTOI,O,X,O,O,X
LZJSLITO,O,X,O,O,X
LZJSLIOT,O,X,O,O,O
LZJSLOTI,O,X,O,O,O
LZJSLOIT,O,X,O,O,O
LZJSOTIL,X,O,O,O,O
LZJSOTLI,X,O,O,O,O
LZJSOITL,X,O,O,O,O
LZJSOILT,O,O,O,O,O
LZJSOLTI,O,O,O,O,O
LZJSOLIT,O,O,O,O,O
LZJOTILS,X,O,O,X,O
LZJOTISL,X,O,O,X,O
LZJOTLIS,X,O,O,X,O
LZJOTLSI,X,O,O,X,O
LZJOTSIL,X,O,O,X,O
LZJOTSLI,X,O,O,X,O
LZJOITLS,X,O,O,X,O
LZJOITSL,X,O,O,X,O
LZJOILTS,O,O,O,X,O
LZJOILST,O,O,O,X,O
LZJOISTL,X,O,O,X,O
LZJOISLT,O,O,O,X,O
LZJOLTIS,O,O,O,X,O
LZJOLTSI,O,O,O,X,O
LZJOLITS,O,O,O,X,O
LZJOLIST,O,O,O,X,O
LZJOLSTI,O,O,O,X,O
LZJOLSIT,O,O,O,X,O
LZJOSTIL,X,O,O,X,O
LZJOSTLI,X,O,O,X,O
LZJOSITL,X,O,O,X,O
LZJOSILT,O,O,O,X,O
LZJOSLTI,O,O,O,X,O
LZJOSLIT,O,O,O,X,O
LZSTILJO,O,X,O,O,X
LZSTILOJ,O,X,X,O,X
LZSTIJLO,O,X,O,O,X
LZSTIJOL,X,X,O,O,X
LZSTIOLJ,X,X,X,O,X
LZSTIOJL,X,X,X,O,X
LZSTLIJO,O,X,O,O,X
LZSTLIOJ,O,X,X,O,X
LZSTLJIO,O,X,O,O,X
LZSTLJOI,O,X,O,O,X
LZSTLOIJ,O,X,X,O,X
LZSTLOJI,O,X,X,O,X
LZSTJILO,O,X,O,O,X
LZSTJIOL,X,X,O,O,X
LZSTJLIO,O,X,O,O,X
LZSTJLOI,O,X,O,O,X
LZSTJOIL,X,X,O,O,X
LZSTJOLI,X,X,O,O,X
LZSTOILJ,X,X,X,O,X
LZSTOIJL,X,X,X,O,X
LZSTOLIJ,X,X,X,O,X
LZSTOLJI,X,X,X,O,X
LZSTOJIL,X,X,X,O,X
LZSTOJLI,X,X,X,O,X
LZSITLJO,O,X,O,O,X
LZSITLOJ,O,X,X,O,X
LZSITJLO,O,X,O,O,X
LZSITJOL,X,X,O,O,X
LZSITOLJ,X,X,X,O,X
LZSITOJL,X,X,X,O,X
LZSILTJO,O,X,O,O,X
LZSILTOJ,O,X,X,O,X
LZSILJTO,O,X,O,O,X
LZSILJOT,O,X,O,O,O
LZSILOTJ,O,X,X,O,O
LZSILOJT,O,X,O,O,O
LZSIJTLO,O,X,O,O,X
LZSIJTOL,X,X,O,O,X
LZSIJLTO,O,X,O,O,X
LZSIJLOT,O,X,O,O,O
LZSIJOTL,X,O,O,O,O
LZSIJOLT,O,O,O,O,O
LZSIOTLJ,X,O,X,O,O
LZSIOTJL,X,O,X,O,O
LZSIOLTJ,O,O,X,O,O
LZSIOLJT,O,O,O,O,O
LZSIOJTL,X,O,O,O,O
LZSIOJLT,O,O,O,O,O
LZSLTIJO,O,X,O,O,X
LZSLTIOJ,O,X,X,O,X
LZSLTJIO,O,X,O,O,X
LZSLTJOI,O,X,O,O,X
LZSLTOIJ,O,X,X,O,X
LZSLTOJI,O,X,X,O,X
LZSLITJO,O,X,O,O,X
LZSLITOJ,O,X,X,O,X
LZSLIJTO,O,X,O,O,X
LZSLIJOT,O,X,O,O,O
LZSLIOTJ,O,X,X,O,O
LZSLIOJT,O,X,O,O,O
LZSLJTIO,O,X,O,O,X
LZSLJTOI,O,X,O,O,X
LZSLJITO,O,X,O,O,X
LZSLJIOT,O,X,O,O,O
LZSLJOTI,O,X,O,O,O
LZSLJOIT,O,X,O,O,O
LZSLOTIJ,O,X,X,O,O
LZSLOTJI,O,X,X,O,O
LZSLOITJ,O,X,X,O,O
LZSLOIJT,O,X,O,O,O
LZSLOJTI,O,X,O,O,O
LZSLOJIT,O,X,O,O,O
LZSJTILO,O,X,O,O,X
LZSJTIOL,X,X,O,O,X
LZSJTLIO,O,X,O,O,X
LZSJTLOI,O,X,O,O,X
LZSJTOIL,X,X,O,O,X
LZSJTOLI,X,X,O,O,X
LZSJITLO,O,X,O,O,X
LZSJITOL,X,X,O,O,X
LZSJILTO,O,X,O,O,X
LZSJILOT,O,X,O,O,O
LZSJIOTL,X,O,O,O,O
LZSJIOLT,O,O,O,O,O
LZSJLTIO,O,X,O,O,X
LZSJLTOI,O,X,O,O,X
LZSJLITO,O,X,O,O,X
LZSJLIOT,O,X,O,O,O
LZSJLOTI,O,X,O,O,O
LZSJLOIT,O,X,O,O,O
LZSJOTIL,X,O,O,O,O
LZSJOTLI,X,O,O,O,O
LZSJOITL,X,O,O,O,O
LZSJOILT,O,O,O,O,O
LZSJOLTI,O,O,O,O,O
LZSJOLIT,O,O,O,O,O
LZSOTILJ,X,O,X,O,O
LZSOTIJL,X,O,X,O,O
LZSOTLIJ,X,O,X,O,O
LZSOTLJI,X,O,X,O,O
LZSOTJIL,X,O,X,O,O
LZSOTJLI,X,O,X,O,O
LZSOITLJ,X,O,X,O,O
LZSOITJL,X,O,X,O,O
LZSOILTJ,O,O,X,O,O
LZSOILJT,O,O,O,O,O
LZSOIJTL,X,O,O,O,O
LZSOIJLT,O,O,O,O,O
LZSOLTIJ,O,O,X,O,O
LZSOLTJI,O,O,X,O,O
LZSOLITJ,O,O,X,O,O
LZSOLIJT,O,O,O,O,O
LZSOLJTI,O,O,O,O,O
LZSOLJIT,O,O,O,O,O
LZSOJTIL,X,O,O,O,O
LZSOJTLI,X,O,O,O,O
LZSOJITL,X,O,O,O,O
LZSOJILT,O,O,O,O,O
LZSOJLTI,O,O,O,O,O
LZSOJLIT,O,O,O,O,O
LZOTILJS,X,O,X,X,O
LZOTILSJ,X,O,X,X,O
LZOTIJLS,X,O,X,X,O
LZOTIJSL,X,O,X,X,O
LZOTISLJ,X,O,X,X,O
LZOTISJL,X,O,X,X,O
LZOTLIJS,X,O,X,X,O
LZOTLISJ,X,O,X,X,O
LZOTLJIS,X,O,X,X,O
LZOTLJSI,X,O,X,X,O
LZOTLSIJ,X,O,X,X,O
LZOTLSJI,X,O,X,X,O
LZOTJILS,X,O,X,X,O
LZOTJISL,X,O,X,X,O
LZOTJLIS,X,O,X,X,O
LZOTJLSI,X,O,X,X,O
LZOTJSIL,X,O,X,X,O
LZOTJSLI,X,O,X,X,O
LZOTSILJ,X,O,X,X,O
LZOTSIJL,X,O,X,X,O
LZOTSLIJ,X,O,X,X,O
LZOTSLJI,X,O,X,X,O
LZOTSJIL,X,O,X,X,O
LZOTSJLI,X,O,X,X,O
LZOITLJS,X,O,X,X,O
LZOITLSJ,X,O,X,X,O
LZOITJLS,X,O,X,X,O
LZOITJSL,X,O,X,X,O
LZOITSLJ,X,O,X,X,O
LZOITSJL,X,O,X,X,O
LZOILTJS,O,O,X,X,O
LZOILTSJ,O,O,X,X,O
LZOILJTS,O,O,O,X,O
LZOILJST,O,O,O,X,O
LZOILSTJ,O,O,X,O,O
LZOILSJT,O,O,O,O,O
LZOIJTLS,X,O,O,X,O
LZOIJTSL,X,O,O,X,O
LZOIJLTS,O,O,O,X,O
LZOIJLST,O,O,O,X,O
LZOIJSTL,X,O,O,X,O
LZOIJSLT,O,O,O,X,O
LZOISTLJ,X,O,X,O,O
LZOISTJL,X,O,X,O,O
LZOISLTJ,O,O,X,O,O
LZOISLJT,O,O,O,O,O
LZOISJTL,X,O,O,O,O
LZOISJLT,O,O,O,O,O
LZOLTIJS,O,O,X,X,O
LZOLTISJ,O,O,X,X,O
LZOLTJIS,O,O,X,X,O
LZOLTJSI,O,O,X,X,O
LZOLTSIJ,O,O,X,X,O
LZOLTSJI,O,O,X,X,O
LZOLITJS,O,O,X,X,O
LZOLITSJ,O,O,X,X,O
LZOLIJTS,O,O,O,X,O
LZOLIJST,O,O,O,X,O
LZOLISTJ,O,O,X,O,O
LZOLISJT,O,O,O,O,O
LZOLJTIS,O,O,O,X,O
LZOLJTSI,O,O,O,X,O
LZOLJITS,O,O,O,X,O
LZOLJIST,O,O,O,X,O
LZOLJSTI,O,O,O,X,O
LZOLJSIT,O,O,O,X,O
LZOLSTIJ,O,O,X,O,O
LZOLSTJI,O,O,X,O,O
LZOLSITJ,O,O,X,O,O
LZOLSIJT,O,O,O,O,O
LZOLSJTI,O,O,O,O,O
LZOLSJIT,O,O,O,O,O
LZOJTILS,X,O,O,X,O
LZOJTISL,X,O,O,X,O
LZOJTLIS,X,O,O,X,O
LZOJTLSI,X,O,O,X,O
LZOJTSIL,X,O,O,X,O
LZOJTSLI,X,O,O,X,O
LZOJITLS,X,O,O,X,O
LZOJITSL,X,O,O,X,O
LZOJILTS,O,O,O,X,O
LZOJILST,O,O,O,X,O
LZOJISTL,X,O,O,X,O
LZOJISLT,O,O,O,X,O
LZOJLTIS,O,O,O,X,O
LZOJLTSI,O,O,O,X,O
LZOJLITS,O,O,O,X,O
LZOJLIST,O,O,O,X,O
LZOJLSTI,O,O,O,X,O
LZOJLSIT,O,O,O,X,O
LZOJSTIL,X,O,O,X,O
LZOJSTLI,X,O,O,X,O
LZOJSITL,X,O,O,X,O
LZOJSILT,O,O,O,X,O
LZOJSLTI,O,O,O,X,O
LZOJSLIT,O,O,O,X,O
LZOSTILJ,X,O,X,O,O
LZOSTIJL,X,O,X,O,O
LZOSTLIJ,X,O,X,O,O
LZOSTLJI,X,O,X,O,O
LZOSTJIL,X,O,X,O,O
LZOSTJLI,X,O,X,O,O
LZOSITLJ,X,O,X,O,O
LZOSITJL,X,O,X,O,O
LZOSILTJ,O,O,X,O,O
LZOSILJT,O,O,O,O,O
LZOSIJTL,X,O,O,O,O
LZOSIJLT,O,O,O,O,O
LZOSLTIJ,O,O,X,O,O
LZOSLTJI,O,O,X,O,O
LZOSLITJ,O,O,X,O,O
LZOSLIJT,O,O,O,O,O
LZOSLJTI,O,O,O,O,O
LZOSLJIT,O,O,O,O,O
LZOSJTIL,X,O,O,O,O
LZOSJTLI,X,O,O,O,O
LZOSJITL,X,O,O,O,O
LZOSJILT,O,O,O,O,O
LZOSJLTI,O,O,O,O,O
LZOSJLIT,O,O,O,O,O
LOTILJSZ,X,O,X,X,O
LOTILJZS,X,O,X,X,O
