sequence,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ3jFDqOBAAvhFRmBzfB3dB0bBOfBlhB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VB6+ytCp/AAAvhF0hB1lBTfB3iBRhBmfB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBz+aFDp/AAAvhFXiB1lBTfBUhBRiBmfB,v115@RhG8AeH8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ9aFDqOBAAvhFxlBfiBzbBsfBOfBliB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBJNegCs/AAAvhFxkB/jBFiBTaBibBGiB,v115@RhG8AeH8AeC8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBa9KxCqCBAAvhF0fB/jBTdBlgBGcBifB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJ9KWCqOBAAvhFxlB/jBzbBifBGdBlfB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBpvbgCsOBAAvhFxkBGjBfiBTaBibBliB,v115@RhG8AeH8AeC8JeTCYaAFLDmClcJSAVDEHBEooRBPoA?VBJtjxCqCBAAvhFRlB/jBUcBVgBOfBCiB,v115@RhG8AeH8AeC8JeUBYaAFLDmClcJSAVDEHBEooRBaoA?VBJtHgCsOBAAvhFxkB/jBGiBTaBibBFiB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJ9KxCqCBAAvhFxlB/jBzbBlfBGdBifB,v115@RhG8AeH8AeC8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBK9KWC6OBAAvhF2kB/jBTdBShB0aBlgB,v115@RhG8AeH8AeC8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBPtjWC0/AAAvhFTfB/jB0cB6iB1gBmfB,v115@RhG8AeH8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBadNPCvCBAAvhF0fB/jBxgBGdBzgBifB,v115@RhG8AeH8AeC8Je2FYaAFLDmClcJSAVDEHBEooRBKoA?VBPNmFDM+AAAvhFTfB/jBVhBUdBSnBxfB,v115@RhG8AeH8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBUdNPCvCBAAvhFVmB/jBxfBGdBTfBigB,v115@RhG8AeH8AeC8Je0AYaAFLDmClcJSAVDEHBEooRBaoA?VBUd9VCv/AAAvhF1kB/jBxhBiaBTiBGhB,v115@RhG8AeH8AeC8JeyEYaAFLDmClcJSAVDEHBEooRBMoA?VBzPFgC6OBAAvhF/jB+iBRhBTaB0gBlhB,v115@RhG8AeH8AeC8JeWHYaAFLDmClcJSAVDEHBEooRBKoA?VBTH8LC6OBAAvhF/jBTdBKfBRgBUgBFhB,v115@RhG8AeH8AeC8Je2EYaAFLDmClcJSAVDEHBEooRBKoA?VBTejxCMHBAAvhF/jBxgBUdBlaBSnBzgB
LTSZOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSOJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSOZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LTZIJOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZISJO,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LTZISOJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZIOJS,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZJISO,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LTZJIOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LTZJSOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LTZSIOJ,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZSJIO,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LTZSJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZSOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZOJIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZOSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTOJIZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTOJSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTOSJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOZJIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOZSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LITJSOZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LITJZSO,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITJZOS,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LITJOZS,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITSJZO,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSJOZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LITSZJO,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LITSOJZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LITSOZJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LITZJSO,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITZJOS,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITZSJO,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITZSOJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITZOJS,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITZOSJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITOJSZ,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LITOJZS,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LITOSJZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LITOSZJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LITOZJS,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LITOZSJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIJTSZO,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJTZSO,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJTOZS,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJSZTO,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIJSZOT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIJSOTZ,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJSOZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIJZTSO,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIJZTOS,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIJZSOT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIJZOTS,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIJOTSZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJOTZS,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJOSZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIJOZTS,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LISTJZO,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTJOZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LISTZJO,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LISTZOJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LISTOJZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISTOZJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LISJTZO,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISJTOZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LISJZTO,O,O,O,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LISJZOT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LISJOTZ,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LISJOZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LISZTJO,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LISZTOJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LISZJTO,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LISZJOT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,O,X
LISZOTJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LISZOJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LISOTJZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOTZJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LISOJTZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LISOJZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LISOZTJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LISOZJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZTJSO,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZTJOS,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZTSJO,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZTOJS,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZJTSO,O,O,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZJTOS,O,O,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZJSTO,O,O,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZJSOT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,O,X
LIZJOTS,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZJOST,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,O,X
LIZSTJO,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZSJTO,O,O,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZSJOT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,O,X
LIZSOTJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZOTJS,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZOJTS,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZOJST,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIZOSJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIOTJSZ,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LIOTZJS,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIOTZSJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIOJTSZ,O,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIOJTZS,O,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIOJSZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIOJZTS,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIOSTJZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
LIOSJTZ,O,O,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIOSJZT,O,X,X,O,O,X,O,O,X,O,X,O,X,X,X,X,X,O,O,X
LIOSZTJ,O,O,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIOSZJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIOZTJS,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIOZJTS,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIOZJST,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LIOZSJT,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTISOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTIZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJTIOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJTSZIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTSOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
LJTSOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTZISO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTZOIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTZOSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTOISZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
LJTOIZS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
LJTOSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTOZSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJITSOZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJITZSO,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
LJITZOS,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJITOZS,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJISTOZ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJISZTO,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LJISZOT,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJISOTZ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJISOZT,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJIZTSO,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LJIZTOS,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIZSTO,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LJIZSOT,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJIZOTS,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJIOTSZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJIOTZS,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJIOSTZ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJIOSZT,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJIOZTS,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJSTIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSTIOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSTZIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
LJSTOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSITZO,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJSITOZ,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJSIZTO,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LJSIZOT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X
LJSIOTZ,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJSIOZT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X
LJSZTIO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSZIOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LJSOTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
LJSOTZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJZTISO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZITOS,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZISTO,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZISOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
LJZIOTS,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
