sequence,v115@zgC8GeC8GeC8EeD8DeG8AeF8Jez7IvhERdBSjBUiBG?mBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeuAJvhERdBSjB/mBU?iBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Jez7IvhEfiBxdBCjBG?mBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeG8IvhExdBzgB8mBC?jBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeF9IvhETeBXhBSnBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhE6iBTeBxqBu?qBUrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeWBJvhE6iBTeB8mBX?hBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhE6iBTeBVmBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeWBJvhExdB8mBCjBX?hBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhE6iBTeBUhBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR8IvhE+iBTeBUhB9?qB3rB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeX9IvhETeBSnBxqBu?qBFrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je8BJvhEGeBzgB3iBx?qBCrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeuAJvhESiBTeB/mBU?iBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR8IvhESjBzgBumB3?iBlqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR9IvhESjBVnB3lBT?mBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhESjBxqBuqBU?rBlsB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JefCJvhESjBUhBliBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeC8IvhETeBGiBxqB8?qBXsB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeU8IvhETeBXiBxqBt?qBGsB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR8IvhE+iBTeB3hB9?qBUrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je8BJvhESjBxqBuqBF?rB3sB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeR9IvhESjB/mBUiB1?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je+CJvhETeBRhBUhB9?qB3rB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Je+CJvhETeBRhB3hB9?qBUrB,v115@zgC8GeC8GeC8EeD8DeG8AeF8JeU9IvhETeBFhBSnBx?qBuqB,v115@zgC8GeC8GeC8EeD8DeG8AeF8Jez8IvhESjBUhB3iBx?qBuqB
TLSZIOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLSZJIO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLSZJOI,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TLSZOIJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TLSZOJI,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TLSOIJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLSOIZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLSOJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLSOJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLSOZIJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TLSOZJI,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TLZIJSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIJOS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZISJO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZISOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJISO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJIOS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSIO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSOI,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOSI,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIJO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZSIOJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZSJIO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZSJOI,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TLZSOIJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TLZSOJI,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TLZOIJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOISJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOJIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZOJSI,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSJI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOISJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOISZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJISZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TLOJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLOJSIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TLOJSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TLOJZIS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,X,O,O,X,O,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TLOSZJI,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TLOZIJS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJILOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJISLZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISZLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISZOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJISOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TJISOZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X
TJIZLSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLOS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJIZSLO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOLS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
TJIZOSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TJIOLSZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJIOLZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJIOSLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X
TJIOSZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X
TJIOZLS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TJIOZSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TJLISZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJLSIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJLSZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJLSOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJLSOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJLZISO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJLOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJLOSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLOSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLOZIS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILOZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSIZLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSIZOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSIOLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TJSIOZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X
TJSLIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJSLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSLZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSLOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJSLOZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJSZILO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSZIOL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSZLIO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSZLOI,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSZOIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSZOLI,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
TJSOILZ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X
TJSOIZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X
TJSOLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJSOLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJSOZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TJSOZLI,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TJZILSO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILOS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZIOSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TJZLISO,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZSIOL,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZSLIO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZSLOI,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZSOIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZSOLI,O,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZOILS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZOISL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TJZOLIS,O,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZOSLI,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOILSZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOILZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOISLZ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X
TJOISZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
TJOIZLS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TJOIZSL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TJOLISZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TJOLIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOLSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOLSZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOLZIS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X
TJOSIZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
TJOSLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOSLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOSZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOSZLI,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOZILS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOZISL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TJOZLIS,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOZSLI,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TSILJZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILZJO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TSILZOJ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TSILOJZ,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIJLZO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJZLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIJOLZ,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSIZLJO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TSIZLOJ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TSIZJLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIZJOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TSIZOLJ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TSIZOJL,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X
TSIOLJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIOJLZ,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIOZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
