sequence,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?zlB3kBMfBiVB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?TkB0lBPhByfB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?zlB3kBifB0bB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBTfB?OVB0gB6mBPiB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBTfB?0gB6mBmhB3bB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBvmB?zhBKkBGlB0aB
OJIZTSL,O,O,O,X,X,X
OJIZLTS,X,O,O,O,O,X
OJIZLST,X,O,O,O,O,X
OJIZSTL,O,O,O,X,X,X
OJIZSLT,O,O,O,O,O,X
OJLTISZ,X,O,X,O,X,X
OJLTIZS,X,O,X,O,X,X
OJLTSIZ,X,X,X,O,X,X
OJLTSZI,X,X,X,O,X,X
OJLTZIS,X,O,X,O,X,X
OJLTZSI,X,O,X,O,X,X
OJLITSZ,O,O,O,O,X,X
OJLITZS,X,O,O,O,X,X
OJLISTZ,O,O,O,O,X,X
OJLISZT,O,O,O,O,X,X
OJLIZTS,X,O,O,O,O,X
OJLIZST,X,O,O,O,O,X
OJLSTIZ,X,X,O,O,X,X
OJLSTZI,X,X,O,O,X,X
OJLSITZ,O,O,O,O,X,X
OJLSIZT,O,O,O,O,X,X
OJLSZTI,O,O,O,O,X,X
OJLSZIT,O,O,O,O,X,X
OJLZTIS,X,O,X,O,O,X
OJLZTSI,X,O,X,O,O,X
OJLZITS,X,O,O,O,O,X
OJLZIST,X,O,O,O,O,X
OJLZSTI,X,O,O,O,O,X
OJLZSIT,X,O,O,O,O,X
OJSTILZ,O,X,O,X,X,X
OJSTIZL,O,X,O,X,X,X
OJSTLIZ,X,X,O,X,X,X
OJSTLZI,X,X,O,X,X,X
OJSTZIL,O,X,O,X,X,X
OJSTZLI,O,X,O,X,X,X
OJSITLZ,O,O,O,X,X,X
OJSITZL,O,O,O,X,X,X
OJSILTZ,O,O,O,O,X,X
OJSILZT,O,O,O,O,X,X
OJSIZTL,O,O,O,X,X,X
OJSIZLT,O,O,O,O,X,X
OJSLTIZ,X,X,O,O,X,X
OJSLTZI,X,X,O,O,X,X
OJSLITZ,O,O,O,O,X,X
OJSLIZT,O,O,O,O,X,X
OJSLZTI,O,O,O,O,X,X
OJSLZIT,O,O,O,O,X,X
OJSZTIL,O,O,O,X,X,X
OJSZTLI,O,O,O,X,X,X
OJSZITL,O,O,O,X,X,X
OJSZILT,O,O,O,O,X,X
OJSZLTI,O,O,O,O,X,X
OJSZLIT,O,O,O,O,X,X
OJZTILS,X,O,O,O,X,X
OJZTISL,X,O,O,X,X,X
OJZTLIS,X,O,X,O,X,X
OJZTLSI,X,O,X,O,X,X
OJZTSIL,X,O,O,X,X,X
OJZTSLI,X,O,O,X,X,X
OJZITLS,X,O,O,O,X,X
OJZITSL,O,O,O,X,X,X
OJZILTS,X,O,O,O,O,X
OJZILST,X,O,O,O,O,X
OJZISTL,O,O,O,X,X,X
OJZISLT,O,O,O,O,O,X
OJZLTIS,X,O,X,O,O,X
OJZLTSI,X,O,X,O,O,X
OJZLITS,X,O,O,O,O,X
OJZLIST,X,O,O,O,O,X
OJZLSTI,X,O,O,O,O,X
OJZLSIT,X,O,O,O,O,X
OJZSTIL,O,O,O,X,X,X
OJZSTLI,O,O,O,X,X,X
OJZSITL,O,O,O,X,X,X
OJZSILT,O,O,O,O,O,X
OJZSLTI,O,O,O,O,O,X
OJZSLIT,O,O,O,O,O,X
OSTILJZ,X,X,O,X,X,O
OSTILZJ,X,X,O,X,X,O
OSTIJLZ,O,X,O,X,X,O
OSTIJZL,O,X,O,X,X,X
OSTIZLJ,O,X,O,X,X,O
OSTIZJL,O,X,O,X,X,X
OSTLIJZ,X,X,O,X,X,O
OSTLIZJ,X,X,O,X,X,O
OSTLJIZ,X,X,O,X,X,O
OSTLJZI,X,X,O,X,X,O
OSTLZIJ,X,X,O,X,X,O
OSTLZJI,X,X,O,X,X,O
OSTJILZ,O,X,O,X,X,X
OSTJIZL,O,X,O,X,X,X
OSTJLIZ,X,X,O,X,X,X
OSTJLZI,X,X,O,X,X,X
OSTJZIL,O,X,O,X,X,X
OSTJZLI,O,X,O,X,X,X
OSTZILJ,O,X,O,X,X,X
OSTZIJL,O,X,O,X,X,X
OSTZLIJ,O,X,O,X,X,X
OSTZLJI,O,X,O,X,X,X
OSTZJIL,O,X,O,X,X,X
OSTZJLI,O,X,O,X,X,X
OSITLJZ,X,X,O,X,X,O
OSITLZJ,X,X,O,X,X,O
OSITJLZ,O,X,O,X,X,O
OSITJZL,O,X,O,X,X,X
OSITZLJ,O,X,O,X,X,O
OSITZJL,O,X,O,X,X,X
OSILTJZ,X,X,O,O,X,O
OSILTZJ,X,X,O,O,X,O
OSILJTZ,O,O,O,O,X,O
OSILJZT,O,O,O,O,X,O
OSILZTJ,O,O,O,O,O,O
OSILZJT,O,O,O,O,O,O
OSIJTLZ,O,O,O,X,X,O
OSIJTZL,O,O,O,X,X,X
OSIJLTZ,O,O,O,O,X,O
OSIJLZT,O,O,O,O,X,O
OSIJZTL,O,O,O,X,X,X
OSIJZLT,O,O,O,O,X,X
OSIZTLJ,O,O,O,X,O,O
OSIZTJL,O,O,O,X,X,X
OSIZLTJ,O,O,O,O,O,O
OSIZLJT,O,O,O,O,O,O
OSIZJTL,O,O,O,X,X,X
OSIZJLT,O,O,O,O,O,X
OSLTIJZ,X,X,O,O,X,O
OSLTIZJ,X,X,O,O,X,O
OSLTJIZ,X,X,O,O,X,O
OSLTJZI,X,X,O,O,X,O
OSLTZIJ,X,X,O,O,X,O
OSLTZJI,X,X,O,O,X,O
OSLITJZ,X,X,O,O,X,O
OSLITZJ,X,X,O,O,X,O
OSLIJTZ,O,O,O,O,X,O
OSLIJZT,O,O,O,O,X,O
OSLIZTJ,O,O,O,O,O,O
OSLIZJT,O,O,O,O,O,O
OSLJTIZ,X,X,O,O,X,O
OSLJTZI,X,X,O,O,X,O
OSLJITZ,O,O,O,O,X,O
OSLJIZT,O,O,O,O,X,O
OSLJZTI,O,O,O,O,X,O
OSLJZIT,O,O,O,O,X,O
OSLZTIJ,O,O,O,O,O,O
OSLZTJI,O,O,O,O,O,O
OSLZITJ,O,O,O,O,O,O
OSLZIJT,O,O,O,O,O,O
OSLZJTI,O,O,O,O,O,O
OSLZJIT,O,O,O,O,O,O
OSJTILZ,O,X,O,X,X,X
OSJTIZL,O,X,O,X,X,X
OSJTLIZ,X,X,O,X,X,X
OSJTLZI,X,X,O,X,X,X
OSJTZIL,O,X,O,X,X,X
OSJTZLI,O,X,O,X,X,X
OSJITLZ,O,O,O,X,X,O
OSJITZL,O,O,O,X,X,X
OSJILTZ,O,O,O,O,X,O
OSJILZT,O,O,O,O,X,O
OSJIZTL,O,O,O,X,X,X
OSJIZLT,O,O,O,O,X,X
OSJLTIZ,X,X,O,O,X,O
OSJLTZI,X,X,O,O,X,O
OSJLITZ,O,O,O,O,X,O
OSJLIZT,O,O,O,O,X,O
OSJLZTI,O,O,O,O,X,O
OSJLZIT,O,O,O,O,X,O
OSJZTIL,O,O,O,X,X,X
OSJZTLI,O,O,O,X,X,X
OSJZITL,O,O,O,X,X,X
OSJZILT,O,O,O,O,X,X
OSJZLTI,O,O,O,O,X,X
OSJZLIT,O,O,O,O,X,X
OSZTILJ,O,O,O,X,O,X
OSZTIJL,O,O,O,X,X,X
OSZTLIJ,O,O,O,X,O,X
OSZTLJI,O,O,O,X,O,X
OSZTJIL,O,O,O,X,X,X
OSZTJLI,O,O,O,X,X,X
OSZITLJ,O,O,O,X,O,O
OSZITJL,O,O,O,X,X,X
OSZILTJ,O,O,O,O,O,O
OSZILJT,O,O,O,O,O,O
OSZIJTL,O,O,O,X,X,X
OSZIJLT,O,O,O,O,O,X
OSZLTIJ,O,O,O,O,O,O
OSZLTJI,O,O,O,O,O,O
OSZLITJ,O,O,O,O,O,O
OSZLIJT,O,O,O,O,O,O
OSZLJTI,O,O,O,O,O,O
OSZLJIT,O,O,O,O,O,O
OSZJTIL,O,O,O,X,X,X
OSZJTLI,O,O,O,X,X,X
OSZJITL,O,O,O,X,X,X
OSZJILT,O,O,O,O,O,X
OSZJLTI,O,O,O,O,O,X
OSZJLIT,O,O,O,O,O,X
OZTILJS,X,O,X,O,O,X
OZTILSJ,X,O,X,O,O,X
OZTIJLS,X,O,O,O,X,X
OZTIJSL,X,O,O,X,X,X
OZTISLJ,X,O,O,X,O,X
OZTISJL,X,O,O,X,X,X
OZTLIJS,X,O,X,O,O,X
OZTLISJ,X,O,X,O,O,X
OZTLJIS,X,O,X,O,O,X
OZTLJSI,X,O,X,O,O,X
OZTLSIJ,X,O,X,O,O,X
OZTLSJI,X,O,X,O,O,X
OZTJILS,X,O,O,O,X,X
OZTJISL,X,O,O,X,X,X
OZTJLIS,X,O,X,O,X,X
OZTJLSI,X,O,X,O,X,X
OZTJSIL,X,O,O,X,X,X
OZTJSLI,X,O,O,X,X,X
OZTSILJ,X,O,O,X,O,X
OZTSIJL,X,O,O,X,X,X
OZTSLIJ,X,O,O,X,O,X
OZTSLJI,X,O,O,X,O,X
OZTSJIL,X,O,O,X,X,X
OZTSJLI,X,O,O,X,X,X
OZITLJS,X,O,X,O,O,X
OZITLSJ,X,O,X,O,O,X
OZITJLS,X,O,O,O,X,X
OZITJSL,X,O,O,X,X,X
OZITSLJ,X,O,O,X,O,X
OZITSJL,X,O,O,X,X,X
OZILTJS,X,O,X,O,O,X
OZILTSJ,X,O,X,O,O,X
OZILJTS,X,O,O,O,O,X
OZILJST,X,O,O,O,O,X
OZILSTJ,X,O,O,O,O,X
OZILSJT,X,O,O,O,O,X
OZIJTLS,X,O,O,O,X,X
OZIJTSL,O,O,O,X,X,X
OZIJLTS,X,O,O,O,O,X
OZIJLST,X,O,O,O,O,X
OZIJSTL,O,O,O,X,X,X
OZIJSLT,O,O,O,O,O,X
OZISTLJ,O,O,O,X,O,X
OZISTJL,O,O,O,X,X,X
OZISLTJ,O,O,O,O,O,X
OZISLJT,O,O,O,O,O,X
OZISJTL,O,O,O,X,X,X
OZISJLT,O,O,O,O,O,X
OZLTIJS,X,O,X,O,O,X
OZLTISJ,X,O,X,O,O,X
OZLTJIS,X,O,X,O,O,X
OZLTJSI,X,O,X,O,O,X
OZLTSIJ,X,O,X,O,O,X
OZLTSJI,X,O,X,O,O,X
OZLITJS,X,O,X,O,O,X
OZLITSJ,X,O,X,O,O,X
OZLIJTS,X,O,O,O,O,X
OZLIJST,X,O,O,O,O,X
OZLISTJ,X,O,O,O,O,X
OZLISJT,X,O,O,O,O,X
OZLJTIS,X,O,X,O,O,X
OZLJTSI,X,O,X,O,O,X
OZLJITS,X,O,O,O,O,X
OZLJIST,X,O,O,O,O,X
OZLJSTI,X,O,O,O,O,X
OZLJSIT,X,O,O,O,O,X
OZLSTIJ,X,O,O,O,O,X
OZLSTJI,X,O,O,O,O,X
OZLSITJ,X,O,O,O,O,X
OZLSIJT,X,O,O,O,O,X
OZLSJTI,X,O,O,O,O,X
OZLSJIT,X,O,O,O,O,X
OZJTILS,X,O,O,O,X,X
OZJTISL,X,O,O,X,X,X
OZJTLIS,X,O,X,O,X,X
OZJTLSI,X,O,X,O,X,X
OZJTSIL,X,O,O,X,X,X
OZJTSLI,X,O,O,X,X,X
OZJITLS,X,O,O,O,X,X
OZJITSL,O,O,O,X,X,X
OZJILTS,X,O,O,O,O,X
OZJILST,X,O,O,O,O,X
OZJISTL,O,O,O,X,X,X
OZJISLT,O,O,O,O,O,X
OZJLTIS,X,O,X,O,O,X
OZJLTSI,X,O,X,O,O,X
OZJLITS,X,O,O,O,O,X
OZJLIST,X,O,O,O,O,X
OZJLSTI,X,O,O,O,O,X
OZJLSIT,X,O,O,O,O,X
OZJSTIL,O,O,O,X,X,X
OZJSTLI,O,O,O,X,X,X
OZJSITL,O,O,O,X,X,X
OZJSILT,O,O,O,O,O,X
OZJSLTI,O,O,O,O,O,X
OZJSLIT,O,O,O,O,O,X
OZSTILJ,O,O,O,X,O,X
OZSTIJL,O,O,O,X,X,X
OZSTLIJ,O,O,O,X,O,X
OZSTLJI,O,O,O,X,O,X
OZSTJIL,O,O,O,X,X,X
OZSTJLI,O,O,O,X,X,X
OZSITLJ,O,O,O,X,O,X
OZSITJL,O,O,O,X,X,X
OZSILTJ,O,O,O,O,O,X
OZSILJT,O,O,O,O,O,X
OZSIJTL,O,O,O,X,X,X
OZSIJLT,O,O,O,O,O,X
OZSLTIJ,O,O,O,O,O,X
OZSLTJI,O,O,O,O,O,X
OZSLITJ,O,O,O,O,O,X
OZSLIJT,O,O,O,O,O,X
OZSLJTI,O,O,O,O,O,X
OZSLJIT,O,O,O,O,O,X
OZSJTIL,O,O,O,X,X,X
OZSJTLI,O,O,O,X,X,X
OZSJITL,O,O,O,X,X,X
OZSJILT,O,O,O,O,O,X
OZSJLTI,O,O,O,O,O,X
OZSJLIT,O,O,O,O,O,X
