sequence,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBCdBTeBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEuhBciBTeBa?mBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEWiBTeBamBX?iBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEicBTeB1mBx?rBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBTeBUhB6?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEfiBSjBUhBl?nBmrB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEFdBTeBimB/?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhExcBTeBlmBi?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhETeBamBFiBf?sBGsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhEZhBTeBUnBC?nBFsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhETeBFhB3mB+?nBasB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeG7IvhETeB/mBFiBi?mBcsB,v115@zgA8IeC8GeD8CeG8DeH8AeC8JeR7IvhEFdBTeBimBG?mBcsB
LTOISJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LTOIZJS,X,O,O,X,X,X,X,X,X,X,X,X,O
LTOIZSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOJISZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOJIZS,X,O,O,X,X,X,X,X,X,X,X,X,O
LTOJSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,O,X,X,X,O,X,X,X,X,X,X
LTOJZIS,X,O,O,X,X,X,X,O,X,X,X,X,O
LTOJZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LTOSIJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LTOSJIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOSJZI,O,X,O,X,X,X,O,X,O,X,X,X,X
LTOSZIJ,O,O,X,X,X,X,O,X,O,X,X,X,X
LTOSZJI,O,O,X,X,X,X,O,X,O,X,X,X,X
LTOZIJS,X,O,O,X,X,X,X,O,X,X,X,X,O
LTOZISJ,X,O,X,X,X,X,X,O,X,X,X,X,O
LTOZJIS,X,O,O,X,X,X,X,O,X,X,X,X,O
LTOZJSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LTOZSIJ,X,O,X,X,X,X,O,O,X,X,X,X,O
LTOZSJI,X,O,X,X,X,X,O,O,X,X,X,X,X
LITJSZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,O,X,O,X,O,X,X,X,X,X,X,O
LITJZOS,X,O,O,O,X,X,X,X,X,X,X,X,O
LITJOSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LITSJZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LITSZJO,O,O,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LITSOJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LITZJSO,X,O,X,O,X,X,X,X,X,X,X,X,O
LITZJOS,X,O,O,O,X,X,X,X,X,X,X,X,O
LITZSJO,X,O,X,O,X,O,X,X,X,X,X,X,X
LITZSOJ,X,O,X,O,X,O,X,X,X,X,X,X,O
LITZOJS,X,O,O,O,X,X,X,X,X,X,X,X,O
LITZOSJ,X,O,X,O,X,X,X,X,X,X,X,X,O
LITOJSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LITOSJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LITOZJS,X,O,O,O,X,X,X,X,X,X,X,X,O
LITOZSJ,X,O,X,O,X,X,X,X,X,X,X,X,O
LIJTSZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,O,X,O,X,O,X,X,X,X,X,X,O
LIJTZOS,X,O,O,O,X,X,X,X,X,X,X,X,O
LIJTOSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LIJSTZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LIJSZOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LIJSOTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LIJSOZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LIJZTSO,X,X,X,X,X,O,X,X,X,X,X,X,O
LIJZTOS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIJZSTO,X,X,X,X,O,O,O,X,X,X,X,X,O
LIJZSOT,X,O,X,X,O,O,O,X,X,O,X,X,O
LIJZOTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIJZOST,X,O,O,X,O,O,O,X,X,O,X,X,O
LIJOTSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LIJOSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LIJOZTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIJOZST,X,O,O,X,O,O,O,X,X,O,X,X,O
LISTJZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LISTZJO,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LISTOJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LISTOZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LISJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LISJZTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LISJZOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LISJOTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LISJOZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LISZTJO,X,X,X,X,X,O,O,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LISZJTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LISZJOT,O,O,X,X,X,O,O,X,X,X,X,X,O
LISZOTJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LISZOJT,O,O,X,X,X,O,O,X,X,X,X,X,O
LISOTJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LISOTZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LISOJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LISOJZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LISOZTJ,X,X,X,X,X,X,O,X,O,X,X,X,O
LISOZJT,O,O,X,X,X,X,O,X,X,X,X,X,O
LIZTJSO,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZTJOS,X,O,O,X,X,X,X,X,X,O,X,X,O
LIZTSJO,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,O,X,X,X,X,X,X,O
LIZTOJS,X,O,O,X,X,X,X,X,X,O,X,X,O
LIZTOSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZJTSO,X,X,X,X,X,O,X,X,X,X,X,X,O
LIZJTOS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIZJSTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LIZJSOT,X,O,X,X,X,O,O,X,X,O,X,X,O
LIZJOTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIZJOST,X,O,O,X,X,O,O,X,X,O,X,X,O
LIZSTJO,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,O,O,O,X,O,X,X,X,O
LIZSJTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LIZSJOT,X,O,X,X,O,O,O,X,X,O,X,X,O
LIZSOTJ,X,X,X,X,O,O,O,X,O,X,X,X,O
LIZSOJT,X,O,X,X,O,O,O,X,X,O,X,X,O
LIZOTJS,X,O,O,X,X,X,X,X,X,O,X,X,O
LIZOTSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZOJTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIZOJST,X,O,O,X,X,X,O,X,X,O,X,X,O
LIZOSTJ,X,X,X,X,O,O,O,X,O,X,X,X,O
LIZOSJT,X,O,X,X,O,O,O,X,X,O,X,X,O
LIOTJSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LIOTSJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X,O,X,X,X,X
LIOTZJS,X,O,O,O,X,X,X,X,X,X,X,X,O
LIOTZSJ,X,O,X,O,X,X,X,X,X,X,X,X,O
LIOJTSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LIOJSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LIOJSZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LIOJZTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIOJZST,X,O,O,X,O,O,O,X,X,O,X,X,O
LIOSTJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LIOSTZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOSJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LIOSJZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LIOSZTJ,X,X,X,X,X,X,O,X,O,X,X,X,O
LIOSZJT,O,O,X,X,X,X,O,X,X,X,X,X,O
LIOZTJS,X,O,O,X,X,X,X,X,X,O,X,X,O
LIOZTSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LIOZJTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LIOZJST,X,O,O,X,X,X,O,X,X,O,X,X,O
LIOZSTJ,X,X,X,X,O,O,O,X,O,X,X,X,O
LIOZSJT,X,O,X,X,O,O,O,X,X,O,X,X,O
LJTISZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,X,O,X,X,X,X,X,X,O
LJTIZOS,X,O,O,X,X,X,X,X,X,X,X,X,O
LJTIOSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,O,X,X,X,X,X,X,X,X,X,O
LJTSIZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZOI,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,O,X,X,X,X,X,X
LJTZISO,X,O,X,X,X,O,X,O,X,X,X,X,O
LJTZIOS,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTZSIO,X,O,X,X,X,O,O,O,X,X,X,X,O
LJTZSOI,X,O,X,X,X,O,O,O,X,X,X,X,O
LJTZOIS,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTZOSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LJTOISZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,O,O,X,X,X,X,X,X,X,X,X,O
LJTOSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,X,O,X,X,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,O,X,X,X,X,O
LJTOZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LJITSZO,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,O,X,O,X,X,X,X,X,X,O
LJITZOS,X,O,O,O,X,X,X,X,X,X,X,X,O
LJITOSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LJISTZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LJISZOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LJISOTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJISOZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJIZTSO,X,X,X,X,X,O,X,X,X,X,X,X,O
LJIZTOS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJIZSTO,X,X,X,X,O,O,O,X,X,X,X,X,O
LJIZSOT,X,O,X,X,O,O,O,X,X,O,X,X,O
LJIZOTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJIZOST,X,O,O,X,O,O,O,X,X,O,X,X,O
LJIOTSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LJIOSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJIOSZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJIOZTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJIOZST,X,O,O,X,O,O,O,X,X,O,X,X,O
LJSTIZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSTZIO,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSTOZI,X,X,X,X,X,X,O,X,O,X,X,O,X
LJSITZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSIZOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LJSIOTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJSIOZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJSZTIO,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSZTOI,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSZITO,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSZIOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LJSZOTI,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSZOIT,O,X,X,X,X,O,O,X,X,X,X,X,O
LJSOTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJSOTZI,X,X,X,X,X,X,O,X,O,X,X,O,X
LJSOITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJSOIZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJSOZTI,X,X,X,X,X,X,O,X,X,X,X,X,O
LJSOZIT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJZTISO,X,X,X,X,X,O,X,X,X,X,X,X,O
LJZTIOS,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZTSIO,X,X,X,X,X,O,O,X,X,X,X,X,O
LJZTSOI,X,X,X,X,X,O,O,X,X,X,X,X,O
LJZTOIS,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZTOSI,X,X,X,X,X,X,O,X,X,X,X,X,O
LJZITSO,X,X,X,X,X,O,X,X,X,X,X,X,O
LJZITOS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJZISTO,X,X,X,X,O,O,O,X,X,X,X,X,O
LJZISOT,X,O,X,X,O,O,O,X,X,O,X,X,O
LJZIOTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJZIOST,X,O,O,X,O,O,O,X,X,O,X,X,O
LJZSTIO,X,X,X,X,O,O,O,X,X,X,X,X,O
LJZSTOI,X,X,X,X,O,O,O,X,X,X,X,X,O
LJZSITO,X,X,X,X,O,O,O,X,X,X,X,X,O
LJZSIOT,X,O,X,X,O,O,O,X,X,X,X,X,O
LJZSOTI,X,X,X,X,O,O,O,X,X,X,X,X,O
LJZSOIT,X,O,X,X,O,O,O,X,X,X,X,X,O
LJZOTIS,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZOTSI,X,X,X,X,X,X,O,X,X,X,X,X,O
LJZOITS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJZOIST,X,O,O,X,O,O,O,X,X,O,X,X,O
LJZOSTI,X,X,X,X,O,O,O,X,X,X,X,X,O
LJZOSIT,X,O,O,X,O,O,O,X,X,X,X,X,O
LJOTISZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X,X,X,O
LJOTSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,O,X,X,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,O,X,X,X,X,O
LJOTZSI,X,O,O,X,X,X,O,O,X,X,X,X,O
LJOITSZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,O,O,X,X,X,X,X,X,X,X,O
LJOISTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJOIZTS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJOIZST,X,O,O,X,O,O,O,X,X,O,X,X,O
LJOSTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOSTZI,X,X,X,X,X,X,O,X,O,X,X,O,X
LJOSITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOSIZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJOSZTI,X,X,X,X,X,X,O,X,X,X,X,X,O
LJOSZIT,O,X,O,X,X,X,O,X,X,X,X,X,O
LJOZTIS,X,O,X,X,X,X,X,X,X,X,X,X,O
LJOZTSI,X,X,X,X,X,X,O,X,X,X,X,X,O
LJOZITS,X,O,X,X,X,X,X,X,X,O,X,X,O
LJOZIST,X,O,O,X,O,O,O,X,X,O,X,X,O
LJOZSTI,X,X,X,X,O,O,O,X,X,X,X,X,O
LJOZSIT,X,O,O,X,O,O,O,X,X,X,X,X,O
LSTIJZO,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTIJOZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSTIZJO,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTIOJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSTIOZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTJIZO,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTJIOZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSTJZIO,X,X,X,X,X,X,O,X,X,X,O,X,X
LSTJZOI,X,X,X,X,X,X,O,X,X,X,O,X,X
LSTJOIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSTJOZI,X,X,O,X,X,X,O,X,O,X,O,O,X
LSTZIJO,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTZIOJ,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTZJIO,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTZJOI,X,O,X,X,X,X,O,X,X,X,X,X,X
LSTZOIJ,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTZOJI,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSTOIZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSTOJIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSTOJZI,X,X,O,X,X,X,O,X,O,X,O,O,X
LSTOZIJ,X,O,X,X,X,X,O,X,O,X,X,X,X
LSTOZJI,X,O,X,X,X,X,O,X,O,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSITZJO,X,O,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSITOJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSITOZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSIJTZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSIJZOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LSIJOTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIJOZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSIZTJO,X,X,X,X,X,O,O,X,X,X,X,X,X
LSIZTOJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSIZJTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSIZJOT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSIZOTJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSIZOJT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSIOTJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIOTZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSIOJZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSIOZTJ,X,X,X,X,X,X,O,X,O,X,X,X,O
LSIOZJT,O,O,X,X,X,X,O,X,X,X,X,X,O
LSJTIZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJTZIO,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJTOZI,X,X,X,X,X,X,O,X,O,X,X,O,X
LSJITZO,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSJIZOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LSJIOTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJIOZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSJZTIO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSJZTOI,X,X,X,X,X,O,O,X,X,X,X,X,O
LSJZITO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSJZIOT,O,X,X,X,X,O,O,X,X,X,X,X,O
LSJZOTI,X,X,X,X,X,O,O,X,X,X,X,X,O
LSJZOIT,O,X,X,X,X,O,O,X,X,X,X,X,O
LSJOTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJOTZI,X,X,X,X,X,X,O,X,O,X,X,O,X
LSJOITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSJOIZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSJOZTI,X,X,X,X,X,X,O,X,X,X,X,X,O
LSJOZIT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSZTIJO,X,X,X,X,X,O,O,X,X,X,X,X,X
LSZTIOJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSZTJIO,X,X,X,X,X,O,O,X,X,X,X,X,X
LSZTJOI,X,X,X,X,X,O,O,X,X,X,X,X,X
LSZTOIJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSZTOJI,X,X,X,X,X,O,O,X,O,X,X,X,X
LSZITJO,X,X,X,X,X,O,O,X,X,X,X,X,X
LSZITOJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSZIJTO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSZIJOT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSZIOTJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSZIOJT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSZJTIO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSZJTOI,X,X,X,X,X,O,O,X,X,X,X,X,O
LSZJITO,X,X,X,X,X,O,O,X,X,X,X,X,O
LSZJIOT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSZJOTI,X,X,X,X,X,O,O,X,X,X,X,X,O
LSZJOIT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSZOTIJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSZOTJI,X,X,X,X,X,O,O,X,O,X,X,X,X
LSZOITJ,X,X,X,X,X,O,O,X,O,X,X,X,O
LSZOIJT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSZOJTI,X,X,X,X,X,O,O,X,X,X,X,X,O
LSZOJIT,O,O,X,X,X,O,O,X,X,X,X,X,O
LSOTIJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSOTIZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOTJIZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSOTJZI,X,X,O,X,X,X,O,X,O,X,O,O,X
LSOTZIJ,X,O,X,X,X,X,O,X,O,X,X,X,X
LSOTZJI,X,O,X,X,X,X,O,X,O,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOITZJ,X,O,X,X,X,X,X,X,O,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOIJZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSOIZTJ,X,X,X,X,X,X,O,X,O,X,X,X,O
LSOIZJT,O,O,X,X,X,X,O,X,X,X,X,X,O
LSOJTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOJTZI,X,X,X,X,X,X,O,X,O,X,X,O,X
LSOJITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOJIZT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSOJZTI,X,X,X,X,X,X,O,X,X,X,X,X,O
LSOJZIT,O,X,O,X,X,X,O,X,X,X,X,X,O
LSOZTIJ,X,X,X,X,X,X,O,X,O,X,X,X,O
LSOZTJI,X,X,X,X,X,X,O,X,O,X,X,X,X
LSOZITJ,X,X,X,X,X,X,O,X,O,X,X,X,O
LSOZIJT,O,O,X,X,X,X,O,X,X,X,X,X,O
LSOZJTI,X,X,X,X,X,X,O,X,X,X,X,X,O
LSOZJIT,O,O,X,X,X,X,O,X,X,X,X,X,O
LZTIJSO,X,O,X,X,X,X,X,X,X,X,X,X,O
LZTIJOS,X,O,O,X,X,X,X,X,X,X,X,X,O
LZTISJO,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,O,X,X,X,X,X,X,O
LZTIOJS,X,O,O,X,X,X,X,X,X,X,X,X,O
LZTIOSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LZTJISO,X,O,X,X,X,X,X,X,X,X,X,X,O
LZTJIOS,X,O,O,X,X,X,X,X,X,X,X,X,O
LZTJSIO,X,O,X,X,X,X,O,X,X,X,X,X,O
