sequence,v115@HhD8FeC8GeD8AeB8BeA8JexGJvhCToBFrB0sB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCCnBToB0sB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBxnBXtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCqsBToBFrB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCRnBctBGsB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCCoBFrBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBCoBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBusBctB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCCnBxsBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBWtBXtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCFrBCtBFtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBFtBCtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBCtBFtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCFrBFtBCtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBctBlsB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBToB0sB,v115@HhD8FeC8GeD8AeB8BeA8JeGIJvhCRrBzsBirB
TIOTJSZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTJZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTJZSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTSLJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTSLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTSJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTSJZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTSZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTSZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTZLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTZLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTZJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTZJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTZSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOTZSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLTJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TIOLTJZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TIOLTSJZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TIOLTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TIOLTZJS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TIOLTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TIOLJTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLJTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLJSTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLJSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLJZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLJZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLSTJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TIOLSTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TIOLSJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TIOLSJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TIOLSZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TIOLSZJT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TIOLZTJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLZTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLZJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLZJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOLZSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOJTLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOJTLZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOJTSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOJTSZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOJTZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOJTZSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOJLTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TIOJLTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TIOJLSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TIOJLSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TIOJLZTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TIOJLZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TIOJSTLZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TIOJSTZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TIOJSLTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TIOJSLZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TIOJSZTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TIOJSZLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TIOJZTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOJZTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOJZLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOJZLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOJZSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOJZSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TIOSTLJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSTLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSTJLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSTJZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSTZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSTZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSLTJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TIOSLTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TIOSLJTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TIOSLJZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TIOSLZTJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TIOSLZJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TIOSJTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSJTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSJLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSJZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSZTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSZTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZTLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZTLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZTJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZTJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZTSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZTSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZLTJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZLTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZLJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZLJST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZLSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZLSJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZJTLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TIOZJTSL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TIOZJLTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TIOZJLST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TIOZJSTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TIOZJSLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TIOZSTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZSTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TIOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIJZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTISJZO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLTISJOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLTISZJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLTISZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLTISOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLTISOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLTIZJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIZJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIZSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIZSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIZOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIOJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIOJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIOSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIOSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIOZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTIOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTJISZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJISOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJIZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJIZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJIOSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJIOZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJSIZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJSIOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJSZIO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJSZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJSOIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJSOZI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJZISO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJZIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJZSIO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJZSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJZOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJZOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJOISZ,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJOIZS,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJOSIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJOSZI,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJOZIS,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTJOZSI,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TLTSIJZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSIZJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSJIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSJIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSJZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSJZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSJOIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSJOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSZIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSZIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSZJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSZJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSZOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSZOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSOIZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSOJIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSOJZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSOZIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTSOZJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZIJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZIJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZISJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZISOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZJISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZJIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZJSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZJSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZJOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZJOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZSIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZSJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZSJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZSOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZSOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZOISJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZOSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTZOSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLTOIJSZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOIJZS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOISJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOISZJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOIZJS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOIZSJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOJISZ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOJIZS,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOJSIZ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOJSZI,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOJZIS,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOJZSI,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOSIJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOSIZJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOSJIZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOSJZI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOSZIJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOSZJI,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOZIJS,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOZISJ,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOZJIS,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOZJSI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOZSIJ,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLTOZSJI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TLITJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITJZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITSJZO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLITSJOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLITSZJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLITSZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLITSOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLITSOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLITZJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITZJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITZSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITZSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITZOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITOJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITOJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITOSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITOSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITOZJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLITOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJTSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLIJTSOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLIJTZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLIJTZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLIJTOSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLIJTOZS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TLIJSTZO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLIJSTOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLIJSZTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLIJSZOT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLIJSOTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLIJSOZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLIJZTSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJZTOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJZOTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJOTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJOTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJOSTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJOSZT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJOZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIJOZST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLISTJZO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISTJOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISTZJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISTZOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISTOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISTOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISJTZO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISJTOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISJZTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISJZOT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISJOTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISJOZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISZTJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISZTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISZJTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISZJOT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISZOJT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISOTJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISOTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISOJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISOJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISOZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLISOZJT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLIZTJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIZTJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIZTOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
