sequence,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEZhBCdB?zfBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEuhBciB?zfBamBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBZhB?uhBciBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEZhBuhB?ciBXgBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBxcB?OmBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEZhBGdB?XgBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?CdBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?qhBTiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhETdBXgB?OmB0hBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBZhB?SiBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWAJvhEZhBSiB?XgBzhBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWCJvhERgBzfB?amBXiBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhEciBxgB?3hBmlBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEfiBzfB?UhB6nBmrB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEFdBzfB?imBGmBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEZhBzfB?UnBCnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeR7IvhEzfBFhB?3mB+nBasB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhExcBzfB?KmBUnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeG7IvhEzfB/mB?FiBimBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhEciBXgB?ThBxrBmrB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeOBJvhETdBFgB?xrBfsBCqB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeC7IvhElcBXgB?2mBxrBcsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeu/IvhEcgBimB?/mBTnBFsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8Jeq/IvhETbBZhB?FiBfsBGsB,v115@zgA8GeC8GeC8BeA8CeG8DeH8AeC8JeWAJvhExhBXgB?lmBimBcsB
TLZIJOS,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZISJO,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZISOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZIOSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZJISO,X,O,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZJIOS,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZJSIO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSOI,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZJOIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLZSIJO,X,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIOJ,X,X,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJIO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJOI,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOJI,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZOISJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TLZOJIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZOJSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZOSIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLZOSJI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOIJSZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOISJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOISZJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOIZJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOJISZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJIZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOJSIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOJZSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOSIJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOSIZJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOSJIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOSJZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TLOSZJI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOZISJ,X,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TLOZJIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOZJSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOZSIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TLOZSJI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJILSZO,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJILSOZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJILZSO,X,X,O,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZOS,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILOZS,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISLZO,O,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJISLOZ,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJISZLO,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJISZOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TJISOLZ,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJISOZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TJIZLSO,X,X,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLOS,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSLO,O,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJIZSOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TJIZOLS,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLZS,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSLZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJIOSZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TJIOZLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZSL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISZO,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLISOZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,X,O,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZOS,X,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOZS,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLSIZO,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,X,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJLZSIO,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,X,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSILOZ,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZLO,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSIZOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSIOLZ,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSLIZO,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,O,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILOS,X,O,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,X,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZISOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJZIOLS,X,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,X,O,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,X,O,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,X,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,X,O,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOIZLS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSIZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSILJOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSILZJO,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSILOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSILOZJ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIJLZO,O,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TSIJLOZ,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
TSIJZLO,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TSIJZOL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O
TSIJOLZ,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIJOZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
TSIZLJO,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIZJLO,O,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIZOLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIZOJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIOLJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
TSIOLZJ,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSIOJLZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TSIOJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
TSIOZLJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIOZJL,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
TSLIJZO,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLIJOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIZJO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TSLIOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIOZJ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TSLJIZO,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLJZIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLJOZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TSLZJIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLZOJI,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TSLOIZJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLOJIZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TSLOJZI,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TSLOZIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLOZJI,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJILOZ,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
