sequence,v115@9gD8DeF8CeG8BeH8CeC8JeqLJvhFdiBsdBpUBzVBOV?B3TB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBlmB2wB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBFiBqrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB0rBirB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBTrBmrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBNrBzrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB3mB2wB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBimB1wB,v115@9gD8DeF8CeG8BeH8CeC8JeNLJvhB6rBOsB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBurBFsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhB0rBOrB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBtmBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeOGJvhBXiB1wB,v115@9gD8DeF8CeG8BeH8CeC8JelGJvhBOrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je0BJvhBNrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBcrBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhBNrB0rB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBTrBFsB,v115@9gD8DeF8CeG8BeH8CeC8Je/GJvhBFiB2wB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB0rBXn?BOrB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB2mBMr?BXsB
ZJIOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOTSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOLST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOSTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTISO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTSOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLITSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLITOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLISTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLISOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLIOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLIOST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLSTIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJLSTOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJLSITO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJLSIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJLSOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJLSOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJLOTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLOTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLOIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLOSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLOSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJSTILO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
ZJSTIOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
ZJSTLIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
ZJSTLOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
ZJSTOIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
ZJSTOLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O,O
ZJSITLO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSITOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSILTO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSILOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSIOTL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSIOLT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSLTIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSLTOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSLITO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSLIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSLOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSLOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSOTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSOTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSOITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSOILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSOLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJSOLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJOTILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOTISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOTLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOTSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOTSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOITLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOITSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOILTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOILST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOISTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOISLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOLTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOLITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOLIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOLSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOLSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOSTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJOSTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJOSITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJOSILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJOSLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZJOSLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O
ZSTILJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTILOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTIJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTIJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTIOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTIOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTJILO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSTJIOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSTJLIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSTJLOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSTJOIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSTJOLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSTOILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTOIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTOLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTOLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTOJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTOJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSITLJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSITLOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSITJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSITJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSITOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSITOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSILTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSILTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSILJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSILJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSILOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSILOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIJTLO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSIJTOL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSIJLTO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSIJLOT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSIJOTL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSIJOLT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSIOTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIOTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLTIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLTIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLTJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLTJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLTOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLTOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLITJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLITOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLIJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLIJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLIOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLIOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLJTIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLJTOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLJITO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLJIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLJOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLJOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSLOTIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLOTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLOITJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLOIJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLOJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLOJIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSJTILO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJTIOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJTLIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJTLOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJTOIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJTOLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJITLO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJITOL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJILTO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJILOT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJIOTL,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJIOLT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJLTIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJLTOI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJLITO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJLIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJLOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJLOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSJOLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOTILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOTIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOTLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOTLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOTJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOTJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOITLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOITJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOILTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOILJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOIJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOIJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOLTIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOLTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOLITJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOLIJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOLJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOLJIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSOJTIL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJTLI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJITL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJLTI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZSOJLIT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOTILJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTILSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTIJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTIJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTISLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTISJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTLIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTLISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTLJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTLJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTLSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTLSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTJILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTJISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTJLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTJLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTJSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTJSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOTSILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOTSJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITLJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOITLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITJLS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOITJSL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOITSLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITSJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILTJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOILTSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOILJST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOILSTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILSJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOIJTLS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOIJTSL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOIJLTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOIJLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOIJSTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOIJSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOISTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOISJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLTIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLTISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLTJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLTJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLTSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLTSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLITJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLITSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLIJTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLIJST,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
ZOLISTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLISJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLJTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
