sequence,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUByQB+GB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUB2QBqGB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?iWBMPBvSB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhFJRBtWB?3XBSeBMUB+LB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?aZBGYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?eZBSYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhEvWBJGB?0XB+ZBqNB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SBKLB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SByQB
JSIZLOT,O,O,X,X,O,O,X,X,X
JSIZOTL,X,O,X,X,O,O,O,X,X
JSIZOLT,O,O,X,X,O,O,O,X,X
JSIOTLZ,X,O,X,O,O,O,X,X,X
JSIOTZL,X,O,X,O,O,O,O,X,X
JSIOLTZ,O,O,X,O,O,O,X,X,X
JSIOLZT,O,O,X,O,O,O,O,X,X
JSIOZTL,X,O,X,O,O,O,O,X,X
JSIOZLT,O,O,X,O,O,O,O,X,X
JSLTIZO,O,O,X,O,O,O,X,X,X
JSLTIOZ,O,O,X,O,X,X,X,X,X
JSLTZIO,O,O,X,O,O,O,X,X,X
JSLTZOI,O,O,X,O,X,X,X,X,X
JSLTOIZ,O,O,X,O,X,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X,X
JSLITZO,O,O,X,O,O,O,X,X,X
JSLITOZ,O,O,X,O,X,X,X,X,X
JSLIZTO,O,O,X,O,O,O,X,X,X
JSLIZOT,O,O,X,O,O,O,X,X,X
JSLIOTZ,O,O,X,O,O,O,X,X,X
JSLIOZT,O,O,X,O,O,O,O,X,X
JSLZTIO,O,O,X,O,O,O,X,X,X
JSLZTOI,O,O,X,O,X,X,X,X,X
JSLZITO,O,O,X,O,O,O,X,X,X
JSLZIOT,O,O,X,O,O,O,X,X,X
JSLZOTI,O,O,O,O,O,O,X,X,X
JSLZOIT,O,O,O,O,O,O,X,O,O
JSLOTIZ,O,O,O,O,O,O,X,X,X
JSLOTZI,O,O,O,O,O,O,X,X,X
JSLOITZ,O,O,O,O,O,O,X,O,X
JSLOIZT,O,O,O,O,O,O,O,O,X
JSLOZTI,O,O,O,O,O,O,O,X,X
JSLOZIT,O,O,O,O,O,O,O,O,O
JSZTILO,X,O,X,X,O,O,X,X,X
JSZTIOL,X,O,X,X,X,O,X,X,X
JSZTLIO,X,O,X,X,O,O,X,X,X
JSZTLOI,X,O,X,X,X,X,X,X,X
JSZTOIL,X,O,X,X,X,O,X,X,X
JSZTOLI,X,O,X,X,X,O,X,X,X
JSZITLO,X,O,X,X,O,O,X,X,X
JSZITOL,X,O,X,X,X,O,X,X,X
JSZILTO,O,O,X,X,O,O,X,X,X
JSZILOT,O,O,X,X,O,O,X,X,X
JSZIOTL,X,O,X,X,O,O,O,X,X
JSZIOLT,O,O,X,X,O,O,O,X,X
JSZLTIO,O,O,X,X,O,O,X,X,X
JSZLTOI,O,O,X,X,X,X,X,X,X
JSZLITO,O,O,X,X,O,O,X,X,X
JSZLIOT,O,O,X,X,O,O,X,X,X
JSZLOTI,O,O,O,X,O,O,X,X,X
JSZLOIT,O,O,O,X,O,O,X,O,O
JSZOTIL,X,O,X,X,O,O,O,X,X
JSZOTLI,X,O,X,X,O,O,O,X,X
JSZOITL,X,O,O,X,O,O,O,O,O
JSZOILT,O,O,O,X,O,O,O,O,O
JSZOLTI,O,O,O,X,O,O,O,X,X
JSZOLIT,O,O,O,X,O,O,O,O,O
JSOTILZ,X,O,X,O,O,O,X,X,X
JSOTIZL,X,O,X,O,O,O,O,X,X
JSOTLIZ,X,O,X,O,O,O,X,X,X
JSOTLZI,X,O,X,O,O,O,X,X,X
JSOTZIL,X,O,X,O,O,O,O,X,X
JSOTZLI,X,O,X,O,O,O,O,X,X
JSOITLZ,X,O,O,O,O,O,X,O,X
JSOITZL,X,O,O,O,O,O,O,O,O
JSOILTZ,O,O,O,O,O,O,X,O,X
JSOILZT,O,O,O,O,O,O,O,O,O
JSOIZTL,X,O,O,O,O,O,O,O,O
JSOIZLT,O,O,O,O,O,O,O,O,O
JSOLTIZ,O,O,O,O,O,O,X,X,X
JSOLTZI,O,O,O,O,O,O,X,X,X
JSOLITZ,O,O,O,O,O,O,X,O,X
JSOLIZT,O,O,O,O,O,O,O,O,X
JSOLZTI,O,O,O,O,O,O,O,X,X
JSOLZIT,O,O,O,O,O,O,O,O,O
JSOZTIL,X,O,X,O,O,O,O,X,X
JSOZTLI,X,O,X,O,O,O,O,X,X
JSOZITL,X,O,O,O,O,O,O,O,O
JSOZILT,O,O,O,O,O,O,O,O,O
JSOZLTI,O,O,O,O,O,O,O,X,X
JSOZLIT,O,O,O,O,O,O,O,O,O
JZTILSO,X,O,X,O,O,O,X,X,X
JZTILOS,X,O,X,O,X,X,X,X,X
JZTISLO,X,O,X,X,O,O,X,X,X
JZTISOL,X,O,X,X,X,O,X,X,X
JZTIOLS,X,O,X,O,X,O,X,X,X
JZTIOSL,X,O,X,O,X,O,X,X,X
JZTLISO,X,O,X,O,O,O,X,X,X
JZTLIOS,X,O,X,O,X,X,X,X,X
JZTLSIO,X,O,X,O,O,O,X,X,X
JZTLSOI,X,O,X,O,X,X,X,X,X
JZTLOIS,X,O,O,O,X,X,X,O,O
JZTLOSI,X,O,O,O,X,X,X,X,X
JZTSILO,X,O,X,X,O,O,X,X,X
JZTSIOL,X,O,X,X,X,O,X,X,X
JZTSLIO,X,O,X,X,O,O,X,X,X
JZTSLOI,X,O,X,X,X,X,X,X,X
JZTSOIL,X,O,X,X,X,O,X,X,X
JZTSOLI,X,O,X,X,X,O,X,X,X
JZTOILS,X,O,O,O,X,O,X,O,O
JZTOISL,X,O,O,O,X,O,X,O,O
JZTOLIS,X,O,O,O,X,O,X,O,O
JZTOLSI,X,O,O,O,X,O,X,X,X
JZTOSIL,X,O,X,O,X,O,X,X,X
JZTOSLI,X,O,X,O,X,O,X,X,X
JZITLSO,X,O,X,O,O,O,X,X,X
JZITLOS,X,O,X,O,X,X,X,X,X
JZITSLO,X,O,X,X,O,O,X,X,X
JZITSOL,X,O,X,X,X,O,X,X,X
JZITOLS,X,O,X,O,X,O,X,X,X
JZITOSL,X,O,X,O,X,O,X,X,X
JZILTSO,O,O,X,O,O,O,X,X,X
JZILTOS,O,O,X,O,X,X,X,X,X
JZILSTO,O,O,X,O,O,O,X,X,X
JZILSOT,O,O,X,O,O,O,X,X,X
JZILOTS,O,O,O,O,O,O,X,O,O
JZILOST,O,O,O,O,O,O,X,O,O
JZISTLO,X,O,X,X,O,O,X,X,X
JZISTOL,X,O,X,X,X,O,X,X,X
JZISLTO,O,O,X,X,O,O,X,X,X
JZISLOT,O,O,X,X,O,O,X,X,X
JZISOTL,X,O,X,X,O,O,O,X,X
JZISOLT,O,O,X,X,O,O,O,X,X
JZIOTLS,X,O,O,O,O,O,O,O,O
JZIOTSL,X,O,O,O,O,O,O,O,O
JZIOLTS,O,O,O,O,O,O,O,O,O
JZIOLST,O,O,O,O,O,O,O,O,O
JZIOSTL,X,O,O,O,O,O,O,O,O
JZIOSLT,O,O,O,O,O,O,O,O,O
JZLTISO,O,O,X,O,O,O,X,X,X
JZLTIOS,O,O,X,O,X,X,X,X,X
JZLTSIO,O,O,X,O,O,O,X,X,X
JZLTSOI,O,O,X,O,X,X,X,X,X
JZLTOIS,O,O,O,O,X,X,X,O,O
JZLTOSI,O,O,O,O,X,X,X,X,X
JZLITSO,O,O,X,O,O,O,X,X,X
JZLITOS,O,O,X,O,X,X,X,X,X
JZLISTO,O,O,X,O,O,O,X,X,X
JZLISOT,O,O,X,O,O,O,X,X,X
JZLIOTS,O,O,O,O,O,O,X,O,O
JZLIOST,O,O,O,O,O,O,X,O,O
JZLSTIO,O,O,X,O,O,O,X,X,X
JZLSTOI,O,O,X,O,X,X,X,X,X
JZLSITO,O,O,X,O,O,O,X,X,X
JZLSIOT,O,O,X,O,O,O,X,X,X
JZLSOTI,O,O,O,O,O,O,X,X,X
JZLSOIT,O,O,O,O,O,O,X,O,O
JZLOTIS,O,O,O,O,O,O,X,O,O
JZLOTSI,O,O,O,O,O,O,X,X,X
JZLOITS,O,O,O,O,O,O,X,O,O
JZLOIST,O,O,O,O,O,O,X,O,O
JZLOSTI,O,O,O,O,O,O,X,X,X
JZLOSIT,O,O,O,O,O,O,X,O,O
JZSTILO,X,O,X,X,O,O,X,X,X
JZSTIOL,X,O,X,X,X,O,X,X,X
JZSTLIO,X,O,X,X,O,O,X,X,X
JZSTLOI,X,O,X,X,X,X,X,X,X
JZSTOIL,X,O,X,X,X,O,X,X,X
JZSTOLI,X,O,X,X,X,O,X,X,X
JZSITLO,X,O,X,X,O,O,X,X,X
JZSITOL,X,O,X,X,X,O,X,X,X
JZSILTO,O,O,X,X,O,O,X,X,X
JZSILOT,O,O,X,X,O,O,X,X,X
JZSIOTL,X,O,X,X,O,O,O,X,X
JZSIOLT,O,O,X,X,O,O,O,X,X
JZSLTIO,O,O,X,X,O,O,X,X,X
JZSLTOI,O,O,X,X,X,X,X,X,X
JZSLITO,O,O,X,X,O,O,X,X,X
JZSLIOT,O,O,X,X,O,O,X,X,X
JZSLOTI,O,O,O,X,O,O,X,X,X
JZSLOIT,O,O,O,X,O,O,X,O,O
JZSOTIL,X,O,X,X,O,O,O,X,X
JZSOTLI,X,O,X,X,O,O,O,X,X
JZSOITL,X,O,O,X,O,O,O,O,O
JZSOILT,O,O,O,X,O,O,O,O,O
JZSOLTI,O,O,O,X,O,O,O,X,X
JZSOLIT,O,O,O,X,O,O,O,O,O
JZOTILS,X,O,O,O,O,O,O,O,O
JZOTISL,X,O,O,O,O,O,O,O,O
JZOTLIS,X,O,O,O,O,O,O,O,O
JZOTLSI,X,O,O,O,O,O,O,X,X
JZOTSIL,X,O,X,O,O,O,O,X,X
JZOTSLI,X,O,X,O,O,O,O,X,X
JZOITLS,X,O,O,O,O,O,O,O,O
JZOITSL,X,O,O,O,O,O,O,O,O
JZOILTS,O,O,O,O,O,O,O,O,O
JZOILST,O,O,O,O,O,O,O,O,O
JZOISTL,X,O,O,O,O,O,O,O,O
JZOISLT,O,O,O,O,O,O,O,O,O
JZOLTIS,O,O,O,O,O,O,O,O,O
JZOLTSI,O,O,O,O,O,O,O,X,X
JZOLITS,O,O,O,O,O,O,O,O,O
JZOLIST,O,O,O,O,O,O,O,O,O
JZOLSTI,O,O,O,O,O,O,O,X,X
JZOLSIT,O,O,O,O,O,O,O,O,O
JZOSTIL,X,O,X,O,O,O,O,X,X
JZOSTLI,X,O,X,O,O,O,O,X,X
JZOSITL,X,O,O,O,O,O,O,O,O
JZOSILT,O,O,O,O,O,O,O,O,O
JZOSLTI,O,O,O,O,O,O,O,X,X
JZOSLIT,O,O,O,O,O,O,O,O,O
JOTILSZ,X,O,O,O,O,O,X,O,X
JOTILZS,X,O,O,O,O,O,X,O,X
JOTISLZ,X,O,O,O,O,O,X,O,X
JOTISZL,X,O,O,O,O,O,O,O,O
JOTIZLS,X,O,O,O,O,O,O,O,O
JOTIZSL,X,O,O,O,O,O,O,O,O
JOTLISZ,X,O,O,O,O,O,X,O,X
JOTLIZS,X,O,O,O,O,O,X,O,X
JOTLSIZ,X,O,O,O,O,O,X,X,X
JOTLSZI,X,O,O,O,O,O,X,X,X
JOTLZIS,X,O,O,O,O,O,X,O,O
JOTLZSI,X,O,O,O,O,O,X,X,X
JOTSILZ,X,O,X,O,O,O,X,X,X
JOTSIZL,X,O,X,O,O,O,O,X,X
JOTSLIZ,X,O,X,O,O,O,X,X,X
JOTSLZI,X,O,X,O,O,O,X,X,X
JOTSZIL,X,O,X,O,O,O,O,X,X
JOTSZLI,X,O,X,O,O,O,O,X,X
JOTZILS,X,O,O,O,O,O,O,O,O
JOTZISL,X,O,O,O,O,O,O,O,O
JOTZLIS,X,O,O,O,O,O,O,O,O
JOTZLSI,X,O,O,O,O,O,O,X,X
JOTZSIL,X,O,X,O,O,O,O,X,X
JOTZSLI,X,O,X,O,O,O,O,X,X
JOITLSZ,X,O,O,O,O,O,X,O,X
JOITLZS,X,O,O,O,O,O,X,O,X
JOITSLZ,X,O,O,O,O,O,X,O,X
JOITSZL,X,O,O,O,O,O,O,O,O
JOITZLS,X,O,O,O,O,O,O,O,O
JOITZSL,X,O,O,O,O,O,O,O,O
JOILTSZ,O,O,O,O,O,O,X,O,X
JOILTZS,O,O,O,O,O,O,X,O,X
JOILSTZ,O,O,O,O,O,O,X,O,X
JOILSZT,O,O,O,O,O,O,O,O,O
JOILZTS,O,O,O,O,O,O,O,O,O
JOILZST,O,O,O,O,O,O,O,O,O
JOISTLZ,X,O,O,O,O,O,X,O,X
JOISTZL,X,O,O,O,O,O,O,O,O
JOISLTZ,O,O,O,O,O,O,X,O,X
JOISLZT,O,O,O,O,O,O,O,O,O
JOISZTL,X,O,O,O,O,O,O,O,O
JOISZLT,O,O,O,O,O,O,O,O,O
JOIZTLS,X,O,O,O,O,O,O,O,O
JOIZTSL,X,O,O,O,O,O,O,O,O
JOIZLTS,O,O,O,O,O,O,O,O,O
JOIZLST,O,O,O,O,O,O,O,O,O
JOIZSTL,X,O,O,O,O,O,O,O,O
JOIZSLT,O,O,O,O,O,O,O,O,O
JOLTISZ,O,O,O,O,O,O,X,O,X
JOLTIZS,O,O,O,O,O,O,X,O,X
JOLTSIZ,O,O,O,O,O,O,X,X,X
JOLTSZI,O,O,O,O,O,O,X,X,X
JOLTZIS,O,O,O,O,O,O,X,O,O
JOLTZSI,O,O,O,O,O,O,X,X,X
JOLITSZ,O,O,O,O,O,O,X,O,X
JOLITZS,O,O,O,O,O,O,X,O,X
JOLISTZ,O,O,O,O,O,O,X,O,X
JOLISZT,O,O,O,O,O,O,O,O,O
JOLIZTS,O,O,O,O,O,O,O,O,O
JOLIZST,O,O,O,O,O,O,O,O,O
JOLSTIZ,O,O,O,O,O,O,X,X,X
JOLSTZI,O,O,O,O,O,O,X,X,X
JOLSITZ,O,O,O,O,O,O,X,O,X
JOLSIZT,O,O,O,O,O,O,O,O,X
JOLSZTI,O,O,O,O,O,O,O,X,X
JOLSZIT,O,O,O,O,O,O,O,O,O
JOLZTIS,O,O,O,O,O,O,O,O,O
JOLZTSI,O,O,O,O,O,O,O,X,X
JOLZITS,O,O,O,O,O,O,O,O,O
JOLZIST,O,O,O,O,O,O,O,O,O
JOLZSTI,O,O,O,O,O,O,O,X,X
JOLZSIT,O,O,O,O,O,O,O,O,O
JOSTILZ,X,O,X,O,O,O,X,X,X
JOSTIZL,X,O,X,O,O,O,O,X,X
JOSTLIZ,X,O,X,O,O,O,X,X,X
JOSTLZI,X,O,X,O,O,O,X,X,X
JOSTZIL,X,O,X,O,O,O,O,X,X
JOSTZLI,X,O,X,O,O,O,O,X,X
JOSITLZ,X,O,O,O,O,O,X,O,X
JOSITZL,X,O,O,O,O,O,O,O,O
JOSILTZ,O,O,O,O,O,O,X,O,X
JOSILZT,O,O,O,O,O,O,O,O,O
JOSIZTL,X,O,O,O,O,O,O,O,O
JOSIZLT,O,O,O,O,O,O,O,O,O
JOSLTIZ,O,O,O,O,O,O,X,X,X
JOSLTZI,O,O,O,O,O,O,X,X,X
JOSLITZ,O,O,O,O,O,O,X,O,X
JOSLIZT,O,O,O,O,O,O,O,O,X
JOSLZTI,O,O,O,O,O,O,O,X,X
JOSLZIT,O,O,O,O,O,O,O,O,O
JOSZTIL,X,O,X,O,O,O,O,X,X
JOSZTLI,X,O,X,O,O,O,O,X,X
JOSZITL,X,O,O,O,O,O,O,O,O
JOSZILT,O,O,O,O,O,O,O,O,O
JOSZLTI,O,O,O,O,O,O,O,X,X
JOSZLIT,O,O,O,O,O,O,O,O,O
JOZTILS,X,O,O,O,O,O,O,O,O
JOZTISL,X,O,O,O,O,O,O,O,O
JOZTLIS,X,O,O,O,O,O,O,O,O
JOZTLSI,X,O,O,O,O,O,O,X,X
JOZTSIL,X,O,X,O,O,O,O,X,X
JOZTSLI,X,O,X,O,O,O,O,X,X
JOZITLS,X,O,O,O,O,O,O,O,O
JOZITSL,X,O,O,O,O,O,O,O,O
JOZILTS,O,O,O,O,O,O,O,O,O
JOZILST,O,O,O,O,O,O,O,O,O
JOZISTL,X,O,O,O,O,O,O,O,O
JOZISLT,O,O,O,O,O,O,O,O,O
JOZLTIS,O,O,O,O,O,O,O,O,O
JOZLTSI,O,O,O,O,O,O,O,X,X
JOZLITS,O,O,O,O,O,O,O,O,O
JOZLIST,O,O,O,O,O,O,O,O,O
JOZLSTI,O,O,O,O,O,O,O,X,X
JOZLSIT,O,O,O,O,O,O,O,O,O
JOZSTIL,X,O,X,O,O,O,O,X,X
JOZSTLI,X,O,X,O,O,O,O,X,X
JOZSITL,X,O,O,O,O,O,O,O,O
JOZSILT,O,O,O,O,O,O,O,O,O
JOZSLTI,O,O,O,O,O,O,O,X,X
JOZSLIT,O,O,O,O,O,O,O,O,O
STILJZO,O,X,X,O,O,X,X,X,X
STILJOZ,O,X,X,O,X,X,X,X,X
STILZJO,O,X,X,O,O,X,X,X,X
STILZOJ,O,X,X,O,O,X,X,X,X
STILOJZ,O,X,X,O,O,X,X,X,X
STILOZJ,O,X,X,O,O,X,X,X,X
STIJLZO,X,O,X,O,O,O,X,X,X
STIJLOZ,X,O,X,O,X,X,X,X,X
STIJZLO,X,O,X,X,O,O,X,X,X
STIJZOL,X,O,X,X,X,O,X,X,X
STIJOLZ,X,O,X,O,X,O,X,X,X
STIJOZL,X,O,X,O,X,O,O,X,X
STIZLJO,O,X,X,X,O,X,X,X,X
STIZLOJ,O,X,X,X,O,X,X,X,X
STIZJLO,X,O,X,X,O,O,X,X,X
STIZJOL,X,O,X,X,X,O,X,X,X
STIZOLJ,O,X,X,X,O,X,X,X,X
STIZOJL,X,O,X,X,O,O,X,X,X
STIOLJZ,O,X,X,O,O,X,X,X,X
STIOLZJ,O,X,X,O,O,X,X,X,X
STIOJLZ,X,O,X,O,O,O,X,X,X
STIOJZL,X,O,X,O,O,O,O,X,X
STIOZLJ,O,X,X,O,O,X,O,X,X
STIOZJL,X,O,X,O,O,O,O,X,X
STLIJZO,O,X,X,O,O,X,X,X,X
STLIJOZ,O,X,X,O,X,X,X,X,X
STLIZJO,O,X,X,O,O,X,X,X,X
STLIZOJ,O,X,X,O,O,X,X,X,X
STLIOJZ,O,X,X,O,O,X,X,X,X
STLIOZJ,O,X,X,O,O,X,X,X,X
STLJIZO,O,X,X,O,O,X,X,X,X
STLJIOZ,O,X,X,O,X,X,X,X,X
STLJZIO,O,X,X,O,O,X,X,X,X
STLJZOI,O,X,X,O,X,X,X,X,X
STLJOIZ,O,X,X,O,X,X,X,X,X
STLJOZI,O,X,X,O,X,X,X,X,X
STLZIJO,O,X,X,O,O,X,X,X,X
STLZIOJ,O,X,X,O,O,X,X,X,X
STLZJIO,O,X,X,O,O,X,X,X,X
STLZJOI,O,X,X,O,X,X,X,X,X
STLZOIJ,O,X,X,O,O,X,X,X,X
STLZOJI,O,X,X,O,O,X,X,X,X
STLOIJZ,O,X,X,O,O,X,X,X,X
STLOIZJ,O,X,X,O,O,X,X,X,X
STLOJIZ,O,X,X,O,O,X,X,X,X
STLOJZI,O,X,X,O,O,X,X,X,X
STLOZIJ,O,X,X,O,O,X,X,X,X
STLOZJI,O,X,X,O,O,X,X,X,X
STJILZO,X,O,X,O,O,O,X,X,X
STJILOZ,X,O,X,O,X,X,X,X,X
STJIZLO,X,O,X,X,O,O,X,X,X
STJIZOL,X,O,X,X,X,O,X,X,X
STJIOLZ,X,O,X,O,X,O,X,X,X
STJIOZL,X,O,X,O,X,O,O,X,X
STJLIZO,X,O,X,O,O,O,X,X,X
STJLIOZ,X,O,X,O,X,X,X,X,X
STJLZIO,X,O,X,O,O,O,X,X,X
STJLZOI,X,O,X,O,X,X,X,X,X
STJLOIZ,X,O,X,O,X,X,X,X,X
STJLOZI,X,O,X,O,X,X,X,X,X
STJZILO,X,O,X,X,O,O,X,X,X
STJZIOL,X,O,X,X,X,O,X,X,X
STJZLIO,X,O,X,X,O,O,X,X,X
STJZLOI,X,O,X,X,X,X,X,X,X
STJZOIL,X,O,X,X,X,O,X,X,X
STJZOLI,X,O,X,X,X,O,X,X,X
STJOILZ,X,O,X,O,X,O,X,X,X
STJOIZL,X,O,X,O,X,O,O,X,X
STJOLIZ,X,O,X,O,X,O,X,X,X
STJOLZI,X,O,X,O,X,O,X,X,X
STJOZIL,X,O,X,O,X,O,O,X,X
STJOZLI,X,O,X,O,X,O,O,X,X
STZILJO,O,X,X,X,O,X,X,X,X
STZILOJ,O,X,X,X,O,X,X,X,X
STZIJLO,X,O,X,X,O,O,X,X,X
STZIJOL,X,O,X,X,X,O,X,X,X
STZIOLJ,O,X,X,X,O,X,X,X,X
STZIOJL,X,O,X,X,O,O,X,X,X
STZLIJO,O,X,X,X,O,X,X,X,X
STZLIOJ,O,X,X,X,O,X,X,X,X
STZLJIO,O,X,X,X,O,X,X,X,X
STZLJOI,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,O,X,X,X,X
STZLOJI,O,X,X,X,O,X,X,X,X
STZJILO,X,O,X,X,O,O,X,X,X
STZJIOL,X,O,X,X,X,O,X,X,X
STZJLIO,X,O,X,X,O,O,X,X,X
STZJLOI,X,O,X,X,X,X,X,X,X
STZJOIL,X,O,X,X,X,O,X,X,X
STZJOLI,X,O,X,X,X,O,X,X,X
STZOILJ,O,X,X,X,O,X,X,X,X
STZOIJL,X,O,X,X,O,O,X,X,X
STZOLIJ,O,X,X,X,O,X,X,X,X
STZOLJI,O,X,X,X,O,X,X,X,X
STZOJIL,X,O,X,X,O,O,X,X,X
STZOJLI,X,O,X,X,O,O,X,X,X
STOILJZ,O,X,X,O,O,X,X,X,X
STOILZJ,O,X,X,O,O,X,X,X,X
STOIJLZ,X,O,X,O,O,O,X,X,X
STOIJZL,X,O,X,O,O,O,O,X,X
STOIZLJ,O,X,X,O,O,X,O,X,X
STOIZJL,X,O,X,O,O,O,O,X,X
STOLIJZ,O,X,X,O,O,X,X,X,X
STOLIZJ,O,X,X,O,O,X,X,X,X
STOLJIZ,O,X,X,O,O,X,X,X,X
STOLJZI,O,X,X,O,O,X,X,X,X
STOLZIJ,O,X,X,O,O,X,X,X,X
STOLZJI,O,X,X,O,O,X,X,X,X
STOJILZ,X,O,X,O,O,O,X,X,X
STOJIZL,X,O,X,O,O,O,O,X,X
STOJLIZ,X,O,X,O,O,O,X,X,X
STOJLZI,X,O,X,O,O,O,X,X,X
STOJZIL,X,O,X,O,O,O,O,X,X
STOJZLI,X,O,X,O,O,O,O,X,X
STOZILJ,O,X,X,O,O,X,O,X,X
STOZIJL,X,O,X,O,O,O,O,X,X
STOZLIJ,O,X,X,O,O,X,O,X,X
STOZLJI,O,X,X,O,O,X,O,X,X
STOZJIL,X,O,X,O,O,O,O,X,X
STOZJLI,X,O,X,O,O,O,O,X,X
SITLJZO,O,X,X,O,O,X,X,X,X
SITLJOZ,O,X,X,O,X,X,X,X,X
SITLZJO,O,X,X,O,O,X,X,X,X
SITLZOJ,O,X,X,O,O,X,X,X,X
SITLOJZ,O,X,X,O,O,X,X,X,X
SITLOZJ,O,X,X,O,O,X,X,X,X
SITJLZO,X,O,X,O,O,O,X,X,X
SITJLOZ,X,O,X,O,X,X,X,X,X
SITJZLO,X,O,X,X,O,O,X,X,X
SITJZOL,X,O,X,X,X,O,X,X,X
SITJOLZ,X,O,X,O,X,O,X,X,X
SITJOZL,X,O,X,O,X,O,O,X,X
SITZLJO,O,X,X,X,O,X,X,X,X
SITZLOJ,O,X,X,X,O,X,X,X,X
SITZJLO,X,O,X,X,O,O,X,X,X
SITZJOL,X,O,X,X,X,O,X,X,X
SITZOLJ,O,X,X,X,O,X,X,X,X
SITZOJL,X,O,X,X,O,O,X,X,X
SITOLJZ,O,X,X,O,O,X,X,X,X
SITOLZJ,O,X,X,O,O,X,X,X,X
SITOJLZ,X,O,X,O,O,O,X,X,X
SITOJZL,X,O,X,O,O,O,O,X,X
SITOZLJ,O,X,X,O,O,X,O,X,X
SITOZJL,X,O,X,O,O,O,O,X,X
SILTJZO,O,X,X,O,O,X,X,X,X
SILTJOZ,O,X,X,O,X,X,X,X,X
SILTZJO,O,X,X,O,O,X,X,X,X
SILTZOJ,O,X,X,O,O,X,X,X,X
SILTOJZ,O,X,X,O,O,X,X,X,X
SILTOZJ,O,X,X,O,O,X,X,X,X
SILJTZO,O,O,X,O,O,O,X,X,X
SILJTOZ,O,O,X,O,X,X,X,X,X
SILJZTO,O,O,X,O,O,O,X,X,X
SILJZOT,O,O,X,O,O,O,X,X,X
SILJOTZ,O,O,X,O,O,O,X,X,X
SILJOZT,O,O,X,O,O,O,O,X,X
SILZTJO,O,X,X,O,O,X,X,X,X
SILZTOJ,O,X,X,O,O,X,X,X,X
SILZJTO,O,O,X,O,O,O,X,X,X
SILZJOT,O,O,X,O,O,O,X,X,X
SILZOTJ,O,X,X,O,O,X,X,X,X
SILZOJT,O,O,X,O,O,O,X,X,X
SILOTJZ,O,X,X,O,O,X,X,X,X
SILOTZJ,O,X,X,O,O,X,X,X,X
SILOJTZ,O,O,X,O,O,O,X,X,X
SILOJZT,O,O,X,O,O,O,O,X,X
SILOZTJ,O,X,X,O,O,X,O,X,X
SILOZJT,O,O,X,O,O,O,O,X,X
SIJTLZO,X,O,X,O,O,O,X,X,X
SIJTLOZ,X,O,X,O,X,X,X,X,X
SIJTZLO,X,O,X,X,O,O,X,X,X
SIJTZOL,X,O,X,X,X,O,X,X,X
SIJTOLZ,X,O,X,O,X,O,X,X,X
SIJTOZL,X,O,X,O,X,O,O,X,X
SIJLTZO,O,O,X,O,O,O,X,X,X
SIJLTOZ,O,O,X,O,X,X,X,X,X
SIJLZTO,O,O,X,O,O,O,X,X,X
SIJLZOT,O,O,X,O,O,O,X,X,X
SIJLOTZ,O,O,X,O,O,O,X,X,X
SIJLOZT,O,O,X,O,O,O,O,X,X
SIJZTLO,X,O,X,X,O,O,X,X,X
SIJZTOL,X,O,X,X,X,O,X,X,X
SIJZLTO,O,O,X,X,O,O,X,X,X
SIJZLOT,O,O,X,X,O,O,X,X,X
SIJZOTL,X,O,X,X,O,O,O,X,X
SIJZOLT,O,O,X,X,O,O,O,X,X
SIJOTLZ,X,O,X,O,O,O,X,X,X
SIJOTZL,X,O,X,O,O,O,O,X,X
SIJOLTZ,O,O,X,O,O,O,X,X,X
SIJOLZT,O,O,X,O,O,O,O,X,X
SIJOZTL,X,O,X,O,O,O,O,X,X
SIJOZLT,O,O,X,O,O,O,O,X,X
SIZTLJO,O,X,X,X,O,X,X,X,X
SIZTLOJ,O,X,X,X,O,X,X,X,X
SIZTJLO,X,O,X,X,O,O,X,X,X
SIZTJOL,X,O,X,X,X,O,X,X,X
SIZTOLJ,O,X,X,X,O,X,X,X,X
SIZTOJL,X,O,X,X,O,O,X,X,X
SIZLTJO,O,X,X,X,O,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X,X
SIZLJTO,O,O,X,X,O,O,X,X,X
SIZLJOT,O,O,X,X,O,O,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,X
SIZLOJT,O,O,X,X,O,O,X,X,X
SIZJTLO,X,O,X,X,O,O,X,X,X
