sequence,v115@8gA8IeC8GeC8GeC8BeF8JezHJvhEpPBenBscBvqBKa?B,v115@8gA8IeC8GeC8GeC8BeF8JesKJvhEugBPgBJVBTnBao?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjBTnBCiBWd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBJjB+nBzhBSd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcB2sBziBid?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aBpcBysBTiBmd?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBTU?B,v115@8gA8IeC8GeC8GeC8BeF8JeUGJvhE3aB+nBqhBJjBzQ?B,v115@8gA8IeC8GeC8GeC8BeF8JexLJvhEmnBSmBsaBPdBzd?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEmVBUmBPnBJjB6n?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBpS?B,v115@8gA8IeC8GeC8GeC8BeF8JeT6IvhEPWBUmBysBWnBJZ?B
LIZSTJO,X,O,X,X,X,X,X,X,O,X,X,X
LIZSTOJ,X,O,X,X,X,O,X,X,X,O,X,X
LIZSJTO,O,O,X,X,X,X,O,O,O,X,X,X
LIZSJOT,O,O,X,O,X,O,O,O,O,O,X,O
LIZSOTJ,X,O,O,X,X,O,X,X,X,O,X,O
LIZSOJT,O,O,O,X,X,O,O,O,O,O,X,O
LIZOTJS,X,O,O,X,X,O,X,X,X,X,X,O
LIZOTSJ,X,O,O,X,X,O,X,X,X,X,X,O
LIZOJTS,O,O,O,X,X,O,O,X,O,X,O,O
LIZOJST,O,O,O,X,X,O,O,X,O,O,O,O
LIZOSTJ,X,O,O,X,X,O,X,X,X,O,X,O
LIZOSJT,O,O,O,X,X,O,O,X,O,O,O,O
LIOTJSZ,O,X,O,X,X,X,X,X,X,O,X,O
LIOTJZS,O,X,O,X,X,X,X,X,X,X,X,O
LIOTSJZ,O,X,O,X,X,X,X,X,X,O,X,O
LIOTSZJ,X,O,O,X,X,X,X,X,X,O,X,O
LIOTZJS,X,O,O,X,X,X,X,X,X,X,X,O
LIOTZSJ,X,O,O,X,X,X,X,X,X,X,X,O
LIOJTSZ,O,X,O,X,X,X,O,X,O,O,O,O
LIOJTZS,O,X,O,X,X,X,O,X,O,X,O,O
LIOJSTZ,O,X,O,X,X,X,O,X,O,O,O,O
LIOJSZT,O,O,O,X,X,O,O,X,O,O,O,O
LIOJZTS,O,O,O,X,X,O,O,X,O,X,O,O
LIOJZST,O,O,O,X,X,O,O,X,O,O,O,O
LIOSTJZ,O,X,O,X,X,X,X,X,X,O,X,O
LIOSTZJ,X,O,O,X,X,X,X,X,X,O,X,O
LIOSJTZ,O,X,O,X,X,X,O,X,O,O,O,O
LIOSJZT,O,O,O,X,X,O,O,X,O,O,O,O
LIOSZTJ,X,O,O,X,X,O,X,X,X,O,X,O
LIOSZJT,O,O,O,X,X,O,O,X,O,O,O,O
LIOZTJS,X,O,O,X,X,O,X,X,X,X,X,O
LIOZTSJ,X,O,O,X,X,O,X,X,X,X,X,O
LIOZJTS,O,O,O,X,X,O,O,X,O,X,O,O
LIOZJST,O,O,O,X,X,O,O,X,O,O,O,O
LIOZSTJ,X,O,O,X,X,O,X,X,X,O,X,O
LIOZSJT,O,O,O,X,X,O,O,X,O,O,O,O
LJTISZO,O,X,X,X,X,X,O,O,X,X,X,X
LJTISOZ,O,X,X,O,X,X,O,O,X,X,X,X
LJTIZSO,O,X,X,X,X,X,O,O,X,X,X,X
LJTIZOS,O,X,X,X,X,X,O,X,X,X,O,O
LJTIOSZ,O,X,X,O,X,X,O,X,X,X,O,O
LJTIOZS,O,X,X,O,X,X,O,X,X,X,O,O
LJTSIZO,O,X,X,X,X,X,O,O,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,O,O,X,X,X,X
LJTSZIO,O,X,X,X,X,X,O,O,X,X,X,X
LJTSZOI,O,X,X,X,X,X,X,O,X,X,X,X
LJTSOIZ,O,X,X,O,X,X,X,O,X,X,X,X
LJTSOZI,O,X,X,O,X,O,X,O,X,X,X,X
LJTZISO,O,X,X,X,X,X,O,O,X,X,X,X
LJTZIOS,O,X,X,X,X,X,O,X,X,X,O,O
LJTZSIO,O,X,X,X,X,X,O,O,X,X,X,X
LJTZSOI,O,X,X,X,X,X,X,O,X,X,X,X
LJTZOIS,O,X,X,X,X,X,X,X,X,X,O,O
LJTZOSI,O,X,X,X,X,X,X,X,X,X,O,O
LJTOISZ,O,X,X,O,X,X,X,X,X,X,O,O
LJTOIZS,O,X,X,O,X,X,X,X,X,X,O,O
LJTOSIZ,O,X,X,O,X,X,X,X,X,X,O,O
LJTOSZI,O,X,X,O,X,O,X,X,X,X,O,O
LJTOZIS,O,X,X,O,X,O,X,X,X,X,O,O
LJTOZSI,O,X,X,O,X,O,X,X,X,X,O,O
LJITSZO,O,X,X,X,X,X,O,O,O,X,X,X
LJITSOZ,O,X,X,O,X,X,O,O,O,X,X,X
LJITZSO,O,X,X,X,X,X,O,O,O,X,X,X
LJITZOS,O,X,X,X,X,X,O,X,O,X,O,O
LJITOSZ,O,X,X,O,X,X,O,X,O,X,O,O
LJITOZS,O,X,X,O,X,X,O,X,O,X,O,O
LJISTZO,O,X,X,X,X,X,O,O,O,X,X,X
LJISTOZ,O,X,X,O,X,X,O,O,O,X,X,X
LJISZTO,O,O,X,X,X,X,O,O,O,X,X,X
LJISZOT,O,O,X,O,X,X,O,O,O,O,O,O
LJISOTZ,O,X,X,O,X,X,O,O,O,O,O,O
LJISOZT,O,O,X,O,X,O,O,O,O,O,O,O
LJIZTSO,O,O,X,X,X,X,O,O,O,X,X,X
LJIZTOS,O,O,X,X,X,X,O,X,O,X,O,O
LJIZSTO,O,O,X,X,X,X,O,O,O,X,X,X
LJIZSOT,O,O,X,O,X,X,O,O,O,X,O,O
LJIZOTS,O,O,X,O,X,X,O,X,O,X,O,O
LJIZOST,O,O,X,O,X,X,O,O,O,X,O,O
LJIOTSZ,O,X,X,O,X,X,O,X,O,O,O,O
LJIOTZS,O,X,X,O,X,X,O,X,O,X,O,O
LJIOSTZ,O,X,X,O,X,X,O,O,O,O,O,O
LJIOSZT,O,O,X,O,X,O,O,O,O,O,O,O
LJIOZTS,O,O,X,O,X,O,O,X,O,X,O,O
LJIOZST,O,O,X,O,X,O,O,O,O,O,O,O
LJSTIZO,O,X,X,X,X,X,O,O,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
LJSTZIO,O,X,X,X,X,X,O,O,X,X,X,X
LJSTZOI,O,X,X,X,X,X,X,O,X,X,X,X
LJSTOIZ,O,X,X,O,X,X,X,O,X,X,X,X
LJSTOZI,O,X,X,O,X,O,X,O,X,X,X,X
LJSITZO,O,X,X,X,X,X,O,O,O,X,X,X
LJSITOZ,O,X,X,O,X,X,O,O,O,X,X,X
LJSIZTO,O,O,X,X,X,X,O,O,O,X,X,X
LJSIZOT,O,O,X,O,X,X,O,O,O,O,O,O
LJSIOTZ,O,X,X,O,X,X,O,O,O,O,O,O
LJSIOZT,O,O,X,O,X,O,O,O,O,O,O,O
LJSZTIO,O,O,X,X,X,X,O,O,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,O,X,X,X,X
LJSZITO,O,O,X,X,X,X,O,O,O,X,X,X
LJSZIOT,O,O,X,O,O,O,O,O,O,O,O,O
LJSZOTI,O,O,X,O,O,O,X,O,X,O,O,O
LJSZOIT,O,O,X,O,O,O,O,O,O,O,O,O
LJSOTIZ,O,X,X,O,X,X,X,O,X,O,O,O
LJSOTZI,O,X,X,O,O,O,X,O,X,O,O,O
LJSOITZ,O,X,X,O,X,X,O,O,O,O,O,O
LJSOIZT,O,O,X,O,O,O,O,O,O,O,O,O
LJSOZTI,O,O,X,O,O,O,X,O,X,O,O,O
LJSOZIT,O,O,X,O,O,O,O,O,O,O,O,O
LJZTISO,O,O,X,X,X,X,O,O,X,X,X,X
LJZTIOS,O,O,X,X,X,X,O,X,X,X,O,O
LJZTSIO,O,O,X,X,X,X,O,O,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,O,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X,X,X,O,O
LJZTOSI,O,O,X,X,X,X,X,X,X,X,O,O
LJZITSO,O,O,X,X,X,X,O,O,O,X,X,X
LJZITOS,O,O,X,X,X,X,O,X,O,X,O,O
LJZISTO,O,O,X,X,X,X,O,O,O,X,X,X
LJZISOT,O,O,X,O,O,O,O,O,O,X,O,O
LJZIOTS,O,O,X,O,O,O,O,X,O,X,O,O
LJZIOST,O,O,X,O,O,O,O,O,O,X,O,O
LJZSTIO,O,O,X,X,X,X,O,O,X,X,X,X
LJZSTOI,O,O,X,X,X,X,X,O,X,X,X,X
LJZSITO,O,O,X,X,X,X,O,O,O,X,X,X
LJZSIOT,O,O,X,O,O,O,O,O,O,X,O,O
LJZSOTI,O,O,X,O,O,O,X,O,X,X,O,O
LJZSOIT,O,O,X,O,O,O,O,O,O,X,O,O
LJZOTIS,O,O,X,O,O,O,X,X,X,X,O,O
LJZOTSI,O,O,X,O,O,O,X,X,X,X,O,O
LJZOITS,O,O,X,O,O,O,O,X,O,X,O,O
LJZOIST,O,O,X,O,O,O,O,O,O,X,O,O
LJZOSTI,O,O,X,O,O,O,X,O,X,X,O,O
LJZOSIT,O,O,X,O,O,O,O,O,O,X,O,O
LJOTISZ,O,X,X,O,X,X,X,X,X,O,O,O
LJOTIZS,O,X,X,O,X,X,X,X,X,X,O,O
LJOTSIZ,O,X,X,O,X,X,X,X,X,O,O,O
LJOTSZI,O,X,X,O,O,O,X,X,X,O,O,O
LJOTZIS,O,X,X,O,O,O,X,X,X,X,O,O
LJOTZSI,O,X,X,O,O,O,X,X,X,X,O,O
LJOITSZ,O,X,X,O,X,X,O,X,O,O,O,O
LJOITZS,O,X,X,O,X,X,O,X,O,X,O,O
LJOISTZ,O,X,X,O,X,X,O,O,O,O,O,O
LJOISZT,O,O,X,O,O,O,O,O,O,O,O,O
LJOIZTS,O,O,X,O,O,O,O,X,O,X,O,O
LJOIZST,O,O,X,O,O,O,O,O,O,O,O,O
LJOSTIZ,O,X,X,O,X,X,X,O,X,O,O,O
LJOSTZI,O,X,X,O,O,O,X,O,X,O,O,O
LJOSITZ,O,X,X,O,X,X,O,O,O,O,O,O
LJOSIZT,O,O,X,O,O,O,O,O,O,O,O,O
LJOSZTI,O,O,X,O,O,O,X,O,X,O,O,O
LJOSZIT,O,O,X,O,O,O,O,O,O,O,O,O
LJOZTIS,O,O,X,O,O,O,X,X,X,X,O,O
LJOZTSI,O,O,X,O,O,O,X,X,X,X,O,O
LJOZITS,O,O,X,O,O,O,O,X,O,X,O,O
LJOZIST,O,O,X,O,O,O,O,O,O,O,O,O
LJOZSTI,O,O,X,O,O,O,X,O,X,O,O,O
LJOZSIT,O,O,X,O,O,O,O,O,O,O,O,O
LSTIJZO,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,O,X,X,X,X,X,X,X,O,X,X
LSTIOJZ,O,X,X,X,X,X,X,X,X,O,X,X
LSTIOZJ,X,O,X,X,X,X,X,X,X,O,X,X
LSTJIZO,O,X,X,X,X,X,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,O,X,X,X,X,X,X
LSTZIJO,X,O,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,O,X,X,X,O,X,X,X,O,X,X
LSTZJIO,X,O,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,O,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,O,X,X,X,O,X,X,X,O,X,X
LSTZOJI,X,O,X,X,X,O,X,X,X,O,X,X
LSTOIJZ,O,X,X,X,X,X,X,X,X,O,X,X
LSTOIZJ,X,O,X,X,X,X,X,X,X,O,X,X
LSTOJIZ,O,X,X,X,X,X,X,X,X,O,X,X
LSTOJZI,O,X,X,X,X,O,X,X,X,O,X,X
LSTOZIJ,X,O,X,X,X,O,X,X,X,O,X,X
LSTOZJI,X,O,X,X,X,O,X,X,X,O,X,X
LSITJZO,O,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,X,O,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,O,X,X,X,X,X,X,X,O,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,O,X,X
LSITOZJ,X,O,X,X,X,X,X,X,X,O,X,X
LSIJTZO,O,X,X,X,X,X,O,O,X,X,X,X
LSIJTOZ,O,X,X,O,X,X,O,O,X,X,X,X
LSIJZTO,O,O,X,X,X,X,O,O,X,X,X,X
LSIJZOT,O,O,X,O,X,X,O,O,X,O,X,O
LSIJOTZ,O,X,X,O,X,X,O,O,X,O,X,O
LSIJOZT,O,O,X,O,X,O,O,O,X,O,X,O
LSIZTJO,X,O,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,X,O,X,X,X,O,X,X,X,O,X,X
LSIZJTO,O,O,X,X,X,X,O,O,X,X,X,X
LSIZJOT,O,O,X,O,X,O,O,O,X,O,X,O
LSIZOTJ,X,O,O,X,X,O,X,X,X,O,X,O
LSIZOJT,O,O,O,X,X,O,O,O,X,O,X,O
LSIOTJZ,O,X,O,X,X,X,X,X,X,O,X,O
LSIOTZJ,X,O,O,X,X,X,X,X,X,O,X,O
LSIOJTZ,O,X,O,X,X,X,O,O,X,O,X,O
LSIOJZT,O,O,O,X,X,O,O,O,X,O,X,O
LSIOZTJ,X,O,O,X,X,O,X,X,X,O,X,O
LSIOZJT,O,O,O,X,X,O,O,O,X,O,X,O
LSJTIZO,O,X,X,X,X,X,O,O,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
LSJTZIO,O,X,X,X,X,X,O,O,X,X,X,X
LSJTZOI,O,X,X,X,X,X,X,O,X,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,O,X,X,X,X
LSJTOZI,O,X,X,O,X,O,X,O,X,X,X,X
LSJITZO,O,X,X,X,X,X,O,O,X,X,X,X
LSJITOZ,O,X,X,O,X,X,O,O,X,X,X,X
LSJIZTO,O,O,X,X,X,X,O,O,X,X,X,X
LSJIZOT,O,O,X,O,X,X,O,O,X,O,O,O
LSJIOTZ,O,X,X,O,X,X,O,O,X,O,O,O
LSJIOZT,O,O,X,O,X,O,O,O,X,O,O,O
LSJZTIO,O,O,X,X,X,X,O,O,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X,O,X,X,X,X
LSJZITO,O,O,X,X,X,X,O,O,X,X,X,X
LSJZIOT,O,O,X,O,O,O,O,O,X,O,O,O
LSJZOTI,O,O,X,O,O,O,X,O,X,O,O,O
LSJZOIT,O,O,X,O,O,O,O,O,X,O,O,O
LSJOTIZ,O,X,X,O,X,X,X,O,X,O,O,O
LSJOTZI,O,X,X,O,O,O,X,O,X,O,O,O
LSJOITZ,O,X,X,O,X,X,O,O,X,O,O,O
LSJOIZT,O,O,X,O,O,O,O,O,X,O,O,O
LSJOZTI,O,O,X,O,O,O,X,O,X,O,O,O
LSJOZIT,O,O,X,O,O,O,O,O,X,O,O,O
LSZTIJO,X,O,X,X,X,X,X,X,X,X,X,X
LSZTIOJ,X,O,X,X,X,O,X,X,X,O,X,X
LSZTJIO,X,O,X,X,X,X,O,O,X,X,X,X
LSZTJOI,X,O,X,X,X,X,X,O,X,X,X,X
LSZTOIJ,X,O,X,X,X,O,X,X,X,O,X,X
LSZTOJI,X,O,X,X,X,O,X,O,X,O,X,X
LSZITJO,X,O,X,X,X,X,X,X,X,X,X,X
LSZITOJ,X,O,X,X,X,O,X,X,X,O,X,X
LSZIJTO,O,O,X,X,X,X,O,O,X,X,X,X
LSZIJOT,O,O,X,O,O,O,O,O,X,O,X,O
LSZIOTJ,X,O,O,X,X,O,X,X,X,O,X,O
LSZIOJT,O,O,O,X,X,O,O,O,X,O,X,O
LSZJTIO,O,O,X,X,X,X,O,O,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X,O,X,X,X,X
LSZJITO,O,O,X,X,X,X,O,O,X,X,X,X
LSZJIOT,O,O,X,O,O,O,O,O,X,O,O,O
LSZJOTI,O,O,X,O,O,O,X,O,X,O,O,O
LSZJOIT,O,O,X,O,O,O,O,O,X,O,O,O
LSZOTIJ,X,O,O,X,X,O,X,X,X,O,X,O
LSZOTJI,X,O,O,O,X,O,X,O,X,O,O,O
LSZOITJ,X,O,O,X,X,O,X,X,X,O,X,O
LSZOIJT,O,O,O,O,X,O,O,O,X,O,O,O
LSZOJTI,O,O,O,O,X,O,X,O,X,O,O,O
LSZOJIT,O,O,O,O,X,O,O,O,X,O,O,O
LSOTIJZ,O,X,O,X,X,X,X,X,X,O,X,O
LSOTIZJ,X,O,O,X,X,X,X,X,X,O,X,O
LSOTJIZ,O,X,O,X,X,X,X,X,X,O,O,O
LSOTJZI,O,X,O,X,X,O,X,X,X,O,O,O
LSOTZIJ,X,O,O,X,X,O,X,X,X,O,X,O
LSOTZJI,X,O,O,X,X,O,X,X,X,O,O,O
LSOITJZ,O,X,O,X,X,X,X,X,X,O,X,O
LSOITZJ,X,O,O,X,X,X,X,X,X,O,X,O
LSOIJTZ,O,X,O,X,X,X,O,O,X,O,O,O
LSOIJZT,O,O,O,X,X,O,O,O,X,O,O,O
LSOIZTJ,X,O,O,X,X,O,X,X,X,O,X,O
LSOIZJT,O,O,O,X,X,O,O,O,X,O,O,O
LSOJTIZ,O,X,O,X,X,X,X,O,X,O,O,O
LSOJTZI,O,X,O,X,X,O,X,O,X,O,O,O
LSOJITZ,O,X,O,X,X,X,X,O,X,O,O,O
LSOJIZT,O,O,O,X,X,O,X,O,X,O,O,O
LSOJZTI,O,O,O,X,X,O,X,O,X,O,O,O
LSOJZIT,O,O,O,X,X,O,X,O,X,O,O,O
LSOZTIJ,X,O,O,X,X,O,X,X,X,O,X,O
LSOZTJI,X,O,O,X,X,O,X,O,X,O,O,O
LSOZITJ,X,O,O,X,X,O,X,X,X,O,X,O
LSOZIJT,O,O,O,X,X,O,O,O,X,O,O,O
LSOZJTI,O,O,O,X,X,O,X,O,X,O,O,O
LSOZJIT,O,O,O,X,X,O,X,O,X,O,O,O
LZTIJSO,X,O,X,X,X,X,X,X,X,X,X,X
LZTIJOS,X,O,X,X,X,X,X,X,X,X,X,O
LZTISJO,X,O,X,X,X,X,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,O,X,X,X,X,X,X
LZTIOJS,X,O,X,X,X,O,X,X,X,X,X,O
LZTIOSJ,X,O,X,X,X,O,X,X,X,X,X,O
LZTJISO,X,O,X,X,X,X,O,O,X,X,X,X
LZTJIOS,X,O,X,X,X,X,O,X,X,X,O,O
LZTJSIO,X,O,X,X,X,X,O,O,X,X,X,X
LZTJSOI,X,O,X,X,X,X,X,O,X,X,X,X
LZTJOIS,X,O,X,X,X,X,X,X,X,X,O,O
LZTJOSI,X,O,X,X,X,X,X,X,X,X,O,O
LZTSIJO,X,O,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,O,X,X,X,O,X,X,X,X,X,X
LZTSJIO,X,O,X,X,X,X,O,O,X,X,X,X
LZTSJOI,X,O,X,X,X,X,X,O,X,X,X,X
LZTSOIJ,X,O,X,X,X,O,X,X,X,X,X,X
LZTSOJI,X,O,X,X,X,O,X,O,X,X,X,X
LZTOIJS,X,O,X,X,X,O,X,X,X,X,X,O
LZTOISJ,X,O,X,X,X,O,X,X,X,X,X,O
LZTOJIS,X,O,X,X,X,O,X,X,X,X,O,O
LZTOJSI,X,O,X,X,X,O,X,X,X,X,O,O
LZTOSIJ,X,O,X,X,X,O,X,X,X,X,X,O
LZTOSJI,X,O,X,X,X,O,X,X,X,X,O,O
LZITJSO,X,O,X,X,X,X,X,X,O,X,X,X
LZITJOS,X,O,X,X,X,X,X,X,O,X,X,O
LZITSJO,X,O,X,X,X,X,X,X,O,X,X,X
LZITSOJ,X,O,X,X,X,O,X,X,X,X,X,X
LZITOJS,X,O,X,X,X,O,X,X,X,X,X,O
LZITOSJ,X,O,X,X,X,O,X,X,X,X,X,O
LZIJTSO,O,O,X,X,X,X,O,O,O,X,X,X
LZIJTOS,O,O,X,X,X,X,O,X,O,X,O,O
LZIJSTO,O,O,X,X,X,X,O,O,O,X,X,X
LZIJSOT,O,O,X,O,O,O,O,O,O,X,O,O
LZIJOTS,O,O,X,O,O,O,O,X,O,X,O,O
LZIJOST,O,O,X,O,O,O,O,O,O,X,O,O
LZISTJO,X,O,X,X,X,X,X,X,O,X,X,X
LZISTOJ,X,O,X,X,X,O,X,X,X,O,X,X
LZISJTO,O,O,X,X,X,X,O,O,O,X,X,X
LZISJOT,O,O,X,O,O,O,O,O,O,O,X,O
LZISOTJ,X,O,O,X,X,O,X,X,X,O,X,O
LZISOJT,O,O,O,X,X,O,O,O,O,O,X,O
LZIOTJS,X,O,O,X,X,O,X,X,X,X,X,O
LZIOTSJ,X,O,O,X,X,O,X,X,X,X,X,O
LZIOJTS,O,O,O,X,X,O,O,X,O,X,O,O
LZIOJST,O,O,O,X,X,O,O,X,O,O,O,O
LZIOSTJ,X,O,O,X,X,O,X,X,X,O,X,O
LZIOSJT,O,O,O,X,X,O,O,X,O,O,O,O
LZJTISO,O,O,X,X,X,X,O,O,X,X,X,X
LZJTIOS,O,O,X,X,X,X,O,X,X,X,O,O
LZJTSIO,O,O,X,X,X,X,O,O,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X,O,X,X,X,X
LZJTOIS,O,O,X,X,X,X,X,X,X,X,O,O
LZJTOSI,O,O,X,X,X,X,X,X,X,X,O,O
LZJITSO,O,O,X,X,X,X,O,O,O,X,X,X
LZJITOS,O,O,X,X,X,X,O,X,O,X,O,O
LZJISTO,O,O,X,X,X,X,O,O,O,X,X,X
LZJISOT,O,O,X,O,O,O,O,O,O,X,O,O
LZJIOTS,O,O,X,O,O,O,O,X,O,X,O,O
LZJIOST,O,O,X,O,O,O,O,O,O,X,O,O
LZJSTIO,O,O,X,X,X,X,O,O,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,O,X,X,X,X
LZJSITO,O,O,X,X,X,X,O,O,O,X,X,X
LZJSIOT,O,O,X,O,O,O,O,O,O,X,O,O
LZJSOTI,O,O,X,O,O,O,X,O,X,X,O,O
LZJSOIT,O,O,X,O,O,O,O,O,O,X,O,O
LZJOTIS,O,O,X,O,O,O,X,X,X,X,O,O
LZJOTSI,O,O,X,O,O,O,X,X,X,X,O,O
LZJOITS,O,O,X,O,O,O,O,X,O,X,O,O
LZJOIST,O,O,X,O,O,O,O,O,O,X,O,O
LZJOSTI,O,O,X,O,O,O,X,O,X,X,O,O
LZJOSIT,O,O,X,O,O,O,O,O,O,X,O,O
LZSTIJO,X,O,X,X,X,X,X,X,X,X,X,X
LZSTIOJ,X,O,X,X,X,O,X,X,X,O,X,X
LZSTJIO,X,O,X,X,X,X,O,O,X,X,X,X
LZSTJOI,X,O,X,X,X,X,X,O,X,X,X,X
LZSTOIJ,X,O,X,X,X,O,X,X,X,O,X,X
LZSTOJI,X,O,X,X,X,O,X,O,X,O,X,X
LZSITJO,X,O,X,X,X,X,X,X,X,X,X,X
LZSITOJ,X,O,X,X,X,O,X,X,X,O,X,X
LZSIJTO,O,O,X,X,X,X,O,O,X,X,X,X
LZSIJOT,O,O,X,O,O,O,O,O,X,O,X,O
LZSIOTJ,X,O,O,X,X,O,X,X,X,O,X,O
LZSIOJT,O,O,O,X,X,O,O,O,X,O,X,O
LZSJTIO,O,O,X,X,X,X,O,O,X,X,X,X
LZSJTOI,O,O,X,X,X,X,X,O,X,X,X,X
LZSJITO,O,O,X,X,X,X,O,O,X,X,X,X
LZSJIOT,O,O,X,O,O,O,O,O,X,O,O,O
LZSJOTI,O,O,X,O,O,O,X,O,X,O,O,O
LZSJOIT,O,O,X,O,O,O,O,O,X,O,O,O
LZSOTIJ,X,O,O,X,X,O,X,X,X,O,X,O
LZSOTJI,X,O,O,O,X,O,X,O,X,O,O,O
LZSOITJ,X,O,O,X,X,O,X,X,X,O,X,O
LZSOIJT,O,O,O,O,X,O,O,O,X,O,O,O
LZSOJTI,O,O,O,O,X,O,X,O,X,O,O,O
LZSOJIT,O,O,O,O,X,O,O,O,X,O,O,O
LZOTIJS,X,O,O,X,X,O,X,X,X,X,X,O
LZOTISJ,X,O,O,X,X,O,X,X,X,X,X,O
LZOTJIS,X,O,O,O,X,O,X,X,X,X,O,O
LZOTJSI,X,O,O,O,X,O,X,X,X,X,O,O
LZOTSIJ,X,O,O,X,X,O,X,X,X,X,X,O
LZOTSJI,X,O,O,O,X,O,X,X,X,X,O,O
LZOITJS,X,O,O,X,X,O,X,X,X,X,X,O
LZOITSJ,X,O,O,X,X,O,X,X,X,X,X,O
LZOIJTS,O,O,O,O,X,O,O,X,X,X,O,O
LZOIJST,O,O,O,O,X,O,O,X,X,O,O,O
LZOISTJ,X,O,O,X,X,O,X,X,X,O,X,O
LZOISJT,O,O,O,O,X,O,O,X,X,O,O,O
LZOJTIS,O,O,O,O,X,O,X,X,X,X,O,O
LZOJTSI,O,O,O,O,X,O,X,X,X,X,O,O
LZOJITS,O,O,O,O,X,O,O,X,X,X,O,O
LZOJIST,O,O,O,O,X,O,O,O,X,O,O,O
LZOJSTI,O,O,O,O,X,O,X,O,X,O,O,O
LZOJSIT,O,O,O,O,X,O,O,O,X,O,O,O
LZOSTIJ,X,O,O,X,X,O,X,X,X,O,X,O
LZOSTJI,X,O,O,O,X,O,X,O,X,O,O,O
LZOSITJ,X,O,O,X,X,O,X,X,X,O,X,O
LZOSIJT,O,O,O,O,X,O,O,O,X,O,O,O
LZOSJTI,O,O,O,O,X,O,X,O,X,O,O,O
LZOSJIT,O,O,O,O,X,O,O,O,X,O,O,O
LOTIJSZ,O,X,O,X,X,X,X,X,X,O,X,O
LOTIJZS,O,X,O,X,X,X,X,X,X,X,X,O
LOTISJZ,O,X,O,X,X,X,X,X,X,O,X,O
LOTISZJ,X,O,O,X,X,X,X,X,X,O,X,O
LOTIZJS,X,O,O,X,X,X,X,X,X,X,X,O
LOTIZSJ,X,O,O,X,X,X,X,X,X,X,X,O
LOTJISZ,O,X,O,X,X,X,X,X,X,O,O,O
LOTJIZS,O,X,O,X,X,X,X,X,X,X,O,O
LOTJSIZ,O,X,O,X,X,X,X,X,X,O,O,O
LOTJSZI,O,X,O,X,X,O,X,X,X,O,O,O
LOTJZIS,O,X,O,X,X,O,X,X,X,X,O,O
LOTJZSI,O,X,O,X,X,O,X,X,X,X,O,O
LOTSIJZ,O,X,O,X,X,X,X,X,X,O,X,O
LOTSIZJ,X,O,O,X,X,X,X,X,X,O,X,O
LOTSJIZ,O,X,O,X,X,X,X,X,X,O,O,O
LOTSJZI,O,X,O,X,X,O,X,X,X,O,O,O
LOTSZIJ,X,O,O,X,X,O,X,X,X,O,X,O
LOTSZJI,X,O,O,X,X,O,X,X,X,O,O,O
LOTZIJS,X,O,O,X,X,O,X,X,X,X,X,O
LOTZISJ,X,O,O,X,X,O,X,X,X,X,X,O
LOTZJIS,X,O,O,X,X,O,X,X,X,X,O,O
LOTZJSI,X,O,O,X,X,O,X,X,X,X,O,O
LOTZSIJ,X,O,O,X,X,O,X,X,X,X,X,O
