sequence,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDqCBAAvhF3hB1kBTeBsgBGiBifB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBKNMgC6OBAAvhF2kBfjB6jBzcBsgBlfB,v115@RhA8AeH8AeI8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTnjWCqOBAAvhF3hBTeBsgBifBGdBlfB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBz+aFDs/AAAvhF3fBFjBzcBsgBiaBGjB,v115@RhA8AeH8AeI8JexGYaAFLDmClcJSAVDEHBEooRBJoA?VBzvaFDsOBAAvhF3fBGjBzcBsgBiaBFjB,v115@RhA8AeH8AeI8JeXDYaAFLDmClcJSAVDEHBEooRBToA?VBpXWWCv/AAAvhFRmBUdBVhBKfBzaBGjB,v115@RhA8AeH8AeI8JezAYaAFLDmClcJSAVDEHBEooRBPoA?VBzP9VC6OBAAvhF3fB+jBRiBiaB0hBliB,v115@RhA8AeH8AeI8Je1GYaAFLDmClcJSAVDEHBEooRBUoA?VBTejWCv/AAAvhF3fBxiBsgBiaBTjBGiB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBvuLuCqCBAAvhFTfBViBUeBXcBmaBSoB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBUtHgCpCBAAvhFVmB3fB+jBzdBRcBiaB,v115@RhA8AeH8AeI8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBU3TWCp/AAAvhFVmBTfBfjB6jBRcBmaB,v115@RhA8AeH8AeI8JeWIYaAFLDmClcJSAVDEHBEooRBKoA?VBJ9aFD0CBAAvhFRmB3fBTeBUcBFdBiaB,v115@RhA8AeH8AeI8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUNMgCK+AAAvhFVnBXhBKfBzaBGeBRcB,v115@RhA8AeH8AeI8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBJ3jFD0/AAAvhFRmBTfBXeBUcBFdBmaB,v115@RhA8AeH8AeI8JeRGYaAFLDmClcJSAVDEHBEooRBJoA?VBqHUWCvOBAAvhF+jBsiBXdBKfBzaBFcB
TJSOILZ,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X
TJSOIZL,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJSOLIZ,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X
TJSOLZI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJSOZIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJSOZLI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJZILSO,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O
TJZILOS,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O
TJZISLO,X,O,X,X,X,X,X,O,X,O,O,O,O,X,O
TJZISOL,X,O,X,X,X,X,X,X,X,O,O,O,O,X,O
TJZIOLS,X,O,X,X,X,X,X,X,X,O,O,O,O,X,O
TJZIOSL,X,O,X,X,X,X,X,X,X,O,O,O,O,X,O
TJZLISO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
TJZLIOS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
TJZLSIO,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O
TJZLSOI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TJZLOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TJZLOSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TJZSILO,O,O,X,X,X,X,X,O,X,O,O,X,O,X,O
TJZSIOL,O,O,X,X,X,X,X,X,X,O,O,X,O,X,O
TJZSLIO,O,O,X,X,X,X,X,O,X,O,O,O,O,X,O
TJZSLOI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,O
TJZSOIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O
TJZSOLI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,O
TJZOILS,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X
TJZOISL,X,O,X,X,X,X,X,X,X,O,O,O,O,X,X
TJZOLIS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TJZOLSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TJZOSIL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TJZOSLI,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X
TJOILSZ,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOILZS,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TJOISLZ,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
TJOISZL,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOIZLS,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOIZSL,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOLISZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOLIZS,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TJOLSIZ,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOLSZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOLZIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOLZSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOSILZ,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
TJOSIZL,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOSLIZ,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
TJOSLZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOSZIL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJOSZLI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOZILS,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOZISL,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TJOZLIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJOZLSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJOZSIL,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TJOZSLI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TSILJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
TSILJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TSILZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
TSILZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSILOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TSILOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSIJLZO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
TSIJLOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TSIJZLO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
TSIJZOL,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X
TSIJOLZ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
TSIJOZL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
TSIZLJO,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSIZLOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSIZJLO,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSIZJOL,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X
TSIZOLJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSIZOJL,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X
TSIOLJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TSIOLZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSIOJLZ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
TSIOJZL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
TSIOZLJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSIOZJL,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X
TSLIJZO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
TSLIJOZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TSLIZJO,O,O,O,O,O,O,X,O,X,O,X,O,O,X,X
TSLIZOJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSLIOJZ,O,O,O,O,O,O,X,X,X,O,O,O,O,X,X
TSLIOZJ,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X
TSLJIZO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
TSLJIOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
TSLJZIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
TSLJZOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TSLJOIZ,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X
TSLJOZI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
TSLZIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSLZIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSLZJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TSLZJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSLZOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X
TSLZOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSLOIJZ,O,X,X,O,X,O,X,X,X,O,O,X,O,X,X
TSLOIZJ,O,X,X,O,X,O,X,O,X,O,O,X,O,X,X
TSLOJIZ,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
TSLOJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSLOZIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X
TSLOZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSJILZO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
TSJILOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
TSJIZLO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
TSJIZOL,O,O,O,O,O,X,X,X,X,O,X,O,O,X,X
TSJIOLZ,O,O,O,O,O,X,O,X,X,O,O,O,X,X,X
TSJIOZL,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X
TSJLIZO,O,O,O,O,O,X,X,O,X,O,X,O,O,X,X
TSJLIOZ,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
TSJLZIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
TSJLZOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TSJLOIZ,O,O,X,X,X,X,O,X,X,O,O,O,O,X,X
TSJLOZI,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X
TSJZILO,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X
TSJZIOL,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TSJZLIO,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X
TSJZLOI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TSJZOIL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TSJZOLI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TSJOILZ,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X
TSJOIZL,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
TSJOLIZ,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X
TSJOLZI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TSJOZIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TSJOZLI,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TSZILJO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSZILOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSZIJLO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSZIJOL,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X
TSZIOLJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSZIOJL,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X
TSZLIJO,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSZLIOJ,O,X,O,O,O,O,X,O,X,O,O,X,O,X,X
TSZLJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TSZLJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZLOIJ,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X
TSZLOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZJILO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TSZJIOL,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X
TSZJLIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TSZJLOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZJOIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZJOLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZOILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TSZOIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZOLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TSZOLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZOJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSZOJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSOILJZ,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
TSOILZJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
TSOIJLZ,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TSOIJZL,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
TSOIZLJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
TSOIZJL,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
TSOLIJZ,O,X,X,O,X,X,X,X,X,O,O,X,O,X,X
TSOLIZJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
TSOLJIZ,O,X,X,X,X,X,O,X,X,O,O,X,O,X,X
TSOLJZI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSOLZIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TSOLZJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSOJILZ,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
TSOJIZL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TSOJLIZ,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
TSOJLZI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TSOJZIL,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TSOJZLI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TSOZILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TSOZIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSOZLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TSOZLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSOZJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSOZJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZILJSO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZILJOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZILSJO,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
TZILSOJ,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X
TZILOJS,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZILOSJ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZIJLSO,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZIJLOS,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZIJSLO,O,O,X,O,O,X,X,O,X,O,O,X,O,X,X
TZIJSOL,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X
TZIJOLS,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZIJOSL,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X
TZISLJO,O,O,X,O,O,X,X,O,X,O,O,X,O,X,X
TZISLOJ,O,O,X,O,O,X,X,O,X,O,O,X,O,X,X
TZISJLO,O,O,X,O,O,X,X,O,X,O,O,X,O,X,X
TZISJOL,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X
TZISOLJ,O,O,X,O,O,X,X,O,X,O,O,X,O,X,X
TZISOJL,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X
TZIOLJS,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZIOLSJ,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
TZIOJLS,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZIOJSL,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X
TZIOSLJ,O,O,X,O,O,X,X,O,X,O,O,X,O,X,X
TZIOSJL,O,O,X,O,O,X,X,X,X,O,O,X,O,X,X
TZLIJSO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLIJOS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLISJO,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZLISOJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZLIOJS,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLIOSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLJISO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLJIOS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLJSIO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLJSOI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLJOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLJOSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLSIJO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TZLSIOJ,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TZLSJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TZLSJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZLSOIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZLSOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZLOIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOSIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZLOSJI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZJILSO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJILOS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJISLO,X,O,X,X,X,X,X,O,X,O,O,X,O,X,X
TZJISOL,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJIOLS,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJIOSL,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJLISO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJLIOS,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJLSIO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJLSOI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJLOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJLOSI,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TZJSILO,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X
TZJSIOL,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJSLIO,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZJSLOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJSOIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJSOLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJOILS,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJOISL,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJOLIS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJOLSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJOSIL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZJOSLI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSILJO,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X
TZSILOJ,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X
TZSIJLO,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X
TZSIJOL,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X
TZSIOLJ,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X
TZSIOJL,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X
TZSLIJO,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X
TZSLIOJ,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X
TZSLJIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TZSLJOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSLOIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZSLOJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSJILO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TZSJIOL,O,X,O,X,X,X,X,X,X,O,O,X,O,X,X
TZSJLIO,O,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TZSJLOI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSJOIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSJOLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSOILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZSOIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSOLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZSOLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSOJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZSOJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOILJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOILSJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOIJLS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOIJSL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOISLJ,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZOISJL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOLIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOLISJ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOLJIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOLJSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOLSIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOLSJI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TZOJILS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOJISL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOJLIS,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOJLSI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOJSIL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOJSLI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOSILJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZOSIJL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOSLIJ,O,X,X,X,X,X,X,O,X,O,O,X,O,X,X
TZOSLJI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOSJIL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TZOSJLI,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TOILJSZ,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TOILJZS,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X
TOILSJZ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
TOILSZJ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
TOILZJS,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X
TOILZSJ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
TOIJLSZ,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X
TOIJLZS,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TOIJSLZ,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
TOIJSZL,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
TOIJZLS,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X
TOIJZSL,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
TOISLJZ,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
TOISLZJ,O,X,X,O,X,X,X,O,O,O,O,X,O,O,X
TOISJLZ,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
TOISJZL,O,X,X,O,X,X,X,X,O,O,O,X,X,O,X
TOISZLJ,O,X,X,O,X,X,X,O,O,O,O,X,O,O,X
TOISZJL,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
TOIZLJS,O,X,X,X,X,X,X,X,O,X,O,X,O,O,X
TOIZLSJ,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X
TOIZJLS,O,X,X,X,X,X,X,X,O,O,O,X,O,O,X
TOIZJSL,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
TOIZSLJ,O,X,X,O,X,X,X,O,O,O,O,X,O,O,X
TOIZSJL,O,X,X,O,X,X,X,X,O,O,O,X,O,O,X
TOLIJSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TOLIJZS,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLISJZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLISZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLIZJS,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLIZSJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLJISZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TOLJIZS,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLJSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLJSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLJZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOLJZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TOLSIJZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLSIZJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLSJIZ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLSJZI,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLSZIJ,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLSZJI,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X
TOLZIJS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
