sequence,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBUnjWCz/AAAvhFFZBzSBsWBKVBXRBGZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBKnjWCzOBAAvhFGZBzSBsWBKVBXRBFZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je33XaAFLDmClcJSAVDEHB?EooRBToAVBKH8LC6OBAAvhF+ZBzTBKVBRWBUYBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jez2XaAFLDmClcJSAVDEHB?EooRBPoAVBK+rtC6OBAAvhF+ZBRYBKVBXRB0XBlYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBKH8LCzOBAAvhF+ZBzTBKVBRWB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je18XaAFLDmClcJSAVDEHB?EooRBUoAVBpXstCv/AAAvhFxYBsWBKVBXRBTZBGYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBqSFgCzOBAAvhFWZBKVBRWBTZB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeW+XaAFLDmClcJSAVDEHB?EooRBKoAVBJ3TWC6OBAAvhFRcBTUBXTBKVBURBFSB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVB6vytCM+AAAvhF0WB+ZBzTB3SBKVBRRB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVBzvKWCa+AAAvhFXXB+ZBzTBKVBURBRSB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex9XaAFLDmClcJSAVDEHB?EooRBJoAVBTnjWCqOBAAvhF3XBTUBsWBKVBGTBFRB
LOSJTIZ,X,X,O,O,X,X,X,X,X,X,X
LOSJTZI,X,X,X,X,X,X,X,X,X,X,X
LOSJITZ,X,X,O,O,X,X,X,X,X,X,O
LOSJIZT,X,X,O,O,X,X,X,X,X,X,O
LOSJZTI,X,X,X,X,X,X,X,X,X,X,O
LOSJZIT,X,X,O,O,X,X,X,X,X,X,O
LOSZTIJ,X,X,X,X,X,X,X,X,X,O,O
LOSZTJI,X,X,X,X,X,X,X,X,X,O,O
LOSZITJ,X,X,X,X,X,X,X,X,X,O,O
LOSZIJT,X,X,X,X,X,X,X,X,X,X,O
LOSZJTI,X,X,X,X,X,X,X,X,X,X,O
LOSZJIT,X,X,X,O,X,X,X,X,X,X,O
LOZTIJS,X,X,X,X,X,X,X,X,O,X,X
LOZTISJ,X,X,X,X,X,X,X,X,O,X,X
LOZTJIS,X,X,X,X,X,X,X,X,O,X,X
LOZTJSI,X,X,X,X,X,X,X,X,O,X,X
LOZTSIJ,X,X,X,X,X,X,X,X,O,X,X
LOZTSJI,X,X,X,X,X,X,X,X,O,X,X
LOZITJS,X,X,X,X,X,X,X,X,O,X,X
LOZITSJ,X,X,X,X,X,X,X,X,O,X,X
LOZIJTS,X,X,X,X,O,X,O,X,O,X,X
LOZIJST,X,X,X,X,O,X,O,X,X,X,X
LOZISTJ,X,X,X,X,X,X,X,X,O,X,X
LOZISJT,X,X,X,X,X,X,X,X,X,X,X
LOZJTIS,X,X,X,X,O,X,X,X,O,X,X
LOZJTSI,X,X,X,X,X,X,X,X,O,X,X
LOZJITS,X,X,X,X,O,X,O,X,O,X,X
LOZJIST,X,X,X,O,O,X,O,X,X,X,X
LOZJSTI,X,X,X,X,X,X,X,X,X,X,X
LOZJSIT,X,X,X,O,O,X,X,X,X,X,X
LOZSTIJ,X,X,X,X,X,X,X,X,O,X,X
LOZSTJI,X,X,X,X,X,X,X,X,O,X,X
LOZSITJ,X,X,X,X,X,X,X,X,O,X,X
LOZSIJT,X,X,X,X,X,X,X,X,X,X,X
LOZSJTI,X,X,X,X,X,X,X,X,X,X,X
LOZSJIT,X,X,X,O,X,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,X,X,O,O,O,X
JTILSOZ,X,X,X,X,X,X,X,O,O,O,X
JTILZSO,O,O,X,X,X,O,X,O,O,O,X
JTILZOS,O,O,X,X,X,X,X,O,O,O,X
JTILOSZ,X,X,X,O,X,X,X,O,O,O,X
JTILOZS,O,O,X,X,X,X,X,O,O,O,X
JTISLZO,X,X,X,X,X,X,X,O,O,O,X
JTISLOZ,X,X,X,X,X,X,X,O,O,O,X
JTISZLO,X,X,X,X,X,X,X,O,O,O,X
JTISZOL,X,X,X,X,X,X,X,O,O,O,X
JTISOLZ,X,X,X,X,X,X,X,O,O,O,X
JTISOZL,X,X,X,X,X,X,X,O,O,O,X
JTIZLSO,O,O,X,X,X,O,X,O,O,O,X
JTIZLOS,O,O,X,X,X,X,X,O,O,O,X
JTIZSLO,X,X,X,X,X,X,X,O,O,O,X
JTIZSOL,X,X,X,X,X,X,X,O,O,O,X
JTIZOLS,O,O,X,X,X,X,X,O,O,O,X
JTIZOSL,X,X,X,X,X,X,X,O,O,O,X
JTIOLSZ,X,X,X,O,X,X,X,O,O,O,X
JTIOLZS,O,O,X,X,X,X,X,O,O,O,X
JTIOSLZ,X,X,X,X,X,X,X,O,O,O,X
JTIOSZL,X,X,X,X,X,X,X,O,O,O,X
JTIOZLS,O,O,X,X,X,X,X,O,O,O,X
JTIOZSL,X,X,X,X,X,X,X,O,O,O,X
JTLISZO,X,X,X,X,X,X,X,O,O,O,X
JTLISOZ,X,X,O,X,X,X,X,O,O,O,X
JTLIZSO,O,O,X,X,X,O,X,O,O,O,X
JTLIZOS,O,O,X,X,O,X,X,O,O,O,X
JTLIOSZ,X,X,O,O,X,X,X,O,O,O,X
JTLIOZS,O,O,X,X,O,X,X,O,O,O,X
JTLSIZO,X,X,X,X,X,X,X,O,O,O,X
JTLSIOZ,X,X,O,X,X,X,X,O,O,O,X
JTLSZIO,X,X,X,X,X,X,X,O,O,O,X
JTLSZOI,X,X,X,X,X,X,X,O,O,O,X
JTLSOIZ,X,X,O,O,X,X,X,O,O,O,X
JTLSOZI,X,X,X,X,X,X,X,O,O,O,X
JTLZISO,X,X,X,X,X,O,X,X,O,O,X
JTLZIOS,X,X,X,X,O,X,X,X,O,O,X
JTLZSIO,X,X,X,X,X,O,X,X,O,O,X
JTLZSOI,X,X,X,X,X,X,X,X,O,O,X
JTLZOIS,X,X,X,X,O,X,X,X,O,O,X
JTLZOSI,X,X,X,X,X,X,X,X,O,O,X
JTLOISZ,X,X,O,O,X,X,X,O,O,O,X
JTLOIZS,X,X,X,X,O,X,X,O,O,O,X
JTLOSIZ,X,X,O,O,X,X,X,O,O,O,X
JTLOSZI,X,X,X,X,X,X,X,O,O,O,X
JTLOZIS,X,X,X,X,O,X,X,X,O,O,X
JTLOZSI,X,X,X,X,X,X,X,X,O,O,X
JTSILZO,X,X,X,X,X,X,X,O,O,O,X
JTSILOZ,X,X,X,X,X,X,X,O,O,O,X
JTSIZLO,X,X,X,X,X,X,X,O,O,O,X
JTSIZOL,X,X,X,X,X,X,X,O,O,O,X
JTSIOLZ,X,X,X,X,X,X,X,O,O,O,X
JTSIOZL,X,X,X,X,X,X,X,O,O,O,X
JTSLIZO,X,X,X,X,X,X,X,O,O,O,X
JTSLIOZ,X,X,O,X,X,X,X,O,O,O,X
JTSLZIO,X,X,X,X,X,X,X,O,O,O,X
JTSLZOI,X,X,X,X,X,X,X,O,O,O,X
JTSLOIZ,X,X,O,X,X,X,X,O,O,O,X
JTSLOZI,X,X,X,X,X,X,X,O,O,O,X
JTSZILO,X,X,X,X,X,X,X,O,O,O,X
JTSZIOL,X,X,X,X,X,X,X,O,O,O,X
JTSZLIO,X,X,X,X,X,X,X,O,O,O,X
JTSZLOI,X,X,X,X,X,X,X,O,O,O,X
JTSZOIL,X,X,X,X,X,X,X,O,O,O,X
JTSZOLI,X,X,X,X,X,X,X,O,O,O,X
JTSOILZ,X,X,X,X,X,X,X,O,O,O,X
JTSOIZL,X,X,X,X,X,X,X,O,O,O,X
JTSOLIZ,X,X,O,X,X,X,X,O,O,O,X
JTSOLZI,X,X,X,X,X,X,X,O,O,O,X
JTSOZIL,X,X,X,X,X,X,X,O,O,O,X
JTSOZLI,X,X,X,X,X,X,X,O,O,O,X
JTZILSO,X,X,X,X,X,O,X,X,O,O,X
JTZILOS,X,X,X,X,X,X,X,X,O,O,X
JTZISLO,X,X,X,X,X,X,X,X,O,O,X
JTZISOL,X,X,X,X,X,X,X,X,O,O,X
JTZIOLS,X,X,X,X,X,X,X,X,O,O,X
JTZIOSL,X,X,X,X,X,X,X,X,O,O,X
JTZLISO,X,X,X,X,X,O,X,X,O,O,X
JTZLIOS,X,X,X,X,O,X,X,X,O,O,X
JTZLSIO,X,X,X,X,X,O,X,X,O,O,X
JTZLSOI,X,X,X,X,X,X,X,X,O,O,X
JTZLOIS,X,X,X,X,O,X,X,X,O,O,X
JTZLOSI,X,X,X,X,X,X,X,X,O,O,X
JTZSILO,X,X,X,X,X,X,X,X,O,O,X
JTZSIOL,X,X,X,X,X,X,X,X,O,O,X
JTZSLIO,X,X,X,X,X,X,X,X,O,O,X
JTZSLOI,X,X,X,X,X,X,X,X,O,O,X
JTZSOIL,X,X,X,X,X,X,X,X,O,O,X
JTZSOLI,X,X,X,X,X,X,X,X,O,O,X
JTZOILS,X,X,X,X,X,X,X,X,O,O,X
JTZOISL,X,X,X,X,X,X,X,X,O,O,X
JTZOLIS,X,X,X,X,O,X,X,X,O,O,X
JTZOLSI,X,X,X,X,X,X,X,X,O,O,X
JTZOSIL,X,X,X,X,X,X,X,X,O,O,X
JTZOSLI,X,X,X,X,X,X,X,X,O,O,X
JTOILSZ,X,X,X,O,X,X,X,O,O,O,X
JTOILZS,X,X,X,X,X,X,X,O,O,O,X
JTOISLZ,X,X,X,X,X,X,X,O,O,O,X
JTOISZL,X,X,X,X,X,X,X,O,O,O,X
JTOIZLS,X,X,X,X,X,X,X,O,O,O,X
JTOIZSL,X,X,X,X,X,X,X,O,O,O,X
JTOLISZ,X,X,O,O,X,X,X,O,O,O,X
JTOLIZS,X,X,X,X,O,X,X,O,O,O,X
JTOLSIZ,X,X,O,O,X,X,X,O,O,O,X
JTOLSZI,X,X,X,X,X,X,X,O,O,O,X
JTOLZIS,X,X,X,X,O,X,X,X,O,O,X
JTOLZSI,X,X,X,X,X,X,X,X,O,O,X
JTOSILZ,X,X,X,X,X,X,X,O,O,O,X
JTOSIZL,X,X,X,X,X,X,X,O,O,O,X
JTOSLIZ,X,X,O,X,X,X,X,O,O,O,X
JTOSLZI,X,X,X,X,X,X,X,O,O,O,X
JTOSZIL,X,X,X,X,X,X,X,O,O,O,X
JTOSZLI,X,X,X,X,X,X,X,O,O,O,X
JTOZILS,X,X,X,X,X,X,X,X,O,O,X
JTOZISL,X,X,X,X,X,X,X,X,O,O,X
JTOZLIS,X,X,X,X,O,X,X,X,O,O,X
JTOZLSI,X,X,X,X,X,X,X,X,O,O,X
JTOZSIL,X,X,X,X,X,X,X,X,O,O,X
JTOZSLI,X,X,X,X,X,X,X,X,O,O,X
JITLSZO,X,X,X,X,X,X,X,O,O,O,O
JITLSOZ,X,X,X,X,X,X,X,O,O,O,O
JITLZSO,O,O,X,X,X,X,X,O,O,O,X
JITLZOS,O,O,X,X,X,X,X,O,O,O,X
JITLOSZ,X,X,X,O,X,X,X,O,O,O,O
JITLOZS,O,O,X,X,X,X,X,O,O,O,X
JITSLZO,X,X,X,X,X,X,X,O,O,O,O
JITSLOZ,X,X,X,X,X,X,X,O,O,O,O
JITSZLO,X,X,X,X,X,X,X,O,O,O,O
JITSZOL,X,X,X,X,X,X,X,O,O,O,O
JITSOLZ,X,X,X,X,X,X,X,O,O,O,O
JITSOZL,X,X,X,X,X,X,X,O,O,O,O
JITZLSO,O,O,X,X,X,X,X,O,O,O,X
JITZLOS,O,O,X,X,X,X,X,O,O,O,X
JITZSLO,X,X,X,X,X,X,X,O,O,O,X
JITZSOL,X,X,X,X,X,X,X,O,O,O,X
JITZOLS,O,O,X,X,X,X,X,O,O,O,X
JITZOSL,X,X,X,X,X,X,X,O,O,O,X
JITOLSZ,X,X,X,O,X,X,X,O,O,O,O
JITOLZS,O,O,X,X,X,X,X,O,O,O,X
JITOSLZ,X,X,X,X,X,X,X,O,O,O,O
JITOSZL,X,X,X,X,X,X,X,O,O,O,O
JITOZLS,O,O,X,X,X,X,X,O,O,O,X
JITOZSL,X,X,X,X,X,X,X,O,O,O,X
JILTSZO,X,X,X,X,X,X,X,O,O,O,O
JILTSOZ,X,X,O,X,X,X,X,O,O,O,O
JILTZSO,O,O,X,X,X,X,X,O,O,O,X
JILTZOS,O,O,X,X,O,X,X,O,O,O,X
JILTOSZ,X,X,O,O,X,X,X,O,O,O,O
JILTOZS,O,O,X,X,O,X,X,O,O,O,X
JILSTZO,X,X,X,X,X,X,X,O,X,X,O
JILSTOZ,X,X,O,X,X,X,X,O,X,X,O
JILSZTO,X,O,X,X,X,X,X,O,X,X,O
JILSZOT,X,O,O,X,O,X,X,O,X,X,O
JILSOTZ,X,X,O,O,X,X,X,O,X,X,O
JILSOZT,X,O,O,O,O,X,X,O,X,X,O
JILZTSO,O,O,X,X,X,X,X,O,O,X,X
JILZTOS,O,O,X,X,O,X,X,O,O,X,X
JILZSTO,O,O,X,X,X,X,X,O,O,X,O
JILZSOT,O,O,O,X,O,X,X,O,X,X,O
JILZOTS,O,O,X,X,O,X,X,O,O,X,X
JILZOST,O,O,O,O,O,X,X,O,X,X,O
JILOTSZ,X,X,O,O,X,X,X,O,O,O,O
JILOTZS,O,O,X,X,O,X,X,O,O,O,X
JILOSTZ,X,X,O,O,X,X,X,O,X,X,O
JILOSZT,X,O,O,O,O,X,X,O,X,X,O
JILOZTS,O,O,X,X,O,X,X,O,X,X,X
JILOZST,O,O,O,O,O,X,X,O,X,X,O
JISTLZO,X,X,X,X,X,X,X,O,X,X,O
JISTLOZ,X,X,X,X,X,X,X,O,X,X,O
JISTZLO,X,X,X,X,X,X,X,O,X,X,O
JISTZOL,X,X,X,X,X,X,X,O,X,X,O
JISTOLZ,X,X,X,X,X,X,X,O,X,X,O
JISTOZL,X,X,X,X,X,X,X,O,X,X,O
JISLTZO,X,X,X,X,X,X,X,O,X,X,O
JISLTOZ,X,X,O,X,X,X,X,O,X,X,O
JISLZTO,X,O,X,X,X,X,X,O,X,X,O
JISLZOT,X,O,O,X,X,X,X,O,X,X,O
JISLOTZ,X,X,O,O,X,X,X,O,X,X,O
JISLOZT,X,O,O,O,X,X,X,O,X,X,O
JISZTLO,X,X,X,X,X,X,X,O,X,X,O
JISZTOL,X,X,X,X,X,X,X,O,X,X,O
JISZLTO,X,O,X,X,X,X,X,O,X,X,O
JISZLOT,X,O,X,X,X,X,X,O,X,X,O
JISZOTL,X,X,X,X,X,X,X,O,X,X,O
JISZOLT,X,O,X,X,X,X,X,O,X,X,O
JISOTLZ,X,X,X,X,X,X,X,O,X,X,O
JISOTZL,X,X,X,X,X,X,X,O,X,X,O
JISOLTZ,X,X,O,O,X,X,X,O,X,X,O
JISOLZT,X,O,O,O,X,X,X,O,X,X,O
JISOZTL,X,X,X,X,X,X,X,O,X,X,O
JISOZLT,X,O,X,X,X,X,X,O,X,X,O
JIZTLSO,O,O,X,X,X,X,X,O,O,X,X
JIZTLOS,O,O,X,X,X,X,X,O,O,X,X
JIZTSLO,X,X,X,X,X,X,X,O,O,X,X
JIZTSOL,X,X,X,X,X,X,X,O,O,X,X
JIZTOLS,O,O,X,X,X,X,X,O,O,X,X
JIZTOSL,X,X,X,X,X,X,X,O,O,X,X
JIZLTSO,O,O,X,X,X,X,X,O,O,X,X
JIZLTOS,O,O,X,X,O,X,X,O,O,X,X
JIZLSTO,O,O,X,X,X,X,X,O,O,X,O
JIZLSOT,O,O,X,X,O,X,X,O,X,X,O
JIZLOTS,O,O,X,X,O,X,X,O,O,X,X
JIZLOST,O,O,X,O,O,X,X,O,X,X,O
JIZSTLO,X,X,X,X,X,X,X,O,X,X,O
JIZSTOL,X,X,X,X,X,X,X,O,X,X,O
JIZSLTO,X,O,X,X,X,X,X,O,X,X,O
JIZSLOT,X,O,X,X,X,X,X,O,X,X,O
JIZSOTL,X,X,X,X,X,X,X,O,X,X,O
JIZSOLT,X,O,X,X,X,X,X,O,X,X,O
JIZOTLS,O,O,X,X,X,X,X,O,X,X,X
JIZOTSL,X,X,X,X,X,X,X,O,X,X,X
JIZOLTS,O,O,X,X,O,X,X,O,X,X,X
JIZOLST,O,O,X,O,O,X,X,O,X,X,O
JIZOSTL,X,X,X,X,X,X,X,O,X,X,O
JIZOSLT,X,O,X,X,X,X,X,O,X,X,O
JIOTLSZ,X,X,X,O,X,X,X,O,O,O,O
JIOTLZS,O,O,X,X,X,X,X,O,O,O,X
JIOTSLZ,X,X,X,X,X,X,X,O,O,O,O
JIOTSZL,X,X,X,X,X,X,X,O,O,O,O
JIOTZLS,O,O,X,X,X,X,X,O,O,O,X
JIOTZSL,X,X,X,X,X,X,X,O,O,O,X
JIOLTSZ,X,X,O,O,X,X,X,O,O,O,O
JIOLTZS,O,O,X,X,O,X,X,O,O,O,X
JIOLSTZ,X,X,O,O,X,X,X,O,X,X,O
JIOLSZT,X,O,O,O,O,X,X,O,X,X,O
JIOLZTS,O,O,X,X,O,X,X,O,X,X,X
JIOLZST,O,O,O,O,O,X,X,O,X,X,O
JIOSTLZ,X,X,X,X,X,X,X,O,X,X,O
JIOSTZL,X,X,X,X,X,X,X,O,X,X,O
JIOSLTZ,X,X,O,O,X,X,X,O,X,X,O
JIOSLZT,X,O,O,O,X,X,X,O,X,X,O
JIOSZTL,X,X,X,X,X,X,X,O,X,X,O
JIOSZLT,X,O,X,X,X,X,X,O,X,X,O
JIOZTLS,O,O,X,X,X,X,X,O,X,X,X
JIOZTSL,X,X,X,X,X,X,X,O,X,X,X
JIOZLTS,O,O,X,X,O,X,X,O,X,X,X
JIOZLST,O,O,X,O,O,X,X,O,X,X,O
JIOZSTL,X,X,X,X,X,X,X,O,X,X,O
JIOZSLT,X,O,X,X,X,X,X,O,X,X,O
JLTISZO,X,X,X,X,X,X,X,O,O,O,X
JLTISOZ,X,X,O,X,X,X,X,O,O,O,X
JLTIZSO,O,O,X,X,X,O,X,O,O,O,X
JLTIZOS,O,O,X,X,O,X,X,O,O,O,X
JLTIOSZ,X,X,O,O,X,X,X,O,O,O,X
JLTIOZS,O,O,X,X,O,X,X,O,O,O,X
JLTSIZO,X,X,X,X,X,X,X,O,O,O,X
JLTSIOZ,X,X,O,X,X,X,X,O,O,O,X
JLTSZIO,X,X,X,X,X,X,X,O,O,O,X
JLTSZOI,X,X,X,X,X,X,X,O,O,O,X
JLTSOIZ,X,X,O,O,X,X,X,O,O,O,X
JLTSOZI,X,X,X,X,X,X,X,O,O,O,X
JLTZISO,X,X,X,X,X,O,X,X,O,O,X
JLTZIOS,X,X,X,X,O,X,X,X,O,O,X
JLTZSIO,X,X,X,X,X,O,X,X,O,O,X
JLTZSOI,X,X,X,X,X,X,X,X,O,O,X
JLTZOIS,X,X,X,X,O,X,X,X,O,O,X
JLTZOSI,X,X,X,X,X,X,X,X,O,O,X
JLTOISZ,X,X,O,O,X,X,X,O,O,O,X
JLTOIZS,X,X,X,X,O,X,X,O,O,O,X
JLTOSIZ,X,X,O,O,X,X,X,O,O,O,X
JLTOSZI,X,X,X,X,X,X,X,O,O,O,X
JLTOZIS,X,X,X,X,O,X,X,X,O,O,X
JLTOZSI,X,X,X,X,X,X,X,X,O,O,X
JLITSZO,X,X,X,X,X,X,X,O,O,O,O
JLITSOZ,X,X,O,X,X,X,X,O,O,O,O
JLITZSO,O,O,X,X,X,X,X,O,O,O,X
JLITZOS,O,O,X,X,O,X,X,O,O,O,X
JLITOSZ,X,X,O,O,X,X,X,O,O,O,O
JLITOZS,O,O,X,X,O,X,X,O,O,O,X
JLISTZO,X,X,X,X,X,X,X,O,X,X,O
JLISTOZ,X,X,O,X,X,X,X,O,X,X,O
JLISZTO,X,O,X,X,X,X,X,O,X,X,O
JLISZOT,X,O,O,X,O,X,X,O,X,X,O
JLISOTZ,X,X,O,O,X,X,X,O,X,X,O
JLISOZT,X,O,O,O,O,X,X,O,X,X,O
JLIZTSO,O,O,X,X,X,X,O,O,O,X,X
JLIZTOS,O,O,X,X,O,X,O,O,O,X,X
JLIZSTO,O,O,X,X,X,X,O,O,O,X,O
JLIZSOT,O,O,O,X,O,X,O,O,X,X,O
JLIZOTS,O,O,X,X,O,X,O,O,O,X,X
JLIZOST,O,O,O,O,O,X,O,O,X,X,O
JLIOTSZ,X,X,O,O,X,X,X,O,O,O,O
JLIOTZS,O,O,X,X,O,X,X,O,O,O,X
JLIOSTZ,X,X,O,O,X,X,X,O,X,X,O
JLIOSZT,X,O,O,O,O,X,X,O,X,X,O
JLIOZTS,O,O,X,X,O,X,X,O,X,X,X
JLIOZST,O,O,O,O,O,X,X,O,X,X,O
JLSTIZO,X,X,X,X,X,X,X,O,O,O,O
JLSTIOZ,X,X,O,X,X,X,X,O,O,O,O
JLSTZIO,X,X,X,X,X,X,X,O,O,O,O
JLSTZOI,X,X,X,X,X,X,X,O,O,O,O
JLSTOIZ,X,X,O,O,X,X,X,O,O,O,X
JLSTOZI,X,X,X,X,X,X,X,O,O,O,X
JLSITZO,X,X,X,X,X,X,X,O,X,O,O
JLSITOZ,X,X,O,X,X,X,X,O,X,O,O
JLSIZTO,X,O,X,X,X,X,X,O,X,O,O
JLSIZOT,X,O,O,X,O,X,X,O,X,X,O
JLSIOTZ,X,X,O,O,X,X,X,O,X,X,O
JLSIOZT,X,O,O,O,O,X,X,O,X,X,O
JLSZTIO,X,X,X,X,X,X,X,O,O,O,O
JLSZTOI,X,X,X,X,X,X,X,O,O,O,O
JLSZITO,X,X,X,X,X,X,X,O,O,O,O
JLSZIOT,X,X,O,X,O,X,X,O,X,X,O
JLSZOTI,X,X,X,X,X,X,X,O,X,X,O
JLSZOIT,X,X,O,O,O,X,X,O,X,X,O
JLSOTIZ,X,X,O,O,X,X,X,O,O,O,X
JLSOTZI,X,X,X,X,X,X,X,O,O,O,X
JLSOITZ,X,X,O,O,X,X,X,O,X,X,O
JLSOIZT,X,X,O,O,O,X,X,O,X,X,O
JLSOZTI,X,X,X,X,X,X,X,O,X,X,O
JLSOZIT,X,X,O,O,O,X,X,O,X,X,O
JLZTISO,X,X,X,X,X,X,O,X,O,O,X
JLZTIOS,X,X,X,X,O,X,O,X,O,O,X
JLZTSIO,X,X,X,X,X,X,X,X,O,O,X
JLZTSOI,X,X,X,X,X,X,X,X,O,O,X
JLZTOIS,X,X,X,X,O,X,X,X,O,O,X
JLZTOSI,X,X,X,X,X,X,X,X,O,O,X
JLZITSO,X,O,X,X,X,X,O,O,O,X,X
JLZITOS,X,O,X,X,O,X,O,O,O,X,X
JLZISTO,X,O,X,X,X,X,O,O,O,X,X
JLZISOT,X,O,O,X,O,X,O,O,X,X,X
JLZIOTS,X,O,X,X,O,X,O,O,O,X,X
JLZIOST,X,O,O,O,O,X,O,O,X,X,X
JLZSTIO,X,X,X,X,X,X,X,O,O,X,X
JLZSTOI,X,X,X,X,X,X,X,O,O,X,X
JLZSITO,X,X,X,X,X,X,O,O,O,X,X
JLZSIOT,X,X,O,X,O,X,O,O,X,X,X
JLZSOTI,X,X,X,X,X,X,X,O,X,X,X
JLZSOIT,X,X,O,O,O,X,X,O,X,X,X
JLZOTIS,X,X,X,X,O,X,X,X,O,O,X
JLZOTSI,X,X,X,X,X,X,X,X,O,O,X
JLZOITS,X,X,X,X,O,X,O,O,O,X,X
JLZOIST,X,X,O,O,O,X,O,O,X,X,X
JLZOSTI,X,X,X,X,X,X,X,O,X,X,X
JLZOSIT,X,X,O,O,O,X,X,O,X,X,X
JLOTISZ,X,X,O,O,X,X,X,O,O,O,X
JLOTIZS,X,X,X,X,O,X,X,O,O,O,X
JLOTSIZ,X,X,O,O,X,X,X,O,O,O,X
JLOTSZI,X,X,X,X,X,X,X,O,O,O,X
JLOTZIS,X,X,X,X,O,X,X,X,O,O,X
JLOTZSI,X,X,X,X,X,X,X,X,O,O,X
JLOITSZ,X,X,O,O,X,X,X,O,O,O,X
JLOITZS,X,O,X,X,O,X,X,O,O,O,X
JLOISTZ,X,X,O,O,X,X,X,O,X,X,X
JLOISZT,X,O,O,O,O,X,X,O,X,X,X
JLOIZTS,X,O,X,X,O,X,X,O,X,X,X
JLOIZST,X,O,O,O,O,X,X,O,X,X,X
JLOSTIZ,X,X,O,O,X,X,X,O,O,O,X
JLOSTZI,X,X,X,X,X,X,X,O,O,O,X
JLOSITZ,X,X,O,O,X,X,X,O,X,X,X
JLOSIZT,X,X,O,O,O,X,X,O,X,X,X
JLOSZTI,X,X,X,X,X,X,X,O,X,X,X
JLOSZIT,X,X,O,O,O,X,X,O,X,X,X
JLOZTIS,X,X,X,X,O,X,X,X,O,O,X
JLOZTSI,X,X,X,X,X,X,X,X,O,O,X
JLOZITS,X,X,X,X,O,X,X,O,O,X,X
JLOZIST,X,X,O,O,O,X,X,O,X,X,X
JLOZSTI,X,X,X,X,X,X,X,O,X,X,X
JLOZSIT,X,X,O,O,O,X,X,O,X,X,X
JSTILZO,X,X,X,X,X,X,X,O,O,O,O
JSTILOZ,X,X,X,X,X,X,X,O,O,O,O
JSTIZLO,X,X,X,X,X,X,X,O,O,O,O
JSTIZOL,X,X,X,X,X,X,X,O,O,O,O
JSTIOLZ,X,X,X,X,X,X,X,O,O,O,O
JSTIOZL,X,X,X,X,X,X,X,O,O,O,O
JSTLIZO,X,X,X,X,X,X,X,O,O,O,O
JSTLIOZ,X,X,O,X,X,X,X,O,O,O,O
JSTLZIO,X,X,X,X,X,X,X,O,O,O,O
JSTLZOI,X,X,X,X,X,X,X,O,O,O,O
JSTLOIZ,X,X,O,X,X,X,X,O,O,O,X
JSTLOZI,X,X,X,X,X,X,X,O,O,O,X
JSTZILO,X,X,X,X,X,X,X,O,O,O,O
JSTZIOL,X,X,X,X,X,X,X,O,O,O,O
JSTZLIO,X,X,X,X,X,X,X,O,O,O,O
JSTZLOI,X,X,X,X,X,X,X,O,O,O,O
JSTZOIL,X,X,X,X,X,X,X,O,O,O,X
JSTZOLI,X,X,X,X,X,X,X,O,O,O,X
JSTOILZ,X,X,X,X,X,X,X,O,O,O,X
JSTOIZL,X,X,X,X,X,X,X,O,O,O,X
JSTOLIZ,X,X,O,X,X,X,X,O,O,O,X
JSTOLZI,X,X,X,X,X,X,X,O,O,O,X
JSTOZIL,X,X,X,X,X,X,X,O,O,O,X
JSTOZLI,X,X,X,X,X,X,X,O,O,O,X
JSITLZO,X,X,X,X,X,X,X,O,X,O,O
JSITLOZ,X,X,X,X,X,X,X,O,X,O,O
JSITZLO,X,X,X,X,X,X,X,O,X,O,O
JSITZOL,X,X,X,X,X,X,X,O,X,O,O
JSITOLZ,X,X,X,X,X,X,X,O,X,O,O
JSITOZL,X,X,X,X,X,X,X,O,X,O,O
JSILTZO,X,X,X,X,X,X,X,O,X,O,O
JSILTOZ,X,X,O,X,X,X,X,O,X,O,O
JSILZTO,X,O,X,X,X,X,X,O,X,O,O
JSILZOT,X,O,O,X,X,X,X,O,X,X,O
JSILOTZ,X,X,O,O,X,X,X,O,X,X,O
JSILOZT,X,O,O,O,X,X,X,O,X,X,O
JSIZTLO,X,X,X,X,X,X,X,O,X,X,O
JSIZTOL,X,X,X,X,X,X,X,O,X,X,O
JSIZLTO,X,O,X,X,X,X,X,O,X,X,O
JSIZLOT,X,O,X,X,X,X,X,O,X,X,O
