sequence,v115@KhA8FeD8AeB8CeG8AeB8Jef9IvhFxaBTfBigBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeZ6IvhFfdBqfBTbBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je/7IvhFTaBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeK0IvhFcgB5jBTfBOmBXi?BdoB,v115@KhA8FeD8AeB8CeG8AeB8Je/wIvhFZaB8hBzfBamB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JezxIvhF/bBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je86IvhF/eB2kBxgBliBim?BToB,v115@KhA8FeD8AeB8CeG8AeB8Jea+IvhF5eBOgBTfBFhBXi?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je/1IvhFKfBZhBFgBzhBGj?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je83IvhFZaBeiBzfBFhBfo?B6oB,v115@KhA8FeD8AeB8CeG8AeB8Jec1IvhFFbBXcBmdB5jBTf?BCiB
JSLITOZ,X,X,O,O,X,O,X,X,X,O,O
JSLIZTO,X,O,O,O,X,O,X,X,X,O,X
JSLIZOT,X,O,O,O,O,O,O,X,X,O,O
JSLIOTZ,X,X,O,O,O,O,O,X,X,O,O
JSLIOZT,X,O,O,O,O,O,O,X,X,O,O
JSLZTIO,X,O,O,X,X,O,X,O,X,O,X
JSLZTOI,X,O,O,X,X,X,X,O,X,O,X
JSLZITO,X,O,O,O,X,O,X,O,X,O,X
JSLZIOT,X,O,O,O,O,O,O,O,X,O,O
JSLZOTI,X,O,O,X,X,X,O,O,X,O,O
JSLZOIT,X,O,O,O,O,O,O,O,X,O,O
JSLOTIZ,X,X,O,X,X,O,O,X,X,O,O
JSLOTZI,X,X,O,X,X,X,O,X,X,O,O
JSLOITZ,X,X,O,O,O,O,O,X,X,O,O
JSLOIZT,O,O,O,O,O,O,O,X,X,O,O
JSLOZTI,X,O,O,X,X,X,O,O,X,O,O
JSLOZIT,X,O,O,O,O,O,O,O,X,O,O
JSZTILO,X,O,O,O,X,O,X,O,X,O,X
JSZTIOL,X,X,X,O,X,O,X,O,X,O,X
JSZTLIO,X,O,O,X,X,O,X,O,X,O,X
JSZTLOI,O,O,O,X,X,X,X,O,X,O,X
JSZTOIL,O,X,X,O,X,X,X,O,X,O,X
JSZTOLI,O,O,X,X,X,X,X,O,X,O,X
JSZITLO,X,O,O,O,X,O,X,O,X,O,X
JSZITOL,X,X,X,O,O,O,X,O,X,O,X
JSZILTO,X,O,O,O,X,O,X,O,X,O,X
JSZILOT,O,O,O,O,O,O,O,O,X,O,X
JSZIOTL,O,X,X,O,O,O,O,O,X,O,X
JSZIOLT,O,O,O,O,O,O,O,O,X,O,X
JSZLTIO,X,O,O,X,X,O,X,O,X,O,X
JSZLTOI,O,O,O,X,X,X,X,O,X,O,X
JSZLITO,X,O,O,O,X,O,X,O,X,O,X
JSZLIOT,O,O,O,O,O,O,O,O,X,O,X
JSZLOTI,O,O,O,X,X,X,O,O,X,O,X
JSZLOIT,O,O,O,O,O,O,O,O,X,O,X
JSZOTIL,O,X,X,O,X,X,O,O,X,O,X
JSZOTLI,O,O,X,X,X,X,O,O,X,O,X
JSZOITL,O,X,X,O,O,O,O,O,X,O,X
JSZOILT,O,O,O,O,O,O,O,O,X,O,X
JSZOLTI,O,O,O,X,X,X,O,O,X,O,X
JSZOLIT,O,O,O,O,O,O,O,O,X,O,X
JSOTILZ,X,X,X,O,X,O,O,X,X,O,X
JSOTIZL,X,X,X,O,X,O,O,X,X,O,X
JSOTLIZ,X,X,X,X,X,O,O,X,X,O,X
JSOTLZI,X,X,X,X,X,X,O,X,X,O,X
JSOTZIL,X,X,X,O,X,X,O,O,X,O,X
JSOTZLI,X,X,X,X,X,X,O,O,X,O,X
JSOITLZ,X,X,X,O,O,O,O,X,X,O,X
JSOITZL,X,X,X,O,O,O,O,X,X,O,X
JSOILTZ,X,X,O,O,O,O,O,X,X,O,O
JSOILZT,O,X,O,O,O,O,O,X,X,O,O
JSOIZTL,O,X,X,O,O,O,O,O,X,O,X
JSOIZLT,O,X,O,O,O,O,O,O,X,O,O
JSOLTIZ,X,X,O,X,X,O,O,X,X,O,O
JSOLTZI,X,X,O,X,X,X,O,X,X,O,O
JSOLITZ,X,X,O,O,O,O,O,X,X,O,O
JSOLIZT,O,O,O,O,O,O,O,X,X,O,O
JSOLZTI,X,O,O,X,X,X,O,O,X,O,O
JSOLZIT,X,O,O,O,O,O,O,O,X,O,O
JSOZTIL,O,X,X,O,X,X,O,O,X,O,X
JSOZTLI,O,O,X,X,X,X,O,O,X,O,X
JSOZITL,O,X,X,O,O,O,O,O,X,O,X
JSOZILT,O,O,O,O,O,O,O,O,X,O,O
JSOZLTI,O,O,O,X,X,X,O,O,X,O,O
JSOZLIT,O,O,O,O,O,O,O,O,X,O,O
JZTILSO,X,O,O,O,X,O,X,O,O,X,X
JZTILOS,X,O,O,O,O,O,O,O,O,X,X
JZTISLO,X,O,O,O,X,O,X,O,X,O,X
JZTISOL,X,X,X,O,O,O,X,O,X,O,X
JZTIOLS,X,X,X,O,O,X,O,O,O,X,X
JZTIOSL,X,X,X,O,O,O,O,O,X,O,X
JZTLISO,X,O,O,X,X,O,X,O,O,X,X
JZTLIOS,X,O,O,X,O,O,O,O,O,X,X
JZTLSIO,X,O,O,X,X,O,X,O,O,X,X
JZTLSOI,O,O,O,X,X,X,X,O,O,X,X
JZTLOIS,O,O,O,X,O,X,O,O,O,X,X
JZTLOSI,O,O,O,X,X,X,O,O,O,X,X
JZTSILO,X,O,O,O,X,O,X,O,X,O,X
JZTSIOL,X,X,X,O,X,O,X,O,X,O,X
JZTSLIO,X,O,O,X,X,O,X,O,X,O,X
JZTSLOI,O,O,O,X,X,X,X,O,X,O,X
JZTSOIL,O,X,X,O,X,X,X,O,X,O,X
JZTSOLI,O,O,X,X,X,X,X,O,X,O,X
JZTOILS,O,X,X,O,O,X,O,O,O,X,X
JZTOISL,O,X,X,O,O,X,O,O,X,O,X
JZTOLIS,O,O,X,X,O,X,O,O,O,X,X
JZTOLSI,O,O,X,X,X,X,O,O,O,X,X
JZTOSIL,O,X,X,O,X,X,O,O,X,O,X
JZTOSLI,O,O,X,X,X,X,O,O,X,O,X
JZITLSO,X,O,O,O,X,O,X,O,O,X,X
JZITLOS,X,O,O,O,O,O,O,O,O,X,X
JZITSLO,X,O,O,O,X,O,X,O,X,O,X
JZITSOL,X,X,X,O,O,O,X,O,X,O,X
JZITOLS,X,X,X,O,O,X,O,O,O,X,X
JZITOSL,X,X,X,O,O,O,O,O,X,O,X
JZILTSO,X,O,O,O,X,O,X,O,O,X,X
JZILTOS,X,O,O,O,O,O,O,O,O,X,X
JZILSTO,X,O,O,O,X,O,X,O,O,O,X
JZILSOT,O,O,O,O,O,O,O,O,O,O,X
JZILOTS,O,O,O,O,O,O,O,O,O,X,X
JZILOST,O,O,O,O,O,O,O,O,O,O,X
JZISTLO,X,O,O,O,X,O,X,O,X,O,X
JZISTOL,X,X,X,O,O,O,X,O,X,O,X
JZISLTO,X,O,O,O,X,O,X,O,O,O,X
JZISLOT,O,O,O,O,O,O,O,O,O,O,X
JZISOTL,O,X,X,O,O,O,O,O,X,O,X
JZISOLT,O,O,O,O,O,O,O,O,O,O,X
JZIOTLS,O,X,X,O,O,X,O,O,O,X,X
JZIOTSL,O,X,X,O,O,O,O,O,X,O,X
JZIOLTS,O,O,O,O,O,O,O,O,O,X,X
JZIOLST,O,O,O,O,O,O,O,O,O,O,X
JZIOSTL,O,X,X,O,O,O,O,O,X,O,X
JZIOSLT,O,O,O,O,O,O,O,O,O,O,X
JZLTISO,X,O,O,X,X,O,X,O,O,X,X
JZLTIOS,X,O,O,X,O,O,O,O,O,X,X
JZLTSIO,X,O,O,X,X,O,X,O,O,X,X
JZLTSOI,O,O,O,X,X,X,X,O,O,X,X
JZLTOIS,O,O,O,X,O,X,O,O,O,X,X
JZLTOSI,O,O,O,X,X,X,O,O,O,X,X
JZLITSO,X,O,O,O,X,O,X,O,O,X,X
JZLITOS,X,O,O,O,O,O,O,O,O,X,X
JZLISTO,X,O,O,O,X,O,X,O,O,O,X
JZLISOT,O,O,O,O,O,O,O,O,O,O,X
JZLIOTS,O,O,O,O,O,O,O,O,O,X,X
JZLIOST,O,O,O,O,O,O,O,O,O,O,X
JZLSTIO,X,O,O,X,X,O,X,O,O,O,X
JZLSTOI,O,O,O,X,X,X,X,O,O,O,X
JZLSITO,X,O,O,O,X,O,X,O,O,O,X
JZLSIOT,O,O,O,O,O,O,O,O,O,O,X
JZLSOTI,O,O,O,X,X,X,O,O,O,O,X
JZLSOIT,O,O,O,O,O,O,O,O,O,O,X
JZLOTIS,O,O,O,X,O,X,O,O,O,X,X
JZLOTSI,O,O,O,X,X,X,O,O,O,X,X
JZLOITS,O,O,O,O,O,O,O,O,O,X,X
JZLOIST,O,O,O,O,O,O,O,O,O,O,X
JZLOSTI,O,O,O,X,X,X,O,O,O,O,X
JZLOSIT,O,O,O,O,O,O,O,O,O,O,X
JZSTILO,X,O,O,O,X,O,X,O,X,O,X
JZSTIOL,X,X,X,O,X,O,X,O,X,O,X
JZSTLIO,X,O,O,X,X,O,X,O,X,O,X
JZSTLOI,O,O,O,X,X,X,X,O,X,O,X
JZSTOIL,O,X,X,O,X,X,X,O,X,O,X
JZSTOLI,O,O,X,X,X,X,X,O,X,O,X
JZSITLO,X,O,O,O,X,O,X,O,X,O,X
JZSITOL,X,X,X,O,O,O,X,O,X,O,X
JZSILTO,X,O,O,O,X,O,X,O,O,O,X
JZSILOT,O,O,O,O,O,O,O,O,O,O,X
JZSIOTL,O,X,X,O,O,O,O,O,X,O,X
JZSIOLT,O,O,O,O,O,O,O,O,O,O,X
JZSLTIO,X,O,O,X,X,O,X,O,O,O,X
JZSLTOI,O,O,O,X,X,X,X,O,O,O,X
JZSLITO,X,O,O,O,X,O,X,O,O,O,X
JZSLIOT,O,O,O,O,O,O,O,O,O,O,X
JZSLOTI,O,O,O,X,X,X,O,O,O,O,X
JZSLOIT,O,O,O,O,O,O,O,O,O,O,X
JZSOTIL,O,X,X,O,X,X,O,O,X,O,X
JZSOTLI,O,O,X,X,X,X,O,O,X,O,X
JZSOITL,O,X,X,O,O,O,O,O,X,O,X
JZSOILT,O,O,O,O,O,O,O,O,O,O,X
JZSOLTI,O,O,O,X,X,X,O,O,O,O,X
JZSOLIT,O,O,O,O,O,O,O,O,O,O,X
JZOTILS,O,X,X,O,O,X,O,O,O,X,X
JZOTISL,O,X,X,O,O,X,O,O,X,O,X
JZOTLIS,O,O,X,X,O,X,O,O,O,X,X
JZOTLSI,O,O,X,X,X,X,O,O,O,X,X
JZOTSIL,O,X,X,O,X,X,O,O,X,O,X
JZOTSLI,O,O,X,X,X,X,O,O,X,O,X
JZOITLS,O,X,X,O,O,X,O,O,O,X,X
JZOITSL,O,X,X,O,O,O,O,O,X,O,X
JZOILTS,O,O,O,O,O,O,O,O,O,X,X
JZOILST,O,O,O,O,O,O,O,O,O,O,X
JZOISTL,O,X,X,O,O,O,O,O,X,O,X
JZOISLT,O,O,O,O,O,O,O,O,O,O,X
JZOLTIS,O,O,O,X,O,X,O,O,O,X,X
JZOLTSI,O,O,O,X,X,X,O,O,O,X,X
JZOLITS,O,O,O,O,O,O,O,O,O,X,X
JZOLIST,O,O,O,O,O,O,O,O,O,O,X
JZOLSTI,O,O,O,X,X,X,O,O,O,O,X
JZOLSIT,O,O,O,O,O,O,O,O,O,O,X
JZOSTIL,O,X,X,O,X,X,O,O,X,O,X
JZOSTLI,O,O,X,X,X,X,O,O,X,O,X
JZOSITL,O,X,X,O,O,O,O,O,X,O,X
JZOSILT,O,O,O,O,O,O,O,O,O,O,X
JZOSLTI,O,O,O,X,X,X,O,O,O,O,X
JZOSLIT,O,O,O,O,O,O,O,O,O,O,X
JOTILSZ,X,X,X,O,O,X,O,X,X,X,X
JOTILZS,O,X,X,O,O,X,O,X,X,X,X
JOTISLZ,X,X,X,O,O,X,O,X,X,O,X
JOTISZL,X,X,X,O,O,X,O,X,X,O,X
JOTIZLS,O,X,X,O,O,X,O,X,X,X,X
JOTIZSL,O,X,X,O,O,X,O,X,X,O,X
JOTLISZ,X,X,X,X,O,X,O,X,X,X,X
JOTLIZS,O,O,X,X,O,X,O,X,X,X,X
JOTLSIZ,X,X,X,X,X,X,O,X,X,X,X
JOTLSZI,X,X,X,X,X,X,O,X,X,X,X
JOTLZIS,X,O,X,X,O,X,O,X,X,X,X
JOTLZSI,X,O,X,X,X,X,O,X,X,X,X
JOTSILZ,X,X,X,O,X,X,O,X,X,O,X
JOTSIZL,X,X,X,O,X,X,O,X,X,O,X
JOTSLIZ,X,X,X,X,X,X,O,X,X,O,X
JOTSLZI,X,X,X,X,X,X,O,X,X,O,X
JOTSZIL,X,X,X,O,X,X,O,O,X,O,X
JOTSZLI,X,X,X,X,X,X,O,O,X,O,X
JOTZILS,O,X,X,O,O,X,O,O,X,X,X
JOTZISL,O,X,X,O,O,X,O,O,X,O,X
JOTZLIS,O,O,X,X,O,X,O,O,X,X,X
JOTZLSI,O,O,X,X,X,X,O,O,X,X,X
JOTZSIL,O,X,X,O,X,X,O,O,X,O,X
JOTZSLI,O,O,X,X,X,X,O,O,X,O,X
JOITLSZ,X,X,X,O,O,X,O,X,X,X,X
JOITLZS,O,X,X,O,O,X,O,X,X,X,X
JOITSLZ,X,X,X,O,O,O,O,X,X,O,X
JOITSZL,X,X,X,O,O,O,O,X,X,O,X
JOITZLS,O,X,X,O,O,X,O,X,X,X,X
JOITZSL,O,X,X,O,O,O,O,X,X,O,X
JOILTSZ,X,X,O,O,O,X,O,X,X,X,O
JOILTZS,O,O,O,O,O,X,O,X,X,X,O
JOILSTZ,X,X,O,O,O,O,O,X,X,O,O
JOILSZT,O,O,O,O,O,O,O,X,O,O,O
JOILZTS,O,O,O,O,O,O,O,X,O,X,O
JOILZST,O,O,O,O,O,O,O,X,O,O,O
JOISTLZ,X,X,X,O,O,O,O,X,X,O,X
JOISTZL,X,X,X,O,O,O,O,X,X,O,X
JOISLTZ,X,X,O,O,O,O,O,X,X,O,O
JOISLZT,O,X,O,O,O,O,O,X,X,O,O
JOISZTL,O,X,X,O,O,O,O,O,X,O,X
JOISZLT,O,X,O,O,O,O,O,O,X,O,O
JOIZTLS,O,X,X,O,O,X,O,O,O,X,X
JOIZTSL,O,X,X,O,O,O,O,O,X,O,X
JOIZLTS,O,O,O,O,O,O,O,O,O,X,O
JOIZLST,O,O,O,O,O,O,O,O,O,O,O
JOIZSTL,O,X,X,O,O,O,O,O,X,O,X
JOIZSLT,O,O,O,O,O,O,O,O,O,O,O
JOLTISZ,X,X,O,X,O,X,O,X,X,X,O
JOLTIZS,O,O,O,X,O,X,O,X,X,X,O
JOLTSIZ,X,X,O,X,X,X,O,X,X,X,O
JOLTSZI,X,X,O,X,X,X,O,X,X,X,O
JOLTZIS,X,O,O,X,O,X,O,X,X,X,O
JOLTZSI,X,O,O,X,X,X,O,X,X,X,O
JOLITSZ,X,X,O,O,O,X,O,X,X,X,O
JOLITZS,O,O,O,O,O,X,O,X,X,X,O
JOLISTZ,X,X,O,O,O,O,O,X,X,O,O
JOLISZT,O,O,O,O,O,O,O,X,O,O,O
JOLIZTS,O,O,O,O,O,O,O,X,O,X,O
JOLIZST,O,O,O,O,O,O,O,X,O,O,O
JOLSTIZ,X,X,O,X,X,O,O,X,X,O,O
JOLSTZI,X,X,O,X,X,X,O,X,X,O,O
JOLSITZ,X,X,O,O,O,O,O,X,X,O,O
JOLSIZT,O,O,O,O,O,O,O,X,O,O,O
JOLSZTI,X,O,O,X,X,X,O,O,O,O,O
JOLSZIT,X,O,O,O,O,O,O,O,O,O,O
JOLZTIS,O,O,O,X,O,X,O,O,O,X,O
JOLZTSI,O,O,O,X,X,X,O,O,O,X,O
JOLZITS,O,O,O,O,O,O,O,O,O,X,O
JOLZIST,O,O,O,O,O,O,O,O,O,O,O
JOLZSTI,O,O,O,X,X,X,O,O,O,O,O
JOLZSIT,O,O,O,O,O,O,O,O,O,O,O
JOSTILZ,X,X,X,O,X,O,O,X,X,O,X
JOSTIZL,X,X,X,O,X,O,O,X,X,O,X
JOSTLIZ,X,X,X,X,X,O,O,X,X,O,X
JOSTLZI,X,X,X,X,X,X,O,X,X,O,X
JOSTZIL,X,X,X,O,X,X,O,O,X,O,X
JOSTZLI,X,X,X,X,X,X,O,O,X,O,X
JOSITLZ,X,X,X,O,O,O,O,X,X,O,X
JOSITZL,X,X,X,O,O,O,O,X,X,O,X
JOSILTZ,X,X,O,O,O,O,O,X,X,O,O
JOSILZT,O,X,O,O,O,O,O,X,X,O,O
JOSIZTL,O,X,X,O,O,O,O,O,X,O,X
JOSIZLT,O,X,O,O,O,O,O,O,X,O,O
JOSLTIZ,X,X,O,X,X,O,O,X,X,O,O
JOSLTZI,X,X,O,X,X,X,O,X,X,O,O
JOSLITZ,X,X,O,O,O,O,O,X,X,O,O
JOSLIZT,O,O,O,O,O,O,O,X,X,O,O
JOSLZTI,X,O,O,X,X,X,O,O,X,O,O
JOSLZIT,X,O,O,O,O,O,O,O,X,O,O
JOSZTIL,O,X,X,O,X,X,O,O,X,O,X
JOSZTLI,O,O,X,X,X,X,O,O,X,O,X
JOSZITL,O,X,X,O,O,O,O,O,X,O,X
JOSZILT,O,O,O,O,O,O,O,O,X,O,O
JOSZLTI,O,O,O,X,X,X,O,O,X,O,O
JOSZLIT,O,O,O,O,O,O,O,O,X,O,O
JOZTILS,O,X,X,O,O,X,O,O,O,X,X
JOZTISL,O,X,X,O,O,X,O,O,X,O,X
JOZTLIS,O,O,X,X,O,X,O,O,O,X,X
JOZTLSI,O,O,X,X,X,X,O,O,O,X,X
JOZTSIL,O,X,X,O,X,X,O,O,X,O,X
JOZTSLI,O,O,X,X,X,X,O,O,X,O,X
JOZITLS,O,X,X,O,O,X,O,O,O,X,X
JOZITSL,O,X,X,O,O,O,O,O,X,O,X
JOZILTS,O,O,O,O,O,O,O,O,O,X,O
JOZILST,O,O,O,O,O,O,O,O,O,O,O
JOZISTL,O,X,X,O,O,O,O,O,X,O,X
JOZISLT,O,O,O,O,O,O,O,O,O,O,O
JOZLTIS,O,O,O,X,O,X,O,O,O,X,O
JOZLTSI,O,O,O,X,X,X,O,O,O,X,O
JOZLITS,O,O,O,O,O,O,O,O,O,X,O
JOZLIST,O,O,O,O,O,O,O,O,O,O,O
JOZLSTI,O,O,O,X,X,X,O,O,O,O,O
JOZLSIT,O,O,O,O,O,O,O,O,O,O,O
JOZSTIL,O,X,X,O,X,X,O,O,X,O,X
JOZSTLI,O,O,X,X,X,X,O,O,X,O,X
JOZSITL,O,X,X,O,O,O,O,O,X,O,X
JOZSILT,O,O,O,O,O,O,O,O,O,O,O
JOZSLTI,O,O,O,X,X,X,O,O,O,O,O
JOZSLIT,O,O,O,O,O,O,O,O,O,O,O
STILJZO,X,X,O,O,X,O,X,X,X,O,X
STILJOZ,X,X,O,O,X,O,X,X,X,O,O
STILZJO,X,X,O,O,X,O,X,X,X,X,X
STILZOJ,X,X,O,O,X,O,X,X,X,X,X
STILOJZ,X,X,O,O,X,O,X,X,X,O,O
STILOZJ,X,X,O,O,X,O,X,X,X,X,O
STIJLZO,X,X,O,O,X,O,X,X,X,O,X
STIJLOZ,X,X,O,O,X,O,X,X,X,O,X
STIJZLO,X,X,O,O,X,O,X,X,X,O,X
STIJZOL,X,X,X,O,X,O,X,X,X,O,X
STIJOLZ,X,X,X,O,X,O,X,X,X,O,X
STIJOZL,X,X,X,O,X,O,X,X,X,O,X
STIZLJO,X,X,O,O,X,O,X,X,X,X,X
STIZLOJ,X,X,O,O,X,O,X,X,X,X,X
STIZJLO,X,X,O,O,X,O,X,X,X,X,X
STIZJOL,X,X,X,O,X,O,X,X,X,X,X
STIZOLJ,X,X,X,O,X,O,X,X,X,X,X
STIZOJL,X,X,X,O,X,O,X,X,X,X,X
STIOLJZ,X,X,X,O,X,O,X,X,X,O,O
STIOLZJ,X,X,X,O,X,O,X,X,X,X,O
STIOJLZ,X,X,X,O,X,O,X,X,X,O,X
STIOJZL,X,X,X,O,X,O,X,X,X,O,X
STIOZLJ,X,X,X,O,X,O,X,X,X,X,O
STIOZJL,X,X,X,O,X,O,X,X,X,X,X
STLIJZO,X,X,O,X,X,O,X,X,X,O,X
STLIJOZ,X,X,O,X,X,O,X,X,X,O,O
STLIZJO,X,X,O,X,X,O,X,X,X,X,X
STLIZOJ,X,X,O,X,X,O,X,X,X,X,X
STLIOJZ,X,X,O,X,X,O,X,X,X,O,O
STLIOZJ,X,X,O,X,X,O,X,X,X,X,O
STLJIZO,X,X,O,X,X,O,X,X,X,O,X
STLJIOZ,X,X,O,X,X,O,X,X,X,O,O
STLJZIO,X,X,O,X,X,O,X,X,X,O,X
STLJZOI,X,X,O,X,X,X,X,X,X,O,X
STLJOIZ,X,X,O,X,X,O,X,X,X,O,O
STLJOZI,X,X,O,X,X,X,X,X,X,O,O
STLZIJO,X,X,O,X,X,O,X,X,X,X,X
STLZIOJ,X,X,O,X,X,O,X,X,X,X,X
STLZJIO,X,X,O,X,X,O,X,X,X,X,X
STLZJOI,X,X,O,X,X,X,X,X,X,X,X
STLZOIJ,X,X,O,X,X,X,X,X,X,X,X
STLZOJI,X,X,O,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,O,X,X,X,O,O
STLOIZJ,X,X,O,X,X,O,X,X,X,X,O
STLOJIZ,X,X,O,X,X,O,X,X,X,O,O
STLOJZI,X,X,O,X,X,X,X,X,X,O,O
STLOZIJ,X,X,O,X,X,X,X,X,X,X,O
STLOZJI,X,X,O,X,X,X,X,X,X,X,O
STJILZO,X,X,O,O,X,O,X,X,X,O,X
STJILOZ,X,X,O,O,X,O,X,X,X,O,X
STJIZLO,X,X,O,O,X,O,X,X,X,O,X
STJIZOL,X,X,X,O,X,O,X,X,X,O,X
STJIOLZ,X,X,X,O,X,O,X,X,X,O,X
STJIOZL,X,X,X,O,X,O,X,X,X,O,X
STJLIZO,X,X,O,X,X,O,X,X,X,O,X
STJLIOZ,X,X,O,X,X,O,X,X,X,O,X
STJLZIO,X,X,O,X,X,O,X,X,X,O,X
STJLZOI,X,X,O,X,X,X,X,X,X,O,X
STJLOIZ,X,X,O,X,X,O,X,X,X,O,X
STJLOZI,X,X,O,X,X,X,X,X,X,O,X
STJZILO,X,X,O,O,X,O,X,O,X,O,X
STJZIOL,X,X,X,O,X,O,X,O,X,O,X
STJZLIO,X,X,O,X,X,O,X,O,X,O,X
STJZLOI,X,X,O,X,X,X,X,O,X,O,X
STJZOIL,X,X,X,O,X,X,X,O,X,O,X
STJZOLI,X,X,X,X,X,X,X,O,X,O,X
STJOILZ,X,X,X,O,X,O,X,X,X,O,X
STJOIZL,X,X,X,O,X,O,X,X,X,O,X
STJOLIZ,X,X,X,X,X,O,X,X,X,O,X
STJOLZI,X,X,X,X,X,X,X,X,X,O,X
STJOZIL,X,X,X,O,X,X,X,O,X,O,X
STJOZLI,X,X,X,X,X,X,X,O,X,O,X
STZILJO,X,X,O,O,X,O,X,O,X,X,X
STZILOJ,X,X,O,O,X,O,X,O,X,X,X
STZIJLO,X,X,O,O,X,O,X,O,X,X,X
STZIJOL,X,X,X,O,X,O,X,O,X,X,X
STZIOLJ,X,X,X,O,X,O,X,O,X,X,X
STZIOJL,X,X,X,O,X,O,X,O,X,X,X
STZLIJO,X,X,O,X,X,O,X,O,X,X,X
STZLIOJ,X,X,O,X,X,O,X,O,X,X,X
STZLJIO,X,X,O,X,X,O,X,O,X,X,X
STZLJOI,X,X,O,X,X,X,X,O,X,X,X
STZLOIJ,X,X,O,X,X,X,X,O,X,X,X
STZLOJI,X,X,O,X,X,X,X,O,X,X,X
STZJILO,X,X,O,O,X,O,X,O,X,X,X
STZJIOL,X,X,X,O,X,O,X,O,X,X,X
STZJLIO,X,X,O,X,X,O,X,O,X,X,X
STZJLOI,X,X,O,X,X,X,X,O,X,X,X
STZJOIL,X,X,X,O,X,X,X,O,X,X,X
STZJOLI,X,X,X,X,X,X,X,O,X,X,X
STZOILJ,X,X,X,O,X,X,X,O,X,X,X
STZOIJL,X,X,X,O,X,X,X,O,X,X,X
STZOLIJ,X,X,X,X,X,X,X,O,X,X,X
STZOLJI,X,X,X,X,X,X,X,O,X,X,X
STZOJIL,X,X,X,O,X,X,X,O,X,X,X
STZOJLI,X,X,X,X,X,X,X,O,X,X,X
STOILJZ,X,X,X,O,X,O,X,X,X,O,O
STOILZJ,X,X,X,O,X,O,X,X,X,X,O
STOIJLZ,X,X,X,O,X,O,X,X,X,O,X
STOIJZL,X,X,X,O,X,O,X,X,X,O,X
STOIZLJ,X,X,X,O,X,O,X,X,X,X,O
STOIZJL,X,X,X,O,X,O,X,X,X,X,X
STOLIJZ,X,X,X,X,X,O,X,X,X,O,O
STOLIZJ,X,X,X,X,X,O,X,X,X,X,O
STOLJIZ,X,X,X,X,X,O,X,X,X,O,O
STOLJZI,X,X,X,X,X,X,X,X,X,O,O
STOLZIJ,X,X,X,X,X,X,X,X,X,X,O
STOLZJI,X,X,X,X,X,X,X,X,X,X,O
STOJILZ,X,X,X,O,X,O,X,X,X,O,X
STOJIZL,X,X,X,O,X,O,X,X,X,O,X
STOJLIZ,X,X,X,X,X,O,X,X,X,O,X
STOJLZI,X,X,X,X,X,X,X,X,X,O,X
STOJZIL,X,X,X,O,X,X,X,O,X,O,X
STOJZLI,X,X,X,X,X,X,X,O,X,O,X
STOZILJ,X,X,X,O,X,X,X,O,X,X,O
STOZIJL,X,X,X,O,X,X,X,O,X,X,X
STOZLIJ,X,X,X,X,X,X,X,O,X,X,O
STOZLJI,X,X,X,X,X,X,X,O,X,X,O
STOZJIL,X,X,X,O,X,X,X,O,X,X,X
STOZJLI,X,X,X,X,X,X,X,O,X,X,X
SITLJZO,X,X,O,O,X,O,X,X,X,O,X
SITLJOZ,X,X,O,O,X,O,X,X,X,O,O
SITLZJO,X,X,O,O,X,O,X,X,X,X,X
SITLZOJ,X,X,O,O,X,O,X,X,X,X,X
SITLOJZ,X,X,O,O,X,O,X,X,X,O,O
SITLOZJ,X,X,O,O,X,O,X,X,X,X,O
SITJLZO,X,X,O,O,X,O,X,X,X,O,X
SITJLOZ,X,X,O,O,X,O,X,X,X,O,X
SITJZLO,X,X,O,O,X,O,X,X,X,O,X
SITJZOL,X,X,X,O,O,O,X,X,X,O,X
SITJOLZ,X,X,X,O,O,O,X,X,X,O,X
SITJOZL,X,X,X,O,O,O,X,X,X,O,X
SITZLJO,X,X,O,O,X,O,X,X,X,X,X
SITZLOJ,X,X,O,O,X,O,X,X,X,X,X
SITZJLO,X,X,O,O,X,O,X,X,X,X,X
SITZJOL,X,X,X,O,O,O,X,X,X,X,X
SITZOLJ,X,X,X,O,O,O,X,X,X,X,X
SITZOJL,X,X,X,O,O,O,X,X,X,X,X
SITOLJZ,X,X,X,O,O,O,X,X,X,O,O
SITOLZJ,X,X,X,O,O,O,X,X,X,X,O
SITOJLZ,X,X,X,O,O,O,X,X,X,O,X
SITOJZL,X,X,X,O,O,O,X,X,X,O,X
SITOZLJ,X,X,X,O,O,O,X,X,X,X,O
SITOZJL,X,X,X,O,O,O,X,X,X,X,X
SILTJZO,X,X,O,O,X,O,X,X,X,O,X
SILTJOZ,X,X,O,O,X,O,X,X,X,O,O
SILTZJO,X,X,O,O,X,O,X,X,O,X,X
SILTZOJ,X,X,O,O,X,O,X,X,O,X,X
SILTOJZ,X,X,O,O,X,O,X,X,X,O,O
