sequence,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEMeBZLB?qkBXmBTgB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEJLBqkB?0lBThBPdB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEJLBqkB?0lB3hBzbB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhERqBzfB?qgBvhBMeB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhERqBSlB?ThBXbBMeB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeTwIvhEUdBXhB?6oBWqBRnB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEzkB5gB?MmBPdBacB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeJrIvhEqkBvlB?ToBUiBubB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeRHJvhEvjBUdB?ClBebBTQB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeRHJvhEvjBKdB?ukBTlBUWB
JIZSLOT,O,X,O,O,O,O,X,X,O,O
JIZSOTL,X,X,X,O,X,O,O,X,X,O
JIZSOLT,O,X,X,O,O,O,O,X,O,O
JIZOTLS,X,X,X,O,O,O,O,X,X,O
JIZOTSL,X,X,X,O,X,O,O,X,X,O
JIZOLTS,X,O,X,O,O,O,O,X,O,O
JIZOLST,O,O,X,O,O,O,O,O,O,O
JIZOSTL,X,X,X,O,X,O,O,X,X,O
JIZOSLT,O,O,X,O,O,O,O,X,O,O
JIOTLSZ,X,O,X,O,O,O,X,X,X,O
JIOTLZS,X,O,X,O,O,O,X,X,X,O
JIOTSLZ,X,O,X,O,X,O,X,X,X,O
JIOTSZL,X,X,X,O,X,O,X,X,X,O
JIOTZLS,X,X,X,O,O,O,O,X,X,O
JIOTZSL,X,X,X,O,X,O,O,X,X,O
JIOLTSZ,X,O,X,O,O,O,X,X,O,O
JIOLTZS,X,O,X,O,O,O,X,X,O,O
JIOLSTZ,O,O,X,O,O,O,X,O,O,O
JIOLSZT,O,O,O,O,O,O,X,O,O,O
JIOLZTS,X,O,O,O,O,O,O,X,O,O
JIOLZST,O,O,O,O,O,O,O,O,O,O
JIOSTLZ,X,O,X,O,X,O,X,X,X,O
JIOSTZL,X,X,X,O,X,O,X,X,X,O
JIOSLTZ,O,O,X,O,O,O,X,X,O,O
JIOSLZT,O,O,O,O,O,O,X,X,O,O
JIOSZTL,X,X,X,O,X,O,O,X,X,O
JIOSZLT,O,O,X,O,O,O,O,X,O,O
JIOZTLS,X,X,X,O,O,O,O,X,X,O
JIOZTSL,X,X,X,O,X,O,O,X,X,O
JIOZLTS,X,O,X,O,O,O,O,X,O,O
JIOZLST,O,O,X,O,O,O,O,O,O,O
JIOZSTL,X,X,X,O,X,O,O,X,X,O
JIOZSLT,O,O,X,O,O,O,O,X,O,O
JLTISZO,O,X,O,X,X,O,X,X,O,X
JLTISOZ,O,X,X,X,X,O,X,X,O,X
JLTIZSO,O,X,O,X,X,O,X,X,O,X
JLTIZOS,X,O,O,X,X,O,X,X,O,X
JLTIOSZ,X,O,X,X,X,O,X,X,O,X
JLTIOZS,X,O,X,X,X,O,X,X,O,X
JLTSIZO,O,X,O,X,X,O,X,X,X,X
JLTSIOZ,O,X,X,X,X,O,X,X,X,X
JLTSZIO,O,X,O,X,X,X,X,X,X,X
JLTSZOI,O,X,O,X,X,X,X,X,X,X
JLTSOIZ,O,X,X,X,X,O,X,X,X,X
JLTSOZI,O,X,X,X,X,X,X,X,X,X
JLTZISO,O,X,O,X,X,X,X,X,X,X
JLTZIOS,X,O,O,X,X,X,X,X,X,X
JLTZSIO,O,X,O,X,X,X,X,X,X,X
JLTZSOI,O,X,O,X,X,X,X,X,X,X
JLTZOIS,X,O,O,X,X,X,X,X,X,X
JLTZOSI,X,O,O,X,X,X,X,X,X,X
JLTOISZ,X,O,X,X,X,O,X,X,O,X
JLTOIZS,X,O,X,X,X,O,X,X,O,X
JLTOSIZ,X,O,X,X,X,O,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X,X,X,X
JLTOZIS,X,O,X,X,X,X,X,X,X,X
JLTOZSI,X,O,X,X,X,X,X,X,X,X
JLITSZO,O,X,O,X,O,O,X,X,O,X
JLITSOZ,O,X,X,X,O,O,X,X,O,O
JLITZSO,O,X,O,X,O,O,X,X,O,X
JLITZOS,X,O,O,X,O,O,X,X,O,X
JLITOSZ,X,O,X,X,O,O,X,X,O,O
JLITOZS,X,O,X,X,O,O,X,X,O,O
JLISTZO,O,X,O,X,O,O,X,O,O,X
JLISTOZ,O,X,X,X,O,O,X,O,O,O
JLISZTO,O,X,O,X,O,O,X,O,O,X
JLISZOT,O,O,O,O,O,O,X,O,O,O
JLISOTZ,O,O,X,O,O,O,X,O,O,O
JLISOZT,O,O,O,O,O,O,X,O,O,O
JLIZTSO,O,X,O,X,O,O,X,X,O,X
JLIZTOS,X,O,O,X,O,O,X,X,O,X
JLIZSTO,O,X,O,X,O,O,X,O,O,X
JLIZSOT,O,O,O,O,O,O,X,O,O,O
JLIZOTS,X,O,O,O,O,O,X,X,O,O
JLIZOST,O,O,O,O,O,O,X,O,O,O
JLIOTSZ,X,O,X,O,O,O,X,X,O,O
JLIOTZS,X,O,X,O,O,O,X,X,O,O
JLIOSTZ,O,O,X,O,O,O,X,O,O,O
JLIOSZT,O,O,O,O,O,O,X,O,O,O
JLIOZTS,X,O,O,O,O,O,X,X,O,O
JLIOZST,O,O,O,O,O,O,X,O,O,O
JLSTIZO,O,X,O,X,X,O,X,O,X,X
JLSTIOZ,O,X,X,X,X,O,X,O,X,X
JLSTZIO,O,X,O,X,X,X,X,O,X,X
JLSTZOI,O,X,O,X,X,X,X,O,X,X
JLSTOIZ,O,X,X,X,X,O,X,O,X,X
JLSTOZI,O,X,X,X,X,X,X,O,X,X
JLSITZO,O,X,O,X,X,O,X,O,O,X
JLSITOZ,O,X,X,X,X,O,X,O,O,X
JLSIZTO,O,X,O,X,X,O,X,O,O,X
JLSIZOT,O,O,O,O,X,O,X,O,O,X
JLSIOTZ,O,O,X,O,X,O,X,O,O,X
JLSIOZT,O,O,O,O,X,O,X,O,O,X
JLSZTIO,O,X,O,X,X,X,X,O,X,X
JLSZTOI,O,X,O,X,X,X,X,O,X,X
JLSZITO,O,X,O,X,X,O,X,O,X,X
JLSZIOT,O,O,O,O,X,O,X,O,X,X
JLSZOTI,O,O,O,X,X,X,X,O,X,X
JLSZOIT,O,O,O,X,X,O,X,O,X,X
JLSOTIZ,O,O,X,X,X,O,X,O,X,X
JLSOTZI,O,O,X,X,X,X,X,O,X,X
JLSOITZ,O,O,X,X,X,O,X,O,O,X
JLSOIZT,O,O,O,X,X,O,X,O,O,X
JLSOZTI,O,O,O,X,X,X,X,O,X,X
JLSOZIT,O,O,O,X,X,O,X,O,X,X
JLZTISO,O,X,O,X,X,X,X,X,X,X
JLZTIOS,X,O,O,X,X,X,X,X,X,X
JLZTSIO,O,X,O,X,X,X,X,X,X,X
JLZTSOI,O,X,O,X,X,X,X,X,X,X
JLZTOIS,X,O,O,X,X,X,X,X,X,X
JLZTOSI,X,O,O,X,X,X,X,X,X,X
JLZITSO,O,X,O,X,O,O,X,X,O,X
JLZITOS,X,O,O,X,O,O,X,X,O,X
JLZISTO,O,X,O,X,O,O,X,O,O,X
JLZISOT,O,O,O,O,O,O,X,O,O,X
JLZIOTS,X,O,O,O,O,O,X,X,O,X
JLZIOST,O,O,O,O,O,O,X,O,O,X
JLZSTIO,O,X,O,X,X,X,X,O,X,X
JLZSTOI,O,X,O,X,X,X,X,O,X,X
JLZSITO,O,X,O,X,X,O,X,O,X,X
JLZSIOT,O,O,O,O,X,O,X,O,X,X
JLZSOTI,O,O,O,X,X,X,X,O,X,X
JLZSOIT,O,O,O,X,X,O,O,O,X,X
JLZOTIS,X,O,O,X,X,X,X,X,X,X
JLZOTSI,X,O,O,X,X,X,X,X,X,X
JLZOITS,X,O,O,X,X,O,O,X,O,O
JLZOIST,O,O,O,X,X,O,O,O,O,O
JLZOSTI,O,O,O,X,X,X,X,O,X,X
JLZOSIT,O,O,O,X,X,O,O,O,X,X
JLOTISZ,X,O,X,X,X,O,X,X,O,X
JLOTIZS,X,O,X,X,X,O,X,X,O,X
JLOTSIZ,X,O,X,X,X,O,X,X,X,X
JLOTSZI,X,O,X,X,X,X,X,X,X,X
JLOTZIS,X,O,X,X,X,X,X,X,X,X
JLOTZSI,X,O,X,X,X,X,X,X,X,X
JLOITSZ,X,O,X,X,X,O,X,X,O,O
JLOITZS,X,O,X,X,X,O,X,X,O,O
JLOISTZ,O,O,X,X,X,O,X,O,O,O
JLOISZT,O,O,O,X,X,O,X,O,O,O
JLOIZTS,X,O,O,X,X,O,O,X,O,O
JLOIZST,O,O,O,X,X,O,O,O,O,O
JLOSTIZ,O,O,X,X,X,O,X,O,X,X
JLOSTZI,O,O,X,X,X,X,X,O,X,X
JLOSITZ,O,O,X,X,X,O,X,O,O,X
JLOSIZT,O,O,O,X,X,O,X,O,O,X
JLOSZTI,O,O,O,X,X,X,X,O,X,X
JLOSZIT,O,O,O,X,X,O,X,O,X,X
JLOZTIS,X,O,O,X,X,X,X,X,X,X
JLOZTSI,X,O,O,X,X,X,X,X,X,X
JLOZITS,X,O,O,X,X,O,O,X,O,O
JLOZIST,O,O,O,X,X,O,O,O,O,O
JLOZSTI,O,O,O,X,X,X,X,O,X,X
JLOZSIT,O,O,O,X,X,O,O,O,X,X
JSTILZO,O,X,O,X,X,O,X,X,X,X
JSTILOZ,O,X,X,X,X,O,X,X,X,X
JSTIZLO,O,X,X,X,X,O,X,X,X,X
JSTIZOL,X,X,X,O,X,O,X,X,X,X
JSTIOLZ,X,X,X,O,X,O,X,X,X,X
JSTIOZL,X,X,X,O,X,O,X,X,X,X
JSTLIZO,O,X,O,X,X,O,X,X,X,X
JSTLIOZ,O,X,X,X,X,O,X,X,X,X
JSTLZIO,O,X,O,X,X,X,X,X,X,X
JSTLZOI,O,X,O,X,X,X,X,X,X,X
JSTLOIZ,O,X,X,X,X,O,X,X,X,X
JSTLOZI,O,X,X,X,X,X,X,X,X,X
JSTZILO,O,X,X,X,X,O,X,X,X,X
JSTZIOL,X,X,X,O,X,O,X,X,X,X
JSTZLIO,O,X,X,X,X,X,X,X,X,X
JSTZLOI,O,X,X,X,X,X,X,X,X,X
JSTZOIL,X,X,X,X,X,O,X,X,X,X
JSTZOLI,X,X,X,X,X,X,X,X,X,X
JSTOILZ,X,X,X,X,X,O,X,X,X,X
JSTOIZL,X,X,X,X,X,O,X,X,X,X
JSTOLIZ,X,X,X,X,X,O,X,X,X,X
JSTOLZI,X,X,X,X,X,X,X,X,X,X
JSTOZIL,X,X,X,X,X,O,X,X,X,X
JSTOZLI,X,X,X,X,X,X,X,X,X,X
JSITLZO,O,X,O,X,X,O,X,X,X,X
JSITLOZ,O,X,X,X,X,O,X,X,X,O
JSITZLO,O,X,X,X,X,O,X,X,X,X
JSITZOL,X,X,X,O,X,O,X,X,X,X
JSITOLZ,X,X,X,O,X,O,X,X,X,O
JSITOZL,X,X,X,O,X,O,X,X,X,O
JSILTZO,O,X,O,X,O,O,X,X,X,X
JSILTOZ,O,X,X,X,O,O,X,X,X,O
JSILZTO,O,X,O,X,O,O,X,X,X,X
JSILZOT,O,O,O,O,O,O,X,X,X,O
JSILOTZ,O,O,X,O,O,O,X,X,X,O
JSILOZT,O,O,O,O,O,O,X,X,X,O
JSIZTLO,O,X,X,X,X,O,X,X,X,X
JSIZTOL,X,X,X,O,X,O,X,X,X,X
JSIZLTO,O,X,O,X,O,O,X,X,X,X
JSIZLOT,O,X,O,O,O,O,X,X,X,O
JSIZOTL,X,X,X,O,X,O,X,X,X,O
JSIZOLT,O,X,X,O,O,O,X,X,X,O
JSIOTLZ,X,O,X,O,X,O,X,X,X,O
JSIOTZL,X,X,X,O,X,O,X,X,X,O
JSIOLTZ,O,O,X,O,O,O,X,X,X,O
JSIOLZT,O,O,O,O,O,O,X,X,X,O
JSIOZTL,X,X,X,O,X,O,X,X,X,O
JSIOZLT,O,O,X,O,O,O,X,X,X,O
JSLTIZO,O,X,O,X,X,O,X,X,X,X
JSLTIOZ,O,X,X,X,X,O,X,X,X,X
JSLTZIO,O,X,O,X,X,X,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,X,X,X,X,O,X,X,X,X
JSLTOZI,O,X,X,X,X,X,X,X,X,X
JSLITZO,O,X,O,X,X,O,X,X,X,X
JSLITOZ,O,X,X,X,X,O,X,X,X,X
JSLIZTO,O,X,O,X,X,O,X,X,X,X
JSLIZOT,O,O,O,O,X,O,X,X,X,X
JSLIOTZ,O,O,X,O,X,O,X,X,X,X
JSLIOZT,O,O,O,O,X,O,X,X,X,X
JSLZTIO,O,X,O,X,X,X,X,X,X,X
JSLZTOI,O,X,O,X,X,X,X,X,X,X
JSLZITO,O,X,O,X,X,O,X,X,X,X
JSLZIOT,O,O,O,O,X,O,X,X,X,X
JSLZOTI,O,O,O,X,X,X,X,X,X,X
JSLZOIT,O,O,O,X,X,O,X,X,X,X
JSLOTIZ,O,O,X,X,X,O,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,X,X,X
JSLOITZ,O,O,X,X,X,O,X,X,X,X
JSLOIZT,O,O,O,X,X,O,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X,X,X,X
JSLOZIT,O,O,O,X,X,O,X,X,X,X
JSZTILO,O,X,X,X,X,O,X,X,X,X
JSZTIOL,X,X,X,O,X,O,X,X,X,X
JSZTLIO,O,X,X,X,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X,X,X,X
JSZTOIL,X,X,X,X,X,O,O,X,X,X
JSZTOLI,X,X,X,X,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,O,X,X,X,X
JSZITOL,X,X,X,O,X,O,X,X,X,X
JSZILTO,O,X,O,X,O,O,X,X,X,X
JSZILOT,O,X,O,O,O,O,X,X,X,X
JSZIOTL,X,X,X,O,X,O,O,X,X,X
JSZIOLT,O,X,X,O,O,O,O,X,X,X
JSZLTIO,O,X,O,X,X,X,X,X,X,X
JSZLTOI,O,X,O,X,X,X,X,X,X,X
JSZLITO,O,X,O,X,X,O,X,X,X,X
JSZLIOT,O,X,O,O,X,O,X,X,X,X
JSZLOTI,O,X,O,X,X,X,X,X,X,X
JSZLOIT,O,X,O,X,X,O,O,X,X,X
JSZOTIL,X,X,X,X,X,O,O,X,X,X
JSZOTLI,X,X,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,O,X,O,O,X,X,O
JSZOILT,O,X,X,O,X,O,O,X,X,O
JSZOLTI,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,X,X,X,X,O,O,X,X,X
JSOTILZ,X,O,X,X,X,O,X,X,X,X
JSOTIZL,X,X,X,X,X,O,X,X,X,X
JSOTLIZ,X,O,X,X,X,O,X,X,X,X
JSOTLZI,X,O,X,X,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,O,X,X,X,X
JSOTZLI,X,X,X,X,X,X,X,X,X,X
JSOITLZ,X,O,X,O,X,O,X,X,X,O
JSOITZL,X,X,X,O,X,O,X,X,X,O
JSOILTZ,O,O,X,O,X,O,X,X,X,O
JSOILZT,O,O,O,O,X,O,X,X,X,O
JSOIZTL,X,X,X,O,X,O,O,X,X,O
JSOIZLT,O,O,X,O,X,O,O,X,X,O
JSOLTIZ,O,O,X,X,X,O,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,O,X,X,X,X
JSOLIZT,O,O,O,X,X,O,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X,X,X,X
JSOLZIT,O,O,O,X,X,O,X,X,X,X
JSOZTIL,X,X,X,X,X,O,O,X,X,X
JSOZTLI,X,X,X,X,X,X,X,X,X,X
JSOZITL,X,X,X,O,X,O,O,X,X,O
JSOZILT,O,O,X,O,X,O,O,X,X,O
JSOZLTI,O,O,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,O,O,X,X,X
JZTILSO,O,X,X,X,O,X,X,X,X,X
JZTILOS,X,X,X,X,O,X,X,X,X,X
JZTISLO,O,X,X,X,X,X,X,X,X,X
JZTISOL,X,X,X,O,X,X,X,X,X,X
JZTIOLS,X,X,X,O,O,X,X,X,X,X
JZTIOSL,X,X,X,O,X,X,X,X,X,X
JZTLISO,O,X,X,X,X,X,X,X,X,X
JZTLIOS,X,X,X,X,X,X,X,X,X,X
JZTLSIO,O,X,X,X,X,X,X,X,X,X
JZTLSOI,O,X,X,X,X,X,X,X,X,X
JZTLOIS,X,X,X,X,X,X,X,X,X,X
JZTLOSI,X,X,X,X,X,X,X,X,X,X
JZTSILO,O,X,X,X,X,X,X,X,X,X
JZTSIOL,X,X,X,O,X,X,X,X,X,X
JZTSLIO,O,X,X,X,X,X,X,X,X,X
JZTSLOI,O,X,X,X,X,X,X,X,X,X
JZTSOIL,X,X,X,X,X,X,O,X,X,X
JZTSOLI,X,X,X,X,X,X,X,X,X,X
JZTOILS,X,X,X,X,X,X,O,X,X,O
JZTOISL,X,X,X,X,X,X,O,X,X,O
JZTOLIS,X,X,X,X,X,X,X,X,X,X
JZTOLSI,X,X,X,X,X,X,X,X,X,X
JZTOSIL,X,X,X,X,X,X,O,X,X,X
JZTOSLI,X,X,X,X,X,X,X,X,X,X
JZITLSO,O,X,X,X,O,O,X,X,X,X
JZITLOS,X,X,X,X,O,O,X,X,X,X
JZITSLO,O,X,X,X,X,O,X,X,X,X
JZITSOL,X,X,X,O,X,O,X,X,X,X
JZITOLS,X,X,X,O,O,O,X,X,X,X
JZITOSL,X,X,X,O,X,O,X,X,X,X
JZILTSO,O,X,O,X,O,O,X,X,X,X
JZILTOS,X,O,O,X,O,O,X,X,X,X
JZILSTO,O,X,O,X,O,O,X,O,X,X
JZILSOT,O,O,O,O,O,O,X,O,X,O
JZILOTS,X,O,O,O,O,O,X,X,X,O
JZILOST,O,O,O,O,O,O,X,O,X,O
JZISTLO,O,X,X,X,X,O,X,X,X,X
JZISTOL,X,X,X,O,X,O,X,X,X,X
JZISLTO,O,X,O,X,O,O,X,X,X,X
JZISLOT,O,X,O,O,O,O,X,X,X,O
JZISOTL,X,X,X,O,X,O,O,X,X,O
JZISOLT,O,X,X,O,O,O,O,X,X,O
JZIOTLS,X,X,X,O,O,O,O,X,X,O
JZIOTSL,X,X,X,O,X,O,O,X,X,O
JZIOLTS,X,O,X,O,O,O,O,X,X,O
JZIOLST,O,O,X,O,O,O,O,O,X,O
JZIOSTL,X,X,X,O,X,O,O,X,X,O
JZIOSLT,O,O,X,O,O,O,O,X,X,O
JZLTISO,O,X,O,X,X,X,X,X,X,X
JZLTIOS,X,O,O,X,X,X,X,X,X,X
JZLTSIO,O,X,O,X,X,X,X,X,X,X
JZLTSOI,O,X,O,X,X,X,X,X,X,X
JZLTOIS,X,O,O,X,X,X,X,X,X,X
JZLTOSI,X,O,O,X,X,X,X,X,X,X
JZLITSO,O,X,O,X,O,O,X,X,X,X
JZLITOS,X,O,O,X,O,O,X,X,X,X
JZLISTO,O,X,O,X,O,O,X,O,X,X
JZLISOT,O,O,O,O,O,O,X,O,X,X
JZLIOTS,X,O,O,O,O,O,X,X,X,X
JZLIOST,O,O,O,O,O,O,X,O,X,X
JZLSTIO,O,X,O,X,X,X,X,O,X,X
JZLSTOI,O,X,O,X,X,X,X,O,X,X
JZLSITO,O,X,O,X,X,O,X,O,X,X
JZLSIOT,O,O,O,O,X,O,X,O,X,X
JZLSOTI,O,O,O,X,X,X,X,O,X,X
JZLSOIT,O,O,O,X,X,O,O,O,X,X
JZLOTIS,X,O,O,X,X,X,X,X,X,X
JZLOTSI,X,O,O,X,X,X,X,X,X,X
JZLOITS,X,O,O,X,X,O,O,X,X,O
JZLOIST,O,O,O,X,X,O,O,O,X,O
JZLOSTI,O,O,O,X,X,X,X,O,X,X
JZLOSIT,O,O,O,X,X,O,O,O,X,X
JZSTILO,O,X,X,X,X,O,X,X,X,X
JZSTIOL,X,X,X,O,X,O,X,X,X,X
JZSTLIO,O,X,X,X,X,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X,X,X,X,X
JZSTOIL,X,X,X,X,X,O,O,X,X,X
JZSTOLI,X,X,X,X,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,O,X,X,X,X
JZSITOL,X,X,X,O,X,O,X,X,X,X
JZSILTO,O,X,O,X,O,O,X,X,X,X
JZSILOT,O,X,O,O,O,O,X,X,X,X
JZSIOTL,X,X,X,O,X,O,O,X,X,X
JZSIOLT,O,X,X,O,O,O,O,X,X,X
JZSLTIO,O,X,O,X,X,X,X,X,X,X
JZSLTOI,O,X,O,X,X,X,X,X,X,X
JZSLITO,O,X,O,X,X,O,X,X,X,X
JZSLIOT,O,X,O,O,X,O,X,X,X,X
JZSLOTI,O,X,O,X,X,X,X,X,X,X
JZSLOIT,O,X,O,X,X,O,O,X,X,X
JZSOTIL,X,X,X,X,X,O,O,X,X,X
JZSOTLI,X,X,X,X,X,X,X,X,X,X
JZSOITL,X,X,X,O,X,O,O,X,X,O
JZSOILT,O,X,X,O,X,O,O,X,X,O
JZSOLTI,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,X,X,X,X,O,O,X,X,X
JZOTILS,X,X,X,X,X,X,O,X,X,O
JZOTISL,X,X,X,X,X,X,O,X,X,O
JZOTLIS,X,X,X,X,X,X,X,X,X,X
JZOTLSI,X,X,X,X,X,X,X,X,X,X
JZOTSIL,X,X,X,X,X,X,O,X,X,X
JZOTSLI,X,X,X,X,X,X,X,X,X,X
JZOITLS,X,X,X,O,O,O,O,X,X,O
JZOITSL,X,X,X,O,X,O,O,X,X,O
JZOILTS,X,O,X,O,O,O,O,X,X,O
JZOILST,O,O,X,O,O,O,O,O,X,O
JZOISTL,X,X,X,O,X,O,O,X,X,O
JZOISLT,O,O,X,O,O,O,O,X,X,O
JZOLTIS,X,O,X,X,X,X,X,X,X,X
JZOLTSI,X,O,X,X,X,X,X,X,X,X
JZOLITS,X,O,X,X,X,O,O,X,X,O
JZOLIST,O,O,X,X,X,O,O,O,X,O
JZOLSTI,O,O,X,X,X,X,X,O,X,X
JZOLSIT,O,O,X,X,X,O,O,O,X,X
JZOSTIL,X,X,X,X,X,O,O,X,X,X
JZOSTLI,X,X,X,X,X,X,X,X,X,X
JZOSITL,X,X,X,O,X,O,O,X,X,O
JZOSILT,O,O,X,O,X,O,O,X,X,O
JZOSLTI,O,O,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,O,O,X,X,X
JOTILSZ,X,O,X,X,X,O,X,X,X,O
JOTILZS,X,O,X,X,X,O,X,X,X,O
JOTISLZ,X,O,X,X,X,O,X,X,X,O
JOTISZL,X,X,X,X,X,O,X,X,X,O
JOTIZLS,X,X,X,X,X,O,O,X,X,O
JOTIZSL,X,X,X,X,X,O,O,X,X,O
JOTLISZ,X,O,X,X,X,O,X,X,X,X
JOTLIZS,X,O,X,X,X,O,X,X,X,X
JOTLSIZ,X,O,X,X,X,O,X,X,X,X
JOTLSZI,X,O,X,X,X,X,X,X,X,X
JOTLZIS,X,O,X,X,X,X,X,X,X,X
JOTLZSI,X,O,X,X,X,X,X,X,X,X
JOTSILZ,X,O,X,X,X,O,X,X,X,X
JOTSIZL,X,X,X,X,X,O,X,X,X,X
JOTSLIZ,X,O,X,X,X,O,X,X,X,X
JOTSLZI,X,O,X,X,X,X,X,X,X,X
JOTSZIL,X,X,X,X,X,O,X,X,X,X
JOTSZLI,X,X,X,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,X,O,X,X,O
JOTZISL,X,X,X,X,X,X,O,X,X,O
JOTZLIS,X,X,X,X,X,X,X,X,X,X
JOTZLSI,X,X,X,X,X,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,O,X,X,X
JOTZSLI,X,X,X,X,X,X,X,X,X,X
JOITLSZ,X,O,X,O,O,O,X,X,X,O
JOITLZS,X,O,X,O,O,O,X,X,X,O
JOITSLZ,X,O,X,O,X,O,X,X,X,O
JOITSZL,X,X,X,O,X,O,X,X,X,O
JOITZLS,X,X,X,O,O,O,O,X,X,O
JOITZSL,X,X,X,O,X,O,O,X,X,O
JOILTSZ,X,O,X,O,O,O,X,X,O,O
JOILTZS,X,O,X,O,O,O,X,X,O,O
JOILSTZ,O,O,X,O,O,O,X,O,O,O
JOILSZT,O,O,O,O,O,O,X,O,O,O
JOILZTS,X,O,O,O,O,O,O,X,O,O
JOILZST,O,O,O,O,O,O,O,O,O,O
JOISTLZ,X,O,X,O,X,O,X,X,X,O
JOISTZL,X,X,X,O,X,O,X,X,X,O
JOISLTZ,O,O,X,O,O,O,X,X,O,O
JOISLZT,O,O,O,O,O,O,X,X,O,O
JOISZTL,X,X,X,O,X,O,O,X,X,O
JOISZLT,O,O,X,O,O,O,O,X,O,O
JOIZTLS,X,X,X,O,O,O,O,X,X,O
JOIZTSL,X,X,X,O,X,O,O,X,X,O
JOIZLTS,X,O,X,O,O,O,O,X,O,O
JOIZLST,O,O,X,O,O,O,O,O,O,O
JOIZSTL,X,X,X,O,X,O,O,X,X,O
JOIZSLT,O,O,X,O,O,O,O,X,O,O
JOLTISZ,X,O,X,X,X,O,X,X,O,X
JOLTIZS,X,O,X,X,X,O,X,X,O,X
JOLTSIZ,X,O,X,X,X,O,X,X,X,X
JOLTSZI,X,O,X,X,X,X,X,X,X,X
JOLTZIS,X,O,X,X,X,X,X,X,X,X
JOLTZSI,X,O,X,X,X,X,X,X,X,X
JOLITSZ,X,O,X,X,X,O,X,X,O,O
JOLITZS,X,O,X,X,X,O,X,X,O,O
JOLISTZ,O,O,X,X,X,O,X,O,O,O
JOLISZT,O,O,O,X,X,O,X,O,O,O
JOLIZTS,X,O,O,X,X,O,O,X,O,O
JOLIZST,O,O,O,X,X,O,O,O,O,O
JOLSTIZ,O,O,X,X,X,O,X,O,X,X
JOLSTZI,O,O,X,X,X,X,X,O,X,X
JOLSITZ,O,O,X,X,X,O,X,O,O,X
JOLSIZT,O,O,O,X,X,O,X,O,O,X
JOLSZTI,O,O,O,X,X,X,X,O,X,X
JOLSZIT,O,O,O,X,X,O,X,O,X,X
JOLZTIS,X,O,O,X,X,X,X,X,X,X
JOLZTSI,X,O,O,X,X,X,X,X,X,X
JOLZITS,X,O,O,X,X,O,O,X,O,O
JOLZIST,O,O,O,X,X,O,O,O,O,O
JOLZSTI,O,O,O,X,X,X,X,O,X,X
JOLZSIT,O,O,O,X,X,O,O,O,X,X
JOSTILZ,X,O,X,X,X,O,X,X,X,X
JOSTIZL,X,X,X,X,X,O,X,X,X,X
JOSTLIZ,X,O,X,X,X,O,X,X,X,X
JOSTLZI,X,O,X,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,O,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,O,X,O,X,X,X,O
JOSITZL,X,X,X,O,X,O,X,X,X,O
JOSILTZ,O,O,X,O,X,O,X,X,X,O
JOSILZT,O,O,O,O,X,O,X,X,X,O
JOSIZTL,X,X,X,O,X,O,O,X,X,O
JOSIZLT,O,O,X,O,X,O,O,X,X,O
JOSLTIZ,O,O,X,X,X,O,X,X,X,X
JOSLTZI,O,O,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,O,X,X,X,X
JOSLIZT,O,O,O,X,X,O,X,X,X,X
JOSLZTI,O,O,O,X,X,X,X,X,X,X
JOSLZIT,O,O,O,X,X,O,X,X,X,X
