sequence,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxYB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxYBX?eB0iBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jei1IvhFRXBceB3aBG?dBziBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBGXBxdB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jey6IvhFGXBxdBTaB0?dBXjBlsB,v115@2gB8GeE8BeH8BeG8CeH8AeB8Jem1IvhFRXBTaBFeBf?oBUnBCtB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeK6IvhFzVBRXBceBf?oBFnBusB,v115@2gB8GeE8BeH8BeG8CeH8AeB8JeO6IvhF8aBRXBXeBz?nBFnBCtB
JTSOLIZ,X,O,O,X,X,X,X,X
JTSOLZI,X,O,O,X,X,X,X,X
JTSOZIL,X,X,O,X,X,X,X,X
JTSOZLI,X,X,O,X,X,X,X,X
JTZILSO,O,X,O,X,O,X,X,X
JTZILOS,O,X,X,O,O,X,X,X
JTZISLO,O,X,O,X,X,X,X,X
JTZISOL,X,X,O,X,X,X,X,X
JTZIOLS,O,X,X,X,X,X,X,X
JTZIOSL,X,X,O,X,X,X,X,X
JTZLISO,O,X,O,X,O,X,X,X
JTZLIOS,O,X,X,O,O,X,X,X
JTZLSIO,O,O,O,X,X,X,X,X
JTZLSOI,O,O,O,X,X,X,X,X
JTZLOIS,O,X,X,O,X,X,X,X
JTZLOSI,O,O,X,X,X,X,X,X
JTZSILO,O,O,O,X,X,X,X,X
JTZSIOL,X,X,O,X,X,X,X,X
JTZSLIO,O,O,O,X,X,X,X,X
JTZSLOI,O,O,O,X,X,X,X,X
JTZSOIL,X,X,O,X,X,X,X,X
JTZSOLI,X,X,O,X,X,X,X,X
JTZOILS,O,X,X,X,X,X,X,X
JTZOISL,X,X,O,X,X,X,X,X
JTZOLIS,O,X,X,X,X,X,X,X
JTZOLSI,O,X,X,X,X,X,X,X
JTZOSIL,X,X,O,X,X,X,X,X
JTZOSLI,X,X,O,X,X,X,X,X
JTOILSZ,X,X,X,O,O,X,X,X
JTOILZS,X,X,X,O,O,X,X,X
JTOISLZ,X,X,O,X,X,X,X,X
JTOISZL,X,X,O,X,X,X,X,X
JTOIZLS,X,X,X,X,X,X,X,X
JTOIZSL,X,X,O,X,X,X,X,X
JTOLISZ,X,O,X,O,O,X,X,X
JTOLIZS,O,X,X,O,O,X,X,X
JTOLSIZ,X,O,X,O,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X
JTOLZIS,O,X,X,O,X,X,X,X
JTOLZSI,O,O,X,X,X,X,X,X
JTOSILZ,X,O,O,X,X,X,X,X
JTOSIZL,X,X,O,X,X,X,X,X
JTOSLIZ,X,O,O,X,X,X,X,X
JTOSLZI,X,O,O,X,X,X,X,X
JTOSZIL,X,X,O,X,X,X,X,X
JTOSZLI,X,X,O,X,X,X,X,X
JTOZILS,O,X,X,X,X,X,X,X
JTOZISL,X,X,O,X,X,X,X,X
JTOZLIS,O,X,X,X,X,X,X,X
JTOZLSI,O,X,X,X,X,X,X,X
JTOZSIL,X,X,O,X,X,X,X,X
JTOZSLI,X,X,O,X,X,X,X,X
JITLSZO,X,O,O,X,O,X,X,X
JITLSOZ,X,O,O,O,O,X,X,X
JITLZSO,O,X,O,X,O,X,X,X
JITLZOS,O,X,X,O,O,X,X,X
JITLOSZ,X,O,X,O,O,X,X,X
JITLOZS,O,X,X,O,O,X,X,X
JITSLZO,X,O,O,X,O,X,X,X
JITSLOZ,X,O,O,O,O,X,X,X
JITSZLO,X,O,O,X,X,X,X,X
JITSZOL,X,X,O,X,X,X,X,X
JITSOLZ,X,O,O,X,X,X,X,X
JITSOZL,X,X,O,X,X,X,X,X
JITZLSO,O,X,O,X,O,X,X,X
JITZLOS,O,X,X,O,O,X,X,X
JITZSLO,O,X,O,X,X,X,X,X
JITZSOL,X,X,O,X,X,X,X,X
JITZOLS,O,X,X,X,X,X,X,X
JITZOSL,X,X,O,X,X,X,X,X
JITOLSZ,X,X,X,O,O,X,X,X
JITOLZS,X,X,X,O,O,X,X,X
JITOSLZ,X,X,O,X,X,X,X,X
JITOSZL,X,X,O,X,X,X,X,X
JITOZLS,X,X,X,X,X,X,X,X
JITOZSL,X,X,O,X,X,X,X,X
JILTSZO,X,O,X,X,O,X,X,X
JILTSOZ,X,O,X,O,O,X,X,X
JILTZSO,O,X,X,X,O,X,X,X
JILTZOS,O,X,X,O,O,X,X,X
JILTOSZ,X,O,X,O,O,X,X,X
JILTOZS,O,X,X,O,O,X,X,X
JILSTZO,X,X,O,X,O,X,X,X
JILSTOZ,X,O,X,X,O,X,X,X
JILSZTO,X,O,O,X,X,X,X,X
JILSZOT,X,O,O,X,O,X,X,X
JILSOTZ,X,O,X,O,O,X,X,X
JILSOZT,X,O,O,O,O,X,X,X
JILZTSO,X,X,X,X,O,X,X,X
JILZTOS,O,X,X,X,O,X,X,X
JILZSTO,O,X,O,X,X,X,X,X
JILZSOT,O,X,O,X,O,X,X,X
JILZOTS,O,X,X,O,O,X,X,X
JILZOST,O,X,X,O,O,X,X,X
JILOTSZ,X,O,X,O,O,X,X,X
JILOTZS,O,X,X,O,O,X,X,X
JILOSTZ,X,O,X,O,O,X,X,X
JILOSZT,X,O,X,O,O,X,X,X
JILOZTS,O,X,X,O,O,X,X,X
JILOZST,O,X,X,O,O,X,X,X
JISTLZO,X,X,O,X,X,X,X,X
JISTLOZ,X,O,O,X,X,X,X,X
JISTZLO,X,X,O,X,X,X,X,X
JISTZOL,X,X,O,X,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X,X
JISTOZL,X,X,O,X,X,X,X,X
JISLTZO,X,X,O,X,O,X,X,X
JISLTOZ,X,O,O,X,O,X,X,X
JISLZTO,X,O,O,X,X,X,X,X
JISLZOT,X,O,O,X,O,X,X,X
JISLOTZ,X,O,X,O,O,X,X,X
JISLOZT,X,O,O,O,O,X,X,X
JISZTLO,X,X,O,X,X,X,X,X
JISZTOL,X,X,X,X,X,X,X,X
JISZLTO,X,X,O,X,X,X,X,X
JISZLOT,X,O,O,X,X,X,X,X
JISZOTL,X,X,X,X,X,X,X,X
JISZOLT,X,X,O,X,X,X,X,X
JISOTLZ,X,X,X,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,X,X
JISOLTZ,X,O,X,X,X,X,X,X
JISOLZT,X,O,O,X,X,X,X,X
JISOZTL,X,X,X,X,X,X,X,X
JISOZLT,X,X,O,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X
JIZTSLO,X,X,O,X,X,X,X,X
JIZTSOL,X,X,X,X,X,X,X,X
JIZTOLS,X,X,X,X,X,X,X,X
JIZTOSL,X,X,X,X,X,X,X,X
JIZLTSO,X,X,X,X,O,X,X,X
JIZLTOS,O,X,X,X,O,X,X,X
JIZLSTO,O,X,O,X,X,X,X,X
JIZLSOT,O,X,O,X,O,X,X,X
JIZLOTS,O,X,X,O,O,X,X,X
JIZLOST,O,X,X,O,O,X,X,X
JIZSTLO,X,X,O,X,X,X,X,X
JIZSTOL,X,X,X,X,X,X,X,X
JIZSLTO,X,X,O,X,X,X,X,X
JIZSLOT,O,X,O,X,X,X,X,X
JIZSOTL,X,X,X,X,X,X,X,X
JIZSOLT,X,X,O,X,X,X,X,X
JIZOTLS,X,X,X,X,X,X,X,X
JIZOTSL,X,X,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X
JIZOSTL,X,X,X,X,X,X,X,X
JIZOSLT,X,X,O,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,X,X
JIOLTSZ,X,X,X,O,O,X,X,X
JIOLTZS,X,X,X,O,O,X,X,X
JIOLSTZ,X,X,X,O,O,X,X,X
JIOLSZT,X,X,X,O,O,X,X,X
JIOLZTS,X,X,X,O,O,X,X,X
JIOLZST,X,X,X,O,O,X,X,X
JIOSTLZ,X,X,X,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X
JIOSZTL,X,X,X,X,X,X,X,X
JIOSZLT,X,X,O,X,X,X,X,X
JIOZTLS,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,X,X,X
JIOZSLT,X,X,O,X,X,X,X,X
JLTISZO,X,O,X,X,O,X,X,X
JLTISOZ,X,O,X,O,O,X,X,X
JLTIZSO,O,X,X,X,O,X,X,X
JLTIZOS,O,X,X,O,O,X,X,X
JLTIOSZ,X,O,X,O,O,X,X,X
JLTIOZS,O,X,X,O,O,X,X,X
JLTSIZO,X,O,X,X,O,X,X,X
JLTSIOZ,X,O,X,O,O,X,X,X
JLTSZIO,O,O,X,X,X,X,X,X
JLTSZOI,O,O,X,X,X,X,X,X
JLTSOIZ,X,O,X,O,X,X,X,X
JLTSOZI,O,O,X,X,X,X,X,X
JLTZISO,O,X,X,X,O,X,X,X
JLTZIOS,O,X,X,O,O,X,X,X
JLTZSIO,O,O,X,X,X,X,X,X
JLTZSOI,O,O,X,X,X,X,X,X
JLTZOIS,O,X,X,O,X,X,X,X
JLTZOSI,O,O,X,X,X,X,X,X
JLTOISZ,X,O,X,O,O,X,X,X
JLTOIZS,O,X,X,O,O,X,X,X
JLTOSIZ,X,O,X,O,X,X,X,X
JLTOSZI,O,O,X,X,X,X,X,X
JLTOZIS,O,X,X,O,X,X,X,X
JLTOZSI,O,O,X,X,X,X,X,X
JLITSZO,X,O,X,X,O,X,X,X
JLITSOZ,X,O,X,O,O,X,X,X
JLITZSO,O,X,X,X,O,X,X,X
JLITZOS,O,X,X,O,O,X,X,X
JLITOSZ,X,O,X,O,O,X,X,X
JLITOZS,O,X,X,O,O,X,X,X
JLISTZO,X,X,O,X,O,X,X,X
JLISTOZ,X,O,X,X,O,X,X,X
JLISZTO,X,O,O,X,X,X,X,X
JLISZOT,X,O,O,X,O,X,X,X
JLISOTZ,X,O,X,O,O,X,X,X
JLISOZT,X,O,O,O,O,X,X,X
JLIZTSO,X,X,X,X,O,X,X,X
JLIZTOS,O,X,X,X,O,X,X,X
JLIZSTO,O,X,O,X,X,X,X,X
JLIZSOT,O,X,O,X,O,X,X,X
JLIZOTS,O,X,X,O,O,X,X,X
JLIZOST,O,X,X,O,O,X,X,X
JLIOTSZ,X,O,X,O,O,X,X,X
JLIOTZS,O,X,X,O,O,X,X,X
JLIOSTZ,X,O,X,O,O,X,X,X
JLIOSZT,X,O,X,O,O,X,X,X
JLIOZTS,O,X,X,O,O,X,X,X
JLIOZST,O,X,X,O,O,X,X,X
JLSTIZO,X,O,O,X,O,X,X,X
JLSTIOZ,X,O,X,O,O,X,X,X
JLSTZIO,O,O,O,X,X,X,X,X
JLSTZOI,O,O,O,X,X,X,X,X
JLSTOIZ,X,O,X,O,X,X,X,X
JLSTOZI,O,O,X,X,X,X,X,X
JLSITZO,X,X,O,X,O,X,X,X
JLSITOZ,X,O,X,X,O,X,X,X
JLSIZTO,X,O,O,X,X,X,X,X
JLSIZOT,X,O,O,X,O,X,X,X
JLSIOTZ,X,O,X,O,O,X,X,X
JLSIOZT,X,O,O,O,O,X,X,X
JLSZTIO,O,O,O,X,X,X,O,X
JLSZTOI,O,O,O,X,X,X,O,X
JLSZITO,O,O,O,X,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X,X
JLSZOTI,O,O,O,X,X,X,O,X
JLSZOIT,O,O,O,X,X,X,X,X
JLSOTIZ,X,O,X,O,X,X,X,X
JLSOTZI,O,O,X,X,X,X,X,X
JLSOITZ,X,O,X,O,X,X,X,X
JLSOIZT,X,O,O,O,X,X,X,X
JLSOZTI,O,O,O,X,X,X,O,X
JLSOZIT,O,O,O,X,X,X,X,X
JLZTISO,O,X,X,X,O,X,X,X
JLZTIOS,O,X,X,O,O,X,X,X
JLZTSIO,O,O,X,X,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X,X
JLZTOIS,O,X,X,O,X,X,X,X
JLZTOSI,O,O,X,X,X,X,X,X
JLZITSO,X,X,X,X,O,X,X,X
JLZITOS,O,X,X,X,O,X,X,X
JLZISTO,O,X,O,X,X,X,X,X
JLZISOT,O,X,O,X,O,X,X,X
JLZIOTS,O,X,X,O,O,X,X,X
JLZIOST,O,X,X,O,O,X,X,X
JLZSTIO,O,O,O,X,X,X,X,X
JLZSTOI,O,O,O,X,X,X,X,X
JLZSITO,O,O,O,X,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X
JLZSOIT,O,O,O,X,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X
JLZOTSI,O,O,X,X,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,X
JLZOIST,O,X,X,O,X,X,X,X
JLZOSTI,O,O,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X
JLOTISZ,X,O,X,O,O,X,X,X
JLOTIZS,O,X,X,O,O,X,X,X
JLOTSIZ,X,O,X,O,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X
JLOTZIS,O,X,X,O,X,X,X,X
JLOTZSI,O,O,X,X,X,X,X,X
JLOITSZ,X,O,X,O,O,X,X,X
JLOITZS,O,X,X,O,O,X,X,X
JLOISTZ,X,O,X,O,O,X,X,X
JLOISZT,X,O,X,O,O,X,X,X
JLOIZTS,O,X,X,O,O,X,X,X
JLOIZST,O,X,X,O,O,X,X,X
JLOSTIZ,X,O,X,O,X,X,X,X
JLOSTZI,O,O,X,X,X,X,X,X
JLOSITZ,X,O,X,O,X,X,X,X
JLOSIZT,X,O,X,O,X,X,X,X
JLOSZTI,O,O,X,X,X,X,O,X
JLOSZIT,O,O,X,X,X,X,X,X
JLOZTIS,O,X,X,O,X,X,X,X
JLOZTSI,O,O,X,X,X,X,X,X
JLOZITS,O,X,X,O,X,X,X,X
JLOZIST,O,X,X,O,X,X,X,X
JLOZSTI,O,O,X,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,X
JSTILZO,X,O,O,X,O,X,X,X
JSTILOZ,X,O,O,O,O,X,X,X
JSTIZLO,X,O,O,X,X,X,X,X
JSTIZOL,X,X,O,X,X,X,X,X
JSTIOLZ,X,O,O,X,X,X,X,X
JSTIOZL,X,X,O,X,X,X,X,X
JSTLIZO,X,O,O,X,O,X,X,X
JSTLIOZ,X,O,O,O,O,X,X,X
JSTLZIO,O,O,O,X,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X,X
JSTLOIZ,X,O,O,O,X,X,X,X
JSTLOZI,O,O,O,X,X,X,X,X
JSTZILO,O,O,O,X,X,X,X,X
JSTZIOL,X,X,O,X,X,X,X,X
JSTZLIO,O,O,O,X,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X,X
JSTZOIL,X,X,O,X,X,X,X,X
JSTZOLI,X,X,O,X,X,X,X,X
JSTOILZ,X,O,O,X,X,X,X,X
JSTOIZL,X,X,O,X,X,O,X,X
JSTOLIZ,X,O,O,X,X,X,X,X
JSTOLZI,X,O,O,X,X,O,X,X
JSTOZIL,X,X,O,X,X,O,X,X
JSTOZLI,X,X,O,X,X,O,X,X
JSITLZO,X,X,O,X,X,X,X,X
JSITLOZ,X,O,O,X,X,X,X,X
JSITZLO,X,X,O,X,X,X,X,X
JSITZOL,X,X,O,X,X,X,X,X
JSITOLZ,X,X,O,X,X,X,X,X
JSITOZL,X,X,O,X,X,X,X,X
JSILTZO,X,X,O,X,O,X,X,X
JSILTOZ,X,O,O,X,O,X,X,X
JSILZTO,X,O,O,X,X,X,X,X
JSILZOT,X,O,O,X,O,X,X,X
JSILOTZ,X,O,X,O,O,X,X,X
JSILOZT,X,O,O,O,O,X,X,X
JSIZTLO,X,X,O,X,X,X,X,X
JSIZTOL,X,X,X,X,X,X,X,X
JSIZLTO,X,X,O,X,X,X,X,X
JSIZLOT,X,O,O,X,X,X,X,X
JSIZOTL,X,X,X,X,X,X,X,X
JSIZOLT,X,X,O,X,X,X,X,X
JSIOTLZ,X,X,X,X,X,X,X,X
JSIOTZL,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,X,X,X,X
JSIOLZT,X,O,O,X,X,X,X,X
JSIOZTL,X,X,X,X,X,X,X,X
JSIOZLT,X,X,O,X,X,X,X,X
JSLTIZO,X,O,O,X,O,X,X,X
JSLTIOZ,X,O,O,O,O,X,X,X
JSLTZIO,O,O,O,X,X,X,X,X
JSLTZOI,O,O,O,X,X,X,X,X
JSLTOIZ,X,O,O,O,X,X,X,X
JSLTOZI,O,O,O,X,X,X,X,X
JSLITZO,X,X,O,X,O,X,X,X
JSLITOZ,X,O,O,X,O,X,X,X
JSLIZTO,X,O,O,X,X,X,X,X
JSLIZOT,X,O,O,X,O,X,X,X
JSLIOTZ,X,O,X,O,O,X,X,X
JSLIOZT,X,O,O,O,O,X,X,X
JSLZTIO,O,O,O,X,X,X,O,X
JSLZTOI,O,O,O,X,X,X,O,X
JSLZITO,O,O,O,X,X,X,X,X
JSLZIOT,O,O,O,X,X,X,X,X
JSLZOTI,O,O,O,X,X,X,O,X
JSLZOIT,O,O,O,X,X,X,X,X
JSLOTIZ,X,O,X,O,X,X,X,X
JSLOTZI,O,O,X,X,X,X,X,X
JSLOITZ,X,O,X,O,X,X,X,X
JSLOIZT,X,O,O,O,X,X,X,X
JSLOZTI,O,O,O,X,X,X,O,X
JSLOZIT,O,O,O,X,X,X,X,X
JSZTILO,X,X,O,X,X,X,X,X
JSZTIOL,X,X,X,X,X,X,X,X
JSZTLIO,X,X,O,X,X,X,X,X
JSZTLOI,X,X,O,X,X,X,X,X
JSZTOIL,X,X,X,X,X,X,X,X
JSZTOLI,X,X,X,X,X,X,X,X
JSZITLO,X,X,O,X,X,X,X,X
JSZITOL,X,X,X,X,X,X,X,X
JSZILTO,X,X,O,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,X
JSZIOTL,X,X,X,X,X,X,X,X
JSZIOLT,X,X,O,X,X,X,X,X
JSZLTIO,O,O,O,X,X,X,O,X
JSZLTOI,O,O,O,X,X,X,O,X
JSZLITO,O,O,O,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,O,X
JSZLOIT,O,O,O,X,X,X,X,X
JSZOTIL,X,X,X,X,X,X,X,X
JSZOTLI,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,X,X,X,X,X
JSZOILT,X,X,O,X,X,X,X,X
JSZOLTI,X,X,O,X,X,X,X,X
JSZOLIT,X,X,O,X,X,X,X,X
JSOTILZ,X,X,X,X,X,X,X,X
JSOTIZL,X,X,X,X,X,O,X,X
JSOTLIZ,X,X,X,X,X,X,X,X
JSOTLZI,X,X,X,X,X,O,X,X
JSOTZIL,X,X,X,X,X,O,X,X
JSOTZLI,X,X,X,X,X,O,X,X
JSOITLZ,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,O,X,X
JSOILTZ,X,O,X,X,X,X,X,X
JSOILZT,X,O,O,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X,X
JSOIZLT,X,X,O,X,X,X,X,X
JSOLTIZ,X,O,X,X,X,X,X,X
JSOLTZI,X,O,X,X,X,O,X,X
JSOLITZ,X,O,X,X,X,X,X,X
JSOLIZT,X,O,O,X,X,X,X,X
JSOLZTI,X,O,O,X,X,X,X,X
JSOLZIT,X,O,O,X,X,X,X,X
JSOZTIL,X,X,X,X,X,O,X,X
JSOZTLI,X,X,X,X,X,O,X,X
JSOZITL,X,X,X,X,X,X,X,X
JSOZILT,X,X,O,X,X,X,X,X
JSOZLTI,X,X,O,X,X,X,X,X
JSOZLIT,X,X,O,X,X,X,X,X
JZTILSO,O,X,X,X,O,X,X,X
JZTILOS,O,X,X,O,O,X,X,X
JZTISLO,O,X,O,X,X,X,X,X
JZTISOL,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,X,X,X
JZTIOSL,X,X,X,X,X,X,X,X
JZTLISO,O,X,X,X,O,X,X,X
JZTLIOS,O,X,X,O,O,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X
JZTLOIS,O,X,X,O,X,X,X,X
JZTLOSI,O,O,X,X,X,X,X,X
JZTSILO,O,O,O,X,X,X,X,X
JZTSIOL,X,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X,X
JZTSOIL,X,X,X,X,X,X,X,X
JZTSOLI,X,X,X,X,X,X,X,X
JZTOILS,O,X,X,X,X,X,X,X
JZTOISL,X,X,X,X,X,X,X,X
JZTOLIS,O,X,X,X,X,X,X,X
JZTOLSI,O,X,X,X,X,X,X,X
JZTOSIL,X,X,X,X,X,X,X,O
JZTOSLI,X,X,X,X,X,X,X,O
JZITLSO,X,X,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X
JZITSLO,X,X,O,X,X,X,X,X
JZITSOL,X,X,X,X,X,X,X,X
JZITOLS,X,X,X,X,X,X,X,X
JZITOSL,X,X,X,X,X,X,X,X
JZILTSO,X,X,X,X,O,X,X,X
JZILTOS,O,X,X,X,O,X,X,X
JZILSTO,O,X,O,X,X,X,X,X
JZILSOT,O,X,O,X,O,X,X,X
JZILOTS,O,X,X,O,O,X,X,X
JZILOST,O,X,X,O,O,X,X,X
JZISTLO,X,X,O,X,X,X,X,X
JZISTOL,X,X,X,X,X,X,X,X
JZISLTO,X,X,O,X,X,X,X,X
JZISLOT,O,X,O,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,X,X
JZISOLT,X,X,O,X,X,X,X,X
JZIOTLS,X,X,X,X,X,X,X,X
JZIOTSL,X,X,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,X,X,O
JZIOSLT,X,X,O,X,X,X,X,X
JZLTISO,O,X,X,X,O,X,X,X
JZLTIOS,O,X,X,O,O,X,X,X
JZLTSIO,O,O,X,X,X,X,X,X
JZLTSOI,O,O,X,X,X,X,X,X
JZLTOIS,O,X,X,O,X,X,X,X
JZLTOSI,O,O,X,X,X,X,X,X
JZLITSO,X,X,X,X,O,X,X,X
JZLITOS,O,X,X,X,O,X,X,X
JZLISTO,O,X,O,X,X,X,X,X
JZLISOT,O,X,O,X,O,X,X,X
JZLIOTS,O,X,X,O,O,X,X,X
JZLIOST,O,X,X,O,O,X,X,X
JZLSTIO,O,O,O,X,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X,X
JZLSITO,O,O,O,X,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,X
JZLSOIT,O,O,O,X,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,X
JZLOTSI,O,O,X,X,X,X,X,X
JZLOITS,O,X,X,O,X,X,X,X
JZLOIST,O,X,X,O,X,X,X,X
JZLOSTI,O,O,X,X,X,X,X,O
JZLOSIT,O,O,X,X,X,X,X,X
JZSTILO,X,X,O,X,X,X,X,X
JZSTIOL,X,X,X,X,X,X,X,X
JZSTLIO,X,X,O,X,X,X,X,X
JZSTLOI,X,X,O,X,X,X,X,X
JZSTOIL,X,X,X,X,X,X,X,X
JZSTOLI,X,X,X,X,X,X,X,X
JZSITLO,X,X,O,X,X,X,X,X
JZSITOL,X,X,X,X,X,X,X,X
JZSILTO,X,X,O,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,X
JZSIOTL,X,X,X,X,X,X,X,X
JZSIOLT,X,X,O,X,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X,X
JZSLITO,O,O,O,X,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X
JZSOTIL,X,X,X,X,X,X,X,O
JZSOTLI,X,X,X,X,X,X,X,O
JZSOITL,X,X,X,X,X,X,X,O
JZSOILT,X,X,O,X,X,X,X,X
JZSOLTI,X,X,O,X,X,X,X,O
JZSOLIT,X,X,O,X,X,X,X,X
JZOTILS,X,X,X,X,X,X,X,X
JZOTISL,X,X,X,X,X,X,X,X
JZOTLIS,X,X,X,X,X,X,X,X
JZOTLSI,X,X,X,X,X,X,X,X
JZOTSIL,X,X,X,X,X,X,X,O
JZOTSLI,X,X,X,X,X,X,X,O
JZOITLS,X,X,X,X,X,X,X,X
JZOITSL,X,X,X,X,X,X,X,X
JZOILTS,O,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X
JZOISTL,X,X,X,X,X,X,X,O
JZOISLT,X,X,O,X,X,X,X,X
JZOLTIS,O,X,X,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X,X,X
JZOLITS,O,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,O
JZOLSIT,O,X,X,X,X,X,X,X
JZOSTIL,X,X,X,X,X,X,X,O
JZOSTLI,X,X,X,X,X,X,X,O
JZOSITL,X,X,X,X,X,X,X,O
JZOSILT,X,X,O,X,X,X,X,X
JZOSLTI,X,X,O,X,X,X,X,O
JZOSLIT,X,X,O,X,X,X,X,X
JOTILSZ,X,X,X,O,O,X,X,X
JOTILZS,X,X,X,O,O,X,X,X
JOTISLZ,X,X,X,X,X,X,X,X
JOTISZL,X,X,X,X,X,X,X,X
JOTIZLS,X,X,X,X,X,X,X,X
JOTIZSL,X,X,X,X,X,X,X,X
JOTLISZ,X,O,X,O,O,X,X,X
JOTLIZS,O,X,X,O,O,X,X,X
JOTLSIZ,X,O,X,O,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X
JOTLZIS,O,X,X,O,X,X,X,X
JOTLZSI,O,O,X,X,X,X,X,X
JOTSILZ,X,O,X,X,X,X,X,X
JOTSIZL,X,X,X,X,X,O,X,X
JOTSLIZ,X,O,X,X,X,X,X,X
JOTSLZI,X,O,X,X,X,O,X,X
JOTSZIL,X,X,X,X,X,O,X,X
JOTSZLI,X,X,X,X,X,O,X,X
JOTZILS,O,X,X,X,X,X,X,X
JOTZISL,X,X,X,X,X,X,X,X
JOTZLIS,O,X,X,X,X,X,X,X
JOTZLSI,O,X,X,X,X,X,X,X
JOTZSIL,X,X,X,X,X,X,X,X
JOTZSLI,X,X,X,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,X,X
JOITLZS,X,X,X,X,X,X,X,X
JOITSLZ,X,X,X,X,X,X,X,X
JOITSZL,X,X,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,X,X
JOILTSZ,X,X,X,O,O,X,X,X
JOILTZS,X,X,X,O,O,X,X,X
JOILSTZ,X,X,X,O,O,X,X,X
JOILSZT,X,X,X,O,O,X,X,X
JOILZTS,X,X,X,O,O,X,X,X
JOILZST,X,X,X,O,O,X,X,X
JOISTLZ,X,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,O,X,X
JOISLTZ,X,X,X,X,X,X,X,X
