sequence,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEOhB8hBCeBT?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEmcBfjB6jBT?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEicBGeB3hBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEicBzdB+jB3?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEOhB8hBfjB6?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEKhBzcBGeBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhE2hBSjB3hBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhE2hBCeBTjB3?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEyhBGeBUjBT?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhECeBTjBXmB8?mBOrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzdB+jBXmBl?mBirB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEGeBUjBXmBl?mBirB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzcBGeB/mBU?jBdrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzcBSjB/mBU?jBdrB
STILJZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STILJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STILZJO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
STILZOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STILOJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STILOZJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STIJLZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STIJLOZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STIJZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIJZOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
STIJOLZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
STIJOZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STIZLJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STIZLOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STIZJOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
STIZOLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STIOLJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STIOLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STIOJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STIOJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STIOZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STLIJZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STLIJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
STLIZOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLIOJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLJIZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STLJIOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLJZIO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STLJZOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X
STLJOIZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,X,O,X,O,X,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
STLZIOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
STLZJOI,X,X,O,O,O,O,X,X,O,X,X,X,X,X
STLZOIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLZOJI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLOIJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STLOJIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOJZI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,O
STLOZJI,X,O,O,X,O,O,X,X,X,X,X,X,X,O
STJILZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STJIZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJIZOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
STJIOLZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
STJIOZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STJLIZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STJLIOZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STJLZIO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
STJLZOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X
STJLOIZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STJLOZI,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STJZILO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZIOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
STJZLIO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
STJZOLI,X,X,O,O,O,X,X,X,X,X,O,X,X,X
STJOILZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
STJOIZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STJOLIZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
STJOLZI,X,O,X,O,X,X,X,O,X,X,O,X,X,X
STJOZIL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STJOZLI,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STZILJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STZILOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STZIJOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
STZIOLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STZLIJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STZLIOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STZLJOI,X,X,O,O,O,O,X,X,O,X,X,O,X,X
STZLOIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STZLOJI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STZJIOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
STZJLIO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STZJLOI,X,X,O,O,O,O,X,X,O,X,X,O,X,X
STZJOIL,O,X,O,O,O,X,X,X,X,X,X,O,O,X
STZJOLI,O,X,O,O,O,O,X,X,X,X,X,O,O,X
STZOILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STZOLIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,O,X,X,X,X,X,X,O,O,X
STZOJLI,O,O,O,X,O,O,X,X,X,X,X,O,O,X
STOILJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOILZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STOIJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOIJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STOIZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STOLIJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOLIZJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STOLJIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOLJZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOLZIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,O
STOLZJI,O,O,O,X,O,O,X,X,X,O,X,X,X,O
STOJILZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOJIZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJLIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOJLZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STOJZIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STOZLIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STOZLJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STOZJIL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
STOZJLI,O,O,O,X,O,O,X,X,X,O,X,X,O,X
SITLJZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SITLJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
SITLZOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
SITLOJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
SITJLZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SITJLOZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
SITJZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
SITJOLZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
SITJOZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SITZLJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
SITZLOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
SITZJOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
SITZOLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SITOLJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SITOLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
SITOJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SITOJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
SITOZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
SILTJZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SILTJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SILTZJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SILTZOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILJTZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SILJTOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SILJZTO,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SILJZOT,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SILJOTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SILJOZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SILZTJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SILZTOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SILZJTO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
SILZJOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SILOJTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SILOZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SIJTLZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIJTZLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SIJTOLZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIJTOZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIJLTZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIJLZTO,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SIJLZOT,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SIJLOZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJZTLO,X,X,O,X,O,X,X,X,X,X,X,O,X,X
SIJZTOL,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJZLTO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIJZLOT,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIJZOLT,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIJOLTZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
SIJOLZT,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SIJOZTL,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIJOZLT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIZTLJO,X,O,O,X,O,O,X,X,O,X,X,O,X,X
SIZTLOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
SIZTJLO,X,O,O,X,O,O,X,X,O,X,X,O,X,X
SIZTJOL,X,X,O,X,O,X,X,X,X,X,X,O,X,X
SIZTOLJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIZLTJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SIZLTOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJTO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
SIZLJOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,O,O,X,X,O,X,X,O,X,X
SIZJTOL,X,X,O,X,X,X,X,X,X,X,O,O,X,X
SIZJLTO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
SIZJLOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,O,O,O,X
SIZJOLT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZOLJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
SIZOJLT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOTZJL,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X
SIOLJTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
SIOLJZT,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIOLZJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIOJTLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOJLTZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
SIOJLZT,X,X,X,O,X,X,X,O,X,O,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIOJZLT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOZLJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,O,X,O,O,X
SIOZJLT,O,X,O,X,O,X,X,X,X,O,X,X,X,X
SLTIJZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTIJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTJIZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTJZIO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLTJOZI,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLTOZJI,X,O,X,X,O,X,X,X,X,X,X,X,X,O
SLITJZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SLITZOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLIJTOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLIJZTO,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLIJZOT,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLIJOZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIZTJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SLIZTOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIZJTO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
SLIZJOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLIOZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SLJTIZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJTZIO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJTOZI,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SLJITZO,X,O,X,X,O,X,O,X,X,X,X,X,X,X
SLJITOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJIZTO,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLJIZOT,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SLJIOTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJIOZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJZTIO,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLJZTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLJZIOT,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SLJZOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SLJOTIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SLJOTZI,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLJOITZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SLJOIZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJOZIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLZTIJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SLZTIOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZTJIO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SLZTJOI,X,X,X,X,O,X,X,X,X,X,X,O,X,X
SLZTOIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZTOJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZITJO,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SLZITOJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZIJTO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
SLZIJOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZIOJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZJTIO,X,X,O,X,O,X,X,X,O,X,X,O,X,X
SLZJTOI,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SLZJITO,X,O,O,X,O,X,X,X,O,X,X,O,X,X
SLZJIOT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZJOTI,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLZJOIT,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZOTJI,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZOITJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZOIJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZOJTI,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLZOJIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLOTJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
SLOTZJI,X,O,X,X,O,X,X,X,X,O,X,X,X,O
SLOITJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOITZJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLOIJTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOIJZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOIZTJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLOIZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOJTIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOJIZT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOJZTI,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLOJZIT,X,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOZTIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLOZTJI,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLOZITJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SLOZIJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SLOZJTI,X,X,X,X,X,X,X,X,X,O,X,X,O,O
SLOZJIT,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SJTILZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SJTILOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SJTIZLO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SJTIZOL,X,X,X,O,O,X,X,X,X,X,O,X,X,X
SJTIOLZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SJTIOZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SJTLIZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X
SJTLZIO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,O,O,X,X,X,X,X,X,X,X,X
