sequence,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEWhBxcBzfBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBGdB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBGdBigBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBciBzfBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhEzbBCdB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBzbBuhBc?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBuhBciBi?gBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBRcBciBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEegBCcBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhECcB0fBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem7IvhESiBxfB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jey/IvhEzbBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhETdB0fBfnBm?lB6rB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEciBzfB5mBf?rBmrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEXgBxhBCiB8?rBmqB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhExcB0fBzmBf?mBCsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhESiB0fBzmBm?lBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhElcBzfBurBf?rBcsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhExcBzfBurBf?rBFsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBzfBurBc?sBFrB
JZOTSLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O
JZOITLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZOITSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JZOILTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZOILST,O,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O,O,X,O
JZOISTL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
JZOISLT,X,X,X,O,O,O,X,O,X,X,X,X,X,O,O,X,O,O,O,X,O
JZOLTIS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,O
JZOLTSI,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
JZOLITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JZOLIST,O,X,X,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,O,X,O
JZOLSTI,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,O,O
JZOLSIT,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X,O,O,O,O,O
JZOSTIL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O
JZOSTLI,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O
JZOSITL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
JZOSILT,O,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,O,O,O,O,O
JZOSLTI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O
JZOSLIT,O,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,O,O,O,O,O
JOTILSZ,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JOTILZS,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
JOTISLZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOTISZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTIZLS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOTIZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOTLISZ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JOTLIZS,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
JOTLSIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JOTLSZI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOTLZIS,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
JOTLZSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOTSILZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOTSIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTSLIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JOTSLZI,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOTSZIL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOTSZLI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOTZILS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOTZISL,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOTZLIS,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
JOTZLSI,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOTZSIL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOTZSLI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOITLSZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JOITLZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
JOITSLZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOITSZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOITZLS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
JOITZSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOILTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JOILTZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
JOILSTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOILSZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
JOILZTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JOILZST,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O
JOISTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISLTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOISLZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
JOISZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOISZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
JOIZTLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZTSL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZLTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOIZLST,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,O
JOIZSTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOIZSLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
JOLTISZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JOLTIZS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
JOLTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
JOLTSZI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOLTZIS,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
JOLTZSI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOLITSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X
JOLITZS,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
JOLISTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOLISZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
JOLIZTS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JOLIZST,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O
JOLSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOLSTZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOLSITZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOLSIZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
JOLSZTI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOLSZIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOLZTIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOLZTSI,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
JOLZITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOLZIST,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,O,O,X,O
JOLZSTI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
JOLZSIT,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,O
JOSTILZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSTIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSTLIZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSTLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOSTZIL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOSTZLI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
JOSITLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSITZL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOSILTZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSILZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
JOSIZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSIZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
JOSLTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSLTZI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
JOSLITZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
JOSLIZT,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
JOSLZTI,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O
JOSLZIT,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O
JOSZTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O
JOSZTLI,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O
JOSZITL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JOSZILT,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,O
JOSZLTI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,O
JOSZLIT,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,O
JOZTILS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOZTISL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZTLIS,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOZTLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JOZTSIL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O
JOZTSLI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O
JOZITLS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZITSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZILTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZILST,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,O,O,X,O
JOZISTL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
JOZISLT,X,X,X,O,O,O,X,O,X,X,X,X,X,O,O,X,O,O,O,X,O
JOZLTIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOZLTSI,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O
JOZLITS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
JOZLIST,O,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X,O,O,X,O
JOZLSTI,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,O,O,O
JOZLSIT,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O,O,O,O
JOZSTIL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O
JOZSTLI,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O
JOZSITL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
JOZSILT,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O
JOZSLTI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O
JOZSLIT,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O
STILJZO,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STILZJO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJLOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIOZJL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJILOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJOLZI,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZILOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZIOLJ,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STZIOJL,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZLIJO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJOLI,O,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZOILJ,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STZOIJL,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZOLIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOILJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOIZJL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZIJL,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOZLIJ,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STOZJLI,O,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SITLJZO,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
